	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034606_Priceomyces_medius
2113	OG0002113	YKL160W	genemark-flattened_line_6-processed-gene-3.41-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.41&CDS=1-363
2114	OG0002114	YKL162C	maker-flattened_line_6-augustus-gene-0.42-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-0.42&CDS=1-1899
2115	OG0002115	YKL165C	snap_masked-flattened_line_4-processed-gene-8.126-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-8.126&CDS=1-2982
2116	OG0002116	YKL167C	genemark-flattened_line_8-processed-gene-6.81-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-6.81&CDS=1-450
2117	OG0002117	YKL170W	maker-flattened_line_12-augustus-gene-5.108-mRNA-1_1&gene=maker-flattened_line_12-augustus-gene-5.108&CDS=1-1887
2118	OG0002118	YKL171W	genemark-flattened_line_0-processed-gene-14.159-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-14.159&CDS=1-2355
2119	OG0002119	YKL173W	genemark-flattened_line_10-processed-gene-1.133-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.133&CDS=1-2937
2120	OG0002120	YKL175W	genemark-flattened_line_14-processed-gene-1.127-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.127&CDS=1-1488
2121	OG0002121	YKL176C	genemark-flattened_line_18-processed-gene-3.120-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-3.120&CDS=1-2910
2122	OG0002122	YKL178C	genemark-flattened_line_4-processed-gene-10.231-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-10.231&CDS=1-1293
2123	OG0002123	YKL179C	augustus_masked-flattened_line_0-processed-gene-13.27-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-13.27&CDS=1-2046
2124	OG0002124	YKL181W	genemark-flattened_line_12-processed-gene-5.113-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-5.113&CDS=1-1221
2125	OG0002125	YKL182W	genemark-flattened_line_12-processed-gene-5.142-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-5.142&CDS=1-6201
2126	OG0002126	YKL183W	augustus_masked-flattened_line_2-processed-gene-3.13-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.13&CDS=1-807
2127	OG0002127	YKL184W	maker-flattened_line_2-snap-gene-3.97-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-3.97&CDS=1-3738
2128	OG0002128	YKL185W	genemark-flattened_line_30-processed-gene-1.9-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.9&CDS=1-1533
2129	OG0002129	YKL186C	genemark-flattened_line_30-processed-gene-1.42-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.42&CDS=1-516
2130	OG0002130	YKL188C	genemark-flattened_line_6-processed-gene-9.150-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-9.150&CDS=1-2085
2131	OG0002131	YKL189W	genemark-flattened_line_2-processed-gene-5.50-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.50&CDS=1-1011
2132	OG0002132	YKL190W	genemark-flattened_line_4-processed-gene-2.138-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.138&CDS=1-522
2133	OG0002133	YKL191W	genemark-flattened_line_6-processed-gene-4.38-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.38&CDS=1-1722
2134	OG0002134	YKL192C	genemark-flattened_line_2-processed-gene-5.61-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.61&CDS=1-345
2135	OG0002135	YKL193C	genemark-flattened_line_2-processed-gene-5.62-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.62&CDS=1-1131
2136	OG0002136	YKL194C	genemark-flattened_line_2-processed-gene-4.49-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.49&CDS=1-1395
2137	OG0002137	YKL195W	genemark-flattened_line_2-processed-gene-4.56-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.56&CDS=1-657
2138	OG0002138	YKL196C	genemark-flattened_line_2-processed-gene-4.57-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.57&CDS=1-600
2139	OG0002139	YKL197C	genemark-flattened_line_8-processed-gene-7.140-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-7.140&CDS=1-3192
2140	OG0002140	YKL203C	genemark-flattened_line_8-processed-gene-4.62-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.62&CDS=1-8508
2141	OG0002141	YKL206C	genemark-flattened_line_8-processed-gene-4.56-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.56&CDS=1-768
2142	OG0002142	YKL207W	maker-flattened_line_8-augustus-gene-7.99-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-7.99&CDS=1-783
2143	OG0002143	YKL209C	genemark-flattened_line_8-processed-gene-8.248-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-8.248&CDS=1-3753
2144	OG0002144	YKL210W	genemark-flattened_line_8-processed-gene-8.203-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-8.203&CDS=1-3063
2145	OG0002145	YKL211C	genemark-flattened_line_4-processed-gene-8.76-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-8.76&CDS=1-1548
2146	OG0002146	YKL212W	genemark-flattened_line_4-processed-gene-8.78-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-8.78&CDS=1-1830
2147	OG0002147	YKL213C	genemark-flattened_line_4-processed-gene-8.102-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-8.102&CDS=1-2304
2148	OG0002148	YKL215C	genemark-flattened_line_14-processed-gene-0.88-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.88&CDS=1-3936
2149	OG0002149	YKL216W	genemark-flattened_line_6-processed-gene-9.163-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-9.163&CDS=1-1341
2150	OG0002150	YKL221W	genemark-flattened_line_2-processed-gene-1.143-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.143&CDS=1-1470
2151	OG0002151	YKR002W	genemark-flattened_line_0-processed-gene-12.82-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-12.82&CDS=1-1680
2152	OG0002152	YKR006C	genemark-flattened_line_20-processed-gene-2.64-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.64&CDS=1-687
2153	OG0002153	YKR008W	genemark-flattened_line_0-processed-gene-13.130-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-13.130&CDS=1-1917
2154	OG0002154	YKR009C	genemark-flattened_line_0-processed-gene-6.81-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.81&CDS=1-2700
2155	OG0002155	YKR014C	genemark-flattened_line_0-processed-gene-14.211-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-14.211&CDS=1-675
2156	OG0002156	YKR016W	genemark-flattened_line_0-processed-gene-14.230-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-14.230&CDS=1-1719
2157	OG0002157	YKR017C	genemark-flattened_line_0-processed-gene-14.181-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-14.181&CDS=1-1563
2158	OG0002158	YKR023W	genemark-flattened_line_0-processed-gene-14.186-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-14.186&CDS=1-1473
2159	OG0002159	YKR024C	genemark-flattened_line_8-processed-gene-7.118-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-7.118&CDS=1-2259
2160	OG0002160	YKR025W	genemark-flattened_line_8-processed-gene-7.119-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-7.119&CDS=1-801
2161	OG0002161	YKR026C	genemark-flattened_line_8-processed-gene-7.115-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-7.115&CDS=1-924
2162	OG0002162	YKR030W	genemark-flattened_line_0-processed-gene-14.183-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-14.183&CDS=1-945
2163	OG0002163	YKR031C	genemark-flattened_line_10-processed-gene-5.126-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-5.126&CDS=1-5334
2164	OG0002164	YKR035W-A	genemark-flattened_line_20-processed-gene-2.39-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.39&CDS=1-600
2165	OG0002165	YKR038C	genemark-flattened_line_8-processed-gene-1.130-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.130&CDS=1-1116
2166	OG0002166	YKR048C	genemark-flattened_line_40-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.4&CDS=1-1233
2167	OG0002167	YKR050W	genemark-flattened_line_4-processed-gene-10.193-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-10.193&CDS=1-3090
2168	OG0002168	YKR051W	genemark-flattened_line_32-processed-gene-0.65-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.65&CDS=1-1311
2169	OG0002169	YKR054C	augustus_masked-flattened_line_8-processed-gene-8.91-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-8.91&CDS=1-12597
2170	OG0002170	YKR056W	genemark-flattened_line_4-processed-gene-4.62-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.62&CDS=1-1641
2171	OG0002171	YKR063C	genemark-flattened_line_2-processed-gene-9.104-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-9.104&CDS=1-1386
2172	OG0002172	YKR065C	genemark-flattened_line_0-processed-gene-8.66-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.66&CDS=1-540
2173	OG0002173	YKR066C	genemark-flattened_line_0-processed-gene-8.43-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.43&CDS=1-1068
2174	OG0002174	YKR068C	genemark-flattened_line_12-processed-gene-0.39-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.39&CDS=1-576
2175	OG0002175	YKR069W	augustus_masked-flattened_line_12-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.85&CDS=1-2763
2176	OG0002176	YKR071C	genemark-flattened_line_12-processed-gene-1.128-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.128&CDS=1-975
2177	OG0002177	YKR072C	genemark-flattened_line_6-processed-gene-9.141-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-9.141&CDS=1-1557
2178	OG0002178	YKR074W	snap_masked-flattened_line_10-processed-gene-3.15-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-3.15&CDS=1-438
2179	OG0002179	YKR079C	augustus_masked-flattened_line_12-processed-gene-2.83-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.83&CDS=1-3183
2180	OG0002180	YKR080W	maker-flattened_line_24-augustus-gene-1.188-mRNA-1_1&gene=maker-flattened_line_24-augustus-gene-1.188&CDS=1-3039
2181	OG0002181	YKR081C	maker-flattened_line_10-augustus-gene-3.161-mRNA-1_1&gene=maker-flattened_line_10-augustus-gene-3.161&CDS=1-969
2182	OG0002182	YKR082W	genemark-flattened_line_10-processed-gene-3.129-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.129&CDS=1-3462
2183	OG0002183	YKR083C	genemark-flattened_line_10-processed-gene-3.150-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.150&CDS=1-405
2184	OG0002184	YKR084C	maker-flattened_line_10-snap-gene-6.248-mRNA-1_1&gene=maker-flattened_line_10-snap-gene-6.248&CDS=1-1989
2185	OG0002185	YKR085C	genemark-flattened_line_12-processed-gene-1.131-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.131&CDS=1-540
2186	OG0002186	YKR087C	genemark-flattened_line_24-processed-gene-1.280-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.280&CDS=1-1065
2187	OG0002187	YKR088C	genemark-flattened_line_12-processed-gene-2.49-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.49&CDS=1-1089
2188	OG0002188	YKR090W	genemark-flattened_line_12-processed-gene-2.16-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.16&CDS=1-2826
2189	OG0002189	YKR092C	genemark-flattened_line_12-processed-gene-1.122-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.122&CDS=1-1299
2190	OG0002190	YKR097W	genemark-flattened_line_6-processed-gene-1.84-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.84&CDS=1-1656
2191	OG0002191	YLL001W	genemark-flattened_line_2-processed-gene-9.116-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-9.116&CDS=1-2415
2192	OG0002192	YLL002W	genemark-flattened_line_40-processed-gene-0.19-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.19&CDS=1-1314
2193	OG0002193	YLL004W	genemark-flattened_line_2-processed-gene-9.111-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-9.111&CDS=1-2142
2194	OG0002194	YLL006W	genemark-flattened_line_18-processed-gene-1.115-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.115&CDS=1-1218
2195	OG0002195	YLL007C	maker-flattened_line_6-augustus-gene-0.44-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-0.44&CDS=1-1959
2196	OG0002196	YLL008W	genemark-flattened_line_6-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.25&CDS=1-2178
2197	OG0002197	YLL009C	snap_masked-flattened_line_22-processed-gene-1.104-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.104&CDS=1-180
2198	OG0002198	YLL011W	genemark-flattened_line_2-processed-gene-9.118-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-9.118&CDS=1-1374
2199	OG0002199	YLL013C	genemark-flattened_line_10-processed-gene-3.137-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.137&CDS=1-2385
2200	OG0002200	YLL014W	genemark-flattened_line_26-processed-gene-0.55-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.55&CDS=1-312
2201	OG0002201	YLL018C	genemark-flattened_line_0-processed-gene-5.133-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.133&CDS=1-1686
2202	OG0002202	YLL018C-A	snap_masked-flattened_line_6-processed-gene-8.135-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-8.135&CDS=1-327
2203	OG0002203	YLL019C	genemark-flattened_line_6-processed-gene-8.32-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-8.32&CDS=1-2046
2204	OG0002204	YLL021W	genemark-flattened_line_14-processed-gene-1.106-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.106&CDS=1-3414
2205	OG0002205	YLL026W	genemark-flattened_line_24-processed-gene-1.286-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.286&CDS=1-2712
2206	OG0002206	YLL027W	augustus_masked-flattened_line_0-processed-gene-2.45-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.45&CDS=1-792
2207	OG0002207	YLL029W	genemark-flattened_line_0-processed-gene-2.153-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.153&CDS=1-2097
2208	OG0002208	YLL031C	genemark-flattened_line_2-processed-gene-5.79-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.79&CDS=1-3012
2209	OG0002209	YLL032C	genemark-flattened_line_12-processed-gene-3.103-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-3.103&CDS=1-2574
2210	OG0002210	YLL034C	genemark-flattened_line_2-processed-gene-7.4-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.4&CDS=1-2466
2211	OG0002211	YLL035W	genemark-flattened_line_34-processed-gene-0.76-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.76&CDS=1-1926
2212	OG0002212	YLL036C	genemark-flattened_line_10-processed-gene-0.76-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.76&CDS=1-1491
2213	OG0002213	YLL038C	snap_masked-flattened_line_10-processed-gene-0.112-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.112&CDS=1-666
2214	OG0002214	YLL040C	genemark-flattened_line_12-processed-gene-3.130-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-3.130&CDS=1-9339
2215	OG0002215	YLL041C	genemark-flattened_line_4-processed-gene-1.113-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.113&CDS=1-792
2216	OG0002216	YLL048C	genemark-flattened_line_12-processed-gene-3.111-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-3.111&CDS=1-4953
2217	OG0002217	YLL050C	genemark-flattened_line_12-processed-gene-4.128-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.128&CDS=1-429
2218	OG0002218	YLL055W	genemark-flattened_line_38-processed-gene-0.36-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.36&CDS=1-1569
2219	OG0002219	YLL057C	genemark-flattened_line_10-processed-gene-5.123-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-5.123&CDS=1-1155
2220	OG0002220	YLR001C	genemark-flattened_line_22-processed-gene-1.18-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.18&CDS=1-3147
2221	OG0002221	YLR002C	genemark-flattened_line_2-processed-gene-7.40-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.40&CDS=1-2100
2222	OG0002222	YLR003C	genemark-flattened_line_2-processed-gene-0.74-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.74&CDS=1-873
2223	OG0002223	YLR004C	genemark-flattened_line_6-processed-gene-0.21-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.21&CDS=1-1497
2224	OG0002224	YLR005W	genemark-flattened_line_22-processed-gene-1.46-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.46&CDS=1-1503
2225	OG0002225	YLR006C	genemark-flattened_line_2-processed-gene-1.134-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.134&CDS=1-2385
2226	OG0002226	YLR008C	genemark-flattened_line_18-processed-gene-1.106-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.106&CDS=1-486
2227	OG0002227	YLR009W	genemark-flattened_line_18-processed-gene-1.112-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.112&CDS=1-615
2228	OG0002228	YLR014C	genemark-flattened_line_18-processed-gene-1.149-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.149&CDS=1-2628
2229	OG0002229	YLR015W	genemark-flattened_line_18-processed-gene-1.130-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.130&CDS=1-1479
2230	OG0002230	YLR017W	augustus_masked-flattened_line_2-processed-gene-9.80-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-9.80&CDS=1-1038
2231	OG0002231	YLR019W	genemark-flattened_line_2-processed-gene-9.117-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-9.117&CDS=1-1029
2232	OG0002232	YLR022C	genemark-flattened_line_26-processed-gene-1.203-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.203&CDS=1-762
2233	OG0002233	YLR023C	genemark-flattened_line_34-processed-gene-0.78-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.78&CDS=1-1698
2234	OG0002234	YLR025W	maker-flattened_line_2-augustus-gene-3.95-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-3.95&CDS=1-1746
2235	OG0002235	YLR027C	genemark-flattened_line_24-processed-gene-1.273-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.273&CDS=1-1248
2236	OG0002236	YLR032W	augustus_masked-flattened_line_20-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.78&CDS=1-8235
2237	OG0002237	YLR033W	genemark-flattened_line_20-processed-gene-1.21-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.21&CDS=1-1626
2238	OG0002238	YLR034C	genemark-flattened_line_20-processed-gene-2.18-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.18&CDS=1-1542
2239	OG0002239	YLR038C	augustus_masked-flattened_line_34-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.35&CDS=1-252
2240	OG0002240	YLR045C	genemark-flattened_line_36-processed-gene-0.27-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.27&CDS=1-2511
2241	OG0002241	YLR047C	genemark-flattened_line_4-processed-gene-8.99-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-8.99&CDS=1-2136
2242	OG0002242	YLR050C	genemark-flattened_line_8-processed-gene-6.95-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-6.95&CDS=1-495
2243	OG0002243	YLR051C	genemark-flattened_line_10-processed-gene-6.194-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-6.194&CDS=1-708
2244	OG0002244	YLR055C	genemark-flattened_line_0-processed-gene-7.111-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.111&CDS=1-2133
2245	OG0002245	YLR056W	genemark-flattened_line_18-processed-gene-2.35-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.35&CDS=1-1113
2246	OG0002246	YLR058C	genemark-flattened_line_12-processed-gene-0.21-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.21&CDS=1-1407
2247	OG0002247	YLR059C	genemark-flattened_line_8-processed-gene-6.73-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-6.73&CDS=1-846
2248	OG0002248	YLR060W	genemark-flattened_line_10-processed-gene-1.145-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.145&CDS=1-1770
2249	OG0002249	YLR063W	genemark-flattened_line_10-processed-gene-1.118-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.118&CDS=1-1002
2250	OG0002250	YLR066W	genemark-flattened_line_6-processed-gene-6.129-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-6.129&CDS=1-564
2251	OG0002251	YLR067C	snap_masked-flattened_line_6-processed-gene-6.20-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-6.20&CDS=1-3273
2252	OG0002252	YLR068W	genemark-flattened_line_6-processed-gene-5.66-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-5.66&CDS=1-474
2253	OG0002253	YLR069C	genemark-flattened_line_6-processed-gene-6.131-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-6.131&CDS=1-2313
2254	OG0002254	YLR071C	genemark-flattened_line_6-processed-gene-5.78-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-5.78&CDS=1-3129
2255	OG0002255	YLR074C	genemark-flattened_line_10-processed-gene-6.229-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-6.229&CDS=1-534
