	OrthologID	Kuraishia_capsulata	Saccharomyces_cerevisiae
1689	OG0001689	genemark-HG793127-processed-gene-2.129-mRNA-1_1&gene=genemark-HG793127-processed-gene-2.129&CDS=1-846	YDR051C
1690	OG0001690	genemark-HG793127-processed-gene-3.93-mRNA-1_1&gene=genemark-HG793127-processed-gene-3.93&CDS=1-849	YDR050C
1691	OG0001691	genemark-HG793127-processed-gene-3.97-mRNA-1_1&gene=genemark-HG793127-processed-gene-3.97&CDS=1-2850	YBR074W
1692	OG0001692	genemark-HG793127-processed-gene-3.95-mRNA-1_1&gene=genemark-HG793127-processed-gene-3.95&CDS=1-1089	YDR047W
1693	OG0001693	genemark-HG793127-processed-gene-3.98-mRNA-1_1&gene=genemark-HG793127-processed-gene-3.98&CDS=1-1245	YCR012W
1694	OG0001694	genemark-HG793127-processed-gene-3.99-mRNA-1_1&gene=genemark-HG793127-processed-gene-3.99&CDS=1-2838	YCR017C
1695	OG0001695	genemark-HG793127-processed-gene-3.100-mRNA-1_1&gene=genemark-HG793127-processed-gene-3.100&CDS=1-1395	YNR001C
1696	OG0001696	genemark-HG793127-processed-gene-3.101-mRNA-1_1&gene=genemark-HG793127-processed-gene-3.101&CDS=1-2421	YBR073W
1697	OG0001697	genemark-HG793127-processed-gene-3.123-mRNA-1_1&gene=genemark-HG793127-processed-gene-3.123&CDS=1-1818	YDR049W
1698	OG0001698	genemark-HG793127-processed-gene-3.125-mRNA-1_1&gene=genemark-HG793127-processed-gene-3.125&CDS=1-993	YCR016W
1699	OG0001699	genemark-HG793127-processed-gene-3.103-mRNA-1_1&gene=genemark-HG793127-processed-gene-3.103&CDS=1-1578	YCR014C
1700	OG0001700	genemark-HG793127-processed-gene-3.129-mRNA-1_1&gene=genemark-HG793127-processed-gene-3.129&CDS=1-867	YLR209C
1701	OG0001701	augustus_masked-HG793127-processed-gene-3.62-mRNA-1_1&gene=augustus_masked-HG793127-processed-gene-3.62&CDS=1-1320	YGL129C
1702	OG0001702	genemark-HG793127-processed-gene-3.130-mRNA-1_1&gene=genemark-HG793127-processed-gene-3.130&CDS=1-1398	YGL130W
1703	OG0001703	genemark-HG793127-processed-gene-3.108-mRNA-1_1&gene=genemark-HG793127-processed-gene-3.108&CDS=1-3969	YGL131C
1704	OG0001704	genemark-HG793127-processed-gene-3.131-mRNA-1_1&gene=genemark-HG793127-processed-gene-3.131&CDS=1-696	YPL213W
1705	OG0001705	augustus_masked-HG793127-processed-gene-3.65-mRNA-1_1&gene=augustus_masked-HG793127-processed-gene-3.65&CDS=1-495	YER009W
1706	OG0001706	genemark-HG793127-processed-gene-3.112-mRNA-1_1&gene=genemark-HG793127-processed-gene-3.112&CDS=1-1368	YOL030W
1707	OG0001707	genemark-HG793127-processed-gene-3.134-mRNA-1_1&gene=genemark-HG793127-processed-gene-3.134&CDS=1-2022	YOR017W
1708	OG0001708	genemark-HG793127-processed-gene-3.113-mRNA-1_1&gene=genemark-HG793127-processed-gene-3.113&CDS=1-1203	YPR199C
1709	OG0001709	genemark-HG793127-processed-gene-3.114-mRNA-1_1&gene=genemark-HG793127-processed-gene-3.114&CDS=1-1134	YHR177W
1710	OG0001710	genemark-HG793127-processed-gene-3.116-mRNA-1_1&gene=genemark-HG793127-processed-gene-3.116&CDS=1-2340	YIL005W
1711	OG0001711	maker-HG793127-snap-gene-3.142-mRNA-1_1&gene=maker-HG793127-snap-gene-3.142&CDS=1-813	YMR009W
1712	OG0001712	genemark-HG793127-processed-gene-3.135-mRNA-1_1&gene=genemark-HG793127-processed-gene-3.135&CDS=1-1269	YEL002C
1713	OG0001713	genemark-HG793127-processed-gene-3.120-mRNA-1_1&gene=genemark-HG793127-processed-gene-3.120&CDS=1-1518	YIL001W
1714	OG0001714	genemark-HG793127-processed-gene-3.137-mRNA-1_1&gene=genemark-HG793127-processed-gene-3.137&CDS=1-705	YEL001C
1715	OG0001715	augustus_masked-HG793127-processed-gene-3.76-mRNA-1_1&gene=augustus_masked-HG793127-processed-gene-3.76&CDS=1-597	YIL007C
1716	OG0001716	augustus_masked-HG793127-processed-gene-4.52-mRNA-1_1&gene=augustus_masked-HG793127-processed-gene-4.52&CDS=1-297	YIL008W
1717	OG0001717	augustus_masked-HG793127-processed-gene-4.53-mRNA-1_1&gene=augustus_masked-HG793127-processed-gene-4.53&CDS=1-828	YGL005C
1718	OG0001718	genemark-HG793127-processed-gene-4.108-mRNA-1_1&gene=genemark-HG793127-processed-gene-4.108&CDS=1-363	YDR511W
1719	OG0001719	genemark-HG793127-processed-gene-4.109-mRNA-1_1&gene=genemark-HG793127-processed-gene-4.109&CDS=1-855	YCL031C
1720	OG0001720	genemark-HG793127-processed-gene-4.113-mRNA-1_1&gene=genemark-HG793127-processed-gene-4.113&CDS=1-1068	YCL032W
1721	OG0001721	genemark-HG793127-processed-gene-4.115-mRNA-1_1&gene=genemark-HG793127-processed-gene-4.115&CDS=1-975	YOL094C
1722	OG0001722	genemark-HG793127-processed-gene-4.116-mRNA-1_1&gene=genemark-HG793127-processed-gene-4.116&CDS=1-1812	YDR484W
1723	OG0001723	augustus_masked-HG793127-processed-gene-4.59-mRNA-1_1&gene=augustus_masked-HG793127-processed-gene-4.59&CDS=1-2244	YOL095C
1724	OG0001724	augustus_masked-HG793127-processed-gene-4.80-mRNA-1_1&gene=augustus_masked-HG793127-processed-gene-4.80&CDS=1-675	YNL282W
1725	OG0001725	genemark-HG793127-processed-gene-4.139-mRNA-1_1&gene=genemark-HG793127-processed-gene-4.139&CDS=1-3129	YGL141W
1726	OG0001726	genemark-HG793127-processed-gene-4.118-mRNA-1_1&gene=genemark-HG793127-processed-gene-4.118&CDS=1-3333	YDL102W
1727	OG0001727	snap_masked-HG793127-processed-gene-4.14-mRNA-1_1&gene=snap_masked-HG793127-processed-gene-4.14&CDS=1-996	YLR271W
1728	OG0001728	genemark-HG793127-processed-gene-4.123-mRNA-1_1&gene=genemark-HG793127-processed-gene-4.123&CDS=1-288	YDR424C
1729	OG0001729	augustus_masked-HG793127-processed-gene-4.85-mRNA-1_1&gene=augustus_masked-HG793127-processed-gene-4.85&CDS=1-1932	YDR338C
1730	OG0001730	genemark-HG793127-processed-gene-4.125-mRNA-1_1&gene=genemark-HG793127-processed-gene-4.125&CDS=1-1776	YLR035C
1731	OG0001731	snap_masked-HG793127-processed-gene-4.38-mRNA-1_1&gene=snap_masked-HG793127-processed-gene-4.38&CDS=1-3849	YMR129W
1732	OG0001732	snap_masked-HG793127-processed-gene-4.39-mRNA-1_1&gene=snap_masked-HG793127-processed-gene-4.39&CDS=1-600	YJR073C
1733	OG0001733	genemark-HG793127-processed-gene-4.126-mRNA-1_1&gene=genemark-HG793127-processed-gene-4.126&CDS=1-3870	YKL209C
1734	OG0001734	genemark-HG793127-processed-gene-4.145-mRNA-1_1&gene=genemark-HG793127-processed-gene-4.145&CDS=1-3069	YKL210W
1735	OG0001735	genemark-HG793127-processed-gene-4.127-mRNA-1_1&gene=genemark-HG793127-processed-gene-4.127&CDS=1-1398	YLR163C
1736	OG0001736	genemark-HG793127-processed-gene-4.128-mRNA-1_1&gene=genemark-HG793127-processed-gene-4.128&CDS=1-396	YCR028C-A
1737	OG0001737	genemark-HG793127-processed-gene-4.148-mRNA-1_1&gene=genemark-HG793127-processed-gene-4.148&CDS=1-1305	YKL178C
1738	OG0001738	genemark-HG793127-processed-gene-4.150-mRNA-1_1&gene=genemark-HG793127-processed-gene-4.150&CDS=1-621	YJR074W
1739	OG0001739	genemark-HG793127-processed-gene-4.129-mRNA-1_1&gene=genemark-HG793127-processed-gene-4.129&CDS=1-2520	YCR030C
1740	OG0001740	genemark-HG793127-processed-gene-4.151-mRNA-1_1&gene=genemark-HG793127-processed-gene-4.151&CDS=1-2424	YNL054W
1741	OG0001741	augustus_masked-HG793127-processed-gene-4.72-mRNA-1_1&gene=augustus_masked-HG793127-processed-gene-4.72&CDS=1-2637	YJL187C
1742	OG0001742	snap_masked-HG793127-processed-gene-4.26-mRNA-1_1&gene=snap_masked-HG793127-processed-gene-4.26&CDS=1-1113	YIL113W
1743	OG0001743	genemark-HG793127-processed-gene-4.133-mRNA-1_1&gene=genemark-HG793127-processed-gene-4.133&CDS=1-2976	YIL112W
1744	OG0001744	augustus_masked-HG793127-processed-gene-4.76-mRNA-1_1&gene=augustus_masked-HG793127-processed-gene-4.76&CDS=1-708	YNL050C
1745	OG0001745	augustus_masked-HG793127-processed-gene-4.77-mRNA-1_1&gene=augustus_masked-HG793127-processed-gene-4.77&CDS=1-1542	YOL013C
1746	OG0001746	maker-HG793127-snap-gene-5.65-mRNA-1_1&gene=maker-HG793127-snap-gene-5.65&CDS=1-4593	YLR259C
1747	OG0001747	genemark-HG793127-processed-gene-5.0-mRNA-1_1&gene=genemark-HG793127-processed-gene-5.0&CDS=1-1767	YEL062W
1748	OG0001748	genemark-HG793127-processed-gene-5.11-mRNA-1_1&gene=genemark-HG793127-processed-gene-5.11&CDS=1-615	YLL027W
1749	OG0001749	genemark-HG793127-processed-gene-5.33-mRNA-1_1&gene=genemark-HG793127-processed-gene-5.33&CDS=1-1914	YAL048C
1750	OG0001750	maker-HG793127-snap-gene-5.60-mRNA-1_1&gene=maker-HG793127-snap-gene-5.60&CDS=1-1047	YOR362C
1751	OG0001751	genemark-HG793127-processed-gene-5.13-mRNA-1_1&gene=genemark-HG793127-processed-gene-5.13&CDS=1-2169	YOR361C
1752	OG0001752	genemark-HG793127-processed-gene-5.35-mRNA-1_1&gene=genemark-HG793127-processed-gene-5.35&CDS=1-339	YAL046C
1753	OG0001753	genemark-HG793127-processed-gene-5.14-mRNA-1_1&gene=genemark-HG793127-processed-gene-5.14&CDS=1-1680	YOR329C
1754	OG0001754	genemark-HG793127-processed-gene-5.37-mRNA-1_1&gene=genemark-HG793127-processed-gene-5.37&CDS=1-3486	YML104C
1755	OG0001755	genemark-HG793127-processed-gene-5.15-mRNA-1_1&gene=genemark-HG793127-processed-gene-5.15&CDS=1-960	YPR065W
1756	OG0001756	genemark-HG793127-processed-gene-5.16-mRNA-1_1&gene=genemark-HG793127-processed-gene-5.16&CDS=1-1365	YLL011W
1757	OG0001757	snap_masked-HG793127-processed-gene-5.136-mRNA-1_1&gene=snap_masked-HG793127-processed-gene-5.136&CDS=1-2109	YGR150C
1758	OG0001758	genemark-HG793127-processed-gene-5.21-mRNA-1_1&gene=genemark-HG793127-processed-gene-5.21&CDS=1-1419	YPR178W
1759	OG0001759	augustus_masked-HG793127-processed-gene-5.107-mRNA-1_1&gene=augustus_masked-HG793127-processed-gene-5.107&CDS=1-1065	YPR180W
1760	OG0001760	snap_masked-HG793127-processed-gene-5.159-mRNA-1_1&gene=snap_masked-HG793127-processed-gene-5.159&CDS=1-1251	YLR459W
1761	OG0001761	augustus_masked-HG793127-processed-gene-5.109-mRNA-1_1&gene=augustus_masked-HG793127-processed-gene-5.109&CDS=1-1671	YMR258C
1762	OG0001762	genemark-HG793127-processed-gene-5.23-mRNA-1_1&gene=genemark-HG793127-processed-gene-5.23&CDS=1-1161	YJR076C
1763	OG0001763	genemark-HG793127-processed-gene-5.24-mRNA-1_1&gene=genemark-HG793127-processed-gene-5.24&CDS=1-795	YOR174W
1764	OG0001764	genemark-HG793127-processed-gene-5.45-mRNA-1_1&gene=genemark-HG793127-processed-gene-5.45&CDS=1-1872	YOR175C
1765	OG0001765	augustus_masked-HG793127-processed-gene-5.92-mRNA-1_1&gene=augustus_masked-HG793127-processed-gene-5.92&CDS=1-2280	YMR004W
1766	OG0001766	genemark-HG793127-processed-gene-5.46-mRNA-1_1&gene=genemark-HG793127-processed-gene-5.46&CDS=1-1080	YOL010W
1767	OG0001767	genemark-HG793127-processed-gene-5.27-mRNA-1_1&gene=genemark-HG793127-processed-gene-5.27&CDS=1-1035	YMR005W
1768	OG0001768	genemark-HG793127-processed-gene-5.47-mRNA-1_1&gene=genemark-HG793127-processed-gene-5.47&CDS=1-747	YKL095W
1769	OG0001769	genemark-HG793127-processed-gene-5.28-mRNA-1_1&gene=genemark-HG793127-processed-gene-5.28&CDS=1-3375	YLR272C
1770	OG0001770	genemark-HG793127-processed-gene-5.48-mRNA-1_1&gene=genemark-HG793127-processed-gene-5.48&CDS=1-1128	YOR176W
1771	OG0001771	maker-HG793127-snap-gene-5.64-mRNA-1_1&gene=maker-HG793127-snap-gene-5.64&CDS=1-1050	YOL009C
1772	OG0001772	genemark-HG793127-processed-gene-5.32-mRNA-1_1&gene=genemark-HG793127-processed-gene-5.32&CDS=1-870	YNR064C
1773	OG0001773	genemark-HG793127-processed-gene-5.51-mRNA-1_1&gene=genemark-HG793127-processed-gene-5.51&CDS=1-903	YGL254W
1774	OG0001774	genemark-HG793127-processed-gene-6.9-mRNA-1_1&gene=genemark-HG793127-processed-gene-6.9&CDS=1-1392	YJL213W
1775	OG0001775	genemark-HG793127-processed-gene-6.13-mRNA-1_1&gene=genemark-HG793127-processed-gene-6.13&CDS=1-1464	YGL055W
1776	OG0001776	genemark-HG793127-processed-gene-6.14-mRNA-1_1&gene=genemark-HG793127-processed-gene-6.14&CDS=1-822	YBR213W
1777	OG0001777	genemark-HG793127-processed-gene-6.41-mRNA-1_1&gene=genemark-HG793127-processed-gene-6.41&CDS=1-411	YGL054C
1778	OG0001778	genemark-HG793127-processed-gene-6.42-mRNA-1_1&gene=genemark-HG793127-processed-gene-6.42&CDS=1-1008	YLR283W
1779	OG0001779	genemark-HG793127-processed-gene-6.17-mRNA-1_1&gene=genemark-HG793127-processed-gene-6.17&CDS=1-312	YLR275W
1780	OG0001780	genemark-HG793127-processed-gene-6.18-mRNA-1_1&gene=genemark-HG793127-processed-gene-6.18&CDS=1-1965	YLR289W
1781	OG0001781	genemark-HG793127-processed-gene-6.19-mRNA-1_1&gene=genemark-HG793127-processed-gene-6.19&CDS=1-1125	YIR034C
1782	OG0001782	genemark-HG793127-processed-gene-6.20-mRNA-1_1&gene=genemark-HG793127-processed-gene-6.20&CDS=1-1134	YBR155W
1783	OG0001783	genemark-HG793127-processed-gene-6.21-mRNA-1_1&gene=genemark-HG793127-processed-gene-6.21&CDS=1-2934	YOL021C
1784	OG0001784	genemark-HG793127-processed-gene-6.23-mRNA-1_1&gene=genemark-HG793127-processed-gene-6.23&CDS=1-663	YEL024W
1785	OG0001785	genemark-HG793127-processed-gene-6.43-mRNA-1_1&gene=genemark-HG793127-processed-gene-6.43&CDS=1-1596	YEL023C
1786	OG0001786	snap_masked-HG793127-processed-gene-6.79-mRNA-1_1&gene=snap_masked-HG793127-processed-gene-6.79&CDS=1-2238	YGR128C
1787	OG0001787	genemark-HG793127-processed-gene-6.44-mRNA-1_1&gene=genemark-HG793127-processed-gene-6.44&CDS=1-2382	YJR040W
1788	OG0001788	genemark-HG793127-processed-gene-6.26-mRNA-1_1&gene=genemark-HG793127-processed-gene-6.26&CDS=1-432	YBR282W
1789	OG0001789	genemark-HG793127-processed-gene-6.45-mRNA-1_1&gene=genemark-HG793127-processed-gene-6.45&CDS=1-633	YJL065C
1790	OG0001790	genemark-HG793127-processed-gene-6.27-mRNA-1_1&gene=genemark-HG793127-processed-gene-6.27&CDS=1-1119	YJR068W
1791	OG0001791	snap_masked-HG793127-processed-gene-6.83-mRNA-1_1&gene=snap_masked-HG793127-processed-gene-6.83&CDS=1-1650	YPR018W
1792	OG0001792	augustus_masked-HG793127-processed-gene-6.153-mRNA-1_1&gene=augustus_masked-HG793127-processed-gene-6.153&CDS=1-1839	YOR370C
1793	OG0001793	genemark-HG793127-processed-gene-6.30-mRNA-1_1&gene=genemark-HG793127-processed-gene-6.30&CDS=1-483	YGR082W
1794	OG0001794	genemark-HG793127-processed-gene-6.50-mRNA-1_1&gene=genemark-HG793127-processed-gene-6.50&CDS=1-3111	YPR097W
1795	OG0001795	genemark-HG793127-processed-gene-6.31-mRNA-1_1&gene=genemark-HG793127-processed-gene-6.31&CDS=1-2595	YPR095C
1796	OG0001796	genemark-HG793127-processed-gene-6.32-mRNA-1_1&gene=genemark-HG793127-processed-gene-6.32&CDS=1-1344	YHR030C
1797	OG0001797	genemark-HG793127-processed-gene-6.34-mRNA-1_1&gene=genemark-HG793127-processed-gene-6.34&CDS=1-2790	YHR027C
1798	OG0001798	maker-HG793127-augustus-gene-6.62-mRNA-1_1&gene=maker-HG793127-augustus-gene-6.62&CDS=1-636	YHR026W
1799	OG0001799	genemark-HG793127-processed-gene-6.53-mRNA-1_1&gene=genemark-HG793127-processed-gene-6.53&CDS=1-1065	YHR025W
1800	OG0001800	genemark-HG793127-processed-gene-6.35-mRNA-1_1&gene=genemark-HG793127-processed-gene-6.35&CDS=1-1452	YHR024C
1801	OG0001801	maker-HG793127-snap-gene-6.6-mRNA-1_1&gene=maker-HG793127-snap-gene-6.6&CDS=1-4311	YHR023W
1802	OG0001802	genemark-HG793127-processed-gene-6.55-mRNA-1_1&gene=genemark-HG793127-processed-gene-6.55&CDS=1-447	YHR051W
1803	OG0001803	snap_masked-HG793127-processed-gene-6.111-mRNA-1_1&gene=snap_masked-HG793127-processed-gene-6.111&CDS=1-1980	YJL041W
1804	OG0001804	genemark-HG793127-processed-gene-6.36-mRNA-1_1&gene=genemark-HG793127-processed-gene-6.36&CDS=1-978	YMR201C
1805	OG0001805	genemark-HG793127-processed-gene-6.38-mRNA-1_1&gene=genemark-HG793127-processed-gene-6.38&CDS=1-891	YJL126W
1806	OG0001806	genemark-HG793127-processed-gene-6.57-mRNA-1_1&gene=genemark-HG793127-processed-gene-6.57&CDS=1-651	YMR202W
1807	OG0001807	genemark-HG793127-processed-gene-7.4-mRNA-1_1&gene=genemark-HG793127-processed-gene-7.4&CDS=1-1359	YNR012W
1808	OG0001808	genemark-HG793127-processed-gene-7.5-mRNA-1_1&gene=genemark-HG793127-processed-gene-7.5&CDS=1-1854	YBL061C
1809	OG0001809	genemark-HG793127-processed-gene-7.6-mRNA-1_1&gene=genemark-HG793127-processed-gene-7.6&CDS=1-1086	YGR044C
1810	OG0001810	genemark-HG793127-processed-gene-7.30-mRNA-1_1&gene=genemark-HG793127-processed-gene-7.30&CDS=1-1140	YLR355C
1811	OG0001811	genemark-HG793127-processed-gene-7.8-mRNA-1_1&gene=genemark-HG793127-processed-gene-7.8&CDS=1-2916	YIR002C
1812	OG0001812	genemark-HG793127-processed-gene-7.9-mRNA-1_1&gene=genemark-HG793127-processed-gene-7.9&CDS=1-540	YER007C-A
1813	OG0001813	augustus_masked-HG793127-processed-gene-7.92-mRNA-1_1&gene=augustus_masked-HG793127-processed-gene-7.92&CDS=1-1605	YER007W
1814	OG0001814	maker-HG793127-augustus-gene-7.47-mRNA-1_1&gene=maker-HG793127-augustus-gene-7.47&CDS=1-636	YIR005W
1815	OG0001815	genemark-HG793127-processed-gene-7.11-mRNA-1_1&gene=genemark-HG793127-processed-gene-7.11&CDS=1-2118	YER005W
1816	OG0001816	genemark-HG793127-processed-gene-7.12-mRNA-1_1&gene=genemark-HG793127-processed-gene-7.12&CDS=1-1512	YER006W
1817	OG0001817	genemark-HG793127-processed-gene-7.13-mRNA-1_1&gene=genemark-HG793127-processed-gene-7.13&CDS=1-1476	YGR159C
1818	OG0001818	genemark-HG793127-processed-gene-7.14-mRNA-1_1&gene=genemark-HG793127-processed-gene-7.14&CDS=1-1845	YGL045W
1819	OG0001819	genemark-HG793127-processed-gene-7.34-mRNA-1_1&gene=genemark-HG793127-processed-gene-7.34&CDS=1-1032	YDR347W
1820	OG0001820	maker-HG793127-snap-gene-7.54-mRNA-1_1&gene=maker-HG793127-snap-gene-7.54&CDS=1-1155	YER133W
1821	OG0001821	genemark-HG793127-processed-gene-7.18-mRNA-1_1&gene=genemark-HG793127-processed-gene-7.18&CDS=1-603	YGL200C
1822	OG0001822	genemark-HG793127-processed-gene-7.19-mRNA-1_1&gene=genemark-HG793127-processed-gene-7.19&CDS=1-450	YFR011C
1823	OG0001823	genemark-HG793127-processed-gene-7.35-mRNA-1_1&gene=genemark-HG793127-processed-gene-7.35&CDS=1-1458	YFR010W
1824	OG0001824	genemark-HG793127-processed-gene-7.36-mRNA-1_1&gene=genemark-HG793127-processed-gene-7.36&CDS=1-1065	YER182W
1825	OG0001825	genemark-HG793127-processed-gene-7.20-mRNA-1_1&gene=genemark-HG793127-processed-gene-7.20&CDS=1-1398	YHR207C
1826	OG0001826	genemark-HG793127-processed-gene-7.37-mRNA-1_1&gene=genemark-HG793127-processed-gene-7.37&CDS=1-1335	YHR206W
1827	OG0001827	genemark-HG793127-processed-gene-7.38-mRNA-1_1&gene=genemark-HG793127-processed-gene-7.38&CDS=1-2121	YHR205W
1828	OG0001828	genemark-HG793127-processed-gene-7.21-mRNA-1_1&gene=genemark-HG793127-processed-gene-7.21&CDS=1-2229	YHR204W
1829	OG0001829	augustus_masked-HG793127-processed-gene-7.83-mRNA-1_1&gene=augustus_masked-HG793127-processed-gene-7.83&CDS=1-1395	YMR029C
1830	OG0001830	genemark-HG793127-processed-gene-7.40-mRNA-1_1&gene=genemark-HG793127-processed-gene-7.40&CDS=1-1245	YOL058W
1831	OG0001831	genemark-HG793127-processed-gene-7.24-mRNA-1_1&gene=genemark-HG793127-processed-gene-7.24&CDS=1-1686	YPL030W
1832	OG0001832	genemark-HG793127-processed-gene-7.44-mRNA-1_1&gene=genemark-HG793127-processed-gene-7.44&CDS=1-2106	YPL043W
1833	OG0001833	genemark-HG793127-processed-gene-7.25-mRNA-1_1&gene=genemark-HG793127-processed-gene-7.25&CDS=1-1347	YDR254W
1834	OG0001834	genemark-HG793127-processed-gene-7.45-mRNA-1_1&gene=genemark-HG793127-processed-gene-7.45&CDS=1-2496	YPL045W
1835	OG0001835	genemark-HG793127-processed-gene-7.26-mRNA-1_1&gene=genemark-HG793127-processed-gene-7.26&CDS=1-321	YPL046C
1836	OG0001836	genemark-HG793127-processed-gene-7.46-mRNA-1_1&gene=genemark-HG793127-processed-gene-7.46&CDS=1-2574	YPL084W
1837	OG0001837	maker-HG793127-augustus-gene-7.50-mRNA-1_1&gene=maker-HG793127-augustus-gene-7.50&CDS=1-1206	YDR255C
1838	OG0001838	genemark-HG793127-processed-gene-7.28-mRNA-1_1&gene=genemark-HG793127-processed-gene-7.28&CDS=1-831	YLR220W
1839	OG0001839	genemark-HG793127-processed-gene-8.3-mRNA-1_1&gene=genemark-HG793127-processed-gene-8.3&CDS=1-1113	YML008C
1840	OG0001840	augustus_masked-HG793127-processed-gene-8.56-mRNA-1_1&gene=augustus_masked-HG793127-processed-gene-8.56&CDS=1-1995	YJL093C
1841	OG0001841	genemark-HG793127-processed-gene-8.4-mRNA-1_1&gene=genemark-HG793127-processed-gene-8.4&CDS=1-1563	YJL091C
1842	OG0001842	genemark-HG793127-processed-gene-8.5-mRNA-1_1&gene=genemark-HG793127-processed-gene-8.5&CDS=1-3639	YEL031W
1843	OG0001843	snap_masked-HG793127-processed-gene-8.129-mRNA-1_1&gene=snap_masked-HG793127-processed-gene-8.129&CDS=1-3519	YJR041C
1844	OG0001844	augustus_masked-HG793127-processed-gene-8.61-mRNA-1_1&gene=augustus_masked-HG793127-processed-gene-8.61&CDS=1-2298	YJR042W
1845	OG0001845	genemark-HG793127-processed-gene-8.30-mRNA-1_1&gene=genemark-HG793127-processed-gene-8.30&CDS=1-480	YEL027W
1846	OG0001846	genemark-HG793127-processed-gene-8.7-mRNA-1_1&gene=genemark-HG793127-processed-gene-8.7&CDS=1-378	YEL026W
1847	OG0001847	augustus_masked-HG793127-processed-gene-8.63-mRNA-1_1&gene=augustus_masked-HG793127-processed-gene-8.63&CDS=1-4725	YFR009W
1848	OG0001848	genemark-HG793127-processed-gene-8.31-mRNA-1_1&gene=genemark-HG793127-processed-gene-8.31&CDS=1-3246	YKL197C
1849	OG0001849	genemark-HG793127-processed-gene-8.10-mRNA-1_1&gene=genemark-HG793127-processed-gene-8.10&CDS=1-432	YJR058C
1850	OG0001850	genemark-HG793127-processed-gene-8.32-mRNA-1_1&gene=genemark-HG793127-processed-gene-8.32&CDS=1-471	YJR047C
1851	OG0001851	genemark-HG793127-processed-gene-8.11-mRNA-1_1&gene=genemark-HG793127-processed-gene-8.11&CDS=1-474	YJL011C
1852	OG0001852	snap_masked-HG793127-processed-gene-8.135-mRNA-1_1&gene=snap_masked-HG793127-processed-gene-8.135&CDS=1-1515	YPR163C
1853	OG0001853	genemark-HG793127-processed-gene-8.36-mRNA-1_1&gene=genemark-HG793127-processed-gene-8.36&CDS=1-486	YBL093C
1854	OG0001854	genemark-HG793127-processed-gene-8.14-mRNA-1_1&gene=genemark-HG793127-processed-gene-8.14&CDS=1-393	YBL092W
1855	OG0001855	genemark-HG793127-processed-gene-8.15-mRNA-1_1&gene=genemark-HG793127-processed-gene-8.15&CDS=1-2169	YLR274W
1856	OG0001856	genemark-HG793127-processed-gene-8.37-mRNA-1_1&gene=genemark-HG793127-processed-gene-8.37&CDS=1-1473	YFR006W
1857	OG0001857	genemark-HG793127-processed-gene-8.16-mRNA-1_1&gene=genemark-HG793127-processed-gene-8.16&CDS=1-1443	YFR005C
