	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035325_Cyberlindnera_petersonii
2303	OG0002303	YKL082C	augustus_masked-NODE_29_length_158585_cov_18.6337_ID_25338-processed-gene-0.138-mRNA-1_1&gene=augustus_masked-NODE_29_length_158585_cov_18.6337_ID_25338-processed-gene-0.138&CDS=1-1368
2304	OG0002304	YKL085W	augustus_masked-NODE_32_length_131246_cov_20.7797_ID_27704-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-NODE_32_length_131246_cov_20.7797_ID_27704-processed-gene-0.123&CDS=1-1005
2305	OG0002305	YKL086W	augustus_masked-NODE_32_length_131246_cov_20.7797_ID_27704-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-NODE_32_length_131246_cov_20.7797_ID_27704-processed-gene-0.99&CDS=1-375
2306	OG0002306	YKL087C	augustus_masked-NODE_1_length_520433_cov_19.9166_ID_24536-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-NODE_1_length_520433_cov_19.9166_ID_24536-processed-gene-1.38&CDS=1-858
2307	OG0002307	YKL089W	augustus_masked-NODE_19_length_205038_cov_20.2467_ID_287426-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-NODE_19_length_205038_cov_20.2467_ID_287426-processed-gene-1.101&CDS=1-2055
2308	OG0002308	YKL090W	genemark-NODE_19_length_205038_cov_20.2467_ID_287426-processed-gene-1.33-mRNA-1_1&gene=genemark-NODE_19_length_205038_cov_20.2467_ID_287426-processed-gene-1.33&CDS=1-1293
2309	OG0002309	YKL092C	augustus_masked-NODE_81_length_19708_cov_19.689_ID_24837-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_81_length_19708_cov_19.689_ID_24837-processed-gene-0.18&CDS=1-3003
2310	OG0002310	YKL094W	maker-NODE_2_length_519856_cov_18.5175_ID_27830-augustus-gene-3.169-mRNA-1_1&gene=maker-NODE_2_length_519856_cov_18.5175_ID_27830-augustus-gene-3.169&CDS=1-900
2311	OG0002311	YKL095W	augustus_masked-NODE_32_length_131246_cov_20.7797_ID_27704-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-NODE_32_length_131246_cov_20.7797_ID_27704-processed-gene-0.108&CDS=1-753
2312	OG0002312	YKL096W	augustus_masked-NODE_32_length_131246_cov_20.7797_ID_27704-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-NODE_32_length_131246_cov_20.7797_ID_27704-processed-gene-0.121&CDS=1-585
2313	OG0002313	YKL099C	augustus_masked-NODE_21_length_192393_cov_17.927_ID_26673-processed-gene-0.183-mRNA-1_1&gene=augustus_masked-NODE_21_length_192393_cov_17.927_ID_26673-processed-gene-0.183&CDS=1-738
2314	OG0002314	YKL103C	augustus_masked-NODE_17_length_209817_cov_17.7483_ID_36083-processed-gene-1.157-mRNA-1_1&gene=augustus_masked-NODE_17_length_209817_cov_17.7483_ID_36083-processed-gene-1.157&CDS=1-1704
2315	OG0002315	YKL104C	augustus_masked-NODE_17_length_209817_cov_17.7483_ID_36083-processed-gene-1.155-mRNA-1_1&gene=augustus_masked-NODE_17_length_209817_cov_17.7483_ID_36083-processed-gene-1.155&CDS=1-2088
2316	OG0002316	YKL108W	snap_masked-NODE_21_length_192393_cov_17.927_ID_26673-processed-gene-0.229-mRNA-1_1&gene=snap_masked-NODE_21_length_192393_cov_17.927_ID_26673-processed-gene-0.229&CDS=1-1209
2317	OG0002317	YKL110C	augustus_masked-NODE_15_length_211478_cov_17.7056_ID_25865-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-NODE_15_length_211478_cov_17.7056_ID_25865-processed-gene-0.71&CDS=1-855
2318	OG0002318	YKL113C	augustus_masked-NODE_44_length_92623_cov_18.0955_ID_23592-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_44_length_92623_cov_18.0955_ID_23592-processed-gene-0.34&CDS=1-1149
2319	OG0002319	YKL114C	maker-NODE_44_length_92623_cov_18.0955_ID_23592-augustus-gene-0.152-mRNA-1_1&gene=maker-NODE_44_length_92623_cov_18.0955_ID_23592-augustus-gene-0.152&CDS=1-1068
2320	OG0002320	YKL116C	augustus_masked-NODE_6_length_395277_cov_19.3688_ID_21854-processed-gene-2.20-mRNA-1_1&gene=augustus_masked-NODE_6_length_395277_cov_19.3688_ID_21854-processed-gene-2.20&CDS=1-1563
2321	OG0002321	YKL117W	augustus_masked-NODE_6_length_395277_cov_19.3688_ID_21854-processed-gene-2.73-mRNA-1_1&gene=augustus_masked-NODE_6_length_395277_cov_19.3688_ID_21854-processed-gene-2.73&CDS=1-651
2322	OG0002322	YKL119C	augustus_masked-NODE_19_length_205038_cov_20.2467_ID_287426-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-NODE_19_length_205038_cov_20.2467_ID_287426-processed-gene-1.88&CDS=1-633
2323	OG0002323	YKL120W	augustus_masked-NODE_26_length_167395_cov_18.7791_ID_26584-processed-gene-0.244-mRNA-1_1&gene=augustus_masked-NODE_26_length_167395_cov_18.7791_ID_26584-processed-gene-0.244&CDS=1-957
2324	OG0002324	YKL122C	augustus_masked-NODE_23_length_186255_cov_22.018_ID_27142-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_23_length_186255_cov_22.018_ID_27142-processed-gene-0.16&CDS=1-504
2325	OG0002325	YKL124W	augustus_masked-NODE_23_length_186255_cov_22.018_ID_27142-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NODE_23_length_186255_cov_22.018_ID_27142-processed-gene-0.60&CDS=1-1626
2326	OG0002326	YKL125W	genemark-NODE_23_length_186255_cov_22.018_ID_27142-processed-gene-0.176-mRNA-1_1&gene=genemark-NODE_23_length_186255_cov_22.018_ID_27142-processed-gene-0.176&CDS=1-1986
2327	OG0002327	YKL134C	augustus_masked-NODE_6_length_395277_cov_19.3688_ID_21854-processed-gene-2.60-mRNA-1_1&gene=augustus_masked-NODE_6_length_395277_cov_19.3688_ID_21854-processed-gene-2.60&CDS=1-2334
2328	OG0002328	YKL135C	augustus_masked-NODE_2_length_519856_cov_18.5175_ID_27830-processed-gene-4.126-mRNA-1_1&gene=augustus_masked-NODE_2_length_519856_cov_18.5175_ID_27830-processed-gene-4.126&CDS=1-2013
2329	OG0002329	YKL137W	maker-NODE_11_length_266742_cov_18.2589_ID_24963-augustus-gene-0.6-mRNA-1_1&gene=maker-NODE_11_length_266742_cov_18.2589_ID_24963-augustus-gene-0.6&CDS=1-330
2330	OG0002330	YKL138C	snap_masked-NODE_11_length_266742_cov_18.2589_ID_24963-processed-gene-0.46-mRNA-1_1&gene=snap_masked-NODE_11_length_266742_cov_18.2589_ID_24963-processed-gene-0.46&CDS=1-342
2331	OG0002331	YKL139W	augustus_masked-NODE_17_length_209817_cov_17.7483_ID_36083-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NODE_17_length_209817_cov_17.7483_ID_36083-processed-gene-0.61&CDS=1-2115
2332	OG0002332	YKL140W	augustus_masked-NODE_11_length_266742_cov_18.2589_ID_24963-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-NODE_11_length_266742_cov_18.2589_ID_24963-processed-gene-0.150&CDS=1-1362
2333	OG0002333	YKL142W	augustus_masked-NODE_4_length_409325_cov_17.9207_ID_19404-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-NODE_4_length_409325_cov_17.9207_ID_19404-processed-gene-1.89&CDS=1-621
2334	OG0002334	YKL143W	augustus_masked-NODE_4_length_409325_cov_17.9207_ID_19404-processed-gene-2.58-mRNA-1_1&gene=augustus_masked-NODE_4_length_409325_cov_17.9207_ID_19404-processed-gene-2.58&CDS=1-1251
2335	OG0002335	YKL144C	augustus_masked-NODE_4_length_409325_cov_17.9207_ID_19404-processed-gene-2.59-mRNA-1_1&gene=augustus_masked-NODE_4_length_409325_cov_17.9207_ID_19404-processed-gene-2.59&CDS=1-585
2336	OG0002336	YKL145W	augustus_masked-NODE_4_length_409325_cov_17.9207_ID_19404-processed-gene-2.57-mRNA-1_1&gene=augustus_masked-NODE_4_length_409325_cov_17.9207_ID_19404-processed-gene-2.57&CDS=1-1314
2337	OG0002337	YKL148C	augustus_masked-NODE_4_length_409325_cov_17.9207_ID_19404-processed-gene-2.60-mRNA-1_1&gene=augustus_masked-NODE_4_length_409325_cov_17.9207_ID_19404-processed-gene-2.60&CDS=1-1926
2338	OG0002338	YKL149C	maker-NODE_4_length_409325_cov_17.9207_ID_19404-augustus-gene-2.51-mRNA-1_1&gene=maker-NODE_4_length_409325_cov_17.9207_ID_19404-augustus-gene-2.51&CDS=1-2388
2339	OG0002339	YKL150W	augustus_masked-NODE_4_length_409325_cov_17.9207_ID_19404-processed-gene-2.52-mRNA-1_1&gene=augustus_masked-NODE_4_length_409325_cov_17.9207_ID_19404-processed-gene-2.52&CDS=1-888
2340	OG0002340	YKL151C	maker-NODE_4_length_409325_cov_17.9207_ID_19404-augustus-gene-1.5-mRNA-1_1&gene=maker-NODE_4_length_409325_cov_17.9207_ID_19404-augustus-gene-1.5&CDS=1-996
2341	OG0002341	YKL152C	augustus_masked-NODE_5_length_397984_cov_19.4042_ID_26889-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-NODE_5_length_397984_cov_19.4042_ID_26889-processed-gene-1.119&CDS=1-744
2342	OG0002342	YKL154W	genemark-NODE_48_length_86622_cov_18.8182_ID_19895-processed-gene-0.70-mRNA-1_1&gene=genemark-NODE_48_length_86622_cov_18.8182_ID_19895-processed-gene-0.70&CDS=1-792
2343	OG0002343	YKL155C	augustus_masked-NODE_15_length_211478_cov_17.7056_ID_25865-processed-gene-1.162-mRNA-1_1&gene=augustus_masked-NODE_15_length_211478_cov_17.7056_ID_25865-processed-gene-1.162&CDS=1-2190
2344	OG0002344	YKL157W	augustus_masked-NODE_8_length_306916_cov_19.3817_ID_20316-processed-gene-2.16-mRNA-1_1&gene=augustus_masked-NODE_8_length_306916_cov_19.3817_ID_20316-processed-gene-2.16&CDS=1-2613
2345	OG0002345	YKL159C	augustus_masked-NODE_5_length_397984_cov_19.4042_ID_26889-processed-gene-1.135-mRNA-1_1&gene=augustus_masked-NODE_5_length_397984_cov_19.4042_ID_26889-processed-gene-1.135&CDS=1-744
2346	OG0002346	YKL160W	augustus_masked-NODE_5_length_397984_cov_19.4042_ID_26889-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-NODE_5_length_397984_cov_19.4042_ID_26889-processed-gene-1.134&CDS=1-372
2347	OG0002347	YKL162C	augustus_masked-NODE_13_length_223642_cov_19.6583_ID_20753-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-NODE_13_length_223642_cov_19.6583_ID_20753-processed-gene-0.124&CDS=1-1509
2348	OG0002348	YKL165C	augustus_masked-NODE_6_length_395277_cov_19.3688_ID_21854-processed-gene-2.52-mRNA-1_1&gene=augustus_masked-NODE_6_length_395277_cov_19.3688_ID_21854-processed-gene-2.52&CDS=1-2808
2349	OG0002349	YKL167C	maker-NODE_6_length_395277_cov_19.3688_ID_21854-augustus-gene-2.325-mRNA-1_1&gene=maker-NODE_6_length_395277_cov_19.3688_ID_21854-augustus-gene-2.325&CDS=1-396
2350	OG0002350	YKL170W	augustus_masked-NODE_6_length_395277_cov_19.3688_ID_21854-processed-gene-2.94-mRNA-1_1&gene=augustus_masked-NODE_6_length_395277_cov_19.3688_ID_21854-processed-gene-2.94&CDS=1-396
2351	OG0002351	YKL171W	augustus_masked-NODE_39_length_100465_cov_17.584_ID_20370-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-NODE_39_length_100465_cov_17.584_ID_20370-processed-gene-0.120&CDS=1-2247
2352	OG0002352	YKL172W	augustus_masked-NODE_39_length_100465_cov_17.584_ID_20370-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-NODE_39_length_100465_cov_17.584_ID_20370-processed-gene-0.146&CDS=1-1371
2353	OG0002353	YKL173W	augustus_masked-NODE_39_length_100465_cov_17.584_ID_20370-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-NODE_39_length_100465_cov_17.584_ID_20370-processed-gene-0.118&CDS=1-2853
2354	OG0002354	YKL174C	augustus_masked-NODE_39_length_100465_cov_17.584_ID_20370-processed-gene-0.145-mRNA-1_1&gene=augustus_masked-NODE_39_length_100465_cov_17.584_ID_20370-processed-gene-0.145&CDS=1-1752
2355	OG0002355	YKL175W	augustus_masked-NODE_6_length_395277_cov_19.3688_ID_21854-processed-gene-2.96-mRNA-1_1&gene=augustus_masked-NODE_6_length_395277_cov_19.3688_ID_21854-processed-gene-2.96&CDS=1-1590
2356	OG0002356	YKL176C	augustus_masked-NODE_5_length_397984_cov_19.4042_ID_26889-processed-gene-1.107-mRNA-1_1&gene=augustus_masked-NODE_5_length_397984_cov_19.4042_ID_26889-processed-gene-1.107&CDS=1-2289
2357	OG0002357	YKL178C	augustus_masked-NODE_5_length_397984_cov_19.4042_ID_26889-processed-gene-1.127-mRNA-1_1&gene=augustus_masked-NODE_5_length_397984_cov_19.4042_ID_26889-processed-gene-1.127&CDS=1-1347
2358	OG0002358	YKL179C	augustus_masked-NODE_6_length_395277_cov_19.3688_ID_21854-processed-gene-2.81-mRNA-1_1&gene=augustus_masked-NODE_6_length_395277_cov_19.3688_ID_21854-processed-gene-2.81&CDS=1-2040
2359	OG0002359	YKL181W	augustus_masked-NODE_15_length_211478_cov_17.7056_ID_25865-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-NODE_15_length_211478_cov_17.7056_ID_25865-processed-gene-1.114&CDS=1-1296
2360	OG0002360	YKL182W	augustus_masked-NODE_15_length_211478_cov_17.7056_ID_25865-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-NODE_15_length_211478_cov_17.7056_ID_25865-processed-gene-1.116&CDS=1-6162
2361	OG0002361	YKL183W	augustus_masked-NODE_40_length_99991_cov_20.3342_ID_23277-processed-gene-0.156-mRNA-1_1&gene=augustus_masked-NODE_40_length_99991_cov_20.3342_ID_23277-processed-gene-0.156&CDS=1-816
2362	OG0002362	YKL184W	snap_masked-NODE_40_length_99991_cov_20.3342_ID_23277-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_40_length_99991_cov_20.3342_ID_23277-processed-gene-0.14&CDS=1-1344
2363	OG0002363	YKL185W	augustus_masked-NODE_40_length_99991_cov_20.3342_ID_23277-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-NODE_40_length_99991_cov_20.3342_ID_23277-processed-gene-0.131&CDS=1-1383
2364	OG0002364	YKL186C	augustus_masked-NODE_46_length_90933_cov_17.3215_ID_19787-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-NODE_46_length_90933_cov_17.3215_ID_19787-processed-gene-0.97&CDS=1-510
2365	OG0002365	YKL188C	augustus_masked-NODE_39_length_100465_cov_17.584_ID_20370-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-NODE_39_length_100465_cov_17.584_ID_20370-processed-gene-0.123&CDS=1-2190
2366	OG0002366	YKL189W	augustus_masked-NODE_2_length_519856_cov_18.5175_ID_27830-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_2_length_519856_cov_18.5175_ID_27830-processed-gene-0.4&CDS=1-1053
2367	OG0002367	YKL190W	augustus_masked-NODE_3_length_431969_cov_17.8048_ID_21979-processed-gene-2.65-mRNA-1_1&gene=augustus_masked-NODE_3_length_431969_cov_17.8048_ID_21979-processed-gene-2.65&CDS=1-522
2368	OG0002368	YKL191W	augustus_masked-NODE_1_length_520433_cov_19.9166_ID_24536-processed-gene-4.16-mRNA-1_1&gene=augustus_masked-NODE_1_length_520433_cov_19.9166_ID_24536-processed-gene-4.16&CDS=1-1773
2369	OG0002369	YKL192C	augustus_masked-NODE_3_length_431969_cov_17.8048_ID_21979-processed-gene-3.106-mRNA-1_1&gene=augustus_masked-NODE_3_length_431969_cov_17.8048_ID_21979-processed-gene-3.106&CDS=1-393
2370	OG0002370	YKL193C	augustus_masked-NODE_1_length_520433_cov_19.9166_ID_24536-processed-gene-4.21-mRNA-1_1&gene=augustus_masked-NODE_1_length_520433_cov_19.9166_ID_24536-processed-gene-4.21&CDS=1-1032
2371	OG0002371	YKL194C	augustus_masked-NODE_34_length_128336_cov_18.0133_ID_20674-processed-gene-0.202-mRNA-1_1&gene=augustus_masked-NODE_34_length_128336_cov_18.0133_ID_20674-processed-gene-0.202&CDS=1-1257
2372	OG0002372	YKL195W	augustus_masked-NODE_34_length_128336_cov_18.0133_ID_20674-processed-gene-0.162-mRNA-1_1&gene=augustus_masked-NODE_34_length_128336_cov_18.0133_ID_20674-processed-gene-0.162&CDS=1-675
2373	OG0002373	YKL196C	augustus_masked-NODE_34_length_128336_cov_18.0133_ID_20674-processed-gene-0.200-mRNA-1_1&gene=augustus_masked-NODE_34_length_128336_cov_18.0133_ID_20674-processed-gene-0.200&CDS=1-603
2374	OG0002374	YKL197C	maker-NODE_3_length_431969_cov_17.8048_ID_21979-augustus-gene-1.0-mRNA-1_1&gene=maker-NODE_3_length_431969_cov_17.8048_ID_21979-augustus-gene-1.0&CDS=1-3156
2375	OG0002375	YKL203C	augustus_masked-NODE_24_length_173934_cov_18.3496_ID_24996-processed-gene-0.217-mRNA-1_1&gene=augustus_masked-NODE_24_length_173934_cov_18.3496_ID_24996-processed-gene-0.217&CDS=1-7023
2376	OG0002376	YKL205W	augustus_masked-NODE_41_length_98586_cov_18.2551_ID_26105-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-NODE_41_length_98586_cov_18.2551_ID_26105-processed-gene-0.134&CDS=1-3000
2377	OG0002377	YKL206C	augustus_masked-NODE_24_length_173934_cov_18.3496_ID_24996-processed-gene-0.253-mRNA-1_1&gene=augustus_masked-NODE_24_length_173934_cov_18.3496_ID_24996-processed-gene-0.253&CDS=1-774
2378	OG0002378	YKL207W	augustus_masked-NODE_24_length_173934_cov_18.3496_ID_24996-processed-gene-0.257-mRNA-1_1&gene=augustus_masked-NODE_24_length_173934_cov_18.3496_ID_24996-processed-gene-0.257&CDS=1-771
2379	OG0002379	YKL209C	augustus_masked-NODE_24_length_173934_cov_18.3496_ID_24996-processed-gene-0.248-mRNA-1_1&gene=augustus_masked-NODE_24_length_173934_cov_18.3496_ID_24996-processed-gene-0.248&CDS=1-3999
2380	OG0002380	YKL210W	maker-NODE_41_length_98586_cov_18.2551_ID_26105-augustus-gene-0.102-mRNA-1_1&gene=maker-NODE_41_length_98586_cov_18.2551_ID_26105-augustus-gene-0.102&CDS=1-4512
2381	OG0002381	YKL211C	augustus_masked-NODE_6_length_395277_cov_19.3688_ID_21854-processed-gene-2.99-mRNA-1_1&gene=augustus_masked-NODE_6_length_395277_cov_19.3688_ID_21854-processed-gene-2.99&CDS=1-1443
2382	OG0002382	YKL212W	augustus_masked-NODE_6_length_395277_cov_19.3688_ID_21854-processed-gene-2.100-mRNA-1_1&gene=augustus_masked-NODE_6_length_395277_cov_19.3688_ID_21854-processed-gene-2.100&CDS=1-1842
2383	OG0002383	YKL213C	augustus_masked-NODE_6_length_395277_cov_19.3688_ID_21854-processed-gene-2.56-mRNA-1_1&gene=augustus_masked-NODE_6_length_395277_cov_19.3688_ID_21854-processed-gene-2.56&CDS=1-2085
2384	OG0002384	YKL216W	augustus_masked-NODE_19_length_205038_cov_20.2467_ID_287426-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_19_length_205038_cov_20.2467_ID_287426-processed-gene-0.45&CDS=1-2460
2385	OG0002385	YKL217W	augustus_masked-NODE_16_length_210287_cov_17.7656_ID_23699-processed-gene-1.131-mRNA-1_1&gene=augustus_masked-NODE_16_length_210287_cov_17.7656_ID_23699-processed-gene-1.131&CDS=1-1587
2386	OG0002386	YKL221W	augustus_masked-NODE_4_length_409325_cov_17.9207_ID_19404-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-NODE_4_length_409325_cov_17.9207_ID_19404-processed-gene-1.88&CDS=1-2127
2387	OG0002387	YKR001C	augustus_masked-NODE_38_length_111801_cov_17.8368_ID_20063-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_38_length_111801_cov_17.8368_ID_20063-processed-gene-0.59&CDS=1-2073
2388	OG0002388	YKR002W	augustus_masked-NODE_60_length_48136_cov_17.2964_ID_27111-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_60_length_48136_cov_17.2964_ID_27111-processed-gene-0.45&CDS=1-1704
2389	OG0002389	YKR003W	augustus_masked-NODE_38_length_111801_cov_17.8368_ID_20063-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-NODE_38_length_111801_cov_17.8368_ID_20063-processed-gene-0.77&CDS=1-1296
2390	OG0002390	YKR004C	augustus_masked-NODE_38_length_111801_cov_17.8368_ID_20063-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_38_length_111801_cov_17.8368_ID_20063-processed-gene-0.58&CDS=1-1197
2391	OG0002391	YKR006C	augustus_masked-NODE_19_length_205038_cov_20.2467_ID_287426-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-NODE_19_length_205038_cov_20.2467_ID_287426-processed-gene-1.117&CDS=1-711
2392	OG0002392	YKR009C	augustus_masked-NODE_55_length_62927_cov_18.4198_ID_23359-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_55_length_62927_cov_18.4198_ID_23359-processed-gene-0.25&CDS=1-2691
2393	OG0002393	YKR016W	augustus_masked-NODE_36_length_116871_cov_18.2502_ID_24379-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_36_length_116871_cov_18.2502_ID_24379-processed-gene-0.45&CDS=1-1401
2394	OG0002394	YKR017C	augustus_masked-NODE_55_length_62927_cov_18.4198_ID_23359-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_55_length_62927_cov_18.4198_ID_23359-processed-gene-0.14&CDS=1-1554
2395	OG0002395	YKR020W	augustus_masked-NODE_42_length_93645_cov_17.1995_ID_21107-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-NODE_42_length_93645_cov_17.1995_ID_21107-processed-gene-0.81&CDS=1-825
2396	OG0002396	YKR023W	augustus_masked-NODE_24_length_173934_cov_18.3496_ID_24996-processed-gene-0.274-mRNA-1_1&gene=augustus_masked-NODE_24_length_173934_cov_18.3496_ID_24996-processed-gene-0.274&CDS=1-1509
2397	OG0002397	YKR024C	augustus_masked-NODE_7_length_378302_cov_18.1305_ID_20891-processed-gene-2.238-mRNA-1_1&gene=augustus_masked-NODE_7_length_378302_cov_18.1305_ID_20891-processed-gene-2.238&CDS=1-2124
2398	OG0002398	YKR025W	augustus_masked-NODE_2_length_519856_cov_18.5175_ID_27830-processed-gene-3.75-mRNA-1_1&gene=augustus_masked-NODE_2_length_519856_cov_18.5175_ID_27830-processed-gene-3.75&CDS=1-744
2399	OG0002399	YKR026C	augustus_masked-NODE_2_length_519856_cov_18.5175_ID_27830-processed-gene-3.72-mRNA-1_1&gene=augustus_masked-NODE_2_length_519856_cov_18.5175_ID_27830-processed-gene-3.72&CDS=1-912
2400	OG0002400	YKR029C	augustus_masked-NODE_91_length_10667_cov_18.2588_ID_323919-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_91_length_10667_cov_18.2588_ID_323919-processed-gene-0.3&CDS=1-2370
2401	OG0002401	YKR030W	augustus_masked-NODE_24_length_173934_cov_18.3496_ID_24996-processed-gene-0.271-mRNA-1_1&gene=augustus_masked-NODE_24_length_173934_cov_18.3496_ID_24996-processed-gene-0.271&CDS=1-894
2402	OG0002402	YKR031C	augustus_masked-NODE_91_length_10667_cov_18.2588_ID_323919-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_91_length_10667_cov_18.2588_ID_323919-processed-gene-0.4&CDS=1-2610
2403	OG0002403	YKR034W	augustus_masked-NODE_16_length_210287_cov_17.7656_ID_23699-processed-gene-1.155-mRNA-1_1&gene=augustus_masked-NODE_16_length_210287_cov_17.7656_ID_23699-processed-gene-1.155&CDS=1-1515
2404	OG0002404	YKR035W-A	augustus_masked-NODE_31_length_147104_cov_19.6141_ID_21515-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-NODE_31_length_147104_cov_19.6141_ID_21515-processed-gene-0.87&CDS=1-594
2405	OG0002405	YKR037C	augustus_masked-NODE_31_length_147104_cov_19.6141_ID_21515-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NODE_31_length_147104_cov_19.6141_ID_21515-processed-gene-0.83&CDS=1-660
2406	OG0002406	YKR038C	augustus_masked-NODE_31_length_147104_cov_19.6141_ID_21515-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-NODE_31_length_147104_cov_19.6141_ID_21515-processed-gene-0.122&CDS=1-1116
2407	OG0002407	YKR043C	genemark-NODE_35_length_124969_cov_18.3334_ID_20003-processed-gene-0.130-mRNA-1_1&gene=genemark-NODE_35_length_124969_cov_18.3334_ID_20003-processed-gene-0.130&CDS=1-807
2408	OG0002408	YKR048C	augustus_masked-NODE_13_length_223642_cov_19.6583_ID_20753-processed-gene-1.148-mRNA-1_1&gene=augustus_masked-NODE_13_length_223642_cov_19.6583_ID_20753-processed-gene-1.148&CDS=1-1272
