	OrthologID	Pichia_membranifaciens	Saccharomyces_cerevisiae
1725	OG0001725	snap_masked-scaffold_3-processed-gene-0.65-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-0.65&CDS=1-1272	YFL026W
1726	OG0001726	snap_masked-scaffold_3-processed-gene-0.66-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-0.66&CDS=1-2505	YNL082W
1727	OG0001727	snap_masked-scaffold_3-processed-gene-0.67-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-0.67&CDS=1-3465	YFL025C
1728	OG0001728	augustus_masked-scaffold_3-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-0.13&CDS=1-2256	YNL137C
1729	OG0001729	snap_masked-scaffold_3-processed-gene-0.68-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-0.68&CDS=1-1392	YNL062C
1730	OG0001730	snap_masked-scaffold_3-processed-gene-0.49-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-0.49&CDS=1-1893	YNL061W
1731	OG0001731	snap_masked-scaffold_3-processed-gene-0.69-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-0.69&CDS=1-2316	YNL059C
1732	OG0001732	snap_masked-scaffold_3-processed-gene-0.50-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-0.50&CDS=1-1638	YNL138W
1733	OG0001733	snap_masked-scaffold_3-processed-gene-0.51-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-0.51&CDS=1-1386	YDR148C
1734	OG0001734	snap_masked-scaffold_3-processed-gene-1.56-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-1.56&CDS=1-5529	YLR305C
1735	OG0001735	snap_masked-scaffold_3-processed-gene-1.57-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-1.57&CDS=1-735	YPR016C
1736	OG0001736	augustus_masked-scaffold_3-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.98&CDS=1-3108	YJL081C
1737	OG0001737	snap_masked-scaffold_3-processed-gene-1.76-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-1.76&CDS=1-1722	YBR030W
1738	OG0001738	augustus_masked-scaffold_3-processed-gene-1.99-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.99&CDS=1-4167	YJL014W
1739	OG0001739	snap_masked-scaffold_3-processed-gene-1.79-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-1.79&CDS=1-1647	YMR044W
1740	OG0001740	augustus_masked-scaffold_3-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.117&CDS=1-759	YAL049C
1741	OG0001741	genemark-scaffold_3-processed-gene-1.12-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.12&CDS=1-684	YMR042W
1742	OG0001742	snap_masked-scaffold_3-processed-gene-1.81-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-1.81&CDS=1-801	YLR126C
1743	OG0001743	augustus_masked-scaffold_3-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.101&CDS=1-723	YBR035C
1744	OG0001744	augustus_masked-scaffold_3-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.121&CDS=1-981	YLR372W
1745	OG0001745	snap_masked-scaffold_3-processed-gene-1.64-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-1.64&CDS=1-792	YBR096W
1746	OG0001746	snap_masked-scaffold_3-processed-gene-1.65-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-1.65&CDS=1-1401	YJL054W
1747	OG0001747	augustus_masked-scaffold_3-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.122&CDS=1-948	YNL229C
1748	OG0001748	snap_masked-scaffold_3-processed-gene-1.66-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-1.66&CDS=1-1512	YKL004W
1749	OG0001749	maker-scaffold_3-snap-gene-1.0-mRNA-1_1&gene=maker-scaffold_3-snap-gene-1.0&CDS=1-3750	YOR304W
1750	OG0001750	snap_masked-scaffold_3-processed-gene-1.83-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-1.83&CDS=1-1935	YMR239C
1751	OG0001751	snap_masked-scaffold_3-processed-gene-1.84-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-1.84&CDS=1-1482	YMR240C
1752	OG0001752	snap_masked-scaffold_3-processed-gene-1.71-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-1.71&CDS=1-966	YOR305W
1753	OG0001753	augustus_masked-scaffold_3-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.110&CDS=1-789	YJR056C
1754	OG0001754	snap_masked-scaffold_3-processed-gene-1.86-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-1.86&CDS=1-3039	YPR055W
1755	OG0001755	snap_masked-scaffold_3-processed-gene-1.90-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-1.90&CDS=1-291	YHR039C-A
1756	OG0001756	snap_masked-scaffold_3-processed-gene-1.92-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-1.92&CDS=1-1272	YML074C
1757	OG0001757	maker-scaffold_3-augustus-gene-1.54-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-1.54&CDS=1-555	YML073C
1758	OG0001758	augustus_masked-scaffold_3-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.134&CDS=1-5637	YML076C
1759	OG0001759	snap_masked-scaffold_3-processed-gene-2.63-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-2.63&CDS=1-2436	YGL233W
1760	OG0001760	snap_masked-scaffold_3-processed-gene-2.66-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-2.66&CDS=1-579	YGL231C
1761	OG0001761	augustus_masked-scaffold_3-processed-gene-2.109-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.109&CDS=1-471	YBR167C
1762	OG0001762	snap_masked-scaffold_3-processed-gene-2.68-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-2.68&CDS=1-504	YPL108W
1763	OG0001763	augustus_masked-scaffold_3-processed-gene-2.115-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.115&CDS=1-2820	YNL207W
1764	OG0001764	augustus_masked-scaffold_3-processed-gene-2.117-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.117&CDS=1-1464	YCL055W
1765	OG0001765	snap_masked-scaffold_3-processed-gene-2.90-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-2.90&CDS=1-825	YCL047C
1766	OG0001766	augustus_masked-scaffold_3-processed-gene-2.118-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.118&CDS=1-1464	YNL182C
1767	OG0001767	augustus_masked-scaffold_3-processed-gene-2.120-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.120&CDS=1-708	YDL213C
1768	OG0001768	augustus_masked-scaffold_3-processed-gene-2.137-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.137&CDS=1-1419	YKL184W
1769	OG0001769	snap_masked-scaffold_3-processed-gene-2.94-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-2.94&CDS=1-2394	YKL185W
1770	OG0001770	genemark-scaffold_3-processed-gene-2.48-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.48&CDS=1-1458	YNL193W
1771	OG0001771	maker-scaffold_3-augustus-gene-2.0-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-2.0&CDS=1-2421	YKL114C
1772	OG0001772	snap_masked-scaffold_3-processed-gene-2.96-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-2.96&CDS=1-2577	YJR131W
1773	OG0001773	maker-scaffold_3-snap-gene-2.9-mRNA-1_1&gene=maker-scaffold_3-snap-gene-2.9&CDS=1-183	YML081C-A
1774	OG0001774	snap_masked-scaffold_3-processed-gene-2.77-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-2.77&CDS=1-4380	YNL088W
1775	OG0001775	snap_masked-scaffold_3-processed-gene-2.99-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-2.99&CDS=1-1191	YGR229C
1776	OG0001776	augustus_masked-scaffold_3-processed-gene-2.145-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.145&CDS=1-1842	YOR351C
1777	OG0001777	snap_masked-scaffold_3-processed-gene-2.105-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-2.105&CDS=1-3942	YPR049C
1778	OG0001778	snap_masked-scaffold_3-processed-gene-2.78-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-2.78&CDS=1-564	YPR051W
1779	OG0001779	maker-scaffold_3-augustus-gene-2.3-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-2.3&CDS=1-777	YBR088C
1780	OG0001780	augustus_masked-scaffold_3-processed-gene-2.126-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.126&CDS=1-678	YKL041W
1781	OG0001781	genemark-scaffold_3-processed-gene-2.35-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.35&CDS=1-2565	YHR192W
1782	OG0001782	augustus_masked-scaffold_3-processed-gene-2.150-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.150&CDS=1-525	YHR193C
1783	OG0001783	snap_masked-scaffold_3-processed-gene-2.85-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-2.85&CDS=1-2784	YER109C
1784	OG0001784	augustus_masked-scaffold_3-processed-gene-3.57-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.57&CDS=1-4311	YBL076C
1785	OG0001785	snap_masked-scaffold_3-processed-gene-3.102-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.102&CDS=1-1773	YNL227C
1786	OG0001786	augustus_masked-scaffold_3-processed-gene-3.54-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.54&CDS=1-1902	YFR051C
1787	OG0001787	snap_masked-scaffold_3-processed-gene-3.103-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.103&CDS=1-936	YMR060C
1788	OG0001788	snap_masked-scaffold_3-processed-gene-3.99-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.99&CDS=1-2109	YMR061W
1789	OG0001789	snap_masked-scaffold_3-processed-gene-3.100-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.100&CDS=1-1455	YPL262W
1790	OG0001790	snap_masked-scaffold_3-processed-gene-3.104-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.104&CDS=1-3570	YBL022C
1791	OG0001791	snap_masked-scaffold_3-processed-gene-3.106-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.106&CDS=1-552	YOL149W
1792	OG0001792	augustus_masked-scaffold_3-processed-gene-3.79-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.79&CDS=1-2922	YOL148C
1793	OG0001793	snap_masked-scaffold_3-processed-gene-3.107-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.107&CDS=1-2103	YPL184C
1794	OG0001794	augustus_masked-scaffold_3-processed-gene-3.63-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.63&CDS=1-1716	YGL186C
1795	OG0001795	maker-scaffold_3-augustus-gene-3.51-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-3.51&CDS=1-2130	YGL247W
1796	OG0001796	snap_masked-scaffold_3-processed-gene-3.132-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.132&CDS=1-2037	YER068W
1797	OG0001797	snap_masked-scaffold_3-processed-gene-3.117-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.117&CDS=1-3174	YGL241W
1798	OG0001798	snap_masked-scaffold_3-processed-gene-3.133-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.133&CDS=1-1563	YGL244W
1799	OG0001799	snap_masked-scaffold_3-processed-gene-3.118-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.118&CDS=1-2157	YFR048W
1800	OG0001800	snap_masked-scaffold_3-processed-gene-3.134-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.134&CDS=1-2133	YGL245W
1801	OG0001801	snap_masked-scaffold_3-processed-gene-3.119-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.119&CDS=1-1188	YGL246C
1802	OG0001802	snap_masked-scaffold_3-processed-gene-3.136-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.136&CDS=1-2247	YFR009W
1803	OG0001803	snap_masked-scaffold_3-processed-gene-3.137-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.137&CDS=1-2934	YOL021C
1804	OG0001804	snap_masked-scaffold_3-processed-gene-3.138-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.138&CDS=1-1209	YBR155W
1805	OG0001805	snap_masked-scaffold_3-processed-gene-3.139-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.139&CDS=1-3495	YJR041C
1806	OG0001806	snap_masked-scaffold_3-processed-gene-3.120-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.120&CDS=1-2757	YJR042W
1807	OG0001807	snap_masked-scaffold_3-processed-gene-3.140-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.140&CDS=1-2094	YCR065W
1808	OG0001808	snap_masked-scaffold_3-processed-gene-3.123-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.123&CDS=1-2826	YJR036C
1809	OG0001809	maker-scaffold_3-augustus-gene-3.53-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-3.53&CDS=1-1995	YOR043W
1810	OG0001810	snap_masked-scaffold_3-processed-gene-4.97-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.97&CDS=1-7563	YKL203C
1811	OG0001811	snap_masked-scaffold_3-processed-gene-4.98-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.98&CDS=1-972	YLR354C
1812	OG0001812	snap_masked-scaffold_3-processed-gene-4.96-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.96&CDS=1-1344	YJR065C
1813	OG0001813	maker-scaffold_3-augustus-gene-4.50-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-4.50&CDS=1-1197	YPR004C
1814	OG0001814	snap_masked-scaffold_3-processed-gene-4.102-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.102&CDS=1-2535	YHR206W
1815	OG0001815	snap_masked-scaffold_3-processed-gene-4.103-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.103&CDS=1-453	YPL059W
1816	OG0001816	genemark-scaffold_3-processed-gene-4.6-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.6&CDS=1-1218	YKL018W
1817	OG0001817	maker-scaffold_3-augustus-gene-4.51-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-4.51&CDS=1-3093	YKL017C
1818	OG0001818	snap_masked-scaffold_3-processed-gene-4.105-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.105&CDS=1-2949	YBR281C
1819	OG0001819	maker-scaffold_3-augustus-gene-4.48-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-4.48&CDS=1-2061	YDR306C
1820	OG0001820	snap_masked-scaffold_3-processed-gene-4.128-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.128&CDS=1-570	YLR370C
1821	OG0001821	snap_masked-scaffold_3-processed-gene-4.109-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.109&CDS=1-4197	YHR186C
1822	OG0001822	snap_masked-scaffold_3-processed-gene-4.110-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.110&CDS=1-1161	YGR257C
1823	OG0001823	snap_masked-scaffold_3-processed-gene-4.111-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.111&CDS=1-3156	YOL098C
1824	OG0001824	augustus_masked-scaffold_3-processed-gene-4.84-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-4.84&CDS=1-873	YGR235C
1825	OG0001825	snap_masked-scaffold_3-processed-gene-4.112-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.112&CDS=1-1497	YBR056W
1826	OG0001826	snap_masked-scaffold_3-processed-gene-4.133-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.133&CDS=1-2589	YGL166W
1827	OG0001827	augustus_masked-scaffold_3-processed-gene-4.87-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-4.87&CDS=1-1710	YMR010W
1828	OG0001828	augustus_masked-scaffold_3-processed-gene-4.68-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-4.68&CDS=1-1080	YKL011C
1829	OG0001829	snap_masked-scaffold_3-processed-gene-4.135-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.135&CDS=1-1380	YHR176W
1830	OG0001830	augustus_masked-scaffold_3-processed-gene-4.69-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-4.69&CDS=1-837	YIL003W
1831	OG0001831	augustus_masked-scaffold_3-processed-gene-4.70-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-4.70&CDS=1-1404	YEL004W
1832	OG0001832	snap_masked-scaffold_3-processed-gene-4.114-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.114&CDS=1-2070	YPR159W
1833	OG0001833	snap_masked-scaffold_3-processed-gene-4.137-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.137&CDS=1-1554	YDR036C
1834	OG0001834	augustus_masked-scaffold_3-processed-gene-4.73-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-4.73&CDS=1-3090	YGR276C
1835	OG0001835	snap_masked-scaffold_3-processed-gene-4.118-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.118&CDS=1-1605	YDL017W
1836	OG0001836	snap_masked-scaffold_3-processed-gene-4.138-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.138&CDS=1-1155	YML048W
1837	OG0001837	genemark-scaffold_3-processed-gene-4.43-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.43&CDS=1-324	YGL030W
1838	OG0001838	snap_masked-scaffold_3-processed-gene-4.120-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.120&CDS=1-1611	YGL028C
1839	OG0001839	snap_masked-scaffold_3-processed-gene-4.121-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.121&CDS=1-1401	YBR029C
1840	OG0001840	snap_masked-scaffold_3-processed-gene-5.3-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-5.3&CDS=1-1110	YGR173W
1841	OG0001841	snap_masked-scaffold_3-processed-gene-5.4-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-5.4&CDS=1-1308	YGL164C
1842	OG0001842	snap_masked-scaffold_3-processed-gene-5.5-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-5.5&CDS=1-1311	YFL001W
1843	OG0001843	snap_masked-scaffold_3-processed-gene-5.0-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-5.0&CDS=1-1836	YFL002C
1844	OG0001844	snap_masked-scaffold_3-processed-gene-5.6-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-5.6&CDS=1-1146	YGR012W
1845	OG0001845	snap_masked-scaffold_3-processed-gene-5.1-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-5.1&CDS=1-642	YMR134W
1846	OG0001846	snap_masked-scaffold_3-processed-gene-5.7-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-5.7&CDS=1-603	YNL245C
1847	OG0001847	maker-scaffold_3-augustus-gene-5.177-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-5.177&CDS=1-327	YNL244C
1848	OG0001848	snap_masked-scaffold_3-processed-gene-5.10-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-5.10&CDS=1-1347	YKL140W
1849	OG0001849	snap_masked-scaffold_3-processed-gene-5.36-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-5.36&CDS=1-4146	YER008C
1850	OG0001850	snap_masked-scaffold_3-processed-gene-5.11-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-5.11&CDS=1-276	YDL045W-A
1851	OG0001851	maker-scaffold_3-snap-gene-5.109-mRNA-1_1&gene=maker-scaffold_3-snap-gene-5.109&CDS=1-3420	YLR103C
1852	OG0001852	augustus_masked-scaffold_3-processed-gene-5.90-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-5.90&CDS=1-1131	YLR107W
1853	OG0001853	snap_masked-scaffold_3-processed-gene-5.16-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-5.16&CDS=1-528	YGL127C
1854	OG0001854	snap_masked-scaffold_3-processed-gene-5.39-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-5.39&CDS=1-2793	YFL024C
1855	OG0001855	snap_masked-scaffold_3-processed-gene-5.40-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-5.40&CDS=1-1977	YPL104W
1856	OG0001856	snap_masked-scaffold_3-processed-gene-5.41-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-5.41&CDS=1-1629	YJR003C
1857	OG0001857	maker-scaffold_3-augustus-gene-5.174-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-5.174&CDS=1-1230	YPL048W
1858	OG0001858	snap_masked-scaffold_3-processed-gene-5.42-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-5.42&CDS=1-525	YDL177C
1859	OG0001859	augustus_masked-scaffold_3-processed-gene-5.73-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-5.73&CDS=1-2577	YDR392W
1860	OG0001860	augustus_masked-scaffold_3-processed-gene-5.74-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-5.74&CDS=1-1311	YLR203C
1861	OG0001861	maker-scaffold_3-snap-gene-5.112-mRNA-1_1&gene=maker-scaffold_3-snap-gene-5.112&CDS=1-3039	YCR053W
1862	OG0001862	snap_masked-scaffold_3-processed-gene-5.27-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-5.27&CDS=1-564	YAL059W
1863	OG0001863	snap_masked-scaffold_3-processed-gene-5.44-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-5.44&CDS=1-2799	YMR185W
1864	OG0001864	maker-scaffold_3-augustus-gene-5.175-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-5.175&CDS=1-1470	YPL237W
1865	OG0001865	augustus_masked-scaffold_3-processed-gene-5.100-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-5.100&CDS=1-2226	YNR021W
1866	OG0001866	maker-scaffold_3-snap-gene-5.115-mRNA-1_1&gene=maker-scaffold_3-snap-gene-5.115&CDS=1-1914	YEL056W
1867	OG0001867	snap_masked-scaffold_3-processed-gene-5.49-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-5.49&CDS=1-882	YKL150W
1868	OG0001868	augustus_masked-scaffold_3-processed-gene-5.81-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-5.81&CDS=1-1032	YKL151C
1869	OG0001869	snap_masked-scaffold_3-processed-gene-5.51-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-5.51&CDS=1-966	YKL142W
1870	OG0001870	maker-scaffold_3-augustus-gene-5.176-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-5.176&CDS=1-1296	YBR265W
1871	OG0001871	snap_masked-scaffold_3-processed-gene-5.32-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-5.32&CDS=1-624	YJL063C
1872	OG0001872	genemark-scaffold_3-processed-gene-5.145-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.145&CDS=1-1548	YPL203W
1873	OG0001873	snap_masked-scaffold_3-processed-gene-5.53-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-5.53&CDS=1-540	YGL068W
1874	OG0001874	augustus_masked-scaffold_3-processed-gene-5.85-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-5.85&CDS=1-342	YGL070C
1875	OG0001875	augustus_masked-scaffold_3-processed-gene-5.108-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-5.108&CDS=1-6300	YDL031W
1876	OG0001876	snap_masked-scaffold_3-processed-gene-5.35-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-5.35&CDS=1-1320	YOL124C
1877	OG0001877	augustus_masked-scaffold_3-processed-gene-6.52-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-6.52&CDS=1-627	YGR078C
1878	OG0001878	augustus_masked-scaffold_3-processed-gene-6.55-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-6.55&CDS=1-864	YOL073C
1879	OG0001879	snap_masked-scaffold_3-processed-gene-6.11-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-6.11&CDS=1-2949	YGL201C
1880	OG0001880	augustus_masked-scaffold_3-processed-gene-6.58-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-6.58&CDS=1-1140	YAL060W
1881	OG0001881	snap_masked-scaffold_3-processed-gene-6.31-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-6.31&CDS=1-453	YPR100W
1882	OG0001882	augustus_masked-scaffold_3-processed-gene-6.77-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-6.77&CDS=1-1257	YPR098C
1883	OG0001883	snap_masked-scaffold_3-processed-gene-6.34-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-6.34&CDS=1-2535	YCL030C
1884	OG0001884	maker-scaffold_3-snap-gene-6.102-mRNA-1_1&gene=maker-scaffold_3-snap-gene-6.102&CDS=1-6615	YBR114W
1885	OG0001885	augustus_masked-scaffold_3-processed-gene-6.80-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-6.80&CDS=1-681	YGR167W
1886	OG0001886	augustus_masked-scaffold_3-processed-gene-6.61-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-6.61&CDS=1-1506	YDR289C
