	OrthologID	Saccharomyces_cerevisiae	Sugiyamaella_lignohabitans
1659	OG0001659	YHR016C	augustus_masked-CP014503.1-processed-gene-11.17-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-11.17&CDS=1-1416
1660	OG0001660	YHR018C	augustus_masked-CP014500.1-processed-gene-11.21-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-11.21&CDS=1-1395
1661	OG0001661	YHR019C	augustus_masked-CP014500.1-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-1.10&CDS=1-1698
1662	OG0001662	YHR020W	augustus_masked-CP014500.1-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-1.27&CDS=1-2142
1663	OG0001663	YHR023W	augustus_masked-CP014503.1-processed-gene-15.70-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-15.70&CDS=1-7017
1664	OG0001664	YHR024C	augustus_masked-CP014503.1-processed-gene-15.54-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-15.54&CDS=1-1494
1665	OG0001665	YHR025W	augustus_masked-CP014503.1-processed-gene-15.71-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-15.71&CDS=1-1056
1666	OG0001666	YHR026W	augustus_masked-CP014501.1-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-0.96&CDS=1-594
1667	OG0001667	YHR027C	maker-CP014501.1-augustus-gene-0.111-mRNA-1_1&gene=maker-CP014501.1-augustus-gene-0.111&CDS=1-2817
1668	OG0001668	YHR028C	augustus_masked-CP014501.1-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-0.94&CDS=1-2595
1669	OG0001669	YHR029C	augustus_masked-CP014503.1-processed-gene-6.62-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-6.62&CDS=1-900
1670	OG0001670	YHR030C	augustus_masked-CP014501.1-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-0.95&CDS=1-1458
1671	OG0001671	YHR031C	augustus_masked-CP014501.1-processed-gene-48.81-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-48.81&CDS=1-2118
1672	OG0001672	YHR032W	augustus_masked-CP014501.1-processed-gene-20.67-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-20.67&CDS=1-1857
1673	OG0001673	YHR034C	augustus_masked-CP014503.1-processed-gene-27.135-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-27.135&CDS=1-963
1674	OG0001674	YHR037W	augustus_masked-CP014501.1-processed-gene-58.139-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-58.139&CDS=1-1719
1675	OG0001675	YHR038W	augustus_masked-CP014500.1-processed-gene-20.86-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-20.86&CDS=1-738
1676	OG0001676	YHR039C	augustus_masked-CP014500.1-processed-gene-20.71-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-20.71&CDS=1-1779
1677	OG0001677	YHR039C-A	maker-CP014500.1-augustus-gene-20.46-mRNA-1_1&gene=maker-CP014500.1-augustus-gene-20.46&CDS=1-345
1678	OG0001678	YHR040W	maker-CP014500.1-snap-gene-20.98-mRNA-1_1&gene=maker-CP014500.1-snap-gene-20.98&CDS=1-972
1679	OG0001679	YHR041C	augustus_masked-CP014503.1-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-1.55&CDS=1-576
1680	OG0001680	YHR042W	augustus_masked-CP014501.1-processed-gene-15.13-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-15.13&CDS=1-2133
1681	OG0001681	YHR045W	augustus_masked-CP014503.1-processed-gene-44.36-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-44.36&CDS=1-1758
1682	OG0001682	YHR048W	augustus_masked-CP014500.1-processed-gene-3.27-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-3.27&CDS=1-1665
1683	OG0001683	YHR051W	maker-CP014501.1-augustus-gene-32.31-mRNA-1_1&gene=maker-CP014501.1-augustus-gene-32.31&CDS=1-438
1684	OG0001684	YHR058C	augustus_masked-CP014501.1-processed-gene-50.79-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-50.79&CDS=1-840
1685	OG0001685	YHR059W	augustus_masked-CP014501.1-processed-gene-50.65-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-50.65&CDS=1-459
1686	OG0001686	YHR062C	augustus_masked-CP014501.1-processed-gene-8.27-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-8.27&CDS=1-816
1687	OG0001687	YHR063C	augustus_masked-CP014500.1-processed-gene-23.117-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-23.117&CDS=1-2646
1688	OG0001688	YHR064C	augustus_masked-CP014502.1-processed-gene-5.88-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-5.88&CDS=1-1668
1689	OG0001689	YHR065C	augustus_masked-CP014503.1-processed-gene-38.58-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-38.58&CDS=1-1533
1690	OG0001690	YHR067W	augustus_masked-CP014501.1-processed-gene-14.36-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-14.36&CDS=1-1011
1691	OG0001691	YHR068W	augustus_masked-CP014500.1-processed-gene-21.79-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-21.79&CDS=1-1098
1692	OG0001692	YHR069C	augustus_masked-CP014501.1-processed-gene-12.28-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-12.28&CDS=1-1074
1693	OG0001693	YHR070W	augustus_masked-CP014501.1-processed-gene-12.27-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-12.27&CDS=1-1401
1694	OG0001694	YHR072W	maker-CP014503.1-augustus-gene-38.19-mRNA-1_1&gene=maker-CP014503.1-augustus-gene-38.19&CDS=1-2193
1695	OG0001695	YHR072W-A	snap_masked-CP014503.1-processed-gene-38.108-mRNA-1_1&gene=snap_masked-CP014503.1-processed-gene-38.108&CDS=1-192
1696	OG0001696	YHR073W	augustus_masked-CP014500.1-processed-gene-20.50-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-20.50&CDS=1-3267
1697	OG0001697	YHR074W	augustus_masked-CP014503.1-processed-gene-27.133-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-27.133&CDS=1-2160
1698	OG0001698	YHR075C	augustus_masked-CP014503.1-processed-gene-27.119-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-27.119&CDS=1-1242
1699	OG0001699	YHR076W	augustus_masked-CP014503.1-processed-gene-23.86-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-23.86&CDS=1-1344
1700	OG0001700	YHR077C	augustus_masked-CP014503.1-processed-gene-23.71-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-23.71&CDS=1-3498
1701	OG0001701	YHR078W	augustus_masked-CP014503.1-processed-gene-42.121-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-42.121&CDS=1-1650
1702	OG0001702	YHR079C	augustus_masked-CP014503.1-processed-gene-39.30-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-39.30&CDS=1-4062
1703	OG0001703	YHR081W	maker-CP014501.1-augustus-gene-7.128-mRNA-1_1&gene=maker-CP014501.1-augustus-gene-7.128&CDS=1-624
1704	OG0001704	YHR082C	augustus_masked-CP014501.1-processed-gene-3.41-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-3.41&CDS=1-2163
1705	OG0001705	YHR084W	genemark-CP014503.1-processed-gene-33.137-mRNA-1_1&gene=genemark-CP014503.1-processed-gene-33.137&CDS=1-1959
1706	OG0001706	YHR085W	augustus_masked-CP014503.1-processed-gene-43.96-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-43.96&CDS=1-1071
1707	OG0001707	YHR086W	augustus_masked-CP014503.1-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-0.83&CDS=1-1650
1708	OG0001708	YHR087W	maker-CP014503.1-augustus-gene-0.71-mRNA-1_1&gene=maker-CP014503.1-augustus-gene-0.71&CDS=1-351
1709	OG0001709	YHR088W	augustus_masked-CP014501.1-processed-gene-14.24-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-14.24&CDS=1-888
1710	OG0001710	YHR089C	augustus_masked-CP014503.1-processed-gene-31.90-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-31.90&CDS=1-621
1711	OG0001711	YHR090C	augustus_masked-CP014503.1-processed-gene-17.62-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-17.62&CDS=1-1050
1712	OG0001712	YHR098C	augustus_masked-CP014503.1-processed-gene-32.101-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-32.101&CDS=1-2937
1713	OG0001713	YHR099W	augustus_masked-CP014503.1-processed-gene-13.8-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-13.8&CDS=1-11475
1714	OG0001714	YHR100C	augustus_masked-CP014502.1-processed-gene-9.33-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-9.33&CDS=1-579
1715	OG0001715	YHR101C	maker-CP014503.1-snap-gene-25.83-mRNA-1_1&gene=maker-CP014503.1-snap-gene-25.83&CDS=1-1080
1716	OG0001716	YHR102W	augustus_masked-CP014501.1-processed-gene-56.110-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-56.110&CDS=1-3186
1717	OG0001717	YHR104W	augustus_masked-CP014503.1-processed-gene-34.25-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-34.25&CDS=1-969
1718	OG0001718	YHR107C	augustus_masked-CP014502.1-processed-gene-21.79-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-21.79&CDS=1-1170
1719	OG0001719	YHR111W	maker-CP014501.1-augustus-gene-18.52-mRNA-1_1&gene=maker-CP014501.1-augustus-gene-18.52&CDS=1-1353
1720	OG0001720	YHR112C	augustus_masked-CP014501.1-processed-gene-16.101-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-16.101&CDS=1-1173
1721	OG0001721	YHR113W	augustus_masked-CP014501.1-processed-gene-17.92-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-17.92&CDS=1-1461
1722	OG0001722	YHR114W	augustus_masked-CP014501.1-processed-gene-56.86-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-56.86&CDS=1-2028
1723	OG0001723	YHR118C	augustus_masked-CP014503.1-processed-gene-46.57-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-46.57&CDS=1-1038
1724	OG0001724	YHR119W	maker-CP014501.1-snap-gene-19.65-mRNA-1_1&gene=maker-CP014501.1-snap-gene-19.65&CDS=1-4338
1725	OG0001725	YHR120W	genemark-CP014501.1-processed-gene-19.79-mRNA-1_1&gene=genemark-CP014501.1-processed-gene-19.79&CDS=1-2937
1726	OG0001726	YHR121W	augustus_masked-CP014501.1-processed-gene-50.74-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-50.74&CDS=1-618
1727	OG0001727	YHR122W	genemark-CP014502.1-processed-gene-16.70-mRNA-1_1&gene=genemark-CP014502.1-processed-gene-16.70&CDS=1-636
1728	OG0001728	YHR128W	maker-CP014501.1-augustus-gene-16.80-mRNA-1_1&gene=maker-CP014501.1-augustus-gene-16.80&CDS=1-642
1729	OG0001729	YHR132C	augustus_masked-CP014501.1-processed-gene-54.93-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-54.93&CDS=1-1821
1730	OG0001730	YHR134W	augustus_masked-CP014500.1-processed-gene-15.38-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-15.38&CDS=1-1059
1731	OG0001731	YHR135C	augustus_masked-CP014501.1-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-1.65&CDS=1-1515
1732	OG0001732	YHR142W	augustus_masked-CP014501.1-processed-gene-32.32-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-32.32&CDS=1-990
1733	OG0001733	YHR143W-A	augustus_masked-CP014501.1-processed-gene-33.27-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-33.27&CDS=1-222
1734	OG0001734	YHR144C	augustus_masked-CP014501.1-processed-gene-12.35-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-12.35&CDS=1-1071
1735	OG0001735	YHR147C	augustus_masked-CP014503.1-processed-gene-41.13-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-41.13&CDS=1-747
1736	OG0001736	YHR148W	augustus_masked-CP014503.1-processed-gene-41.34-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-41.34&CDS=1-555
1737	OG0001737	YHR150W	augustus_masked-CP014503.1-processed-gene-38.47-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-38.47&CDS=1-1446
1738	OG0001738	YHR151C	maker-CP014503.1-snap-gene-10.83-mRNA-1_1&gene=maker-CP014503.1-snap-gene-10.83&CDS=1-2346
1739	OG0001739	YHR165C	maker-CP014502.1-augustus-gene-9.42-mRNA-1_1&gene=maker-CP014502.1-augustus-gene-9.42&CDS=1-7284
1740	OG0001740	YHR166C	augustus_masked-CP014503.1-processed-gene-44.19-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-44.19&CDS=1-1659
1741	OG0001741	YHR168W	augustus_masked-CP014501.1-processed-gene-30.78-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-30.78&CDS=1-1563
1742	OG0001742	YHR169W	augustus_masked-CP014501.1-processed-gene-22.132-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-22.132&CDS=1-1341
1743	OG0001743	YHR170W	augustus_masked-CP014503.1-processed-gene-42.88-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-42.88&CDS=1-1614
1744	OG0001744	YHR171W	maker-CP014503.1-augustus-gene-10.89-mRNA-1_1&gene=maker-CP014503.1-augustus-gene-10.89&CDS=1-2109
1745	OG0001745	YHR172W	augustus_masked-CP014501.1-processed-gene-41.28-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-41.28&CDS=1-2523
1746	OG0001746	YHR175W	maker-CP014501.1-augustus-gene-51.13-mRNA-1_1&gene=maker-CP014501.1-augustus-gene-51.13&CDS=1-522
1747	OG0001747	YHR176W	maker-CP014503.1-augustus-gene-20.73-mRNA-1_1&gene=maker-CP014503.1-augustus-gene-20.73&CDS=1-1362
1748	OG0001748	YHR181W	augustus_masked-CP014500.1-processed-gene-9.92-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-9.92&CDS=1-681
1749	OG0001749	YHR183W	augustus_masked-CP014503.1-processed-gene-48.140-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-48.140&CDS=1-1473
1750	OG0001750	YHR186C	maker-CP014502.1-augustus-gene-3.58-mRNA-1_1&gene=maker-CP014502.1-augustus-gene-3.58&CDS=1-4404
1751	OG0001751	YHR187W	snap_masked-CP014501.1-processed-gene-50.4-mRNA-1_1&gene=snap_masked-CP014501.1-processed-gene-50.4&CDS=1-918
1752	OG0001752	YHR188C	augustus_masked-CP014501.1-processed-gene-50.48-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-50.48&CDS=1-1827
1753	OG0001753	YHR189W	maker-CP014503.1-augustus-gene-38.13-mRNA-1_1&gene=maker-CP014503.1-augustus-gene-38.13&CDS=1-702
1754	OG0001754	YHR190W	maker-CP014500.1-augustus-gene-21.93-mRNA-1_1&gene=maker-CP014500.1-augustus-gene-21.93&CDS=1-1446
1755	OG0001755	YHR193C	augustus_masked-CP014502.1-processed-gene-14.23-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-14.23&CDS=1-663
1756	OG0001756	YHR194W	augustus_masked-CP014501.1-processed-gene-37.89-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-37.89&CDS=1-1755
1757	OG0001757	YHR197W	augustus_masked-CP014501.1-processed-gene-23.109-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-23.109&CDS=1-2145
1758	OG0001758	YHR200W	augustus_masked-CP014501.1-processed-gene-7.122-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-7.122&CDS=1-936
1759	OG0001759	YHR201C	augustus_masked-CP014501.1-processed-gene-17.94-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-17.94&CDS=1-1200
1760	OG0001760	YHR202W	augustus_masked-CP014502.1-processed-gene-2.104-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-2.104&CDS=1-1998
1761	OG0001761	YHR204W	augustus_masked-CP014502.1-processed-gene-2.103-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-2.103&CDS=1-2316
1762	OG0001762	YHR205W	genemark-CP014502.1-processed-gene-4.52-mRNA-1_1&gene=genemark-CP014502.1-processed-gene-4.52&CDS=1-2352
1763	OG0001763	YHR206W	augustus_masked-CP014502.1-processed-gene-4.86-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-4.86&CDS=1-1869
1764	OG0001764	YHR207C	augustus_masked-CP014503.1-processed-gene-37.96-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-37.96&CDS=1-1236
1765	OG0001765	YIL003W	augustus_masked-CP014503.1-processed-gene-48.121-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-48.121&CDS=1-816
1766	OG0001766	YIL004C	augustus_masked-CP014503.1-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-0.81&CDS=1-462
1767	OG0001767	YIL005W	augustus_masked-CP014503.1-processed-gene-42.117-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-42.117&CDS=1-2040
1768	OG0001768	YIL007C	augustus_masked-CP014501.1-processed-gene-38.27-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-38.27&CDS=1-720
1769	OG0001769	YIL008W	maker-CP014501.1-augustus-gene-38.53-mRNA-1_1&gene=maker-CP014501.1-augustus-gene-38.53&CDS=1-297
1770	OG0001770	YIL010W	augustus_masked-CP014501.1-processed-gene-38.26-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-38.26&CDS=1-726
1771	OG0001771	YIL017C	augustus_masked-CP014503.1-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-1.67&CDS=1-2214
1772	OG0001772	YIL019W	maker-CP014503.1-augustus-gene-14.4-mRNA-1_1&gene=maker-CP014503.1-augustus-gene-14.4&CDS=1-975
1773	OG0001773	YIL020C	augustus_masked-CP014503.1-processed-gene-6.48-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-6.48&CDS=1-783
1774	OG0001774	YIL021W	maker-CP014503.1-augustus-gene-6.76-mRNA-1_1&gene=maker-CP014503.1-augustus-gene-6.76&CDS=1-939
1775	OG0001775	YIL022W	augustus_masked-CP014502.1-processed-gene-14.25-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-14.25&CDS=1-1341
1776	OG0001776	YIL023C	genemark-CP014503.1-processed-gene-40.3-mRNA-1_1&gene=genemark-CP014503.1-processed-gene-40.3&CDS=1-1371
1777	OG0001777	YIL026C	augustus_masked-CP014503.1-processed-gene-39.49-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-39.49&CDS=1-3159
1778	OG0001778	YIL027C	maker-CP014502.1-augustus-gene-8.46-mRNA-1_1&gene=maker-CP014502.1-augustus-gene-8.46&CDS=1-357
1779	OG0001779	YIL030C	maker-CP014503.1-augustus-gene-1.102-mRNA-1_1&gene=maker-CP014503.1-augustus-gene-1.102&CDS=1-3414
1780	OG0001780	YIL031W	maker-CP014502.1-augustus-gene-14.15-mRNA-1_1&gene=maker-CP014502.1-augustus-gene-14.15&CDS=1-3714
1781	OG0001781	YIL033C	augustus_masked-CP014503.1-processed-gene-39.34-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-39.34&CDS=1-1413
1782	OG0001782	YIL034C	maker-CP014502.1-augustus-gene-8.44-mRNA-1_1&gene=maker-CP014502.1-augustus-gene-8.44&CDS=1-801
1783	OG0001783	YIL039W	snap_masked-CP014503.1-processed-gene-47.22-mRNA-1_1&gene=snap_masked-CP014503.1-processed-gene-47.22&CDS=1-1140
1784	OG0001784	YIL041W	augustus_masked-CP014503.1-processed-gene-33.51-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-33.51&CDS=1-924
1785	OG0001785	YIL042C	maker-CP014503.1-augustus-gene-22.82-mRNA-1_1&gene=maker-CP014503.1-augustus-gene-22.82&CDS=1-1356
1786	OG0001786	YIL043C	augustus_masked-CP014503.1-processed-gene-34.30-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-34.30&CDS=1-843
1787	OG0001787	YIL044C	augustus_masked-CP014501.1-processed-gene-50.52-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-50.52&CDS=1-1491
1788	OG0001788	YIL046W	augustus_masked-CP014501.1-processed-gene-8.17-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-8.17&CDS=1-2478
1789	OG0001789	YIL047C	snap_masked-CP014500.1-processed-gene-15.72-mRNA-1_1&gene=snap_masked-CP014500.1-processed-gene-15.72&CDS=1-3111
1790	OG0001790	YIL048W	augustus_masked-CP014500.1-processed-gene-15.44-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-15.44&CDS=1-3297
1791	OG0001791	YIL061C	augustus_masked-CP014501.1-processed-gene-24.6-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-24.6&CDS=1-993
1792	OG0001792	YIL062C	maker-CP014503.1-augustus-gene-15.47-mRNA-1_1&gene=maker-CP014503.1-augustus-gene-15.47&CDS=1-462
1793	OG0001793	YIL063C	augustus_masked-CP014503.1-processed-gene-15.78-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-15.78&CDS=1-1596
1794	OG0001794	YIL064W	augustus_masked-CP014503.1-processed-gene-15.65-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-15.65&CDS=1-714
1795	OG0001795	YIL065C	augustus_masked-CP014501.1-processed-gene-53.99-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-53.99&CDS=1-465
1796	OG0001796	YIL068C	augustus_masked-CP014501.1-processed-gene-51.46-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-51.46&CDS=1-2265
1797	OG0001797	YIL070C	augustus_masked-CP014501.1-processed-gene-37.119-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-37.119&CDS=1-843
1798	OG0001798	YIL074C	augustus_masked-CP014503.1-processed-gene-41.20-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-41.20&CDS=1-1416
1799	OG0001799	YIL075C	augustus_masked-CP014503.1-processed-gene-41.21-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-41.21&CDS=1-3060
1800	OG0001800	YIL078W	genemark-CP014502.1-processed-gene-9.102-mRNA-1_1&gene=genemark-CP014502.1-processed-gene-9.102&CDS=1-2145
1801	OG0001801	YIL083C	augustus_masked-CP014502.1-processed-gene-9.26-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-9.26&CDS=1-1014
1802	OG0001802	YIL084C	augustus_masked-CP014503.1-processed-gene-8.14-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-8.14&CDS=1-1353
1803	OG0001803	YIL087C	maker-CP014501.1-augustus-gene-1.68-mRNA-1_1&gene=maker-CP014501.1-augustus-gene-1.68&CDS=1-438
1804	OG0001804	YIL090W	augustus_masked-CP014503.1-processed-gene-21.32-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-21.32&CDS=1-1716
1805	OG0001805	YIL091C	augustus_masked-CP014503.1-processed-gene-21.16-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-21.16&CDS=1-2175
1806	OG0001806	YIL093C	augustus_masked-CP014501.1-processed-gene-55.44-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-55.44&CDS=1-786
1807	OG0001807	YIL094C	augustus_masked-CP014502.1-processed-gene-16.8-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-16.8&CDS=1-1149
1808	OG0001808	YIL096C	augustus_masked-CP014502.1-processed-gene-12.126-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-12.126&CDS=1-864
1809	OG0001809	YIL097W	augustus_masked-CP014502.1-processed-gene-12.150-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-12.150&CDS=1-1194
1810	OG0001810	YIL098C	augustus_masked-CP014501.1-processed-gene-48.59-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-48.59&CDS=1-405
1811	OG0001811	YIL099W	augustus_masked-CP014500.1-processed-gene-10.68-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-10.68&CDS=1-1614
1812	OG0001812	YIL101C	maker-CP014500.1-snap-gene-2.107-mRNA-1_1&gene=maker-CP014500.1-snap-gene-2.107&CDS=1-2196
1813	OG0001813	YIL103W	augustus_masked-CP014503.1-processed-gene-5.102-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-5.102&CDS=1-1272
1814	OG0001814	YIL104C	augustus_masked-CP014503.1-processed-gene-5.79-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-5.79&CDS=1-1353
1815	OG0001815	YIL106W	snap_masked-CP014500.1-processed-gene-25.143-mRNA-1_1&gene=snap_masked-CP014500.1-processed-gene-25.143&CDS=1-687
1816	OG0001816	YIL107C	augustus_masked-CP014501.1-processed-gene-24.31-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-24.31&CDS=1-2274
