	OrthologID	Ambrosiozyma_monospora	Saccharomyces_cerevisiae
2125	OG0002125	-processed-gene-0.78-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-0.78&CDS=1-678	YER170W
2126	OG0002126	-augustus-gene-1.6-mRNA-1_1&gene=maker-gi|1002318549|dbj|BCIP01000012.1|-augustus-gene-1.6&CDS=1-429	YDR100W
2127	OG0002127	-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-1.46&CDS=1-762	YER177W
2128	OG0002128	-processed-gene-1.11-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-1.11&CDS=1-1719	YDR101C
2129	OG0002129	-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-1.43&CDS=1-1035	YDR126W
2130	OG0002130	-processed-gene-1.13-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-1.13&CDS=1-4881	YER166W
2131	OG0002131	-processed-gene-1.80-mRNA-1_1&gene=snap_masked-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-1.80&CDS=1-3828	YDR104C
2132	OG0002132	-processed-gene-1.27-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-1.27&CDS=1-1182	YDR142C
2133	OG0002133	-processed-gene-1.28-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-1.28&CDS=1-2451	YMR179W
2134	OG0002134	-processed-gene-1.29-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-1.29&CDS=1-2100	YLR116W
2135	OG0002135	-processed-gene-1.18-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-1.18&CDS=1-1704	YDL178W
2136	OG0002136	-processed-gene-1.32-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-1.32&CDS=1-1071	YOR008C
2137	OG0002137	-processed-gene-1.19-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-1.19&CDS=1-1473	YPL260W
2138	OG0002138	-processed-gene-1.20-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-1.20&CDS=1-1425	YDL216C
2139	OG0002139	-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-1.70&CDS=1-2304	YNL247W
2140	OG0002140	-snap-gene-1.2-mRNA-1_1&gene=maker-gi|1002318549|dbj|BCIP01000012.1|-snap-gene-1.2&CDS=1-2649	YNL250W
2141	OG0002141	-processed-gene-1.36-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-1.36&CDS=1-2325	YDR527W
2142	OG0002142	-processed-gene-1.22-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-1.22&CDS=1-1251	YLR027C
2143	OG0002143	-processed-gene-1.23-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-1.23&CDS=1-909	YER026C
2144	OG0002144	-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-1.72&CDS=1-1338	YGR113W
2145	OG0002145	-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-1.73&CDS=1-1104	YGR112W
2146	OG0002146	-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-1.74&CDS=1-2757	YBR055C
2147	OG0002147	-processed-gene-1.25-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-1.25&CDS=1-1560	YMR131C
2148	OG0002148	-processed-gene-1.41-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-1.41&CDS=1-3123	YLR039C
2149	OG0002149	-augustus-gene-1.7-mRNA-1_1&gene=maker-gi|1002318549|dbj|BCIP01000012.1|-augustus-gene-1.7&CDS=1-1344	YFL037W
2150	OG0002150	-processed-gene-2.4-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-2.4&CDS=1-732	YNL200C
2151	OG0002151	-processed-gene-2.5-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-2.5&CDS=1-1728	YDL225W
2152	OG0002152	-processed-gene-2.6-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-2.6&CDS=1-1362	YNL239W
2153	OG0002153	-processed-gene-2.7-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-2.7&CDS=1-2616	YNL238W
2154	OG0002154	-processed-gene-2.9-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-2.9&CDS=1-3102	YDL215C
2155	OG0002155	-processed-gene-2.80-mRNA-1_1&gene=snap_masked-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-2.80&CDS=1-591	YER118C
2156	OG0002156	-processed-gene-2.11-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-2.11&CDS=1-3147	YDL028C
2157	OG0002157	-processed-gene-2.23-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-2.23&CDS=1-1161	YDL029W
2158	OG0002158	-processed-gene-2.59-mRNA-1_1&gene=augustus_masked-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-2.59&CDS=1-1386	YPR047W
2159	OG0002159	-processed-gene-2.12-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-2.12&CDS=1-693	YBL038W
2160	OG0002160	-processed-gene-2.25-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-2.25&CDS=1-1134	YBR087W
2161	OG0002161	-processed-gene-2.48-mRNA-1_1&gene=augustus_masked-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-2.48&CDS=1-1518	YHR040W
2162	OG0002162	-processed-gene-2.26-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-2.26&CDS=1-1134	YHR085W
2163	OG0002163	-processed-gene-2.30-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-2.30&CDS=1-1062	YBR034C
2164	OG0002164	-processed-gene-2.33-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-2.33&CDS=1-4128	YPR049C
2165	OG0002165	-processed-gene-2.17-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-2.17&CDS=1-570	YPR051W
2166	OG0002166	-processed-gene-2.34-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-2.34&CDS=1-777	YBR088C
2167	OG0002167	-processed-gene-2.18-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-2.18&CDS=1-678	YKL041W
2168	OG0002168	-processed-gene-2.55-mRNA-1_1&gene=augustus_masked-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-2.55&CDS=1-978	YHR192W
2169	OG0002169	-processed-gene-2.37-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-2.37&CDS=1-561	YHR193C
2170	OG0002170	-processed-gene-3.4-mRNA-1_1&gene=snap_masked-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-3.4&CDS=1-1881	YBL082C
2171	OG0002171	-snap-gene-3.116-mRNA-1_1&gene=maker-gi|1002318549|dbj|BCIP01000012.1|-snap-gene-3.116&CDS=1-2454	YER109C
2172	OG0002172	-processed-gene-3.95-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-3.95&CDS=1-1107	YER107C
2173	OG0002173	-processed-gene-3.96-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-3.96&CDS=1-3219	YBL076C
2174	OG0002174	-processed-gene-3.79-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-3.79&CDS=1-1197	YPL138C
2175	OG0002175	-processed-gene-3.80-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-3.80&CDS=1-1209	YJL026W
2176	OG0002176	-processed-gene-3.81-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-3.81&CDS=1-1611	YOR241W
2177	OG0002177	-processed-gene-3.82-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-3.82&CDS=1-2670	YPL150W
2178	OG0002178	-processed-gene-3.83-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-3.83&CDS=1-1713	YOR128C
2179	OG0002179	-processed-gene-3.84-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-3.84&CDS=1-1695	YHR168W
2180	OG0002180	-processed-gene-3.99-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-3.99&CDS=1-2394	YHR172W
2181	OG0002181	-processed-gene-3.85-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-3.85&CDS=1-2274	YGR245C
2182	OG0002182	-processed-gene-3.100-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-3.100&CDS=1-1329	YHR169W
2183	OG0002183	-processed-gene-3.47-mRNA-1_1&gene=augustus_masked-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-3.47&CDS=1-1758	YDR292C
2184	OG0002184	-augustus-gene-3.119-mRNA-1_1&gene=maker-gi|1002318549|dbj|BCIP01000012.1|-augustus-gene-3.119&CDS=1-1908	YHR171W
2185	OG0002185	-processed-gene-3.102-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-3.102&CDS=1-1545	YHR170W
2186	OG0002186	-processed-gene-3.103-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-3.103&CDS=1-870	YOR100C
2187	OG0002187	-processed-gene-3.65-mRNA-1_1&gene=augustus_masked-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-3.65&CDS=1-2235	YNL126W
2188	OG0002188	-processed-gene-3.68-mRNA-1_1&gene=augustus_masked-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-3.68&CDS=1-609	YOR294W
2189	OG0002189	-processed-gene-3.88-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-3.88&CDS=1-1320	YDR072C
2190	OG0002190	-processed-gene-3.108-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-3.108&CDS=1-834	YDR071C
2191	OG0002191	-processed-gene-3.89-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-3.89&CDS=1-324	YER146W
2192	OG0002192	-processed-gene-3.90-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-3.90&CDS=1-1230	YER143W
2193	OG0002193	-processed-gene-3.111-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-3.111&CDS=1-642	YDR067C
2194	OG0002194	-processed-gene-3.91-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-3.91&CDS=1-1071	YDR068W
2195	OG0002195	-processed-gene-3.115-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-3.115&CDS=1-1365	YKL082C
2196	OG0002196	-processed-gene-3.94-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-3.94&CDS=1-1527	YMR211W
2197	OG0002197	-processed-gene-4.2-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-4.2&CDS=1-1632	YMR145C
2198	OG0002198	-snap-gene-4.104-mRNA-1_1&gene=maker-gi|1002318549|dbj|BCIP01000012.1|-snap-gene-4.104&CDS=1-3390	YDR062W
2199	OG0002199	-processed-gene-4.4-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-4.4&CDS=1-1578	YDR061W
2200	OG0002200	-processed-gene-4.23-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-4.23&CDS=1-879	YDR337W
2201	OG0002201	-processed-gene-4.7-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-4.7&CDS=1-702	YJL121C
2202	OG0002202	-processed-gene-4.24-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-4.24&CDS=1-474	YJL122W
2203	OG0002203	-processed-gene-4.8-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-4.8&CDS=1-1161	YDL022W
2204	OG0002204	-processed-gene-4.9-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-4.9&CDS=1-654	YKR065C
2205	OG0002205	-processed-gene-4.11-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-4.11&CDS=1-453	YMR260C
2206	OG0002206	-processed-gene-4.60-mRNA-1_1&gene=augustus_masked-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-4.60&CDS=1-2046	YIL144W
2207	OG0002207	-processed-gene-4.78-mRNA-1_1&gene=snap_masked-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-4.78&CDS=1-4665	YMR259C
2208	OG0002208	-processed-gene-4.50-mRNA-1_1&gene=augustus_masked-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-4.50&CDS=1-402	YPR063C
2209	OG0002209	-processed-gene-4.29-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-4.29&CDS=1-1086	YPR056W
2210	OG0002210	-processed-gene-4.14-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-4.14&CDS=1-1104	YMR028W
2211	OG0002211	-snap-gene-4.103-mRNA-1_1&gene=maker-gi|1002318549|dbj|BCIP01000012.1|-snap-gene-4.103&CDS=1-3114	YCR068W
2212	OG0002212	-processed-gene-4.18-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-4.18&CDS=1-1590	YKL045W
2213	OG0002213	-processed-gene-4.31-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-4.31&CDS=1-1242	YML018C
2214	OG0002214	-processed-gene-4.20-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-4.20&CDS=1-720	YNR017W
2215	OG0002215	-processed-gene-4.32-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-4.32&CDS=1-1410	YDR435C
2216	OG0002216	-processed-gene-5.1-mRNA-1_1&gene=augustus_masked-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-5.1&CDS=1-2262	YOR035C
2217	OG0002217	-processed-gene-5.75-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-5.75&CDS=1-1314	YDL007W
2218	OG0002218	-processed-gene-5.83-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-5.83&CDS=1-1623	YDL006W
2219	OG0002219	-processed-gene-5.88-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-5.88&CDS=1-1908	YER080W
2220	OG0002220	-processed-gene-5.78-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-5.78&CDS=1-5319	YDR334W
2221	OG0002221	-processed-gene-5.18-mRNA-1_1&gene=augustus_masked-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-5.18&CDS=1-3081	YBR038W
2222	OG0002222	-processed-gene-5.79-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-5.79&CDS=1-732	YLR040C
2223	OG0002223	-processed-gene-5.80-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-5.80&CDS=1-1758	YHL036W
2224	OG0002224	-processed-gene-5.81-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-5.81&CDS=1-435	YFR033C
2225	OG0002225	-processed-gene-5.25-mRNA-1_1&gene=augustus_masked-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-5.25&CDS=1-2433	YGL027C
2226	OG0002226	-processed-gene-5.27-mRNA-1_1&gene=augustus_masked-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-5.27&CDS=1-2103	YGL026C
2227	OG0002227	-processed-gene-6.36-mRNA-1_1&gene=augustus_masked-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-6.36&CDS=1-1005	YBL013W
2228	OG0002228	-processed-gene-6.37-mRNA-1_1&gene=augustus_masked-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-6.37&CDS=1-9393	YLL040C
2229	OG0002229	-processed-gene-6.83-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-6.83&CDS=1-2160	YJL036W
2230	OG0002230	-processed-gene-6.100-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-6.100&CDS=1-726	YJL035C
2231	OG0002231	-processed-gene-6.5-mRNA-1_1&gene=snap_masked-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-6.5&CDS=1-1173	YDR318W
2232	OG0002232	-processed-gene-6.20-mRNA-1_1&gene=snap_masked-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-6.20&CDS=1-3792	YIL126W
2233	OG0002233	-processed-gene-6.44-mRNA-1_1&gene=augustus_masked-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-6.44&CDS=1-1407	YPL014W
2234	OG0002234	-processed-gene-6.105-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-6.105&CDS=1-1641	YBR196C
2235	OG0002235	-processed-gene-6.66-mRNA-1_1&gene=augustus_masked-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-6.66&CDS=1-987	YGL232W
2236	OG0002236	-processed-gene-6.67-mRNA-1_1&gene=augustus_masked-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-6.67&CDS=1-1191	YGR007W
2237	OG0002237	-processed-gene-6.9-mRNA-1_1&gene=snap_masked-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-6.9&CDS=1-4713	YLR247C
2238	OG0002238	-processed-gene-6.68-mRNA-1_1&gene=augustus_masked-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-6.68&CDS=1-1632	YLR248W
2239	OG0002239	-processed-gene-6.110-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-6.110&CDS=1-792	YNL312W
2240	OG0002240	-processed-gene-6.70-mRNA-1_1&gene=augustus_masked-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-6.70&CDS=1-2541	YJL102W
2241	OG0002241	-processed-gene-6.48-mRNA-1_1&gene=augustus_masked-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-6.48&CDS=1-909	YKR026C
2242	OG0002242	-processed-gene-6.112-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-6.112&CDS=1-1368	YNL175C
2243	OG0002243	-processed-gene-6.92-mRNA-1_1&gene=genemark-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-6.92&CDS=1-945	YGR282C
2244	OG0002244	-processed-gene-6.72-mRNA-1_1&gene=augustus_masked-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-6.72&CDS=1-1020	YGR284C
2245	OG0002245	-processed-gene-6.73-mRNA-1_1&gene=augustus_masked-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-6.73&CDS=1-2538	YBR179C
2246	OG0002246	-processed-gene-6.50-mRNA-1_1&gene=augustus_masked-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-6.50&CDS=1-1473	YPL101W
2247	OG0002247	-processed-gene-6.75-mRNA-1_1&gene=augustus_masked-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-6.75&CDS=1-1407	YGL017W
2248	OG0002248	-processed-gene-0.65-mRNA-1_1&gene=genemark-gi|1002318550|dbj|BCIP01000011.1|-processed-gene-0.65&CDS=1-2919	YCR017C
2249	OG0002249	-processed-gene-1.9-mRNA-1_1&gene=genemark-gi|1002318550|dbj|BCIP01000011.1|-processed-gene-1.9&CDS=1-2850	YMR205C
2250	OG0002250	-processed-gene-1.11-mRNA-1_1&gene=genemark-gi|1002318550|dbj|BCIP01000011.1|-processed-gene-1.11&CDS=1-654	YMR202W
2251	OG0002251	-processed-gene-1.14-mRNA-1_1&gene=genemark-gi|1002318550|dbj|BCIP01000011.1|-processed-gene-1.14&CDS=1-642	YOR125C
2252	OG0002252	-processed-gene-1.26-mRNA-1_1&gene=genemark-gi|1002318550|dbj|BCIP01000011.1|-processed-gene-1.26&CDS=1-585	YDR373W
2253	OG0002253	-snap-gene-1.2-mRNA-1_1&gene=maker-gi|1002318550|dbj|BCIP01000011.1|-snap-gene-1.2&CDS=1-1413	YKL175W
2254	OG0002254	-processed-gene-1.15-mRNA-1_1&gene=genemark-gi|1002318550|dbj|BCIP01000011.1|-processed-gene-1.15&CDS=1-3831	YKL209C
2255	OG0002255	-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-gi|1002318550|dbj|BCIP01000011.1|-processed-gene-1.61&CDS=1-3072	YKL210W
2256	OG0002256	-processed-gene-1.16-mRNA-1_1&gene=genemark-gi|1002318550|dbj|BCIP01000011.1|-processed-gene-1.16&CDS=1-1389	YLR163C
2257	OG0002257	-processed-gene-1.19-mRNA-1_1&gene=genemark-gi|1002318550|dbj|BCIP01000011.1|-processed-gene-1.19&CDS=1-1068	YMR079W
2258	OG0002258	-processed-gene-1.31-mRNA-1_1&gene=genemark-gi|1002318550|dbj|BCIP01000011.1|-processed-gene-1.31&CDS=1-3009	YKL092C
2259	OG0002259	-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-gi|1002318550|dbj|BCIP01000011.1|-processed-gene-1.67&CDS=1-222	YML129C
2260	OG0002260	-processed-gene-1.36-mRNA-1_1&gene=genemark-gi|1002318550|dbj|BCIP01000011.1|-processed-gene-1.36&CDS=1-3333	YOR373W
2261	OG0002261	-processed-gene-1.37-mRNA-1_1&gene=genemark-gi|1002318550|dbj|BCIP01000011.1|-processed-gene-1.37&CDS=1-1767	YDR481C
2262	OG0002262	-processed-gene-1.38-mRNA-1_1&gene=genemark-gi|1002318550|dbj|BCIP01000011.1|-processed-gene-1.38&CDS=1-849	YPL162C
2263	OG0002263	-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-gi|1002318550|dbj|BCIP01000011.1|-processed-gene-1.70&CDS=1-1566	YBR171W
2264	OG0002264	-processed-gene-1.42-mRNA-1_1&gene=genemark-gi|1002318550|dbj|BCIP01000011.1|-processed-gene-1.42&CDS=1-444	YBR173C
2265	OG0002265	-processed-gene-2.65-mRNA-1_1&gene=genemark-gi|1002318550|dbj|BCIP01000011.1|-processed-gene-2.65&CDS=1-1155	YLR287C
2266	OG0002266	-processed-gene-2.66-mRNA-1_1&gene=genemark-gi|1002318550|dbj|BCIP01000011.1|-processed-gene-2.66&CDS=1-2145	YOR181W
2267	OG0002267	-processed-gene-2.4-mRNA-1_1&gene=snap_masked-gi|1002318550|dbj|BCIP01000011.1|-processed-gene-2.4&CDS=1-195	YLR262C-A
2268	OG0002268	-processed-gene-2.5-mRNA-1_1&gene=snap_masked-gi|1002318550|dbj|BCIP01000011.1|-processed-gene-2.5&CDS=1-615	YLR262C
2269	OG0002269	-processed-gene-2.47-mRNA-1_1&gene=augustus_masked-gi|1002318550|dbj|BCIP01000011.1|-processed-gene-2.47&CDS=1-1293	YJL060W
2270	OG0002270	-processed-gene-2.37-mRNA-1_1&gene=augustus_masked-gi|1002318550|dbj|BCIP01000011.1|-processed-gene-2.37&CDS=1-2238	YML043C
2271	OG0002271	-processed-gene-2.69-mRNA-1_1&gene=genemark-gi|1002318550|dbj|BCIP01000011.1|-processed-gene-2.69&CDS=1-1791	YOL013C
2272	OG0002272	-processed-gene-2.81-mRNA-1_1&gene=genemark-gi|1002318550|dbj|BCIP01000011.1|-processed-gene-2.81&CDS=1-405	YOL012C
2273	OG0002273	-processed-gene-2.84-mRNA-1_1&gene=genemark-gi|1002318550|dbj|BCIP01000011.1|-processed-gene-2.84&CDS=1-1971	YDR295C
2274	OG0002274	-snap-gene-2.98-mRNA-1_1&gene=maker-gi|1002318550|dbj|BCIP01000011.1|-snap-gene-2.98&CDS=1-2943	YBR056W
2275	OG0002275	-processed-gene-2.87-mRNA-1_1&gene=genemark-gi|1002318550|dbj|BCIP01000011.1|-processed-gene-2.87&CDS=1-3114	YOL098C
2276	OG0002276	-processed-gene-2.88-mRNA-1_1&gene=genemark-gi|1002318550|dbj|BCIP01000011.1|-processed-gene-2.88&CDS=1-1239	YGR257C
2277	OG0002277	-processed-gene-2.90-mRNA-1_1&gene=genemark-gi|1002318550|dbj|BCIP01000011.1|-processed-gene-2.90&CDS=1-4392	YHR186C
2278	OG0002278	-processed-gene-2.29-mRNA-1_1&gene=snap_masked-gi|1002318550|dbj|BCIP01000011.1|-processed-gene-2.29&CDS=1-4149	YLR371W
2279	OG0002279	-processed-gene-2.74-mRNA-1_1&gene=genemark-gi|1002318550|dbj|BCIP01000011.1|-processed-gene-2.74&CDS=1-528	YLR370C
2280	OG0002280	-processed-gene-2.93-mRNA-1_1&gene=genemark-gi|1002318550|dbj|BCIP01000011.1|-processed-gene-2.93&CDS=1-1320	YDR306C
2281	OG0002281	-processed-gene-2.95-mRNA-1_1&gene=genemark-gi|1002318550|dbj|BCIP01000011.1|-processed-gene-2.95&CDS=1-2739	YBR281C
2282	OG0002282	-processed-gene-3.77-mRNA-1_1&gene=genemark-gi|1002318550|dbj|BCIP01000011.1|-processed-gene-3.77&CDS=1-1725	YOL123W
2283	OG0002283	-processed-gene-3.78-mRNA-1_1&gene=genemark-gi|1002318550|dbj|BCIP01000011.1|-processed-gene-3.78&CDS=1-2958	YDL031W
2284	OG0002284	-processed-gene-3.101-mRNA-1_1&gene=genemark-gi|1002318550|dbj|BCIP01000011.1|-processed-gene-3.101&CDS=1-300	YGL070C
2285	OG0002285	-processed-gene-3.80-mRNA-1_1&gene=genemark-gi|1002318550|dbj|BCIP01000011.1|-processed-gene-3.80&CDS=1-558	YGL068W
2286	OG0002286	-processed-gene-3.104-mRNA-1_1&gene=genemark-gi|1002318550|dbj|BCIP01000011.1|-processed-gene-3.104&CDS=1-687	YJL063C
2287	OG0002287	-processed-gene-3.105-mRNA-1_1&gene=genemark-gi|1002318550|dbj|BCIP01000011.1|-processed-gene-3.105&CDS=1-1071	YBR265W
2288	OG0002288	-processed-gene-3.106-mRNA-1_1&gene=genemark-gi|1002318550|dbj|BCIP01000011.1|-processed-gene-3.106&CDS=1-552	YGL010W
2289	OG0002289	-processed-gene-3.83-mRNA-1_1&gene=genemark-gi|1002318550|dbj|BCIP01000011.1|-processed-gene-3.83&CDS=1-693	YKL142W
