	OrthologID	Saccharomyces_cerevisiae	Saccharomyces_eubayanus
2777	OG0002777	YLR025W	augustus_masked-chrXII-processed-gene-2.113-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-2.113&CDS=1-720
2778	OG0002778	YLR027C	maker-chrXII-augustus-gene-2.56-mRNA-1_1&gene=maker-chrXII-augustus-gene-2.56&CDS=1-2331
2779	OG0002779	YLR031W	snap_masked-chrXII-processed-gene-2.4-mRNA-1_1&gene=snap_masked-chrXII-processed-gene-2.4&CDS=1-1491
2780	OG0002780	YLR032W	augustus_masked-chrXII-processed-gene-2.117-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-2.117&CDS=1-5001
2781	OG0002781	YLR034C	snap_masked-chrXII-processed-gene-2.25-mRNA-1_1&gene=snap_masked-chrXII-processed-gene-2.25&CDS=1-1419
2782	OG0002782	YLR035C	snap_masked-chrXII-processed-gene-2.26-mRNA-1_1&gene=snap_masked-chrXII-processed-gene-2.26&CDS=1-2088
2783	OG0002783	YLR039C	augustus_masked-chrXII-processed-gene-2.136-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-2.136&CDS=1-4383
2784	OG0002784	YLR043C	augustus_masked-chrXII-processed-gene-2.137-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-2.137&CDS=1-309
2785	OG0002785	YLR045C	augustus_masked-chrXII-processed-gene-2.139-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-2.139&CDS=1-2661
2786	OG0002786	YLR046C	augustus_masked-chrXII-processed-gene-2.140-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-2.140&CDS=1-957
2787	OG0002787	YLR047C	augustus_masked-chrXII-processed-gene-2.141-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-2.141&CDS=1-1821
2788	OG0002788	YLR049C	snap_masked-chrXII-processed-gene-2.38-mRNA-1_1&gene=snap_masked-chrXII-processed-gene-2.38&CDS=1-1269
2789	OG0002789	YLR050C	snap_masked-chrXII-processed-gene-2.39-mRNA-1_1&gene=snap_masked-chrXII-processed-gene-2.39&CDS=1-483
2790	OG0002790	YLR051C	augustus_masked-chrXII-processed-gene-2.143-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-2.143&CDS=1-648
2791	OG0002791	YLR052W	augustus_masked-chrXII-processed-gene-2.119-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-2.119&CDS=1-756
2792	OG0002792	YLR054C	maker-chrXII-augustus-gene-2.58-mRNA-1_1&gene=maker-chrXII-augustus-gene-2.58&CDS=1-2424
2793	OG0002793	YLR055C	snap_masked-chrXII-processed-gene-2.43-mRNA-1_1&gene=snap_masked-chrXII-processed-gene-2.43&CDS=1-1791
2794	OG0002794	YLR056W	augustus_masked-chrXII-processed-gene-2.120-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-2.120&CDS=1-1095
2795	OG0002795	YLR057W	augustus_masked-chrXII-processed-gene-2.121-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-2.121&CDS=1-2544
2796	OG0002796	YLR058C	augustus_masked-chrXII-processed-gene-2.145-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-2.145&CDS=1-2064
2797	OG0002797	YLR060W	snap_masked-chrXII-processed-gene-2.11-mRNA-1_1&gene=snap_masked-chrXII-processed-gene-2.11&CDS=1-1785
2798	OG0002798	YLR061W	maker-chrXII-snap-gene-2.62-mRNA-1_1&gene=maker-chrXII-snap-gene-2.62&CDS=1-366
2799	OG0002799	YLR063W	augustus_masked-chrXII-processed-gene-2.123-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-2.123&CDS=1-993
2800	OG0002800	YLR064W	augustus_masked-chrXII-processed-gene-2.124-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-2.124&CDS=1-819
2801	OG0002801	YLR065C	augustus_masked-chrXII-processed-gene-2.146-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-2.146&CDS=1-546
2802	OG0002802	YLR066W	augustus_masked-chrXII-processed-gene-2.125-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-2.125&CDS=1-552
2803	OG0002803	YLR067C	augustus_masked-chrXII-processed-gene-2.147-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-2.147&CDS=1-2895
2804	OG0002804	YLR068W	augustus_masked-chrXII-processed-gene-2.126-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-2.126&CDS=1-453
2805	OG0002805	YLR069C	maker-chrXII-augustus-gene-2.59-mRNA-1_1&gene=maker-chrXII-augustus-gene-2.59&CDS=1-3387
2806	OG0002806	YLR071C	snap_masked-chrXII-processed-gene-2.50-mRNA-1_1&gene=snap_masked-chrXII-processed-gene-2.50&CDS=1-3246
2807	OG0002807	YLR072W	augustus_masked-chrXII-processed-gene-2.127-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-2.127&CDS=1-2094
2808	OG0002808	YLR073C	maker-chrXII-augustus-gene-2.60-mRNA-1_1&gene=maker-chrXII-augustus-gene-2.60&CDS=1-1167
2809	OG0002809	YLR075W	augustus_masked-chrXII-processed-gene-2.128-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-2.128&CDS=1-663
2810	OG0002810	YLR077W	augustus_masked-chrXII-processed-gene-2.129-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-2.129&CDS=1-1749
2811	OG0002811	YLR078C	augustus_masked-chrXII-processed-gene-2.151-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-2.151&CDS=1-762
2812	OG0002812	YLR080W	augustus_masked-chrXII-processed-gene-2.130-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-2.130&CDS=1-2151
2813	OG0002813	YLR082C	augustus_masked-chrXII-processed-gene-3.44-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-3.44&CDS=1-1176
2814	OG0002814	YLR084C	snap_masked-chrXII-processed-gene-3.11-mRNA-1_1&gene=snap_masked-chrXII-processed-gene-3.11&CDS=1-3660
2815	OG0002815	YLR085C	snap_masked-chrXII-processed-gene-3.26-mRNA-1_1&gene=snap_masked-chrXII-processed-gene-3.26&CDS=1-1314
2816	OG0002816	YLR086W	augustus_masked-chrXII-processed-gene-3.47-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-3.47&CDS=1-4248
2817	OG0002817	YLR087C	augustus_masked-chrXII-processed-gene-3.59-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-3.59&CDS=1-8874
2818	OG0002818	YLR088W	augustus_masked-chrXII-processed-gene-3.48-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-3.48&CDS=1-1842
2819	OG0002819	YLR094C	augustus_masked-chrXII-processed-gene-3.61-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-3.61&CDS=1-2238
2820	OG0002820	YLR095C	augustus_masked-chrXII-processed-gene-3.62-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-3.62&CDS=1-2421
2821	OG0002821	YLR098C	augustus_masked-chrXII-processed-gene-3.63-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-3.63&CDS=1-3066
2822	OG0002822	YLR099C	augustus_masked-chrXII-processed-gene-3.64-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-3.64&CDS=1-1182
2823	OG0002823	YLR100W	maker-chrXII-augustus-gene-3.5-mRNA-1_1&gene=maker-chrXII-augustus-gene-3.5&CDS=1-1305
2824	OG0002824	YLR103C	maker-chrXII-augustus-gene-3.6-mRNA-1_1&gene=maker-chrXII-augustus-gene-3.6&CDS=1-2799
2825	OG0002825	YLR104W	augustus_masked-chrXII-processed-gene-3.52-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-3.52&CDS=1-393
2826	OG0002826	YLR105C	augustus_masked-chrXII-processed-gene-3.66-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-3.66&CDS=1-1131
2827	OG0002827	YLR106C	augustus_masked-chrXII-processed-gene-3.67-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-3.67&CDS=1-14724
2828	OG0002828	YLR107W	augustus_masked-chrXII-processed-gene-3.53-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-3.53&CDS=1-1197
2829	OG0002829	YLR108C	augustus_masked-chrXII-processed-gene-3.68-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-3.68&CDS=1-1452
2830	OG0002830	YLR109W	augustus_masked-chrXII-processed-gene-3.55-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-3.55&CDS=1-528
2831	OG0002831	YLR113W	augustus_masked-chrXII-processed-gene-3.56-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-3.56&CDS=1-1293
2832	OG0002832	YLR114C	augustus_masked-chrXII-processed-gene-3.70-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-3.70&CDS=1-2217
2833	OG0002833	YLR115W	augustus_masked-chrXII-processed-gene-3.57-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-3.57&CDS=1-2586
2834	OG0002834	YLR116W	augustus_masked-chrXII-processed-gene-3.58-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-3.58&CDS=1-1410
2835	OG0002835	YLR117C	snap_masked-chrXII-processed-gene-4.4-mRNA-1_1&gene=snap_masked-chrXII-processed-gene-4.4&CDS=1-2745
2836	OG0002836	YLR119W	augustus_masked-chrXII-processed-gene-4.98-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-4.98&CDS=1-549
2837	OG0002837	YLR125W	augustus_masked-chrXII-processed-gene-4.99-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-4.99&CDS=1-369
2838	OG0002838	YLR127C	augustus_masked-chrXII-processed-gene-4.116-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-4.116&CDS=1-3243
2839	OG0002839	YLR128W	augustus_masked-chrXII-processed-gene-4.102-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-4.102&CDS=1-798
2840	OG0002840	YLR129W	augustus_masked-chrXII-processed-gene-4.103-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-4.103&CDS=1-2829
2841	OG0002841	YLR130C	genemark-chrXII-processed-gene-4.77-mRNA-1_1&gene=genemark-chrXII-processed-gene-4.77&CDS=1-1260
2842	OG0002842	YLR131C	snap_masked-chrXII-processed-gene-4.25-mRNA-1_1&gene=snap_masked-chrXII-processed-gene-4.25&CDS=1-2340
2843	OG0002843	YLR132C	snap_masked-chrXII-processed-gene-4.26-mRNA-1_1&gene=snap_masked-chrXII-processed-gene-4.26&CDS=1-888
2844	OG0002844	YLR133W	augustus_masked-chrXII-processed-gene-4.104-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-4.104&CDS=1-1746
2845	OG0002845	YLR135W	augustus_masked-chrXII-processed-gene-4.106-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-4.106&CDS=1-2280
2846	OG0002846	YLR136C	augustus_masked-chrXII-processed-gene-4.118-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-4.118&CDS=1-867
2847	OG0002847	YLR138W	genemark-chrXII-processed-gene-4.64-mRNA-1_1&gene=genemark-chrXII-processed-gene-4.64&CDS=1-3972
2848	OG0002848	YLR139C	augustus_masked-chrXII-processed-gene-4.119-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-4.119&CDS=1-1917
2849	OG0002849	YLR141W	maker-chrXII-snap-gene-4.53-mRNA-1_1&gene=maker-chrXII-snap-gene-4.53&CDS=1-696
2850	OG0002850	YLR142W	augustus_masked-chrXII-processed-gene-4.109-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-4.109&CDS=1-1437
2851	OG0002851	YLR143W	snap_masked-chrXII-processed-gene-4.12-mRNA-1_1&gene=snap_masked-chrXII-processed-gene-4.12&CDS=1-2061
2852	OG0002852	YLR144C	augustus_masked-chrXII-processed-gene-4.120-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-4.120&CDS=1-2331
2853	OG0002853	YLR145W	augustus_masked-chrXII-processed-gene-4.111-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-4.111&CDS=1-603
2854	OG0002854	YLR146C	snap_masked-chrXII-processed-gene-4.32-mRNA-1_1&gene=snap_masked-chrXII-processed-gene-4.32&CDS=1-900
2855	OG0002855	YLR146W-A	snap_masked-chrXII-processed-gene-4.15-mRNA-1_1&gene=snap_masked-chrXII-processed-gene-4.15&CDS=1-183
2856	OG0002856	YLR147C	snap_masked-chrXII-processed-gene-4.33-mRNA-1_1&gene=snap_masked-chrXII-processed-gene-4.33&CDS=1-297
2857	OG0002857	YLR148W	augustus_masked-chrXII-processed-gene-4.112-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-4.112&CDS=1-2757
2858	OG0002858	YLR149C	augustus_masked-chrXII-processed-gene-4.122-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-4.122&CDS=1-2193
2859	OG0002859	YLR150W	augustus_masked-chrXII-processed-gene-4.113-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-4.113&CDS=1-867
2860	OG0002860	YLR152C	maker-chrXII-augustus-gene-4.51-mRNA-1_1&gene=maker-chrXII-augustus-gene-4.51&CDS=1-2646
2861	OG0002861	YLR153C	augustus_masked-chrXII-processed-gene-4.124-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-4.124&CDS=1-2049
2862	OG0002862	YLR154C	augustus_masked-chrXII-processed-gene-4.125-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-4.125&CDS=1-327
2863	OG0002863	YLR163C	augustus_masked-chrXII-processed-gene-4.126-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-4.126&CDS=1-1386
2864	OG0002864	YLR164W	snap_masked-chrXII-processed-gene-4.19-mRNA-1_1&gene=snap_masked-chrXII-processed-gene-4.19&CDS=1-525
2865	OG0002865	YLR165C	augustus_masked-chrXII-processed-gene-4.127-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-4.127&CDS=1-759
2866	OG0002866	YLR166C	augustus_masked-chrXII-processed-gene-4.128-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-4.128&CDS=1-2613
2867	OG0002867	YLR168C	augustus_masked-chrXII-processed-gene-4.129-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-4.129&CDS=1-1134
2868	OG0002868	YLR172C	augustus_masked-chrXII-processed-gene-4.130-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-4.130&CDS=1-900
2869	OG0002869	YLR175W	augustus_masked-chrXII-processed-gene-4.115-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-4.115&CDS=1-1443
2870	OG0002870	YLR176C	augustus_masked-chrXII-processed-gene-4.131-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-4.131&CDS=1-2307
2871	OG0002871	YLR177W	augustus_masked-chrXII-processed-gene-5.59-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-5.59&CDS=1-1872
2872	OG0002872	YLR178C	maker-chrXII-snap-gene-5.1-mRNA-1_1&gene=maker-chrXII-snap-gene-5.1&CDS=1-1230
2873	OG0002873	YLR181C	augustus_masked-chrXII-processed-gene-5.64-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-5.64&CDS=1-1035
2874	OG0002874	YLR182W	augustus_masked-chrXII-processed-gene-5.61-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-5.61&CDS=1-2412
2875	OG0002875	YLR183C	augustus_masked-chrXII-processed-gene-5.65-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-5.65&CDS=1-1491
2876	OG0002876	YLR185W	maker-chrXII-snap-gene-5.0-mRNA-1_1&gene=maker-chrXII-snap-gene-5.0&CDS=1-264
2877	OG0002877	YLR186W	augustus_masked-chrXII-processed-gene-5.67-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-5.67&CDS=1-756
2878	OG0002878	YLR187W	augustus_masked-chrXII-processed-gene-5.68-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-5.68&CDS=1-3069
2879	OG0002879	YLR188W	augustus_masked-chrXII-processed-gene-5.69-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-5.69&CDS=1-2067
2880	OG0002880	YLR189C	augustus_masked-chrXII-processed-gene-5.82-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-5.82&CDS=1-3570
2881	OG0002881	YLR190W	augustus_masked-chrXII-processed-gene-5.70-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-5.70&CDS=1-1482
2882	OG0002882	YLR191W	snap_masked-chrXII-processed-gene-5.22-mRNA-1_1&gene=snap_masked-chrXII-processed-gene-5.22&CDS=1-1155
2883	OG0002883	YLR192C	augustus_masked-chrXII-processed-gene-5.83-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-5.83&CDS=1-795
2884	OG0002884	YLR195C	augustus_masked-chrXII-processed-gene-5.84-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-5.84&CDS=1-2490
2885	OG0002885	YLR196W	augustus_masked-chrXII-processed-gene-5.72-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-5.72&CDS=1-1758
2886	OG0002886	YLR197W	augustus_masked-chrXII-processed-gene-5.73-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-5.73&CDS=1-1515
2887	OG0002887	YLR199C	maker-chrXII-augustus-gene-5.5-mRNA-1_1&gene=maker-chrXII-augustus-gene-5.5&CDS=1-831
2888	OG0002888	YLR200W	augustus_masked-chrXII-processed-gene-5.74-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-5.74&CDS=1-342
2889	OG0002889	YLR201C	genemark-chrXII-processed-gene-5.133-mRNA-1_1&gene=genemark-chrXII-processed-gene-5.133&CDS=1-780
2890	OG0002890	YLR203C	snap_masked-chrXII-processed-gene-5.45-mRNA-1_1&gene=snap_masked-chrXII-processed-gene-5.45&CDS=1-1308
2891	OG0002891	YLR205C	snap_masked-chrXII-processed-gene-5.46-mRNA-1_1&gene=snap_masked-chrXII-processed-gene-5.46&CDS=1-954
2892	OG0002892	YLR207W	augustus_masked-chrXII-processed-gene-5.75-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-5.75&CDS=1-5259
2893	OG0002893	YLR209C	augustus_masked-chrXII-processed-gene-5.87-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-5.87&CDS=1-933
2894	OG0002894	YLR210W	augustus_masked-chrXII-processed-gene-5.76-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-5.76&CDS=1-1362
2895	OG0002895	YLR211C	maker-chrXII-augustus-gene-5.6-mRNA-1_1&gene=maker-chrXII-augustus-gene-5.6&CDS=1-678
2896	OG0002896	YLR212C	maker-chrXII-augustus-gene-5.7-mRNA-1_1&gene=maker-chrXII-augustus-gene-5.7&CDS=1-2691
2897	OG0002897	YLR216C	maker-chrXII-augustus-gene-5.8-mRNA-1_1&gene=maker-chrXII-augustus-gene-5.8&CDS=1-2232
2898	OG0002898	YLR218C	augustus_masked-chrXII-processed-gene-5.91-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-5.91&CDS=1-288
2899	OG0002899	YLR219W	snap_masked-chrXII-processed-gene-5.33-mRNA-1_1&gene=snap_masked-chrXII-processed-gene-5.33&CDS=1-2244
2900	OG0002900	YLR220W	snap_masked-chrXII-processed-gene-5.34-mRNA-1_1&gene=snap_masked-chrXII-processed-gene-5.34&CDS=1-966
2901	OG0002901	YLR221C	augustus_masked-chrXII-processed-gene-5.92-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-5.92&CDS=1-669
2902	OG0002902	YLR222C	augustus_masked-chrXII-processed-gene-5.93-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-5.93&CDS=1-2454
2903	OG0002903	YLR223C	augustus_masked-chrXII-processed-gene-5.94-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-5.94&CDS=1-3273
2904	OG0002904	YLR224W	augustus_masked-chrXII-processed-gene-5.78-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-5.78&CDS=1-1107
2905	OG0002905	YLR225C	augustus_masked-chrXII-processed-gene-5.95-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-5.95&CDS=1-1224
2906	OG0002906	YLR226W	augustus_masked-chrXII-processed-gene-5.79-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-5.79&CDS=1-1185
2907	OG0002907	YLR227C	snap_masked-chrXII-processed-gene-5.54-mRNA-1_1&gene=snap_masked-chrXII-processed-gene-5.54&CDS=1-1479
2908	OG0002908	YLR228C	augustus_masked-chrXII-processed-gene-5.97-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-5.97&CDS=1-2448
2909	OG0002909	YLR229C	augustus_masked-chrXII-processed-gene-5.98-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-5.98&CDS=1-573
2910	OG0002910	YLR231C	augustus_masked-chrXII-processed-gene-5.99-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-5.99&CDS=1-1359
2911	OG0002911	YLR233C	augustus_masked-chrXII-processed-gene-5.100-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-5.100&CDS=1-2076
2912	OG0002912	YLR234W	augustus_masked-chrXII-processed-gene-5.80-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-5.80&CDS=1-1962
2913	OG0002913	YLR238W	augustus_masked-chrXII-processed-gene-6.0-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-6.0&CDS=1-1437
2914	OG0002914	YLR239C	augustus_masked-chrXII-processed-gene-6.3-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-6.3&CDS=1-894
2915	OG0002915	YLR240W	augustus_masked-chrXII-processed-gene-6.1-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-6.1&CDS=1-4929
2916	OG0002916	YLR243W	snap_masked-chrXII-processed-gene-6.83-mRNA-1_1&gene=snap_masked-chrXII-processed-gene-6.83&CDS=1-816
2917	OG0002917	YLR244C	maker-chrXII-augustus-gene-6.75-mRNA-1_1&gene=maker-chrXII-augustus-gene-6.75&CDS=1-1461
2918	OG0002918	YLR246W	genemark-chrXII-processed-gene-6.37-mRNA-1_1&gene=genemark-chrXII-processed-gene-6.37&CDS=1-1068
2919	OG0002919	YLR247C	augustus_masked-chrXII-processed-gene-6.22-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-6.22&CDS=1-4653
2920	OG0002920	YLR248W	augustus_masked-chrXII-processed-gene-6.4-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-6.4&CDS=1-1827
2921	OG0002921	YLR250W	augustus_masked-chrXII-processed-gene-6.6-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-6.6&CDS=1-702
2922	OG0002922	YLR251W	augustus_masked-chrXII-processed-gene-6.7-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-6.7&CDS=1-591
2923	OG0002923	YLR253W	augustus_masked-chrXII-processed-gene-6.8-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-6.8&CDS=1-1707
2924	OG0002924	YLR254C	augustus_masked-chrXII-processed-gene-6.23-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-6.23&CDS=1-564
2925	OG0002925	YLR256W	augustus_masked-chrXII-processed-gene-6.9-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-6.9&CDS=1-4485
2926	OG0002926	YLR257W	augustus_masked-chrXII-processed-gene-6.10-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-6.10&CDS=1-963
2927	OG0002927	YLR259C	augustus_masked-chrXII-processed-gene-6.24-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-6.24&CDS=1-1719
2928	OG0002928	YLR262C	snap_masked-chrXII-processed-gene-6.111-mRNA-1_1&gene=snap_masked-chrXII-processed-gene-6.111&CDS=1-645
2929	OG0002929	YLR262C-A	snap_masked-chrXII-processed-gene-6.112-mRNA-1_1&gene=snap_masked-chrXII-processed-gene-6.112&CDS=1-192
2930	OG0002930	YLR263W	augustus_masked-chrXII-processed-gene-6.13-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-6.13&CDS=1-2523
2931	OG0002931	YLR264W	augustus_masked-chrXII-processed-gene-6.14-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-6.14&CDS=1-201
2932	OG0002932	YLR266C	augustus_masked-chrXII-processed-gene-6.26-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-6.26&CDS=1-3231
2933	OG0002933	YLR272C	augustus_masked-chrXII-processed-gene-6.27-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-6.27&CDS=1-3546
2934	OG0002934	YLR273C	augustus_masked-chrXII-processed-gene-6.28-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-6.28&CDS=1-2016
2935	OG0002935	YLR274W	snap_masked-chrXII-processed-gene-6.101-mRNA-1_1&gene=snap_masked-chrXII-processed-gene-6.101&CDS=1-2325
2936	OG0002936	YLR275W	snap_masked-chrXII-processed-gene-6.102-mRNA-1_1&gene=snap_masked-chrXII-processed-gene-6.102&CDS=1-330
2937	OG0002937	YLR277C	maker-chrXII-augustus-gene-6.78-mRNA-1_1&gene=maker-chrXII-augustus-gene-6.78&CDS=1-4119
2938	OG0002938	YLR278C	genemark-chrXII-processed-gene-6.69-mRNA-1_1&gene=genemark-chrXII-processed-gene-6.69&CDS=1-3939
2939	OG0002939	YLR283W	augustus_masked-chrXII-processed-gene-6.17-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-6.17&CDS=1-816
2940	OG0002940	YLR284C	genemark-chrXII-processed-gene-6.70-mRNA-1_1&gene=genemark-chrXII-processed-gene-6.70&CDS=1-837
2941	OG0002941	YLR285W	augustus_masked-chrXII-processed-gene-6.18-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-6.18&CDS=1-783
2942	OG0002942	YLR286C	augustus_masked-chrXII-processed-gene-6.31-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-6.31&CDS=1-1620
2943	OG0002943	YLR287C	snap_masked-chrXII-processed-gene-6.120-mRNA-1_1&gene=snap_masked-chrXII-processed-gene-6.120&CDS=1-1065
2944	OG0002944	YLR288C	snap_masked-chrXII-processed-gene-6.121-mRNA-1_1&gene=snap_masked-chrXII-processed-gene-6.121&CDS=1-1593
2945	OG0002945	YLR289W	augustus_masked-chrXII-processed-gene-6.19-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-6.19&CDS=1-1935
2946	OG0002946	YLR291C	maker-chrXII-augustus-gene-7.51-mRNA-1_1&gene=maker-chrXII-augustus-gene-7.51&CDS=1-1989
