	OrthologID	Saccharomyces_cerevisiae	Zygosaccharomyces_rouxii
1793	OG0001793	YHL038C	snap_masked-Zyro0G-processed-gene-6.93-mRNA-1_1&gene=snap_masked-Zyro0G-processed-gene-6.93&CDS=1-1893
1794	OG0001794	YHL039W	augustus_masked-Zyro0G-processed-gene-6.47-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-6.47&CDS=1-2898
1795	OG0001795	YHL040C	augustus_masked-Zyro0G-processed-gene-5.48-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-5.48&CDS=1-2121
1796	OG0001796	YHR002W	augustus_masked-Zyro0B-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-1.136&CDS=1-1095
1797	OG0001797	YHR004C	augustus_masked-Zyro0B-processed-gene-1.160-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-1.160&CDS=1-1008
1798	OG0001798	YHR005C	maker-Zyro0E-augustus-gene-0.38-mRNA-1_1&gene=maker-Zyro0E-augustus-gene-0.38&CDS=1-1818
1799	OG0001799	YHR007C	augustus_masked-Zyro0D-processed-gene-11.52-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-11.52&CDS=1-1590
1800	OG0001800	YHR008C	augustus_masked-Zyro0C-processed-gene-5.73-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-5.73&CDS=1-678
1801	OG0001801	YHR009C	genemark-Zyro0C-processed-gene-5.21-mRNA-1_1&gene=genemark-Zyro0C-processed-gene-5.21&CDS=1-1506
1802	OG0001802	YHR011W	genemark-Zyro0C-processed-gene-5.17-mRNA-1_1&gene=genemark-Zyro0C-processed-gene-5.17&CDS=1-2091
1803	OG0001803	YHR013C	augustus_masked-Zyro0C-processed-gene-5.67-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-5.67&CDS=1-645
1804	OG0001804	YHR017W	snap_masked-Zyro0G-processed-gene-0.31-mRNA-1_1&gene=snap_masked-Zyro0G-processed-gene-0.31&CDS=1-1077
1805	OG0001805	YHR018C	maker-Zyro0G-augustus-gene-0.0-mRNA-1_1&gene=maker-Zyro0G-augustus-gene-0.0&CDS=1-2988
1806	OG0001806	YHR020W	augustus_masked-Zyro0G-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-0.97&CDS=1-2043
1807	OG0001807	YHR024C	genemark-Zyro0C-processed-gene-8.93-mRNA-1_1&gene=genemark-Zyro0C-processed-gene-8.93&CDS=1-1455
1808	OG0001808	YHR025W	augustus_masked-Zyro0G-processed-gene-13.58-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-13.58&CDS=1-1752
1809	OG0001809	YHR027C	augustus_masked-Zyro0G-processed-gene-13.73-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-13.73&CDS=1-2964
1810	OG0001810	YHR028C	maker-Zyro0G-augustus-gene-13.98-mRNA-1_1&gene=maker-Zyro0G-augustus-gene-13.98&CDS=1-3819
1811	OG0001811	YHR029C	augustus_masked-Zyro0G-processed-gene-12.9-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-12.9&CDS=1-831
1812	OG0001812	YHR031C	genemark-Zyro0G-processed-gene-13.30-mRNA-1_1&gene=genemark-Zyro0G-processed-gene-13.30&CDS=1-1926
1813	OG0001813	YHR032W	augustus_masked-Zyro0G-processed-gene-13.59-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-13.59&CDS=1-1797
1814	OG0001814	YHR034C	genemark-Zyro0C-processed-gene-10.137-mRNA-1_1&gene=genemark-Zyro0C-processed-gene-10.137&CDS=1-836
1815	OG0001815	YHR035W	augustus_masked-Zyro0G-processed-gene-14.61-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-14.61&CDS=1-1941
1816	OG0001816	YHR036W	augustus_masked-Zyro0G-processed-gene-14.58-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-14.58&CDS=1-1389
1817	OG0001817	YHR037W	augustus_masked-Zyro0G-processed-gene-13.91-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-13.91&CDS=1-1731
1818	OG0001818	YHR038W	augustus_masked-Zyro0G-processed-gene-13.89-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-13.89&CDS=1-729
1819	OG0001819	YHR039C	maker-Zyro0G-augustus-gene-13.96-mRNA-1_1&gene=maker-Zyro0G-augustus-gene-13.96&CDS=1-1965
1820	OG0001820	YHR039C-A	maker-Zyro0G-augustus-gene-13.95-mRNA-1_1&gene=maker-Zyro0G-augustus-gene-13.95&CDS=1-339
1821	OG0001821	YHR040W	augustus_masked-Zyro0G-processed-gene-13.88-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-13.88&CDS=1-1092
1822	OG0001822	YHR042W	augustus_masked-Zyro0G-processed-gene-13.84-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-13.84&CDS=1-4791
1823	OG0001823	YHR045W	augustus_masked-Zyro0G-processed-gene-13.82-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-13.82&CDS=1-1671
1824	OG0001824	YHR046C	augustus_masked-Zyro0G-processed-gene-13.62-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-13.62&CDS=1-888
1825	OG0001825	YHR048W	augustus_masked-Zyro0G-processed-gene-13.81-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-13.81&CDS=1-1641
1826	OG0001826	YHR049W	augustus_masked-Zyro0G-processed-gene-13.80-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-13.80&CDS=1-702
1827	OG0001827	YHR051W	augustus_masked-Zyro0G-processed-gene-13.77-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-13.77&CDS=1-459
1828	OG0001828	YHR052W	augustus_masked-Zyro0G-processed-gene-13.76-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-13.76&CDS=1-1365
1829	OG0001829	YHR058C	augustus_masked-Zyro0C-processed-gene-11.5-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-11.5&CDS=1-798
1830	OG0001830	YHR059W	augustus_masked-Zyro0C-processed-gene-11.2-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-11.2&CDS=1-375
1831	OG0001831	YHR060W	augustus_masked-Zyro0C-processed-gene-11.8-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-11.8&CDS=1-495
1832	OG0001832	YHR062C	augustus_masked-Zyro0C-processed-gene-11.32-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-11.32&CDS=1-855
1833	OG0001833	YHR063C	augustus_masked-Zyro0C-processed-gene-11.34-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-11.34&CDS=1-1125
1834	OG0001834	YHR064C	augustus_masked-Zyro0C-processed-gene-11.35-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-11.35&CDS=1-1623
1835	OG0001835	YHR065C	augustus_masked-Zyro0C-processed-gene-11.36-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-11.36&CDS=1-1482
1836	OG0001836	YHR067W	augustus_masked-Zyro0C-processed-gene-11.11-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-11.11&CDS=1-810
1837	OG0001837	YHR068W	augustus_masked-Zyro0C-processed-gene-11.12-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-11.12&CDS=1-1167
1838	OG0001838	YHR069C	augustus_masked-Zyro0C-processed-gene-11.38-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-11.38&CDS=1-1089
1839	OG0001839	YHR070W	genemark-Zyro0C-processed-gene-11.72-mRNA-1_1&gene=genemark-Zyro0C-processed-gene-11.72&CDS=1-1470
1840	OG0001840	YHR071W	snap_masked-Zyro0C-processed-gene-11.131-mRNA-1_1&gene=snap_masked-Zyro0C-processed-gene-11.131&CDS=1-528
1841	OG0001841	YHR072W	augustus_masked-Zyro0D-processed-gene-8.142-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-8.142&CDS=1-2196
1842	OG0001842	YHR072W-A	snap_masked-Zyro0D-processed-gene-8.27-mRNA-1_1&gene=snap_masked-Zyro0D-processed-gene-8.27&CDS=1-192
1843	OG0001843	YHR073W	augustus_masked-Zyro0D-processed-gene-9.33-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-9.33&CDS=1-2907
1844	OG0001844	YHR074W	augustus_masked-Zyro0D-processed-gene-9.31-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-9.31&CDS=1-2142
1845	OG0001845	YHR075C	augustus_masked-Zyro0D-processed-gene-9.8-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-9.8&CDS=1-1149
1846	OG0001846	YHR076W	augustus_masked-Zyro0D-processed-gene-9.6-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-9.6&CDS=1-1086
1847	OG0001847	YHR077C	maker-Zyro0D-snap-gene-9.98-mRNA-1_1&gene=maker-Zyro0D-snap-gene-9.98&CDS=1-4662
1848	OG0001848	YHR078W	augustus_masked-Zyro0D-processed-gene-8.168-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-8.168&CDS=1-1584
1849	OG0001849	YHR079C	augustus_masked-Zyro0D-processed-gene-8.149-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-8.149&CDS=1-3456
1850	OG0001850	YHR079C-A	maker-Zyro0D-augustus-gene-8.57-mRNA-1_1&gene=maker-Zyro0D-augustus-gene-8.57&CDS=1-279
1851	OG0001851	YHR082C	augustus_masked-Zyro0D-processed-gene-8.143-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-8.143&CDS=1-2649
1852	OG0001852	YHR083W	snap_masked-Zyro0D-processed-gene-9.108-mRNA-1_1&gene=snap_masked-Zyro0D-processed-gene-9.108&CDS=1-966
1853	OG0001853	YHR084W	snap_masked-Zyro0D-processed-gene-9.109-mRNA-1_1&gene=snap_masked-Zyro0D-processed-gene-9.109&CDS=1-2361
1854	OG0001854	YHR085W	augustus_masked-Zyro0D-processed-gene-9.10-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-9.10&CDS=1-948
1855	OG0001855	YHR086W	snap_masked-Zyro0A-processed-gene-5.131-mRNA-1_1&gene=snap_masked-Zyro0A-processed-gene-5.131&CDS=1-1662
1856	OG0001856	YHR087W	augustus_masked-Zyro0A-processed-gene-5.42-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-5.42&CDS=1-306
1857	OG0001857	YHR088W	augustus_masked-Zyro0A-processed-gene-5.41-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-5.41&CDS=1-879
1858	OG0001858	YHR089C	augustus_masked-Zyro0A-processed-gene-5.24-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-5.24&CDS=1-609
1859	OG0001859	YHR098C	augustus_masked-Zyro0A-processed-gene-5.17-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-5.17&CDS=1-2838
1860	OG0001860	YHR099W	augustus_masked-Zyro0A-processed-gene-5.36-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-5.36&CDS=1-11247
1861	OG0001861	YHR100C	augustus_masked-Zyro0A-processed-gene-5.15-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-5.15&CDS=1-501
1862	OG0001862	YHR101C	augustus_masked-Zyro0A-processed-gene-5.14-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-5.14&CDS=1-1002
1863	OG0001863	YHR102W	genemark-Zyro0A-processed-gene-5.79-mRNA-1_1&gene=genemark-Zyro0A-processed-gene-5.79&CDS=1-2826
1864	OG0001864	YHR103W	augustus_masked-Zyro0A-processed-gene-5.34-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-5.34&CDS=1-2544
1865	OG0001865	YHR104W	augustus_masked-Zyro0A-processed-gene-5.32-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-5.32&CDS=1-981
1866	OG0001866	YHR105W	augustus_masked-Zyro0A-processed-gene-5.31-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-5.31&CDS=1-498
1867	OG0001867	YHR108W	augustus_masked-Zyro0F-processed-gene-7.67-mRNA-1_1&gene=augustus_masked-Zyro0F-processed-gene-7.67&CDS=1-1728
1868	OG0001868	YHR109W	snap_masked-Zyro0F-processed-gene-8.99-mRNA-1_1&gene=snap_masked-Zyro0F-processed-gene-8.99&CDS=1-1722
1869	OG0001869	YHR110W	genemark-Zyro0F-processed-gene-8.50-mRNA-1_1&gene=genemark-Zyro0F-processed-gene-8.50&CDS=1-636
1870	OG0001870	YHR111W	genemark-Zyro0F-processed-gene-8.51-mRNA-1_1&gene=genemark-Zyro0F-processed-gene-8.51&CDS=1-1308
1871	OG0001871	YHR113W	augustus_masked-Zyro0F-processed-gene-8.7-mRNA-1_1&gene=augustus_masked-Zyro0F-processed-gene-8.7&CDS=1-1482
1872	OG0001872	YHR114W	augustus_masked-Zyro0B-processed-gene-12.117-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-12.117&CDS=1-1977
1873	OG0001873	YHR116W	augustus_masked-Zyro0G-processed-gene-5.30-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-5.30&CDS=1-336
1874	OG0001874	YHR118C	augustus_masked-Zyro0G-processed-gene-5.12-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-5.12&CDS=1-1272
1875	OG0001875	YHR120W	genemark-Zyro0G-processed-gene-5.77-mRNA-1_1&gene=genemark-Zyro0G-processed-gene-5.77&CDS=1-5790
1876	OG0001876	YHR121W	augustus_masked-Zyro0G-processed-gene-5.10-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-5.10&CDS=1-564
1877	OG0001877	YHR122W	augustus_masked-Zyro0G-processed-gene-5.9-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-5.9&CDS=1-675
1878	OG0001878	YHR124W	augustus_masked-Zyro0G-processed-gene-4.49-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-4.49&CDS=1-2100
1879	OG0001879	YHR127W	augustus_masked-Zyro0G-processed-gene-4.41-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-4.41&CDS=1-573
1880	OG0001880	YHR128W	augustus_masked-Zyro0G-processed-gene-4.38-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-4.38&CDS=1-648
1881	OG0001881	YHR132C	genemark-Zyro0G-processed-gene-4.62-mRNA-1_1&gene=genemark-Zyro0G-processed-gene-4.62&CDS=1-1275
1882	OG0001882	YHR132W-A	augustus_masked-Zyro0G-processed-gene-4.37-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-4.37&CDS=1-369
1883	OG0001883	YHR134W	augustus_masked-Zyro0G-processed-gene-4.36-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-4.36&CDS=1-1296
1884	OG0001884	YHR137W	maker-Zyro0G-augustus-gene-4.154-mRNA-1_1&gene=maker-Zyro0G-augustus-gene-4.154&CDS=1-1854
1885	OG0001885	YHR138C	augustus_masked-Zyro0G-processed-gene-4.13-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-4.13&CDS=1-303
1886	OG0001886	YHR140W	augustus_masked-Zyro0G-processed-gene-4.33-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-4.33&CDS=1-816
1887	OG0001887	YHR142W	augustus_masked-Zyro0G-processed-gene-4.32-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-4.32&CDS=1-942
1888	OG0001888	YHR143W	maker-Zyro0G-snap-gene-4.101-mRNA-1_1&gene=maker-Zyro0G-snap-gene-4.101&CDS=1-936
1889	OG0001889	YHR143W-A	snap_masked-Zyro0G-processed-gene-4.130-mRNA-1_1&gene=snap_masked-Zyro0G-processed-gene-4.130&CDS=1-210
1890	OG0001890	YHR144C	augustus_masked-Zyro0G-processed-gene-4.7-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-4.7&CDS=1-930
1891	OG0001891	YHR147C	augustus_masked-Zyro0B-processed-gene-12.105-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-12.105&CDS=1-642
1892	OG0001892	YHR148W	augustus_masked-Zyro0B-processed-gene-12.147-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-12.147&CDS=1-552
1893	OG0001893	YHR150W	snap_masked-Zyro0B-processed-gene-12.250-mRNA-1_1&gene=snap_masked-Zyro0B-processed-gene-12.250&CDS=1-1599
1894	OG0001894	YHR151C	genemark-Zyro0B-processed-gene-12.11-mRNA-1_1&gene=genemark-Zyro0B-processed-gene-12.11&CDS=1-1539
1895	OG0001895	YHR154W	snap_masked-Zyro0B-processed-gene-12.246-mRNA-1_1&gene=snap_masked-Zyro0B-processed-gene-12.246&CDS=1-3486
1896	OG0001896	YHR156C	augustus_masked-Zyro0F-processed-gene-13.117-mRNA-1_1&gene=augustus_masked-Zyro0F-processed-gene-13.117&CDS=1-1032
1897	OG0001897	YHR158C	augustus_masked-Zyro0B-processed-gene-6.17-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-6.17&CDS=1-3879
1898	OG0001898	YHR159W	augustus_masked-Zyro0B-processed-gene-6.39-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-6.39&CDS=1-1266
1899	OG0001899	YHR161C	snap_masked-Zyro0F-processed-gene-11.36-mRNA-1_1&gene=snap_masked-Zyro0F-processed-gene-11.36&CDS=1-2061
1900	OG0001900	YHR164C	snap_masked-Zyro0C-processed-gene-9.3-mRNA-1_1&gene=snap_masked-Zyro0C-processed-gene-9.3&CDS=1-4530
1901	OG0001901	YHR165C	maker-Zyro0C-snap-gene-9.49-mRNA-1_1&gene=maker-Zyro0C-snap-gene-9.49&CDS=1-7995
1902	OG0001902	YHR166C	augustus_masked-Zyro0C-processed-gene-9.119-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-9.119&CDS=1-1884
1903	OG0001903	YHR167W	augustus_masked-Zyro0C-processed-gene-9.94-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-9.94&CDS=1-801
1904	OG0001904	YHR169W	maker-Zyro0C-snap-gene-9.46-mRNA-1_1&gene=maker-Zyro0C-snap-gene-9.46&CDS=1-2913
1905	OG0001905	YHR170W	maker-Zyro0C-augustus-gene-9.43-mRNA-1_1&gene=maker-Zyro0C-augustus-gene-9.43&CDS=1-3378
1906	OG0001906	YHR172W	augustus_masked-Zyro0C-processed-gene-9.100-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-9.100&CDS=1-2310
1907	OG0001907	YHR175W	augustus_masked-Zyro0C-processed-gene-9.102-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-9.102&CDS=1-492
1908	OG0001908	YHR176W	augustus_masked-Zyro0C-processed-gene-9.103-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-9.103&CDS=1-1293
1909	OG0001909	YHR178W	augustus_masked-Zyro0C-processed-gene-9.104-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-9.104&CDS=1-1911
1910	OG0001910	YHR181W	augustus_masked-Zyro0D-processed-gene-6.141-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-6.141&CDS=1-672
1911	OG0001911	YHR184W	augustus_masked-Zyro0D-processed-gene-6.139-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-6.139&CDS=1-1497
1912	OG0001912	YHR185C	snap_masked-Zyro0D-processed-gene-6.29-mRNA-1_1&gene=snap_masked-Zyro0D-processed-gene-6.29&CDS=1-831
1913	OG0001913	YHR186C	augustus_masked-Zyro0D-processed-gene-6.125-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-6.125&CDS=1-4575
1914	OG0001914	YHR187W	augustus_masked-Zyro0D-processed-gene-6.138-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-6.138&CDS=1-906
1915	OG0001915	YHR188C	augustus_masked-Zyro0D-processed-gene-6.124-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-6.124&CDS=1-2034
1916	OG0001916	YHR189W	augustus_masked-Zyro0A-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-0.76&CDS=1-573
1917	OG0001917	YHR190W	augustus_masked-Zyro0A-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-0.75&CDS=1-1317
1918	OG0001918	YHR191C	augustus_masked-Zyro0B-processed-gene-6.42-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-6.42&CDS=1-381
1919	OG0001919	YHR192W	genemark-Zyro0B-processed-gene-6.74-mRNA-1_1&gene=genemark-Zyro0B-processed-gene-6.74&CDS=1-744
1920	OG0001920	YHR193C	augustus_masked-Zyro0B-processed-gene-6.43-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-6.43&CDS=1-516
1921	OG0001921	YHR194W	augustus_masked-Zyro0B-processed-gene-6.21-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-6.21&CDS=1-1698
1922	OG0001922	YHR195W	snap_masked-Zyro0B-processed-gene-6.126-mRNA-1_1&gene=snap_masked-Zyro0B-processed-gene-6.126&CDS=1-882
1923	OG0001923	YHR196W	genemark-Zyro0B-processed-gene-6.78-mRNA-1_1&gene=genemark-Zyro0B-processed-gene-6.78&CDS=1-1653
1924	OG0001924	YHR197W	augustus_masked-Zyro0B-processed-gene-6.25-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-6.25&CDS=1-2253
1925	OG0001925	YHR198C	augustus_masked-Zyro0B-processed-gene-6.47-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-6.47&CDS=1-936
1926	OG0001926	YHR200W	augustus_masked-Zyro0B-processed-gene-6.26-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-6.26&CDS=1-819
1927	OG0001927	YHR201C	snap_masked-Zyro0B-processed-gene-7.9-mRNA-1_1&gene=snap_masked-Zyro0B-processed-gene-7.9&CDS=1-1146
1928	OG0001928	YHR202W	augustus_masked-Zyro0G-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-0.95&CDS=1-1800
1929	OG0001929	YHR204W	augustus_masked-Zyro0G-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-0.94&CDS=1-2436
1930	OG0001930	YHR205W	genemark-Zyro0G-processed-gene-0.61-mRNA-1_1&gene=genemark-Zyro0G-processed-gene-0.61&CDS=1-2361
1931	OG0001931	YHR206W	augustus_masked-Zyro0G-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-0.92&CDS=1-1941
1932	OG0001932	YHR207C	augustus_masked-Zyro0G-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-0.77&CDS=1-1455
1933	OG0001933	YIL001W	augustus_masked-Zyro0D-processed-gene-8.126-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-8.126&CDS=1-1536
1934	OG0001934	YIL002C	augustus_masked-Zyro0D-processed-gene-8.152-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-8.152&CDS=1-2823
1935	OG0001935	YIL003W	augustus_masked-Zyro0D-processed-gene-8.121-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-8.121&CDS=1-843
1936	OG0001936	YIL004C	augustus_masked-Zyro0D-processed-gene-8.123-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-8.123&CDS=1-393
1937	OG0001937	YIL005W	augustus_masked-Zyro0D-processed-gene-8.120-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-8.120&CDS=1-2106
1938	OG0001938	YIL006W	augustus_masked-Zyro0D-processed-gene-8.119-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-8.119&CDS=1-1056
1939	OG0001939	YIL007C	augustus_masked-Zyro0C-processed-gene-4.69-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-4.69&CDS=1-630
1940	OG0001940	YIL008W	augustus_masked-Zyro0C-processed-gene-4.56-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-4.56&CDS=1-297
1941	OG0001941	YIL010W	augustus_masked-Zyro0C-processed-gene-4.55-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-4.55&CDS=1-810
1942	OG0001942	YIL014W	augustus_masked-Zyro0G-processed-gene-3.34-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-3.34&CDS=1-1923
1943	OG0001943	YIL015W	genemark-Zyro0D-processed-gene-13.115-mRNA-1_1&gene=genemark-Zyro0D-processed-gene-13.115&CDS=1-1563
1944	OG0001944	YIL016W	augustus_masked-Zyro0D-processed-gene-13.43-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-13.43&CDS=1-507
1945	OG0001945	YIL019W	augustus_masked-Zyro0D-processed-gene-13.49-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-13.49&CDS=1-909
1946	OG0001946	YIL020C	augustus_masked-Zyro0D-processed-gene-13.8-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-13.8&CDS=1-771
1947	OG0001947	YIL021W	augustus_masked-Zyro0D-processed-gene-13.50-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-13.50&CDS=1-924
1948	OG0001948	YIL022W	augustus_masked-Zyro0D-processed-gene-13.51-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-13.51&CDS=1-1221
1949	OG0001949	YIL023C	augustus_masked-Zyro0D-processed-gene-13.56-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-13.56&CDS=1-1821
1950	OG0001950	YIL026C	augustus_masked-Zyro0D-processed-gene-13.55-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-13.55&CDS=1-3240
1951	OG0001951	YIL027C	augustus_masked-Zyro0D-processed-gene-13.54-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-13.54&CDS=1-420
1952	OG0001952	YIL030C	augustus_masked-Zyro0D-processed-gene-13.52-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-13.52&CDS=1-3903
1953	OG0001953	YIL031W	augustus_masked-Zyro0D-processed-gene-13.10-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-13.10&CDS=1-3126
1954	OG0001954	YIL033C	augustus_masked-Zyro0D-processed-gene-13.13-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-13.13&CDS=1-1356
1955	OG0001955	YIL034C	augustus_masked-Zyro0D-processed-gene-13.14-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-13.14&CDS=1-828
1956	OG0001956	YIL035C	augustus_masked-Zyro0D-processed-gene-13.15-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-13.15&CDS=1-1131
1957	OG0001957	YIL036W	snap_masked-Zyro0D-processed-gene-13.304-mRNA-1_1&gene=snap_masked-Zyro0D-processed-gene-13.304&CDS=1-981
1958	OG0001958	YIL038C	augustus_masked-Zyro0D-processed-gene-13.18-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-13.18&CDS=1-2487
1959	OG0001959	YIL040W	augustus_masked-Zyro0D-processed-gene-13.62-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-13.62&CDS=1-441
1960	OG0001960	YIL041W	augustus_masked-Zyro0D-processed-gene-13.63-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-13.63&CDS=1-1074
1961	OG0001961	YIL042C	augustus_masked-Zyro0D-processed-gene-13.20-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-13.20&CDS=1-1266
