	OrthologID	Priceomyces_haplophilus	Saccharomyces_cerevisiae
1399	OG0001399	-processed-gene-5.59-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-5.59&CDS=1-1068	YPL057C
1400	OG0001400	-processed-gene-5.78-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-5.78&CDS=1-915	YDR280W
1401	OG0001401	-processed-gene-5.79-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-5.79&CDS=1-945	YDR279W
1402	OG0001402	-processed-gene-5.34-mRNA-1_1&gene=augustus_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-5.34&CDS=1-915	YOL093W
1403	OG0001403	-processed-gene-5.13-mRNA-1_1&gene=augustus_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-5.13&CDS=1-1314	YDR173C
1404	OG0001404	-processed-gene-5.61-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-5.61&CDS=1-1398	YCL034W
1405	OG0001405	-processed-gene-5.87-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-5.87&CDS=1-414	YIL004C
1406	OG0001406	-processed-gene-5.63-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-5.63&CDS=1-930	YIL003W
1407	OG0001407	-processed-gene-5.134-mRNA-1_1&gene=genemark-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-5.134&CDS=1-630	YER002W
1408	OG0001408	-processed-gene-5.90-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-5.90&CDS=1-1320	YER003C
1409	OG0001409	-processed-gene-5.40-mRNA-1_1&gene=augustus_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-5.40&CDS=1-2187	YIL005W
1410	OG0001410	-processed-gene-5.64-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-5.64&CDS=1-483	YCR090C
1411	OG0001411	-processed-gene-5.65-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-5.65&CDS=1-996	YER053C
1412	OG0001412	-augustus-gene-5.45-mRNA-1_1&gene=maker-gi|1002316135|dbj|BCIF01000005.1|-augustus-gene-5.45&CDS=1-5061	YEL062W
1413	OG0001413	-processed-gene-5.68-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-5.68&CDS=1-396	YOL012C
1414	OG0001414	-processed-gene-5.69-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-5.69&CDS=1-1002	YGR101W
1415	OG0001415	-processed-gene-5.95-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-5.95&CDS=1-612	YFR001W
1416	OG0001416	-processed-gene-6.7-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-6.7&CDS=1-1338	YCL032W
1417	OG0001417	-processed-gene-6.109-mRNA-1_1&gene=genemark-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-6.109&CDS=1-2253	YDR324C
1418	OG0001418	-augustus-gene-6.5-mRNA-1_1&gene=maker-gi|1002316135|dbj|BCIF01000005.1|-augustus-gene-6.5&CDS=1-4647	YML008C
1419	OG0001419	-processed-gene-6.13-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-6.13&CDS=1-2340	YEL053C
1420	OG0001420	-processed-gene-6.113-mRNA-1_1&gene=genemark-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-6.113&CDS=1-1362	YML007W
1421	OG0001421	-processed-gene-6.15-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-6.15&CDS=1-1137	YHR068W
1422	OG0001422	-processed-gene-6.40-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-6.40&CDS=1-1278	YER020W
1423	OG0001423	-processed-gene-6.142-mRNA-1_1&gene=genemark-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-6.142&CDS=1-2088	YKL104C
1424	OG0001424	-processed-gene-6.18-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-6.18&CDS=1-1113	YDR282C
1425	OG0001425	-processed-gene-6.19-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-6.19&CDS=1-2370	YJR004C
1426	OG0001426	-processed-gene-6.21-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-6.21&CDS=1-2007	YMR108W
1427	OG0001427	-processed-gene-6.44-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-6.44&CDS=1-561	YLR221C
1428	OG0001428	-processed-gene-6.121-mRNA-1_1&gene=genemark-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-6.121&CDS=1-4080	YLR425W
1429	OG0001429	-snap-gene-6.57-mRNA-1_1&gene=maker-gi|1002316135|dbj|BCIF01000005.1|-snap-gene-6.57&CDS=1-747	YIR035C
1430	OG0001430	-processed-gene-6.79-mRNA-1_1&gene=augustus_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-6.79&CDS=1-1461	YKL024C
1431	OG0001431	-processed-gene-6.27-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-6.27&CDS=1-909	YLR220W
1432	OG0001432	-processed-gene-6.28-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-6.28&CDS=1-846	YGR132C
1433	OG0001433	-processed-gene-6.46-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-6.46&CDS=1-1470	YER078C
1434	OG0001434	-processed-gene-6.29-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-6.29&CDS=1-759	YGR135W
1435	OG0001435	-processed-gene-6.130-mRNA-1_1&gene=genemark-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-6.130&CDS=1-1866	YPR155C
1436	OG0001436	-processed-gene-6.48-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-6.48&CDS=1-1191	YER061C
1437	OG0001437	-processed-gene-6.32-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-6.32&CDS=1-2907	YDL149W
1438	OG0001438	-processed-gene-6.33-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-6.33&CDS=1-2397	YDL148C
1439	OG0001439	-processed-gene-6.53-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-6.53&CDS=1-663	YGR232W
1440	OG0001440	-processed-gene-6.34-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-6.34&CDS=1-1074	YDL193W
1441	OG0001441	-processed-gene-7.52-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-7.52&CDS=1-3201	YDL190C
1442	OG0001442	-processed-gene-7.49-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-7.49&CDS=1-609	YDL135C
1443	OG0001443	-processed-gene-7.50-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-7.50&CDS=1-1719	YHR151C
1444	OG0001444	-processed-gene-7.96-mRNA-1_1&gene=genemark-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-7.96&CDS=1-906	YGR231C
1445	OG0001445	-snap-gene-7.2-mRNA-1_1&gene=maker-gi|1002316135|dbj|BCIF01000005.1|-snap-gene-7.2&CDS=1-1638	YGR225W
1446	OG0001446	-processed-gene-7.56-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-7.56&CDS=1-1350	YGR227W
1447	OG0001447	-processed-gene-7.80-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-7.80&CDS=1-1371	YGR229C
1448	OG0001448	-processed-gene-7.61-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-7.61&CDS=1-1803	YGR216C
1449	OG0001449	-processed-gene-7.63-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-7.63&CDS=1-1653	YDR481C
1450	OG0001450	-snap-gene-7.1-mRNA-1_1&gene=maker-gi|1002316135|dbj|BCIF01000005.1|-snap-gene-7.1&CDS=1-2349	YGR149W
1451	OG0001451	-processed-gene-7.68-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-7.68&CDS=1-3366	YFR030W
1452	OG0001452	-processed-gene-7.69-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-7.69&CDS=1-1458	YDR169C
1453	OG0001453	-processed-gene-7.70-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-7.70&CDS=1-2370	YBR202W
1454	OG0001454	-processed-gene-7.25-mRNA-1_1&gene=augustus_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-7.25&CDS=1-597	YER063W
1455	OG0001455	-processed-gene-7.38-mRNA-1_1&gene=augustus_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-7.38&CDS=1-1719	YPR145W
1456	OG0001456	-processed-gene-7.72-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-7.72&CDS=1-825	YFR052W
1457	OG0001457	-processed-gene-7.90-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-7.90&CDS=1-855	YPL065W
1458	OG0001458	-snap-gene-7.4-mRNA-1_1&gene=maker-gi|1002316135|dbj|BCIF01000005.1|-snap-gene-7.4&CDS=1-2400	YIL049W
1459	OG0001459	-processed-gene-7.132-mRNA-1_1&gene=genemark-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-7.132&CDS=1-852	YEL009C
1460	OG0001460	-processed-gene-7.93-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-7.93&CDS=1-2811	YIL047C
1461	OG0001461	-processed-gene-7.28-mRNA-1_1&gene=augustus_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-7.28&CDS=1-3462	YIL048W
1462	OG0001462	-processed-gene-7.119-mRNA-1_1&gene=genemark-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-7.119&CDS=1-1665	YBL099W
1463	OG0001463	-processed-gene-7.79-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-7.79&CDS=1-813	YEL072W
1464	OG0001464	-processed-gene-8.50-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-8.50&CDS=1-1392	YPL083C
1465	OG0001465	-processed-gene-8.56-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-8.56&CDS=1-1383	YOL072W
1466	OG0001466	-processed-gene-8.88-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-8.88&CDS=1-2160	YLR047C
1467	OG0001467	-processed-gene-8.90-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-8.90&CDS=1-516	YMR071C
1468	OG0001468	-augustus-gene-8.102-mRNA-1_1&gene=maker-gi|1002316135|dbj|BCIF01000005.1|-augustus-gene-8.102&CDS=1-2379	YGR210C
1469	OG0001469	-processed-gene-8.62-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-8.62&CDS=1-2997	YKL165C
1470	OG0001470	-processed-gene-8.63-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-8.63&CDS=1-1548	YKL211C
1471	OG0001471	-processed-gene-8.91-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-8.91&CDS=1-2400	YKL213C
1472	OG0001472	-processed-gene-8.65-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-8.65&CDS=1-1830	YKL212W
1473	OG0001473	-processed-gene-8.146-mRNA-1_1&gene=augustus_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-8.146&CDS=1-1719	YNR055C
1474	OG0001474	-processed-gene-8.70-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-8.70&CDS=1-915	YJR077C
1475	OG0001475	-processed-gene-8.72-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-8.72&CDS=1-669	YJL148W
1476	OG0001476	-processed-gene-8.74-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-8.74&CDS=1-777	YER010C
1477	OG0001477	-processed-gene-8.76-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-8.76&CDS=1-1305	YPL203W
1478	OG0001478	-processed-gene-8.93-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-8.93&CDS=1-1614	YEL007W
1479	OG0001479	-processed-gene-8.78-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-8.78&CDS=1-1821	YBR203W
1480	OG0001480	-processed-gene-8.134-mRNA-1_1&gene=augustus_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-8.134&CDS=1-1167	YER009W
1481	OG0001481	-processed-gene-8.94-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-8.94&CDS=1-471	YDR482C
1482	OG0001482	-processed-gene-8.42-mRNA-1_1&gene=genemark-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-8.42&CDS=1-1152	YDR005C
1483	OG0001483	-processed-gene-8.96-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-8.96&CDS=1-1530	YDR004W
1484	OG0001484	-processed-gene-8.97-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-8.97&CDS=1-861	YBR011C
1485	OG0001485	-processed-gene-8.98-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-8.98&CDS=1-1032	YHL022C
1486	OG0001486	-snap-gene-8.160-mRNA-1_1&gene=maker-gi|1002316135|dbj|BCIF01000005.1|-snap-gene-8.160&CDS=1-516	YPR028W
1487	OG0001487	-snap-gene-8.161-mRNA-1_1&gene=maker-gi|1002316135|dbj|BCIF01000005.1|-snap-gene-8.161&CDS=1-1251	YKL082C
1488	OG0001488	-processed-gene-8.85-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-8.85&CDS=1-1113	YKL080W
1489	OG0001489	-processed-gene-9.3-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-9.3&CDS=1-2853	YIL075C
1490	OG0001490	-processed-gene-9.4-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-9.4&CDS=1-1395	YER081W
1491	OG0001491	-processed-gene-9.6-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-9.6&CDS=1-1611	YER014W
1492	OG0001492	-processed-gene-9.28-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-9.28&CDS=1-366	YIR009W
1493	OG0001493	-processed-gene-9.7-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-9.7&CDS=1-3642	YAR042W
1494	OG0001494	-processed-gene-9.8-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-9.8&CDS=1-1611	YPR169W
1495	OG0001495	-snap-gene-9.94-mRNA-1_1&gene=maker-gi|1002316135|dbj|BCIF01000005.1|-snap-gene-9.94&CDS=1-4200	YJR110W
1496	OG0001496	-processed-gene-9.11-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-9.11&CDS=1-1017	YJR111C
1497	OG0001497	-processed-gene-9.29-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-9.29&CDS=1-255	YPR170W-B
1498	OG0001498	-processed-gene-9.12-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-9.12&CDS=1-435	YPR168W
1499	OG0001499	-processed-gene-9.13-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-9.13&CDS=1-6897	YFR031C
1500	OG0001500	-processed-gene-9.15-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-9.15&CDS=1-735	YER100W
1501	OG0001501	-processed-gene-9.16-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-9.16&CDS=1-1959	YBL061C
1502	OG0001502	-processed-gene-9.17-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-9.17&CDS=1-720	YNL208W
1503	OG0001503	-processed-gene-9.81-mRNA-1_1&gene=augustus_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-9.81&CDS=1-2004	YNL025C
1504	OG0001504	-processed-gene-9.19-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-9.19&CDS=1-1059	YIL083C
1505	OG0001505	-processed-gene-9.34-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-9.34&CDS=1-1455	YNL026W
1506	OG0001506	-processed-gene-9.36-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-9.36&CDS=1-1239	YML005W
1507	OG0001507	-processed-gene-9.20-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-9.20&CDS=1-1290	YNL016W
1508	OG0001508	-augustus-gene-9.48-mRNA-1_1&gene=maker-gi|1002316135|dbj|BCIF01000005.1|-augustus-gene-9.48&CDS=1-3069	YDL122W
1509	OG0001509	-processed-gene-9.37-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-9.37&CDS=1-1494	YIL097W
1510	OG0001510	-processed-gene-9.88-mRNA-1_1&gene=augustus_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-9.88&CDS=1-1890	YBR287W
1511	OG0001511	-processed-gene-9.42-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-9.42&CDS=1-729	YJL115W
1512	OG0001512	-processed-gene-9.43-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-9.43&CDS=1-3486	YER093C
1513	OG0001513	-processed-gene-9.26-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-9.26&CDS=1-849	YNL075W
1514	OG0001514	-processed-gene-9.44-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-9.44&CDS=1-2967	YKR050W
1515	OG0001515	-augustus-gene-9.50-mRNA-1_1&gene=maker-gi|1002316135|dbj|BCIF01000005.1|-augustus-gene-9.50&CDS=1-2370	YJL127C
1516	OG0001516	-snap-gene-10.71-mRNA-1_1&gene=maker-gi|1002316135|dbj|BCIF01000005.1|-snap-gene-10.71&CDS=1-981	YIL084C
1517	OG0001517	-processed-gene-10.81-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-10.81&CDS=1-423	YIL087C
1518	OG0001518	-processed-gene-10.168-mRNA-1_1&gene=genemark-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-10.168&CDS=1-822	YNL032W
1519	OG0001519	-processed-gene-10.7-mRNA-1_1&gene=augustus_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-10.7&CDS=1-210	YNL024C-A
1520	OG0001520	-processed-gene-10.85-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-10.85&CDS=1-2145	YIL091C
1521	OG0001521	-processed-gene-10.82-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-10.82&CDS=1-1431	YIL090W
1522	OG0001522	-processed-gene-10.128-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-10.128&CDS=1-1149	YFL026W
1523	OG0001523	-processed-gene-10.130-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-10.130&CDS=1-1584	YIL142W
1524	OG0001524	-processed-gene-10.87-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-10.87&CDS=1-1641	YNL083W
1525	OG0001525	-processed-gene-10.88-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-10.88&CDS=1-2790	YNL082W
1526	OG0001526	-processed-gene-10.93-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-10.93&CDS=1-918	YDL230W
1527	OG0001527	-processed-gene-10.94-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-10.94&CDS=1-1104	YNL210W
1528	OG0001528	-snap-gene-10.76-mRNA-1_1&gene=maker-gi|1002316135|dbj|BCIF01000005.1|-snap-gene-10.76&CDS=1-585	YDL228C
1529	OG0001529	-processed-gene-10.132-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-10.132&CDS=1-1278	YNL207W
1530	OG0001530	-processed-gene-10.133-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-10.133&CDS=1-2412	YNL118C
1531	OG0001531	-processed-gene-10.97-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-10.97&CDS=1-933	YLR393W
1532	OG0001532	-processed-gene-10.98-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-10.98&CDS=1-354	YHL015W
1533	OG0001533	-processed-gene-10.99-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-10.99&CDS=1-1761	YOR090C
1534	OG0001534	-processed-gene-10.101-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-10.101&CDS=1-2346	YLR397C
1535	OG0001535	-processed-gene-10.135-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-10.135&CDS=1-945	YDL065C
1536	OG0001536	-processed-gene-10.102-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-10.102&CDS=1-474	YDL064W
1537	OG0001537	-processed-gene-10.136-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-10.136&CDS=1-1365	YJL155C
1538	OG0001538	-processed-gene-10.103-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-10.103&CDS=1-2403	YJL156C
1539	OG0001539	-processed-gene-10.140-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-10.140&CDS=1-1827	YDL063C
1540	OG0001540	-snap-gene-10.77-mRNA-1_1&gene=maker-gi|1002316135|dbj|BCIF01000005.1|-snap-gene-10.77&CDS=1-270	YLR390W
1541	OG0001541	-processed-gene-10.28-mRNA-1_1&gene=augustus_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-10.28&CDS=1-3708	YDL060W
1542	OG0001542	-processed-gene-10.107-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-10.107&CDS=1-2757	YLR386W
1543	OG0001543	-processed-gene-10.110-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-10.110&CDS=1-933	YNL080C
1544	OG0001544	-snap-gene-10.75-mRNA-1_1&gene=maker-gi|1002316135|dbj|BCIF01000005.1|-snap-gene-10.75&CDS=1-363	YNL081C
1545	OG0001545	-processed-gene-10.35-mRNA-1_1&gene=augustus_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-10.35&CDS=1-393	YCR028C-A
1546	OG0001546	-processed-gene-10.143-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-10.143&CDS=1-1221	YDR415C
1547	OG0001547	-processed-gene-10.113-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-10.113&CDS=1-4320	YBL079W
1548	OG0001548	-processed-gene-10.144-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-10.144&CDS=1-750	YDR020C
1549	OG0001549	-processed-gene-10.115-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-10.115&CDS=1-3330	YER110C
1550	OG0001550	-processed-gene-10.39-mRNA-1_1&gene=augustus_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-10.39&CDS=1-1287	YKL178C
1551	OG0001551	-processed-gene-10.145-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-10.145&CDS=1-1527	YBL080C
1552	OG0001552	-processed-gene-10.117-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-10.117&CDS=1-414	YBL078C
1553	OG0001553	-processed-gene-10.204-mRNA-1_1&gene=genemark-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-10.204&CDS=1-2034	YML127W
1554	OG0001554	-processed-gene-10.152-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-10.152&CDS=1-1827	YHL040C
1555	OG0001555	-processed-gene-0.60-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-0.60&CDS=1-3525	YGR274C
1556	OG0001556	-processed-gene-0.44-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-0.44&CDS=1-1680	YGR276C
1557	OG0001557	-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-0.110&CDS=1-3723	YNL163C
1558	OG0001558	-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-0.93&CDS=1-1593	YDL160C
1559	OG0001559	-processed-gene-0.8-mRNA-1_1&gene=genemark-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-0.8&CDS=1-1017	YGL225W
1560	OG0001560	-processed-gene-0.46-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-0.46&CDS=1-2934	YGL238W
1561	OG0001561	-processed-gene-0.66-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-0.66&CDS=1-705	YGL237C
