	OrthologID	Eremothecium_sinecaudum	Saccharomyces_cerevisiae
1829	OG0001829	maker-CP014244.1-augustus-gene-6.112-mRNA-1_1&gene=maker-CP014244.1-augustus-gene-6.112&CDS=1-2568	YNL037C
1830	OG0001830	augustus_masked-CP014244.1-processed-gene-6.81-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-6.81&CDS=1-504	YIL098C
1831	OG0001831	augustus_masked-CP014244.1-processed-gene-6.106-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-6.106&CDS=1-1695	YIL099W
1832	OG0001832	augustus_masked-CP014244.1-processed-gene-6.82-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-6.82&CDS=1-627	YNL036W
1833	OG0001833	augustus_masked-CP014244.1-processed-gene-6.83-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-6.83&CDS=1-1977	YIL101C
1834	OG0001834	maker-CP014244.1-augustus-gene-6.113-mRNA-1_1&gene=maker-CP014244.1-augustus-gene-6.113&CDS=1-1422	YOR351C
1835	OG0001835	augustus_masked-CP014244.1-processed-gene-6.84-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-6.84&CDS=1-912	YOR352W
1836	OG0001836	augustus_masked-CP014244.1-processed-gene-6.108-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-6.108&CDS=1-2253	YOR353C
1837	OG0001837	augustus_masked-CP014244.1-processed-gene-7.4-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-7.4&CDS=1-888	YAL039C
1838	OG0001838	augustus_masked-CP014244.1-processed-gene-7.8-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-7.8&CDS=1-1995	YOR354C
1839	OG0001839	augustus_masked-CP014244.1-processed-gene-7.5-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-7.5&CDS=1-1392	YAL040C
1840	OG0001840	augustus_masked-CP014244.1-processed-gene-7.7-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-7.7&CDS=1-1413	YOR355W
1841	OG0001841	augustus_masked-CP014244.1-processed-gene-7.9-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-7.9&CDS=1-1953	YOR356W
1842	OG0001842	augustus_masked-CP014244.1-processed-gene-7.31-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-7.31&CDS=1-2430	YAL041W
1843	OG0001843	augustus_masked-CP014244.1-processed-gene-7.32-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-7.32&CDS=1-1203	YAL042W
1844	OG0001844	augustus_masked-CP014244.1-processed-gene-7.33-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-7.33&CDS=1-543	YOR357C
1845	OG0001845	genemark-CP014244.1-processed-gene-7.107-mRNA-1_1&gene=genemark-CP014244.1-processed-gene-7.107&CDS=1-417	YOR358W
1846	OG0001846	snap_masked-CP014244.1-processed-gene-7.59-mRNA-1_1&gene=snap_masked-CP014244.1-processed-gene-7.59&CDS=1-2445	YAL043C
1847	OG0001847	augustus_masked-CP014244.1-processed-gene-7.11-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-7.11&CDS=1-1545	YOR359W
1848	OG0001848	snap_masked-CP014244.1-processed-gene-7.83-mRNA-1_1&gene=snap_masked-CP014244.1-processed-gene-7.83&CDS=1-1716	YOR360C
1849	OG0001849	augustus_masked-CP014244.1-processed-gene-7.12-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-7.12&CDS=1-525	YAL044C
1850	OG0001850	augustus_masked-CP014244.1-processed-gene-7.35-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-7.35&CDS=1-363	YAL044W-A
1851	OG0001851	snap_masked-CP014244.1-processed-gene-7.61-mRNA-1_1&gene=snap_masked-CP014244.1-processed-gene-7.61&CDS=1-285	YAL046C
1852	OG0001852	augustus_masked-CP014244.1-processed-gene-7.36-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-7.36&CDS=1-2196	YOR361C
1853	OG0001853	augustus_masked-CP014244.1-processed-gene-7.14-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-7.14&CDS=1-2523	YAL047C
1854	OG0001854	maker-CP014244.1-augustus-gene-7.3-mRNA-1_1&gene=maker-CP014244.1-augustus-gene-7.3&CDS=1-828	YOR362C
1855	OG0001855	augustus_masked-CP014244.1-processed-gene-7.15-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-7.15&CDS=1-1980	YAL048C
1856	OG0001856	augustus_masked-CP014244.1-processed-gene-7.17-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-7.17&CDS=1-621	YOR367W
1857	OG0001857	augustus_masked-CP014244.1-processed-gene-7.40-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-7.40&CDS=1-429	YAL055W
1858	OG0001858	augustus_masked-CP014244.1-processed-gene-7.18-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-7.18&CDS=1-1152	YOR368W
1859	OG0001859	augustus_masked-CP014244.1-processed-gene-7.41-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-7.41&CDS=1-432	YOR369C
1860	OG0001860	genemark-CP014244.1-processed-gene-7.140-mRNA-1_1&gene=genemark-CP014244.1-processed-gene-7.140&CDS=1-1809	YOR370C
1861	OG0001861	augustus_masked-CP014244.1-processed-gene-7.44-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-7.44&CDS=1-1644	YOR372C
1862	OG0001862	augustus_masked-CP014244.1-processed-gene-7.19-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-7.19&CDS=1-2286	YOR373W
1863	OG0001863	augustus_masked-CP014244.1-processed-gene-7.46-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-7.46&CDS=1-549	YAL059W
1864	OG0001864	augustus_masked-CP014244.1-processed-gene-7.21-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-7.21&CDS=1-921	YNR054C
1865	OG0001865	maker-CP014244.1-augustus-gene-7.0-mRNA-1_1&gene=maker-CP014244.1-augustus-gene-7.0&CDS=1-1548	YNR053C
1866	OG0001866	augustus_masked-CP014244.1-processed-gene-7.23-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-7.23&CDS=1-1290	YNR052C
1867	OG0001867	augustus_masked-CP014244.1-processed-gene-7.24-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-7.24&CDS=1-1596	YNR051C
1868	OG0001868	maker-CP014244.1-augustus-gene-7.1-mRNA-1_1&gene=maker-CP014244.1-augustus-gene-7.1&CDS=1-996	YCR095C
1869	OG0001869	augustus_masked-CP014244.1-processed-gene-7.26-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-7.26&CDS=1-1341	YNR050C
1870	OG0001870	augustus_masked-CP014244.1-processed-gene-7.27-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-7.27&CDS=1-591	YNR049C
1871	OG0001871	genemark-CP014244.1-processed-gene-7.125-mRNA-1_1&gene=genemark-CP014244.1-processed-gene-7.125&CDS=1-7545	YCR093W
1872	OG0001872	augustus_masked-CP014244.1-processed-gene-7.29-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-7.29&CDS=1-633	YDR177W
1873	OG0001873	augustus_masked-CP014244.1-processed-gene-7.30-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-7.30&CDS=1-3102	YCR092C
1874	OG0001874	augustus_masked-CP014244.1-processed-gene-8.58-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.58&CDS=1-2451	YNR047W
1875	OG0001875	augustus_masked-CP014244.1-processed-gene-8.59-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.59&CDS=1-405	YNR046W
1876	OG0001876	augustus_masked-CP014244.1-processed-gene-8.54-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.54&CDS=1-1248	YPL028W
1877	OG0001877	augustus_masked-CP014244.1-processed-gene-8.55-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.55&CDS=1-552	YDR248C
1878	OG0001878	snap_masked-CP014244.1-processed-gene-8.110-mRNA-1_1&gene=snap_masked-CP014244.1-processed-gene-8.110&CDS=1-1323	YPL026C
1879	OG0001879	genemark-CP014244.1-processed-gene-8.7-mRNA-1_1&gene=genemark-CP014244.1-processed-gene-8.7&CDS=1-1575	YHR007C
1880	OG0001880	genemark-CP014244.1-processed-gene-8.8-mRNA-1_1&gene=genemark-CP014244.1-processed-gene-8.8&CDS=1-1200	YDR465C
1881	OG0001881	augustus_masked-CP014244.1-processed-gene-8.61-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.61&CDS=1-690	YHR008C
1882	OG0001882	augustus_masked-CP014244.1-processed-gene-8.62-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.62&CDS=1-966	YEL029C
1883	OG0001883	augustus_masked-CP014244.1-processed-gene-8.56-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.56&CDS=1-1095	YJR043C
1884	OG0001884	augustus_masked-CP014244.1-processed-gene-8.57-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.57&CDS=1-480	YEL027W
1885	OG0001885	genemark-CP014244.1-processed-gene-8.11-mRNA-1_1&gene=genemark-CP014244.1-processed-gene-8.11&CDS=1-2157	YJR042W
1886	OG0001886	augustus_masked-CP014244.1-processed-gene-8.64-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.64&CDS=1-3399	YJR041C
1887	OG0001887	augustus_masked-CP014244.1-processed-gene-8.83-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.83&CDS=1-2277	YJR040W
1888	OG0001888	augustus_masked-CP014244.1-processed-gene-8.65-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.65&CDS=1-381	YEL026W
1889	OG0001889	augustus_masked-CP014244.1-processed-gene-8.85-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.85&CDS=1-3213	YJR039W
1890	OG0001890	augustus_masked-CP014244.1-processed-gene-8.66-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.66&CDS=1-2508	YJR036C
1891	OG0001891	augustus_masked-CP014244.1-processed-gene-8.67-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.67&CDS=1-639	YEL024W
1892	OG0001892	augustus_masked-CP014244.1-processed-gene-8.86-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.86&CDS=1-2037	YEL023C
1893	OG0001893	augustus_masked-CP014244.1-processed-gene-8.87-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.87&CDS=1-3093	YJR035W
1894	OG0001894	augustus_masked-CP014244.1-processed-gene-8.88-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.88&CDS=1-324	YJR034W
1895	OG0001895	augustus_masked-CP014244.1-processed-gene-8.68-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.68&CDS=1-3897	YJR033C
1896	OG0001896	augustus_masked-CP014244.1-processed-gene-8.89-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.89&CDS=1-1167	YJR032W
1897	OG0001897	augustus_masked-CP014244.1-processed-gene-8.69-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.69&CDS=1-4191	YEL022W
1898	OG0001898	genemark-CP014244.1-processed-gene-8.18-mRNA-1_1&gene=genemark-CP014244.1-processed-gene-8.18&CDS=1-1083	YEL021W
1899	OG0001899	maker-CP014244.1-augustus-gene-8.53-mRNA-1_1&gene=maker-CP014244.1-augustus-gene-8.53&CDS=1-3021	YEL020C
1900	OG0001900	augustus_masked-CP014244.1-processed-gene-8.92-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.92&CDS=1-789	YEL019C
1901	OG0001901	augustus_masked-CP014244.1-processed-gene-8.72-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.72&CDS=1-735	YEL018W
1902	OG0001902	augustus_masked-CP014244.1-processed-gene-8.73-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.73&CDS=1-906	YEL017W
1903	OG0001903	augustus_masked-CP014244.1-processed-gene-8.74-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.74&CDS=1-1704	YEL015W
1904	OG0001904	augustus_masked-CP014244.1-processed-gene-8.75-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.75&CDS=1-1704	YEL013W
1905	OG0001905	augustus_masked-CP014244.1-processed-gene-8.94-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.94&CDS=1-276	YCR020C-A
1906	OG0001906	snap_masked-CP014244.1-processed-gene-8.129-mRNA-1_1&gene=snap_masked-CP014244.1-processed-gene-8.129&CDS=1-204	YCR020W-B
1907	OG0001907	augustus_masked-CP014244.1-processed-gene-8.76-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.76&CDS=1-633	YEL012W
1908	OG0001908	augustus_masked-CP014244.1-processed-gene-8.77-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.77&CDS=1-2118	YEL011W
1909	OG0001909	augustus_masked-CP014244.1-processed-gene-8.95-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.95&CDS=1-411	YIL027C
1910	OG0001910	augustus_masked-CP014244.1-processed-gene-8.96-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.96&CDS=1-3372	YIL026C
1911	OG0001911	genemark-CP014244.1-processed-gene-8.45-mRNA-1_1&gene=genemark-CP014244.1-processed-gene-8.45&CDS=1-2004	YIL024C
1912	OG0001912	augustus_masked-CP014244.1-processed-gene-8.98-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.98&CDS=1-1377	YIL023C
1913	OG0001913	augustus_masked-CP014244.1-processed-gene-8.99-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.99&CDS=1-1698	YFR037C
1914	OG0001914	augustus_masked-CP014244.1-processed-gene-8.79-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.79&CDS=1-2421	YFR038W
1915	OG0001915	augustus_masked-CP014244.1-processed-gene-8.80-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.80&CDS=1-1365	YIL033C
1916	OG0001916	augustus_masked-CP014244.1-processed-gene-8.100-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.100&CDS=1-441	YER044C
1917	OG0001917	augustus_masked-CP014244.1-processed-gene-8.81-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.81&CDS=1-822	YIL034C
1918	OG0001918	augustus_masked-CP014244.1-processed-gene-8.82-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.82&CDS=1-1122	YIL035C
1919	OG0001919	augustus_masked-CP014244.1-processed-gene-8.101-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.101&CDS=1-1203	YER044C-A
1920	OG0001920	augustus_masked-CP014244.1-processed-gene-8.102-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-8.102&CDS=1-1161	YIL036W
1921	OG0001921	genemark-CP014244.1-processed-gene-9.0-mRNA-1_1&gene=genemark-CP014244.1-processed-gene-9.0&CDS=1-1137	YER046W
1922	OG0001922	augustus_masked-CP014244.1-processed-gene-9.121-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.121&CDS=1-2427	YIL038C
1923	OG0001923	augustus_masked-CP014244.1-processed-gene-9.123-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.123&CDS=1-1479	YIL039W
1924	OG0001924	maker-CP014244.1-snap-gene-9.116-mRNA-1_1&gene=maker-CP014244.1-snap-gene-9.116&CDS=1-1686	YER048C
1925	OG0001925	snap_masked-CP014244.1-processed-gene-9.58-mRNA-1_1&gene=snap_masked-CP014244.1-processed-gene-9.58&CDS=1-285	YER048W-A
1926	OG0001926	augustus_masked-CP014244.1-processed-gene-9.125-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.125&CDS=1-1884	YER049W
1927	OG0001927	augustus_masked-CP014244.1-processed-gene-9.149-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.149&CDS=1-960	YIL041W
1928	OG0001928	augustus_masked-CP014244.1-processed-gene-9.126-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.126&CDS=1-1284	YIL042C
1929	OG0001929	augustus_masked-CP014244.1-processed-gene-9.150-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.150&CDS=1-489	YER050C
1930	OG0001930	augustus_masked-CP014244.1-processed-gene-9.127-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.127&CDS=1-1254	YIL022W
1931	OG0001931	augustus_masked-CP014244.1-processed-gene-9.128-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.128&CDS=1-933	YIL021W
1932	OG0001932	augustus_masked-CP014244.1-processed-gene-9.152-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.152&CDS=1-801	YIL020C
1933	OG0001933	genemark-CP014244.1-processed-gene-9.10-mRNA-1_1&gene=genemark-CP014244.1-processed-gene-9.10&CDS=1-1002	YIL019W
1934	OG0001934	genemark-CP014244.1-processed-gene-9.11-mRNA-1_1&gene=genemark-CP014244.1-processed-gene-9.11&CDS=1-1479	YFR034C
1935	OG0001935	maker-CP014244.1-snap-gene-9.112-mRNA-1_1&gene=maker-CP014244.1-snap-gene-9.112&CDS=1-528	YFR032C-A
1936	OG0001936	augustus_masked-CP014244.1-processed-gene-9.130-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.130&CDS=1-1620	YFR032C
1937	OG0001937	augustus_masked-CP014244.1-processed-gene-9.132-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.132&CDS=1-3510	YFR031C
1938	OG0001938	augustus_masked-CP014244.1-processed-gene-9.153-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.153&CDS=1-3099	YFR030W
1939	OG0001939	augustus_masked-CP014244.1-processed-gene-9.154-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.154&CDS=1-2712	YIL017C
1940	OG0001940	augustus_masked-CP014244.1-processed-gene-9.133-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.133&CDS=1-546	YIL016W
1941	OG0001941	augustus_masked-CP014244.1-processed-gene-9.135-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.135&CDS=1-702	YBR256C
1942	OG0001942	augustus_masked-CP014244.1-processed-gene-9.155-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.155&CDS=1-1266	YIR012W
1943	OG0001943	augustus_masked-CP014244.1-processed-gene-9.136-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.136&CDS=1-1227	YBR255C-A
1944	OG0001944	augustus_masked-CP014244.1-processed-gene-9.156-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.156&CDS=1-1590	YBR255W
1945	OG0001945	augustus_masked-CP014244.1-processed-gene-9.137-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.137&CDS=1-540	YBR254C
1946	OG0001946	augustus_masked-CP014244.1-processed-gene-9.157-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.157&CDS=1-1476	YIR010W
1947	OG0001947	augustus_masked-CP014244.1-processed-gene-9.158-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.158&CDS=1-372	YBR253W
1948	OG0001948	augustus_masked-CP014244.1-processed-gene-9.159-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.159&CDS=1-3567	YPR122W
1949	OG0001949	augustus_masked-CP014244.1-processed-gene-9.160-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.160&CDS=1-810	YPR143W
1950	OG0001950	augustus_masked-CP014244.1-processed-gene-9.138-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.138&CDS=1-2127	YPR141C
1951	OG0001951	augustus_masked-CP014244.1-processed-gene-9.161-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.161&CDS=1-1161	YPR140W
1952	OG0001952	augustus_masked-CP014244.1-processed-gene-9.139-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.139&CDS=1-855	YPR139C
1953	OG0001953	augustus_masked-CP014244.1-processed-gene-9.162-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.162&CDS=1-1107	YGR122W
1954	OG0001954	augustus_masked-CP014244.1-processed-gene-9.163-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.163&CDS=1-1530	YGR123C
1955	OG0001955	augustus_masked-CP014244.1-processed-gene-9.142-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.142&CDS=1-864	YPR116W
1956	OG0001956	snap_masked-CP014244.1-processed-gene-9.103-mRNA-1_1&gene=snap_masked-CP014244.1-processed-gene-9.103&CDS=1-4839	YGR098C
1957	OG0001957	augustus_masked-CP014244.1-processed-gene-9.143-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.143&CDS=1-2010	YGR099W
1958	OG0001958	augustus_masked-CP014244.1-processed-gene-9.144-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.144&CDS=1-2814	YGR100W
1959	OG0001959	augustus_masked-CP014244.1-processed-gene-9.145-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.145&CDS=1-1023	YGR101W
1960	OG0001960	augustus_masked-CP014244.1-processed-gene-9.166-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.166&CDS=1-468	YGR102C
1961	OG0001961	augustus_masked-CP014244.1-processed-gene-9.146-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.146&CDS=1-1776	YGR103W
1962	OG0001962	augustus_masked-CP014244.1-processed-gene-9.167-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.167&CDS=1-774	YGR104C
1963	OG0001963	augustus_masked-CP014244.1-processed-gene-9.147-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.147&CDS=1-231	YGR105W
1964	OG0001964	snap_masked-CP014244.1-processed-gene-9.106-mRNA-1_1&gene=snap_masked-CP014244.1-processed-gene-9.106&CDS=1-804	YGR106C
1965	OG0001965	augustus_masked-CP014244.1-processed-gene-9.148-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-9.148&CDS=1-1218	YPR118W
1966	OG0001966	augustus_masked-CP014244.1-processed-gene-10.61-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-10.61&CDS=1-1728	YPR119W
1967	OG0001967	augustus_masked-CP014244.1-processed-gene-10.65-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-10.65&CDS=1-1695	YPR137W
1968	OG0001968	augustus_masked-CP014244.1-processed-gene-10.66-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-10.66&CDS=1-2634	YPR135W
1969	OG0001969	augustus_masked-CP014244.1-processed-gene-10.63-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-10.63&CDS=1-756	YGR120C
1970	OG0001970	augustus_masked-CP014244.1-processed-gene-10.67-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-10.67&CDS=1-1911	YGR119C
1971	OG0001971	augustus_masked-CP014244.1-processed-gene-10.68-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-10.68&CDS=1-1089	YPR133C
1972	OG0001972	augustus_masked-CP014244.1-processed-gene-10.69-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-10.69&CDS=1-1344	YGR117C
1973	OG0001973	augustus_masked-CP014244.1-processed-gene-10.70-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-10.70&CDS=1-582	YPR131C
1974	OG0001974	augustus_masked-CP014244.1-processed-gene-10.93-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-10.93&CDS=1-1005	YPR129W
1975	OG0001975	augustus_masked-CP014244.1-processed-gene-10.71-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-10.71&CDS=1-1023	YPR128C
1976	OG0001976	augustus_masked-CP014244.1-processed-gene-10.72-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-10.72&CDS=1-2553	YPR112C
1977	OG0001977	augustus_masked-CP014244.1-processed-gene-10.95-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-10.95&CDS=1-1389	YGR091W
1978	OG0001978	augustus_masked-CP014244.1-processed-gene-10.73-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-10.73&CDS=1-1002	YPR110C
1979	OG0001979	augustus_masked-CP014244.1-processed-gene-10.96-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-10.96&CDS=1-858	YPR109W
1980	OG0001980	augustus_masked-CP014244.1-processed-gene-10.97-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-10.97&CDS=1-3618	YGR090W
1981	OG0001981	augustus_masked-CP014244.1-processed-gene-10.74-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-10.74&CDS=1-1416	YOL030W
1982	OG0001982	augustus_masked-CP014244.1-processed-gene-10.75-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-10.75&CDS=1-1008	YOR008C
1983	OG0001983	augustus_masked-CP014244.1-processed-gene-10.76-mRNA-1_1&gene=augustus_masked-CP014244.1-processed-gene-10.76&CDS=1-1728	YPL260W
