	OrthologID	Metschnikowia_borealis	Saccharomyces_cerevisiae
1731	OG0001731	augustus_masked-bor_s414-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-bor_s414-processed-gene-0.67&CDS=1-1263	YML080W
1732	OG0001732	augustus_masked-bor_s414-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-bor_s414-processed-gene-0.57&CDS=1-618	YGL047W
1733	OG0001733	augustus_masked-bor_s414-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-bor_s414-processed-gene-0.58&CDS=1-450	YML098W
1734	OG0001734	augustus_masked-bor_s414-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-bor_s414-processed-gene-0.69&CDS=1-3510	YIL030C
1735	OG0001735	augustus_masked-bor_s414-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-bor_s414-processed-gene-0.70&CDS=1-2832	YDL095W
1736	OG0001736	augustus_masked-bor_s414-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-bor_s414-processed-gene-0.59&CDS=1-2556	YBL014C
1737	OG0001737	maker-bor_s414-augustus-gene-0.52-mRNA-1_1&gene=maker-bor_s414-augustus-gene-0.52&CDS=1-2337	YGL026C
1738	OG0001738	augustus_masked-bor_s414-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-bor_s414-processed-gene-0.60&CDS=1-1026	YBL013W
1739	OG0001739	augustus_masked-bor_s414-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-bor_s414-processed-gene-0.75&CDS=1-9333	YLL040C
1740	OG0001740	augustus_masked-bor_s414-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-bor_s414-processed-gene-0.61&CDS=1-2472	YGL180W
1741	OG0001741	genemark-bor_s415-processed-gene-0.22-mRNA-1_1&gene=genemark-bor_s415-processed-gene-0.22&CDS=1-753	YJR144W
1742	OG0001742	augustus_masked-bor_s415-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-bor_s415-processed-gene-0.32&CDS=1-1173	YJR076C
1743	OG0001743	augustus_masked-bor_s415-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-bor_s415-processed-gene-0.36&CDS=1-936	YIL076W
1744	OG0001744	genemark-bor_s415-processed-gene-0.24-mRNA-1_1&gene=genemark-bor_s415-processed-gene-0.24&CDS=1-1110	YIL067C
1745	OG0001745	augustus_masked-bor_s415-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-bor_s415-processed-gene-0.39&CDS=1-2592	YER070W
1746	OG0001746	augustus_masked-bor_s415-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-bor_s415-processed-gene-0.33&CDS=1-2037	YHR042W
1747	OG0001747	augustus_masked-bor_s415-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-bor_s415-processed-gene-0.40&CDS=1-2379	YNL085W
1748	OG0001748	maker-bor_s415-augustus-gene-0.30-mRNA-1_1&gene=maker-bor_s415-augustus-gene-0.30&CDS=1-1851	YPL172C
1749	OG0001749	snap_masked-bor_s415-processed-gene-0.14-mRNA-1_1&gene=snap_masked-bor_s415-processed-gene-0.14&CDS=1-288	YOR265W
1750	OG0001750	genemark-bor_s415-processed-gene-0.21-mRNA-1_1&gene=genemark-bor_s415-processed-gene-0.21&CDS=1-933	YBL015W
1751	OG0001751	snap_masked-bor_s416-processed-gene-0.39-mRNA-1_1&gene=snap_masked-bor_s416-processed-gene-0.39&CDS=1-252	YMR286W
1752	OG0001752	augustus_masked-bor_s416-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-bor_s416-processed-gene-0.10&CDS=1-1551	YJL153C
1753	OG0001753	augustus_masked-bor_s418-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-bor_s418-processed-gene-0.130&CDS=1-1341	YDR527W
1754	OG0001754	augustus_masked-bor_s418-processed-gene-0.157-mRNA-1_1&gene=augustus_masked-bor_s418-processed-gene-0.157&CDS=1-237	YDR525W-A
1755	OG0001755	augustus_masked-bor_s418-processed-gene-0.159-mRNA-1_1&gene=augustus_masked-bor_s418-processed-gene-0.159&CDS=1-1632	YDR479C
1756	OG0001756	augustus_masked-bor_s418-processed-gene-0.160-mRNA-1_1&gene=augustus_masked-bor_s418-processed-gene-0.160&CDS=1-1401	YOR025W
1757	OG0001757	augustus_masked-bor_s418-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-bor_s418-processed-gene-0.133&CDS=1-918	YDR374C
1758	OG0001758	augustus_masked-bor_s418-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-bor_s418-processed-gene-0.134&CDS=1-729	YOR125C
1759	OG0001759	augustus_masked-bor_s418-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-bor_s418-processed-gene-0.135&CDS=1-1464	YOL069W
1760	OG0001760	augustus_masked-bor_s418-processed-gene-0.164-mRNA-1_1&gene=augustus_masked-bor_s418-processed-gene-0.164&CDS=1-1929	YDL035C
1761	OG0001761	augustus_masked-bor_s418-processed-gene-0.166-mRNA-1_1&gene=augustus_masked-bor_s418-processed-gene-0.166&CDS=1-1131	YER027C
1762	OG0001762	augustus_masked-bor_s418-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-bor_s418-processed-gene-0.136&CDS=1-1077	YFL026W
1763	OG0001763	augustus_masked-bor_s418-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-bor_s418-processed-gene-0.137&CDS=1-831	YNL032W
1764	OG0001764	augustus_masked-bor_s418-processed-gene-0.167-mRNA-1_1&gene=augustus_masked-bor_s418-processed-gene-0.167&CDS=1-426	YIL087C
1765	OG0001765	maker-bor_s418-snap-gene-0.128-mRNA-1_1&gene=maker-bor_s418-snap-gene-0.128&CDS=1-1818	YJL127C
1766	OG0001766	augustus_masked-bor_s418-processed-gene-0.141-mRNA-1_1&gene=augustus_masked-bor_s418-processed-gene-0.141&CDS=1-2967	YKR050W
1767	OG0001767	augustus_masked-bor_s418-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-bor_s418-processed-gene-0.142&CDS=1-855	YNL075W
1768	OG0001768	augustus_masked-bor_s418-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-bor_s418-processed-gene-0.143&CDS=1-3831	YER093C
1769	OG0001769	augustus_masked-bor_s418-processed-gene-0.144-mRNA-1_1&gene=augustus_masked-bor_s418-processed-gene-0.144&CDS=1-762	YJL115W
1770	OG0001770	augustus_masked-bor_s418-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-bor_s418-processed-gene-0.146&CDS=1-771	YGR053C
1771	OG0001771	augustus_masked-bor_s418-processed-gene-0.177-mRNA-1_1&gene=augustus_masked-bor_s418-processed-gene-0.177&CDS=1-1197	YLR355C
1772	OG0001772	augustus_masked-bor_s418-processed-gene-0.179-mRNA-1_1&gene=augustus_masked-bor_s418-processed-gene-0.179&CDS=1-483	YIR037W
1773	OG0001773	genemark-bor_s418-processed-gene-0.53-mRNA-1_1&gene=genemark-bor_s418-processed-gene-0.53&CDS=1-594	YNL099C
1774	OG0001774	augustus_masked-bor_s418-processed-gene-0.148-mRNA-1_1&gene=augustus_masked-bor_s418-processed-gene-0.148&CDS=1-501	YOR103C
1775	OG0001775	augustus_masked-bor_s418-processed-gene-0.181-mRNA-1_1&gene=augustus_masked-bor_s418-processed-gene-0.181&CDS=1-738	YOR101W
1776	OG0001776	snap_masked-bor_s418-processed-gene-0.121-mRNA-1_1&gene=snap_masked-bor_s418-processed-gene-0.121&CDS=1-990	YNL097C
1777	OG0001777	augustus_masked-bor_s418-processed-gene-0.183-mRNA-1_1&gene=augustus_masked-bor_s418-processed-gene-0.183&CDS=1-2172	YJL168C
1778	OG0001778	augustus_masked-bor_s418-processed-gene-0.151-mRNA-1_1&gene=augustus_masked-bor_s418-processed-gene-0.151&CDS=1-1221	YOL016C
1779	OG0001779	augustus_masked-bor_s418-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-bor_s418-processed-gene-0.152&CDS=1-1365	YLR231C
1780	OG0001780	augustus_masked-bor_s418-processed-gene-0.187-mRNA-1_1&gene=augustus_masked-bor_s418-processed-gene-0.187&CDS=1-1317	YGR254W
1781	OG0001781	augustus_masked-bor_s418-processed-gene-0.153-mRNA-1_1&gene=augustus_masked-bor_s418-processed-gene-0.153&CDS=1-408	YJR082C
1782	OG0001782	augustus_masked-bor_s418-processed-gene-0.188-mRNA-1_1&gene=augustus_masked-bor_s418-processed-gene-0.188&CDS=1-408	YDR462W
1783	OG0001783	augustus_masked-bor_s418-processed-gene-0.189-mRNA-1_1&gene=augustus_masked-bor_s418-processed-gene-0.189&CDS=1-675	YLR025W
1784	OG0001784	snap_masked-bor_s419-processed-gene-0.1-mRNA-1_1&gene=snap_masked-bor_s419-processed-gene-0.1&CDS=1-681	YOR148C
1785	OG0001785	augustus_masked-bor_s424-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-bor_s424-processed-gene-0.2&CDS=1-444	YIL004C
1786	OG0001786	augustus_masked-bor_s424-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-bor_s424-processed-gene-0.0&CDS=1-927	YIL003W
1787	OG0001787	augustus_masked-bor_s424-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-bor_s424-processed-gene-0.3&CDS=1-630	YER002W
1788	OG0001788	augustus_masked-bor_s424-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-bor_s424-processed-gene-0.4&CDS=1-1320	YER003C
1789	OG0001789	genemark-bor_s426-processed-gene-0.0-mRNA-1_1&gene=genemark-bor_s426-processed-gene-0.0&CDS=1-2955	YGL238W
1790	OG0001790	genemark-bor_s426-processed-gene-0.16-mRNA-1_1&gene=genemark-bor_s426-processed-gene-0.16&CDS=1-711	YGL237C
1791	OG0001791	augustus_masked-bor_s426-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-bor_s426-processed-gene-0.50&CDS=1-846	YLR003C
1792	OG0001792	genemark-bor_s426-processed-gene-0.2-mRNA-1_1&gene=genemark-bor_s426-processed-gene-0.2&CDS=1-2031	YGL236C
1793	OG0001793	augustus_masked-bor_s426-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-bor_s426-processed-gene-0.52&CDS=1-711	YFR027W
1794	OG0001794	augustus_masked-bor_s426-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-bor_s426-processed-gene-0.39&CDS=1-894	YFR047C
1795	OG0001795	augustus_masked-bor_s426-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-bor_s426-processed-gene-0.55&CDS=1-2271	YJL101C
1796	OG0001796	augustus_masked-bor_s426-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-bor_s426-processed-gene-0.56&CDS=1-2379	YGL234W
1797	OG0001797	augustus_masked-bor_s426-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-bor_s426-processed-gene-0.57&CDS=1-1101	YMR024W
1798	OG0001798	maker-bor_s426-augustus-gene-0.65-mRNA-1_1&gene=maker-bor_s426-augustus-gene-0.65&CDS=1-1281	YDR354W
1799	OG0001799	augustus_masked-bor_s426-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-bor_s426-processed-gene-0.58&CDS=1-1272	YDR414C
1800	OG0001800	augustus_masked-bor_s426-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-bor_s426-processed-gene-0.59&CDS=1-747	YDR412W
1801	OG0001801	augustus_masked-bor_s426-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-bor_s426-processed-gene-0.41&CDS=1-579	YHR081W
1802	OG0001802	augustus_masked-bor_s426-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-bor_s426-processed-gene-0.60&CDS=1-3423	YHR079C
1803	OG0001803	augustus_masked-bor_s426-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-bor_s426-processed-gene-0.42&CDS=1-1212	YDR329C
1804	OG0001804	genemark-bor_s426-processed-gene-0.8-mRNA-1_1&gene=genemark-bor_s426-processed-gene-0.8&CDS=1-495	YDR328C
1805	OG0001805	augustus_masked-bor_s426-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-bor_s426-processed-gene-0.62&CDS=1-1407	YDR330W
1806	OG0001806	maker-bor_s426-augustus-gene-0.67-mRNA-1_1&gene=maker-bor_s426-augustus-gene-0.67&CDS=1-3318	YPL162C
1807	OG0001807	genemark-bor_s426-processed-gene-0.31-mRNA-1_1&gene=genemark-bor_s426-processed-gene-0.31&CDS=1-1203	YPR118W
1808	OG0001808	genemark-bor_s426-processed-gene-0.32-mRNA-1_1&gene=genemark-bor_s426-processed-gene-0.32&CDS=1-1362	YMR026C
1809	OG0001809	augustus_masked-bor_s427-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-bor_s427-processed-gene-0.27&CDS=1-633	YHR111W
1810	OG0001810	augustus_masked-bor_s427-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-bor_s427-processed-gene-0.30&CDS=1-936	YHR134W
1811	OG0001811	augustus_masked-bor_s427-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-bor_s427-processed-gene-0.31&CDS=1-1545	YPL214C
1812	OG0001812	augustus_masked-bor_s427-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-bor_s427-processed-gene-0.32&CDS=1-1470	YPL262W
1813	OG0001813	augustus_masked-bor_s430-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-bor_s430-processed-gene-0.1&CDS=1-2388	YGR261C
1814	OG0001814	augustus_masked-bor_s430-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-bor_s430-processed-gene-0.2&CDS=1-3390	YGR258C
1815	OG0001815	augustus_masked-bor_s432-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-bor_s432-processed-gene-0.2&CDS=1-1362	YJL026W
1816	OG0001816	augustus_masked-bor_s432-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-bor_s432-processed-gene-0.1&CDS=1-1311	YDR393W
1817	OG0001817	augustus_masked-bor_s433-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-bor_s433-processed-gene-0.0&CDS=1-1194	YML048W
1818	OG0001818	augustus_masked-bor_s44-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-bor_s44-processed-gene-0.31&CDS=1-639	YHR110W
1819	OG0001819	augustus_masked-bor_s44-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-bor_s44-processed-gene-0.45&CDS=1-1314	YDR448W
1820	OG0001820	augustus_masked-bor_s44-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-bor_s44-processed-gene-0.47&CDS=1-531	YDL219W
1821	OG0001821	augustus_masked-bor_s44-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-bor_s44-processed-gene-0.48&CDS=1-1464	YHR132C
1822	OG0001822	augustus_masked-bor_s44-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-bor_s44-processed-gene-0.49&CDS=1-672	YHR140W
1823	OG0001823	augustus_masked-bor_s44-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-bor_s44-processed-gene-0.35&CDS=1-1635	YNL189W
1824	OG0001824	augustus_masked-bor_s44-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-bor_s44-processed-gene-0.37&CDS=1-2133	YLR144C
1825	OG0001825	augustus_masked-bor_s44-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-bor_s44-processed-gene-0.38&CDS=1-1302	YCR028C
1826	OG0001826	augustus_masked-bor_s44-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-bor_s44-processed-gene-0.39&CDS=1-1305	YGL164C
1827	OG0001827	genemark-bor_s44-processed-gene-0.86-mRNA-1_1&gene=genemark-bor_s44-processed-gene-0.86&CDS=1-1758	YGL166W
1828	OG0001828	genemark-bor_s44-processed-gene-0.88-mRNA-1_1&gene=genemark-bor_s44-processed-gene-0.88&CDS=1-708	YLR065C
1829	OG0001829	augustus_masked-bor_s44-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-bor_s44-processed-gene-0.43&CDS=1-2094	YPL072W
1830	OG0001830	augustus_masked-bor_s440-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-bor_s440-processed-gene-0.31&CDS=1-429	YOR369C
1831	OG0001831	augustus_masked-bor_s440-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-bor_s440-processed-gene-0.32&CDS=1-1863	YOR370C
1832	OG0001832	augustus_masked-bor_s440-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-bor_s440-processed-gene-0.26&CDS=1-924	YBR213W
1833	OG0001833	augustus_masked-bor_s440-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-bor_s440-processed-gene-0.33&CDS=1-1311	YOR323C
1834	OG0001834	augustus_masked-bor_s442-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-bor_s442-processed-gene-0.54&CDS=1-1356	YGR245C
1835	OG0001835	augustus_masked-bor_s442-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-bor_s442-processed-gene-0.55&CDS=1-2658	YGR246C
1836	OG0001836	augustus_masked-bor_s442-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-bor_s442-processed-gene-0.56&CDS=1-1296	YHR169W
1837	OG0001837	augustus_masked-bor_s442-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-bor_s442-processed-gene-0.38&CDS=1-1578	YHR168W
1838	OG0001838	augustus_masked-bor_s442-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-bor_s442-processed-gene-0.39&CDS=1-1521	YPL122C
1839	OG0001839	augustus_masked-bor_s442-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-bor_s442-processed-gene-0.40&CDS=1-3474	YOR207C
1840	OG0001840	augustus_masked-bor_s442-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-bor_s442-processed-gene-0.42&CDS=1-1530	YPL133C
1841	OG0001841	augustus_masked-bor_s442-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-bor_s442-processed-gene-0.59&CDS=1-2181	YOR206W
1842	OG0001842	augustus_masked-bor_s442-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-bor_s442-processed-gene-0.61&CDS=1-852	YPL134C
1843	OG0001843	augustus_masked-bor_s442-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-bor_s442-processed-gene-0.44&CDS=1-516	YJR025C
1844	OG0001844	augustus_masked-bor_s442-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-bor_s442-processed-gene-0.64&CDS=1-2526	YDR089W
1845	OG0001845	augustus_masked-bor_s442-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-bor_s442-processed-gene-0.47&CDS=1-4251	YJR137C
1846	OG0001846	augustus_masked-bor_s442-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-bor_s442-processed-gene-0.48&CDS=1-783	YHR200W
1847	OG0001847	augustus_masked-bor_s442-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-bor_s442-processed-gene-0.66&CDS=1-783	YMR048W
1848	OG0001848	genemark-bor_s442-processed-gene-0.14-mRNA-1_1&gene=genemark-bor_s442-processed-gene-0.14&CDS=1-1032	YJR141W
1849	OG0001849	augustus_masked-bor_s442-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-bor_s442-processed-gene-0.67&CDS=1-1176	YHR201C
1850	OG0001850	snap_masked-bor_s442-processed-gene-0.110-mRNA-1_1&gene=snap_masked-bor_s442-processed-gene-0.110&CDS=1-2250	YJR143C
1851	OG0001851	augustus_masked-bor_s442-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-bor_s442-processed-gene-0.70&CDS=1-5559	YJR140C
1852	OG0001852	snap_masked-bor_s442-processed-gene-0.113-mRNA-1_1&gene=snap_masked-bor_s442-processed-gene-0.113&CDS=1-762	YDR090C
1853	OG0001853	augustus_masked-bor_s442-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-bor_s442-processed-gene-0.72&CDS=1-3018	YER162C
1854	OG0001854	maker-bor_s445-augustus-gene-0.55-mRNA-1_1&gene=maker-bor_s445-augustus-gene-0.55&CDS=1-1797	YGR054W
1855	OG0001855	augustus_masked-bor_s445-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-bor_s445-processed-gene-0.60&CDS=1-5655	YGR032W
1856	OG0001856	genemark-bor_s445-processed-gene-0.26-mRNA-1_1&gene=genemark-bor_s445-processed-gene-0.26&CDS=1-1257	YJL183W
1857	OG0001857	augustus_masked-bor_s445-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-bor_s445-processed-gene-0.85&CDS=1-981	YOL107W
1858	OG0001858	augustus_masked-bor_s445-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-bor_s445-processed-gene-0.86&CDS=1-2064	YMR137C
1859	OG0001859	augustus_masked-bor_s445-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-bor_s445-processed-gene-0.61&CDS=1-552	YMR138W
1860	OG0001860	augustus_masked-bor_s445-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-bor_s445-processed-gene-0.87&CDS=1-753	YGR033C
1861	OG0001861	augustus_masked-bor_s445-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-bor_s445-processed-gene-0.65&CDS=1-1620	YLR345W
1862	OG0001862	augustus_masked-bor_s445-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-bor_s445-processed-gene-0.66&CDS=1-315	YJL184W
1863	OG0001863	augustus_masked-bor_s445-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-bor_s445-processed-gene-0.88&CDS=1-360	YJL179W
1864	OG0001864	augustus_masked-bor_s445-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-bor_s445-processed-gene-0.67&CDS=1-1044	YJL180C
1865	OG0001865	augustus_masked-bor_s445-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-bor_s445-processed-gene-0.70&CDS=1-1041	YDL226C
1866	OG0001866	augustus_masked-bor_s445-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-bor_s445-processed-gene-0.89&CDS=1-669	YGR036C
1867	OG0001867	augustus_masked-bor_s445-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-bor_s445-processed-gene-0.90&CDS=1-2610	YLR347C
1868	OG0001868	augustus_masked-bor_s445-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-bor_s445-processed-gene-0.91&CDS=1-1806	YDL225W
1869	OG0001869	augustus_masked-bor_s445-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-bor_s445-processed-gene-0.72&CDS=1-495	YPL149W
1870	OG0001870	augustus_masked-bor_s445-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-bor_s445-processed-gene-0.93&CDS=1-954	YOR239W
1871	OG0001871	augustus_masked-bor_s445-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-bor_s445-processed-gene-0.94&CDS=1-543	YDR246W
1872	OG0001872	augustus_masked-bor_s445-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-bor_s445-processed-gene-0.95&CDS=1-3687	YOR274W
1873	OG0001873	augustus_masked-bor_s445-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-bor_s445-processed-gene-0.74&CDS=1-4995	YGL206C
1874	OG0001874	augustus_masked-bor_s445-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-bor_s445-processed-gene-0.76&CDS=1-1272	YHL028W
1875	OG0001875	augustus_masked-bor_s445-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-bor_s445-processed-gene-0.77&CDS=1-1740	YHL027W
1876	OG0001876	augustus_masked-bor_s445-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-bor_s445-processed-gene-0.100&CDS=1-1218	YDL033C
1877	OG0001877	augustus_masked-bor_s445-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-bor_s445-processed-gene-0.101&CDS=1-1716	YFR037C
1878	OG0001878	augustus_masked-bor_s445-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-bor_s445-processed-gene-0.103&CDS=1-780	YDR429C
1879	OG0001879	genemark-bor_s445-processed-gene-0.46-mRNA-1_1&gene=genemark-bor_s445-processed-gene-0.46&CDS=1-753	YDR428C
1880	OG0001880	genemark-bor_s445-processed-gene-0.47-mRNA-1_1&gene=genemark-bor_s445-processed-gene-0.47&CDS=1-888	YDR432W
1881	OG0001881	augustus_masked-bor_s445-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-bor_s445-processed-gene-0.105&CDS=1-2511	YMR165C
1882	OG0001882	genemark-bor_s445-processed-gene-0.20-mRNA-1_1&gene=genemark-bor_s445-processed-gene-0.20&CDS=1-1578	YGL077C
1883	OG0001883	genemark-bor_s445-processed-gene-0.21-mRNA-1_1&gene=genemark-bor_s445-processed-gene-0.21&CDS=1-3024	YFR002W
1884	OG0001884	augustus_masked-bor_s445-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-bor_s445-processed-gene-0.80&CDS=1-2268	YJL094C
1885	OG0001885	snap_masked-bor_s445-processed-gene-0.131-mRNA-1_1&gene=snap_masked-bor_s445-processed-gene-0.131&CDS=1-381	YNL111C
1886	OG0001886	augustus_masked-bor_s445-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-bor_s445-processed-gene-0.83&CDS=1-1008	YPL244C
1887	OG0001887	augustus_masked-bor_s446-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-bor_s446-processed-gene-0.1&CDS=1-948	YML110C
1888	OG0001888	augustus_masked-bor_s446-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-bor_s446-processed-gene-0.2&CDS=1-1512	YAL038W
1889	OG0001889	augustus_masked-bor_s446-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-bor_s446-processed-gene-0.0&CDS=1-426	YNL328C
1890	OG0001890	augustus_masked-bor_s446-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-bor_s446-processed-gene-0.3&CDS=1-3495	YNL329C
1891	OG0001891	augustus_masked-bor_s447-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-bor_s447-processed-gene-0.15&CDS=1-1521	YPR029C
1892	OG0001892	augustus_masked-bor_s447-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-bor_s447-processed-gene-0.10&CDS=1-867	YPL064C
