	OrthologID	Lachancea_fermentati	Saccharomyces_cerevisiae
2111	OG0002111	snap_masked-LAFE0E-processed-gene-8.27-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.27&CDS=1-450	YPR193C
2112	OG0002112	snap_masked-LAFE0E-processed-gene-8.29-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.29&CDS=1-861	YHR209W
2113	OG0002113	snap_masked-LAFE0E-processed-gene-8.30-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-8.30&CDS=1-4062	YGL150C
2114	OG0002114	snap_masked-LAFE0E-processed-gene-9.67-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.67&CDS=1-3240	YGL151W
2115	OG0002115	snap_masked-LAFE0E-processed-gene-9.68-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.68&CDS=1-1023	YGL153W
2116	OG0002116	maker-LAFE0E-augustus-gene-9.3-mRNA-1_1&gene=maker-LAFE0E-augustus-gene-9.3&CDS=1-1716	YDL119C
2117	OG0002117	augustus_masked-LAFE0E-processed-gene-9.127-mRNA-1_1&gene=augustus_masked-LAFE0E-processed-gene-9.127&CDS=1-4347	YGL156W
2118	OG0002118	snap_masked-LAFE0E-processed-gene-9.71-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.71&CDS=1-228	YNL015W
2119	OG0002119	snap_masked-LAFE0E-processed-gene-9.72-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.72&CDS=1-501	YDL120W
2120	OG0002120	snap_masked-LAFE0E-processed-gene-9.73-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.73&CDS=1-432	YDL121C
2121	OG0002121	snap_masked-LAFE0E-processed-gene-9.100-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.100&CDS=1-2265	YDL122W
2122	OG0002122	snap_masked-LAFE0E-processed-gene-9.101-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.101&CDS=1-1239	YNL016W
2123	OG0002123	snap_masked-LAFE0E-processed-gene-9.75-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.75&CDS=1-1047	YIL083C
2124	OG0002124	snap_masked-LAFE0E-processed-gene-9.102-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.102&CDS=1-1485	YNL026W
2125	OG0002125	snap_masked-LAFE0E-processed-gene-9.103-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.103&CDS=1-1650	YNL027W
2126	OG0002126	snap_masked-LAFE0E-processed-gene-9.104-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.104&CDS=1-1254	YML005W
2127	OG0002127	augustus_masked-LAFE0E-processed-gene-9.157-mRNA-1_1&gene=augustus_masked-LAFE0E-processed-gene-9.157&CDS=1-768	YNL032W
2128	OG0002128	snap_masked-LAFE0E-processed-gene-9.80-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.80&CDS=1-1398	YIL088C
2129	OG0002129	snap_masked-LAFE0E-processed-gene-9.108-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.108&CDS=1-894	YNL025C
2130	OG0002130	snap_masked-LAFE0E-processed-gene-9.109-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.109&CDS=1-1206	YIL090W
2131	OG0002131	snap_masked-LAFE0E-processed-gene-9.81-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.81&CDS=1-2139	YIL091C
2132	OG0002132	snap_masked-LAFE0E-processed-gene-9.82-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.82&CDS=1-783	YIL093C
2133	OG0002133	snap_masked-LAFE0E-processed-gene-9.110-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.110&CDS=1-756	YNL024C
2134	OG0002134	maker-LAFE0E-augustus-gene-9.8-mRNA-1_1&gene=maker-LAFE0E-augustus-gene-9.8&CDS=1-2205	YNL023C
2135	OG0002135	snap_masked-LAFE0E-processed-gene-9.84-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.84&CDS=1-1104	YIL094C
2136	OG0002136	augustus_masked-LAFE0E-processed-gene-9.163-mRNA-1_1&gene=augustus_masked-LAFE0E-processed-gene-9.163&CDS=1-1431	YNL022C
2137	OG0002137	snap_masked-LAFE0E-processed-gene-9.85-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.85&CDS=1-2130	YNL021W
2138	OG0002138	snap_masked-LAFE0E-processed-gene-9.86-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.86&CDS=1-1200	YNL035C
2139	OG0002139	maker-LAFE0E-augustus-gene-9.6-mRNA-1_1&gene=maker-LAFE0E-augustus-gene-9.6&CDS=1-1554	YNL039W
2140	OG0002140	snap_masked-LAFE0E-processed-gene-9.89-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.89&CDS=1-537	YNL038W
2141	OG0002141	snap_masked-LAFE0E-processed-gene-9.90-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.90&CDS=1-1023	YIL096C
2142	OG0002142	maker-LAFE0E-augustus-gene-9.9-mRNA-1_1&gene=maker-LAFE0E-augustus-gene-9.9&CDS=1-2550	YNL037C
2143	OG0002143	snap_masked-LAFE0E-processed-gene-9.91-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.91&CDS=1-492	YIL098C
2144	OG0002144	snap_masked-LAFE0E-processed-gene-9.115-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.115&CDS=1-1833	YIL099W
2145	OG0002145	snap_masked-LAFE0E-processed-gene-9.92-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.92&CDS=1-654	YNL036W
2146	OG0002146	snap_masked-LAFE0E-processed-gene-9.93-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.93&CDS=1-2019	YIL101C
2147	OG0002147	snap_masked-LAFE0E-processed-gene-9.94-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.94&CDS=1-2445	YNL041C
2148	OG0002148	snap_masked-LAFE0E-processed-gene-9.116-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.116&CDS=1-1275	YIL103W
2149	OG0002149	snap_masked-LAFE0E-processed-gene-9.95-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.95&CDS=1-1464	YIL104C
2150	OG0002150	snap_masked-LAFE0E-processed-gene-9.117-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.117&CDS=1-963	YNL042W
2151	OG0002151	genemark-LAFE0E-processed-gene-9.61-mRNA-1_1&gene=genemark-LAFE0E-processed-gene-9.61&CDS=1-2376	YNL045W
2152	OG0002152	snap_masked-LAFE0E-processed-gene-9.96-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.96&CDS=1-1983	YIL105C
2153	OG0002153	snap_masked-LAFE0E-processed-gene-9.120-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.120&CDS=1-1734	YNL048W
2154	OG0002154	snap_masked-LAFE0E-processed-gene-9.121-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.121&CDS=1-717	YIL106W
2155	OG0002155	snap_masked-LAFE0E-processed-gene-9.97-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.97&CDS=1-2211	YIL107C
2156	OG0002156	snap_masked-LAFE0E-processed-gene-9.123-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.123&CDS=1-2067	YIL108W
2157	OG0002157	snap_masked-LAFE0E-processed-gene-9.98-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.98&CDS=1-2673	YIL109C
2158	OG0002158	snap_masked-LAFE0E-processed-gene-9.99-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-9.99&CDS=1-714	YNL050C
2159	OG0002159	snap_masked-LAFE0E-processed-gene-10.55-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-10.55&CDS=1-1164	YNL051W
2160	OG0002160	snap_masked-LAFE0E-processed-gene-10.56-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-10.56&CDS=1-1134	YIL110W
2161	OG0002161	augustus_masked-LAFE0E-processed-gene-10.11-mRNA-1_1&gene=augustus_masked-LAFE0E-processed-gene-10.11&CDS=1-456	YNL052W
2162	OG0002162	snap_masked-LAFE0E-processed-gene-10.58-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-10.58&CDS=1-3066	YIL112W
2163	OG0002163	snap_masked-LAFE0E-processed-gene-10.59-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-10.59&CDS=1-1350	YIL113W
2164	OG0002164	augustus_masked-LAFE0E-processed-gene-10.14-mRNA-1_1&gene=augustus_masked-LAFE0E-processed-gene-10.14&CDS=1-2019	YNL054W
2165	OG0002165	snap_masked-LAFE0E-processed-gene-10.53-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-10.53&CDS=1-843	YNL055C
2166	OG0002166	augustus_masked-LAFE0E-processed-gene-10.8-mRNA-1_1&gene=augustus_masked-LAFE0E-processed-gene-10.8&CDS=1-4854	YIL115C
2167	OG0002167	augustus_masked-LAFE0E-processed-gene-10.31-mRNA-1_1&gene=augustus_masked-LAFE0E-processed-gene-10.31&CDS=1-1641	YIL116W
2168	OG0002168	snap_masked-LAFE0E-processed-gene-10.61-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-10.61&CDS=1-939	YNL058C
2169	OG0002169	snap_masked-LAFE0E-processed-gene-10.79-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-10.79&CDS=1-705	YIL118W
2170	OG0002170	snap_masked-LAFE0E-processed-gene-10.63-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-10.63&CDS=1-2241	YNL059C
2171	OG0002171	snap_masked-LAFE0E-processed-gene-10.80-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-10.80&CDS=1-1839	YNL061W
2172	OG0002172	snap_masked-LAFE0E-processed-gene-10.64-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-10.64&CDS=1-1395	YNL062C
2173	OG0002173	snap_masked-LAFE0E-processed-gene-10.81-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-10.81&CDS=1-879	YNL063W
2174	OG0002174	snap_masked-LAFE0E-processed-gene-10.65-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-10.65&CDS=1-1218	YNL064C
2175	OG0002175	maker-LAFE0E-snap-gene-10.2-mRNA-1_1&gene=maker-LAFE0E-snap-gene-10.2&CDS=1-3414	YNL065W
2176	OG0002176	augustus_masked-LAFE0E-processed-gene-10.38-mRNA-1_1&gene=augustus_masked-LAFE0E-processed-gene-10.38&CDS=1-3885	YIL125W
2177	OG0002177	snap_masked-LAFE0E-processed-gene-10.67-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-10.67&CDS=1-606	YIL127C
2178	OG0002178	snap_masked-LAFE0E-processed-gene-10.88-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-10.88&CDS=1-3057	YIL128W
2179	OG0002179	snap_masked-LAFE0E-processed-gene-10.68-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-10.68&CDS=1-7752	YIL129C
2180	OG0002180	maker-LAFE0E-snap-gene-10.0-mRNA-1_1&gene=maker-LAFE0E-snap-gene-10.0&CDS=1-2040	YIL131C
2181	OG0002181	augustus_masked-LAFE0E-processed-gene-10.24-mRNA-1_1&gene=augustus_masked-LAFE0E-processed-gene-10.24&CDS=1-609	YIL132C
2182	OG0002182	augustus_masked-LAFE0E-processed-gene-10.43-mRNA-1_1&gene=augustus_masked-LAFE0E-processed-gene-10.43&CDS=1-924	YIL134W
2183	OG0002183	snap_masked-LAFE0E-processed-gene-10.91-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-10.91&CDS=1-180	YNL070W
2184	OG0002184	snap_masked-LAFE0E-processed-gene-10.92-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-10.92&CDS=1-1395	YNL071W
2185	OG0002185	snap_masked-LAFE0E-processed-gene-10.93-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-10.93&CDS=1-936	YNL072W
2186	OG0002186	snap_masked-LAFE0E-processed-gene-10.94-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-10.94&CDS=1-1308	YNL073W
2187	OG0002187	augustus_masked-LAFE0E-processed-gene-10.26-mRNA-1_1&gene=augustus_masked-LAFE0E-processed-gene-10.26&CDS=1-1392	YIL135C
2188	OG0002188	snap_masked-LAFE0E-processed-gene-10.95-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-10.95&CDS=1-849	YNL075W
2189	OG0002189	genemark-LAFE0E-processed-gene-10.143-mRNA-1_1&gene=genemark-LAFE0E-processed-gene-10.143&CDS=1-1794	YNL076W
2190	OG0002190	augustus_masked-LAFE0E-processed-gene-10.49-mRNA-1_1&gene=augustus_masked-LAFE0E-processed-gene-10.49&CDS=1-1647	YIL136W
2191	OG0002191	snap_masked-LAFE0E-processed-gene-10.98-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-10.98&CDS=1-1317	YNL077W
2192	OG0002192	snap_masked-LAFE0E-processed-gene-10.73-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-10.73&CDS=1-2700	YIL137C
2193	OG0002193	augustus_masked-LAFE0E-processed-gene-10.51-mRNA-1_1&gene=augustus_masked-LAFE0E-processed-gene-10.51&CDS=1-1581	YNL078W
2194	OG0002194	snap_masked-LAFE0E-processed-gene-10.74-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-10.74&CDS=1-483	YNL079C
2195	OG0002195	snap_masked-LAFE0E-processed-gene-10.75-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-10.75&CDS=1-927	YNL080C
2196	OG0002196	snap_masked-LAFE0E-processed-gene-10.76-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-10.76&CDS=1-435	YNL081C
2197	OG0002197	snap_masked-LAFE0E-processed-gene-10.100-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-10.100&CDS=1-2649	YNL082W
2198	OG0002198	snap_masked-LAFE0E-processed-gene-11.46-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-11.46&CDS=1-732	YIL139C
2199	OG0002199	snap_masked-LAFE0E-processed-gene-11.49-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-11.49&CDS=1-1551	YNL083W
2200	OG0002200	snap_masked-LAFE0E-processed-gene-11.47-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-11.47&CDS=1-1620	YIL142W
2201	OG0002201	snap_masked-LAFE0E-processed-gene-11.50-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-11.50&CDS=1-1188	YNL084C
2202	OG0002202	snap_masked-LAFE0E-processed-gene-11.48-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-11.48&CDS=1-2451	YIL140W
2203	OG0002203	snap_masked-LAFE0E-processed-gene-11.67-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-11.67&CDS=1-2397	YNL085W
2204	OG0002204	snap_masked-LAFE0E-processed-gene-11.52-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-11.52&CDS=1-1044	YOR085W
2205	OG0002205	snap_masked-LAFE0E-processed-gene-11.68-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-11.68&CDS=1-300	YNL086W
2206	OG0002206	snap_masked-LAFE0E-processed-gene-11.69-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-11.69&CDS=1-3513	YOR086C
2207	OG0002207	snap_masked-LAFE0E-processed-gene-11.70-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-11.70&CDS=1-4356	YNL088W
2208	OG0002208	snap_masked-LAFE0E-processed-gene-11.71-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-11.71&CDS=1-561	YNL090W
2209	OG0002209	snap_masked-LAFE0E-processed-gene-11.72-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-11.72&CDS=1-3633	YNL091W
2210	OG0002210	snap_masked-LAFE0E-processed-gene-11.53-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-11.53&CDS=1-2028	YOR087W
2211	OG0002211	augustus_masked-LAFE0E-processed-gene-11.31-mRNA-1_1&gene=augustus_masked-LAFE0E-processed-gene-11.31&CDS=1-1206	YNL092W
2212	OG0002212	snap_masked-LAFE0E-processed-gene-11.73-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-11.73&CDS=1-633	YOR089C
2213	OG0002213	snap_masked-LAFE0E-processed-gene-11.74-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-11.74&CDS=1-1524	YOR090C
2214	OG0002214	snap_masked-LAFE0E-processed-gene-11.54-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-11.54&CDS=1-1023	YOR091W
2215	OG0002215	snap_masked-LAFE0E-processed-gene-11.75-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-11.75&CDS=1-1743	YNL094W
2216	OG0002216	snap_masked-LAFE0E-processed-gene-11.76-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-11.76&CDS=1-1635	YOR092W
2217	OG0002217	snap_masked-LAFE0E-processed-gene-11.77-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-11.77&CDS=1-4827	YOR093C
2218	OG0002218	snap_masked-LAFE0E-processed-gene-11.55-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-11.55&CDS=1-543	YOR094W
2219	OG0002219	genemark-LAFE0E-processed-gene-11.123-mRNA-1_1&gene=genemark-LAFE0E-processed-gene-11.123&CDS=1-768	YOR095C
2220	OG0002220	snap_masked-LAFE0E-processed-gene-11.79-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-11.79&CDS=1-2694	YOR098C
2221	OG0002221	snap_masked-LAFE0E-processed-gene-11.80-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-11.80&CDS=1-1104	YGR173W
2222	OG0002222	maker-LAFE0E-augustus-gene-11.141-mRNA-1_1&gene=maker-LAFE0E-augustus-gene-11.141&CDS=1-2301	YGR171C
2223	OG0002223	augustus_masked-LAFE0E-processed-gene-11.40-mRNA-1_1&gene=augustus_masked-LAFE0E-processed-gene-11.40&CDS=1-4452	YGR170W
2224	OG0002224	augustus_masked-LAFE0E-processed-gene-11.41-mRNA-1_1&gene=augustus_masked-LAFE0E-processed-gene-11.41&CDS=1-1029	YJL023C
2225	OG0002225	snap_masked-LAFE0E-processed-gene-11.61-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-11.61&CDS=1-1203	YGR169C
2226	OG0002226	snap_masked-LAFE0E-processed-gene-11.84-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-11.84&CDS=1-3411	YJL020C
2227	OG0002227	snap_masked-LAFE0E-processed-gene-11.85-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-11.85&CDS=1-651	YGR167W
2228	OG0002228	snap_masked-LAFE0E-processed-gene-11.86-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-11.86&CDS=1-1362	YGR166W
2229	OG0002229	maker-LAFE0E-snap-gene-11.139-mRNA-1_1&gene=maker-LAFE0E-snap-gene-11.139&CDS=1-1026	YGR165W
2230	OG0002230	snap_masked-LAFE0E-processed-gene-11.63-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-11.63&CDS=1-1857	YJL019W
2231	OG0002231	snap_masked-LAFE0E-processed-gene-11.64-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-11.64&CDS=1-1524	YJL016W
2232	OG0002232	snap_masked-LAFE0E-processed-gene-11.65-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-11.65&CDS=1-1602	YJL014W
2233	OG0002233	maker-LAFE0E-augustus-gene-11.145-mRNA-1_1&gene=maker-LAFE0E-augustus-gene-11.145&CDS=1-5025	YJL012C
2234	OG0002234	snap_masked-LAFE0E-processed-gene-11.90-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-11.90&CDS=1-483	YJL011C
2235	OG0002235	snap_masked-LAFE0E-processed-gene-11.91-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-11.91&CDS=1-1455	YGR189C
2236	OG0002236	genemark-LAFE0E-processed-gene-12.2-mRNA-1_1&gene=genemark-LAFE0E-processed-gene-12.2&CDS=1-4539	YHR186C
2237	OG0002237	snap_masked-LAFE0E-processed-gene-12.143-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-12.143&CDS=1-882	YHR187W
2238	OG0002238	snap_masked-LAFE0E-processed-gene-12.146-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-12.146&CDS=1-1956	YHR188C
2239	OG0002239	snap_masked-LAFE0E-processed-gene-12.144-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-12.144&CDS=1-2892	YMR288W
2240	OG0002240	snap_masked-LAFE0E-processed-gene-12.147-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-12.147&CDS=1-2418	YGR261C
2241	OG0002241	snap_masked-LAFE0E-processed-gene-12.148-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-12.148&CDS=1-1143	YMR289W
2242	OG0002242	augustus_masked-LAFE0E-processed-gene-12.114-mRNA-1_1&gene=augustus_masked-LAFE0E-processed-gene-12.114&CDS=1-3048	YGR264C
2243	OG0002243	snap_masked-LAFE0E-processed-gene-12.188-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-12.188&CDS=1-1497	YMR290C
2244	OG0002244	snap_masked-LAFE0E-processed-gene-12.149-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-12.149&CDS=1-2064	YGR266W
2245	OG0002245	snap_masked-LAFE0E-processed-gene-12.150-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-12.150&CDS=1-1605	YMR291W
2246	OG0002246	snap_masked-LAFE0E-processed-gene-12.189-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-12.189&CDS=1-732	YGR267C
2247	OG0002247	snap_masked-LAFE0E-processed-gene-12.190-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-12.190&CDS=1-651	YGR268C
2248	OG0002248	augustus_masked-LAFE0E-processed-gene-12.88-mRNA-1_1&gene=augustus_masked-LAFE0E-processed-gene-12.88&CDS=1-4476	YGR270W
2249	OG0002249	snap_masked-LAFE0E-processed-gene-12.191-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-12.191&CDS=1-1383	YMR293C
2250	OG0002250	augustus_masked-LAFE0E-processed-gene-12.89-mRNA-1_1&gene=augustus_masked-LAFE0E-processed-gene-12.89&CDS=1-1104	YMR294W
2251	OG0002251	augustus_masked-LAFE0E-processed-gene-12.119-mRNA-1_1&gene=augustus_masked-LAFE0E-processed-gene-12.119&CDS=1-702	YGR271C-A
2252	OG0002252	snap_masked-LAFE0E-processed-gene-12.193-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-12.193&CDS=1-576	YMR295C
2253	OG0002253	snap_masked-LAFE0E-processed-gene-12.194-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-12.194&CDS=1-1653	YMR296C
2254	OG0002254	snap_masked-LAFE0E-processed-gene-12.195-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-12.195&CDS=1-3003	YGR274C
2255	OG0002255	augustus_masked-LAFE0E-processed-gene-12.93-mRNA-1_1&gene=augustus_masked-LAFE0E-processed-gene-12.93&CDS=1-537	YGR275W
2256	OG0002256	snap_masked-LAFE0E-processed-gene-12.196-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-12.196&CDS=1-2001	YGR276C
2257	OG0002257	augustus_masked-LAFE0E-processed-gene-12.124-mRNA-1_1&gene=augustus_masked-LAFE0E-processed-gene-12.124&CDS=1-972	YMR299C
2258	OG0002258	maker-LAFE0E-augustus-gene-12.72-mRNA-1_1&gene=maker-LAFE0E-augustus-gene-12.72&CDS=1-4389	YMR300C
2259	OG0002259	snap_masked-LAFE0E-processed-gene-12.158-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-12.158&CDS=1-1722	YMR313C
2260	OG0002260	snap_masked-LAFE0E-processed-gene-12.201-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-12.201&CDS=1-807	YMR312W
2261	OG0002261	snap_masked-LAFE0E-processed-gene-12.159-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-12.159&CDS=1-1299	YGR285C
2262	OG0002262	snap_masked-LAFE0E-processed-gene-12.160-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-12.160&CDS=1-915	YGR284C
2263	OG0002263	snap_masked-LAFE0E-processed-gene-12.161-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-12.161&CDS=1-627	YMR311C
2264	OG0002264	snap_masked-LAFE0E-processed-gene-12.162-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-12.162&CDS=1-1254	YMR310C
2265	OG0002265	snap_masked-LAFE0E-processed-gene-12.163-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-12.163&CDS=1-927	YGR282C
2266	OG0002266	snap_masked-LAFE0E-processed-gene-12.164-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-12.164&CDS=1-2511	YMR309C
2267	OG0002267	snap_masked-LAFE0E-processed-gene-12.166-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-12.166&CDS=1-3276	YMR308C
2268	OG0002268	snap_masked-LAFE0E-processed-gene-12.167-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-12.167&CDS=1-900	YGR280C
2269	OG0002269	snap_masked-LAFE0E-processed-gene-12.169-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-12.169&CDS=1-1137	YGR279C
2270	OG0002270	snap_masked-LAFE0E-processed-gene-12.209-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-12.209&CDS=1-1803	YGR278W
2271	OG0002271	snap_masked-LAFE0E-processed-gene-12.170-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-12.170&CDS=1-867	YGR277C
2272	OG0002272	snap_masked-LAFE0E-processed-gene-12.210-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-12.210&CDS=1-3567	YMR304W
2273	OG0002273	maker-LAFE0E-augustus-gene-12.71-mRNA-1_1&gene=maker-LAFE0E-augustus-gene-12.71&CDS=1-4071	YMR302C
2274	OG0002274	snap_masked-LAFE0E-processed-gene-12.211-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-12.211&CDS=1-1488	YOR378W
2275	OG0002275	snap_masked-LAFE0E-processed-gene-12.212-mRNA-1_1&gene=snap_masked-LAFE0E-processed-gene-12.212&CDS=1-942	YKL216W
2276	OG0002276	snap_masked-LAFE0F-processed-gene-0.49-mRNA-1_1&gene=snap_masked-LAFE0F-processed-gene-0.49&CDS=1-960	YJR154W
2277	OG0002277	snap_masked-LAFE0F-processed-gene-0.38-mRNA-1_1&gene=snap_masked-LAFE0F-processed-gene-0.38&CDS=1-675	YIL161W
2278	OG0002278	snap_masked-LAFE0F-processed-gene-0.53-mRNA-1_1&gene=snap_masked-LAFE0F-processed-gene-0.53&CDS=1-1221	YIL160C
2279	OG0002279	genemark-LAFE0F-processed-gene-0.20-mRNA-1_1&gene=genemark-LAFE0F-processed-gene-0.20&CDS=1-540	YIL157C
2280	OG0002280	snap_masked-LAFE0F-processed-gene-0.55-mRNA-1_1&gene=snap_masked-LAFE0F-processed-gene-0.55&CDS=1-2130	YKR099W
2281	OG0002281	snap_masked-LAFE0F-processed-gene-0.41-mRNA-1_1&gene=snap_masked-LAFE0F-processed-gene-0.41&CDS=1-2955	YIL156W
