	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034709_Kluyveromyces_aestuarii
1874	OG0001874	YHR090C	snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-2.153-mRNA-1_1&gene=snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-2.153&CDS=1-831
1875	OG0001875	YHR098C	snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-1.42-mRNA-1_1&gene=snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-1.42&CDS=1-2718
1876	OG0001876	YHR099W	snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-1.24-mRNA-1_1&gene=snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-1.24&CDS=1-11283
1877	OG0001877	YHR100C	genemark-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-5.124-mRNA-1_1&gene=genemark-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-5.124&CDS=1-570
1878	OG0001878	YHR101C	snap_masked-NODE_8_length_516559_cov_30.1547_ID_15-processed-gene-2.82-mRNA-1_1&gene=snap_masked-NODE_8_length_516559_cov_30.1547_ID_15-processed-gene-2.82&CDS=1-828
1879	OG0001879	YHR104W	genemark-NODE_8_length_516559_cov_30.1547_ID_15-processed-gene-2.113-mRNA-1_1&gene=genemark-NODE_8_length_516559_cov_30.1547_ID_15-processed-gene-2.113&CDS=1-987
1880	OG0001880	YHR108W	snap_masked-NODE_8_length_516559_cov_30.1547_ID_15-processed-gene-2.63-mRNA-1_1&gene=snap_masked-NODE_8_length_516559_cov_30.1547_ID_15-processed-gene-2.63&CDS=1-1764
1881	OG0001881	YHR109W	snap_masked-NODE_8_length_516559_cov_30.1547_ID_15-processed-gene-2.64-mRNA-1_1&gene=snap_masked-NODE_8_length_516559_cov_30.1547_ID_15-processed-gene-2.64&CDS=1-1467
1882	OG0001882	YHR111W	snap_masked-NODE_8_length_516559_cov_30.1547_ID_15-processed-gene-2.65-mRNA-1_1&gene=snap_masked-NODE_8_length_516559_cov_30.1547_ID_15-processed-gene-2.65&CDS=1-1326
1883	OG0001883	YHR112C	snap_masked-NODE_8_length_516559_cov_30.1547_ID_15-processed-gene-2.89-mRNA-1_1&gene=snap_masked-NODE_8_length_516559_cov_30.1547_ID_15-processed-gene-2.89&CDS=1-1143
1884	OG0001884	YHR113W	augustus_masked-NODE_8_length_516559_cov_30.1547_ID_15-processed-gene-2.15-mRNA-1_1&gene=augustus_masked-NODE_8_length_516559_cov_30.1547_ID_15-processed-gene-2.15&CDS=1-1509
1885	OG0001885	YHR114W	snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.105-mRNA-1_1&gene=snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.105&CDS=1-1914
1886	OG0001886	YHR115C	snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.102-mRNA-1_1&gene=snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.102&CDS=1-1470
1887	OG0001887	YHR116W	snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-3.49-mRNA-1_1&gene=snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-3.49&CDS=1-363
1888	OG0001888	YHR118C	augustus_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-3.81-mRNA-1_1&gene=augustus_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-3.81&CDS=1-1305
1889	OG0001889	YHR119W	genemark-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-3.157-mRNA-1_1&gene=genemark-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-3.157&CDS=1-2967
1890	OG0001890	YHR120W	genemark-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-3.156-mRNA-1_1&gene=genemark-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-3.156&CDS=1-2796
1891	OG0001891	YHR121W	snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-3.43-mRNA-1_1&gene=snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-3.43&CDS=1-342
1892	OG0001892	YHR124W	snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-3.41-mRNA-1_1&gene=snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-3.41&CDS=1-1692
1893	OG0001893	YHR128W	snap_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-5.12-mRNA-1_1&gene=snap_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-5.12&CDS=1-648
1894	OG0001894	YHR132C	snap_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-5.54-mRNA-1_1&gene=snap_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-5.54&CDS=1-1326
1895	OG0001895	YHR132W-A	snap_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-5.14-mRNA-1_1&gene=snap_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-5.14&CDS=1-453
1896	OG0001896	YHR134W	snap_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-5.15-mRNA-1_1&gene=snap_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-5.15&CDS=1-870
1897	OG0001897	YHR136C	snap_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-5.58-mRNA-1_1&gene=snap_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-5.58&CDS=1-699
1898	OG0001898	YHR138C	augustus_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-5.145-mRNA-1_1&gene=augustus_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-5.145&CDS=1-285
1899	OG0001899	YHR140W	snap_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-5.20-mRNA-1_1&gene=snap_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-5.20&CDS=1-666
1900	OG0001900	YHR142W	snap_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-5.21-mRNA-1_1&gene=snap_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-5.21&CDS=1-945
1901	OG0001901	YHR143W	genemark-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-5.195-mRNA-1_1&gene=genemark-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-5.195&CDS=1-843
1902	OG0001902	YHR143W-A	genemark-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-5.197-mRNA-1_1&gene=genemark-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-5.197&CDS=1-429
1903	OG0001903	YHR144C	snap_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-5.66-mRNA-1_1&gene=snap_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-5.66&CDS=1-981
1904	OG0001904	YHR146W	snap_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-5.28-mRNA-1_1&gene=snap_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-5.28&CDS=1-1170
1905	OG0001905	YHR148W	snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-5.30-mRNA-1_1&gene=snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-5.30&CDS=1-549
1906	OG0001906	YHR150W	snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-5.33-mRNA-1_1&gene=snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-5.33&CDS=1-1623
1907	OG0001907	YHR151C	snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-5.56-mRNA-1_1&gene=snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-5.56&CDS=1-1386
1908	OG0001908	YHR154W	augustus_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-6.104-mRNA-1_1&gene=augustus_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-6.104&CDS=1-2640
1909	OG0001909	YHR156C	augustus_masked-NODE_18_length_231117_cov_28.1554_ID_35-processed-gene-1.152-mRNA-1_1&gene=augustus_masked-NODE_18_length_231117_cov_28.1554_ID_35-processed-gene-1.152&CDS=1-1008
1910	OG0001910	YHR158C	snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-6.30-mRNA-1_1&gene=snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-6.30&CDS=1-2718
1911	OG0001911	YHR159W	augustus_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-6.109-mRNA-1_1&gene=augustus_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-6.109&CDS=1-1203
1912	OG0001912	YHR161C	genemark-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-6.88-mRNA-1_1&gene=genemark-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-6.88&CDS=1-1731
1913	OG0001913	YHR164C	snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-6.38-mRNA-1_1&gene=snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-6.38&CDS=1-4242
1914	OG0001914	YHR165C	maker-NODE_4_length_706832_cov_27.5555_ID_7-snap-gene-6.53-mRNA-1_1&gene=maker-NODE_4_length_706832_cov_27.5555_ID_7-snap-gene-6.53&CDS=1-9096
1915	OG0001915	YHR167W	augustus_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-6.113-mRNA-1_1&gene=augustus_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-6.113&CDS=1-786
1916	OG0001916	YHR169W	augustus_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-6.114-mRNA-1_1&gene=augustus_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-6.114&CDS=1-3489
1917	OG0001917	YHR170W	snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-6.14-mRNA-1_1&gene=snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-6.14&CDS=1-1542
1918	OG0001918	YHR171W	snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-6.15-mRNA-1_1&gene=snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-6.15&CDS=1-1803
1919	OG0001919	YHR172W	augustus_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-4.25-mRNA-1_1&gene=augustus_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-4.25&CDS=1-2136
1920	OG0001920	YHR175W	snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-4.113-mRNA-1_1&gene=snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-4.113&CDS=1-447
1921	OG0001921	YHR176W	snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-4.114-mRNA-1_1&gene=snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-4.114&CDS=1-1236
1922	OG0001922	YHR178W	snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-4.115-mRNA-1_1&gene=snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-4.115&CDS=1-1926
1923	OG0001923	YHR181W	snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-4.116-mRNA-1_1&gene=snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-4.116&CDS=1-675
1924	OG0001924	YHR182W	augustus_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-4.29-mRNA-1_1&gene=augustus_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-4.29&CDS=1-1866
1925	OG0001925	YHR183W	snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-5.0-mRNA-1_1&gene=snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-5.0&CDS=1-1476
1926	OG0001926	YHR184W	augustus_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-5.101-mRNA-1_1&gene=augustus_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-5.101&CDS=1-1725
1927	OG0001927	YHR185C	snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-5.4-mRNA-1_1&gene=snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-5.4&CDS=1-759
1928	OG0001928	YHR186C	snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-5.31-mRNA-1_1&gene=snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-5.31&CDS=1-4578
1929	OG0001929	YHR187W	snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-5.6-mRNA-1_1&gene=snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-5.6&CDS=1-840
1930	OG0001930	YHR188C	snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-5.32-mRNA-1_1&gene=snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-5.32&CDS=1-1962
1931	OG0001931	YHR189W	snap_masked-NODE_14_length_314412_cov_27.9629_ID_27-processed-gene-0.113-mRNA-1_1&gene=snap_masked-NODE_14_length_314412_cov_27.9629_ID_27-processed-gene-0.113&CDS=1-552
1932	OG0001932	YHR190W	snap_masked-NODE_14_length_314412_cov_27.9629_ID_27-processed-gene-0.112-mRNA-1_1&gene=snap_masked-NODE_14_length_314412_cov_27.9629_ID_27-processed-gene-0.112&CDS=1-1323
1933	OG0001933	YHR191C	snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-0.21-mRNA-1_1&gene=snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-0.21&CDS=1-399
1934	OG0001934	YHR192W	snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-0.41-mRNA-1_1&gene=snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-0.41&CDS=1-888
1935	OG0001935	YHR193C	snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-0.20-mRNA-1_1&gene=snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-0.20&CDS=1-525
1936	OG0001936	YHR195W	snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-0.39&CDS=1-816
1937	OG0001937	YHR196W	snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-0.37-mRNA-1_1&gene=snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-0.37&CDS=1-1662
1938	OG0001938	YHR197W	snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-0.35-mRNA-1_1&gene=snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-0.35&CDS=1-2268
1939	OG0001939	YHR200W	snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-0.33-mRNA-1_1&gene=snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-0.33&CDS=1-741
1940	OG0001940	YHR201C	snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-0.12&CDS=1-1185
1941	OG0001941	YHR202W	snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-0.28&CDS=1-1752
1942	OG0001942	YHR204W	snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-0.27-mRNA-1_1&gene=snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-0.27&CDS=1-2271
1943	OG0001943	YHR207C	genemark-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-0.53-mRNA-1_1&gene=genemark-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-0.53&CDS=1-1482
1944	OG0001944	YIL001W	snap_masked-NODE_10_length_474261_cov_27.8157_ID_19-processed-gene-1.119-mRNA-1_1&gene=snap_masked-NODE_10_length_474261_cov_27.8157_ID_19-processed-gene-1.119&CDS=1-1530
1945	OG0001945	YIL003W	snap_masked-NODE_10_length_474261_cov_27.8157_ID_19-processed-gene-1.116-mRNA-1_1&gene=snap_masked-NODE_10_length_474261_cov_27.8157_ID_19-processed-gene-1.116&CDS=1-828
1946	OG0001946	YIL004C	snap_masked-NODE_10_length_474261_cov_27.8157_ID_19-processed-gene-1.140-mRNA-1_1&gene=snap_masked-NODE_10_length_474261_cov_27.8157_ID_19-processed-gene-1.140&CDS=1-438
1947	OG0001947	YIL005W	augustus_masked-NODE_10_length_474261_cov_27.8157_ID_19-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-NODE_10_length_474261_cov_27.8157_ID_19-processed-gene-1.65&CDS=1-3093
1948	OG0001948	YIL007C	snap_masked-NODE_10_length_474261_cov_27.8157_ID_19-processed-gene-1.138-mRNA-1_1&gene=snap_masked-NODE_10_length_474261_cov_27.8157_ID_19-processed-gene-1.138&CDS=1-660
1949	OG0001949	YIL008W	snap_masked-NODE_10_length_474261_cov_27.8157_ID_19-processed-gene-1.112-mRNA-1_1&gene=snap_masked-NODE_10_length_474261_cov_27.8157_ID_19-processed-gene-1.112&CDS=1-309
1950	OG0001950	YIL009C-A	maker-NODE_10_length_474261_cov_27.8157_ID_19-snap-gene-1.3-mRNA-1_1&gene=maker-NODE_10_length_474261_cov_27.8157_ID_19-snap-gene-1.3&CDS=1-663
1951	OG0001951	YIL010W	snap_masked-NODE_10_length_474261_cov_27.8157_ID_19-processed-gene-1.108-mRNA-1_1&gene=snap_masked-NODE_10_length_474261_cov_27.8157_ID_19-processed-gene-1.108&CDS=1-597
1952	OG0001952	YIL016W	snap_masked-NODE_13_length_344462_cov_51.4643_ID_25-processed-gene-2.188-mRNA-1_1&gene=snap_masked-NODE_13_length_344462_cov_51.4643_ID_25-processed-gene-2.188&CDS=1-519
1953	OG0001953	YIL017C	snap_masked-NODE_13_length_344462_cov_51.4643_ID_25-processed-gene-2.230-mRNA-1_1&gene=snap_masked-NODE_13_length_344462_cov_51.4643_ID_25-processed-gene-2.230&CDS=1-2805
1954	OG0001954	YIL019W	genemark-NODE_13_length_344462_cov_51.4643_ID_25-processed-gene-2.101-mRNA-1_1&gene=genemark-NODE_13_length_344462_cov_51.4643_ID_25-processed-gene-2.101&CDS=1-885
1955	OG0001955	YIL020C	snap_masked-NODE_13_length_344462_cov_51.4643_ID_25-processed-gene-2.226-mRNA-1_1&gene=snap_masked-NODE_13_length_344462_cov_51.4643_ID_25-processed-gene-2.226&CDS=1-798
1956	OG0001956	YIL021W	snap_masked-NODE_13_length_344462_cov_51.4643_ID_25-processed-gene-2.180-mRNA-1_1&gene=snap_masked-NODE_13_length_344462_cov_51.4643_ID_25-processed-gene-2.180&CDS=1-921
1957	OG0001957	YIL022W	snap_masked-NODE_13_length_344462_cov_51.4643_ID_25-processed-gene-2.179-mRNA-1_1&gene=snap_masked-NODE_13_length_344462_cov_51.4643_ID_25-processed-gene-2.179&CDS=1-1254
1958	OG0001958	YIL023C	snap_masked-NODE_8_length_516559_cov_30.1547_ID_15-processed-gene-4.194-mRNA-1_1&gene=snap_masked-NODE_8_length_516559_cov_30.1547_ID_15-processed-gene-4.194&CDS=1-1173
1959	OG0001959	YIL024C	snap_masked-NODE_8_length_516559_cov_30.1547_ID_15-processed-gene-4.192-mRNA-1_1&gene=snap_masked-NODE_8_length_516559_cov_30.1547_ID_15-processed-gene-4.192&CDS=1-630
1960	OG0001960	YIL026C	snap_masked-NODE_8_length_516559_cov_30.1547_ID_15-processed-gene-4.191-mRNA-1_1&gene=snap_masked-NODE_8_length_516559_cov_30.1547_ID_15-processed-gene-4.191&CDS=1-3240
1961	OG0001961	YIL027C	genemark-NODE_8_length_516559_cov_30.1547_ID_15-processed-gene-4.53-mRNA-1_1&gene=genemark-NODE_8_length_516559_cov_30.1547_ID_15-processed-gene-4.53&CDS=1-405
1962	OG0001962	YIL030C	snap_masked-NODE_8_length_516559_cov_30.1547_ID_15-processed-gene-4.188-mRNA-1_1&gene=snap_masked-NODE_8_length_516559_cov_30.1547_ID_15-processed-gene-4.188&CDS=1-2754
1963	OG0001963	YIL031W	snap_masked-NODE_8_length_516559_cov_30.1547_ID_15-processed-gene-4.152-mRNA-1_1&gene=snap_masked-NODE_8_length_516559_cov_30.1547_ID_15-processed-gene-4.152&CDS=1-3261
1964	OG0001964	YIL033C	snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-2.39-mRNA-1_1&gene=snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-2.39&CDS=1-1344
1965	OG0001965	YIL036W	snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-2.14-mRNA-1_1&gene=snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-2.14&CDS=1-1197
1966	OG0001966	YIL038C	snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-2.34-mRNA-1_1&gene=snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-2.34&CDS=1-2226
1967	OG0001967	YIL041W	snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-2.5-mRNA-1_1&gene=snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-2.5&CDS=1-900
1968	OG0001968	YIL042C	snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-2.8-mRNA-1_1&gene=snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-2.8&CDS=1-1218
1969	OG0001969	YIL043C	snap_masked-NODE_7_length_533625_cov_27.154_ID_13-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NODE_7_length_533625_cov_27.154_ID_13-processed-gene-0.32&CDS=1-852
1970	OG0001970	YIL044C	snap_masked-NODE_7_length_533625_cov_27.154_ID_13-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NODE_7_length_533625_cov_27.154_ID_13-processed-gene-0.31&CDS=1-819
1971	OG0001971	YIL046W	snap_masked-NODE_7_length_533625_cov_27.154_ID_13-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_7_length_533625_cov_27.154_ID_13-processed-gene-0.11&CDS=1-1884
1972	OG0001972	YIL047C	snap_masked-NODE_7_length_533625_cov_27.154_ID_13-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NODE_7_length_533625_cov_27.154_ID_13-processed-gene-0.30&CDS=1-1722
1973	OG0001973	YIL048W	snap_masked-NODE_7_length_533625_cov_27.154_ID_13-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_7_length_533625_cov_27.154_ID_13-processed-gene-0.9&CDS=1-3441
1974	OG0001974	YIL050W	snap_masked-NODE_7_length_533625_cov_27.154_ID_13-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NODE_7_length_533625_cov_27.154_ID_13-processed-gene-0.28&CDS=1-1041
1975	OG0001975	YIL051C	snap_masked-NODE_7_length_533625_cov_27.154_ID_13-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_7_length_533625_cov_27.154_ID_13-processed-gene-0.7&CDS=1-420
1976	OG0001976	YIL055C	augustus_masked-NODE_12_length_381431_cov_26.8905_ID_23-processed-gene-2.255-mRNA-1_1&gene=augustus_masked-NODE_12_length_381431_cov_26.8905_ID_23-processed-gene-2.255&CDS=1-1023
1977	OG0001977	YIL056W	maker-NODE_12_length_381431_cov_26.8905_ID_23-snap-gene-2.177-mRNA-1_1&gene=maker-NODE_12_length_381431_cov_26.8905_ID_23-snap-gene-2.177&CDS=1-1587
1978	OG0001978	YIL057C	snap_masked-NODE_12_length_381431_cov_26.8905_ID_23-processed-gene-2.84-mRNA-1_1&gene=snap_masked-NODE_12_length_381431_cov_26.8905_ID_23-processed-gene-2.84&CDS=1-486
1979	OG0001979	YIL061C	snap_masked-NODE_12_length_381431_cov_26.8905_ID_23-processed-gene-2.82-mRNA-1_1&gene=snap_masked-NODE_12_length_381431_cov_26.8905_ID_23-processed-gene-2.82&CDS=1-852
1980	OG0001980	YIL062C	snap_masked-NODE_12_length_381431_cov_26.8905_ID_23-processed-gene-2.80-mRNA-1_1&gene=snap_masked-NODE_12_length_381431_cov_26.8905_ID_23-processed-gene-2.80&CDS=1-459
1981	OG0001981	YIL063C	snap_masked-NODE_12_length_381431_cov_26.8905_ID_23-processed-gene-2.79-mRNA-1_1&gene=snap_masked-NODE_12_length_381431_cov_26.8905_ID_23-processed-gene-2.79&CDS=1-1053
1982	OG0001982	YIL064W	snap_masked-NODE_12_length_381431_cov_26.8905_ID_23-processed-gene-2.43-mRNA-1_1&gene=snap_masked-NODE_12_length_381431_cov_26.8905_ID_23-processed-gene-2.43&CDS=1-690
1983	OG0001983	YIL065C	snap_masked-NODE_12_length_381431_cov_26.8905_ID_23-processed-gene-2.78-mRNA-1_1&gene=snap_masked-NODE_12_length_381431_cov_26.8905_ID_23-processed-gene-2.78&CDS=1-465
1984	OG0001984	YIL070C	snap_masked-NODE_12_length_381431_cov_26.8905_ID_23-processed-gene-2.71-mRNA-1_1&gene=snap_masked-NODE_12_length_381431_cov_26.8905_ID_23-processed-gene-2.71&CDS=1-777
1985	OG0001985	YIL071C	snap_masked-NODE_12_length_381431_cov_26.8905_ID_23-processed-gene-2.70-mRNA-1_1&gene=snap_masked-NODE_12_length_381431_cov_26.8905_ID_23-processed-gene-2.70&CDS=1-1149
1986	OG0001986	YIL073C	snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-3.14-mRNA-1_1&gene=snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-3.14&CDS=1-2868
1987	OG0001987	YIL075C	snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-3.16-mRNA-1_1&gene=snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-3.16&CDS=1-2799
1988	OG0001988	YIL076W	snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-3.34-mRNA-1_1&gene=snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-3.34&CDS=1-879
1989	OG0001989	YIL077C	snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-3.18-mRNA-1_1&gene=snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-3.18&CDS=1-861
1990	OG0001990	YIL078W	snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-3.35-mRNA-1_1&gene=snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-3.35&CDS=1-2199
1991	OG0001991	YIL083C	genemark-NODE_11_length_412906_cov_27.0339_ID_21-processed-gene-2.90-mRNA-1_1&gene=genemark-NODE_11_length_412906_cov_27.0339_ID_21-processed-gene-2.90&CDS=1-1050
