	OrthologID	Saccharomyces_cerevisiae	Vanderwaltozyma_polyspora
1761	OG0001761	YGL223C	augustus_masked-NW_001834600.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NW_001834600.1-processed-gene-0.10&CDS=1-1140
1762	OG0001762	YGL225W	augustus_masked-NW_001834600.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NW_001834600.1-processed-gene-0.0&CDS=1-996
1763	OG0001763	YGL226C-A	snap_masked-NW_001834609.1-processed-gene-0.52-mRNA-1_1&gene=snap_masked-NW_001834609.1-processed-gene-0.52&CDS=1-261
1764	OG0001764	YGL226W	augustus_masked-NW_001834609.1-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NW_001834609.1-processed-gene-0.35&CDS=1-447
1765	OG0001765	YGL227W	augustus_masked-NW_001834609.1-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NW_001834609.1-processed-gene-0.36&CDS=1-2754
1766	OG0001766	YGL228W	augustus_masked-NW_001834609.1-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NW_001834609.1-processed-gene-0.38&CDS=1-1776
1767	OG0001767	YGL231C	augustus_masked-NW_001834609.1-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NW_001834609.1-processed-gene-0.29&CDS=1-558
1768	OG0001768	YGL232W	augustus_masked-NW_001834609.1-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NW_001834609.1-processed-gene-0.41&CDS=1-885
1769	OG0001769	YGL233W	augustus_masked-NW_001834609.1-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NW_001834609.1-processed-gene-0.42&CDS=1-2649
1770	OG0001770	YGL234W	augustus_masked-NW_001834609.1-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-NW_001834609.1-processed-gene-0.44&CDS=1-2376
1771	OG0001771	YGL236C	maker-NW_001834630.1-snap-gene-0.32-mRNA-1_1&gene=maker-NW_001834630.1-snap-gene-0.32&CDS=1-2355
1772	OG0001772	YGL238W	augustus_masked-NW_001834609.1-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NW_001834609.1-processed-gene-0.46&CDS=1-2868
1773	OG0001773	YGL240W	augustus_masked-NW_001834609.1-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NW_001834609.1-processed-gene-0.47&CDS=1-744
1774	OG0001774	YGL241W	augustus_masked-NW_001834572.1-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NW_001834572.1-processed-gene-0.33&CDS=1-3006
1775	OG0001775	YGL242C	augustus_masked-NW_001834630.1-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NW_001834630.1-processed-gene-0.28&CDS=1-567
1776	OG0001776	YGL243W	augustus_masked-NW_001834572.1-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NW_001834572.1-processed-gene-0.34&CDS=1-1155
1777	OG0001777	YGL244W	snap_masked-NW_001834630.1-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NW_001834630.1-processed-gene-0.4&CDS=1-1677
1778	OG0001778	YGL245W	augustus_masked-NW_001834630.1-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NW_001834630.1-processed-gene-0.19&CDS=1-2121
1779	OG0001779	YGL246C	genemark-NW_001834572.1-processed-gene-0.2-mRNA-1_1&gene=genemark-NW_001834572.1-processed-gene-0.2&CDS=1-1137
1780	OG0001780	YGL248W	snap_masked-NW_001834572.1-processed-gene-0.23-mRNA-1_1&gene=snap_masked-NW_001834572.1-processed-gene-0.23&CDS=1-1119
1781	OG0001781	YGL249W	augustus_masked-NW_001834630.1-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NW_001834630.1-processed-gene-0.17&CDS=1-2154
1782	OG0001782	YGL250W	augustus_masked-NW_001834621.1-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-NW_001834621.1-processed-gene-0.56&CDS=1-780
1783	OG0001783	YGL251C	augustus_masked-NW_001834621.1-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NW_001834621.1-processed-gene-0.66&CDS=1-3600
1784	OG0001784	YGL252C	augustus_masked-NW_001834630.1-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NW_001834630.1-processed-gene-0.26&CDS=1-1800
1785	OG0001785	YGL254W	augustus_masked-NW_001834621.1-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NW_001834621.1-processed-gene-0.55&CDS=1-1017
1786	OG0001786	YGL262W	snap_masked-NW_001834595.1-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NW_001834595.1-processed-gene-0.17&CDS=1-900
1787	OG0001787	YGR001C	maker-NW_001834666.1-augustus-gene-0.5-mRNA-1_1&gene=maker-NW_001834666.1-augustus-gene-0.5&CDS=1-738
1788	OG0001788	YGR002C	augustus_masked-NW_001834666.1-processed-gene-0.149-mRNA-1_1&gene=augustus_masked-NW_001834666.1-processed-gene-0.149&CDS=1-1674
1789	OG0001789	YGR003W	snap_masked-NW_001834666.1-processed-gene-0.69-mRNA-1_1&gene=snap_masked-NW_001834666.1-processed-gene-0.69&CDS=1-2295
1790	OG0001790	YGR005C	augustus_masked-NW_001834666.1-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-NW_001834666.1-processed-gene-0.147&CDS=1-1224
1791	OG0001791	YGR006W	augustus_masked-NW_001834666.1-processed-gene-0.176-mRNA-1_1&gene=augustus_masked-NW_001834666.1-processed-gene-0.176&CDS=1-702
1792	OG0001792	YGR007W	augustus_masked-NW_001834666.1-processed-gene-0.175-mRNA-1_1&gene=augustus_masked-NW_001834666.1-processed-gene-0.175&CDS=1-990
1793	OG0001793	YGR009C	augustus_masked-NW_001834641.1-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NW_001834641.1-processed-gene-0.45&CDS=1-2244
1794	OG0001794	YGR012W	genemark-NW_001834662.1-processed-gene-0.97-mRNA-1_1&gene=genemark-NW_001834662.1-processed-gene-0.97&CDS=1-1188
1795	OG0001795	YGR013W	augustus_masked-NW_001834666.1-processed-gene-0.174-mRNA-1_1&gene=augustus_masked-NW_001834666.1-processed-gene-0.174&CDS=1-1908
1796	OG0001796	YGR014W	snap_masked-NW_001834666.1-processed-gene-0.64-mRNA-1_1&gene=snap_masked-NW_001834666.1-processed-gene-0.64&CDS=1-2919
1797	OG0001797	YGR015C	augustus_masked-NW_001834666.1-processed-gene-0.145-mRNA-1_1&gene=augustus_masked-NW_001834666.1-processed-gene-0.145&CDS=1-984
1798	OG0001798	YGR016W	augustus_masked-NW_001834666.1-processed-gene-0.172-mRNA-1_1&gene=augustus_masked-NW_001834666.1-processed-gene-0.172&CDS=1-558
1799	OG0001799	YGR017W	genemark-NW_001834655.1-processed-gene-0.54-mRNA-1_1&gene=genemark-NW_001834655.1-processed-gene-0.54&CDS=1-915
1800	OG0001800	YGR019W	augustus_masked-NW_001834650.1-processed-gene-0.151-mRNA-1_1&gene=augustus_masked-NW_001834650.1-processed-gene-0.151&CDS=1-1416
1801	OG0001801	YGR020C	augustus_masked-NW_001834650.1-processed-gene-0.175-mRNA-1_1&gene=augustus_masked-NW_001834650.1-processed-gene-0.175&CDS=1-357
1802	OG0001802	YGR024C	augustus_masked-NW_001834655.1-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NW_001834655.1-processed-gene-0.33&CDS=1-714
1803	OG0001803	YGR026W	augustus_masked-NW_001834674.1-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-NW_001834674.1-processed-gene-0.139&CDS=1-816
1804	OG0001804	YGR028W	augustus_masked-NW_001834577.1-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NW_001834577.1-processed-gene-0.21&CDS=1-1086
1805	OG0001805	YGR029W	maker-NW_001834577.1-augustus-gene-0.14-mRNA-1_1&gene=maker-NW_001834577.1-augustus-gene-0.14&CDS=1-540
1806	OG0001806	YGR030C	augustus_masked-NW_001834635.1-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-NW_001834635.1-processed-gene-0.73&CDS=1-489
1807	OG0001807	YGR031W	genemark-NW_001834577.1-processed-gene-0.36-mRNA-1_1&gene=genemark-NW_001834577.1-processed-gene-0.36&CDS=1-930
1808	OG0001808	YGR033C	augustus_masked-NW_001834635.1-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NW_001834635.1-processed-gene-0.72&CDS=1-711
1809	OG0001809	YGR036C	augustus_masked-NW_001834635.1-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NW_001834635.1-processed-gene-0.70&CDS=1-735
1810	OG0001810	YGR037C	augustus_masked-NW_001834635.1-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NW_001834635.1-processed-gene-0.68&CDS=1-261
1811	OG0001811	YGR038W	augustus_masked-NW_001834635.1-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-NW_001834635.1-processed-gene-0.88&CDS=1-717
1812	OG0001812	YGR040W	snap_masked-NW_001834635.1-processed-gene-0.23-mRNA-1_1&gene=snap_masked-NW_001834635.1-processed-gene-0.23&CDS=1-1068
1813	OG0001813	YGR041W	augustus_masked-NW_001834614.1-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NW_001834614.1-processed-gene-0.38&CDS=1-1578
1814	OG0001814	YGR042W	augustus_masked-NW_001834614.1-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NW_001834614.1-processed-gene-0.37&CDS=1-1029
1815	OG0001815	YGR044C	augustus_masked-NW_001834680.1-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-NW_001834680.1-processed-gene-0.73&CDS=1-1353
1816	OG0001816	YGR047C	augustus_masked-NW_001834690.1-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-NW_001834690.1-processed-gene-1.8&CDS=1-3099
1817	OG0001817	YGR048W	augustus_masked-NW_001834690.1-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-NW_001834690.1-processed-gene-1.33&CDS=1-1056
1818	OG0001818	YGR053C	snap_masked-NW_001834680.1-processed-gene-0.117-mRNA-1_1&gene=snap_masked-NW_001834680.1-processed-gene-0.117&CDS=1-690
1819	OG0001819	YGR054W	augustus_masked-NW_001834680.1-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NW_001834680.1-processed-gene-0.52&CDS=1-1947
1820	OG0001820	YGR055W	augustus_masked-NW_001834617.1-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NW_001834617.1-processed-gene-0.32&CDS=1-1758
1821	OG0001821	YGR057C	augustus_masked-NW_001834617.1-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NW_001834617.1-processed-gene-0.43&CDS=1-531
1822	OG0001822	YGR058W	snap_masked-NW_001834617.1-processed-gene-0.65-mRNA-1_1&gene=snap_masked-NW_001834617.1-processed-gene-0.65&CDS=1-966
1823	OG0001823	YGR059W	genemark-NW_001834617.1-processed-gene-0.14-mRNA-1_1&gene=genemark-NW_001834617.1-processed-gene-0.14&CDS=1-1587
1824	OG0001824	YGR061C	augustus_masked-NW_001834534.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NW_001834534.1-processed-gene-0.11&CDS=1-4065
1825	OG0001825	YGR062C	augustus_masked-NW_001834614.1-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NW_001834614.1-processed-gene-0.25&CDS=1-846
1826	OG0001826	YGR063C	augustus_masked-NW_001834614.1-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NW_001834614.1-processed-gene-0.24&CDS=1-351
1827	OG0001827	YGR065C	augustus_masked-NW_001834534.1-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NW_001834534.1-processed-gene-0.12&CDS=1-1812
1828	OG0001828	YGR067C	augustus_masked-NW_001834614.1-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NW_001834614.1-processed-gene-0.23&CDS=1-2490
1829	OG0001829	YGR068C	augustus_masked-NW_001834614.1-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NW_001834614.1-processed-gene-0.22&CDS=1-2010
1830	OG0001830	YGR072W	augustus_masked-NW_001834644.1-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NW_001834644.1-processed-gene-0.29&CDS=1-1197
1831	OG0001831	YGR075C	augustus_masked-NW_001834644.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NW_001834644.1-processed-gene-0.7&CDS=1-684
1832	OG0001832	YGR076C	augustus_masked-NW_001834644.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NW_001834644.1-processed-gene-0.6&CDS=1-483
1833	OG0001833	YGR077C	augustus_masked-NW_001834644.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NW_001834644.1-processed-gene-0.5&CDS=1-1761
1834	OG0001834	YGR078C	augustus_masked-NW_001834644.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NW_001834644.1-processed-gene-0.4&CDS=1-573
1835	OG0001835	YGR079W	snap_masked-NW_001834655.1-processed-gene-0.105-mRNA-1_1&gene=snap_masked-NW_001834655.1-processed-gene-0.105&CDS=1-1194
1836	OG0001836	YGR080W	augustus_masked-NW_001834665.1-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-NW_001834665.1-processed-gene-0.139&CDS=1-984
1837	OG0001837	YGR081C	augustus_masked-NW_001834662.1-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-NW_001834662.1-processed-gene-0.122&CDS=1-618
1838	OG0001838	YGR082W	augustus_masked-NW_001834662.1-processed-gene-0.144-mRNA-1_1&gene=augustus_masked-NW_001834662.1-processed-gene-0.144&CDS=1-564
1839	OG0001839	YGR083C	augustus_masked-NW_001834529.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NW_001834529.1-processed-gene-0.7&CDS=1-1584
1840	OG0001840	YGR084C	augustus_masked-NW_001834662.1-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-NW_001834662.1-processed-gene-0.120&CDS=1-993
1841	OG0001841	YGR088W	augustus_masked-NW_001834529.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NW_001834529.1-processed-gene-0.8&CDS=1-1683
1842	OG0001842	YGR089W	snap_masked-NW_001834694.1-processed-gene-3.232-mRNA-1_1&gene=snap_masked-NW_001834694.1-processed-gene-3.232&CDS=1-1671
1843	OG0001843	YGR090W	augustus_masked-NW_001834622.1-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NW_001834622.1-processed-gene-0.27&CDS=1-3690
1844	OG0001844	YGR091W	augustus_masked-NW_001834694.1-processed-gene-3.133-mRNA-1_1&gene=augustus_masked-NW_001834694.1-processed-gene-3.133&CDS=1-1479
1845	OG0001845	YGR092W	augustus_masked-NW_001834694.1-processed-gene-3.132-mRNA-1_1&gene=augustus_masked-NW_001834694.1-processed-gene-3.132&CDS=1-1734
1846	OG0001846	YGR093W	augustus_masked-NW_001834694.1-processed-gene-3.131-mRNA-1_1&gene=augustus_masked-NW_001834694.1-processed-gene-3.131&CDS=1-1515
1847	OG0001847	YGR094W	augustus_masked-NW_001834694.1-processed-gene-3.130-mRNA-1_1&gene=augustus_masked-NW_001834694.1-processed-gene-3.130&CDS=1-3195
1848	OG0001848	YGR095C	augustus_masked-NW_001834622.1-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NW_001834622.1-processed-gene-0.48&CDS=1-669
1849	OG0001849	YGR096W	genemark-NW_001834694.1-processed-gene-3.53-mRNA-1_1&gene=genemark-NW_001834694.1-processed-gene-3.53&CDS=1-639
1850	OG0001850	YGR098C	snap_masked-NW_001834694.1-processed-gene-3.180-mRNA-1_1&gene=snap_masked-NW_001834694.1-processed-gene-3.180&CDS=1-1722
1851	OG0001851	YGR099W	augustus_masked-NW_001834568.1-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NW_001834568.1-processed-gene-0.38&CDS=1-2070
1852	OG0001852	YGR100W	augustus_masked-NW_001834568.1-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NW_001834568.1-processed-gene-0.37&CDS=1-2871
1853	OG0001853	YGR101W	augustus_masked-NW_001834568.1-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NW_001834568.1-processed-gene-0.36&CDS=1-1044
1854	OG0001854	YGR102C	augustus_masked-NW_001834568.1-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NW_001834568.1-processed-gene-0.31&CDS=1-456
1855	OG0001855	YGR103W	augustus_masked-NW_001834568.1-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NW_001834568.1-processed-gene-0.35&CDS=1-1764
1856	OG0001856	YGR104C	maker-NW_001834568.1-snap-gene-0.42-mRNA-1_1&gene=maker-NW_001834568.1-snap-gene-0.42&CDS=1-675
1857	OG0001857	YGR105W	augustus_masked-NW_001834568.1-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NW_001834568.1-processed-gene-0.34&CDS=1-225
1858	OG0001858	YGR106C	genemark-NW_001834568.1-processed-gene-0.1-mRNA-1_1&gene=genemark-NW_001834568.1-processed-gene-0.1&CDS=1-825
1859	OG0001859	YGR110W	augustus_masked-NW_001834664.1-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NW_001834664.1-processed-gene-0.86&CDS=1-1281
1860	OG0001860	YGR112W	augustus_masked-NW_001834691.1-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-NW_001834691.1-processed-gene-1.28&CDS=1-2292
1861	OG0001861	YGR113W	genemark-NW_001834691.1-processed-gene-1.103-mRNA-1_1&gene=genemark-NW_001834691.1-processed-gene-1.103&CDS=1-1035
1862	OG0001862	YGR116W	augustus_masked-NW_001834691.1-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-NW_001834691.1-processed-gene-1.30&CDS=1-4362
1863	OG0001863	YGR117C	snap_masked-NW_001834681.1-processed-gene-1.123-mRNA-1_1&gene=snap_masked-NW_001834681.1-processed-gene-1.123&CDS=1-1389
1864	OG0001864	YGR119C	augustus_masked-NW_001834691.1-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-NW_001834691.1-processed-gene-1.60&CDS=1-2409
1865	OG0001865	YGR122W	augustus_masked-NW_001834643.1-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NW_001834643.1-processed-gene-0.19&CDS=1-1188
1866	OG0001866	YGR123C	augustus_masked-NW_001834643.1-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NW_001834643.1-processed-gene-0.39&CDS=1-1539
1867	OG0001867	YGR125W	augustus_masked-NW_001834633.1-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NW_001834633.1-processed-gene-0.21&CDS=1-3171
1868	OG0001868	YGR127W	augustus_masked-NW_001834596.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NW_001834596.1-processed-gene-0.8&CDS=1-930
1869	OG0001869	YGR128C	augustus_masked-NW_001834633.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NW_001834633.1-processed-gene-0.4&CDS=1-1965
1870	OG0001870	YGR129W	augustus_masked-NW_001834633.1-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NW_001834633.1-processed-gene-0.20&CDS=1-621
1871	OG0001871	YGR130C	augustus_masked-NW_001834633.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NW_001834633.1-processed-gene-0.3&CDS=1-2097
1872	OG0001872	YGR132C	augustus_masked-NW_001834596.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NW_001834596.1-processed-gene-0.2&CDS=1-849
1873	OG0001873	YGR133W	augustus_masked-NW_001834633.1-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NW_001834633.1-processed-gene-0.19&CDS=1-471
1874	OG0001874	YGR134W	augustus_masked-NW_001834633.1-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NW_001834633.1-processed-gene-0.18&CDS=1-3342
1875	OG0001875	YGR135W	augustus_masked-NW_001834633.1-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NW_001834633.1-processed-gene-0.17&CDS=1-777
1876	OG0001876	YGR140W	augustus_masked-NW_001834596.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NW_001834596.1-processed-gene-0.6&CDS=1-2742
1877	OG0001877	YGR141W	genemark-NW_001834633.1-processed-gene-0.42-mRNA-1_1&gene=genemark-NW_001834633.1-processed-gene-0.42&CDS=1-1314
1878	OG0001878	YGR142W	augustus_masked-NW_001834596.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NW_001834596.1-processed-gene-0.5&CDS=1-954
1879	OG0001879	YGR144W	augustus_masked-NW_001834691.1-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-NW_001834691.1-processed-gene-0.102&CDS=1-975
1880	OG0001880	YGR145W	genemark-NW_001834659.1-processed-gene-0.137-mRNA-1_1&gene=genemark-NW_001834659.1-processed-gene-0.137&CDS=1-2103
1881	OG0001881	YGR147C	augustus_masked-NW_001834641.1-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NW_001834641.1-processed-gene-0.34&CDS=1-732
1882	OG0001882	YGR149W	augustus_masked-NW_001834646.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NW_001834646.1-processed-gene-0.0&CDS=1-1182
1883	OG0001883	YGR150C	augustus_masked-NW_001834646.1-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NW_001834646.1-processed-gene-0.20&CDS=1-2601
1884	OG0001884	YGR152C	augustus_masked-NW_001834641.1-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NW_001834641.1-processed-gene-0.47&CDS=1-987
1885	OG0001885	YGR155W	augustus_masked-NW_001834641.1-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NW_001834641.1-processed-gene-0.37&CDS=1-1485
1886	OG0001886	YGR156W	augustus_masked-NW_001834659.1-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NW_001834659.1-processed-gene-0.72&CDS=1-1371
1887	OG0001887	YGR158C	genemark-NW_001834641.1-processed-gene-0.21-mRNA-1_1&gene=genemark-NW_001834641.1-processed-gene-0.21&CDS=1-372
1888	OG0001888	YGR159C	augustus_masked-NW_001834641.1-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NW_001834641.1-processed-gene-0.51&CDS=1-1311
1889	OG0001889	YGR161C	augustus_masked-NW_001834641.1-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-NW_001834641.1-processed-gene-0.53&CDS=1-885
1890	OG0001890	YGR163W	snap_masked-NW_001834641.1-processed-gene-0.73-mRNA-1_1&gene=snap_masked-NW_001834641.1-processed-gene-0.73&CDS=1-1032
1891	OG0001891	YGR165W	augustus_masked-NW_001834667.1-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-NW_001834667.1-processed-gene-0.88&CDS=1-993
1892	OG0001892	YGR166W	augustus_masked-NW_001834665.1-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-NW_001834665.1-processed-gene-0.121&CDS=1-1608
1893	OG0001893	YGR167W	augustus_masked-NW_001834665.1-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-NW_001834665.1-processed-gene-0.122&CDS=1-564
1894	OG0001894	YGR168C	augustus_masked-NW_001834665.1-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-NW_001834665.1-processed-gene-0.146&CDS=1-1203
1895	OG0001895	YGR169C	augustus_masked-NW_001834667.1-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-NW_001834667.1-processed-gene-0.114&CDS=1-1215
1896	OG0001896	YGR169C-A	augustus_masked-NW_001834665.1-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-NW_001834665.1-processed-gene-0.147&CDS=1-270
1897	OG0001897	YGR170W	augustus_masked-NW_001834665.1-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-NW_001834665.1-processed-gene-0.124&CDS=1-3591
1898	OG0001898	YGR171C	maker-NW_001834665.1-augustus-gene-0.2-mRNA-1_1&gene=maker-NW_001834665.1-augustus-gene-0.2&CDS=1-2412
1899	OG0001899	YGR173W	augustus_masked-NW_001834656.1-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-NW_001834656.1-processed-gene-0.152&CDS=1-1107
1900	OG0001900	YGR174C	augustus_masked-NW_001834689.1-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-NW_001834689.1-processed-gene-1.108&CDS=1-432
1901	OG0001901	YGR175C	augustus_masked-NW_001834689.1-processed-gene-1.107-mRNA-1_1&gene=augustus_masked-NW_001834689.1-processed-gene-1.107&CDS=1-1479
1902	OG0001902	YGR177C	augustus_masked-NW_001834689.1-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-NW_001834689.1-processed-gene-1.106&CDS=1-1569
1903	OG0001903	YGR178C	maker-NW_001834689.1-snap-gene-1.72-mRNA-1_1&gene=maker-NW_001834689.1-snap-gene-1.72&CDS=1-2214
1904	OG0001904	YGR179C	snap_masked-NW_001834689.1-processed-gene-1.24-mRNA-1_1&gene=snap_masked-NW_001834689.1-processed-gene-1.24&CDS=1-1113
1905	OG0001905	YGR181W	augustus_masked-NW_001834627.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NW_001834627.1-processed-gene-0.4&CDS=1-312
1906	OG0001906	YGR184C	maker-NW_001834689.1-augustus-gene-1.80-mRNA-1_1&gene=maker-NW_001834689.1-augustus-gene-1.80&CDS=1-6276
