	OrthologID	Meyerozyma_guilliermondii	Saccharomyces_cerevisiae
1758	OG0001758	genemark-NW_001809798.1-processed-gene-5.141-mRNA-1_1&gene=genemark-NW_001809798.1-processed-gene-5.141&CDS=1-654	YOR078W
1759	OG0001759	genemark-NW_001809798.1-processed-gene-5.168-mRNA-1_1&gene=genemark-NW_001809798.1-processed-gene-5.168&CDS=1-594	YOL102C
1760	OG0001760	genemark-NW_001809798.1-processed-gene-5.169-mRNA-1_1&gene=genemark-NW_001809798.1-processed-gene-5.169&CDS=1-333	YDR493W
1761	OG0001761	snap_masked-NW_001809798.1-processed-gene-5.103-mRNA-1_1&gene=snap_masked-NW_001809798.1-processed-gene-5.103&CDS=1-2094	YGR128C
1762	OG0001762	maker-NW_001809798.1-snap-gene-5.49-mRNA-1_1&gene=maker-NW_001809798.1-snap-gene-5.49&CDS=1-1098	YOL127W
1763	OG0001763	augustus_masked-NW_001809798.1-processed-gene-5.20-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-5.20&CDS=1-1095	YNL307C
1764	OG0001764	genemark-NW_001809798.1-processed-gene-5.173-mRNA-1_1&gene=genemark-NW_001809798.1-processed-gene-5.173&CDS=1-534	YOL129W
1765	OG0001765	augustus_masked-NW_001809798.1-processed-gene-5.21-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-5.21&CDS=1-936	YPL060W
1766	OG0001766	augustus_masked-NW_001809798.1-processed-gene-6.77-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-6.77&CDS=1-4986	YGL206C
1767	OG0001767	genemark-NW_001809798.1-processed-gene-6.140-mRNA-1_1&gene=genemark-NW_001809798.1-processed-gene-6.140&CDS=1-1245	YKR090W
1768	OG0001768	augustus_masked-NW_001809798.1-processed-gene-6.102-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-6.102&CDS=1-1047	YKR088C
1769	OG0001769	maker-NW_001809798.1-augustus-gene-6.71-mRNA-1_1&gene=maker-NW_001809798.1-augustus-gene-6.71&CDS=1-741	YLR287C
1770	OG0001770	maker-NW_001809798.1-snap-gene-6.131-mRNA-1_1&gene=maker-NW_001809798.1-snap-gene-6.131&CDS=1-1935	YOR181W
1771	OG0001771	augustus_masked-NW_001809798.1-processed-gene-6.81-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-6.81&CDS=1-1728	YBR265W
1772	OG0001772	augustus_masked-NW_001809798.1-processed-gene-6.106-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-6.106&CDS=1-885	YLR439W
1773	OG0001773	augustus_masked-NW_001809798.1-processed-gene-6.82-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-6.82&CDS=1-240	YLR438C-A
1774	OG0001774	augustus_masked-NW_001809798.1-processed-gene-6.108-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-6.108&CDS=1-2373	YLR440C
1775	OG0001775	augustus_masked-NW_001809798.1-processed-gene-6.83-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-6.83&CDS=1-2127	YML061C
1776	OG0001776	genemark-NW_001809798.1-processed-gene-6.178-mRNA-1_1&gene=genemark-NW_001809798.1-processed-gene-6.178&CDS=1-6753	YML059C
1777	OG0001777	maker-NW_001809798.1-augustus-gene-6.66-mRNA-1_1&gene=maker-NW_001809798.1-augustus-gene-6.66&CDS=1-864	YNL316C
1778	OG0001778	snap_masked-NW_001809798.1-processed-gene-6.48-mRNA-1_1&gene=snap_masked-NW_001809798.1-processed-gene-6.48&CDS=1-255	YOL133W
1779	OG0001779	augustus_masked-NW_001809798.1-processed-gene-6.88-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-6.88&CDS=1-687	YOL135C
1780	OG0001780	augustus_masked-NW_001809798.1-processed-gene-6.111-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-6.111&CDS=1-2106	YKL135C
1781	OG0001781	augustus_masked-NW_001809798.1-processed-gene-6.112-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-6.112&CDS=1-492	YJR074W
1782	OG0001782	augustus_masked-NW_001809798.1-processed-gene-6.90-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-6.90&CDS=1-1158	YJR075W
1783	OG0001783	augustus_masked-NW_001809798.1-processed-gene-6.91-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-6.91&CDS=1-1341	YCL052C
1784	OG0001784	augustus_masked-NW_001809798.1-processed-gene-6.114-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-6.114&CDS=1-579	YJR069C
1785	OG0001785	maker-NW_001809798.1-augustus-gene-6.73-mRNA-1_1&gene=maker-NW_001809798.1-augustus-gene-6.73&CDS=1-1233	YOR143C
1786	OG0001786	maker-NW_001809798.1-augustus-gene-6.74-mRNA-1_1&gene=maker-NW_001809798.1-augustus-gene-6.74&CDS=1-498	YML030W
1787	OG0001787	augustus_masked-NW_001809798.1-processed-gene-6.117-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-6.117&CDS=1-558	YDR454C
1788	OG0001788	snap_masked-NW_001809798.1-processed-gene-6.28-mRNA-1_1&gene=snap_masked-NW_001809798.1-processed-gene-6.28&CDS=1-2823	YOR160W
1789	OG0001789	maker-NW_001809798.1-snap-gene-6.134-mRNA-1_1&gene=maker-NW_001809798.1-snap-gene-6.134&CDS=1-4224	YDR270W
1790	OG0001790	maker-NW_001809798.1-augustus-gene-6.69-mRNA-1_1&gene=maker-NW_001809798.1-augustus-gene-6.69&CDS=1-1389	YDR353W
1791	OG0001791	augustus_masked-NW_001809798.1-processed-gene-6.97-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-6.97&CDS=1-846	YOR036W
1792	OG0001792	genemark-NW_001809798.1-processed-gene-6.191-mRNA-1_1&gene=genemark-NW_001809798.1-processed-gene-6.191&CDS=1-1146	YDR267C
1793	OG0001793	augustus_masked-NW_001809798.1-processed-gene-6.98-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-6.98&CDS=1-1563	YOR037W
1794	OG0001794	augustus_masked-NW_001809798.1-processed-gene-6.123-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-6.123&CDS=1-3048	YOR038C
1795	OG0001795	augustus_masked-NW_001809798.1-processed-gene-6.99-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-6.99&CDS=1-1695	YDR268W
1796	OG0001796	genemark-NW_001809798.1-processed-gene-6.169-mRNA-1_1&gene=genemark-NW_001809798.1-processed-gene-6.169&CDS=1-1668	YLR209C
1797	OG0001797	augustus_masked-NW_001809798.1-processed-gene-6.124-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-6.124&CDS=1-870	YLR208W
1798	OG0001798	augustus_masked-NW_001809798.1-processed-gene-7.46-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-7.46&CDS=1-1521	YLR034C
1799	OG0001799	augustus_masked-NW_001809798.1-processed-gene-7.61-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-7.61&CDS=1-1641	YLR033W
1800	OG0001800	augustus_masked-NW_001809798.1-processed-gene-7.66-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-7.66&CDS=1-7095	YMR128W
1801	OG0001801	augustus_masked-NW_001809798.1-processed-gene-7.67-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-7.67&CDS=1-702	YDR121W
1802	OG0001802	augustus_masked-NW_001809798.1-processed-gene-7.51-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-7.51&CDS=1-4512	YLR032W
1803	OG0001803	genemark-NW_001809798.1-processed-gene-7.33-mRNA-1_1&gene=genemark-NW_001809798.1-processed-gene-7.33&CDS=1-2322	YBR058C
1804	OG0001804	augustus_masked-NW_001809798.1-processed-gene-7.52-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-7.52&CDS=1-1080	YDR371W
1805	OG0001805	augustus_masked-NW_001809798.1-processed-gene-7.70-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-7.70&CDS=1-1047	YDR372C
1806	OG0001806	genemark-NW_001809798.1-processed-gene-7.13-mRNA-1_1&gene=genemark-NW_001809798.1-processed-gene-7.13&CDS=1-8112	YFR019W
1807	OG0001807	augustus_masked-NW_001809798.1-processed-gene-7.71-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-7.71&CDS=1-3069	YOR018W
1808	OG0001808	augustus_masked-NW_001809798.1-processed-gene-7.54-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-7.54&CDS=1-1464	YBR158W
1809	OG0001809	snap_masked-NW_001809798.1-processed-gene-7.110-mRNA-1_1&gene=snap_masked-NW_001809798.1-processed-gene-7.110&CDS=1-1062	YBR138C
1810	OG0001810	augustus_masked-NW_001809798.1-processed-gene-7.72-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-7.72&CDS=1-2346	YOL076W
1811	OG0001811	augustus_masked-NW_001809798.1-processed-gene-7.73-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-7.73&CDS=1-666	YOR283W
1812	OG0001812	genemark-NW_001809798.1-processed-gene-7.39-mRNA-1_1&gene=genemark-NW_001809798.1-processed-gene-7.39&CDS=1-936	YBR176W
1813	OG0001813	augustus_masked-NW_001809798.1-processed-gene-7.57-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-7.57&CDS=1-960	YML004C
1814	OG0001814	augustus_masked-NW_001809798.1-processed-gene-7.58-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-7.58&CDS=1-1452	YFR010W
1815	OG0001815	augustus_masked-NW_001809798.1-processed-gene-7.75-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-7.75&CDS=1-444	YFR011C
1816	OG0001816	augustus_masked-NW_001809798.1-processed-gene-7.59-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-7.59&CDS=1-315	YPL098C
1817	OG0001817	augustus_masked-NW_001809798.1-processed-gene-7.76-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-7.76&CDS=1-1284	YPL103C
1818	OG0001818	augustus_masked-NW_001809798.1-processed-gene-7.77-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-7.77&CDS=1-2256	YFR009W
1819	OG0001819	augustus_masked-NW_001809798.1-processed-gene-8.141-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-8.141&CDS=1-5604	YOL021C
1820	OG0001820	augustus_masked-NW_001809798.1-processed-gene-8.143-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-8.143&CDS=1-606	YDR487C
1821	OG0001821	augustus_masked-NW_001809798.1-processed-gene-8.144-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-8.144&CDS=1-1278	YOL097C
1822	OG0001822	augustus_masked-NW_001809798.1-processed-gene-8.147-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-8.147&CDS=1-2796	YOL078W
1823	OG0001823	augustus_masked-NW_001809798.1-processed-gene-8.148-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-8.148&CDS=1-930	YOL080C
1824	OG0001824	augustus_masked-NW_001809798.1-processed-gene-8.149-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-8.149&CDS=1-198	YOL077W-A
1825	OG0001825	genemark-NW_001809798.1-processed-gene-8.85-mRNA-1_1&gene=genemark-NW_001809798.1-processed-gene-8.85&CDS=1-849	YOL077C
1826	OG0001826	augustus_masked-NW_001809798.1-processed-gene-8.151-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-8.151&CDS=1-687	YKR006C
1827	OG0001827	genemark-NW_001809798.1-processed-gene-8.88-mRNA-1_1&gene=genemark-NW_001809798.1-processed-gene-8.88&CDS=1-759	YMR101C
1828	OG0001828	augustus_masked-NW_001809798.1-processed-gene-8.167-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-8.167&CDS=1-624	YKL119C
1829	OG0001829	augustus_masked-NW_001809798.1-processed-gene-8.153-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-8.153&CDS=1-1326	YNL040W
1830	OG0001830	augustus_masked-NW_001809798.1-processed-gene-8.168-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-8.168&CDS=1-921	YBR146W
1831	OG0001831	snap_masked-NW_001809798.1-processed-gene-8.39-mRNA-1_1&gene=snap_masked-NW_001809798.1-processed-gene-8.39&CDS=1-2583	YCR033W
1832	OG0001832	maker-NW_001809798.1-augustus-gene-8.70-mRNA-1_1&gene=maker-NW_001809798.1-augustus-gene-8.70&CDS=1-1911	YJL194W
1833	OG0001833	augustus_masked-NW_001809798.1-processed-gene-8.154-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-8.154&CDS=1-3210	YOL087C
1834	OG0001834	maker-NW_001809798.1-augustus-gene-8.66-mRNA-1_1&gene=maker-NW_001809798.1-augustus-gene-8.66&CDS=1-642	YBR154C
1835	OG0001835	augustus_masked-NW_001809798.1-processed-gene-8.171-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-8.171&CDS=1-744	YBR153W
1836	OG0001836	augustus_masked-NW_001809798.1-processed-gene-8.156-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-8.156&CDS=1-996	YCR034W
1837	OG0001837	augustus_masked-NW_001809798.1-processed-gene-8.173-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-8.173&CDS=1-957	YCR036W
1838	OG0001838	augustus_masked-NW_001809798.1-processed-gene-8.174-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-8.174&CDS=1-2673	YBR079C
1839	OG0001839	augustus_masked-NW_001809798.1-processed-gene-8.175-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-8.175&CDS=1-858	YDR361C
1840	OG0001840	augustus_masked-NW_001809798.1-processed-gene-8.157-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-8.157&CDS=1-1416	YDR364C
1841	OG0001841	genemark-NW_001809798.1-processed-gene-8.118-mRNA-1_1&gene=genemark-NW_001809798.1-processed-gene-8.118&CDS=1-930	YBL029W
1842	OG0001842	augustus_masked-NW_001809798.1-processed-gene-8.179-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-8.179&CDS=1-1503	YIL162W
1843	OG0001843	augustus_masked-NW_001809798.1-processed-gene-8.180-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-8.180&CDS=1-2334	YBR080C
1844	OG0001844	augustus_masked-NW_001809798.1-processed-gene-8.181-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-8.181&CDS=1-654	YHR057C
1845	OG0001845	maker-NW_001809798.1-augustus-gene-8.71-mRNA-1_1&gene=maker-NW_001809798.1-augustus-gene-8.71&CDS=1-1317	YOR142W
1846	OG0001846	augustus_masked-NW_001809798.1-processed-gene-8.183-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-8.183&CDS=1-2574	YOR141C
1847	OG0001847	augustus_masked-NW_001809798.1-processed-gene-8.185-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-8.185&CDS=1-3810	YNL275W
1848	OG0001848	augustus_masked-NW_001809798.1-processed-gene-8.161-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-8.161&CDS=1-321	YGL030W
1849	OG0001849	augustus_masked-NW_001809798.1-processed-gene-8.162-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-8.162&CDS=1-1110	YKR038C
1850	OG0001850	augustus_masked-NW_001809798.1-processed-gene-8.189-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-8.189&CDS=1-198	YCL057C-A
1851	OG0001851	augustus_masked-NW_001809798.1-processed-gene-8.164-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-8.164&CDS=1-957	YCL055W
1852	OG0001852	augustus_masked-NW_001809798.1-processed-gene-9.124-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-9.124&CDS=1-1380	YPL228W
1853	OG0001853	augustus_masked-NW_001809798.1-processed-gene-9.125-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-9.125&CDS=1-993	YPL227C
1854	OG0001854	augustus_masked-NW_001809798.1-processed-gene-9.129-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-9.129&CDS=1-2340	YPR091C
1855	OG0001855	augustus_masked-NW_001809798.1-processed-gene-9.150-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-9.150&CDS=1-6948	YBR136W
1856	OG0001856	augustus_masked-NW_001809798.1-processed-gene-9.151-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-9.151&CDS=1-303	YBR135W
1857	OG0001857	augustus_masked-NW_001809798.1-processed-gene-9.130-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-9.130&CDS=1-1407	YBR133C
1858	OG0001858	augustus_masked-NW_001809798.1-processed-gene-9.152-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-9.152&CDS=1-600	YNL245C
1859	OG0001859	maker-NW_001809798.1-augustus-gene-9.59-mRNA-1_1&gene=maker-NW_001809798.1-augustus-gene-9.59&CDS=1-327	YNL244C
1860	OG0001860	genemark-NW_001809798.1-processed-gene-9.69-mRNA-1_1&gene=genemark-NW_001809798.1-processed-gene-9.69&CDS=1-534	YBR029C
1861	OG0001861	snap_masked-NW_001809798.1-processed-gene-9.11-mRNA-1_1&gene=snap_masked-NW_001809798.1-processed-gene-9.11&CDS=1-4281	YNL290W
1862	OG0001862	snap_masked-NW_001809798.1-processed-gene-9.12-mRNA-1_1&gene=snap_masked-NW_001809798.1-processed-gene-9.12&CDS=1-2271	YKL090W
1863	OG0001863	snap_masked-NW_001809798.1-processed-gene-9.13-mRNA-1_1&gene=snap_masked-NW_001809798.1-processed-gene-9.13&CDS=1-2943	YHL007C
1864	OG0001864	augustus_masked-NW_001809798.1-processed-gene-9.155-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-9.155&CDS=1-567	YDR339C
1865	OG0001865	snap_masked-NW_001809798.1-processed-gene-9.38-mRNA-1_1&gene=snap_masked-NW_001809798.1-processed-gene-9.38&CDS=1-1800	YOR138C
1866	OG0001866	augustus_masked-NW_001809798.1-processed-gene-9.137-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-9.137&CDS=1-1818	YDR341C
1867	OG0001867	augustus_masked-NW_001809798.1-processed-gene-9.158-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-9.158&CDS=1-519	YDR404C
1868	OG0001868	augustus_masked-NW_001809798.1-processed-gene-9.139-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-9.139&CDS=1-522	YOR150W
1869	OG0001869	augustus_masked-NW_001809798.1-processed-gene-9.159-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-9.159&CDS=1-3708	YOR151C
1870	OG0001870	augustus_masked-NW_001809798.1-processed-gene-9.140-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-9.140&CDS=1-843	YDR405W
1871	OG0001871	augustus_masked-NW_001809798.1-processed-gene-9.141-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-9.141&CDS=1-2049	YOR161C
1872	OG0001872	genemark-NW_001809798.1-processed-gene-9.106-mRNA-1_1&gene=genemark-NW_001809798.1-processed-gene-9.106&CDS=1-537	YDL165W
1873	OG0001873	augustus_masked-NW_001809798.1-processed-gene-9.142-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-9.142&CDS=1-573	YDL166C
1874	OG0001874	augustus_masked-NW_001809798.1-processed-gene-9.163-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-9.163&CDS=1-873	YLR205C
1875	OG0001875	augustus_masked-NW_001809798.1-processed-gene-9.143-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-9.143&CDS=1-528	YLR193C
1876	OG0001876	maker-NW_001809798.1-augustus-gene-9.57-mRNA-1_1&gene=maker-NW_001809798.1-augustus-gene-9.57&CDS=1-960	YLR200W
1877	OG0001877	augustus_masked-NW_001809798.1-processed-gene-9.166-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-9.166&CDS=1-735	YLR201C
1878	OG0001878	augustus_masked-NW_001809798.1-processed-gene-9.145-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-9.145&CDS=1-738	YLR199C
1879	OG0001879	augustus_masked-NW_001809798.1-processed-gene-9.167-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-9.167&CDS=1-891	YOR292C
1880	OG0001880	maker-NW_001809798.1-snap-gene-9.120-mRNA-1_1&gene=maker-NW_001809798.1-snap-gene-9.120&CDS=1-3249	YGR207C
1881	OG0001881	augustus_masked-NW_001809798.1-processed-gene-9.148-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-9.148&CDS=1-876	YGR205W
1882	OG0001882	augustus_masked-NW_001809798.1-processed-gene-9.170-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-9.170&CDS=1-786	YJR024C
1883	OG0001883	augustus_masked-NW_001809798.1-processed-gene-9.171-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-9.171&CDS=1-1512	YOR310C
1884	OG0001884	augustus_masked-NW_001809798.1-processed-gene-10.9-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-10.9&CDS=1-3852	YHR164C
1885	OG0001885	augustus_masked-NW_001809798.1-processed-gene-10.11-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-10.11&CDS=1-2391	YLR207W
1886	OG0001886	augustus_masked-NW_001809798.1-processed-gene-10.13-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-10.13&CDS=1-363	YDR511W
1887	OG0001887	augustus_masked-NW_001809798.1-processed-gene-10.14-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-10.14&CDS=1-933	YDR124W
1888	OG0001888	augustus_masked-NW_001809798.1-processed-gene-10.37-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-10.37&CDS=1-1527	YLR197W
1889	OG0001889	maker-NW_001809798.1-augustus-gene-10.91-mRNA-1_1&gene=maker-NW_001809798.1-augustus-gene-10.91&CDS=1-3087	YBR081C
1890	OG0001890	genemark-NW_001809798.1-processed-gene-10.80-mRNA-1_1&gene=genemark-NW_001809798.1-processed-gene-10.80&CDS=1-4857	YLR203C
1891	OG0001891	genemark-NW_001809798.1-processed-gene-10.57-mRNA-1_1&gene=genemark-NW_001809798.1-processed-gene-10.57&CDS=1-1365	YMR240C
1892	OG0001892	augustus_masked-NW_001809798.1-processed-gene-10.20-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-10.20&CDS=1-810	YOR305W
1893	OG0001893	augustus_masked-NW_001809798.1-processed-gene-10.42-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-10.42&CDS=1-1188	YLR286C
1894	OG0001894	augustus_masked-NW_001809798.1-processed-gene-10.21-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-10.21&CDS=1-1554	YJL153C
1895	OG0001895	augustus_masked-NW_001809798.1-processed-gene-10.22-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-10.22&CDS=1-2058	YOR317W
1896	OG0001896	augustus_masked-NW_001809798.1-processed-gene-10.43-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-10.43&CDS=1-1182	YDR321W
1897	OG0001897	augustus_masked-NW_001809798.1-processed-gene-10.45-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-10.45&CDS=1-4032	YDR407C
1898	OG0001898	augustus_masked-NW_001809798.1-processed-gene-10.25-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-10.25&CDS=1-795	YOR157C
1899	OG0001899	augustus_masked-NW_001809798.1-processed-gene-10.26-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-10.26&CDS=1-1047	YDR214W
1900	OG0001900	maker-NW_001809798.1-augustus-gene-10.94-mRNA-1_1&gene=maker-NW_001809798.1-augustus-gene-10.94&CDS=1-1137	YDL168W
1901	OG0001901	augustus_masked-NW_001809798.1-processed-gene-10.28-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-10.28&CDS=1-1095	YOR136W
1902	OG0001902	augustus_masked-NW_001809798.1-processed-gene-10.46-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-10.46&CDS=1-630	YDR408C
1903	OG0001903	maker-NW_001809798.1-augustus-gene-11.58-mRNA-1_1&gene=maker-NW_001809798.1-augustus-gene-11.58&CDS=1-2751	YOR021C
1904	OG0001904	augustus_masked-NW_001809798.1-processed-gene-11.66-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-11.66&CDS=1-1428	YDR473C
1905	OG0001905	augustus_masked-NW_001809798.1-processed-gene-11.67-mRNA-1_1&gene=augustus_masked-NW_001809798.1-processed-gene-11.67&CDS=1-9822	YDR457W
