	OrthologID	Saccharomyces_cerevisiae	yHAB132_Kazachstania_martiniae
1728	OG0001728	YGR047C	snap_masked-scf7180000030475-processed-gene-0.19-mRNA-1_1&gene=snap_masked-scf7180000030475-processed-gene-0.19&CDS=1-3081
1729	OG0001729	YGR049W	snap_masked-scf7180000030480-processed-gene-1.160-mRNA-1_1&gene=snap_masked-scf7180000030480-processed-gene-1.160&CDS=1-606
1730	OG0001730	YGR052W	genemark-scf7180000030480-processed-gene-1.52-mRNA-1_1&gene=genemark-scf7180000030480-processed-gene-1.52&CDS=1-1029
1731	OG0001731	YGR053C	augustus_masked-scf7180000030480-processed-gene-1.216-mRNA-1_1&gene=augustus_masked-scf7180000030480-processed-gene-1.216&CDS=1-690
1732	OG0001732	YGR054W	genemark-scf7180000030489-processed-gene-0.11-mRNA-1_1&gene=genemark-scf7180000030489-processed-gene-0.11&CDS=1-1893
1733	OG0001733	YGR057C	snap_masked-scf7180000030480-processed-gene-1.122-mRNA-1_1&gene=snap_masked-scf7180000030480-processed-gene-1.122&CDS=1-738
1734	OG0001734	YGR058W	snap_masked-scf7180000030480-processed-gene-1.156-mRNA-1_1&gene=snap_masked-scf7180000030480-processed-gene-1.156&CDS=1-939
1735	OG0001735	YGR060W	snap_masked-scf7180000030480-processed-gene-1.154-mRNA-1_1&gene=snap_masked-scf7180000030480-processed-gene-1.154&CDS=1-924
1736	OG0001736	YGR061C	genemark-scf7180000030480-processed-gene-1.14-mRNA-1_1&gene=genemark-scf7180000030480-processed-gene-1.14&CDS=1-4044
1737	OG0001737	YGR065C	augustus_masked-scf7180000030480-processed-gene-1.213-mRNA-1_1&gene=augustus_masked-scf7180000030480-processed-gene-1.213&CDS=1-2925
1738	OG0001738	YGR067C	genemark-scf7180000030480-processed-gene-1.10-mRNA-1_1&gene=genemark-scf7180000030480-processed-gene-1.10&CDS=1-2826
1739	OG0001739	YGR068C	snap_masked-scf7180000030480-processed-gene-1.116-mRNA-1_1&gene=snap_masked-scf7180000030480-processed-gene-1.116&CDS=1-1482
1740	OG0001740	YGR072W	snap_masked-scf7180000030486-processed-gene-1.92-mRNA-1_1&gene=snap_masked-scf7180000030486-processed-gene-1.92&CDS=1-1167
1741	OG0001741	YGR074W	snap_masked-scf7180000030474-processed-gene-0.101-mRNA-1_1&gene=snap_masked-scf7180000030474-processed-gene-0.101&CDS=1-405
1742	OG0001742	YGR075C	genemark-scf7180000030486-processed-gene-1.54-mRNA-1_1&gene=genemark-scf7180000030486-processed-gene-1.54&CDS=1-690
1743	OG0001743	YGR076C	snap_masked-scf7180000030474-processed-gene-0.69-mRNA-1_1&gene=snap_masked-scf7180000030474-processed-gene-0.69&CDS=1-459
1744	OG0001744	YGR077C	augustus_masked-scf7180000030486-processed-gene-1.199-mRNA-1_1&gene=augustus_masked-scf7180000030486-processed-gene-1.199&CDS=1-1737
1745	OG0001745	YGR078C	snap_masked-scf7180000030474-processed-gene-0.68-mRNA-1_1&gene=snap_masked-scf7180000030474-processed-gene-0.68&CDS=1-570
1746	OG0001746	YGR079W	augustus_masked-scf7180000030409-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-scf7180000030409-processed-gene-0.66&CDS=1-960
1747	OG0001747	YGR080W	snap_masked-scf7180000030409-processed-gene-0.43-mRNA-1_1&gene=snap_masked-scf7180000030409-processed-gene-0.43&CDS=1-987
1748	OG0001748	YGR081C	snap_masked-scf7180000030409-processed-gene-0.29-mRNA-1_1&gene=snap_masked-scf7180000030409-processed-gene-0.29&CDS=1-600
1749	OG0001749	YGR082W	snap_masked-scf7180000030409-processed-gene-0.42-mRNA-1_1&gene=snap_masked-scf7180000030409-processed-gene-0.42&CDS=1-546
1750	OG0001750	YGR083C	genemark-scf7180000030409-processed-gene-0.5-mRNA-1_1&gene=genemark-scf7180000030409-processed-gene-0.5&CDS=1-1881
1751	OG0001751	YGR084C	augustus_masked-scf7180000030409-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-scf7180000030409-processed-gene-0.51&CDS=1-978
1752	OG0001752	YGR089W	snap_masked-scf7180000030409-processed-gene-0.40-mRNA-1_1&gene=snap_masked-scf7180000030409-processed-gene-0.40&CDS=1-2883
1753	OG0001753	YGR090W	snap_masked-scf7180000030409-processed-gene-0.39-mRNA-1_1&gene=snap_masked-scf7180000030409-processed-gene-0.39&CDS=1-3639
1754	OG0001754	YGR095C	snap_masked-scf7180000030409-processed-gene-0.26-mRNA-1_1&gene=snap_masked-scf7180000030409-processed-gene-0.26&CDS=1-660
1755	OG0001755	YGR096W	snap_masked-scf7180000030409-processed-gene-0.34-mRNA-1_1&gene=snap_masked-scf7180000030409-processed-gene-0.34&CDS=1-894
1756	OG0001756	YGR097W	snap_masked-scf7180000030409-processed-gene-0.33-mRNA-1_1&gene=snap_masked-scf7180000030409-processed-gene-0.33&CDS=1-3321
1757	OG0001757	YGR098C	genemark-scf7180000030321-processed-gene-0.0-mRNA-1_1&gene=genemark-scf7180000030321-processed-gene-0.0&CDS=1-4356
1758	OG0001758	YGR099W	augustus_masked-scf7180000030406-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scf7180000030406-processed-gene-0.12&CDS=1-906
1759	OG0001759	YGR100W	snap_masked-scf7180000030406-processed-gene-0.23-mRNA-1_1&gene=snap_masked-scf7180000030406-processed-gene-0.23&CDS=1-2856
1760	OG0001760	YGR101W	genemark-scf7180000030406-processed-gene-0.2-mRNA-1_1&gene=genemark-scf7180000030406-processed-gene-0.2&CDS=1-1020
1761	OG0001761	YGR102C	snap_masked-scf7180000030406-processed-gene-0.28-mRNA-1_1&gene=snap_masked-scf7180000030406-processed-gene-0.28&CDS=1-492
1762	OG0001762	YGR103W	snap_masked-scf7180000030406-processed-gene-0.25-mRNA-1_1&gene=snap_masked-scf7180000030406-processed-gene-0.25&CDS=1-1764
1763	OG0001763	YGR104C	genemark-scf7180000030406-processed-gene-0.7-mRNA-1_1&gene=genemark-scf7180000030406-processed-gene-0.7&CDS=1-888
1764	OG0001764	YGR105W	snap_masked-scf7180000030406-processed-gene-0.26-mRNA-1_1&gene=snap_masked-scf7180000030406-processed-gene-0.26&CDS=1-231
1765	OG0001765	YGR106C	augustus_masked-scf7180000030406-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-scf7180000030406-processed-gene-0.20&CDS=1-921
1766	OG0001766	YGR109C	snap_masked-scf7180000030406-processed-gene-0.30-mRNA-1_1&gene=snap_masked-scf7180000030406-processed-gene-0.30&CDS=1-1029
1767	OG0001767	YGR110W	genemark-scf7180000030393-processed-gene-0.3-mRNA-1_1&gene=genemark-scf7180000030393-processed-gene-0.3&CDS=1-1023
1768	OG0001768	YGR112W	maker-scf7180000030518-snap-gene-0.152-mRNA-1_1&gene=maker-scf7180000030518-snap-gene-0.152&CDS=1-2265
1769	OG0001769	YGR113W	snap_masked-scf7180000030518-processed-gene-0.51-mRNA-1_1&gene=snap_masked-scf7180000030518-processed-gene-0.51&CDS=1-987
1770	OG0001770	YGR116W	snap_masked-scf7180000030496-processed-gene-0.77-mRNA-1_1&gene=snap_masked-scf7180000030496-processed-gene-0.77&CDS=1-4341
1771	OG0001771	YGR117C	augustus_masked-scf7180000030518-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-scf7180000030518-processed-gene-0.124&CDS=1-1359
1772	OG0001772	YGR119C	snap_masked-scf7180000030496-processed-gene-0.70-mRNA-1_1&gene=snap_masked-scf7180000030496-processed-gene-0.70&CDS=1-1734
1773	OG0001773	YGR120C	genemark-scf7180000030518-processed-gene-0.26-mRNA-1_1&gene=genemark-scf7180000030518-processed-gene-0.26&CDS=1-801
1774	OG0001774	YGR122W	augustus_masked-scf7180000030518-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-scf7180000030518-processed-gene-0.126&CDS=1-1212
1775	OG0001775	YGR123C	genemark-scf7180000030504-processed-gene-0.125-mRNA-1_1&gene=genemark-scf7180000030504-processed-gene-0.125&CDS=1-1536
1776	OG0001776	YGR125W	genemark-scf7180000030405-processed-gene-0.17-mRNA-1_1&gene=genemark-scf7180000030405-processed-gene-0.17&CDS=1-3093
1777	OG0001777	YGR127W	maker-scf7180000030405-augustus-gene-0.26-mRNA-1_1&gene=maker-scf7180000030405-augustus-gene-0.26&CDS=1-1596
1778	OG0001778	YGR128C	snap_masked-scf7180000030405-processed-gene-0.48-mRNA-1_1&gene=snap_masked-scf7180000030405-processed-gene-0.48&CDS=1-1818
1779	OG0001779	YGR129W	augustus_masked-scf7180000030405-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-scf7180000030405-processed-gene-0.40&CDS=1-501
1780	OG0001780	YGR132C	snap_masked-scf7180000030405-processed-gene-0.46-mRNA-1_1&gene=snap_masked-scf7180000030405-processed-gene-0.46&CDS=1-837
1781	OG0001781	YGR134W	maker-scf7180000030405-augustus-gene-0.25-mRNA-1_1&gene=maker-scf7180000030405-augustus-gene-0.25&CDS=1-3885
1782	OG0001782	YGR135W	maker-scf7180000030405-augustus-gene-0.24-mRNA-1_1&gene=maker-scf7180000030405-augustus-gene-0.24&CDS=1-1602
1783	OG0001783	YGR140W	snap_masked-scf7180000030405-processed-gene-0.51-mRNA-1_1&gene=snap_masked-scf7180000030405-processed-gene-0.51&CDS=1-2580
1784	OG0001784	YGR141W	genemark-scf7180000030405-processed-gene-0.7-mRNA-1_1&gene=genemark-scf7180000030405-processed-gene-0.7&CDS=1-1299
1785	OG0001785	YGR142W	snap_masked-scf7180000030490-processed-gene-1.207-mRNA-1_1&gene=snap_masked-scf7180000030490-processed-gene-1.207&CDS=1-762
1786	OG0001786	YGR144W	snap_masked-scf7180000030524-processed-gene-4.95-mRNA-1_1&gene=snap_masked-scf7180000030524-processed-gene-4.95&CDS=1-990
1787	OG0001787	YGR145W	augustus_masked-scf7180000030480-processed-gene-1.228-mRNA-1_1&gene=augustus_masked-scf7180000030480-processed-gene-1.228&CDS=1-4134
1788	OG0001788	YGR146C	snap_masked-scf7180000030480-processed-gene-1.184-mRNA-1_1&gene=snap_masked-scf7180000030480-processed-gene-1.184&CDS=1-429
1789	OG0001789	YGR149W	genemark-scf7180000030519-processed-gene-1.9-mRNA-1_1&gene=genemark-scf7180000030519-processed-gene-1.9&CDS=1-1182
1790	OG0001790	YGR150C	augustus_masked-scf7180000030519-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-scf7180000030519-processed-gene-1.117&CDS=1-2358
1791	OG0001791	YGR152C	snap_masked-scf7180000030480-processed-gene-1.132-mRNA-1_1&gene=snap_masked-scf7180000030480-processed-gene-1.132&CDS=1-915
1792	OG0001792	YGR155W	maker-scf7180000030519-snap-gene-1.232-mRNA-1_1&gene=maker-scf7180000030519-snap-gene-1.232&CDS=1-2664
1793	OG0001793	YGR157W	snap_masked-scf7180000030519-processed-gene-1.179-mRNA-1_1&gene=snap_masked-scf7180000030519-processed-gene-1.179&CDS=1-2517
1794	OG0001794	YGR158C	genemark-scf7180000030514-processed-gene-0.240-mRNA-1_1&gene=genemark-scf7180000030514-processed-gene-0.240&CDS=1-654
1795	OG0001795	YGR159C	genemark-scf7180000030514-processed-gene-0.242-mRNA-1_1&gene=genemark-scf7180000030514-processed-gene-0.242&CDS=1-1158
1796	OG0001796	YGR161C	snap_masked-scf7180000030519-processed-gene-1.217-mRNA-1_1&gene=snap_masked-scf7180000030519-processed-gene-1.217&CDS=1-582
1797	OG0001797	YGR163W	maker-scf7180000030519-snap-gene-1.233-mRNA-1_1&gene=maker-scf7180000030519-snap-gene-1.233&CDS=1-984
1798	OG0001798	YGR165W	augustus_masked-scf7180000030524-processed-gene-5.134-mRNA-1_1&gene=augustus_masked-scf7180000030524-processed-gene-5.134&CDS=1-2592
1799	OG0001799	YGR167W	snap_masked-scf7180000030524-processed-gene-5.242-mRNA-1_1&gene=snap_masked-scf7180000030524-processed-gene-5.242&CDS=1-603
1800	OG0001800	YGR168C	snap_masked-scf7180000030524-processed-gene-5.283-mRNA-1_1&gene=snap_masked-scf7180000030524-processed-gene-5.283&CDS=1-573
1801	OG0001801	YGR169C	genemark-scf7180000030524-processed-gene-5.81-mRNA-1_1&gene=genemark-scf7180000030524-processed-gene-5.81&CDS=1-1182
1802	OG0001802	YGR170W	snap_masked-scf7180000030524-processed-gene-5.243-mRNA-1_1&gene=snap_masked-scf7180000030524-processed-gene-5.243&CDS=1-3525
1803	OG0001803	YGR171C	genemark-scf7180000030524-processed-gene-5.82-mRNA-1_1&gene=genemark-scf7180000030524-processed-gene-5.82&CDS=1-1671
1804	OG0001804	YGR172C	snap_masked-scf7180000030524-processed-gene-5.287-mRNA-1_1&gene=snap_masked-scf7180000030524-processed-gene-5.287&CDS=1-756
1805	OG0001805	YGR173W	snap_masked-scf7180000030524-processed-gene-5.244-mRNA-1_1&gene=snap_masked-scf7180000030524-processed-gene-5.244&CDS=1-1101
1806	OG0001806	YGR175C	maker-scf7180000030522-augustus-gene-1.171-mRNA-1_1&gene=maker-scf7180000030522-augustus-gene-1.171&CDS=1-1935
1807	OG0001807	YGR177C	snap_masked-scf7180000030522-processed-gene-1.144-mRNA-1_1&gene=snap_masked-scf7180000030522-processed-gene-1.144&CDS=1-1509
1808	OG0001808	YGR178C	augustus_masked-scf7180000030522-processed-gene-1.218-mRNA-1_1&gene=augustus_masked-scf7180000030522-processed-gene-1.218&CDS=1-2397
1809	OG0001809	YGR179C	augustus_masked-scf7180000030522-processed-gene-1.219-mRNA-1_1&gene=augustus_masked-scf7180000030522-processed-gene-1.219&CDS=1-1212
1810	OG0001810	YGR180C	genemark-scf7180000030522-processed-gene-1.49-mRNA-1_1&gene=genemark-scf7180000030522-processed-gene-1.49&CDS=1-1050
1811	OG0001811	YGR181W	snap_masked-scf7180000030522-processed-gene-1.112-mRNA-1_1&gene=snap_masked-scf7180000030522-processed-gene-1.112&CDS=1-321
1812	OG0001812	YGR183C	snap_masked-scf7180000030522-processed-gene-1.148-mRNA-1_1&gene=snap_masked-scf7180000030522-processed-gene-1.148&CDS=1-204
1813	OG0001813	YGR184C	genemark-scf7180000030522-processed-gene-1.50-mRNA-1_1&gene=genemark-scf7180000030522-processed-gene-1.50&CDS=1-5898
1814	OG0001814	YGR185C	snap_masked-scf7180000030432-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000030432-processed-gene-0.1&CDS=1-1179
1815	OG0001815	YGR186W	snap_masked-scf7180000030522-processed-gene-1.113-mRNA-1_1&gene=snap_masked-scf7180000030522-processed-gene-1.113&CDS=1-2142
1816	OG0001816	YGR187C	snap_masked-scf7180000030522-processed-gene-1.150-mRNA-1_1&gene=snap_masked-scf7180000030522-processed-gene-1.150&CDS=1-1203
1817	OG0001817	YGR188C	maker-scf7180000030524-snap-gene-5.312-mRNA-1_1&gene=maker-scf7180000030524-snap-gene-5.312&CDS=1-2400
1818	OG0001818	YGR189C	snap_masked-scf7180000030450-processed-gene-0.39-mRNA-1_1&gene=snap_masked-scf7180000030450-processed-gene-0.39&CDS=1-1398
1819	OG0001819	YGR193C	genemark-scf7180000030435-processed-gene-0.25-mRNA-1_1&gene=genemark-scf7180000030435-processed-gene-0.25&CDS=1-1224
1820	OG0001820	YGR194C	snap_masked-scf7180000030435-processed-gene-0.89-mRNA-1_1&gene=snap_masked-scf7180000030435-processed-gene-0.89&CDS=1-1749
1821	OG0001821	YGR195W	snap_masked-scf7180000030501-processed-gene-0.172-mRNA-1_1&gene=snap_masked-scf7180000030501-processed-gene-0.172&CDS=1-738
1822	OG0001822	YGR196C	genemark-scf7180000030435-processed-gene-0.23-mRNA-1_1&gene=genemark-scf7180000030435-processed-gene-0.23&CDS=1-2544
1823	OG0001823	YGR198W	genemark-scf7180000030435-processed-gene-0.44-mRNA-1_1&gene=genemark-scf7180000030435-processed-gene-0.44&CDS=1-2319
1824	OG0001824	YGR199W	genemark-scf7180000030435-processed-gene-0.43-mRNA-1_1&gene=genemark-scf7180000030435-processed-gene-0.43&CDS=1-2241
1825	OG0001825	YGR200C	augustus_masked-scf7180000030435-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-scf7180000030435-processed-gene-0.133&CDS=1-2367
1826	OG0001826	YGR202C	maker-scf7180000030501-augustus-gene-0.90-mRNA-1_1&gene=maker-scf7180000030501-augustus-gene-0.90&CDS=1-1755
1827	OG0001827	YGR203W	genemark-scf7180000030435-processed-gene-0.42-mRNA-1_1&gene=genemark-scf7180000030435-processed-gene-0.42&CDS=1-444
1828	OG0001828	YGR206W	genemark-scf7180000030435-processed-gene-0.40-mRNA-1_1&gene=genemark-scf7180000030435-processed-gene-0.40&CDS=1-306
1829	OG0001829	YGR207C	genemark-scf7180000030435-processed-gene-0.15-mRNA-1_1&gene=genemark-scf7180000030435-processed-gene-0.15&CDS=1-786
1830	OG0001830	YGR208W	genemark-scf7180000030435-processed-gene-0.39-mRNA-1_1&gene=genemark-scf7180000030435-processed-gene-0.39&CDS=1-912
1831	OG0001831	YGR210C	snap_masked-scf7180000030435-processed-gene-0.77-mRNA-1_1&gene=snap_masked-scf7180000030435-processed-gene-0.77&CDS=1-1236
1832	OG0001832	YGR211W	genemark-scf7180000030435-processed-gene-0.38-mRNA-1_1&gene=genemark-scf7180000030435-processed-gene-0.38&CDS=1-1455
1833	OG0001833	YGR212W	augustus_masked-scf7180000030435-processed-gene-0.151-mRNA-1_1&gene=augustus_masked-scf7180000030435-processed-gene-0.151&CDS=1-1407
1834	OG0001834	YGR215W	genemark-scf7180000030435-processed-gene-0.35-mRNA-1_1&gene=genemark-scf7180000030435-processed-gene-0.35&CDS=1-324
1835	OG0001835	YGR216C	genemark-scf7180000030435-processed-gene-0.10-mRNA-1_1&gene=genemark-scf7180000030435-processed-gene-0.10&CDS=1-1845
1836	OG0001836	YGR217W	maker-scf7180000030435-snap-gene-0.57-mRNA-1_1&gene=maker-scf7180000030435-snap-gene-0.57&CDS=1-6000
1837	OG0001837	YGR218W	snap_masked-scf7180000030435-processed-gene-0.99-mRNA-1_1&gene=snap_masked-scf7180000030435-processed-gene-0.99&CDS=1-3252
1838	OG0001838	YGR220C	genemark-scf7180000030435-processed-gene-0.9-mRNA-1_1&gene=genemark-scf7180000030435-processed-gene-0.9&CDS=1-831
1839	OG0001839	YGR222W	augustus_masked-scf7180000030435-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-scf7180000030435-processed-gene-0.147&CDS=1-756
1840	OG0001840	YGR223C	snap_masked-scf7180000030435-processed-gene-0.71-mRNA-1_1&gene=snap_masked-scf7180000030435-processed-gene-0.71&CDS=1-1173
1841	OG0001841	YGR227W	augustus_masked-scf7180000030435-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-scf7180000030435-processed-gene-0.146&CDS=1-3030
1842	OG0001842	YGR229C	snap_masked-scf7180000030435-processed-gene-0.70-mRNA-1_1&gene=snap_masked-scf7180000030435-processed-gene-0.70&CDS=1-1689
1843	OG0001843	YGR230W	snap_masked-scf7180000030501-processed-gene-0.181-mRNA-1_1&gene=snap_masked-scf7180000030501-processed-gene-0.181&CDS=1-330
1844	OG0001844	YGR231C	genemark-scf7180000030435-processed-gene-0.5-mRNA-1_1&gene=genemark-scf7180000030435-processed-gene-0.5&CDS=1-927
1845	OG0001845	YGR232W	snap_masked-scf7180000030435-processed-gene-0.94-mRNA-1_1&gene=snap_masked-scf7180000030435-processed-gene-0.94&CDS=1-690
1846	OG0001846	YGR233C	genemark-scf7180000030435-processed-gene-0.4-mRNA-1_1&gene=genemark-scf7180000030435-processed-gene-0.4&CDS=1-3627
1847	OG0001847	YGR234W	genemark-scf7180000030435-processed-gene-0.28-mRNA-1_1&gene=genemark-scf7180000030435-processed-gene-0.28&CDS=1-1206
1848	OG0001848	YGR236C	snap_masked-scf7180000030435-processed-gene-0.66-mRNA-1_1&gene=snap_masked-scf7180000030435-processed-gene-0.66&CDS=1-282
1849	OG0001849	YGR237C	augustus_masked-scf7180000030435-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-scf7180000030435-processed-gene-0.118&CDS=1-2310
1850	OG0001850	YGR239C	snap_masked-scf7180000030435-processed-gene-0.63-mRNA-1_1&gene=snap_masked-scf7180000030435-processed-gene-0.63&CDS=1-951
1851	OG0001851	YGR240C	genemark-scf7180000030440-processed-gene-0.171-mRNA-1_1&gene=genemark-scf7180000030440-processed-gene-0.171&CDS=1-2697
1852	OG0001852	YGR244C	snap_masked-scf7180000030440-processed-gene-0.47-mRNA-1_1&gene=snap_masked-scf7180000030440-processed-gene-0.47&CDS=1-1245
1853	OG0001853	YGR245C	snap_masked-scf7180000030440-processed-gene-0.46-mRNA-1_1&gene=snap_masked-scf7180000030440-processed-gene-0.46&CDS=1-2292
1854	OG0001854	YGR246C	genemark-scf7180000030501-processed-gene-0.56-mRNA-1_1&gene=genemark-scf7180000030501-processed-gene-0.56&CDS=1-1803
1855	OG0001855	YGR247W	genemark-scf7180000030440-processed-gene-0.197-mRNA-1_1&gene=genemark-scf7180000030440-processed-gene-0.197&CDS=1-648
1856	OG0001856	YGR249W	snap_masked-scf7180000030440-processed-gene-0.71-mRNA-1_1&gene=snap_masked-scf7180000030440-processed-gene-0.71&CDS=1-1302
1857	OG0001857	YGR250C	augustus_masked-scf7180000030440-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-scf7180000030440-processed-gene-0.102&CDS=1-2031
1858	OG0001858	YGR251W	snap_masked-scf7180000030440-processed-gene-0.42-mRNA-1_1&gene=snap_masked-scf7180000030440-processed-gene-0.42&CDS=1-606
1859	OG0001859	YGR252W	snap_masked-scf7180000030440-processed-gene-0.44-mRNA-1_1&gene=snap_masked-scf7180000030440-processed-gene-0.44&CDS=1-1407
1860	OG0001860	YGR253C	maker-scf7180000030440-augustus-gene-0.135-mRNA-1_1&gene=maker-scf7180000030440-augustus-gene-0.135&CDS=1-723
1861	OG0001861	YGR255C	genemark-scf7180000030513-processed-gene-0.65-mRNA-1_1&gene=genemark-scf7180000030513-processed-gene-0.65&CDS=1-1725
1862	OG0001862	YGR257C	genemark-scf7180000030440-processed-gene-0.162-mRNA-1_1&gene=genemark-scf7180000030440-processed-gene-0.162&CDS=1-1107
1863	OG0001863	YGR258C	maker-scf7180000030440-snap-gene-0.4-mRNA-1_1&gene=maker-scf7180000030440-snap-gene-0.4&CDS=1-2853
1864	OG0001864	YGR260W	augustus_masked-scf7180000030440-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-scf7180000030440-processed-gene-0.125&CDS=1-1614
1865	OG0001865	YGR261C	genemark-scf7180000030440-processed-gene-0.160-mRNA-1_1&gene=genemark-scf7180000030440-processed-gene-0.160&CDS=1-2430
1866	OG0001866	YGR262C	snap_masked-scf7180000030440-processed-gene-0.37-mRNA-1_1&gene=snap_masked-scf7180000030440-processed-gene-0.37&CDS=1-789
1867	OG0001867	YGR263C	snap_masked-scf7180000030440-processed-gene-0.36-mRNA-1_1&gene=snap_masked-scf7180000030440-processed-gene-0.36&CDS=1-1008
1868	OG0001868	YGR266W	snap_masked-scf7180000030440-processed-gene-0.67-mRNA-1_1&gene=snap_masked-scf7180000030440-processed-gene-0.67&CDS=1-2100
1869	OG0001869	YGR267C	snap_masked-scf7180000030440-processed-gene-0.34-mRNA-1_1&gene=snap_masked-scf7180000030440-processed-gene-0.34&CDS=1-726
1870	OG0001870	YGR268C	genemark-scf7180000030440-processed-gene-0.155-mRNA-1_1&gene=genemark-scf7180000030440-processed-gene-0.155&CDS=1-597
1871	OG0001871	YGR270W	genemark-scf7180000030440-processed-gene-0.191-mRNA-1_1&gene=genemark-scf7180000030440-processed-gene-0.191&CDS=1-3852
