	OrthologID	Naumovozyma_dairenensis	Saccharomyces_cerevisiae
1843	OG0001843	augustus_masked-NC_016481.1-processed-gene-12.63-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-12.63&CDS=1-198	YBR162W-A
1844	OG0001844	genemark-NC_016481.1-processed-gene-12.18-mRNA-1_1&gene=genemark-NC_016481.1-processed-gene-12.18&CDS=1-1692	YBR163W
1845	OG0001845	augustus_masked-NC_016481.1-processed-gene-12.65-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-12.65&CDS=1-5514	YBR208C
1846	OG0001846	augustus_masked-NC_016481.1-processed-gene-12.66-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-12.66&CDS=1-1086	YBR204C
1847	OG0001847	augustus_masked-NC_016481.1-processed-gene-12.83-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-12.83&CDS=1-2823	YBR203W
1848	OG0001848	augustus_masked-NC_016481.1-processed-gene-12.84-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-12.84&CDS=1-2661	YBR202W
1849	OG0001849	augustus_masked-NC_016481.1-processed-gene-12.85-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-12.85&CDS=1-630	YBR201W
1850	OG0001850	augustus_masked-NC_016481.1-processed-gene-12.86-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-12.86&CDS=1-1749	YBR200W
1851	OG0001851	augustus_masked-NC_016481.1-processed-gene-12.87-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-12.87&CDS=1-1431	YBR199W
1852	OG0001852	augustus_masked-NC_016481.1-processed-gene-12.67-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-12.67&CDS=1-2577	YBR198C
1853	OG0001853	augustus_masked-NC_016481.1-processed-gene-12.68-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-12.68&CDS=1-1656	YBR196C
1854	OG0001854	augustus_masked-NC_016481.1-processed-gene-12.69-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-12.69&CDS=1-1257	YBR195C
1855	OG0001855	augustus_masked-NC_016481.1-processed-gene-12.88-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-12.88&CDS=1-384	YBR194W
1856	OG0001856	augustus_masked-NC_016481.1-processed-gene-12.70-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-12.70&CDS=1-654	YBR193C
1857	OG0001857	augustus_masked-NC_016481.1-processed-gene-12.89-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-12.89&CDS=1-1125	YBR192W
1858	OG0001858	snap_masked-NC_016481.1-processed-gene-13.0-mRNA-1_1&gene=snap_masked-NC_016481.1-processed-gene-13.0&CDS=1-456	YBR188C
1859	OG0001859	augustus_masked-NC_016481.1-processed-gene-13.47-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-13.47&CDS=1-900	YBR187W
1860	OG0001860	augustus_masked-NC_016481.1-processed-gene-13.45-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-13.45&CDS=1-1461	YPL083C
1861	OG0001861	augustus_masked-NC_016481.1-processed-gene-13.48-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-13.48&CDS=1-2592	YPL084W
1862	OG0001862	augustus_masked-NC_016481.1-processed-gene-13.46-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-13.46&CDS=1-837	YBR185C
1863	OG0001863	augustus_masked-NC_016481.1-processed-gene-13.50-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-13.50&CDS=1-1680	YPL086C
1864	OG0001864	augustus_masked-NC_016481.1-processed-gene-13.70-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-13.70&CDS=1-3423	YPL093W
1865	OG0001865	augustus_masked-NC_016481.1-processed-gene-13.53-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-13.53&CDS=1-2613	YBR179C
1866	OG0001866	augustus_masked-NC_016481.1-processed-gene-13.54-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-13.54&CDS=1-603	YJL218W
1867	OG0001867	augustus_masked-NC_016481.1-processed-gene-13.55-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-13.55&CDS=1-1356	YBR177C
1868	OG0001868	augustus_masked-NC_016481.1-processed-gene-13.71-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-13.71&CDS=1-1377	YPL097W
1869	OG0001869	augustus_masked-NC_016481.1-processed-gene-13.56-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-13.56&CDS=1-342	YPL098C
1870	OG0001870	augustus_masked-NC_016481.1-processed-gene-13.72-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-13.72&CDS=1-1419	YPL101W
1871	OG0001871	maker-NC_016481.1-augustus-gene-13.136-mRNA-1_1&gene=maker-NC_016481.1-augustus-gene-13.136&CDS=1-1866	YBR175W
1872	OG0001872	augustus_masked-NC_016481.1-processed-gene-13.57-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-13.57&CDS=1-444	YBR173C
1873	OG0001873	snap_masked-NC_016481.1-processed-gene-13.14-mRNA-1_1&gene=snap_masked-NC_016481.1-processed-gene-13.14&CDS=1-2109	YBR172C
1874	OG0001874	augustus_masked-NC_016481.1-processed-gene-13.74-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-13.74&CDS=1-666	YBR171W
1875	OG0001875	augustus_masked-NC_016481.1-processed-gene-13.75-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-13.75&CDS=1-1257	YBR168W
1876	OG0001876	augustus_masked-NC_016481.1-processed-gene-13.61-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-13.61&CDS=1-426	YBR167C
1877	OG0001877	augustus_masked-NC_016481.1-processed-gene-13.62-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-13.62&CDS=1-1344	YBR166C
1878	OG0001878	augustus_masked-NC_016481.1-processed-gene-13.76-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-13.76&CDS=1-867	YBR165W
1879	OG0001879	augustus_masked-NC_016481.1-processed-gene-13.64-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-13.64&CDS=1-2526	YOR195W
1880	OG0001880	augustus_masked-NC_016481.1-processed-gene-13.65-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-13.65&CDS=1-1386	YER143W
1881	OG0001881	augustus_masked-NC_016481.1-processed-gene-13.77-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-13.77&CDS=1-2478	YER144C
1882	OG0001882	augustus_masked-NC_016481.1-processed-gene-13.78-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-13.78&CDS=1-1224	YER145C
1883	OG0001883	maker-NC_016481.1-snap-gene-13.140-mRNA-1_1&gene=maker-NC_016481.1-snap-gene-13.140&CDS=1-1176	YER149C
1884	OG0001884	augustus_masked-NC_016481.1-processed-gene-13.66-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-13.66&CDS=1-927	YDR075W
1885	OG0001885	augustus_masked-NC_016481.1-processed-gene-13.81-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-13.81&CDS=1-3240	YER151C
1886	OG0001886	augustus_masked-NC_016481.1-processed-gene-13.82-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-13.82&CDS=1-1434	YER152C
1887	OG0001887	augustus_masked-NC_016481.1-processed-gene-13.83-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-13.83&CDS=1-792	YER153C
1888	OG0001888	augustus_masked-NC_016481.1-processed-gene-13.67-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-13.67&CDS=1-1272	YER154W
1889	OG0001889	augustus_masked-NC_016481.1-processed-gene-13.84-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-13.84&CDS=1-6606	YER155C
1890	OG0001890	augustus_masked-NC_016481.1-processed-gene-13.85-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-13.85&CDS=1-963	YER156C
1891	OG0001891	augustus_masked-NC_016481.1-processed-gene-13.68-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-13.68&CDS=1-3042	YER157W
1892	OG0001892	augustus_masked-NC_016481.1-processed-gene-13.86-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-13.86&CDS=1-2199	YER158C
1893	OG0001893	augustus_masked-NC_016481.1-processed-gene-13.88-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-13.88&CDS=1-471	YER159C
1894	OG0001894	augustus_masked-NC_016481.1-processed-gene-14.0-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-14.0&CDS=1-1023	YER161C
1895	OG0001895	augustus_masked-NC_016481.1-processed-gene-14.1-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-14.1&CDS=1-2448	YER162C
1896	OG0001896	augustus_masked-NC_016481.1-processed-gene-14.2-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-14.2&CDS=1-720	YER163C
1897	OG0001897	genemark-NC_016481.1-processed-gene-14.61-mRNA-1_1&gene=genemark-NC_016481.1-processed-gene-14.61&CDS=1-1332	YMR021C
1898	OG0001898	augustus_masked-NC_016481.1-processed-gene-14.5-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-14.5&CDS=1-1755	YER165W
1899	OG0001899	snap_masked-NC_016481.1-processed-gene-14.127-mRNA-1_1&gene=snap_masked-NC_016481.1-processed-gene-14.127&CDS=1-2196	YPR007C
1900	OG0001900	augustus_masked-NC_016481.1-processed-gene-14.8-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-14.8&CDS=1-1647	YPR006C
1901	OG0001901	augustus_masked-NC_016481.1-processed-gene-14.36-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-14.36&CDS=1-594	YPL010W
1902	OG0001902	snap_masked-NC_016481.1-processed-gene-14.129-mRNA-1_1&gene=snap_masked-NC_016481.1-processed-gene-14.129&CDS=1-1329	YPL011C
1903	OG0001903	augustus_masked-NC_016481.1-processed-gene-14.37-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-14.37&CDS=1-3693	YPL012W
1904	OG0001904	augustus_masked-NC_016481.1-processed-gene-14.10-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-14.10&CDS=1-360	YPL013C
1905	OG0001905	genemark-NC_016481.1-processed-gene-14.97-mRNA-1_1&gene=genemark-NC_016481.1-processed-gene-14.97&CDS=1-1314	YPL014W
1906	OG0001906	augustus_masked-NC_016481.1-processed-gene-14.11-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-14.11&CDS=1-2553	YPL008W
1907	OG0001907	augustus_masked-NC_016481.1-processed-gene-14.39-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-14.39&CDS=1-1779	YPL007C
1908	OG0001908	augustus_masked-NC_016481.1-processed-gene-14.12-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-14.12&CDS=1-3579	YPL006W
1909	OG0001909	augustus_masked-NC_016481.1-processed-gene-14.40-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-14.40&CDS=1-606	YLR251W
1910	OG0001910	snap_masked-NC_016481.1-processed-gene-14.134-mRNA-1_1&gene=snap_masked-NC_016481.1-processed-gene-14.134&CDS=1-2130	YPL005W
1911	OG0001911	augustus_masked-NC_016481.1-processed-gene-14.41-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-14.41&CDS=1-1023	YPL004C
1912	OG0001912	augustus_masked-NC_016481.1-processed-gene-14.15-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-14.15&CDS=1-2286	YPL020C
1913	OG0001913	augustus_masked-NC_016481.1-processed-gene-14.42-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-14.42&CDS=1-1146	YPL015C
1914	OG0001914	snap_masked-NC_016481.1-processed-gene-14.137-mRNA-1_1&gene=snap_masked-NC_016481.1-processed-gene-14.137&CDS=1-1362	YPL003W
1915	OG0001915	augustus_masked-NC_016481.1-processed-gene-14.43-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-14.43&CDS=1-1842	YFL002C
1916	OG0001916	snap_masked-NC_016481.1-processed-gene-14.140-mRNA-1_1&gene=snap_masked-NC_016481.1-processed-gene-14.140&CDS=1-957	YMR316W
1917	OG0001917	snap_masked-NC_016481.1-processed-gene-14.166-mRNA-1_1&gene=snap_masked-NC_016481.1-processed-gene-14.166&CDS=1-1320	YLR049C
1918	OG0001918	augustus_masked-NC_016481.1-processed-gene-14.45-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-14.45&CDS=1-525	YLR050C
1919	OG0001919	augustus_masked-NC_016481.1-processed-gene-14.20-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-14.20&CDS=1-1818	YFL010C
1920	OG0001920	snap_masked-NC_016481.1-processed-gene-14.168-mRNA-1_1&gene=snap_masked-NC_016481.1-processed-gene-14.168&CDS=1-1152	YPL018W
1921	OG0001921	augustus_masked-NC_016481.1-processed-gene-14.21-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-14.21&CDS=1-1479	YFL018C
1922	OG0001922	augustus_masked-NC_016481.1-processed-gene-14.47-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-14.47&CDS=1-735	YLR051C
1923	OG0001923	augustus_masked-NC_016481.1-processed-gene-14.49-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-14.49&CDS=1-2067	YLR055C
1924	OG0001924	augustus_masked-NC_016481.1-processed-gene-14.22-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-14.22&CDS=1-1101	YLR056W
1925	OG0001925	snap_masked-NC_016481.1-processed-gene-14.144-mRNA-1_1&gene=snap_masked-NC_016481.1-processed-gene-14.144&CDS=1-2646	YLR057W
1926	OG0001926	augustus_masked-NC_016481.1-processed-gene-14.50-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-14.50&CDS=1-918	YLR059C
1927	OG0001927	augustus_masked-NC_016481.1-processed-gene-14.25-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-14.25&CDS=1-1002	YLR063W
1928	OG0001928	augustus_masked-NC_016481.1-processed-gene-14.51-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-14.51&CDS=1-1461	YFL037W
1929	OG0001929	augustus_masked-NC_016481.1-processed-gene-14.26-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-14.26&CDS=1-840	YLR064W
1930	OG0001930	augustus_masked-NC_016481.1-processed-gene-14.52-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-14.52&CDS=1-552	YLR065C
1931	OG0001931	augustus_masked-NC_016481.1-processed-gene-14.53-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-14.53&CDS=1-2922	YLR067C
1932	OG0001932	augustus_masked-NC_016481.1-processed-gene-14.27-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-14.27&CDS=1-420	YLR068W
1933	OG0001933	augustus_masked-NC_016481.1-processed-gene-14.54-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-14.54&CDS=1-2274	YLR069C
1934	OG0001934	augustus_masked-NC_016481.1-processed-gene-14.55-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-14.55&CDS=1-3207	YLR071C
1935	OG0001935	augustus_masked-NC_016481.1-processed-gene-14.29-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-14.29&CDS=1-987	YFL044C
1936	OG0001936	augustus_masked-NC_016481.1-processed-gene-14.56-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-14.56&CDS=1-507	YLR074C
1937	OG0001937	augustus_masked-NC_016481.1-processed-gene-14.30-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-14.30&CDS=1-660	YLR075W
1938	OG0001938	snap_masked-NC_016481.1-processed-gene-14.151-mRNA-1_1&gene=snap_masked-NC_016481.1-processed-gene-14.151&CDS=1-1950	YLR077W
1939	OG0001939	augustus_masked-NC_016481.1-processed-gene-14.57-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-14.57&CDS=1-816	YLR078C
1940	OG0001940	snap_masked-NC_016481.1-processed-gene-14.152-mRNA-1_1&gene=snap_masked-NC_016481.1-processed-gene-14.152&CDS=1-1050	YLR079W
1941	OG0001941	augustus_masked-NC_016481.1-processed-gene-14.33-mRNA-1_1&gene=augustus_masked-NC_016481.1-processed-gene-14.33&CDS=1-1299	YFL048C
1942	OG0001942	genemark-NC_016482.1-processed-gene-0.2-mRNA-1_1&gene=genemark-NC_016482.1-processed-gene-0.2&CDS=1-1497	YLL055W
1943	OG0001943	augustus_masked-NC_016482.1-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-0.48&CDS=1-1011	YLR455W
1944	OG0001944	maker-NC_016482.1-snap-gene-0.98-mRNA-1_1&gene=maker-NC_016482.1-snap-gene-0.98&CDS=1-237	YPR170W-B
1945	OG0001945	snap_masked-NC_016482.1-processed-gene-0.84-mRNA-1_1&gene=snap_masked-NC_016482.1-processed-gene-0.84&CDS=1-492	YPR168W
1946	OG0001946	augustus_masked-NC_016482.1-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-0.50&CDS=1-639	YPR165W
1947	OG0001947	augustus_masked-NC_016482.1-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-0.51&CDS=1-7809	YLR454W
1948	OG0001948	augustus_masked-NC_016482.1-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-0.34&CDS=1-1470	YPR163C
1949	OG0001949	augustus_masked-NC_016482.1-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-0.35&CDS=1-2259	YLR452C
1950	OG0001950	augustus_masked-NC_016482.1-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-0.36&CDS=1-1335	YJR124C
1951	OG0001951	augustus_masked-NC_016482.1-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-0.54&CDS=1-1620	YJR122W
1952	OG0001952	genemark-NC_016482.1-processed-gene-0.25-mRNA-1_1&gene=genemark-NC_016482.1-processed-gene-0.25&CDS=1-1536	YJR121W
1953	OG0001953	augustus_masked-NC_016482.1-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-0.37&CDS=1-2601	YJR119C
1954	OG0001954	augustus_masked-NC_016482.1-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-0.38&CDS=1-549	YJR118C
1955	OG0001955	augustus_masked-NC_016482.1-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-0.56&CDS=1-1566	YER021W
1956	OG0001956	augustus_masked-NC_016482.1-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-0.57&CDS=1-1377	YJR117W
1957	OG0001957	augustus_masked-NC_016482.1-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-0.58&CDS=1-837	YJR116W
1958	OG0001958	augustus_masked-NC_016482.1-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-0.39&CDS=1-1050	YJR105W
1959	OG0001959	augustus_masked-NC_016482.1-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-0.40&CDS=1-2232	YJR106W
1960	OG0001960	augustus_masked-NC_016482.1-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-0.41&CDS=1-1125	YJR107W
1961	OG0001961	augustus_masked-NC_016482.1-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-0.59&CDS=1-3348	YJR109C
1962	OG0001962	augustus_masked-NC_016482.1-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-0.42&CDS=1-834	YBL049W
1963	OG0001963	augustus_masked-NC_016482.1-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-0.43&CDS=1-2217	YJR110W
1964	OG0001964	augustus_masked-NC_016482.1-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-0.60&CDS=1-876	YJR111C
1965	OG0001965	augustus_masked-NC_016482.1-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-0.61&CDS=1-840	YJR113C
1966	OG0001966	augustus_masked-NC_016482.1-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-0.45&CDS=1-465	YJR104C
1967	OG0001967	augustus_masked-NC_016482.1-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-0.46&CDS=1-600	YJR102C
1968	OG0001968	augustus_masked-NC_016482.1-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-1.2&CDS=1-801	YJR101W
1969	OG0001969	augustus_masked-NC_016482.1-processed-gene-1.1-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-1.1&CDS=1-1002	YJR100C
1970	OG0001970	genemark-NC_016482.1-processed-gene-1.56-mRNA-1_1&gene=genemark-NC_016482.1-processed-gene-1.56&CDS=1-759	YJR099W
1971	OG0001971	augustus_masked-NC_016482.1-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-1.4&CDS=1-2319	YJR098C
1972	OG0001972	augustus_masked-NC_016482.1-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-1.22&CDS=1-570	YJR097W
1973	OG0001973	augustus_masked-NC_016482.1-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-1.23&CDS=1-1044	YJR095W
1974	OG0001974	augustus_masked-NC_016482.1-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-1.6&CDS=1-1113	YJR093C
1975	OG0001975	snap_masked-NC_016482.1-processed-gene-1.94-mRNA-1_1&gene=snap_masked-NC_016482.1-processed-gene-1.94&CDS=1-4080	YJR092W
1976	OG0001976	augustus_masked-NC_016482.1-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-1.7&CDS=1-3690	YJR091C
1977	OG0001977	augustus_masked-NC_016482.1-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-1.8&CDS=1-3375	YJR090C
1978	OG0001978	snap_masked-NC_016482.1-processed-gene-1.95-mRNA-1_1&gene=snap_masked-NC_016482.1-processed-gene-1.95&CDS=1-3030	YJR089W
1979	OG0001979	augustus_masked-NC_016482.1-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-1.9&CDS=1-510	YPR037C
1980	OG0001980	augustus_masked-NC_016482.1-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-1.26&CDS=1-312	YJR086W
1981	OG0001981	augustus_masked-NC_016482.1-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-1.11&CDS=1-1458	YLR206W
1982	OG0001982	augustus_masked-NC_016482.1-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-1.12&CDS=1-2748	YLR207W
1983	OG0001983	augustus_masked-NC_016482.1-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-1.13&CDS=1-900	YLR208W
1984	OG0001984	augustus_masked-NC_016482.1-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-1.27&CDS=1-945	YLR209C
1985	OG0001985	snap_masked-NC_016482.1-processed-gene-1.101-mRNA-1_1&gene=snap_masked-NC_016482.1-processed-gene-1.101&CDS=1-795	YLR211C
1986	OG0001986	snap_masked-NC_016482.1-processed-gene-1.102-mRNA-1_1&gene=snap_masked-NC_016482.1-processed-gene-1.102&CDS=1-1479	YLR212C
1987	OG0001987	snap_masked-NC_016482.1-processed-gene-1.103-mRNA-1_1&gene=snap_masked-NC_016482.1-processed-gene-1.103&CDS=1-1458	YLR213C
1988	OG0001988	augustus_masked-NC_016482.1-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-1.17&CDS=1-4452	YOR191W
1989	OG0001989	augustus_masked-NC_016482.1-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-1.18&CDS=1-729	YLR301W
1990	OG0001990	snap_masked-NC_016482.1-processed-gene-1.89-mRNA-1_1&gene=snap_masked-NC_016482.1-processed-gene-1.89&CDS=1-657	YEL072W
1991	OG0001991	augustus_masked-NC_016482.1-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-1.31&CDS=1-3867	YKL215C
1992	OG0001992	snap_masked-NC_016482.1-processed-gene-1.105-mRNA-1_1&gene=snap_masked-NC_016482.1-processed-gene-1.105&CDS=1-1260	YBR211C
1993	OG0001993	augustus_masked-NC_016482.1-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-1.33&CDS=1-1071	YOR006C
1994	OG0001994	augustus_masked-NC_016482.1-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-NC_016482.1-processed-gene-1.20&CDS=1-3579	YML002W
