	OrthologID	Candida_homilentoma	Saccharomyces_cerevisiae
2035	OG0002035	-processed-gene-9.73-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-9.73&CDS=1-2076	YDR208W
2036	OG0002036	-processed-gene-9.102-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-9.102&CDS=1-909	YBR151W
2037	OG0002037	-processed-gene-9.76-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-9.76&CDS=1-270	YER048W-A
2038	OG0002038	-processed-gene-9.61-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-9.61&CDS=1-2277	YER047C
2039	OG0002039	-processed-gene-9.79-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-9.79&CDS=1-975	YPR176C
2040	OG0002040	-processed-gene-9.80-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-9.80&CDS=1-1983	YPR175W
2041	OG0002041	-augustus-gene-9.49-mRNA-1_1&gene=maker-gi|1002316230|dbj|BCGB01000003.1|-augustus-gene-9.49&CDS=1-3180	YER042W
2042	OG0002042	-processed-gene-9.66-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-9.66&CDS=1-1089	YBR087W
2043	OG0002043	-snap-gene-9.52-mRNA-1_1&gene=maker-gi|1002316230|dbj|BCGB01000003.1|-snap-gene-9.52&CDS=1-666	YKL041W
2044	OG0002044	-snap-gene-9.51-mRNA-1_1&gene=maker-gi|1002316230|dbj|BCGB01000003.1|-snap-gene-9.51&CDS=1-2094	YPR047W
2045	OG0002045	-processed-gene-9.95-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-9.95&CDS=1-1758	YPR048W
2046	OG0002046	-processed-gene-9.69-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-9.69&CDS=1-1788	YKR008W
2047	OG0002047	-processed-gene-10.56-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-10.56&CDS=1-1386	YMR023C
2048	OG0002048	-augustus-gene-10.104-mRNA-1_1&gene=maker-gi|1002316230|dbj|BCGB01000003.1|-augustus-gene-10.104&CDS=1-2853	YOR311C
2049	OG0002049	-processed-gene-10.55-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-10.55&CDS=1-2619	YHR120W
2050	OG0002050	-processed-gene-10.83-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-10.83&CDS=1-801	YGL247W
2051	OG0002051	-augustus-gene-10.107-mRNA-1_1&gene=maker-gi|1002316230|dbj|BCGB01000003.1|-augustus-gene-10.107&CDS=1-1008	YOR352W
2052	OG0002052	-processed-gene-10.86-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-10.86&CDS=1-639	YJR073C
2053	OG0002053	-processed-gene-10.59-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-10.59&CDS=1-1350	YCL052C
2054	OG0002054	-processed-gene-10.88-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-10.88&CDS=1-1098	YMR214W
2055	OG0002055	-processed-gene-10.60-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-10.60&CDS=1-1458	YMR211W
2056	OG0002056	-processed-gene-10.89-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-10.89&CDS=1-1332	YNR050C
2057	OG0002057	-processed-gene-10.90-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-10.90&CDS=1-1224	YJR075W
2058	OG0002058	-processed-gene-10.8-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-10.8&CDS=1-534	YJR074W
2059	OG0002059	-processed-gene-10.92-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-10.92&CDS=1-711	YOL135C
2060	OG0002060	-snap-gene-10.111-mRNA-1_1&gene=maker-gi|1002316230|dbj|BCGB01000003.1|-snap-gene-10.111&CDS=1-351	YOL133W
2061	OG0002061	-snap-gene-10.112-mRNA-1_1&gene=maker-gi|1002316230|dbj|BCGB01000003.1|-snap-gene-10.112&CDS=1-906	YNL316C
2062	OG0002062	-processed-gene-10.43-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-10.43&CDS=1-1023	YKR066C
2063	OG0002063	-processed-gene-10.63-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-10.63&CDS=1-528	YKR065C
2064	OG0002064	-processed-gene-10.64-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-10.64&CDS=1-2988	YIL125W
2065	OG0002065	-processed-gene-10.97-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-10.97&CDS=1-867	YIL124W
2066	OG0002066	-processed-gene-10.98-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-10.98&CDS=1-357	YDR286C
2067	OG0002067	-processed-gene-10.99-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-10.99&CDS=1-1014	YDR400W
2068	OG0002068	-processed-gene-10.101-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-10.101&CDS=1-1404	YJL046W
2069	OG0002069	-processed-gene-10.70-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-10.70&CDS=1-804	YBR257W
2070	OG0002070	-processed-gene-10.103-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-10.103&CDS=1-960	YNR003C
2071	OG0002071	-processed-gene-10.77-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-10.77&CDS=1-1554	YNL291C
2072	OG0002072	-processed-gene-10.140-mRNA-1_1&gene=genemark-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-10.140&CDS=1-1023	YNL290W
2073	OG0002073	-processed-gene-10.79-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-10.79&CDS=1-795	YBR129C
2074	OG0002074	-processed-gene-10.80-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-10.80&CDS=1-3168	YKL090W
2075	OG0002075	-processed-gene-10.81-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-10.81&CDS=1-867	YOR340C
2076	OG0002076	-snap-gene-11.135-mRNA-1_1&gene=maker-gi|1002316230|dbj|BCGB01000003.1|-snap-gene-11.135&CDS=1-678	YOR332W
2077	OG0002077	-processed-gene-11.44-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-11.44&CDS=1-852	YOR100C
2078	OG0002078	-processed-gene-11.45-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-11.45&CDS=1-2478	YNL126W
2079	OG0002079	-processed-gene-11.46-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-11.46&CDS=1-1692	YDR232W
2080	OG0002080	-processed-gene-11.94-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-11.94&CDS=1-3918	YPL162C
2081	OG0002081	-processed-gene-11.70-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-11.70&CDS=1-198	YLL009C
2082	OG0002082	-processed-gene-11.50-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-11.50&CDS=1-3912	YDR027C
2083	OG0002083	-processed-gene-11.71-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-11.71&CDS=1-1191	YPR118W
2084	OG0002084	-processed-gene-11.72-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-11.72&CDS=1-1353	YMR026C
2085	OG0002085	-processed-gene-11.52-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-11.52&CDS=1-1356	YIL033C
2086	OG0002086	-snap-gene-11.131-mRNA-1_1&gene=maker-gi|1002316230|dbj|BCGB01000003.1|-snap-gene-11.131&CDS=1-1266	YGL213C
2087	OG0002087	-augustus-gene-11.138-mRNA-1_1&gene=maker-gi|1002316230|dbj|BCGB01000003.1|-augustus-gene-11.138&CDS=1-4791	YLR382C
2088	OG0002088	-processed-gene-11.78-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-11.78&CDS=1-2109	YGR150C
2089	OG0002089	-processed-gene-11.56-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-11.56&CDS=1-4599	YOR093C
2090	OG0002090	-processed-gene-11.59-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-11.59&CDS=1-1098	YPL181W
2091	OG0002091	-processed-gene-11.79-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-11.79&CDS=1-1800	YGL095C
2092	OG0002092	-processed-gene-11.125-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-11.125&CDS=1-4266	YLR389C
2093	OG0002093	-processed-gene-11.106-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-11.106&CDS=1-639	YLR390W-A
2094	OG0002094	-snap-gene-11.132-mRNA-1_1&gene=maker-gi|1002316230|dbj|BCGB01000003.1|-snap-gene-11.132&CDS=1-2277	YNL161W
2095	OG0002095	-processed-gene-11.67-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-11.67&CDS=1-1818	YCR061W
2096	OG0002096	-processed-gene-11.68-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-11.68&CDS=1-2904	YMR125W
2097	OG0002097	-processed-gene-11.69-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-11.69&CDS=1-966	YFL028C
2098	OG0002098	-processed-gene-12.58-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-12.58&CDS=1-456	YKL067W
2099	OG0002099	-processed-gene-12.59-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-12.59&CDS=1-2049	YLR055C
2100	OG0002100	-processed-gene-12.63-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-12.63&CDS=1-1860	YFL027C
2101	OG0002101	-processed-gene-12.64-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-12.64&CDS=1-951	YHR104W
2102	OG0002102	-processed-gene-12.88-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-12.88&CDS=1-465	YIL062C
2103	OG0002103	-processed-gene-12.89-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-12.89&CDS=1-366	YML108W
2104	OG0002104	-processed-gene-12.90-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-12.90&CDS=1-1659	YBR196C
2105	OG0002105	-processed-gene-12.92-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-12.92&CDS=1-1599	YDL155W
2106	OG0002106	-augustus-gene-12.0-mRNA-1_1&gene=maker-gi|1002316230|dbj|BCGB01000003.1|-augustus-gene-12.0&CDS=1-1332	YKL084W
2107	OG0002107	-processed-gene-12.74-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-12.74&CDS=1-789	YIL070C
2108	OG0002108	-processed-gene-12.94-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-12.94&CDS=1-2526	YPR112C
2109	OG0002109	-processed-gene-12.96-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-12.96&CDS=1-3909	YNL250W
2110	OG0002110	-processed-gene-12.97-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-12.97&CDS=1-1854	YPL222W
2111	OG0002111	-processed-gene-12.78-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-12.78&CDS=1-915	YLR351C
2112	OG0002112	-processed-gene-12.99-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-12.99&CDS=1-1020	YGR031W
2113	OG0002113	-processed-gene-12.50-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-12.50&CDS=1-891	YER118C
2114	OG0002114	-processed-gene-12.81-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-12.81&CDS=1-1443	YLR004C
2115	OG0002115	-processed-gene-12.82-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-12.82&CDS=1-3042	YKL210W
2116	OG0002116	-processed-gene-12.101-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-12.101&CDS=1-3726	YKL209C
2117	OG0002117	-processed-gene-12.102-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-12.102&CDS=1-1287	YDR517W
2118	OG0002118	-processed-gene-12.84-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-12.84&CDS=1-495	YBR282W
2119	OG0002119	-processed-gene-12.105-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-12.105&CDS=1-3558	YKL033W
2120	OG0002120	-processed-gene-12.106-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-12.106&CDS=1-834	YMR149W
2121	OG0002121	-processed-gene-12.87-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-12.87&CDS=1-498	YJR118C
2122	OG0002122	-processed-gene-13.2-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-13.2&CDS=1-1773	YER022W
2123	OG0002123	-processed-gene-13.3-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-13.3&CDS=1-1473	YER021W
2124	OG0002124	-processed-gene-13.4-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-13.4&CDS=1-624	YFL038C
2125	OG0002125	-processed-gene-13.5-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-13.5&CDS=1-870	YJR116W
2126	OG0002126	-augustus-gene-13.84-mRNA-1_1&gene=maker-gi|1002316230|dbj|BCGB01000003.1|-augustus-gene-13.84&CDS=1-3120	YFR048W
2127	OG0002127	-processed-gene-13.48-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-13.48&CDS=1-729	YFR007W
2128	OG0002128	-processed-gene-13.31-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-13.31&CDS=1-3495	YPR010C
2129	OG0002129	-processed-gene-13.7-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-13.7&CDS=1-804	YGR024C
2130	OG0002130	-processed-gene-13.9-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-13.9&CDS=1-3720	YFL008W
2131	OG0002131	-processed-gene-13.33-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-13.33&CDS=1-2724	YLR336C
2132	OG0002132	-processed-gene-13.11-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-13.11&CDS=1-1086	YGR028W
2133	OG0002133	-processed-gene-13.12-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-13.12&CDS=1-2589	YMR302C
2134	OG0002134	-processed-gene-13.75-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-13.75&CDS=1-1506	YPL020C
2135	OG0002135	-snap-gene-13.133-mRNA-1_1&gene=maker-gi|1002316230|dbj|BCGB01000003.1|-snap-gene-13.133&CDS=1-1791	YPL010W
2136	OG0002136	-processed-gene-13.15-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-13.15&CDS=1-3141	YBR163W
2137	OG0002137	-processed-gene-13.34-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-13.34&CDS=1-2085	YER068W
2138	OG0002138	-processed-gene-13.19-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-13.19&CDS=1-384	YMR123W
2139	OG0002139	-processed-gene-13.20-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-13.20&CDS=1-735	YOR258W
2140	OG0002140	-processed-gene-13.22-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-13.22&CDS=1-1026	YIR026C
2141	OG0002141	-processed-gene-13.36-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-13.36&CDS=1-1338	YNL119W
2142	OG0002142	-processed-gene-13.23-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-13.23&CDS=1-420	YHR116W
2143	OG0002143	-processed-gene-13.24-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-13.24&CDS=1-3045	YER114C
2144	OG0002144	-processed-gene-13.65-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-13.65&CDS=1-2289	YBL084C
2145	OG0002145	-processed-gene-13.66-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-13.66&CDS=1-1983	YER113C
2146	OG0002146	-snap-gene-13.136-mRNA-1_1&gene=maker-gi|1002316230|dbj|BCGB01000003.1|-snap-gene-13.136&CDS=1-1095	YBR039W
2147	OG0002147	-processed-gene-13.26-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-13.26&CDS=1-2913	YCR017C
2148	OG0002148	-processed-gene-13.28-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-13.28&CDS=1-270	YNL122C
2149	OG0002149	-processed-gene-13.130-mRNA-1_1&gene=genemark-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-13.130&CDS=1-2943	YNL123W
2150	OG0002150	-processed-gene-13.83-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-13.83&CDS=1-1080	YHR118C
2151	OG0002151	-processed-gene-14.52-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-14.52&CDS=1-5358	YHR119W
2152	OG0002152	-processed-gene-14.54-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-14.54&CDS=1-633	YOR289W
2153	OG0002153	-processed-gene-14.53-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-14.53&CDS=1-663	YMR134W
2154	OG0002154	-processed-gene-14.58-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-14.58&CDS=1-1215	YMR135C
2155	OG0002155	-processed-gene-14.74-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-14.74&CDS=1-2478	YGL027C
2156	OG0002156	-processed-gene-14.100-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-14.100&CDS=1-2448	YBL014C
2157	OG0002157	-processed-gene-14.76-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-14.76&CDS=1-2100	YGL026C
2158	OG0002158	-processed-gene-14.101-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-14.101&CDS=1-999	YBL013W
2159	OG0002159	-processed-gene-14.79-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-14.79&CDS=1-9378	YLL040C
2160	OG0002160	-processed-gene-14.102-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-14.102&CDS=1-2652	YGL180W
2161	OG0002161	-snap-gene-14.8-mRNA-1_1&gene=maker-gi|1002316230|dbj|BCGB01000003.1|-snap-gene-14.8&CDS=1-825	YLR421C
2162	OG0002162	-processed-gene-14.126-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-14.126&CDS=1-648	YPL067C
2163	OG0002163	-processed-gene-14.127-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-14.127&CDS=1-1050	YMR010W
2164	OG0002164	-processed-gene-14.67-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-14.67&CDS=1-1653	YER065C
2165	OG0002165	-snap-gene-14.9-mRNA-1_1&gene=maker-gi|1002316230|dbj|BCGB01000003.1|-snap-gene-14.9&CDS=1-1008	YPL031C
2166	OG0002166	-augustus-gene-14.3-mRNA-1_1&gene=maker-gi|1002316230|dbj|BCGB01000003.1|-augustus-gene-14.3&CDS=1-3360	YPL030W
2167	OG0002167	-processed-gene-14.87-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-14.87&CDS=1-285	YPL046C
2168	OG0002168	-processed-gene-14.68-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-14.68&CDS=1-2820	YPL045W
2169	OG0002169	-processed-gene-14.131-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-14.131&CDS=1-1428	YDR254W
2170	OG0002170	-processed-gene-14.69-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-14.69&CDS=1-2154	YPL043W
2171	OG0002171	-processed-gene-14.132-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-14.132&CDS=1-942	YDL047W
2172	OG0002172	-processed-gene-14.115-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-14.115&CDS=1-762	YER050C
2173	OG0002173	-processed-gene-14.133-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-14.133&CDS=1-1224	YOL137W
2174	OG0002174	-processed-gene-15.47-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-15.47&CDS=1-2811	YIL047C
2175	OG0002175	-processed-gene-15.48-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-15.48&CDS=1-1929	YBR204C
2176	OG0002176	-processed-gene-15.1-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-15.1&CDS=1-3480	YIL048W
2177	OG0002177	-snap-gene-15.94-mRNA-1_1&gene=maker-gi|1002316230|dbj|BCGB01000003.1|-snap-gene-15.94&CDS=1-1632	YBL099W
2178	OG0002178	-processed-gene-15.73-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-15.73&CDS=1-1362	YKL024C
2179	OG0002179	-processed-gene-15.6-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-15.6&CDS=1-2220	YKL025C
2180	OG0002180	-processed-gene-15.54-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-15.54&CDS=1-927	YHR071W
2181	OG0002181	-processed-gene-15.75-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-15.75&CDS=1-1590	YHR045W
2182	OG0002182	-augustus-gene-15.151-mRNA-1_1&gene=maker-gi|1002316230|dbj|BCGB01000003.1|-augustus-gene-15.151&CDS=1-2670	YHR005C
2183	OG0002183	-processed-gene-15.27-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-15.27&CDS=1-1335	YBL045C
2184	OG0002184	-processed-gene-15.29-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-15.29&CDS=1-804	YJR113C
2185	OG0002185	-processed-gene-15.56-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-15.56&CDS=1-957	YBL046W
2186	OG0002186	-snap-gene-15.97-mRNA-1_1&gene=maker-gi|1002316230|dbj|BCGB01000003.1|-snap-gene-15.97&CDS=1-345	YPR166C
2187	OG0002187	-processed-gene-15.8-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-15.8&CDS=1-711	YBR256C
2188	OG0002188	-processed-gene-15.9-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-15.9&CDS=1-588	YER012W
2189	OG0002189	-processed-gene-15.11-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-15.11&CDS=1-2823	YIR007W
2190	OG0002190	-processed-gene-15.33-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-15.33&CDS=1-1413	YIR008C
2191	OG0002191	-processed-gene-15.34-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-15.34&CDS=1-1263	YIR012W
2192	OG0002192	-processed-gene-15.61-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-15.61&CDS=1-1047	YBR002C
2193	OG0002193	-snap-gene-15.95-mRNA-1_1&gene=maker-gi|1002316230|dbj|BCGB01000003.1|-snap-gene-15.95&CDS=1-912	YER055C
2194	OG0002194	-processed-gene-15.13-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-15.13&CDS=1-1401	YDL147W
2195	OG0002195	-processed-gene-15.84-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-15.84&CDS=1-1362	YOL030W
2196	OG0002196	-processed-gene-15.86-mRNA-1_1&gene=augustus_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-15.86&CDS=1-1818	YJR016C
2197	OG0002197	-processed-gene-15.15-mRNA-1_1&gene=snap_masked-gi|1002316230|dbj|BCGB01000003.1|-processed-gene-15.15&CDS=1-627	YER016W
