	OrthologID	Saccharomyces_cerevisiae	Wickerhamia_fluorescens
1418	OG0001418	YGL111W	-processed-gene-10.94-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-10.94&CDS=1-1287
1419	OG0001419	YGL112C	-processed-gene-12.36-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-12.36&CDS=1-1482
1420	OG0001420	YGL113W	-processed-gene-12.18-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-12.18&CDS=1-2610
1421	OG0001421	YGL114W	-processed-gene-25.87-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-25.87&CDS=1-2070
1422	OG0001422	YGL115W	-processed-gene-25.42-mRNA-1_1&gene=augustus_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-25.42&CDS=1-1014
1423	OG0001423	YGL119W	-processed-gene-19.11-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-19.11&CDS=1-1689
1424	OG0001424	YGL122C	-snap-gene-19.122-mRNA-1_1&gene=maker-gi|1002316302|dbj|BCGE01000002.1|-snap-gene-19.122&CDS=1-1278
1425	OG0001425	YGL123W	-processed-gene-19.39-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-19.39&CDS=1-750
1426	OG0001426	YGL124C	-processed-gene-10.10-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-10.10&CDS=1-2031
1427	OG0001427	YGL125W	-processed-gene-7.102-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-7.102&CDS=1-1842
1428	OG0001428	YGL126W	-snap-gene-3.48-mRNA-1_1&gene=maker-gi|1002316299|dbj|BCGE01000005.1|-snap-gene-3.48&CDS=1-1164
1429	OG0001429	YGL129C	-processed-gene-14.44-mRNA-1_1&gene=genemark-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-14.44&CDS=1-1488
1430	OG0001430	YGL130W	-processed-gene-16.72-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-16.72&CDS=1-1392
1431	OG0001431	YGL131C	-processed-gene-16.52-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-16.52&CDS=1-6375
1432	OG0001432	YGL136C	-processed-gene-8.85-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-8.85&CDS=1-732
1433	OG0001433	YGL137W	-snap-gene-14.2-mRNA-1_1&gene=maker-gi|1002316300|dbj|BCGE01000004.1|-snap-gene-14.2&CDS=1-4659
1434	OG0001434	YGL141W	-processed-gene-4.8-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-4.8&CDS=1-3063
1435	OG0001435	YGL142C	-processed-gene-5.103-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-5.103&CDS=1-1854
1436	OG0001436	YGL143C	-processed-gene-18.14-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-18.14&CDS=1-1269
1437	OG0001437	YGL144C	-processed-gene-5.85-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-5.85&CDS=1-2304
1438	OG0001438	YGL148W	-processed-gene-13.7-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-13.7&CDS=1-1134
1439	OG0001439	YGL150C	-processed-gene-8.56-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-8.56&CDS=1-4020
1440	OG0001440	YGL153W	-processed-gene-8.61-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-8.61&CDS=1-1281
1441	OG0001441	YGL154C	-processed-gene-8.58-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-8.58&CDS=1-984
1442	OG0001442	YGL155W	-processed-gene-8.111-mRNA-1_1&gene=genemark-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-8.111&CDS=1-1239
1443	OG0001443	YGL156W	-snap-gene-19.49-mRNA-1_1&gene=maker-gi|1002316303|dbj|BCGE01000001.1|-snap-gene-19.49&CDS=1-3561
1444	OG0001444	YGL159W	-processed-gene-12.58-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-12.58&CDS=1-1053
1445	OG0001445	YGL160W	-processed-gene-10.0-mRNA-1_1&gene=augustus_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-10.0&CDS=1-1584
1446	OG0001446	YGL161C	-processed-gene-2.76-mRNA-1_1&gene=snap_masked-gi|1002316297|dbj|BCGE01000007.1|-processed-gene-2.76&CDS=1-855
1447	OG0001447	YGL164C	-processed-gene-12.76-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-12.76&CDS=1-1266
1448	OG0001448	YGL167C	-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-1.47&CDS=1-3366
1449	OG0001449	YGL169W	-processed-gene-1.8-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-1.8&CDS=1-1134
1450	OG0001450	YGL171W	-processed-gene-1.79-mRNA-1_1&gene=snap_masked-gi|1002316297|dbj|BCGE01000007.1|-processed-gene-1.79&CDS=1-1584
1451	OG0001451	YGL172W	-processed-gene-7.41-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-7.41&CDS=1-1485
1452	OG0001452	YGL173C	-processed-gene-7.54-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-7.54&CDS=1-4530
1453	OG0001453	YGL174W	-processed-gene-7.14-mRNA-1_1&gene=augustus_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-7.14&CDS=1-798
1454	OG0001454	YGL178W	-processed-gene-4.43-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-4.43&CDS=1-3009
1455	OG0001455	YGL180W	-snap-gene-11.29-mRNA-1_1&gene=maker-gi|1002316298|dbj|BCGE01000006.1|-snap-gene-11.29&CDS=1-2661
1456	OG0001456	YGL181W	-processed-gene-7.135-mRNA-1_1&gene=snap_masked-gi|1002316297|dbj|BCGE01000007.1|-processed-gene-7.135&CDS=1-1392
1457	OG0001457	YGL184C	-processed-gene-8.52-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-8.52&CDS=1-1212
1458	OG0001458	YGL186C	-processed-gene-14.69-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-14.69&CDS=1-1599
1459	OG0001459	YGL187C	-processed-gene-27.38-mRNA-1_1&gene=augustus_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-27.38&CDS=1-474
1460	OG0001460	YGL190C	-processed-gene-27.65-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-27.65&CDS=1-1581
1461	OG0001461	YGL191W	-processed-gene-27.90-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-27.90&CDS=1-414
1462	OG0001462	YGL192W	-processed-gene-27.35-mRNA-1_1&gene=augustus_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-27.35&CDS=1-5301
1463	OG0001463	YGL195W	-processed-gene-3.105-mRNA-1_1&gene=snap_masked-gi|1002316296|dbj|BCGE01000008.1|-processed-gene-3.105&CDS=1-8124
1464	OG0001464	YGL196W	-processed-gene-2.36-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-2.36&CDS=1-1278
1465	OG0001465	YGL198W	-processed-gene-13.30-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-13.30&CDS=1-1020
1466	OG0001466	YGL200C	-processed-gene-13.50-mRNA-1_1&gene=augustus_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-13.50&CDS=1-600
1467	OG0001467	YGL201C	-processed-gene-13.39-mRNA-1_1&gene=genemark-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-13.39&CDS=1-2844
1468	OG0001468	YGL202W	-processed-gene-8.55-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-8.55&CDS=1-1467
1469	OG0001469	YGL203C	-processed-gene-4.97-mRNA-1_1&gene=augustus_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-4.97&CDS=1-2094
1470	OG0001470	YGL206C	-processed-gene-13.40-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-13.40&CDS=1-5001
1471	OG0001471	YGL207W	-processed-gene-16.58-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-16.58&CDS=1-3084
1472	OG0001472	YGL211W	-processed-gene-11.105-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-11.105&CDS=1-1137
1473	OG0001473	YGL212W	-processed-gene-0.2-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-0.2&CDS=1-951
1474	OG0001474	YGL213C	-processed-gene-25.22-mRNA-1_1&gene=augustus_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-25.22&CDS=1-1149
1475	OG0001475	YGL215W	-processed-gene-1.20-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-1.20&CDS=1-1107
1476	OG0001476	YGL216W	-processed-gene-9.75-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-9.75&CDS=1-2442
1477	OG0001477	YGL220W	-processed-gene-28.74-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-28.74&CDS=1-258
1478	OG0001478	YGL221C	-processed-gene-3.50-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-3.50&CDS=1-831
1479	OG0001479	YGL225W	-processed-gene-20.62-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-20.62&CDS=1-981
1480	OG0001480	YGL231C	-processed-gene-12.51-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-12.51&CDS=1-531
1481	OG0001481	YGL232W	-processed-gene-12.36-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-12.36&CDS=1-1059
1482	OG0001482	YGL233W	-processed-gene-17.78-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-17.78&CDS=1-2571
1483	OG0001483	YGL234W	-processed-gene-22.107-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-22.107&CDS=1-2388
1484	OG0001484	YGL236C	-processed-gene-20.67-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-20.67&CDS=1-2025
1485	OG0001485	YGL237C	-processed-gene-20.83-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-20.83&CDS=1-624
1486	OG0001486	YGL238W	-processed-gene-20.63-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-20.63&CDS=1-2958
1487	OG0001487	YGL240W	-processed-gene-22.130-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-22.130&CDS=1-1011
1488	OG0001488	YGL241W	-processed-gene-1.4-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-1.4&CDS=1-3069
1489	OG0001489	YGL242C	-processed-gene-1.3-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-1.3&CDS=1-540
1490	OG0001490	YGL243W	-processed-gene-1.6-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-1.6&CDS=1-1146
1491	OG0001491	YGL244W	-processed-gene-17.68-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-17.68&CDS=1-1722
1492	OG0001492	YGL245W	-processed-gene-17.53-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-17.53&CDS=1-2178
1493	OG0001493	YGL246C	-processed-gene-4.80-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-4.80&CDS=1-1080
1494	OG0001494	YGL247W	-processed-gene-12.14-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-12.14&CDS=1-1125
1495	OG0001495	YGL248W	-processed-gene-14.35-mRNA-1_1&gene=augustus_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-14.35&CDS=1-1119
1496	OG0001496	YGL251C	-processed-gene-4.55-mRNA-1_1&gene=augustus_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-4.55&CDS=1-3969
1497	OG0001497	YGL253W	-processed-gene-9.34-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-9.34&CDS=1-1449
1498	OG0001498	YGR001C	-processed-gene-3.53-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-3.53&CDS=1-726
1499	OG0001499	YGR002C	-processed-gene-28.46-mRNA-1_1&gene=augustus_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-28.46&CDS=1-4257
1500	OG0001500	YGR005C	-processed-gene-8.61-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-8.61&CDS=1-1236
1501	OG0001501	YGR006W	-processed-gene-8.79-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-8.79&CDS=1-1050
1502	OG0001502	YGR007W	-snap-gene-8.43-mRNA-1_1&gene=maker-gi|1002316300|dbj|BCGE01000004.1|-snap-gene-8.43&CDS=1-1158
1503	OG0001503	YGR009C	-processed-gene-1.59-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-1.59&CDS=1-1368
1504	OG0001504	YGR012W	-processed-gene-26.34-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-26.34&CDS=1-1161
1505	OG0001505	YGR013W	-processed-gene-26.17-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-26.17&CDS=1-1773
1506	OG0001506	YGR014W	-processed-gene-26.80-mRNA-1_1&gene=augustus_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-26.80&CDS=1-4101
1507	OG0001507	YGR017W	-processed-gene-6.72-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-6.72&CDS=1-1077
1508	OG0001508	YGR020C	-processed-gene-3.102-mRNA-1_1&gene=genemark-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-3.102&CDS=1-372
1509	OG0001509	YGR021W	-processed-gene-3.87-mRNA-1_1&gene=genemark-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-3.87&CDS=1-825
1510	OG0001510	YGR024C	-processed-gene-17.71-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-17.71&CDS=1-804
1511	OG0001511	YGR028W	-processed-gene-10.27-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-10.27&CDS=1-1074
1512	OG0001512	YGR029W	-snap-gene-22.56-mRNA-1_1&gene=maker-gi|1002316303|dbj|BCGE01000001.1|-snap-gene-22.56&CDS=1-558
1513	OG0001513	YGR031W	-processed-gene-15.131-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-15.131&CDS=1-921
1514	OG0001514	YGR033C	-processed-gene-24.10-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-24.10&CDS=1-759
1515	OG0001515	YGR036C	-processed-gene-24.5-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-24.5&CDS=1-687
1516	OG0001516	YGR037C	-processed-gene-17.67-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-17.67&CDS=1-258
1517	OG0001517	YGR044C	-processed-gene-1.36-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-1.36&CDS=1-1512
1518	OG0001518	YGR046W	-processed-gene-2.115-mRNA-1_1&gene=genemark-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-2.115&CDS=1-1197
1519	OG0001519	YGR047C	-processed-gene-7.99-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-7.99&CDS=1-3048
1520	OG0001520	YGR048W	-processed-gene-2.41-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-2.41&CDS=1-1086
1521	OG0001521	YGR053C	-processed-gene-11.54-mRNA-1_1&gene=genemark-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-11.54&CDS=1-1014
1522	OG0001522	YGR054W	-processed-gene-24.36-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-24.36&CDS=1-1902
1523	OG0001523	YGR055W	-processed-gene-4.53-mRNA-1_1&gene=snap_masked-gi|1002316297|dbj|BCGE01000007.1|-processed-gene-4.53&CDS=1-1638
1524	OG0001524	YGR057C	-processed-gene-18.76-mRNA-1_1&gene=genemark-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-18.76&CDS=1-780
1525	OG0001525	YGR058W	-snap-gene-7.4-mRNA-1_1&gene=maker-gi|1002316297|dbj|BCGE01000007.1|-snap-gene-7.4&CDS=1-906
1526	OG0001526	YGR061C	-processed-gene-8.54-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-8.54&CDS=1-4029
1527	OG0001527	YGR062C	-processed-gene-6.57-mRNA-1_1&gene=augustus_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-6.57&CDS=1-891
1528	OG0001528	YGR063C	-processed-gene-6.105-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-6.105&CDS=1-336
1529	OG0001529	YGR072W	-processed-gene-6.32-mRNA-1_1&gene=augustus_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-6.32&CDS=1-1056
1530	OG0001530	YGR074W	-processed-gene-6.89-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-6.89&CDS=1-357
1531	OG0001531	YGR076C	-processed-gene-6.64-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-6.64&CDS=1-468
1532	OG0001532	YGR078C	-processed-gene-11.66-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-11.66&CDS=1-588
1533	OG0001533	YGR080W	-processed-gene-11.31-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-11.31&CDS=1-1074
1534	OG0001534	YGR081C	-processed-gene-11.58-mRNA-1_1&gene=augustus_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-11.58&CDS=1-546
1535	OG0001535	YGR082W	-processed-gene-24.19-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-24.19&CDS=1-498
1536	OG0001536	YGR090W	-processed-gene-5.108-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-5.108&CDS=1-3576
1537	OG0001537	YGR091W	-processed-gene-10.100-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-10.100&CDS=1-1518
1538	OG0001538	YGR093W	-processed-gene-24.46-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-24.46&CDS=1-1533
1539	OG0001539	YGR094W	-processed-gene-10.99-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-10.99&CDS=1-3183
1540	OG0001540	YGR095C	-processed-gene-10.34-mRNA-1_1&gene=augustus_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-10.34&CDS=1-657
1541	OG0001541	YGR096W	-snap-gene-10.14-mRNA-1_1&gene=maker-gi|1002316303|dbj|BCGE01000001.1|-snap-gene-10.14&CDS=1-915
1542	OG0001542	YGR098C	-processed-gene-20.51-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-20.51&CDS=1-4872
1543	OG0001543	YGR099W	-processed-gene-0.45-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-0.45&CDS=1-2490
1544	OG0001544	YGR100W	-processed-gene-10.40-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-10.40&CDS=1-2802
1545	OG0001545	YGR103W	-processed-gene-1.50-mRNA-1_1&gene=snap_masked-gi|1002316296|dbj|BCGE01000008.1|-processed-gene-1.50&CDS=1-1791
1546	OG0001546	YGR104C	-processed-gene-1.26-mRNA-1_1&gene=snap_masked-gi|1002316296|dbj|BCGE01000008.1|-processed-gene-1.26&CDS=1-933
1547	OG0001547	YGR105W	-processed-gene-1.25-mRNA-1_1&gene=snap_masked-gi|1002316296|dbj|BCGE01000008.1|-processed-gene-1.25&CDS=1-231
1548	OG0001548	YGR106C	-processed-gene-1.48-mRNA-1_1&gene=snap_masked-gi|1002316296|dbj|BCGE01000008.1|-processed-gene-1.48&CDS=1-831
1549	OG0001549	YGR110W	-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-1.14&CDS=1-1278
1550	OG0001550	YGR111W	-processed-gene-16.50-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-16.50&CDS=1-1206
1551	OG0001551	YGR112W	-processed-gene-4.26-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-4.26&CDS=1-1074
1552	OG0001552	YGR116W	-processed-gene-23.80-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-23.80&CDS=1-4326
1553	OG0001553	YGR119C	-processed-gene-4.85-mRNA-1_1&gene=augustus_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-4.85&CDS=1-2304
1554	OG0001554	YGR120C	-processed-gene-4.44-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-4.44&CDS=1-738
1555	OG0001555	YGR125W	-processed-gene-11.117-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-11.117&CDS=1-3111
1556	OG0001556	YGR127W	-snap-gene-4.43-mRNA-1_1&gene=maker-gi|1002316297|dbj|BCGE01000007.1|-snap-gene-4.43&CDS=1-918
1557	OG0001557	YGR128C	-processed-gene-3.9-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-3.9&CDS=1-2169
1558	OG0001558	YGR129W	-processed-gene-23.81-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-23.81&CDS=1-576
1559	OG0001559	YGR132C	-processed-gene-9.64-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-9.64&CDS=1-855
1560	OG0001560	YGR134W	-processed-gene-17.58-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-17.58&CDS=1-2937
1561	OG0001561	YGR135W	-processed-gene-9.66-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-9.66&CDS=1-759
1562	OG0001562	YGR145W	-processed-gene-8.57-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-8.57&CDS=1-2088
1563	OG0001563	YGR147C	-processed-gene-8.20-mRNA-1_1&gene=genemark-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-8.20&CDS=1-687
1564	OG0001564	YGR149W	-processed-gene-12.64-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-12.64&CDS=1-1347
1565	OG0001565	YGR150C	-processed-gene-25.91-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-25.91&CDS=1-2313
1566	OG0001566	YGR152C	-processed-gene-13.72-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-13.72&CDS=1-822
1567	OG0001567	YGR155W	-processed-gene-25.49-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-25.49&CDS=1-1482
1568	OG0001568	YGR157W	-processed-gene-22.12-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-22.12&CDS=1-2709
1569	OG0001569	YGR158C	-processed-gene-22.32-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-22.32&CDS=1-864
1570	OG0001570	YGR159C	-processed-gene-6.53-mRNA-1_1&gene=snap_masked-gi|1002316297|dbj|BCGE01000007.1|-processed-gene-6.53&CDS=1-1377
1571	OG0001571	YGR165W	-snap-gene-5.1-mRNA-1_1&gene=maker-gi|1002316300|dbj|BCGE01000004.1|-snap-gene-5.1&CDS=1-975
1572	OG0001572	YGR170W	-processed-gene-5.114-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-5.114&CDS=1-3345
1573	OG0001573	YGR171C	-processed-gene-6.101-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-6.101&CDS=1-1725
1574	OG0001574	YGR172C	-processed-gene-6.100-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-6.100&CDS=1-771
1575	OG0001575	YGR173W	-processed-gene-5.111-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-5.111&CDS=1-1101
1576	OG0001576	YGR174C	-processed-gene-11.77-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-11.77&CDS=1-426
1577	OG0001577	YGR175C	-processed-gene-11.82-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-11.82&CDS=1-1473
1578	OG0001578	YGR181W	-processed-gene-19.30-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-19.30&CDS=1-291
1579	OG0001579	YGR183C	-snap-gene-19.53-mRNA-1_1&gene=maker-gi|1002316303|dbj|BCGE01000001.1|-snap-gene-19.53&CDS=1-270
1580	OG0001580	YGR185C	-processed-gene-19.44-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-19.44&CDS=1-1215
