	OrthologID	Saccharomyces_cerevisiae	Zygosaccharomyces_bailii
2447	OG0002447	YKR071C	genemark-ZYBA0S08-processed-gene-1.93-mRNA-1_1&gene=genemark-ZYBA0S08-processed-gene-1.93&CDS=1-996
2448	OG0002448	YKR074W	genemark-ZYBA0S08-processed-gene-1.77-mRNA-1_1&gene=genemark-ZYBA0S08-processed-gene-1.77&CDS=1-438
2449	OG0002449	YKR076W	genemark-ZYBA0S01-processed-gene-1.22-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-1.22&CDS=1-1107
2450	OG0002450	YKR079C	augustus_masked-ZYBA0S01-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-ZYBA0S01-processed-gene-1.89&CDS=1-2433
2451	OG0002451	YKR080W	genemark-ZYBA0S01-processed-gene-1.4-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-1.4&CDS=1-975
2452	OG0002452	YKR081C	augustus_masked-ZYBA0S01-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-ZYBA0S01-processed-gene-1.85&CDS=1-1053
2453	OG0002453	YKR082W	genemark-ZYBA0S01-processed-gene-1.3-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-1.3&CDS=1-3423
2454	OG0002454	YKR083C	genemark-ZYBA0S01-processed-gene-1.0-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-1.0&CDS=1-333
2455	OG0002455	YKR084C	maker-ZYBA0S01-snap-gene-0.107-mRNA-1_1&gene=maker-ZYBA0S01-snap-gene-0.107&CDS=1-1902
2456	OG0002456	YKR085C	genemark-ZYBA0S01-processed-gene-0.12-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-0.12&CDS=1-615
2457	OG0002457	YKR087C	genemark-ZYBA0S01-processed-gene-0.11-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-0.11&CDS=1-1029
2458	OG0002458	YKR088C	genemark-ZYBA0S01-processed-gene-0.10-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-0.10&CDS=1-999
2459	OG0002459	YKR089C	genemark-ZYBA0S01-processed-gene-0.7-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-0.7&CDS=1-2466
2460	OG0002460	YKR090W	genemark-ZYBA0S16-processed-gene-0.42-mRNA-1_1&gene=genemark-ZYBA0S16-processed-gene-0.42&CDS=1-1185
2461	OG0002461	YKR092C	augustus_masked-ZYBA0S16-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-ZYBA0S16-processed-gene-0.108&CDS=1-1218
2462	OG0002462	YKR093W	genemark-ZYBA0S16-processed-gene-0.38-mRNA-1_1&gene=genemark-ZYBA0S16-processed-gene-0.38&CDS=1-1851
2463	OG0002463	YKR095W	snap_masked-ZYBA0S16-processed-gene-0.86-mRNA-1_1&gene=snap_masked-ZYBA0S16-processed-gene-0.86&CDS=1-5445
2464	OG0002464	YKR095W-A	snap_masked-ZYBA0S16-processed-gene-0.84-mRNA-1_1&gene=snap_masked-ZYBA0S16-processed-gene-0.84&CDS=1-252
2465	OG0002465	YKR096W	snap_masked-ZYBA0S16-processed-gene-0.83-mRNA-1_1&gene=snap_masked-ZYBA0S16-processed-gene-0.83&CDS=1-3765
2466	OG0002466	YKR097W	genemark-ZYBA0S16-processed-gene-0.32-mRNA-1_1&gene=genemark-ZYBA0S16-processed-gene-0.32&CDS=1-1644
2467	OG0002467	YKR099W	genemark-ZYBA0S16-processed-gene-0.29-mRNA-1_1&gene=genemark-ZYBA0S16-processed-gene-0.29&CDS=1-2241
2468	OG0002468	YKR100C	genemark-ZYBA0S16-processed-gene-0.5-mRNA-1_1&gene=genemark-ZYBA0S16-processed-gene-0.5&CDS=1-999
2469	OG0002469	YKR101W	augustus_masked-ZYBA0S04-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-ZYBA0S04-processed-gene-0.106&CDS=1-1425
2470	OG0002470	YLL004W	genemark-ZYBA0S02-processed-gene-7.66-mRNA-1_1&gene=genemark-ZYBA0S02-processed-gene-7.66&CDS=1-1923
2471	OG0002471	YLL005C	genemark-ZYBA0S02-processed-gene-7.80-mRNA-1_1&gene=genemark-ZYBA0S02-processed-gene-7.80&CDS=1-2754
2472	OG0002472	YLL006W	snap_masked-ZYBA0S02-processed-gene-7.108-mRNA-1_1&gene=snap_masked-ZYBA0S02-processed-gene-7.108&CDS=1-1338
2473	OG0002473	YLL007C	augustus_masked-ZYBA0S02-processed-gene-7.39-mRNA-1_1&gene=augustus_masked-ZYBA0S02-processed-gene-7.39&CDS=1-1920
2474	OG0002474	YLL008W	genemark-ZYBA0S02-processed-gene-7.63-mRNA-1_1&gene=genemark-ZYBA0S02-processed-gene-7.63&CDS=1-2262
2475	OG0002475	YLL011W	genemark-ZYBA0S02-processed-gene-7.60-mRNA-1_1&gene=genemark-ZYBA0S02-processed-gene-7.60&CDS=1-1431
2476	OG0002476	YLL013C	genemark-ZYBA0S02-processed-gene-7.74-mRNA-1_1&gene=genemark-ZYBA0S02-processed-gene-7.74&CDS=1-2613
2477	OG0002477	YLL014W	genemark-ZYBA0S02-processed-gene-7.56-mRNA-1_1&gene=genemark-ZYBA0S02-processed-gene-7.56&CDS=1-312
2478	OG0002478	YLL018C	genemark-ZYBA0S05-processed-gene-6.192-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-6.192&CDS=1-1866
2479	OG0002479	YLL019C	snap_masked-ZYBA0S05-processed-gene-6.116-mRNA-1_1&gene=snap_masked-ZYBA0S05-processed-gene-6.116&CDS=1-2007
2480	OG0002480	YLL021W	snap_masked-ZYBA0S05-processed-gene-6.77-mRNA-1_1&gene=snap_masked-ZYBA0S05-processed-gene-6.77&CDS=1-5274
2481	OG0002481	YLL023C	genemark-ZYBA0S05-processed-gene-6.188-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-6.188&CDS=1-816
2482	OG0002482	YLL026W	genemark-ZYBA0S05-processed-gene-6.153-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-6.153&CDS=1-2733
2483	OG0002483	YLL027W	genemark-ZYBA0S05-processed-gene-6.151-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-6.151&CDS=1-708
2484	OG0002484	YLL028W	genemark-ZYBA0S05-processed-gene-6.149-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-6.149&CDS=1-1785
2485	OG0002485	YLL029W	genemark-ZYBA0S05-processed-gene-6.148-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-6.148&CDS=1-2175
2486	OG0002486	YLL031C	genemark-ZYBA0S05-processed-gene-6.150-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-6.150&CDS=1-3027
2487	OG0002487	YLL032C	snap_masked-ZYBA0S02-processed-gene-5.79-mRNA-1_1&gene=snap_masked-ZYBA0S02-processed-gene-5.79&CDS=1-2310
2488	OG0002488	YLL033W	snap_masked-ZYBA0S02-processed-gene-5.63-mRNA-1_1&gene=snap_masked-ZYBA0S02-processed-gene-5.63&CDS=1-606
2489	OG0002489	YLL034C	genemark-ZYBA0S01-processed-gene-14.143-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-14.143&CDS=1-2496
2490	OG0002490	YLL035W	genemark-ZYBA0S01-processed-gene-14.119-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-14.119&CDS=1-1881
2491	OG0002491	YLL036C	genemark-ZYBA0S04-processed-gene-4.31-mRNA-1_1&gene=genemark-ZYBA0S04-processed-gene-4.31&CDS=1-1497
2492	OG0002492	YLL038C	genemark-ZYBA0S04-processed-gene-4.30-mRNA-1_1&gene=genemark-ZYBA0S04-processed-gene-4.30&CDS=1-681
2493	OG0002493	YLL040C	genemark-ZYBA0S04-processed-gene-4.28-mRNA-1_1&gene=genemark-ZYBA0S04-processed-gene-4.28&CDS=1-9330
2494	OG0002494	YLL041C	genemark-ZYBA0S04-processed-gene-4.27-mRNA-1_1&gene=genemark-ZYBA0S04-processed-gene-4.27&CDS=1-789
2495	OG0002495	YLL043W	genemark-ZYBA0S04-processed-gene-4.12-mRNA-1_1&gene=genemark-ZYBA0S04-processed-gene-4.12&CDS=1-2058
2496	OG0002496	YLL048C	snap_masked-ZYBA0S04-processed-gene-4.66-mRNA-1_1&gene=snap_masked-ZYBA0S04-processed-gene-4.66&CDS=1-4929
2497	OG0002497	YLL049W	augustus_masked-ZYBA0S04-processed-gene-4.93-mRNA-1_1&gene=augustus_masked-ZYBA0S04-processed-gene-4.93&CDS=1-513
2498	OG0002498	YLL050C	snap_masked-ZYBA0S04-processed-gene-4.64-mRNA-1_1&gene=snap_masked-ZYBA0S04-processed-gene-4.64&CDS=1-465
2499	OG0002499	YLR001C	genemark-ZYBA0S02-processed-gene-8.60-mRNA-1_1&gene=genemark-ZYBA0S02-processed-gene-8.60&CDS=1-2427
2500	OG0002500	YLR002C	snap_masked-ZYBA0S02-processed-gene-8.6-mRNA-1_1&gene=snap_masked-ZYBA0S02-processed-gene-8.6&CDS=1-2010
2501	OG0002501	YLR004C	genemark-ZYBA0S02-processed-gene-8.85-mRNA-1_1&gene=genemark-ZYBA0S02-processed-gene-8.85&CDS=1-2373
2502	OG0002502	YLR005W	genemark-ZYBA0S02-processed-gene-8.64-mRNA-1_1&gene=genemark-ZYBA0S02-processed-gene-8.64&CDS=1-1419
2503	OG0002503	YLR006C	genemark-ZYBA0S02-processed-gene-8.86-mRNA-1_1&gene=genemark-ZYBA0S02-processed-gene-8.86&CDS=1-2211
2504	OG0002504	YLR007W	genemark-ZYBA0S02-processed-gene-8.66-mRNA-1_1&gene=genemark-ZYBA0S02-processed-gene-8.66&CDS=1-903
2505	OG0002505	YLR008C	genemark-ZYBA0S02-processed-gene-8.87-mRNA-1_1&gene=genemark-ZYBA0S02-processed-gene-8.87&CDS=1-513
2506	OG0002506	YLR009W	genemark-ZYBA0S02-processed-gene-8.67-mRNA-1_1&gene=genemark-ZYBA0S02-processed-gene-8.67&CDS=1-531
2507	OG0002507	YLR014C	genemark-ZYBA0S02-processed-gene-8.90-mRNA-1_1&gene=genemark-ZYBA0S02-processed-gene-8.90&CDS=1-2553
2508	OG0002508	YLR015W	genemark-ZYBA0S02-processed-gene-8.69-mRNA-1_1&gene=genemark-ZYBA0S02-processed-gene-8.69&CDS=1-1368
2509	OG0002509	YLR016C	snap_masked-ZYBA0S02-processed-gene-8.38-mRNA-1_1&gene=snap_masked-ZYBA0S02-processed-gene-8.38&CDS=1-495
2510	OG0002510	YLR017W	genemark-ZYBA0S02-processed-gene-7.77-mRNA-1_1&gene=genemark-ZYBA0S02-processed-gene-7.77&CDS=1-954
2511	OG0002511	YLR018C	augustus_masked-ZYBA0S02-processed-gene-7.21-mRNA-1_1&gene=augustus_masked-ZYBA0S02-processed-gene-7.21&CDS=1-1017
2512	OG0002512	YLR019W	genemark-ZYBA0S02-processed-gene-7.76-mRNA-1_1&gene=genemark-ZYBA0S02-processed-gene-7.76&CDS=1-1395
2513	OG0002513	YLR020C	genemark-ZYBA0S02-processed-gene-7.59-mRNA-1_1&gene=genemark-ZYBA0S02-processed-gene-7.59&CDS=1-1611
2514	OG0002514	YLR021W	snap_masked-ZYBA0S02-processed-gene-7.120-mRNA-1_1&gene=snap_masked-ZYBA0S02-processed-gene-7.120&CDS=1-474
2515	OG0002515	YLR022C	genemark-ZYBA0S02-processed-gene-7.58-mRNA-1_1&gene=genemark-ZYBA0S02-processed-gene-7.58&CDS=1-726
2516	OG0002516	YLR023C	genemark-ZYBA0S02-processed-gene-7.57-mRNA-1_1&gene=genemark-ZYBA0S02-processed-gene-7.57&CDS=1-1476
2517	OG0002517	YLR024C	snap_masked-ZYBA0S02-processed-gene-7.98-mRNA-1_1&gene=snap_masked-ZYBA0S02-processed-gene-7.98&CDS=1-5508
2518	OG0002518	YLR025W	maker-ZYBA0S03-augustus-gene-5.62-mRNA-1_1&gene=maker-ZYBA0S03-augustus-gene-5.62&CDS=1-1122
2519	OG0002519	YLR026C	genemark-ZYBA0S03-processed-gene-5.21-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-5.21&CDS=1-978
2520	OG0002520	YLR027C	genemark-ZYBA0S02-processed-gene-9.82-mRNA-1_1&gene=genemark-ZYBA0S02-processed-gene-9.82&CDS=1-1263
2521	OG0002521	YLR032W	genemark-ZYBA0S02-processed-gene-9.66-mRNA-1_1&gene=genemark-ZYBA0S02-processed-gene-9.66&CDS=1-3603
2522	OG0002522	YLR039C	genemark-ZYBA0S02-processed-gene-9.88-mRNA-1_1&gene=genemark-ZYBA0S02-processed-gene-9.88&CDS=1-3165
2523	OG0002523	YLR045C	genemark-ZYBA0S07-processed-gene-0.51-mRNA-1_1&gene=genemark-ZYBA0S07-processed-gene-0.51&CDS=1-2622
2524	OG0002524	YLR047C	snap_masked-ZYBA0S07-processed-gene-1.90-mRNA-1_1&gene=snap_masked-ZYBA0S07-processed-gene-1.90&CDS=1-2103
2525	OG0002525	YLR049C	snap_masked-ZYBA0S09-processed-gene-0.31-mRNA-1_1&gene=snap_masked-ZYBA0S09-processed-gene-0.31&CDS=1-1038
2526	OG0002526	YLR050C	genemark-ZYBA0S09-processed-gene-0.78-mRNA-1_1&gene=genemark-ZYBA0S09-processed-gene-0.78&CDS=1-447
2527	OG0002527	YLR051C	genemark-ZYBA0S15-processed-gene-0.102-mRNA-1_1&gene=genemark-ZYBA0S15-processed-gene-0.102&CDS=1-636
2528	OG0002528	YLR054C	maker-ZYBA0S15-snap-gene-0.133-mRNA-1_1&gene=maker-ZYBA0S15-snap-gene-0.133&CDS=1-3615
2529	OG0002529	YLR055C	genemark-ZYBA0S15-processed-gene-0.106-mRNA-1_1&gene=genemark-ZYBA0S15-processed-gene-0.106&CDS=1-2007
2530	OG0002530	YLR056W	genemark-ZYBA0S15-processed-gene-0.76-mRNA-1_1&gene=genemark-ZYBA0S15-processed-gene-0.76&CDS=1-1098
2531	OG0002531	YLR057W	genemark-ZYBA0S15-processed-gene-0.78-mRNA-1_1&gene=genemark-ZYBA0S15-processed-gene-0.78&CDS=1-2391
2532	OG0002532	YLR059C	genemark-ZYBA0S15-processed-gene-0.110-mRNA-1_1&gene=genemark-ZYBA0S15-processed-gene-0.110&CDS=1-672
2533	OG0002533	YLR060W	genemark-ZYBA0S15-processed-gene-0.80-mRNA-1_1&gene=genemark-ZYBA0S15-processed-gene-0.80&CDS=1-1782
2534	OG0002534	YLR064W	genemark-ZYBA0S15-processed-gene-0.83-mRNA-1_1&gene=genemark-ZYBA0S15-processed-gene-0.83&CDS=1-777
2535	OG0002535	YLR065C	genemark-ZYBA0S15-processed-gene-0.113-mRNA-1_1&gene=genemark-ZYBA0S15-processed-gene-0.113&CDS=1-519
2536	OG0002536	YLR066W	genemark-ZYBA0S15-processed-gene-0.86-mRNA-1_1&gene=genemark-ZYBA0S15-processed-gene-0.86&CDS=1-558
2537	OG0002537	YLR067C	genemark-ZYBA0S15-processed-gene-0.115-mRNA-1_1&gene=genemark-ZYBA0S15-processed-gene-0.115&CDS=1-2823
2538	OG0002538	YLR068W	genemark-ZYBA0S15-processed-gene-0.88-mRNA-1_1&gene=genemark-ZYBA0S15-processed-gene-0.88&CDS=1-453
2539	OG0002539	YLR071C	genemark-ZYBA0S15-processed-gene-0.119-mRNA-1_1&gene=genemark-ZYBA0S15-processed-gene-0.119&CDS=1-3126
2540	OG0002540	YLR074C	genemark-ZYBA0S15-processed-gene-0.120-mRNA-1_1&gene=genemark-ZYBA0S15-processed-gene-0.120&CDS=1-495
2541	OG0002541	YLR075W	snap_masked-ZYBA0S15-processed-gene-0.21-mRNA-1_1&gene=snap_masked-ZYBA0S15-processed-gene-0.21&CDS=1-669
2542	OG0002542	YLR077W	genemark-ZYBA0S15-processed-gene-0.92-mRNA-1_1&gene=genemark-ZYBA0S15-processed-gene-0.92&CDS=1-1740
2543	OG0002543	YLR078C	genemark-ZYBA0S15-processed-gene-0.122-mRNA-1_1&gene=genemark-ZYBA0S15-processed-gene-0.122&CDS=1-813
2544	OG0002544	YLR079W	snap_masked-ZYBA0S15-processed-gene-0.24-mRNA-1_1&gene=snap_masked-ZYBA0S15-processed-gene-0.24&CDS=1-843
2545	OG0002545	YLR083C	augustus_masked-ZYBA0S01-processed-gene-5.4-mRNA-1_1&gene=augustus_masked-ZYBA0S01-processed-gene-5.4&CDS=1-1965
2546	OG0002546	YLR084C	genemark-ZYBA0S01-processed-gene-5.52-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-5.52&CDS=1-3648
2547	OG0002547	YLR085C	genemark-ZYBA0S01-processed-gene-2.98-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-2.98&CDS=1-1242
2548	OG0002548	YLR086W	snap_masked-ZYBA0S01-processed-gene-2.48-mRNA-1_1&gene=snap_masked-ZYBA0S01-processed-gene-2.48&CDS=1-4131
2549	OG0002549	YLR087C	augustus_masked-ZYBA0S01-processed-gene-2.26-mRNA-1_1&gene=augustus_masked-ZYBA0S01-processed-gene-2.26&CDS=1-8955
2550	OG0002550	YLR088W	genemark-ZYBA0S01-processed-gene-2.99-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-2.99&CDS=1-1704
2551	OG0002551	YLR089C	genemark-ZYBA0S01-processed-gene-2.118-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-2.118&CDS=1-1602
2552	OG0002552	YLR090W	genemark-ZYBA0S03-processed-gene-0.52-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-0.52&CDS=1-1281
2553	OG0002553	YLR091W	genemark-ZYBA0S03-processed-gene-1.0-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-1.0&CDS=1-834
2554	OG0002554	YLR093C	genemark-ZYBA0S07-processed-gene-2.139-mRNA-1_1&gene=genemark-ZYBA0S07-processed-gene-2.139&CDS=1-714
2555	OG0002555	YLR094C	augustus_masked-ZYBA0S07-processed-gene-2.35-mRNA-1_1&gene=augustus_masked-ZYBA0S07-processed-gene-2.35&CDS=1-975
2556	OG0002556	YLR095C	augustus_masked-ZYBA0S07-processed-gene-2.36-mRNA-1_1&gene=augustus_masked-ZYBA0S07-processed-gene-2.36&CDS=1-2154
2557	OG0002557	YLR097C	augustus_masked-ZYBA0S07-processed-gene-2.38-mRNA-1_1&gene=augustus_masked-ZYBA0S07-processed-gene-2.38&CDS=1-999
2558	OG0002558	YLR099W-A	genemark-ZYBA0S07-processed-gene-2.121-mRNA-1_1&gene=genemark-ZYBA0S07-processed-gene-2.121&CDS=1-378
2559	OG0002559	YLR104W	genemark-ZYBA0S07-processed-gene-3.43-mRNA-1_1&gene=genemark-ZYBA0S07-processed-gene-3.43&CDS=1-375
2560	OG0002560	YLR105C	genemark-ZYBA0S07-processed-gene-3.46-mRNA-1_1&gene=genemark-ZYBA0S07-processed-gene-3.46&CDS=1-1071
2561	OG0002561	YLR106C	augustus_masked-ZYBA0S07-processed-gene-3.6-mRNA-1_1&gene=augustus_masked-ZYBA0S07-processed-gene-3.6&CDS=1-14757
2562	OG0002562	YLR107W	genemark-ZYBA0S07-processed-gene-3.48-mRNA-1_1&gene=genemark-ZYBA0S07-processed-gene-3.48&CDS=1-1191
2563	OG0002563	YLR109W	genemark-ZYBA0S07-processed-gene-3.49-mRNA-1_1&gene=genemark-ZYBA0S07-processed-gene-3.49&CDS=1-519
2564	OG0002564	YLR113W	genemark-ZYBA0S07-processed-gene-3.50-mRNA-1_1&gene=genemark-ZYBA0S07-processed-gene-3.50&CDS=1-1314
2565	OG0002565	YLR114C	genemark-ZYBA0S07-processed-gene-3.70-mRNA-1_1&gene=genemark-ZYBA0S07-processed-gene-3.70&CDS=1-2064
2566	OG0002566	YLR115W	augustus_masked-ZYBA0S07-processed-gene-3.12-mRNA-1_1&gene=augustus_masked-ZYBA0S07-processed-gene-3.12&CDS=1-4029
2567	OG0002567	YLR117C	genemark-ZYBA0S07-processed-gene-3.72-mRNA-1_1&gene=genemark-ZYBA0S07-processed-gene-3.72&CDS=1-2046
2568	OG0002568	YLR119W	genemark-ZYBA0S07-processed-gene-3.56-mRNA-1_1&gene=genemark-ZYBA0S07-processed-gene-3.56&CDS=1-516
2569	OG0002569	YLR126C	genemark-ZYBA0S16-processed-gene-0.0-mRNA-1_1&gene=genemark-ZYBA0S16-processed-gene-0.0&CDS=1-774
2570	OG0002570	YLR127C	snap_masked-ZYBA0S08-processed-gene-1.36-mRNA-1_1&gene=snap_masked-ZYBA0S08-processed-gene-1.36&CDS=1-2421
2571	OG0002571	YLR128W	genemark-ZYBA0S08-processed-gene-1.67-mRNA-1_1&gene=genemark-ZYBA0S08-processed-gene-1.67&CDS=1-768
2572	OG0002572	YLR129W	maker-ZYBA0S08-augustus-gene-1.1-mRNA-1_1&gene=maker-ZYBA0S08-augustus-gene-1.1&CDS=1-4413
2573	OG0002573	YLR132C	augustus_masked-ZYBA0S08-processed-gene-1.133-mRNA-1_1&gene=augustus_masked-ZYBA0S08-processed-gene-1.133&CDS=1-792
2574	OG0002574	YLR133W	genemark-ZYBA0S08-processed-gene-1.70-mRNA-1_1&gene=genemark-ZYBA0S08-processed-gene-1.70&CDS=1-1776
2575	OG0002575	YLR135W	snap_masked-ZYBA0S08-processed-gene-1.21-mRNA-1_1&gene=snap_masked-ZYBA0S08-processed-gene-1.21&CDS=1-1647
2576	OG0002576	YLR136C	genemark-ZYBA0S08-processed-gene-1.86-mRNA-1_1&gene=genemark-ZYBA0S08-processed-gene-1.86&CDS=1-795
2577	OG0002577	YLR139C	snap_masked-ZYBA0S03-processed-gene-10.108-mRNA-1_1&gene=snap_masked-ZYBA0S03-processed-gene-10.108&CDS=1-2199
2578	OG0002578	YLR141W	snap_masked-ZYBA0S03-processed-gene-10.79-mRNA-1_1&gene=snap_masked-ZYBA0S03-processed-gene-10.79&CDS=1-1473
2579	OG0002579	YLR142W	genemark-ZYBA0S03-processed-gene-10.149-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-10.149&CDS=1-1410
2580	OG0002580	YLR143W	genemark-ZYBA0S03-processed-gene-10.150-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-10.150&CDS=1-2025
2581	OG0002581	YLR145W	augustus_masked-ZYBA0S03-processed-gene-10.22-mRNA-1_1&gene=augustus_masked-ZYBA0S03-processed-gene-10.22&CDS=1-612
2582	OG0002582	YLR146C	genemark-ZYBA0S03-processed-gene-10.179-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-10.179&CDS=1-897
2583	OG0002583	YLR148W	snap_masked-ZYBA0S03-processed-gene-10.86-mRNA-1_1&gene=snap_masked-ZYBA0S03-processed-gene-10.86&CDS=1-2742
2584	OG0002584	YLR149C	genemark-ZYBA0S03-processed-gene-10.182-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-10.182&CDS=1-2169
2585	OG0002585	YLR150W	genemark-ZYBA0S03-processed-gene-10.158-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-10.158&CDS=1-822
2586	OG0002586	YLR163C	snap_masked-ZYBA0S01-processed-gene-11.139-mRNA-1_1&gene=snap_masked-ZYBA0S01-processed-gene-11.139&CDS=1-1401
2587	OG0002587	YLR164W	genemark-ZYBA0S01-processed-gene-11.67-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-11.67&CDS=1-510
2588	OG0002588	YLR165C	genemark-ZYBA0S01-processed-gene-11.89-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-11.89&CDS=1-756
2589	OG0002589	YLR166C	genemark-ZYBA0S01-processed-gene-11.91-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-11.91&CDS=1-2484
2590	OG0002590	YLR168C	genemark-ZYBA0S01-processed-gene-11.93-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-11.93&CDS=1-615
2591	OG0002591	YLR170C	genemark-ZYBA0S06-processed-gene-0.59-mRNA-1_1&gene=genemark-ZYBA0S06-processed-gene-0.59&CDS=1-468
2592	OG0002592	YLR172C	genemark-ZYBA0S06-processed-gene-0.58-mRNA-1_1&gene=genemark-ZYBA0S06-processed-gene-0.58&CDS=1-897
2593	OG0002593	YLR173W	snap_masked-ZYBA0S06-processed-gene-0.39-mRNA-1_1&gene=snap_masked-ZYBA0S06-processed-gene-0.39&CDS=1-1698
2594	OG0002594	YLR175W	genemark-ZYBA0S06-processed-gene-1.36-mRNA-1_1&gene=genemark-ZYBA0S06-processed-gene-1.36&CDS=1-1467
2595	OG0002595	YLR176C	genemark-ZYBA0S06-processed-gene-1.17-mRNA-1_1&gene=genemark-ZYBA0S06-processed-gene-1.17&CDS=1-2157
2596	OG0002596	YLR177W	genemark-ZYBA0S14-processed-gene-1.192-mRNA-1_1&gene=genemark-ZYBA0S14-processed-gene-1.192&CDS=1-2505
2597	OG0002597	YLR178C	genemark-ZYBA0S14-processed-gene-1.155-mRNA-1_1&gene=genemark-ZYBA0S14-processed-gene-1.155&CDS=1-585
2598	OG0002598	YLR181C	genemark-ZYBA0S14-processed-gene-1.154-mRNA-1_1&gene=genemark-ZYBA0S14-processed-gene-1.154&CDS=1-981
2599	OG0002599	YLR182W	genemark-ZYBA0S14-processed-gene-1.189-mRNA-1_1&gene=genemark-ZYBA0S14-processed-gene-1.189&CDS=1-2328
2600	OG0002600	YLR186W	genemark-ZYBA0S14-processed-gene-1.188-mRNA-1_1&gene=genemark-ZYBA0S14-processed-gene-1.188&CDS=1-756
2601	OG0002601	YLR187W	snap_masked-ZYBA0S14-processed-gene-1.112-mRNA-1_1&gene=snap_masked-ZYBA0S14-processed-gene-1.112&CDS=1-2946
2602	OG0002602	YLR189C	genemark-ZYBA0S14-processed-gene-1.151-mRNA-1_1&gene=genemark-ZYBA0S14-processed-gene-1.151&CDS=1-3783
2603	OG0002603	YLR190W	genemark-ZYBA0S10-processed-gene-2.55-mRNA-1_1&gene=genemark-ZYBA0S10-processed-gene-2.55&CDS=1-1842
2604	OG0002604	YLR191W	genemark-ZYBA0S10-processed-gene-2.56-mRNA-1_1&gene=genemark-ZYBA0S10-processed-gene-2.56&CDS=1-1161
2605	OG0002605	YLR193C	genemark-ZYBA0S10-processed-gene-2.81-mRNA-1_1&gene=genemark-ZYBA0S10-processed-gene-2.81&CDS=1-525
2606	OG0002606	YLR195C	genemark-ZYBA0S10-processed-gene-2.83-mRNA-1_1&gene=genemark-ZYBA0S10-processed-gene-2.83&CDS=1-1395
2607	OG0002607	YLR196W	genemark-ZYBA0S10-processed-gene-2.59-mRNA-1_1&gene=genemark-ZYBA0S10-processed-gene-2.59&CDS=1-1731
2608	OG0002608	YLR197W	genemark-ZYBA0S10-processed-gene-2.60-mRNA-1_1&gene=genemark-ZYBA0S10-processed-gene-2.60&CDS=1-1545
2609	OG0002609	YLR199C	snap_masked-ZYBA0S10-processed-gene-2.135-mRNA-1_1&gene=snap_masked-ZYBA0S10-processed-gene-2.135&CDS=1-813
2610	OG0002610	YLR200W	genemark-ZYBA0S10-processed-gene-2.61-mRNA-1_1&gene=genemark-ZYBA0S10-processed-gene-2.61&CDS=1-324
2611	OG0002611	YLR201C	genemark-ZYBA0S10-processed-gene-2.86-mRNA-1_1&gene=genemark-ZYBA0S10-processed-gene-2.86&CDS=1-759
2612	OG0002612	YLR203C	genemark-ZYBA0S10-processed-gene-2.89-mRNA-1_1&gene=genemark-ZYBA0S10-processed-gene-2.89&CDS=1-1263
2613	OG0002613	YLR205C	genemark-ZYBA0S10-processed-gene-2.90-mRNA-1_1&gene=genemark-ZYBA0S10-processed-gene-2.90&CDS=1-921
2614	OG0002614	YLR206W	genemark-ZYBA0S10-processed-gene-2.64-mRNA-1_1&gene=genemark-ZYBA0S10-processed-gene-2.64&CDS=1-1653
