	OrthologID	Saccharomyces_cerevisiae	Starmerella_bombicola_JCM9596
1469	OG0001469	YHR135C	-processed-gene-13.64-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-13.64&CDS=1-1344
1470	OG0001470	YHR140W	-processed-gene-22.157-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-22.157&CDS=1-642
1471	OG0001471	YHR142W	-processed-gene-19.299-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-19.299&CDS=1-963
1472	OG0001472	YHR144C	-processed-gene-19.274-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-19.274&CDS=1-825
1473	OG0001473	YHR147C	-processed-gene-10.40-mRNA-1_1&gene=genemark-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-10.40&CDS=1-675
1474	OG0001474	YHR148W	-processed-gene-10.154-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-10.154&CDS=1-546
1475	OG0001475	YHR150W	-processed-gene-16.132-mRNA-1_1&gene=augustus_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-16.132&CDS=1-1236
1476	OG0001476	YHR151C	-processed-gene-13.62-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-13.62&CDS=1-1698
1477	OG0001477	YHR154W	-processed-gene-8.0-mRNA-1_1&gene=augustus_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-8.0&CDS=1-2199
1478	OG0001478	YHR164C	-snap-gene-7.0-mRNA-1_1&gene=maker-gi|1002316118|dbj|BCGO01000001.1|-snap-gene-7.0&CDS=1-6069
1479	OG0001479	YHR165C	-processed-gene-20.56-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-20.56&CDS=1-6912
1480	OG0001480	YHR166C	-processed-gene-16.126-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-16.126&CDS=1-1758
1481	OG0001481	YHR168W	-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-0.94&CDS=1-1503
1482	OG0001482	YHR169W	-processed-gene-8.108-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-8.108&CDS=1-1272
1483	OG0001483	YHR170W	-processed-gene-22.117-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-22.117&CDS=1-1473
1484	OG0001484	YHR171W	-processed-gene-3.153-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-3.153&CDS=1-1857
1485	OG0001485	YHR172W	-processed-gene-19.38-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-19.38&CDS=1-2244
1486	OG0001486	YHR174W	-processed-gene-2.155-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-2.155&CDS=1-1314
1487	OG0001487	YHR175W	-processed-gene-2.95-mRNA-1_1&gene=augustus_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-2.95&CDS=1-474
1488	OG0001488	YHR181W	-processed-gene-27.68-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-27.68&CDS=1-663
1489	OG0001489	YHR183W	-processed-gene-8.51-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-8.51&CDS=1-1479
1490	OG0001490	YHR186C	-processed-gene-17.118-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-17.118&CDS=1-4017
1491	OG0001491	YHR187W	-processed-gene-23.35-mRNA-1_1&gene=augustus_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-23.35&CDS=1-729
1492	OG0001492	YHR188C	-processed-gene-23.82-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-23.82&CDS=1-1650
1493	OG0001493	YHR189W	-processed-gene-16.134-mRNA-1_1&gene=augustus_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-16.134&CDS=1-648
1494	OG0001494	YHR190W	-processed-gene-26.45-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-26.45&CDS=1-1362
1495	OG0001495	YHR193C	-processed-gene-4.47-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-4.47&CDS=1-534
1496	OG0001496	YHR194W	-processed-gene-12.40-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-12.40&CDS=1-1806
1497	OG0001497	YHR200W	-processed-gene-9.70-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-9.70&CDS=1-690
1498	OG0001498	YHR201C	-processed-gene-9.6-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-9.6&CDS=1-1074
1499	OG0001499	YHR202W	-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-0.25&CDS=1-1767
1500	OG0001500	YHR205W	-processed-gene-20.20-mRNA-1_1&gene=genemark-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-20.20&CDS=1-2250
1501	OG0001501	YHR206W	-processed-gene-19.287-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-19.287&CDS=1-1161
1502	OG0001502	YHR207C	-processed-gene-19.102-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-19.102&CDS=1-1320
1503	OG0001503	YIL003W	-processed-gene-14.21-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-14.21&CDS=1-849
1504	OG0001504	YIL004C	-processed-gene-6.85-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-6.85&CDS=1-438
1505	OG0001505	YIL007C	-processed-gene-20.129-mRNA-1_1&gene=augustus_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-20.129&CDS=1-1152
1506	OG0001506	YIL008W	-augustus-gene-21.2-mRNA-1_1&gene=maker-gi|1002316118|dbj|BCGO01000001.1|-augustus-gene-21.2&CDS=1-552
1507	OG0001507	YIL010W	-processed-gene-20.89-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-20.89&CDS=1-936
1508	OG0001508	YIL019W	-processed-gene-1.114-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-1.114&CDS=1-777
1509	OG0001509	YIL020C	-processed-gene-1.96-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-1.96&CDS=1-777
1510	OG0001510	YIL021W	-processed-gene-1.115-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-1.115&CDS=1-813
1511	OG0001511	YIL022W	-processed-gene-5.104-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-5.104&CDS=1-1197
1512	OG0001512	YIL023C	-processed-gene-11.25-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-11.25&CDS=1-957
1513	OG0001513	YIL030C	-processed-gene-22.77-mRNA-1_1&gene=augustus_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-22.77&CDS=1-2985
1514	OG0001514	YIL033C	-processed-gene-16.91-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-16.91&CDS=1-990
1515	OG0001515	YIL034C	-processed-gene-15.129-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-15.129&CDS=1-804
1516	OG0001516	YIL038C	-processed-gene-7.60-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-7.60&CDS=1-1890
1517	OG0001517	YIL039W	-processed-gene-9.60-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-9.60&CDS=1-1089
1518	OG0001518	YIL041W	-processed-gene-19.283-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-19.283&CDS=1-951
1519	OG0001519	YIL042C	-augustus-gene-9.0-mRNA-1_1&gene=maker-gi|1002316115|dbj|BCGO01000004.1|-augustus-gene-9.0&CDS=1-1434
1520	OG0001520	YIL043C	-processed-gene-24.23-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-24.23&CDS=1-828
1521	OG0001521	YIL044C	-augustus-gene-4.126-mRNA-1_1&gene=maker-gi|1002316116|dbj|BCGO01000003.1|-augustus-gene-4.126&CDS=1-1386
1522	OG0001522	YIL046W	-processed-gene-21.61-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-21.61&CDS=1-1968
1523	OG0001523	YIL047C	-processed-gene-24.14-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-24.14&CDS=1-2478
1524	OG0001524	YIL048W	-processed-gene-24.62-mRNA-1_1&gene=augustus_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-24.62&CDS=1-3075
1525	OG0001525	YIL061C	-processed-gene-6.78-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-6.78&CDS=1-918
1526	OG0001526	YIL062C	-processed-gene-6.59-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-6.59&CDS=1-453
1527	OG0001527	YIL063C	-processed-gene-6.60-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-6.60&CDS=1-1044
1528	OG0001528	YIL064W	-processed-gene-6.30-mRNA-1_1&gene=genemark-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-6.30&CDS=1-519
1529	OG0001529	YIL065C	-augustus-gene-25.195-mRNA-1_1&gene=maker-gi|1002316117|dbj|BCGO01000002.1|-augustus-gene-25.195&CDS=1-1302
1530	OG0001530	YIL068C	-processed-gene-16.71-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-16.71&CDS=1-2286
1531	OG0001531	YIL070C	-processed-gene-20.70-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-20.70&CDS=1-795
1532	OG0001532	YIL074C	-processed-gene-10.132-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-10.132&CDS=1-1401
1533	OG0001533	YIL075C	-processed-gene-10.133-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-10.133&CDS=1-2826
1534	OG0001534	YIL078W	-processed-gene-7.68-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-7.68&CDS=1-2112
1535	OG0001535	YIL083C	-processed-gene-7.63-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-7.63&CDS=1-1005
1536	OG0001536	YIL084C	-processed-gene-5.108-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-5.108&CDS=1-789
1537	OG0001537	YIL087C	-processed-gene-13.89-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-13.89&CDS=1-405
1538	OG0001538	YIL090W	-processed-gene-0.82-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-0.82&CDS=1-1353
1539	OG0001539	YIL091C	-processed-gene-17.113-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-17.113&CDS=1-1959
1540	OG0001540	YIL093C	-processed-gene-17.112-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-17.112&CDS=1-753
1541	OG0001541	YIL094C	-processed-gene-4.113-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-4.113&CDS=1-1683
1542	OG0001542	YIL096C	-processed-gene-10.178-mRNA-1_1&gene=augustus_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-10.178&CDS=1-864
1543	OG0001543	YIL097W	-processed-gene-10.95-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-10.95&CDS=1-1260
1544	OG0001544	YIL098C	-processed-gene-10.123-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-10.123&CDS=1-369
1545	OG0001545	YIL101C	-processed-gene-15.91-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-15.91&CDS=1-2019
1546	OG0001546	YIL103W	-processed-gene-25.68-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-25.68&CDS=1-1248
1547	OG0001547	YIL104C	-processed-gene-26.1-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-26.1&CDS=1-1254
1548	OG0001548	YIL106W	-processed-gene-9.40-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-9.40&CDS=1-657
1549	OG0001549	YIL107C	-processed-gene-17.95-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-17.95&CDS=1-2328
1550	OG0001550	YIL108W	-processed-gene-17.67-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-17.67&CDS=1-1866
1551	OG0001551	YIL110W	-processed-gene-16.113-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-16.113&CDS=1-903
1552	OG0001552	YIL112W	-processed-gene-5.64-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-5.64&CDS=1-2826
1553	OG0001553	YIL116W	-processed-gene-8.2-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-8.2&CDS=1-1125
1554	OG0001554	YIL118W	-processed-gene-10.156-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-10.156&CDS=1-600
1555	OG0001555	YIL124W	-processed-gene-3.10-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-3.10&CDS=1-720
1556	OG0001556	YIL125W	-processed-gene-21.92-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-21.92&CDS=1-3066
1557	OG0001557	YIL128W	-processed-gene-7.99-mRNA-1_1&gene=augustus_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-7.99&CDS=1-3528
1558	OG0001558	YIL129C	-processed-gene-7.113-mRNA-1_1&gene=augustus_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-7.113&CDS=1-7380
1559	OG0001559	YIL133C	-processed-gene-12.65-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-12.65&CDS=1-603
1560	OG0001560	YIL134W	-processed-gene-20.93-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-20.93&CDS=1-816
1561	OG0001561	YIL140W	-processed-gene-21.73-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-21.73&CDS=1-2568
1562	OG0001562	YIL142W	-processed-gene-21.63-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-21.63&CDS=1-1587
1563	OG0001563	YIL143C	-processed-gene-0.69-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-0.69&CDS=1-2433
1564	OG0001564	YIL145C	-processed-gene-0.68-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-0.68&CDS=1-888
1565	OG0001565	YIL153W	-processed-gene-7.27-mRNA-1_1&gene=genemark-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-7.27&CDS=1-888
1566	OG0001566	YIL155C	-processed-gene-11.27-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-11.27&CDS=1-2022
1567	OG0001567	YIL156W-B	-processed-gene-11.105-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-11.105&CDS=1-225
1568	OG0001568	YIL157C	-processed-gene-10.94-mRNA-1_1&gene=augustus_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-10.94&CDS=1-588
1569	OG0001569	YIL159W	-processed-gene-24.23-mRNA-1_1&gene=augustus_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-24.23&CDS=1-5127
1570	OG0001570	YIL160C	-processed-gene-0.62-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-0.62&CDS=1-1242
1571	OG0001571	YIL162W	-processed-gene-9.107-mRNA-1_1&gene=genemark-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-9.107&CDS=1-1527
1572	OG0001572	YIL166C	-processed-gene-19.107-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-19.107&CDS=1-1746
1573	OG0001573	YIR001C	-processed-gene-28.108-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-28.108&CDS=1-612
1574	OG0001574	YIR004W	-processed-gene-8.56-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-8.56&CDS=1-1371
1575	OG0001575	YIR006C	-processed-gene-25.39-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-25.39&CDS=1-4836
1576	OG0001576	YIR007W	-snap-gene-22.56-mRNA-1_1&gene=maker-gi|1002316117|dbj|BCGO01000002.1|-snap-gene-22.56&CDS=1-2199
1577	OG0001577	YIR008C	-processed-gene-8.97-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-8.97&CDS=1-1158
1578	OG0001578	YIR009W	-processed-gene-22.8-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-22.8&CDS=1-315
1579	OG0001579	YIR011C	-processed-gene-20.81-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-20.81&CDS=1-810
1580	OG0001580	YIR012W	-processed-gene-7.101-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-7.101&CDS=1-1269
1581	OG0001581	YIR023W	-processed-gene-3.137-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-3.137&CDS=1-2229
1582	OG0001582	YIR026C	-snap-gene-18.36-mRNA-1_1&gene=maker-gi|1002316118|dbj|BCGO01000001.1|-snap-gene-18.36&CDS=1-870
1583	OG0001583	YIR029W	-processed-gene-11.129-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-11.129&CDS=1-993
1584	OG0001584	YIR032C	-processed-gene-6.161-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-6.161&CDS=1-885
1585	OG0001585	YIR034C	-processed-gene-2.143-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-2.143&CDS=1-1089
1586	OG0001586	YIR037W	-processed-gene-19.230-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-19.230&CDS=1-477
1587	OG0001587	YIR038C	-processed-gene-13.68-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-13.68&CDS=1-687
1588	OG0001588	YJL001W	-processed-gene-18.84-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-18.84&CDS=1-660
1589	OG0001589	YJL002C	-processed-gene-18.17-mRNA-1_1&gene=augustus_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-18.17&CDS=1-1374
1590	OG0001590	YJL003W	-processed-gene-11.119-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-11.119&CDS=1-351
1591	OG0001591	YJL005W	-processed-gene-6.53-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-6.53&CDS=1-5367
1592	OG0001592	YJL008C	-processed-gene-25.18-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-25.18&CDS=1-1641
1593	OG0001593	YJL010C	-processed-gene-9.66-mRNA-1_1&gene=augustus_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-9.66&CDS=1-1761
1594	OG0001594	YJL014W	-processed-gene-10.147-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-10.147&CDS=1-1770
1595	OG0001595	YJL024C	-processed-gene-2.130-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-2.130&CDS=1-618
1596	OG0001596	YJL025W	-processed-gene-14.14-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-14.14&CDS=1-1425
1597	OG0001597	YJL026W	-processed-gene-9.52-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-9.52&CDS=1-1236
1598	OG0001598	YJL029C	-processed-gene-25.111-mRNA-1_1&gene=augustus_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-25.111&CDS=1-2253
1599	OG0001599	YJL031C	-processed-gene-26.118-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-26.118&CDS=1-909
1600	OG0001600	YJL033W	-processed-gene-13.87-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-13.87&CDS=1-2316
1601	OG0001601	YJL035C	-processed-gene-8.152-mRNA-1_1&gene=genemark-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-8.152&CDS=1-624
1602	OG0001602	YJL036W	-processed-gene-26.120-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-26.120&CDS=1-1692
1603	OG0001603	YJL039C	-processed-gene-7.153-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-7.153&CDS=1-4473
1604	OG0001604	YJL041W	-processed-gene-7.127-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-7.127&CDS=1-1998
1605	OG0001605	YJL042W	-processed-gene-27.131-mRNA-1_1&gene=augustus_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-27.131&CDS=1-2682
1606	OG0001606	YJL049W	-processed-gene-11.13-mRNA-1_1&gene=augustus_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-11.13&CDS=1-1317
1607	OG0001607	YJL050W	-processed-gene-13.56-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-13.56&CDS=1-3120
1608	OG0001608	YJL052W	-processed-gene-8.84-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-8.84&CDS=1-1005
1609	OG0001609	YJL053W	-processed-gene-18.92-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-18.92&CDS=1-915
1610	OG0001610	YJL054W	-processed-gene-13.59-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-13.59&CDS=1-1221
1611	OG0001611	YJL059W	-processed-gene-25.37-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-25.37&CDS=1-1167
1612	OG0001612	YJL060W	-processed-gene-17.65-mRNA-1_1&gene=augustus_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-17.65&CDS=1-1329
1613	OG0001613	YJL062W	-processed-gene-26.33-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-26.33&CDS=1-2271
1614	OG0001614	YJL062W-A	-processed-gene-17.119-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-17.119&CDS=1-261
1615	OG0001615	YJL063C	-processed-gene-2.111-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-2.111&CDS=1-639
1616	OG0001616	YJL068C	-processed-gene-13.56-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-13.56&CDS=1-849
1617	OG0001617	YJL069C	-processed-gene-3.54-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-3.54&CDS=1-1587
1618	OG0001618	YJL071W	-processed-gene-27.93-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-27.93&CDS=1-1512
1619	OG0001619	YJL072C	-processed-gene-27.74-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-27.74&CDS=1-537
1620	OG0001620	YJL074C	-processed-gene-1.99-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-1.99&CDS=1-3648
1621	OG0001621	YJL081C	-processed-gene-17.34-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-17.34&CDS=1-1326
1622	OG0001622	YJL085W	-processed-gene-5.99-mRNA-1_1&gene=augustus_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-5.99&CDS=1-2022
1623	OG0001623	YJL087C	-processed-gene-27.141-mRNA-1_1&gene=augustus_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-27.141&CDS=1-2334
1624	OG0001624	YJL088W	-processed-gene-27.180-mRNA-1_1&gene=augustus_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-27.180&CDS=1-957
1625	OG0001625	YJL090C	-processed-gene-6.107-mRNA-1_1&gene=augustus_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-6.107&CDS=1-1632
1626	OG0001626	YJL091C	-processed-gene-18.115-mRNA-1_1&gene=genemark-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-18.115&CDS=1-1191
1627	OG0001627	YJL092W	-processed-gene-25.10-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-25.10&CDS=1-1911
1628	OG0001628	YJL093C	-processed-gene-3.89-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-3.89&CDS=1-1650
1629	OG0001629	YJL096W	-processed-gene-10.106-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-10.106&CDS=1-555
1630	OG0001630	YJL097W	-processed-gene-18.53-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-18.53&CDS=1-621
1631	OG0001631	YJL101C	-processed-gene-19.286-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-19.286&CDS=1-1800
