	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035031_Candida_kruisii
1451	OG0001451	YFR019W	augustus_masked-flattened_line_22-processed-gene-1.231-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.231&CDS=1-7053
1452	OG0001452	YFR021W	augustus_masked-flattened_line_52-processed-gene-0.208-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.208&CDS=1-1764
1453	OG0001453	YFR024C-A	augustus_masked-flattened_line_22-processed-gene-1.239-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.239&CDS=1-1272
1454	OG0001454	YFR025C	augustus_masked-flattened_line_80-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.97&CDS=1-954
1455	OG0001455	YFR027W	augustus_masked-flattened_line_62-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.95&CDS=1-741
1456	OG0001456	YFR028C	augustus_masked-flattened_line_1-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-0.95&CDS=1-1617
1457	OG0001457	YFR029W	augustus_masked-flattened_line_10-processed-gene-1.144-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.144&CDS=1-2037
1458	OG0001458	YFR030W	augustus_masked-flattened_line_36-processed-gene-1.185-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.185&CDS=1-3315
1459	OG0001459	YFR032C	maker-flattened_line_14-augustus-gene-2.287-mRNA-1_1&gene=maker-flattened_line_14-augustus-gene-2.287&CDS=1-1002
1460	OG0001460	YFR033C	maker-flattened_line_24-augustus-gene-1.260-mRNA-1_1&gene=maker-flattened_line_24-augustus-gene-1.260&CDS=1-396
1461	OG0001461	YFR034C	augustus_masked-flattened_line_4-processed-gene-2.98-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.98&CDS=1-1617
1462	OG0001462	YFR037C	augustus_masked-flattened_line_20-processed-gene-1.151-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.151&CDS=1-1692
1463	OG0001463	YFR041C	augustus_masked-flattened_line_38-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.55&CDS=1-909
1464	OG0001464	YFR044C	augustus_masked-flattened_line_54-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.113&CDS=1-1446
1465	OG0001465	YFR047C	augustus_masked-flattened_line_62-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.123&CDS=1-885
1466	OG0001466	YFR048W	augustus_masked-flattened_line_36-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.35&CDS=1-2991
1467	OG0001467	YFR050C	snap_masked-flattened_line_74-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.26&CDS=1-1008
1468	OG0001468	YFR051C	augustus_masked-flattened_line_87-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_87-processed-gene-0.63&CDS=1-1656
1469	OG0001469	YFR052W	augustus_masked-flattened_line_36-processed-gene-1.220-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.220&CDS=1-819
1470	OG0001470	YGL003C	genemark-flattened_line_1-processed-gene-4.8-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-4.8&CDS=1-1677
1471	OG0001471	YGL005C	augustus_masked-flattened_line_38-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-1.59&CDS=1-696
1472	OG0001472	YGL006W	genemark-flattened_line_38-processed-gene-1.38-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-1.38&CDS=1-3651
1473	OG0001473	YGL008C	augustus_masked-flattened_line_38-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-1.68&CDS=1-2688
1474	OG0001474	YGL009C	augustus_masked-flattened_line_28-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.30&CDS=1-2313
1475	OG0001475	YGL010W	augustus_masked-flattened_line_28-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.58&CDS=1-567
1476	OG0001476	YGL011C	augustus_masked-flattened_line_38-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-1.88&CDS=1-741
1477	OG0001477	YGL012W	maker-flattened_line_38-snap-gene-1.44-mRNA-1_1&gene=maker-flattened_line_38-snap-gene-1.44&CDS=1-6069
1478	OG0001478	YGL016W	augustus_masked-flattened_line_1-processed-gene-4.53-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-4.53&CDS=1-3027
1479	OG0001479	YGL017W	augustus_masked-flattened_line_1-processed-gene-3.88-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-3.88&CDS=1-1437
1480	OG0001480	YGL018C	augustus_masked-flattened_line_1-processed-gene-3.90-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-3.90&CDS=1-657
1481	OG0001481	YGL019W	augustus_masked-flattened_line_1-processed-gene-3.113-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-3.113&CDS=1-825
1482	OG0001482	YGL020C	augustus_masked-flattened_line_1-processed-gene-3.91-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-3.91&CDS=1-624
1483	OG0001483	YGL022W	augustus_masked-flattened_line_28-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.57&CDS=1-2232
1484	OG0001484	YGL023C	augustus_masked-flattened_line_28-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.56&CDS=1-2073
1485	OG0001485	YGL026C	augustus_masked-flattened_line_46-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.104&CDS=1-2106
1486	OG0001486	YGL027C	augustus_masked-flattened_line_46-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.135&CDS=1-2466
1487	OG0001487	YGL028C	augustus_masked-flattened_line_74-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.111&CDS=1-1449
1488	OG0001488	YGL030W	augustus_masked-flattened_line_28-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.26&CDS=1-318
1489	OG0001489	YGL037C	augustus_masked-flattened_line_80-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.73&CDS=1-681
1490	OG0001490	YGL038C	augustus_masked-flattened_line_12-processed-gene-2.50-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.50&CDS=1-1137
1491	OG0001491	YGL040C	augustus_masked-flattened_line_1-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-1.137&CDS=1-1020
1492	OG0001492	YGL043W	augustus_masked-flattened_line_10-processed-gene-1.126-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.126&CDS=1-864
1493	OG0001493	YGL044C	augustus_masked-flattened_line_10-processed-gene-1.142-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.142&CDS=1-1146
1494	OG0001494	YGL045W	augustus_masked-flattened_line_32-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.111&CDS=1-2394
1495	OG0001495	YGL048C	augustus_masked-flattened_line_89-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_89-processed-gene-0.44&CDS=1-1200
1496	OG0001496	YGL050W	augustus_masked-flattened_line_10-processed-gene-3.115-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.115&CDS=1-825
1497	OG0001497	YGL054C	maker-flattened_line_12-augustus-gene-0.78-mRNA-1_1&gene=maker-flattened_line_12-augustus-gene-0.78&CDS=1-411
1498	OG0001498	YGL055W	augustus_masked-flattened_line_6-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.67&CDS=1-1452
1499	OG0001499	YGL058W	maker-flattened_line_78-augustus-gene-0.4-mRNA-1_1&gene=maker-flattened_line_78-augustus-gene-0.4&CDS=1-528
1500	OG0001500	YGL059W	augustus_masked-flattened_line_95-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_95-processed-gene-0.35&CDS=1-1398
1501	OG0001501	YGL064C	snap_masked-flattened_line_48-processed-gene-0.86-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.86&CDS=1-1713
1502	OG0001502	YGL065C	augustus_masked-flattened_line_48-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.132&CDS=1-1371
1503	OG0001503	YGL066W	augustus_masked-flattened_line_48-processed-gene-0.175-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.175&CDS=1-1404
1504	OG0001504	YGL067W	snap_masked-flattened_line_48-processed-gene-0.85-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.85&CDS=1-1308
1505	OG0001505	YGL068W	augustus_masked-flattened_line_17-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-0.63&CDS=1-498
1506	OG0001506	YGL070C	augustus_masked-flattened_line_17-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-0.90&CDS=1-336
1507	OG0001507	YGL073W	genemark-flattened_line_32-processed-gene-1.209-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.209&CDS=1-1791
1508	OG0001508	YGL077C	genemark-flattened_line_1-processed-gene-3.147-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-3.147&CDS=1-1587
1509	OG0001509	YGL078C	augustus_masked-flattened_line_32-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.94&CDS=1-1593
1510	OG0001510	YGL079W	augustus_masked-flattened_line_4-processed-gene-4.3-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.3&CDS=1-534
1511	OG0001511	YGL080W	genemark-flattened_line_4-processed-gene-4.70-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.70&CDS=1-342
1512	OG0001512	YGL083W	augustus_masked-flattened_line_14-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.68&CDS=1-2571
1513	OG0001513	YGL084C	augustus_masked-flattened_line_34-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.44&CDS=1-2025
1514	OG0001514	YGL085W	augustus_masked-flattened_line_34-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.40&CDS=1-687
1515	OG0001515	YGL086W	augustus_masked-flattened_line_34-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.43&CDS=1-1983
1516	OG0001516	YGL087C	augustus_masked-flattened_line_34-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.24&CDS=1-411
1517	OG0001517	YGL091C	augustus_masked-flattened_line_4-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.52&CDS=1-987
1518	OG0001518	YGL093W	genemark-flattened_line_48-processed-gene-0.275-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.275&CDS=1-2306
1519	OG0001519	YGL094C	augustus_masked-flattened_line_32-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.96&CDS=1-3585
1520	OG0001520	YGL099W	augustus_masked-flattened_line_48-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.134&CDS=1-1977
1521	OG0001521	YGL100W	augustus_masked-flattened_line_17-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-1.22&CDS=1-1029
1522	OG0001522	YGL103W	maker-flattened_line_10-augustus-gene-3.54-mRNA-1_1&gene=maker-flattened_line_10-augustus-gene-3.54&CDS=1-447
1523	OG0001523	YGL106W	augustus_masked-flattened_line_10-processed-gene-3.93-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.93&CDS=1-429
1524	OG0001524	YGL110C	augustus_masked-flattened_line_17-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-1.17&CDS=1-1881
1525	OG0001525	YGL111W	augustus_masked-flattened_line_17-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-1.40&CDS=1-1266
1526	OG0001526	YGL112C	augustus_masked-flattened_line_12-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.65&CDS=1-1464
1527	OG0001527	YGL114W	augustus_masked-flattened_line_10-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.17&CDS=1-1992
1528	OG0001528	YGL115W	augustus_masked-flattened_line_10-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.16&CDS=1-1014
1529	OG0001529	YGL116W	augustus_masked-flattened_line_1-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-1.136&CDS=1-1830
1530	OG0001530	YGL119W	augustus_masked-flattened_line_105-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_105-processed-gene-0.17&CDS=1-1701
1531	OG0001531	YGL120C	augustus_masked-flattened_line_38-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-1.54&CDS=1-2799
1532	OG0001532	YGL122C	augustus_masked-flattened_line_105-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_105-processed-gene-0.15&CDS=1-1377
1533	OG0001533	YGL123W	augustus_masked-flattened_line_105-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_105-processed-gene-0.0&CDS=1-756
1534	OG0001534	YGL125W	augustus_masked-flattened_line_4-processed-gene-4.31-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.31&CDS=1-1839
1535	OG0001535	YGL126W	augustus_masked-flattened_line_66-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.35&CDS=1-1347
1536	OG0001536	YGL129C	augustus_masked-flattened_line_48-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.127&CDS=1-1425
1537	OG0001537	YGL130W	augustus_masked-flattened_line_109-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_109-processed-gene-0.17&CDS=1-1332
1538	OG0001538	YGL131C	augustus_masked-flattened_line_109-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_109-processed-gene-0.24&CDS=1-4518
1539	OG0001539	YGL136C	augustus_masked-flattened_line_1-processed-gene-3.80-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-3.80&CDS=1-732
1540	OG0001540	YGL137W	augustus_masked-flattened_line_48-processed-gene-0.180-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.180&CDS=1-4551
1541	OG0001541	YGL141W	augustus_masked-flattened_line_6-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.77&CDS=1-2868
1542	OG0001542	YGL142C	genemark-flattened_line_103-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_103-processed-gene-0.26&CDS=1-1578
1543	OG0001543	YGL144C	augustus_masked-flattened_line_103-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_103-processed-gene-0.55&CDS=1-2043
1544	OG0001544	YGL148W	augustus_masked-flattened_line_34-processed-gene-1.228-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.228&CDS=1-1128
1545	OG0001545	YGL150C	genemark-flattened_line_76-processed-gene-0.94-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.94&CDS=1-3924
1546	OG0001546	YGL151W	augustus_masked-flattened_line_76-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.26&CDS=1-3000
1547	OG0001547	YGL153W	augustus_masked-flattened_line_76-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.28&CDS=1-1248
1548	OG0001548	YGL154C	augustus_masked-flattened_line_76-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.31&CDS=1-876
1549	OG0001549	YGL155W	augustus_masked-flattened_line_76-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.30&CDS=1-1107
1550	OG0001550	YGL156W	maker-flattened_line_44-snap-gene-0.98-mRNA-1_1&gene=maker-flattened_line_44-snap-gene-0.98&CDS=1-3498
1551	OG0001551	YGL159W	genemark-flattened_line_91-processed-gene-0.61-mRNA-1_1&gene=genemark-flattened_line_91-processed-gene-0.61&CDS=1-942
1552	OG0001552	YGL160W	augustus_masked-flattened_line_1-processed-gene-2.68-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-2.68&CDS=1-1482
1553	OG0001553	YGL161C	snap_masked-flattened_line_50-processed-gene-0.175-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.175&CDS=1-4122
1554	OG0001554	YGL163C	maker-flattened_line_46-snap-gene-0.143-mRNA-1_1&gene=maker-flattened_line_46-snap-gene-0.143&CDS=1-2421
1555	OG0001555	YGL164C	augustus_masked-flattened_line_46-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.95&CDS=1-1236
1556	OG0001556	YGL166W	augustus_masked-flattened_line_46-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.127&CDS=1-1866
1557	OG0001557	YGL167C	augustus_masked-flattened_line_40-processed-gene-0.162-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.162&CDS=1-2751
1558	OG0001558	YGL169W	augustus_masked-flattened_line_40-processed-gene-0.163-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.163&CDS=1-1116
1559	OG0001559	YGL171W	augustus_masked-flattened_line_76-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.19&CDS=1-1635
1560	OG0001560	YGL172W	augustus_masked-flattened_line_95-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_95-processed-gene-0.58&CDS=1-1458
1561	OG0001561	YGL173C	augustus_masked-flattened_line_95-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_95-processed-gene-0.40&CDS=1-4407
1562	OG0001562	YGL174W	augustus_masked-flattened_line_95-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_95-processed-gene-0.57&CDS=1-693
1563	OG0001563	YGL178W	augustus_masked-flattened_line_95-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_95-processed-gene-0.43&CDS=1-2595
1564	OG0001564	YGL179C	genemark-flattened_line_46-processed-gene-0.176-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.176&CDS=1-3798
1565	OG0001565	YGL180W	genemark-flattened_line_46-processed-gene-0.185-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.185&CDS=1-2556
1566	OG0001566	YGL181W	augustus_masked-flattened_line_34-processed-gene-1.199-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.199&CDS=1-1449
1567	OG0001567	YGL186C	augustus_masked-flattened_line_52-processed-gene-0.260-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.260&CDS=1-1629
1568	OG0001568	YGL187C	genemark-flattened_line_28-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.40&CDS=1-462
1569	OG0001569	YGL190C	augustus_masked-flattened_line_28-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.60&CDS=1-1500
1570	OG0001570	YGL191W	augustus_masked-flattened_line_28-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.85&CDS=1-411
1571	OG0001571	YGL192W	augustus_masked-flattened_line_28-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.81&CDS=1-1503
1572	OG0001572	YGL194C	augustus_masked-flattened_line_38-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-1.72&CDS=1-1302
1573	OG0001573	YGL195W	genemark-flattened_line_56-processed-gene-0.120-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.120&CDS=1-8088
1574	OG0001574	YGL198W	augustus_masked-flattened_line_26-processed-gene-1.287-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.287&CDS=1-975
1575	OG0001575	YGL200C	augustus_masked-flattened_line_34-processed-gene-1.227-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.227&CDS=1-606
1576	OG0001576	YGL201C	augustus_masked-flattened_line_87-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_87-processed-gene-0.73&CDS=1-2754
1577	OG0001577	YGL202W	augustus_masked-flattened_line_1-processed-gene-3.115-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-3.115&CDS=1-1467
1578	OG0001578	YGL205W	augustus_masked-flattened_line_4-processed-gene-2.125-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.125&CDS=1-2130
1579	OG0001579	YGL206C	genemark-flattened_line_48-processed-gene-0.247-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.247&CDS=1-5001
