	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034946_Ambrosiozyma_oregonensis
2226	OG0002226	YKL138C	snap_masked-NODE_20_length_254648_cov_70.6085_ID_39-processed-gene-1.138-mRNA-1_1&gene=snap_masked-NODE_20_length_254648_cov_70.6085_ID_39-processed-gene-1.138&CDS=1-330
2227	OG0002227	YKL139W	snap_masked-NODE_2_length_577604_cov_68.7021_ID_3-processed-gene-2.25-mRNA-1_1&gene=snap_masked-NODE_2_length_577604_cov_68.7021_ID_3-processed-gene-2.25&CDS=1-1368
2228	OG0002228	YKL140W	snap_masked-NODE_4_length_548857_cov_63.9947_ID_7-processed-gene-2.94-mRNA-1_1&gene=snap_masked-NODE_4_length_548857_cov_63.9947_ID_7-processed-gene-2.94&CDS=1-1545
2229	OG0002229	YKL142W	augustus_masked-NODE_67_length_45213_cov_65.955_ID_133-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NODE_67_length_45213_cov_65.955_ID_133-processed-gene-0.65&CDS=1-636
2230	OG0002230	YKL143W	snap_masked-NODE_28_length_190912_cov_99.888_ID_55-processed-gene-0.147-mRNA-1_1&gene=snap_masked-NODE_28_length_190912_cov_99.888_ID_55-processed-gene-0.147&CDS=1-1329
2231	OG0002231	YKL144C	augustus_masked-NODE_14_length_343809_cov_90.6169_ID_27-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_14_length_343809_cov_90.6169_ID_27-processed-gene-0.12&CDS=1-636
2232	OG0002232	YKL145W	augustus_masked-NODE_14_length_343809_cov_90.6169_ID_27-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_14_length_343809_cov_90.6169_ID_27-processed-gene-0.27&CDS=1-1356
2233	OG0002233	YKL149C	augustus_masked-NODE_14_length_343809_cov_90.6169_ID_27-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_14_length_343809_cov_90.6169_ID_27-processed-gene-0.14&CDS=1-1809
2234	OG0002234	YKL150W	snap_masked-NODE_6_length_511637_cov_80.4519_ID_11-processed-gene-2.7-mRNA-1_1&gene=snap_masked-NODE_6_length_511637_cov_80.4519_ID_11-processed-gene-2.7&CDS=1-888
2235	OG0002235	YKL151C	snap_masked-NODE_5_length_517853_cov_64.868_ID_9-processed-gene-3.55-mRNA-1_1&gene=snap_masked-NODE_5_length_517853_cov_64.868_ID_9-processed-gene-3.55&CDS=1-996
2236	OG0002236	YKL152C	snap_masked-NODE_13_length_350314_cov_71.6933_ID_25-processed-gene-0.117-mRNA-1_1&gene=snap_masked-NODE_13_length_350314_cov_71.6933_ID_25-processed-gene-0.117&CDS=1-747
2237	OG0002237	YKL154W	snap_masked-NODE_20_length_254648_cov_70.6085_ID_39-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NODE_20_length_254648_cov_70.6085_ID_39-processed-gene-0.31&CDS=1-816
2238	OG0002238	YKL155C	maker-NODE_15_length_340512_cov_70.3414_ID_29-snap-gene-2.59-mRNA-1_1&gene=maker-NODE_15_length_340512_cov_70.3414_ID_29-snap-gene-2.59&CDS=1-3030
2239	OG0002239	YKL157W	snap_masked-NODE_18_length_291584_cov_90.0546_ID_35-processed-gene-1.4-mRNA-1_1&gene=snap_masked-NODE_18_length_291584_cov_90.0546_ID_35-processed-gene-1.4&CDS=1-2604
2240	OG0002240	YKL160W	augustus_masked-NODE_19_length_283276_cov_66.6713_ID_37-processed-gene-1.215-mRNA-1_1&gene=augustus_masked-NODE_19_length_283276_cov_66.6713_ID_37-processed-gene-1.215&CDS=1-345
2241	OG0002241	YKL162C	augustus_masked-NODE_15_length_340512_cov_70.3414_ID_29-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-NODE_15_length_340512_cov_70.3414_ID_29-processed-gene-0.117&CDS=1-1653
2242	OG0002242	YKL165C	snap_masked-NODE_16_length_339954_cov_73.013_ID_31-processed-gene-2.105-mRNA-1_1&gene=snap_masked-NODE_16_length_339954_cov_73.013_ID_31-processed-gene-2.105&CDS=1-2892
2243	OG0002243	YKL167C	snap_masked-NODE_23_length_209387_cov_67.0528_ID_45-processed-gene-0.43-mRNA-1_1&gene=snap_masked-NODE_23_length_209387_cov_67.0528_ID_45-processed-gene-0.43&CDS=1-471
2244	OG0002244	YKL170W	snap_masked-NODE_23_length_209387_cov_67.0528_ID_45-processed-gene-0.44-mRNA-1_1&gene=snap_masked-NODE_23_length_209387_cov_67.0528_ID_45-processed-gene-0.44&CDS=1-396
2245	OG0002245	YKL171W	maker-NODE_12_length_351220_cov_69.727_ID_23-snap-gene-0.111-mRNA-1_1&gene=maker-NODE_12_length_351220_cov_69.727_ID_23-snap-gene-0.111&CDS=1-2217
2246	OG0002246	YKL172W	snap_masked-NODE_17_length_334567_cov_67.8042_ID_33-processed-gene-2.4-mRNA-1_1&gene=snap_masked-NODE_17_length_334567_cov_67.8042_ID_33-processed-gene-2.4&CDS=1-1032
2247	OG0002247	YKL173W	maker-NODE_17_length_334567_cov_67.8042_ID_33-snap-gene-1.144-mRNA-1_1&gene=maker-NODE_17_length_334567_cov_67.8042_ID_33-snap-gene-1.144&CDS=1-4050
2248	OG0002248	YKL174C	augustus_masked-NODE_17_length_334567_cov_67.8042_ID_33-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-NODE_17_length_334567_cov_67.8042_ID_33-processed-gene-1.136&CDS=1-2016
2249	OG0002249	YKL175W	augustus_masked-NODE_6_length_511637_cov_80.4519_ID_11-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_6_length_511637_cov_80.4519_ID_11-processed-gene-0.48&CDS=1-1698
2250	OG0002250	YKL178C	snap_masked-NODE_16_length_339954_cov_73.013_ID_31-processed-gene-0.103-mRNA-1_1&gene=snap_masked-NODE_16_length_339954_cov_73.013_ID_31-processed-gene-0.103&CDS=1-1263
2251	OG0002251	YKL179C	snap_masked-NODE_38_length_139837_cov_106.657_ID_75-processed-gene-0.105-mRNA-1_1&gene=snap_masked-NODE_38_length_139837_cov_106.657_ID_75-processed-gene-0.105&CDS=1-2136
2252	OG0002252	YKL181W	augustus_masked-NODE_3_length_574203_cov_71.0128_ID_5-processed-gene-3.36-mRNA-1_1&gene=augustus_masked-NODE_3_length_574203_cov_71.0128_ID_5-processed-gene-3.36&CDS=1-1296
2253	OG0002253	YKL182W	snap_masked-NODE_48_length_101462_cov_85.2912_ID_95-processed-gene-0.19-mRNA-1_1&gene=snap_masked-NODE_48_length_101462_cov_85.2912_ID_95-processed-gene-0.19&CDS=1-6198
2254	OG0002254	YKL184W	snap_masked-NODE_3_length_574203_cov_71.0128_ID_5-processed-gene-4.148-mRNA-1_1&gene=snap_masked-NODE_3_length_574203_cov_71.0128_ID_5-processed-gene-4.148&CDS=1-1290
2255	OG0002255	YKL185W	snap_masked-NODE_3_length_574203_cov_71.0128_ID_5-processed-gene-4.105-mRNA-1_1&gene=snap_masked-NODE_3_length_574203_cov_71.0128_ID_5-processed-gene-4.105&CDS=1-1929
2256	OG0002256	YKL186C	snap_masked-NODE_3_length_574203_cov_71.0128_ID_5-processed-gene-4.145-mRNA-1_1&gene=snap_masked-NODE_3_length_574203_cov_71.0128_ID_5-processed-gene-4.145&CDS=1-600
2257	OG0002257	YKL188C	maker-NODE_9_length_435884_cov_70.8235_ID_17-augustus-gene-0.71-mRNA-1_1&gene=maker-NODE_9_length_435884_cov_70.8235_ID_17-augustus-gene-0.71&CDS=1-2850
2258	OG0002258	YKL189W	augustus_masked-NODE_17_length_334567_cov_67.8042_ID_33-processed-gene-2.189-mRNA-1_1&gene=augustus_masked-NODE_17_length_334567_cov_67.8042_ID_33-processed-gene-2.189&CDS=1-1056
2259	OG0002259	YKL190W	augustus_masked-NODE_36_length_143234_cov_69.1716_ID_71-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-NODE_36_length_143234_cov_69.1716_ID_71-processed-gene-0.131&CDS=1-528
2260	OG0002260	YKL191W	augustus_masked-NODE_14_length_343809_cov_90.6169_ID_27-processed-gene-2.73-mRNA-1_1&gene=augustus_masked-NODE_14_length_343809_cov_90.6169_ID_27-processed-gene-2.73&CDS=1-1950
2261	OG0002261	YKL192C	snap_masked-NODE_20_length_254648_cov_70.6085_ID_39-processed-gene-1.114-mRNA-1_1&gene=snap_masked-NODE_20_length_254648_cov_70.6085_ID_39-processed-gene-1.114&CDS=1-435
2262	OG0002262	YKL193C	snap_masked-NODE_2_length_577604_cov_68.7021_ID_3-processed-gene-4.28-mRNA-1_1&gene=snap_masked-NODE_2_length_577604_cov_68.7021_ID_3-processed-gene-4.28&CDS=1-1209
2263	OG0002263	YKL194C	snap_masked-NODE_91_length_9002_cov_73.5892_ID_181-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_91_length_9002_cov_73.5892_ID_181-processed-gene-0.3&CDS=1-1383
2264	OG0002264	YKL195W	snap_masked-NODE_23_length_209387_cov_67.0528_ID_45-processed-gene-1.81-mRNA-1_1&gene=snap_masked-NODE_23_length_209387_cov_67.0528_ID_45-processed-gene-1.81&CDS=1-735
2265	OG0002265	YKL196C	snap_masked-NODE_23_length_209387_cov_67.0528_ID_45-processed-gene-1.82-mRNA-1_1&gene=snap_masked-NODE_23_length_209387_cov_67.0528_ID_45-processed-gene-1.82&CDS=1-606
2266	OG0002266	YKL197C	snap_masked-NODE_25_length_206780_cov_70.5737_ID_49-processed-gene-0.59-mRNA-1_1&gene=snap_masked-NODE_25_length_206780_cov_70.5737_ID_49-processed-gene-0.59&CDS=1-3360
2267	OG0002267	YKL205W	snap_masked-NODE_88_length_13037_cov_71.0584_ID_175-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_88_length_13037_cov_71.0584_ID_175-processed-gene-0.0&CDS=1-3222
2268	OG0002268	YKL206C	snap_masked-NODE_28_length_190912_cov_99.888_ID_55-processed-gene-0.120-mRNA-1_1&gene=snap_masked-NODE_28_length_190912_cov_99.888_ID_55-processed-gene-0.120&CDS=1-969
2269	OG0002269	YKL207W	augustus_masked-NODE_17_length_334567_cov_67.8042_ID_33-processed-gene-2.133-mRNA-1_1&gene=augustus_masked-NODE_17_length_334567_cov_67.8042_ID_33-processed-gene-2.133&CDS=1-807
2270	OG0002270	YKL209C	genemark-NODE_6_length_511637_cov_80.4519_ID_11-processed-gene-0.28-mRNA-1_1&gene=genemark-NODE_6_length_511637_cov_80.4519_ID_11-processed-gene-0.28&CDS=1-3882
2271	OG0002271	YKL210W	snap_masked-NODE_6_length_511637_cov_80.4519_ID_11-processed-gene-0.84-mRNA-1_1&gene=snap_masked-NODE_6_length_511637_cov_80.4519_ID_11-processed-gene-0.84&CDS=1-3069
2272	OG0002272	YKL211C	snap_masked-NODE_23_length_209387_cov_67.0528_ID_45-processed-gene-0.46-mRNA-1_1&gene=snap_masked-NODE_23_length_209387_cov_67.0528_ID_45-processed-gene-0.46&CDS=1-1473
2273	OG0002273	YKL212W	snap_masked-NODE_23_length_209387_cov_67.0528_ID_45-processed-gene-1.47-mRNA-1_1&gene=snap_masked-NODE_23_length_209387_cov_67.0528_ID_45-processed-gene-1.47&CDS=1-1839
2274	OG0002274	YKL216W	snap_masked-NODE_13_length_350314_cov_71.6933_ID_25-processed-gene-2.100-mRNA-1_1&gene=snap_masked-NODE_13_length_350314_cov_71.6933_ID_25-processed-gene-2.100&CDS=1-1296
2275	OG0002275	YKL221W	snap_masked-NODE_46_length_114931_cov_70.3255_ID_91-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_46_length_114931_cov_70.3255_ID_91-processed-gene-0.5&CDS=1-1599
2276	OG0002276	YKR001C	snap_masked-NODE_1_length_719706_cov_69.2366_ID_1-processed-gene-0.117-mRNA-1_1&gene=snap_masked-NODE_1_length_719706_cov_69.2366_ID_1-processed-gene-0.117&CDS=1-2067
2277	OG0002277	YKR002W	snap_masked-NODE_26_length_203786_cov_80.1698_ID_51-processed-gene-1.70-mRNA-1_1&gene=snap_masked-NODE_26_length_203786_cov_80.1698_ID_51-processed-gene-1.70&CDS=1-1734
2278	OG0002278	YKR004C	augustus_masked-NODE_26_length_203786_cov_80.1698_ID_51-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NODE_26_length_203786_cov_80.1698_ID_51-processed-gene-0.92&CDS=1-981
2279	OG0002279	YKR008W	snap_masked-NODE_25_length_206780_cov_70.5737_ID_49-processed-gene-1.63-mRNA-1_1&gene=snap_masked-NODE_25_length_206780_cov_70.5737_ID_49-processed-gene-1.63&CDS=1-2022
2280	OG0002280	YKR009C	snap_masked-NODE_3_length_574203_cov_71.0128_ID_5-processed-gene-1.99-mRNA-1_1&gene=snap_masked-NODE_3_length_574203_cov_71.0128_ID_5-processed-gene-1.99&CDS=1-2712
2281	OG0002281	YKR016W	snap_masked-NODE_13_length_350314_cov_71.6933_ID_25-processed-gene-2.96-mRNA-1_1&gene=snap_masked-NODE_13_length_350314_cov_71.6933_ID_25-processed-gene-2.96&CDS=1-1605
2282	OG0002282	YKR020W	snap_masked-NODE_4_length_548857_cov_63.9947_ID_7-processed-gene-4.72-mRNA-1_1&gene=snap_masked-NODE_4_length_548857_cov_63.9947_ID_7-processed-gene-4.72&CDS=1-633
2283	OG0002283	YKR023W	augustus_masked-NODE_68_length_43719_cov_63.5871_ID_135-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_68_length_43719_cov_63.5871_ID_135-processed-gene-0.45&CDS=1-1704
2284	OG0002284	YKR024C	snap_masked-NODE_2_length_577604_cov_68.7021_ID_3-processed-gene-4.41-mRNA-1_1&gene=snap_masked-NODE_2_length_577604_cov_68.7021_ID_3-processed-gene-4.41&CDS=1-2217
2285	OG0002285	YKR025W	snap_masked-NODE_2_length_577604_cov_68.7021_ID_3-processed-gene-4.70-mRNA-1_1&gene=snap_masked-NODE_2_length_577604_cov_68.7021_ID_3-processed-gene-4.70&CDS=1-1239
2286	OG0002286	YKR026C	snap_masked-NODE_7_length_498213_cov_70.1258_ID_13-processed-gene-3.99-mRNA-1_1&gene=snap_masked-NODE_7_length_498213_cov_70.1258_ID_13-processed-gene-3.99&CDS=1-930
2287	OG0002287	YKR030W	augustus_masked-NODE_71_length_40569_cov_78.3866_ID_141-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NODE_71_length_40569_cov_78.3866_ID_141-processed-gene-0.54&CDS=1-969
2288	OG0002288	YKR031C	snap_masked-NODE_3_length_574203_cov_71.0128_ID_5-processed-gene-3.84-mRNA-1_1&gene=snap_masked-NODE_3_length_574203_cov_71.0128_ID_5-processed-gene-3.84&CDS=1-5769
2289	OG0002289	YKR035W-A	maker-NODE_26_length_203786_cov_80.1698_ID_51-snap-gene-0.66-mRNA-1_1&gene=maker-NODE_26_length_203786_cov_80.1698_ID_51-snap-gene-0.66&CDS=1-603
2290	OG0002290	YKR038C	genemark-NODE_41_length_129558_cov_66.2536_ID_81-processed-gene-0.69-mRNA-1_1&gene=genemark-NODE_41_length_129558_cov_66.2536_ID_81-processed-gene-0.69&CDS=1-1092
2291	OG0002291	YKR043C	maker-NODE_13_length_350314_cov_71.6933_ID_25-snap-gene-0.46-mRNA-1_1&gene=maker-NODE_13_length_350314_cov_71.6933_ID_25-snap-gene-0.46&CDS=1-723
2292	OG0002292	YKR050W	snap_masked-NODE_20_length_254648_cov_70.6085_ID_39-processed-gene-1.157-mRNA-1_1&gene=snap_masked-NODE_20_length_254648_cov_70.6085_ID_39-processed-gene-1.157&CDS=1-3732
2293	OG0002293	YKR051W	augustus_masked-NODE_51_length_80923_cov_113.927_ID_101-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NODE_51_length_80923_cov_113.927_ID_101-processed-gene-0.82&CDS=1-1566
2294	OG0002294	YKR054C	augustus_masked-NODE_9_length_435884_cov_70.8235_ID_17-processed-gene-2.38-mRNA-1_1&gene=augustus_masked-NODE_9_length_435884_cov_70.8235_ID_17-processed-gene-2.38&CDS=1-12327
2295	OG0002295	YKR056W	snap_masked-NODE_40_length_129560_cov_68.7669_ID_79-processed-gene-0.15-mRNA-1_1&gene=snap_masked-NODE_40_length_129560_cov_68.7669_ID_79-processed-gene-0.15&CDS=1-1761
2296	OG0002296	YKR060W	snap_masked-NODE_15_length_340512_cov_70.3414_ID_29-processed-gene-0.64-mRNA-1_1&gene=snap_masked-NODE_15_length_340512_cov_70.3414_ID_29-processed-gene-0.64&CDS=1-843
2297	OG0002297	YKR062W	snap_masked-NODE_3_length_574203_cov_71.0128_ID_5-processed-gene-3.92-mRNA-1_1&gene=snap_masked-NODE_3_length_574203_cov_71.0128_ID_5-processed-gene-3.92&CDS=1-894
2298	OG0002298	YKR063C	snap_masked-NODE_4_length_548857_cov_63.9947_ID_7-processed-gene-0.63-mRNA-1_1&gene=snap_masked-NODE_4_length_548857_cov_63.9947_ID_7-processed-gene-0.63&CDS=1-1332
2299	OG0002299	YKR065C	snap_masked-NODE_6_length_511637_cov_80.4519_ID_11-processed-gene-4.116-mRNA-1_1&gene=snap_masked-NODE_6_length_511637_cov_80.4519_ID_11-processed-gene-4.116&CDS=1-612
2300	OG0002300	YKR066C	snap_masked-NODE_6_length_511637_cov_80.4519_ID_11-processed-gene-3.30-mRNA-1_1&gene=snap_masked-NODE_6_length_511637_cov_80.4519_ID_11-processed-gene-3.30&CDS=1-1134
2301	OG0002301	YKR068C	snap_masked-NODE_56_length_73519_cov_68.6095_ID_111-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_56_length_73519_cov_68.6095_ID_111-processed-gene-0.42&CDS=1-570
2302	OG0002302	YKR069W	snap_masked-NODE_4_length_548857_cov_63.9947_ID_7-processed-gene-0.71-mRNA-1_1&gene=snap_masked-NODE_4_length_548857_cov_63.9947_ID_7-processed-gene-0.71&CDS=1-1644
2303	OG0002303	YKR070W	snap_masked-NODE_47_length_113448_cov_67.9831_ID_93-processed-gene-0.81-mRNA-1_1&gene=snap_masked-NODE_47_length_113448_cov_67.9831_ID_93-processed-gene-0.81&CDS=1-1116
2304	OG0002304	YKR071C	snap_masked-NODE_34_length_152273_cov_66.6081_ID_67-processed-gene-0.131-mRNA-1_1&gene=snap_masked-NODE_34_length_152273_cov_66.6081_ID_67-processed-gene-0.131&CDS=1-1113
2305	OG0002305	YKR074W	augustus_masked-NODE_33_length_156756_cov_89.183_ID_65-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_33_length_156756_cov_89.183_ID_65-processed-gene-0.18&CDS=1-429
2306	OG0002306	YKR079C	snap_masked-NODE_43_length_119858_cov_67.8265_ID_85-processed-gene-0.34-mRNA-1_1&gene=snap_masked-NODE_43_length_119858_cov_67.8265_ID_85-processed-gene-0.34&CDS=1-3369
2307	OG0002307	YKR080W	snap_masked-NODE_20_length_254648_cov_70.6085_ID_39-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NODE_20_length_254648_cov_70.6085_ID_39-processed-gene-0.25&CDS=1-939
2308	OG0002308	YKR081C	snap_masked-NODE_7_length_498213_cov_70.1258_ID_13-processed-gene-3.175-mRNA-1_1&gene=snap_masked-NODE_7_length_498213_cov_70.1258_ID_13-processed-gene-3.175&CDS=1-1047
2309	OG0002309	YKR084C	maker-NODE_15_length_340512_cov_70.3414_ID_29-snap-gene-1.101-mRNA-1_1&gene=maker-NODE_15_length_340512_cov_70.3414_ID_29-snap-gene-1.101&CDS=1-1869
2310	OG0002310	YKR086W	snap_masked-NODE_20_length_254648_cov_70.6085_ID_39-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_20_length_254648_cov_70.6085_ID_39-processed-gene-0.5&CDS=1-3198
2311	OG0002311	YKR087C	augustus_masked-NODE_34_length_152273_cov_66.6081_ID_67-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-NODE_34_length_152273_cov_66.6081_ID_67-processed-gene-0.76&CDS=1-1029
2312	OG0002312	YKR088C	snap_masked-NODE_46_length_114931_cov_70.3255_ID_91-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_46_length_114931_cov_70.3255_ID_91-processed-gene-0.9&CDS=1-894
2313	OG0002313	YKR089C	snap_masked-NODE_36_length_143234_cov_69.1716_ID_71-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_36_length_143234_cov_69.1716_ID_71-processed-gene-0.14&CDS=1-2586
2314	OG0002314	YKR090W	snap_masked-NODE_34_length_152273_cov_66.6081_ID_67-processed-gene-0.118-mRNA-1_1&gene=snap_masked-NODE_34_length_152273_cov_66.6081_ID_67-processed-gene-0.118&CDS=1-2985
2315	OG0002315	YKR092C	snap_masked-NODE_1_length_719706_cov_69.2366_ID_1-processed-gene-3.96-mRNA-1_1&gene=snap_masked-NODE_1_length_719706_cov_69.2366_ID_1-processed-gene-3.96&CDS=1-1098
2316	OG0002316	YKR095W-A	snap_masked-NODE_1_length_719706_cov_69.2366_ID_1-processed-gene-0.84-mRNA-1_1&gene=snap_masked-NODE_1_length_719706_cov_69.2366_ID_1-processed-gene-0.84&CDS=1-285
2317	OG0002317	YKR097W	snap_masked-NODE_2_length_577604_cov_68.7021_ID_3-processed-gene-3.67-mRNA-1_1&gene=snap_masked-NODE_2_length_577604_cov_68.7021_ID_3-processed-gene-3.67&CDS=1-1683
2318	OG0002318	YKR099W	snap_masked-NODE_2_length_577604_cov_68.7021_ID_3-processed-gene-2.24-mRNA-1_1&gene=snap_masked-NODE_2_length_577604_cov_68.7021_ID_3-processed-gene-2.24&CDS=1-2232
2319	OG0002319	YLL001W	snap_masked-NODE_15_length_340512_cov_70.3414_ID_29-processed-gene-0.74-mRNA-1_1&gene=snap_masked-NODE_15_length_340512_cov_70.3414_ID_29-processed-gene-0.74&CDS=1-2313
2320	OG0002320	YLL002W	maker-NODE_15_length_340512_cov_70.3414_ID_29-snap-gene-0.138-mRNA-1_1&gene=maker-NODE_15_length_340512_cov_70.3414_ID_29-snap-gene-0.138&CDS=1-1386
2321	OG0002321	YLL005C	augustus_masked-NODE_11_length_356766_cov_67.6943_ID_21-processed-gene-1.95-mRNA-1_1&gene=augustus_masked-NODE_11_length_356766_cov_67.6943_ID_21-processed-gene-1.95&CDS=1-2952
2322	OG0002322	YLL006W	snap_masked-NODE_11_length_356766_cov_67.6943_ID_21-processed-gene-1.73-mRNA-1_1&gene=snap_masked-NODE_11_length_356766_cov_67.6943_ID_21-processed-gene-1.73&CDS=1-1218
2323	OG0002323	YLL007C	augustus_masked-NODE_25_length_206780_cov_70.5737_ID_49-processed-gene-1.149-mRNA-1_1&gene=augustus_masked-NODE_25_length_206780_cov_70.5737_ID_49-processed-gene-1.149&CDS=1-1890
2324	OG0002324	YLL008W	augustus_masked-NODE_25_length_206780_cov_70.5737_ID_49-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-NODE_25_length_206780_cov_70.5737_ID_49-processed-gene-1.123&CDS=1-2304
2325	OG0002325	YLL009C	genemark-NODE_6_length_511637_cov_80.4519_ID_11-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_6_length_511637_cov_80.4519_ID_11-processed-gene-0.19&CDS=1-183
2326	OG0002326	YLL010C	snap_masked-NODE_31_length_174477_cov_101.441_ID_61-processed-gene-0.163-mRNA-1_1&gene=snap_masked-NODE_31_length_174477_cov_101.441_ID_61-processed-gene-0.163&CDS=1-1149
2327	OG0002327	YLL011W	snap_masked-NODE_10_length_393138_cov_68.3325_ID_19-processed-gene-2.152-mRNA-1_1&gene=snap_masked-NODE_10_length_393138_cov_68.3325_ID_19-processed-gene-2.152&CDS=1-1374
2328	OG0002328	YLL014W	snap_masked-NODE_18_length_291584_cov_90.0546_ID_35-processed-gene-0.60-mRNA-1_1&gene=snap_masked-NODE_18_length_291584_cov_90.0546_ID_35-processed-gene-0.60&CDS=1-423
2329	OG0002329	YLL018C	snap_masked-NODE_69_length_42789_cov_65.1956_ID_137-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NODE_69_length_42789_cov_65.1956_ID_137-processed-gene-0.26&CDS=1-1671
2330	OG0002330	YLL018C-A	snap_masked-NODE_1_length_719706_cov_69.2366_ID_1-processed-gene-2.145-mRNA-1_1&gene=snap_masked-NODE_1_length_719706_cov_69.2366_ID_1-processed-gene-2.145&CDS=1-291
2331	OG0002331	YLL019C	snap_masked-NODE_1_length_719706_cov_69.2366_ID_1-processed-gene-2.144-mRNA-1_1&gene=snap_masked-NODE_1_length_719706_cov_69.2366_ID_1-processed-gene-2.144&CDS=1-2217
2332	OG0002332	YLL021W	snap_masked-NODE_37_length_142714_cov_69.3347_ID_73-processed-gene-0.91-mRNA-1_1&gene=snap_masked-NODE_37_length_142714_cov_69.3347_ID_73-processed-gene-0.91&CDS=1-4692
2333	OG0002333	YLL023C	snap_masked-NODE_1_length_719706_cov_69.2366_ID_1-processed-gene-1.64-mRNA-1_1&gene=snap_masked-NODE_1_length_719706_cov_69.2366_ID_1-processed-gene-1.64&CDS=1-825
2334	OG0002334	YLL026W	snap_masked-NODE_4_length_548857_cov_63.9947_ID_7-processed-gene-4.71-mRNA-1_1&gene=snap_masked-NODE_4_length_548857_cov_63.9947_ID_7-processed-gene-4.71&CDS=1-2706
2335	OG0002335	YLL027W	snap_masked-NODE_10_length_393138_cov_68.3325_ID_19-processed-gene-0.63-mRNA-1_1&gene=snap_masked-NODE_10_length_393138_cov_68.3325_ID_19-processed-gene-0.63&CDS=1-654
2336	OG0002336	YLL028W	snap_masked-NODE_7_length_498213_cov_70.1258_ID_13-processed-gene-0.122-mRNA-1_1&gene=snap_masked-NODE_7_length_498213_cov_70.1258_ID_13-processed-gene-0.122&CDS=1-1839
2337	OG0002337	YLL029W	snap_masked-NODE_10_length_393138_cov_68.3325_ID_19-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_10_length_393138_cov_68.3325_ID_19-processed-gene-0.42&CDS=1-2265
2338	OG0002338	YLL031C	snap_masked-NODE_24_length_208480_cov_68.3436_ID_47-processed-gene-1.54-mRNA-1_1&gene=snap_masked-NODE_24_length_208480_cov_68.3436_ID_47-processed-gene-1.54&CDS=1-3069
2339	OG0002339	YLL032C	augustus_masked-NODE_24_length_208480_cov_68.3436_ID_47-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-NODE_24_length_208480_cov_68.3436_ID_47-processed-gene-1.23&CDS=1-3057
2340	OG0002340	YLL034C	snap_masked-NODE_5_length_517853_cov_64.868_ID_9-processed-gene-1.3-mRNA-1_1&gene=snap_masked-NODE_5_length_517853_cov_64.868_ID_9-processed-gene-1.3&CDS=1-2532
