	OrthologID	Metschnikowia_shivogae	Saccharomyces_cerevisiae
1851	OG0001851	genemark-shi_s51-processed-gene-2.115-mRNA-1_1&gene=genemark-shi_s51-processed-gene-2.115&CDS=1-4581	YPL167C
1852	OG0001852	genemark-shi_s51-processed-gene-2.140-mRNA-1_1&gene=genemark-shi_s51-processed-gene-2.140&CDS=1-720	YFL031W
1853	OG0001853	genemark-shi_s51-processed-gene-2.141-mRNA-1_1&gene=genemark-shi_s51-processed-gene-2.141&CDS=1-1797	YJL100W
1854	OG0001854	genemark-shi_s51-processed-gene-2.119-mRNA-1_1&gene=genemark-shi_s51-processed-gene-2.119&CDS=1-2922	YBR281C
1855	OG0001855	genemark-shi_s51-processed-gene-2.120-mRNA-1_1&gene=genemark-shi_s51-processed-gene-2.120&CDS=1-1065	YHR085W
1856	OG0001856	genemark-shi_s51-processed-gene-2.121-mRNA-1_1&gene=genemark-shi_s51-processed-gene-2.121&CDS=1-726	YHR038W
1857	OG0001857	augustus_masked-shi_s51-processed-gene-2.40-mRNA-1_1&gene=augustus_masked-shi_s51-processed-gene-2.40&CDS=1-2508	YLR268W
1858	OG0001858	genemark-shi_s51-processed-gene-2.146-mRNA-1_1&gene=genemark-shi_s51-processed-gene-2.146&CDS=1-1314	YOR260W
1859	OG0001859	genemark-shi_s51-processed-gene-2.123-mRNA-1_1&gene=genemark-shi_s51-processed-gene-2.123&CDS=1-1269	YOR259C
1860	OG0001860	augustus_masked-shi_s51-processed-gene-2.42-mRNA-1_1&gene=augustus_masked-shi_s51-processed-gene-2.42&CDS=1-1404	YOR257W
1861	OG0001861	snap_masked-shi_s51-processed-gene-2.96-mRNA-1_1&gene=snap_masked-shi_s51-processed-gene-2.96&CDS=1-1332	YPL175W
1862	OG0001862	snap_masked-shi_s51-processed-gene-2.97-mRNA-1_1&gene=snap_masked-shi_s51-processed-gene-2.97&CDS=1-1743	YPL169C
1863	OG0001863	snap_masked-shi_s51-processed-gene-2.98-mRNA-1_1&gene=snap_masked-shi_s51-processed-gene-2.98&CDS=1-435	YPL170W
1864	OG0001864	genemark-shi_s51-processed-gene-2.125-mRNA-1_1&gene=genemark-shi_s51-processed-gene-2.125&CDS=1-522	YOR253W
1865	OG0001865	genemark-shi_s51-processed-gene-2.151-mRNA-1_1&gene=genemark-shi_s51-processed-gene-2.151&CDS=1-2061	YOR254C
1866	OG0001866	genemark-shi_s51-processed-gene-2.152-mRNA-1_1&gene=genemark-shi_s51-processed-gene-2.152&CDS=1-1767	YMR120C
1867	OG0001867	genemark-shi_s51-processed-gene-2.154-mRNA-1_1&gene=genemark-shi_s51-processed-gene-2.154&CDS=1-666	YER004W
1868	OG0001868	genemark-shi_s51-processed-gene-2.128-mRNA-1_1&gene=genemark-shi_s51-processed-gene-2.128&CDS=1-651	YPR124W
1869	OG0001869	augustus_masked-shi_s51-processed-gene-3.102-mRNA-1_1&gene=augustus_masked-shi_s51-processed-gene-3.102&CDS=1-3291	YPR055W
1870	OG0001870	genemark-shi_s51-processed-gene-3.53-mRNA-1_1&gene=genemark-shi_s51-processed-gene-3.53&CDS=1-858	YBR101C
1871	OG0001871	genemark-shi_s51-processed-gene-3.51-mRNA-1_1&gene=genemark-shi_s51-processed-gene-3.51&CDS=1-1251	YCR012W
1872	OG0001872	genemark-shi_s51-processed-gene-3.54-mRNA-1_1&gene=genemark-shi_s51-processed-gene-3.54&CDS=1-1953	YBR041W
1873	OG0001873	genemark-shi_s51-processed-gene-3.56-mRNA-1_1&gene=genemark-shi_s51-processed-gene-3.56&CDS=1-1380	YER141W
1874	OG0001874	genemark-shi_s51-processed-gene-3.77-mRNA-1_1&gene=genemark-shi_s51-processed-gene-3.77&CDS=1-1986	YER140W
1875	OG0001875	genemark-shi_s51-processed-gene-3.79-mRNA-1_1&gene=genemark-shi_s51-processed-gene-3.79&CDS=1-3789	YOL075C
1876	OG0001876	genemark-shi_s51-processed-gene-3.80-mRNA-1_1&gene=genemark-shi_s51-processed-gene-3.80&CDS=1-1656	YFR028C
1877	OG0001877	genemark-shi_s51-processed-gene-3.59-mRNA-1_1&gene=genemark-shi_s51-processed-gene-3.59&CDS=1-699	YDR064W
1878	OG0001878	genemark-shi_s51-processed-gene-3.81-mRNA-1_1&gene=genemark-shi_s51-processed-gene-3.81&CDS=1-456	YMR260C
1879	OG0001879	genemark-shi_s51-processed-gene-3.60-mRNA-1_1&gene=genemark-shi_s51-processed-gene-3.60&CDS=1-930	YML112W
1880	OG0001880	genemark-shi_s51-processed-gene-3.83-mRNA-1_1&gene=genemark-shi_s51-processed-gene-3.83&CDS=1-744	YDR050C
1881	OG0001881	augustus_masked-shi_s51-processed-gene-3.133-mRNA-1_1&gene=augustus_masked-shi_s51-processed-gene-3.133&CDS=1-963	YDR051C
1882	OG0001882	genemark-shi_s51-processed-gene-3.86-mRNA-1_1&gene=genemark-shi_s51-processed-gene-3.86&CDS=1-903	YBR061C
1883	OG0001883	genemark-shi_s51-processed-gene-3.62-mRNA-1_1&gene=genemark-shi_s51-processed-gene-3.62&CDS=1-774	YDR041W
1884	OG0001884	genemark-shi_s51-processed-gene-3.89-mRNA-1_1&gene=genemark-shi_s51-processed-gene-3.89&CDS=1-1215	YGR286C
1885	OG0001885	genemark-shi_s51-processed-gene-3.64-mRNA-1_1&gene=genemark-shi_s51-processed-gene-3.64&CDS=1-1689	YDR232W
1886	OG0001886	genemark-shi_s51-processed-gene-3.65-mRNA-1_1&gene=genemark-shi_s51-processed-gene-3.65&CDS=1-2460	YNL126W
1887	OG0001887	genemark-shi_s51-processed-gene-3.66-mRNA-1_1&gene=genemark-shi_s51-processed-gene-3.66&CDS=1-846	YOR100C
1888	OG0001888	augustus_masked-shi_s51-processed-gene-3.140-mRNA-1_1&gene=augustus_masked-shi_s51-processed-gene-3.140&CDS=1-2883	YOR340C
1889	OG0001889	genemark-shi_s51-processed-gene-3.68-mRNA-1_1&gene=genemark-shi_s51-processed-gene-3.68&CDS=1-1077	YAL034W-A
1890	OG0001890	genemark-shi_s51-processed-gene-3.69-mRNA-1_1&gene=genemark-shi_s51-processed-gene-3.69&CDS=1-1089	YNR015W
1891	OG0001891	genemark-shi_s51-processed-gene-3.95-mRNA-1_1&gene=genemark-shi_s51-processed-gene-3.95&CDS=1-621	YNR017W
1892	OG0001892	maker-shi_s51-snap-gene-3.149-mRNA-1_1&gene=maker-shi_s51-snap-gene-3.149&CDS=1-6885	YNR016C
1893	OG0001893	genemark-shi_s51-processed-gene-3.73-mRNA-1_1&gene=genemark-shi_s51-processed-gene-3.73&CDS=1-837	YCR059C
1894	OG0001894	genemark-shi_s51-processed-gene-3.74-mRNA-1_1&gene=genemark-shi_s51-processed-gene-3.74&CDS=1-2730	YCR057C
1895	OG0001895	genemark-shi_s51-processed-gene-3.75-mRNA-1_1&gene=genemark-shi_s51-processed-gene-3.75&CDS=1-2085	YFR015C
1896	OG0001896	genemark-shi_s51-processed-gene-3.76-mRNA-1_1&gene=genemark-shi_s51-processed-gene-3.76&CDS=1-414	YER112W
1897	OG0001897	genemark-shi_s51-processed-gene-3.99-mRNA-1_1&gene=genemark-shi_s51-processed-gene-3.99&CDS=1-1152	YBL086C
1898	OG0001898	genemark-shi_s51-processed-gene-4.124-mRNA-1_1&gene=genemark-shi_s51-processed-gene-4.124&CDS=1-621	YHR122W
1899	OG0001899	genemark-shi_s51-processed-gene-4.125-mRNA-1_1&gene=genemark-shi_s51-processed-gene-4.125&CDS=1-336	YNL135C
1900	OG0001900	genemark-shi_s51-processed-gene-4.121-mRNA-1_1&gene=genemark-shi_s51-processed-gene-4.121&CDS=1-1593	YLR392C
1901	OG0001901	genemark-shi_s51-processed-gene-4.123-mRNA-1_1&gene=genemark-shi_s51-processed-gene-4.123&CDS=1-1068	YNL128W
1902	OG0001902	genemark-shi_s51-processed-gene-4.155-mRNA-1_1&gene=genemark-shi_s51-processed-gene-4.155&CDS=1-594	YHR121W
1903	OG0001903	genemark-shi_s51-processed-gene-4.156-mRNA-1_1&gene=genemark-shi_s51-processed-gene-4.156&CDS=1-2907	YNL127W
1904	OG0001904	snap_masked-shi_s51-processed-gene-4.71-mRNA-1_1&gene=snap_masked-shi_s51-processed-gene-4.71&CDS=1-2235	YNL258C
1905	OG0001905	snap_masked-shi_s51-processed-gene-4.103-mRNA-1_1&gene=snap_masked-shi_s51-processed-gene-4.103&CDS=1-219	YNL259C
1906	OG0001906	genemark-shi_s51-processed-gene-4.158-mRNA-1_1&gene=genemark-shi_s51-processed-gene-4.158&CDS=1-858	YDR405W
1907	OG0001907	genemark-shi_s51-processed-gene-4.131-mRNA-1_1&gene=genemark-shi_s51-processed-gene-4.131&CDS=1-3705	YOR151C
1908	OG0001908	genemark-shi_s51-processed-gene-4.159-mRNA-1_1&gene=genemark-shi_s51-processed-gene-4.159&CDS=1-519	YOR150W
1909	OG0001909	genemark-shi_s51-processed-gene-4.132-mRNA-1_1&gene=genemark-shi_s51-processed-gene-4.132&CDS=1-519	YDR404C
1910	OG0001910	genemark-shi_s51-processed-gene-4.161-mRNA-1_1&gene=genemark-shi_s51-processed-gene-4.161&CDS=1-1812	YDR341C
1911	OG0001911	genemark-shi_s51-processed-gene-4.135-mRNA-1_1&gene=genemark-shi_s51-processed-gene-4.135&CDS=1-558	YDR339C
1912	OG0001912	genemark-shi_s51-processed-gene-4.162-mRNA-1_1&gene=genemark-shi_s51-processed-gene-4.162&CDS=1-573	YJR069C
1913	OG0001913	genemark-shi_s51-processed-gene-4.164-mRNA-1_1&gene=genemark-shi_s51-processed-gene-4.164&CDS=1-906	YOR143C
1914	OG0001914	genemark-shi_s51-processed-gene-4.138-mRNA-1_1&gene=genemark-shi_s51-processed-gene-4.138&CDS=1-474	YMR236W
1915	OG0001915	genemark-shi_s51-processed-gene-4.165-mRNA-1_1&gene=genemark-shi_s51-processed-gene-4.165&CDS=1-480	YML030W
1916	OG0001916	genemark-shi_s51-processed-gene-4.166-mRNA-1_1&gene=genemark-shi_s51-processed-gene-4.166&CDS=1-2211	YDR006C
1917	OG0001917	genemark-shi_s51-processed-gene-4.167-mRNA-1_1&gene=genemark-shi_s51-processed-gene-4.167&CDS=1-1332	YDR375C
1918	OG0001918	genemark-shi_s51-processed-gene-4.143-mRNA-1_1&gene=genemark-shi_s51-processed-gene-4.143&CDS=1-6576	YCR011C
1919	OG0001919	genemark-shi_s51-processed-gene-4.168-mRNA-1_1&gene=genemark-shi_s51-processed-gene-4.168&CDS=1-1128	YDR346C
1920	OG0001920	genemark-shi_s51-processed-gene-4.145-mRNA-1_1&gene=genemark-shi_s51-processed-gene-4.145&CDS=1-2406	YOR141C
1921	OG0001921	genemark-shi_s51-processed-gene-4.146-mRNA-1_1&gene=genemark-shi_s51-processed-gene-4.146&CDS=1-972	YOR142W
1922	OG0001922	genemark-shi_s51-processed-gene-4.147-mRNA-1_1&gene=genemark-shi_s51-processed-gene-4.147&CDS=1-468	YHR059W
1923	OG0001923	maker-shi_s51-augustus-gene-4.8-mRNA-1_1&gene=maker-shi_s51-augustus-gene-4.8&CDS=1-1314	YDR305C
1924	OG0001924	genemark-shi_s51-processed-gene-4.149-mRNA-1_1&gene=genemark-shi_s51-processed-gene-4.149&CDS=1-2349	YBR080C
1925	OG0001925	augustus_masked-shi_s51-processed-gene-4.41-mRNA-1_1&gene=augustus_masked-shi_s51-processed-gene-4.41&CDS=1-2817	YDR176W
1926	OG0001926	genemark-shi_s51-processed-gene-4.172-mRNA-1_1&gene=genemark-shi_s51-processed-gene-4.172&CDS=1-1410	YLR163C
1927	OG0001927	genemark-shi_s51-processed-gene-5.6-mRNA-1_1&gene=genemark-shi_s51-processed-gene-5.6&CDS=1-645	YDR183W
1928	OG0001928	genemark-shi_s51-processed-gene-5.7-mRNA-1_1&gene=genemark-shi_s51-processed-gene-5.7&CDS=1-450	YLR167W
1929	OG0001929	genemark-shi_s51-processed-gene-5.8-mRNA-1_1&gene=genemark-shi_s51-processed-gene-5.8&CDS=1-2463	YLR166C
1930	OG0001930	genemark-shi_s51-processed-gene-5.9-mRNA-1_1&gene=genemark-shi_s51-processed-gene-5.9&CDS=1-813	YDR181C
1931	OG0001931	augustus_masked-shi_s51-processed-gene-5.120-mRNA-1_1&gene=augustus_masked-shi_s51-processed-gene-5.120&CDS=1-4422	YDR180W
1932	OG0001932	genemark-shi_s51-processed-gene-5.35-mRNA-1_1&gene=genemark-shi_s51-processed-gene-5.35&CDS=1-1071	YLR246W
1933	OG0001933	genemark-shi_s51-processed-gene-5.14-mRNA-1_1&gene=genemark-shi_s51-processed-gene-5.14&CDS=1-870	YLR239C
1934	OG0001934	genemark-shi_s51-processed-gene-5.38-mRNA-1_1&gene=genemark-shi_s51-processed-gene-5.38&CDS=1-495	YDR201W
1935	OG0001935	maker-shi_s51-snap-gene-5.0-mRNA-1_1&gene=maker-shi_s51-snap-gene-5.0&CDS=1-1566	YDR204W
1936	OG0001936	genemark-shi_s51-processed-gene-5.39-mRNA-1_1&gene=genemark-shi_s51-processed-gene-5.39&CDS=1-324	YDR357C
1937	OG0001937	maker-shi_s51-augustus-gene-5.112-mRNA-1_1&gene=maker-shi_s51-augustus-gene-5.112&CDS=1-1740	YHR108W
1938	OG0001938	snap_masked-shi_s51-processed-gene-5.94-mRNA-1_1&gene=snap_masked-shi_s51-processed-gene-5.94&CDS=1-6363	YDL171C
1939	OG0001939	snap_masked-shi_s51-processed-gene-5.70-mRNA-1_1&gene=snap_masked-shi_s51-processed-gene-5.70&CDS=1-1053	YCR035C
1940	OG0001940	genemark-shi_s51-processed-gene-5.19-mRNA-1_1&gene=genemark-shi_s51-processed-gene-5.19&CDS=1-8235	YCR032W
1941	OG0001941	genemark-shi_s51-processed-gene-5.44-mRNA-1_1&gene=genemark-shi_s51-processed-gene-5.44&CDS=1-390	YJL190C
1942	OG0001942	genemark-shi_s51-processed-gene-5.45-mRNA-1_1&gene=genemark-shi_s51-processed-gene-5.45&CDS=1-2331	YNL045W
1943	OG0001943	genemark-shi_s51-processed-gene-5.21-mRNA-1_1&gene=genemark-shi_s51-processed-gene-5.21&CDS=1-1623	YBR007C
1944	OG0001944	snap_masked-shi_s51-processed-gene-5.75-mRNA-1_1&gene=snap_masked-shi_s51-processed-gene-5.75&CDS=1-1344	YPR045C
1945	OG0001945	genemark-shi_s51-processed-gene-5.47-mRNA-1_1&gene=genemark-shi_s51-processed-gene-5.47&CDS=1-708	YJR099W
1946	OG0001946	genemark-shi_s51-processed-gene-5.25-mRNA-1_1&gene=genemark-shi_s51-processed-gene-5.25&CDS=1-1959	YDL167C
1947	OG0001947	genemark-shi_s51-processed-gene-5.26-mRNA-1_1&gene=genemark-shi_s51-processed-gene-5.26&CDS=1-714	YPR183W
1948	OG0001948	genemark-shi_s51-processed-gene-5.27-mRNA-1_1&gene=genemark-shi_s51-processed-gene-5.27&CDS=1-1752	YDR390C
1949	OG0001949	genemark-shi_s51-processed-gene-5.28-mRNA-1_1&gene=genemark-shi_s51-processed-gene-5.28&CDS=1-378	YOR122C
1950	OG0001950	genemark-shi_s51-processed-gene-5.53-mRNA-1_1&gene=genemark-shi_s51-processed-gene-5.53&CDS=1-2466	YDL126C
1951	OG0001951	genemark-shi_s51-processed-gene-5.32-mRNA-1_1&gene=genemark-shi_s51-processed-gene-5.32&CDS=1-441	YDL125C
1952	OG0001952	genemark-shi_s51-processed-gene-5.33-mRNA-1_1&gene=genemark-shi_s51-processed-gene-5.33&CDS=1-618	YBL102W
1953	OG0001953	snap_masked-shi_s51-processed-gene-5.109-mRNA-1_1&gene=snap_masked-shi_s51-processed-gene-5.109&CDS=1-1317	YHR111W
1954	OG0001954	maker-shi_s51-augustus-gene-6.137-mRNA-1_1&gene=maker-shi_s51-augustus-gene-6.137&CDS=1-2448	YPL214C
1955	OG0001955	augustus_masked-shi_s51-processed-gene-6.150-mRNA-1_1&gene=augustus_masked-shi_s51-processed-gene-6.150&CDS=1-1467	YPL262W
1956	OG0001956	genemark-shi_s51-processed-gene-6.73-mRNA-1_1&gene=genemark-shi_s51-processed-gene-6.73&CDS=1-2598	YER162C
1957	OG0001957	maker-shi_s51-augustus-gene-6.133-mRNA-1_1&gene=maker-shi_s51-augustus-gene-6.133&CDS=1-6525	YDR090C
1958	OG0001958	genemark-shi_s51-processed-gene-6.80-mRNA-1_1&gene=genemark-shi_s51-processed-gene-6.80&CDS=1-2244	YJR143C
1959	OG0001959	genemark-shi_s51-processed-gene-6.81-mRNA-1_1&gene=genemark-shi_s51-processed-gene-6.81&CDS=1-1170	YHR201C
1960	OG0001960	genemark-shi_s51-processed-gene-6.108-mRNA-1_1&gene=genemark-shi_s51-processed-gene-6.108&CDS=1-1677	YJR141W
1961	OG0001961	genemark-shi_s51-processed-gene-6.82-mRNA-1_1&gene=genemark-shi_s51-processed-gene-6.82&CDS=1-762	YMR048W
1962	OG0001962	genemark-shi_s51-processed-gene-6.110-mRNA-1_1&gene=genemark-shi_s51-processed-gene-6.110&CDS=1-783	YHR200W
1963	OG0001963	genemark-shi_s51-processed-gene-6.111-mRNA-1_1&gene=genemark-shi_s51-processed-gene-6.111&CDS=1-4251	YJR137C
1964	OG0001964	genemark-shi_s51-processed-gene-6.83-mRNA-1_1&gene=genemark-shi_s51-processed-gene-6.83&CDS=1-2520	YDR089W
1965	OG0001965	genemark-shi_s51-processed-gene-6.114-mRNA-1_1&gene=genemark-shi_s51-processed-gene-6.114&CDS=1-534	YJR025C
1966	OG0001966	genemark-shi_s51-processed-gene-6.85-mRNA-1_1&gene=genemark-shi_s51-processed-gene-6.85&CDS=1-864	YOR223W
1967	OG0001967	genemark-shi_s51-processed-gene-6.86-mRNA-1_1&gene=genemark-shi_s51-processed-gene-6.86&CDS=1-852	YPL134C
1968	OG0001968	genemark-shi_s51-processed-gene-6.88-mRNA-1_1&gene=genemark-shi_s51-processed-gene-6.88&CDS=1-2163	YOR206W
1969	OG0001969	genemark-shi_s51-processed-gene-6.116-mRNA-1_1&gene=genemark-shi_s51-processed-gene-6.116&CDS=1-1464	YPL133C
1970	OG0001970	snap_masked-shi_s51-processed-gene-6.53-mRNA-1_1&gene=snap_masked-shi_s51-processed-gene-6.53&CDS=1-3477	YOR207C
1971	OG0001971	snap_masked-shi_s51-processed-gene-6.54-mRNA-1_1&gene=snap_masked-shi_s51-processed-gene-6.54&CDS=1-1521	YPL122C
1972	OG0001972	genemark-shi_s51-processed-gene-6.119-mRNA-1_1&gene=genemark-shi_s51-processed-gene-6.119&CDS=1-1575	YHR168W
1973	OG0001973	genemark-shi_s51-processed-gene-6.91-mRNA-1_1&gene=genemark-shi_s51-processed-gene-6.91&CDS=1-1299	YHR169W
1974	OG0001974	augustus_masked-shi_s51-processed-gene-6.166-mRNA-1_1&gene=augustus_masked-shi_s51-processed-gene-6.166&CDS=1-4533	YGR245C
1975	OG0001975	genemark-shi_s51-processed-gene-6.120-mRNA-1_1&gene=genemark-shi_s51-processed-gene-6.120&CDS=1-1089	YDR174W
1976	OG0001976	genemark-shi_s51-processed-gene-6.94-mRNA-1_1&gene=genemark-shi_s51-processed-gene-6.94&CDS=1-960	YOR221C
1977	OG0001977	genemark-shi_s51-processed-gene-6.96-mRNA-1_1&gene=genemark-shi_s51-processed-gene-6.96&CDS=1-531	YOR285W
1978	OG0001978	genemark-shi_s51-processed-gene-6.121-mRNA-1_1&gene=genemark-shi_s51-processed-gene-6.121&CDS=1-876	YOR287C
1979	OG0001979	snap_masked-shi_s51-processed-gene-6.31-mRNA-1_1&gene=snap_masked-shi_s51-processed-gene-6.31&CDS=1-1197	YGR244C
1980	OG0001980	genemark-shi_s51-processed-gene-6.98-mRNA-1_1&gene=genemark-shi_s51-processed-gene-6.98&CDS=1-756	YGR253C
1981	OG0001981	augustus_masked-shi_s51-processed-gene-6.196-mRNA-1_1&gene=augustus_masked-shi_s51-processed-gene-6.196&CDS=1-2574	YHR172W
1982	OG0001982	genemark-shi_s51-processed-gene-6.123-mRNA-1_1&gene=genemark-shi_s51-processed-gene-6.123&CDS=1-1872	YHR171W
1983	OG0001983	genemark-shi_s51-processed-gene-6.124-mRNA-1_1&gene=genemark-shi_s51-processed-gene-6.124&CDS=1-1518	YHR170W
1984	OG0001984	genemark-shi_s51-processed-gene-6.99-mRNA-1_1&gene=genemark-shi_s51-processed-gene-6.99&CDS=1-1488	YGR252W
1985	OG0001985	maker-shi_s51-augustus-gene-6.136-mRNA-1_1&gene=maker-shi_s51-augustus-gene-6.136&CDS=1-1389	YJL030W
1986	OG0001986	genemark-shi_s51-processed-gene-6.125-mRNA-1_1&gene=genemark-shi_s51-processed-gene-6.125&CDS=1-1233	YJL006C
1987	OG0001987	genemark-shi_s51-processed-gene-6.127-mRNA-1_1&gene=genemark-shi_s51-processed-gene-6.127&CDS=1-2385	YMR049C
1988	OG0001988	genemark-shi_s51-processed-gene-6.128-mRNA-1_1&gene=genemark-shi_s51-processed-gene-6.128&CDS=1-876	YPR139C
1989	OG0001989	augustus_masked-shi_s51-processed-gene-6.204-mRNA-1_1&gene=augustus_masked-shi_s51-processed-gene-6.204&CDS=1-3015	YFL025C
1990	OG0001990	genemark-shi_s51-processed-gene-6.106-mRNA-1_1&gene=genemark-shi_s51-processed-gene-6.106&CDS=1-633	YKL142W
1991	OG0001991	genemark-shi_s53-processed-gene-0.20-mRNA-1_1&gene=genemark-shi_s53-processed-gene-0.20&CDS=1-657	YLR078C
1992	OG0001992	genemark-shi_s53-processed-gene-0.21-mRNA-1_1&gene=genemark-shi_s53-processed-gene-0.21&CDS=1-582	YFL046W
1993	OG0001993	genemark-shi_s53-processed-gene-0.0-mRNA-1_1&gene=genemark-shi_s53-processed-gene-0.0&CDS=1-1848	YLR077W
1994	OG0001994	maker-shi_s53-augustus-gene-0.129-mRNA-1_1&gene=maker-shi_s53-augustus-gene-0.129&CDS=1-1431	YLR075W
1995	OG0001995	genemark-shi_s53-processed-gene-0.1-mRNA-1_1&gene=genemark-shi_s53-processed-gene-0.1&CDS=1-483	YLR074C
1996	OG0001996	genemark-shi_s53-processed-gene-0.2-mRNA-1_1&gene=genemark-shi_s53-processed-gene-0.2&CDS=1-1434	YDR299W
1997	OG0001997	genemark-shi_s53-processed-gene-0.24-mRNA-1_1&gene=genemark-shi_s53-processed-gene-0.24&CDS=1-366	YNL081C
1998	OG0001998	genemark-shi_s53-processed-gene-0.25-mRNA-1_1&gene=genemark-shi_s53-processed-gene-0.25&CDS=1-903	YNL080C
1999	OG0001999	snap_masked-shi_s53-processed-gene-0.44-mRNA-1_1&gene=snap_masked-shi_s53-processed-gene-0.44&CDS=1-270	YDR378C
2000	OG0002000	snap_masked-shi_s53-processed-gene-0.45-mRNA-1_1&gene=snap_masked-shi_s53-processed-gene-0.45&CDS=1-243	YDR377W
2001	OG0002001	genemark-shi_s53-processed-gene-0.30-mRNA-1_1&gene=genemark-shi_s53-processed-gene-0.30&CDS=1-3540	YPL217C
2002	OG0002002	snap_masked-shi_s53-processed-gene-0.78-mRNA-1_1&gene=snap_masked-shi_s53-processed-gene-0.78&CDS=1-252	YMR286W
2003	OG0002003	genemark-shi_s53-processed-gene-0.37-mRNA-1_1&gene=genemark-shi_s53-processed-gene-0.37&CDS=1-1551	YJL153C
2004	OG0002004	genemark-shi_s53-processed-gene-0.8-mRNA-1_1&gene=genemark-shi_s53-processed-gene-0.8&CDS=1-921	YLR286C
2005	OG0002005	genemark-shi_s53-processed-gene-0.38-mRNA-1_1&gene=genemark-shi_s53-processed-gene-0.38&CDS=1-696	YOR305W
2006	OG0002006	snap_masked-shi_s53-processed-gene-0.82-mRNA-1_1&gene=snap_masked-shi_s53-processed-gene-0.82&CDS=1-1083	YMR240C
2007	OG0002007	genemark-shi_s53-processed-gene-0.12-mRNA-1_1&gene=genemark-shi_s53-processed-gene-0.12&CDS=1-1917	YDR057W
2008	OG0002008	genemark-shi_s53-processed-gene-0.13-mRNA-1_1&gene=genemark-shi_s53-processed-gene-0.13&CDS=1-1275	YLR203C
2009	OG0002009	genemark-shi_s53-processed-gene-0.14-mRNA-1_1&gene=genemark-shi_s53-processed-gene-0.14&CDS=1-1647	YDR188W
2010	OG0002010	genemark-shi_s53-processed-gene-0.16-mRNA-1_1&gene=genemark-shi_s53-processed-gene-0.16&CDS=1-1905	YDR189W
2011	OG0002011	genemark-shi_s53-processed-gene-0.40-mRNA-1_1&gene=genemark-shi_s53-processed-gene-0.40&CDS=1-1368	YDR190C
2012	OG0002012	genemark-shi_s53-processed-gene-1.43-mRNA-1_1&gene=genemark-shi_s53-processed-gene-1.43&CDS=1-828	YLR243W
2013	OG0002013	snap_masked-shi_s53-processed-gene-1.4-mRNA-1_1&gene=snap_masked-shi_s53-processed-gene-1.4&CDS=1-1797	YDR205W
2014	OG0002014	genemark-shi_s53-processed-gene-1.41-mRNA-1_1&gene=genemark-shi_s53-processed-gene-1.41&CDS=1-1275	YOR117W
2015	OG0002015	genemark-shi_s53-processed-gene-1.45-mRNA-1_1&gene=genemark-shi_s53-processed-gene-1.45&CDS=1-207	YDR363W-A
2016	OG0002016	genemark-shi_s53-processed-gene-1.42-mRNA-1_1&gene=genemark-shi_s53-processed-gene-1.42&CDS=1-4371	YOR116C
2017	OG0002017	genemark-shi_s53-processed-gene-1.69-mRNA-1_1&gene=genemark-shi_s53-processed-gene-1.69&CDS=1-1191	YER178W
2018	OG0002018	snap_masked-shi_s53-processed-gene-1.7-mRNA-1_1&gene=snap_masked-shi_s53-processed-gene-1.7&CDS=1-285	YBL059C-A
2019	OG0002019	snap_masked-shi_s53-processed-gene-1.30-mRNA-1_1&gene=snap_masked-shi_s53-processed-gene-1.30&CDS=1-600	YER094C
2020	OG0002020	genemark-shi_s53-processed-gene-1.74-mRNA-1_1&gene=genemark-shi_s53-processed-gene-1.74&CDS=1-2844	YNL236W
2021	OG0002021	genemark-shi_s53-processed-gene-1.50-mRNA-1_1&gene=genemark-shi_s53-processed-gene-1.50&CDS=1-1647	YMR297W
2022	OG0002022	genemark-shi_s53-processed-gene-1.53-mRNA-1_1&gene=genemark-shi_s53-processed-gene-1.53&CDS=1-2220	YDL234C
2023	OG0002023	genemark-shi_s53-processed-gene-1.54-mRNA-1_1&gene=genemark-shi_s53-processed-gene-1.54&CDS=1-1956	YNL217W
2024	OG0002024	genemark-shi_s53-processed-gene-1.55-mRNA-1_1&gene=genemark-shi_s53-processed-gene-1.55&CDS=1-1719	YNL216W
2025	OG0002025	genemark-shi_s53-processed-gene-1.76-mRNA-1_1&gene=genemark-shi_s53-processed-gene-1.76&CDS=1-1047	YMR305C
2026	OG0002026	genemark-shi_s53-processed-gene-1.56-mRNA-1_1&gene=genemark-shi_s53-processed-gene-1.56&CDS=1-4290	YDR443C
2027	OG0002027	genemark-shi_s53-processed-gene-1.59-mRNA-1_1&gene=genemark-shi_s53-processed-gene-1.59&CDS=1-2385	YHR154W
2028	OG0002028	genemark-shi_s53-processed-gene-1.61-mRNA-1_1&gene=genemark-shi_s53-processed-gene-1.61&CDS=1-1359	YKL046C
2029	OG0002029	genemark-shi_s53-processed-gene-1.62-mRNA-1_1&gene=genemark-shi_s53-processed-gene-1.62&CDS=1-1875	YJL036W
2030	OG0002030	genemark-shi_s53-processed-gene-1.78-mRNA-1_1&gene=genemark-shi_s53-processed-gene-1.78&CDS=1-1221	YDR427W
2031	OG0002031	maker-shi_s53-augustus-gene-1.84-mRNA-1_1&gene=maker-shi_s53-augustus-gene-1.84&CDS=1-1836	YML014W
2032	OG0002032	genemark-shi_s53-processed-gene-1.66-mRNA-1_1&gene=genemark-shi_s53-processed-gene-1.66&CDS=1-681	YML015C
