	OrthologID	Saccharomyces_cerevisiae	yHAB158_Kazachstania_viticola
1686	OG0001686	YGL170C	augustus_masked-scf7180000050097-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-scf7180000050097-processed-gene-0.125&CDS=1-930
1687	OG0001687	YGL171W	augustus_masked-scf7180000050304-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-scf7180000050304-processed-gene-0.61&CDS=1-1740
1688	OG0001688	YGL172W	augustus_masked-scf7180000050097-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-scf7180000050097-processed-gene-0.88&CDS=1-1398
1689	OG0001689	YGL173C	augustus_masked-scf7180000050097-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-scf7180000050097-processed-gene-0.121&CDS=1-4482
1690	OG0001690	YGL174W	augustus_masked-scf7180000050097-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-scf7180000050097-processed-gene-0.87&CDS=1-741
1691	OG0001691	YGL175C	snap_masked-scf7180000050097-processed-gene-0.55-mRNA-1_1&gene=snap_masked-scf7180000050097-processed-gene-0.55&CDS=1-2136
1692	OG0001692	YGL178W	augustus_masked-scf7180000050097-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-scf7180000050097-processed-gene-0.86&CDS=1-1902
1693	OG0001693	YGL180W	augustus_masked-scf7180000050097-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-scf7180000050097-processed-gene-0.85&CDS=1-2577
1694	OG0001694	YGL181W	augustus_masked-scf7180000050097-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-scf7180000050097-processed-gene-0.84&CDS=1-1146
1695	OG0001695	YGL183C	augustus_masked-scf7180000050097-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-scf7180000050097-processed-gene-0.118&CDS=1-603
1696	OG0001696	YGL186C	augustus_masked-scf7180000050097-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-scf7180000050097-processed-gene-0.117&CDS=1-1644
1697	OG0001697	YGL187C	augustus_masked-scf7180000050097-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-scf7180000050097-processed-gene-0.116&CDS=1-501
1698	OG0001698	YGL190C	augustus_masked-scf7180000050097-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-scf7180000050097-processed-gene-0.114&CDS=1-1638
1699	OG0001699	YGL192W	maker-scf7180000050097-snap-gene-0.130-mRNA-1_1&gene=maker-scf7180000050097-snap-gene-0.130&CDS=1-1992
1700	OG0001700	YGL194C	augustus_masked-scf7180000050097-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-scf7180000050097-processed-gene-0.113&CDS=1-1344
1701	OG0001701	YGL195W	maker-scf7180000050097-augustus-gene-0.137-mRNA-1_1&gene=maker-scf7180000050097-augustus-gene-0.137&CDS=1-12597
1702	OG0001702	YGL198W	augustus_masked-scf7180000050097-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-scf7180000050097-processed-gene-0.79&CDS=1-744
1703	OG0001703	YGL200C	snap_masked-scf7180000050097-processed-gene-0.49-mRNA-1_1&gene=snap_masked-scf7180000050097-processed-gene-0.49&CDS=1-1263
1704	OG0001704	YGL201C	genemark-scf7180000049438-processed-gene-0.10-mRNA-1_1&gene=genemark-scf7180000049438-processed-gene-0.10&CDS=1-3372
1705	OG0001705	YGL202W	augustus_masked-scf7180000049438-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-scf7180000049438-processed-gene-0.63&CDS=1-1494
1706	OG0001706	YGL203C	augustus_masked-scf7180000050356-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-scf7180000050356-processed-gene-0.58&CDS=1-1914
1707	OG0001707	YGL205W	maker-scf7180000050356-augustus-gene-0.36-mRNA-1_1&gene=maker-scf7180000050356-augustus-gene-0.36&CDS=1-3063
1708	OG0001708	YGL206C	augustus_masked-scf7180000050213-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-scf7180000050213-processed-gene-0.75&CDS=1-4965
1709	OG0001709	YGL207W	maker-scf7180000050213-augustus-gene-0.108-mRNA-1_1&gene=maker-scf7180000050213-augustus-gene-0.108&CDS=1-4338
1710	OG0001710	YGL209W	augustus_masked-scf7180000050213-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-scf7180000050213-processed-gene-0.89&CDS=1-1194
1711	OG0001711	YGL211W	maker-scf7180000050213-augustus-gene-0.109-mRNA-1_1&gene=maker-scf7180000050213-augustus-gene-0.109&CDS=1-1650
1712	OG0001712	YGL212W	snap_masked-scf7180000050213-processed-gene-0.55-mRNA-1_1&gene=snap_masked-scf7180000050213-processed-gene-0.55&CDS=1-1068
1713	OG0001713	YGL213C	augustus_masked-scf7180000050213-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-scf7180000050213-processed-gene-0.76&CDS=1-1239
1714	OG0001714	YGL215W	augustus_masked-scf7180000050213-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-scf7180000050213-processed-gene-0.92&CDS=1-1356
1715	OG0001715	YGL216W	snap_masked-scf7180000050213-processed-gene-0.57-mRNA-1_1&gene=snap_masked-scf7180000050213-processed-gene-0.57&CDS=1-2043
1716	OG0001716	YGL219C	augustus_masked-scf7180000050213-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-scf7180000050213-processed-gene-0.77&CDS=1-1407
1717	OG0001717	YGL221C	augustus_masked-scf7180000050213-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-scf7180000050213-processed-gene-0.78&CDS=1-1584
1718	OG0001718	YGL223C	snap_masked-scf7180000050356-processed-gene-0.100-mRNA-1_1&gene=snap_masked-scf7180000050356-processed-gene-0.100&CDS=1-1161
1719	OG0001719	YGL225W	augustus_masked-scf7180000050356-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-scf7180000050356-processed-gene-0.56&CDS=1-999
1720	OG0001720	YGL226C-A	augustus_masked-scf7180000050356-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-scf7180000050356-processed-gene-0.66&CDS=1-258
1721	OG0001721	YGL226W	snap_masked-scf7180000050356-processed-gene-0.87-mRNA-1_1&gene=snap_masked-scf7180000050356-processed-gene-0.87&CDS=1-408
1722	OG0001722	YGL227W	snap_masked-scf7180000050356-processed-gene-0.86-mRNA-1_1&gene=snap_masked-scf7180000050356-processed-gene-0.86&CDS=1-2850
1723	OG0001723	YGL228W	snap_masked-scf7180000050356-processed-gene-0.84-mRNA-1_1&gene=snap_masked-scf7180000050356-processed-gene-0.84&CDS=1-1632
1724	OG0001724	YGL231C	augustus_masked-scf7180000050356-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-scf7180000050356-processed-gene-0.65&CDS=1-561
1725	OG0001725	YGL233W	maker-scf7180000050356-augustus-gene-0.35-mRNA-1_1&gene=maker-scf7180000050356-augustus-gene-0.35&CDS=1-3591
1726	OG0001726	YGL234W	augustus_masked-scf7180000050356-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-scf7180000050356-processed-gene-0.51&CDS=1-2370
1727	OG0001727	YGL236C	augustus_masked-scf7180000050356-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-scf7180000050356-processed-gene-0.64&CDS=1-1971
1728	OG0001728	YGL237C	augustus_masked-scf7180000050356-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-scf7180000050356-processed-gene-0.63&CDS=1-1038
1729	OG0001729	YGL238W	augustus_masked-scf7180000050356-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-scf7180000050356-processed-gene-0.50&CDS=1-2871
1730	OG0001730	YGL240W	augustus_masked-scf7180000050356-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-scf7180000050356-processed-gene-0.49&CDS=1-750
1731	OG0001731	YGL241W	augustus_masked-scf7180000050196-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-scf7180000050196-processed-gene-0.92&CDS=1-3843
1732	OG0001732	YGL242C	augustus_masked-scf7180000050196-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-scf7180000050196-processed-gene-0.67&CDS=1-531
1733	OG0001733	YGL243W	augustus_masked-scf7180000050356-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-scf7180000050356-processed-gene-0.48&CDS=1-1161
1734	OG0001734	YGL244W	augustus_masked-scf7180000050356-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-scf7180000050356-processed-gene-0.47&CDS=1-1686
1735	OG0001735	YGL245W	augustus_masked-scf7180000050356-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-scf7180000050356-processed-gene-0.46&CDS=1-2124
1736	OG0001736	YGL246C	augustus_masked-scf7180000050356-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-scf7180000050356-processed-gene-0.62&CDS=1-1122
1737	OG0001737	YGL247W	snap_masked-scf7180000050196-processed-gene-0.142-mRNA-1_1&gene=snap_masked-scf7180000050196-processed-gene-0.142&CDS=1-612
1738	OG0001738	YGL248W	augustus_masked-scf7180000050356-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-scf7180000050356-processed-gene-0.45&CDS=1-1146
1739	OG0001739	YGL249W	augustus_masked-scf7180000050356-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-scf7180000050356-processed-gene-0.43&CDS=1-2208
1740	OG0001740	YGL250W	augustus_masked-scf7180000050356-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-scf7180000050356-processed-gene-0.42&CDS=1-879
1741	OG0001741	YGL251C	genemark-scf7180000050356-processed-gene-0.24-mRNA-1_1&gene=genemark-scf7180000050356-processed-gene-0.24&CDS=1-3615
1742	OG0001742	YGL252C	augustus_masked-scf7180000050356-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-scf7180000050356-processed-gene-0.60&CDS=1-1752
1743	OG0001743	YGL253W	augustus_masked-scf7180000050356-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-scf7180000050356-processed-gene-0.41&CDS=1-1458
1744	OG0001744	YGL254W	augustus_masked-scf7180000050356-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-scf7180000050356-processed-gene-0.40&CDS=1-867
1745	OG0001745	YGR001C	augustus_masked-scf7180000050400-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-scf7180000050400-processed-gene-0.82&CDS=1-741
1746	OG0001746	YGR002C	maker-scf7180000050400-snap-gene-0.75-mRNA-1_1&gene=maker-scf7180000050400-snap-gene-0.75&CDS=1-1923
1747	OG0001747	YGR003W	augustus_masked-scf7180000050400-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-scf7180000050400-processed-gene-0.84&CDS=1-2256
1748	OG0001748	YGR004W	augustus_masked-scf7180000050400-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-scf7180000050400-processed-gene-0.85&CDS=1-1431
1749	OG0001749	YGR005C	augustus_masked-scf7180000050400-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-scf7180000050400-processed-gene-0.117&CDS=1-1173
1750	OG0001750	YGR007W	augustus_masked-scf7180000050400-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-scf7180000050400-processed-gene-0.87&CDS=1-978
1751	OG0001751	YGR009C	augustus_masked-scf7180000050367-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-scf7180000050367-processed-gene-0.26&CDS=1-2184
1752	OG0001752	YGR010W	augustus_masked-scf7180000050397-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-scf7180000050397-processed-gene-0.30&CDS=1-1203
1753	OG0001753	YGR012W	augustus_masked-scf7180000050400-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-scf7180000050400-processed-gene-0.109&CDS=1-1158
1754	OG0001754	YGR013W	snap_masked-scf7180000050397-processed-gene-0.59-mRNA-1_1&gene=snap_masked-scf7180000050397-processed-gene-0.59&CDS=1-1803
1755	OG0001755	YGR014W	augustus_masked-scf7180000050400-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-scf7180000050400-processed-gene-0.108&CDS=1-3240
1756	OG0001756	YGR015C	augustus_masked-scf7180000050400-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-scf7180000050400-processed-gene-0.76&CDS=1-852
1757	OG0001757	YGR016W	augustus_masked-scf7180000050400-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-scf7180000050400-processed-gene-0.107&CDS=1-561
1758	OG0001758	YGR017W	genemark-scf7180000050367-processed-gene-0.60-mRNA-1_1&gene=genemark-scf7180000050367-processed-gene-0.60&CDS=1-864
1759	OG0001759	YGR019W	augustus_masked-scf7180000050367-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-scf7180000050367-processed-gene-0.31&CDS=1-1431
1760	OG0001760	YGR020C	augustus_masked-scf7180000050367-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-scf7180000050367-processed-gene-0.22&CDS=1-354
1761	OG0001761	YGR024C	augustus_masked-scf7180000050349-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000050349-processed-gene-0.11&CDS=1-711
1762	OG0001762	YGR026W	augustus_masked-scf7180000050349-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000050349-processed-gene-0.10&CDS=1-837
1763	OG0001763	YGR028W	augustus_masked-scf7180000050227-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000050227-processed-gene-0.9&CDS=1-1110
1764	OG0001764	YGR030C	augustus_masked-scf7180000050227-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000050227-processed-gene-0.6&CDS=1-489
1765	OG0001765	YGR031W	maker-scf7180000050104-snap-gene-0.5-mRNA-1_1&gene=maker-scf7180000050104-snap-gene-0.5&CDS=1-864
1766	OG0001766	YGR033C	augustus_masked-scf7180000050357-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-scf7180000050357-processed-gene-1.125&CDS=1-729
1767	OG0001767	YGR037C	augustus_masked-scf7180000050357-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-scf7180000050357-processed-gene-1.124&CDS=1-258
1768	OG0001768	YGR040W	augustus_masked-scf7180000050357-processed-gene-1.159-mRNA-1_1&gene=augustus_masked-scf7180000050357-processed-gene-1.159&CDS=1-1131
1769	OG0001769	YGR042W	augustus_masked-scf7180000050357-processed-gene-1.157-mRNA-1_1&gene=augustus_masked-scf7180000050357-processed-gene-1.157&CDS=1-924
1770	OG0001770	YGR043C	augustus_masked-scf7180000050357-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-scf7180000050357-processed-gene-1.123&CDS=1-1008
1771	OG0001771	YGR044C	augustus_masked-scf7180000050357-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-scf7180000050357-processed-gene-1.122&CDS=1-1452
1772	OG0001772	YGR046W	augustus_masked-scf7180000050338-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-scf7180000050338-processed-gene-0.59&CDS=1-1194
1773	OG0001773	YGR047C	augustus_masked-scf7180000050358-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-scf7180000050358-processed-gene-0.18&CDS=1-3111
1774	OG0001774	YGR048W	augustus_masked-scf7180000050095-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-scf7180000050095-processed-gene-0.59&CDS=1-1014
1775	OG0001775	YGR049W	snap_masked-scf7180000050357-processed-gene-1.75-mRNA-1_1&gene=snap_masked-scf7180000050357-processed-gene-1.75&CDS=1-669
1776	OG0001776	YGR052W	augustus_masked-scf7180000050357-processed-gene-1.155-mRNA-1_1&gene=augustus_masked-scf7180000050357-processed-gene-1.155&CDS=1-1113
1777	OG0001777	YGR053C	augustus_masked-scf7180000050357-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-scf7180000050357-processed-gene-1.121&CDS=1-765
1778	OG0001778	YGR054W	augustus_masked-scf7180000050335-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-scf7180000050335-processed-gene-0.81&CDS=1-1908
1779	OG0001779	YGR057C	augustus_masked-scf7180000050357-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-scf7180000050357-processed-gene-1.120&CDS=1-729
1780	OG0001780	YGR058W	augustus_masked-scf7180000050357-processed-gene-1.152-mRNA-1_1&gene=augustus_masked-scf7180000050357-processed-gene-1.152&CDS=1-1146
1781	OG0001781	YGR059W	snap_masked-scf7180000050357-processed-gene-1.70-mRNA-1_1&gene=snap_masked-scf7180000050357-processed-gene-1.70&CDS=1-1491
1782	OG0001782	YGR060W	augustus_masked-scf7180000050357-processed-gene-1.150-mRNA-1_1&gene=augustus_masked-scf7180000050357-processed-gene-1.150&CDS=1-927
1783	OG0001783	YGR061C	augustus_masked-scf7180000050357-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-scf7180000050357-processed-gene-1.119&CDS=1-4077
1784	OG0001784	YGR063C	maker-scf7180000050357-augustus-gene-1.84-mRNA-1_1&gene=maker-scf7180000050357-augustus-gene-1.84&CDS=1-1230
1785	OG0001785	YGR065C	augustus_masked-scf7180000050357-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-scf7180000050357-processed-gene-1.117&CDS=1-1794
1786	OG0001786	YGR068C	maker-scf7180000050357-augustus-gene-1.83-mRNA-1_1&gene=maker-scf7180000050357-augustus-gene-1.83&CDS=1-1065
1787	OG0001787	YGR072W	snap_masked-scf7180000050319-processed-gene-1.14-mRNA-1_1&gene=snap_masked-scf7180000050319-processed-gene-1.14&CDS=1-1245
1788	OG0001788	YGR074W	augustus_masked-scf7180000050315-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-scf7180000050315-processed-gene-0.60&CDS=1-438
1789	OG0001789	YGR075C	augustus_masked-scf7180000050319-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-scf7180000050319-processed-gene-1.111&CDS=1-693
1790	OG0001790	YGR076C	augustus_masked-scf7180000050315-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-scf7180000050315-processed-gene-0.53&CDS=1-462
1791	OG0001791	YGR077C	snap_masked-scf7180000050319-processed-gene-1.46-mRNA-1_1&gene=snap_masked-scf7180000050319-processed-gene-1.46&CDS=1-1758
1792	OG0001792	YGR078C	augustus_masked-scf7180000050315-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-scf7180000050315-processed-gene-0.52&CDS=1-594
1793	OG0001793	YGR079W	snap_masked-scf7180000050331-processed-gene-0.141-mRNA-1_1&gene=snap_masked-scf7180000050331-processed-gene-0.141&CDS=1-1092
1794	OG0001794	YGR080W	augustus_masked-scf7180000050331-processed-gene-0.214-mRNA-1_1&gene=augustus_masked-scf7180000050331-processed-gene-0.214&CDS=1-969
1795	OG0001795	YGR081C	augustus_masked-scf7180000050331-processed-gene-0.174-mRNA-1_1&gene=augustus_masked-scf7180000050331-processed-gene-0.174&CDS=1-603
1796	OG0001796	YGR082W	augustus_masked-scf7180000050331-processed-gene-0.213-mRNA-1_1&gene=augustus_masked-scf7180000050331-processed-gene-0.213&CDS=1-549
1797	OG0001797	YGR083C	augustus_masked-scf7180000050331-processed-gene-0.173-mRNA-1_1&gene=augustus_masked-scf7180000050331-processed-gene-0.173&CDS=1-1905
1798	OG0001798	YGR084C	augustus_masked-scf7180000050331-processed-gene-0.172-mRNA-1_1&gene=augustus_masked-scf7180000050331-processed-gene-0.172&CDS=1-963
1799	OG0001799	YGR089W	augustus_masked-scf7180000050331-processed-gene-0.211-mRNA-1_1&gene=augustus_masked-scf7180000050331-processed-gene-0.211&CDS=1-2730
1800	OG0001800	YGR090W	augustus_masked-scf7180000050331-processed-gene-0.210-mRNA-1_1&gene=augustus_masked-scf7180000050331-processed-gene-0.210&CDS=1-3693
1801	OG0001801	YGR091W	augustus_masked-scf7180000050337-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-scf7180000050337-processed-gene-0.62&CDS=1-1464
1802	OG0001802	YGR094W	augustus_masked-scf7180000050331-processed-gene-0.195-mRNA-1_1&gene=augustus_masked-scf7180000050331-processed-gene-0.195&CDS=1-3180
1803	OG0001803	YGR095C	augustus_masked-scf7180000050337-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-scf7180000050337-processed-gene-0.44&CDS=1-666
1804	OG0001804	YGR098C	augustus_masked-scf7180000050337-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-scf7180000050337-processed-gene-0.43&CDS=1-5280
1805	OG0001805	YGR099W	augustus_masked-scf7180000050337-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-scf7180000050337-processed-gene-0.58&CDS=1-2034
1806	OG0001806	YGR100W	augustus_masked-scf7180000050337-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-scf7180000050337-processed-gene-0.57&CDS=1-2826
1807	OG0001807	YGR101W	augustus_masked-scf7180000050337-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-scf7180000050337-processed-gene-0.56&CDS=1-1008
1808	OG0001808	YGR102C	augustus_masked-scf7180000050337-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-scf7180000050337-processed-gene-0.42&CDS=1-534
1809	OG0001809	YGR103W	genemark-scf7180000050337-processed-gene-0.16-mRNA-1_1&gene=genemark-scf7180000050337-processed-gene-0.16&CDS=1-1773
1810	OG0001810	YGR104C	augustus_masked-scf7180000050337-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-scf7180000050337-processed-gene-0.41&CDS=1-849
1811	OG0001811	YGR105W	augustus_masked-scf7180000050337-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-scf7180000050337-processed-gene-0.54&CDS=1-231
1812	OG0001812	YGR110W	augustus_masked-scf7180000050391-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-scf7180000050391-processed-gene-0.35&CDS=1-1260
1813	OG0001813	YGR111W	augustus_masked-scf7180000050391-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000050391-processed-gene-0.4&CDS=1-1194
1814	OG0001814	YGR112W	augustus_masked-scf7180000050391-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000050391-processed-gene-0.5&CDS=1-1110
1815	OG0001815	YGR113W	snap_masked-scf7180000050391-processed-gene-0.77-mRNA-1_1&gene=snap_masked-scf7180000050391-processed-gene-0.77&CDS=1-1062
1816	OG0001816	YGR116W	genemark-scf7180000050331-processed-gene-0.81-mRNA-1_1&gene=genemark-scf7180000050331-processed-gene-0.81&CDS=1-5508
1817	OG0001817	YGR117C	snap_masked-scf7180000050391-processed-gene-0.111-mRNA-1_1&gene=snap_masked-scf7180000050391-processed-gene-0.111&CDS=1-1392
1818	OG0001818	YGR119C	augustus_masked-scf7180000050354-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-scf7180000050354-processed-gene-0.118&CDS=1-1590
1819	OG0001819	YGR120C	augustus_masked-scf7180000050391-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-scf7180000050391-processed-gene-0.38&CDS=1-843
