	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034635_Nadsonia_fulvescens
2851	OG0002851	YNL310C	augustus_masked-flattened_line_36-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.46&CDS=1-696
2852	OG0002852	YNL312W	augustus_masked-flattened_line_16-processed-gene-2.182-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.182&CDS=1-864
2853	OG0002853	YNL313C	augustus_masked-flattened_line_34-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.14&CDS=1-2616
2854	OG0002854	YNL315C	maker-flattened_line_16-augustus-gene-2.67-mRNA-1_1&gene=maker-flattened_line_16-augustus-gene-2.67&CDS=1-996
2855	OG0002855	YNL316C	augustus_masked-flattened_line_4-processed-gene-4.42-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.42&CDS=1-948
2856	OG0002856	YNL317W	augustus_masked-flattened_line_100-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.17&CDS=1-1887
2857	OG0002857	YNL320W	augustus_masked-flattened_line_16-processed-gene-2.148-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.148&CDS=1-957
2858	OG0002858	YNL321W	augustus_masked-flattened_line_4-processed-gene-5.157-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.157&CDS=1-3768
2859	OG0002859	YNL325C	augustus_masked-flattened_line_98-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.78&CDS=1-3066
2860	OG0002860	YNL326C	augustus_masked-flattened_line_92-processed-gene-0.182-mRNA-1_1&gene=augustus_masked-flattened_line_92-processed-gene-0.182&CDS=1-1365
2861	OG0002861	YNL328C	maker-flattened_line_92-augustus-gene-0.16-mRNA-1_1&gene=maker-flattened_line_92-augustus-gene-0.16&CDS=1-408
2862	OG0002862	YNL329C	augustus_masked-flattened_line_92-processed-gene-0.180-mRNA-1_1&gene=augustus_masked-flattened_line_92-processed-gene-0.180&CDS=1-3678
2863	OG0002863	YNR003C	augustus_masked-flattened_line_26-processed-gene-1.209-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.209&CDS=1-975
2864	OG0002864	YNR006W	maker-flattened_line_66-augustus-gene-0.133-mRNA-1_1&gene=maker-flattened_line_66-augustus-gene-0.133&CDS=1-2742
2865	OG0002865	YNR007C	augustus_masked-flattened_line_0-processed-gene-3.109-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.109&CDS=1-1029
2866	OG0002866	YNR008W	augustus_masked-flattened_line_0-processed-gene-3.105-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.105&CDS=1-1974
2867	OG0002867	YNR012W	augustus_masked-flattened_line_18-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.50&CDS=1-1422
2868	OG0002868	YNR015W	maker-flattened_line_22-augustus-gene-1.117-mRNA-1_1&gene=maker-flattened_line_22-augustus-gene-1.117&CDS=1-1209
2869	OG0002869	YNR016C	augustus_masked-flattened_line_2-processed-gene-4.30-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.30&CDS=1-6729
2870	OG0002870	YNR017W	augustus_masked-flattened_line_2-processed-gene-4.10-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.10&CDS=1-630
2871	OG0002871	YNR020C	augustus_masked-flattened_line_110-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.127&CDS=1-690
2872	OG0002872	YNR021W	augustus_masked-flattened_line_110-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.147&CDS=1-1209
2873	OG0002873	YNR023W	augustus_masked-flattened_line_160-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_160-processed-gene-0.31&CDS=1-1344
2874	OG0002874	YNR029C	augustus_masked-flattened_line_2-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.102&CDS=1-2199
2875	OG0002875	YNR030W	augustus_masked-flattened_line_52-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.38&CDS=1-1824
2876	OG0002876	YNR032C-A	augustus_masked-flattened_line_98-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.99&CDS=1-234
2877	OG0002877	YNR032W	maker-flattened_line_106-augustus-gene-0.136-mRNA-1_1&gene=maker-flattened_line_106-augustus-gene-0.136&CDS=1-975
2878	OG0002878	YNR033W	augustus_masked-flattened_line_106-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_106-processed-gene-0.46&CDS=1-2364
2879	OG0002879	YNR035C	augustus_masked-flattened_line_128-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_128-processed-gene-0.63&CDS=1-981
2880	OG0002880	YNR036C	augustus_masked-flattened_line_128-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_128-processed-gene-0.49&CDS=1-546
2881	OG0002881	YNR037C	augustus_masked-flattened_line_116-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_116-processed-gene-0.13&CDS=1-267
2882	OG0002882	YNR038W	augustus_masked-flattened_line_116-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_116-processed-gene-0.28&CDS=1-2514
2883	OG0002883	YNR039C	augustus_masked-flattened_line_14-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.137&CDS=1-1836
2884	OG0002884	YNR041C	augustus_masked-flattened_line_90-processed-gene-0.148-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.148&CDS=1-1131
2885	OG0002885	YNR043W	maker-flattened_line_90-augustus-gene-0.15-mRNA-1_1&gene=maker-flattened_line_90-augustus-gene-0.15&CDS=1-1164
2886	OG0002886	YNR046W	maker-flattened_line_6-augustus-gene-3.53-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-3.53&CDS=1-387
2887	OG0002887	YNR049C	augustus_masked-flattened_line_34-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.16&CDS=1-408
2888	OG0002888	YNR050C	augustus_masked-flattened_line_36-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.13&CDS=1-1344
2889	OG0002889	YNR052C	augustus_masked-flattened_line_38-processed-gene-0.250-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.250&CDS=1-1686
2890	OG0002890	YNR053C	augustus_masked-flattened_line_12-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.106&CDS=1-1557
2891	OG0002891	YNR054C	augustus_masked-flattened_line_88-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.19&CDS=1-1074
2892	OG0002892	YNR057C	augustus_masked-flattened_line_4-processed-gene-5.156-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.156&CDS=1-711
2893	OG0002893	YNR058W	augustus_masked-flattened_line_4-processed-gene-5.155-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.155&CDS=1-1272
2894	OG0002894	YOL001W	augustus_masked-flattened_line_40-processed-gene-0.222-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.222&CDS=1-1125
2895	OG0002895	YOL002C	augustus_masked-flattened_line_44-processed-gene-0.276-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.276&CDS=1-960
2896	OG0002896	YOL003C	snap_masked-flattened_line_50-processed-gene-0.127-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.127&CDS=1-1014
2897	OG0002897	YOL005C	augustus_masked-flattened_line_12-processed-gene-2.26-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.26&CDS=1-363
2898	OG0002898	YOL006C	augustus_masked-flattened_line_12-processed-gene-2.27-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.27&CDS=1-2355
2899	OG0002899	YOL008W	augustus_masked-flattened_line_16-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.105&CDS=1-612
2900	OG0002900	YOL009C	maker-flattened_line_16-snap-gene-1.114-mRNA-1_1&gene=maker-flattened_line_16-snap-gene-1.114&CDS=1-1365
2901	OG0002901	YOL010W	augustus_masked-flattened_line_16-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.96&CDS=1-1092
2902	OG0002902	YOL013C	maker-flattened_line_52-augustus-gene-0.151-mRNA-1_1&gene=maker-flattened_line_52-augustus-gene-0.151&CDS=1-2007
2903	OG0002903	YOL018C	augustus_masked-flattened_line_98-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.93&CDS=1-1050
2904	OG0002904	YOL021C	augustus_masked-flattened_line_6-processed-gene-3.120-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.120&CDS=1-2955
2905	OG0002905	YOL022C	augustus_masked-flattened_line_82-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.58&CDS=1-1386
2906	OG0002906	YOL023W	maker-flattened_line_82-augustus-gene-0.150-mRNA-1_1&gene=maker-flattened_line_82-augustus-gene-0.150&CDS=1-2625
2907	OG0002907	YOL026C	augustus_masked-flattened_line_6-processed-gene-3.144-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.144&CDS=1-555
2908	OG0002908	YOL030W	augustus_masked-flattened_line_120-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_120-processed-gene-0.17&CDS=1-1401
2909	OG0002909	YOL031C	genemark-flattened_line_36-processed-gene-1.120-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.120&CDS=1-1530
2910	OG0002910	YOL032W	augustus_masked-flattened_line_34-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.6&CDS=1-633
2911	OG0002911	YOL033W	augustus_masked-flattened_line_86-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.21&CDS=1-1683
2912	OG0002912	YOL034W	augustus_masked-flattened_line_86-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.44&CDS=1-3396
2913	OG0002913	YOL038W	snap_masked-flattened_line_6-processed-gene-3.104-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.104&CDS=1-759
2914	OG0002914	YOL041C	augustus_masked-flattened_line_36-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.41&CDS=1-1290
2915	OG0002915	YOL049W	augustus_masked-flattened_line_4-processed-gene-2.3-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.3&CDS=1-1476
2916	OG0002916	YOL051W	augustus_masked-flattened_line_158-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_158-processed-gene-0.2&CDS=1-3441
2917	OG0002917	YOL052C	genemark-flattened_line_80-processed-gene-0.81-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.81&CDS=1-1332
2918	OG0002918	YOL054W	genemark-flattened_line_22-processed-gene-1.165-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.165&CDS=1-1152
2919	OG0002919	YOL057W	augustus_masked-flattened_line_32-processed-gene-1.168-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.168&CDS=1-2199
2920	OG0002920	YOL058W	augustus_masked-flattened_line_22-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.108&CDS=1-1242
2921	OG0002921	YOL060C	augustus_masked-flattened_line_6-processed-gene-4.18-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.18&CDS=1-2208
2922	OG0002922	YOL061W	augustus_masked-flattened_line_54-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.52&CDS=1-1263
2923	OG0002923	YOL063C	snap_masked-flattened_line_22-processed-gene-0.60-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.60&CDS=1-2913
2924	OG0002924	YOL064C	augustus_masked-flattened_line_30-processed-gene-1.166-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.166&CDS=1-1014
2925	OG0002925	YOL065C	augustus_masked-flattened_line_78-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.8&CDS=1-1263
2926	OG0002926	YOL067C	augustus_masked-flattened_line_78-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.6&CDS=1-1986
2927	OG0002927	YOL069W	maker-flattened_line_56-augustus-gene-0.1-mRNA-1_1&gene=maker-flattened_line_56-augustus-gene-0.1&CDS=1-1383
2928	OG0002928	YOL070C	augustus_masked-flattened_line_78-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.7&CDS=1-1473
2929	OG0002929	YOL071W	augustus_masked-flattened_line_78-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.35&CDS=1-501
2930	OG0002930	YOL072W	maker-flattened_line_22-augustus-gene-0.51-mRNA-1_1&gene=maker-flattened_line_22-augustus-gene-0.51&CDS=1-1374
2931	OG0002931	YOL073C	maker-flattened_line_36-augustus-gene-0.52-mRNA-1_1&gene=maker-flattened_line_36-augustus-gene-0.52&CDS=1-828
2932	OG0002932	YOL075C	augustus_masked-flattened_line_50-processed-gene-0.186-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.186&CDS=1-3930
2933	OG0002933	YOL076W	augustus_masked-flattened_line_4-processed-gene-3.82-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.82&CDS=1-2448
2934	OG0002934	YOL077C	augustus_masked-flattened_line_14-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.3&CDS=1-873
2935	OG0002935	YOL078W	augustus_masked-flattened_line_14-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.4&CDS=1-2808
2936	OG0002936	YOL080C	augustus_masked-flattened_line_4-processed-gene-3.97-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.97&CDS=1-924
2937	OG0002937	YOL086W-A	maker-flattened_line_14-snap-gene-0.37-mRNA-1_1&gene=maker-flattened_line_14-snap-gene-0.37&CDS=1-339
2938	OG0002938	YOL090W	maker-flattened_line_20-snap-gene-0.77-mRNA-1_1&gene=maker-flattened_line_20-snap-gene-0.77&CDS=1-2880
2939	OG0002939	YOL094C	augustus_masked-flattened_line_46-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.20&CDS=1-1041
2940	OG0002940	YOL096C	augustus_masked-flattened_line_90-processed-gene-0.162-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.162&CDS=1-969
2941	OG0002941	YOL097C	augustus_masked-flattened_line_40-processed-gene-0.240-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.240&CDS=1-1284
2942	OG0002942	YOL098C	snap_masked-flattened_line_2-processed-gene-1.24-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.24&CDS=1-3204
2943	OG0002943	YOL102C	augustus_masked-flattened_line_18-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.54&CDS=1-774
2944	OG0002944	YOL107W	augustus_masked-flattened_line_58-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.79&CDS=1-1107
2945	OG0002945	YOL108C	augustus_masked-flattened_line_0-processed-gene-7.153-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.153&CDS=1-405
2946	OG0002946	YOL111C	augustus_masked-flattened_line_114-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-flattened_line_114-processed-gene-0.131&CDS=1-702
2947	OG0002947	YOL114C	augustus_masked-flattened_line_94-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.44&CDS=1-549
2948	OG0002948	YOL123W	augustus_masked-flattened_line_2-processed-gene-4.6-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.6&CDS=1-1878
2949	OG0002949	YOL124C	augustus_masked-flattened_line_2-processed-gene-4.1-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.1&CDS=1-1311
2950	OG0002950	YOL125W	genemark-flattened_line_4-processed-gene-1.67-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.67&CDS=1-2496
2951	OG0002951	YOL127W	augustus_masked-flattened_line_28-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.106&CDS=1-435
2952	OG0002952	YOL129W	augustus_masked-flattened_line_28-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.107&CDS=1-561
2953	OG0002953	YOL133W	maker-flattened_line_4-augustus-gene-4.57-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-4.57&CDS=1-372
2954	OG0002954	YOL135C	augustus_masked-flattened_line_16-processed-gene-2.179-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.179&CDS=1-867
2955	OG0002955	YOL137W	augustus_masked-flattened_line_20-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.17&CDS=1-1398
2956	OG0002956	YOL138C	augustus_masked-flattened_line_16-processed-gene-2.184-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.184&CDS=1-4770
2957	OG0002957	YOL140W	augustus_masked-flattened_line_36-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.21&CDS=1-1320
2958	OG0002958	YOL141W	augustus_masked-flattened_line_128-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_128-processed-gene-0.40&CDS=1-2016
2959	OG0002959	YOL142W	augustus_masked-flattened_line_106-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_106-processed-gene-0.14&CDS=1-702
2960	OG0002960	YOL143C	maker-flattened_line_6-augustus-gene-0.66-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-0.66&CDS=1-513
2961	OG0002961	YOL144W	augustus_masked-flattened_line_64-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.32&CDS=1-2145
2962	OG0002962	YOL145C	maker-flattened_line_6-snap-gene-0.8-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-0.8&CDS=1-3288
2963	OG0002963	YOL146W	maker-flattened_line_6-augustus-gene-0.58-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-0.58&CDS=1-534
2964	OG0002964	YOL147C	augustus_masked-flattened_line_94-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.10&CDS=1-699
2965	OG0002965	YOL148C	maker-flattened_line_94-augustus-gene-0.144-mRNA-1_1&gene=maker-flattened_line_94-augustus-gene-0.144&CDS=1-2082
2966	OG0002966	YOL149W	augustus_masked-flattened_line_16-processed-gene-2.169-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.169&CDS=1-534
2967	OG0002967	YOR001W	augustus_masked-flattened_line_14-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.33&CDS=1-2451
2968	OG0002968	YOR002W	augustus_masked-flattened_line_120-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_120-processed-gene-0.26&CDS=1-1803
2969	OG0002969	YOR004W	augustus_masked-flattened_line_0-processed-gene-7.133-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.133&CDS=1-1011
2970	OG0002970	YOR005C	augustus_masked-flattened_line_96-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.143&CDS=1-2682
2971	OG0002971	YOR006C	augustus_masked-flattened_line_183-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_183-processed-gene-0.10&CDS=1-948
2972	OG0002972	YOR007C	augustus_masked-flattened_line_96-processed-gene-0.161-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.161&CDS=1-1017
2973	OG0002973	YOR017W	snap_masked-flattened_line_32-processed-gene-1.28-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.28&CDS=1-2388
2974	OG0002974	YOR021C	augustus_masked-flattened_line_4-processed-gene-3.83-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.83&CDS=1-597
2975	OG0002975	YOR023C	augustus_masked-flattened_line_14-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.10&CDS=1-1956
2976	OG0002976	YOR027W	maker-flattened_line_8-augustus-gene-3.111-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-3.111&CDS=1-1701
2977	OG0002977	YOR035C	snap_masked-flattened_line_82-processed-gene-0.94-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.94&CDS=1-2352
2978	OG0002978	YOR037W	augustus_masked-flattened_line_6-processed-gene-2.52-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.52&CDS=1-1068
2979	OG0002979	YOR039W	genemark-flattened_line_6-processed-gene-2.6-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.6&CDS=1-672
2980	OG0002980	YOR043W	augustus_masked-flattened_line_2-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.73&CDS=1-768
2981	OG0002981	YOR046C	augustus_masked-flattened_line_14-processed-gene-2.166-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.166&CDS=1-1512
2982	OG0002982	YOR048C	maker-flattened_line_50-augustus-gene-0.73-mRNA-1_1&gene=maker-flattened_line_50-augustus-gene-0.73&CDS=1-3252
2983	OG0002983	YOR049C	augustus_masked-flattened_line_0-processed-gene-3.148-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.148&CDS=1-1215
