	OrthologID	Eremothecium_cymbalariae	Saccharomyces_cerevisiae
2281	OG0002281	snap_masked-NC_016452.1-processed-gene-14.90-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-14.90&CDS=1-726	YDR020C
2282	OG0002282	snap_masked-NC_016452.1-processed-gene-14.91-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-14.91&CDS=1-1653	YBR044C
2283	OG0002283	snap_masked-NC_016452.1-processed-gene-14.94-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-14.94&CDS=1-2394	YDR369C
2284	OG0002284	augustus_masked-NC_016452.1-processed-gene-14.58-mRNA-1_1&gene=augustus_masked-NC_016452.1-processed-gene-14.58&CDS=1-663	YDR367W
2285	OG0002285	snap_masked-NC_016452.1-processed-gene-14.95-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-14.95&CDS=1-1518	YOR119C
2286	OG0002286	snap_masked-NC_016452.1-processed-gene-14.135-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-14.135&CDS=1-1698	YOR118W
2287	OG0002287	snap_masked-NC_016452.1-processed-gene-14.96-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-14.96&CDS=1-738	YGR271C-A
2288	OG0002288	snap_masked-NC_016452.1-processed-gene-14.137-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-14.137&CDS=1-1113	YMR294W
2289	OG0002289	snap_masked-NC_016452.1-processed-gene-14.97-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-14.97&CDS=1-1383	YMR293C
2290	OG0002290	snap_masked-NC_016452.1-processed-gene-14.138-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-14.138&CDS=1-4017	YGR270W
2291	OG0002291	snap_masked-NC_016452.1-processed-gene-14.99-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-14.99&CDS=1-624	YGR268C
2292	OG0002292	snap_masked-NC_016452.1-processed-gene-14.100-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-14.100&CDS=1-732	YGR267C
2293	OG0002293	snap_masked-NC_016452.1-processed-gene-14.139-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-14.139&CDS=1-1590	YMR291W
2294	OG0002294	snap_masked-NC_016452.1-processed-gene-14.101-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-14.101&CDS=1-1500	YMR290C
2295	OG0002295	maker-NC_016452.1-augustus-gene-14.0-mRNA-1_1&gene=maker-NC_016452.1-augustus-gene-14.0&CDS=1-3132	YGR264C
2296	OG0002296	snap_masked-NC_016452.1-processed-gene-14.141-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-14.141&CDS=1-1143	YMR289W
2297	OG0002297	augustus_masked-NC_016452.1-processed-gene-14.34-mRNA-1_1&gene=augustus_masked-NC_016452.1-processed-gene-14.34&CDS=1-1773	YJR004C
2298	OG0002298	genemark-NC_016452.1-processed-gene-14.196-mRNA-1_1&gene=genemark-NC_016452.1-processed-gene-14.196&CDS=1-705	YJR010C-A
2299	OG0002299	snap_masked-NC_016452.1-processed-gene-14.109-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-14.109&CDS=1-1233	YGR193C
2300	OG0002300	maker-NC_016452.1-augustus-gene-14.5-mRNA-1_1&gene=maker-NC_016452.1-augustus-gene-14.5&CDS=1-2514	YJR010W
2301	OG0002301	snap_masked-NC_016452.1-processed-gene-14.145-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-14.145&CDS=1-987	YJR007W
2302	OG0002302	snap_masked-NC_016452.1-processed-gene-14.147-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-14.147&CDS=1-1890	YDR365C
2303	OG0002303	snap_masked-NC_016452.1-processed-gene-14.148-mRNA-1_1&gene=snap_masked-NC_016452.1-processed-gene-14.148&CDS=1-552	YMR295C
2304	OG0002304	augustus_masked-NC_016452.1-processed-gene-14.69-mRNA-1_1&gene=augustus_masked-NC_016452.1-processed-gene-14.69&CDS=1-1680	YMR296C
2305	OG0002305	snap_masked-NC_016453.1-processed-gene-0.98-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-0.98&CDS=1-2463	YOR373W
2306	OG0002306	augustus_masked-NC_016453.1-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NC_016453.1-processed-gene-0.40&CDS=1-1881	YOR372C
2307	OG0002307	snap_masked-NC_016453.1-processed-gene-0.77-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-0.77&CDS=1-1809	YOR370C
2308	OG0002308	snap_masked-NC_016453.1-processed-gene-0.78-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-0.78&CDS=1-414	YOR369C
2309	OG0002309	snap_masked-NC_016453.1-processed-gene-0.99-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-0.99&CDS=1-1161	YOR368W
2310	OG0002310	snap_masked-NC_016453.1-processed-gene-0.79-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-0.79&CDS=1-429	YAL055W
2311	OG0002311	snap_masked-NC_016453.1-processed-gene-0.100-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-0.100&CDS=1-615	YOR367W
2312	OG0002312	snap_masked-NC_016453.1-processed-gene-0.102-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-0.102&CDS=1-1977	YAL048C
2313	OG0002313	maker-NC_016453.1-augustus-gene-0.117-mRNA-1_1&gene=maker-NC_016453.1-augustus-gene-0.117&CDS=1-855	YOR362C
2314	OG0002314	snap_masked-NC_016453.1-processed-gene-0.103-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-0.103&CDS=1-2370	YAL047C
2315	OG0002315	snap_masked-NC_016453.1-processed-gene-0.86-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-0.86&CDS=1-2196	YOR361C
2316	OG0002316	snap_masked-NC_016453.1-processed-gene-0.104-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-0.104&CDS=1-288	YAL046C
2317	OG0002317	snap_masked-NC_016453.1-processed-gene-0.87-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-0.87&CDS=1-321	YAL044W-A
2318	OG0002318	snap_masked-NC_016453.1-processed-gene-0.105-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-0.105&CDS=1-510	YAL044C
2319	OG0002319	snap_masked-NC_016453.1-processed-gene-0.88-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-0.88&CDS=1-1455	YOR360C
2320	OG0002320	snap_masked-NC_016453.1-processed-gene-0.106-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-0.106&CDS=1-1506	YOR359W
2321	OG0002321	snap_masked-NC_016453.1-processed-gene-0.107-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-0.107&CDS=1-2283	YAL043C
2322	OG0002322	snap_masked-NC_016453.1-processed-gene-0.108-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-0.108&CDS=1-447	YOR358W
2323	OG0002323	maker-NC_016453.1-augustus-gene-0.118-mRNA-1_1&gene=maker-NC_016453.1-augustus-gene-0.118&CDS=1-1746	YAL042W
2324	OG0002324	snap_masked-NC_016453.1-processed-gene-0.91-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-0.91&CDS=1-2283	YAL041W
2325	OG0002325	genemark-NC_016453.1-processed-gene-0.32-mRNA-1_1&gene=genemark-NC_016453.1-processed-gene-0.32&CDS=1-1968	YOR356W
2326	OG0002326	snap_masked-NC_016453.1-processed-gene-0.110-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-0.110&CDS=1-1482	YOR355W
2327	OG0002327	snap_masked-NC_016453.1-processed-gene-0.112-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-0.112&CDS=1-858	YAL040C
2328	OG0002328	augustus_masked-NC_016453.1-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NC_016453.1-processed-gene-0.51&CDS=1-1920	YOR354C
2329	OG0002329	snap_masked-NC_016453.1-processed-gene-0.113-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-0.113&CDS=1-870	YAL039C
2330	OG0002330	snap_masked-NC_016453.1-processed-gene-0.95-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-0.95&CDS=1-2001	YOR353C
2331	OG0002331	snap_masked-NC_016453.1-processed-gene-0.114-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-0.114&CDS=1-954	YOR352W
2332	OG0002332	maker-NC_016453.1-snap-gene-0.121-mRNA-1_1&gene=maker-NC_016453.1-snap-gene-0.121&CDS=1-1428	YOR351C
2333	OG0002333	augustus_masked-NC_016453.1-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-NC_016453.1-processed-gene-1.7&CDS=1-3030	YOR349W
2334	OG0002334	snap_masked-NC_016453.1-processed-gene-1.52-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-1.52&CDS=1-906	YOR340C
2335	OG0002335	snap_masked-NC_016453.1-processed-gene-1.49-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-1.49&CDS=1-3573	YOR341W
2336	OG0002336	maker-NC_016453.1-augustus-gene-1.46-mRNA-1_1&gene=maker-NC_016453.1-augustus-gene-1.46&CDS=1-2922	YAL035W
2337	OG0002337	snap_masked-NC_016453.1-processed-gene-1.76-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-1.76&CDS=1-909	YOR342C
2338	OG0002338	snap_masked-NC_016453.1-processed-gene-1.77-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-1.77&CDS=1-936	YOR344C
2339	OG0002339	snap_masked-NC_016453.1-processed-gene-1.55-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-1.55&CDS=1-2619	YOR346W
2340	OG0002340	snap_masked-NC_016453.1-processed-gene-1.78-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-1.78&CDS=1-1503	YAL038W
2341	OG0002341	snap_masked-NC_016453.1-processed-gene-1.56-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-1.56&CDS=1-879	YAL034W-A
2342	OG0002342	snap_masked-NC_016453.1-processed-gene-1.79-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-1.79&CDS=1-1221	YOR338W
2343	OG0002343	snap_masked-NC_016453.1-processed-gene-1.81-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-1.81&CDS=1-3924	YOR336W
2344	OG0002344	maker-NC_016453.1-snap-gene-1.2-mRNA-1_1&gene=maker-NC_016453.1-snap-gene-1.2&CDS=1-2850	YOR335C
2345	OG0002345	snap_masked-NC_016453.1-processed-gene-1.58-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-1.58&CDS=1-492	YAL033W
2346	OG0002346	snap_masked-NC_016453.1-processed-gene-1.82-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-1.82&CDS=1-1350	YAL032C
2347	OG0002347	snap_masked-NC_016453.1-processed-gene-1.83-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-1.83&CDS=1-2364	YAL031C
2348	OG0002348	snap_masked-NC_016453.1-processed-gene-1.84-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-1.84&CDS=1-1284	YOR334W
2349	OG0002349	snap_masked-NC_016453.1-processed-gene-1.85-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-1.85&CDS=1-687	YOR332W
2350	OG0002350	snap_masked-NC_016453.1-processed-gene-1.59-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-1.59&CDS=1-3567	YOR330C
2351	OG0002351	snap_masked-NC_016453.1-processed-gene-1.60-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-1.60&CDS=1-2007	YOR329C
2352	OG0002352	snap_masked-NC_016453.1-processed-gene-1.61-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-1.61&CDS=1-327	YOR327C
2353	OG0002353	augustus_masked-NC_016453.1-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-NC_016453.1-processed-gene-1.17&CDS=1-2052	YAL027W
2354	OG0002354	snap_masked-NC_016453.1-processed-gene-1.64-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-1.64&CDS=1-1353	YOR323C
2355	OG0002355	augustus_masked-NC_016453.1-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-NC_016453.1-processed-gene-1.36&CDS=1-3936	YAL026C
2356	OG0002356	snap_masked-NC_016453.1-processed-gene-1.89-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-1.89&CDS=1-888	YAL025C
2357	OG0002357	snap_masked-NC_016453.1-processed-gene-1.90-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-1.90&CDS=1-579	YLR009W
2358	OG0002358	snap_masked-NC_016453.1-processed-gene-1.66-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-1.66&CDS=1-486	YLR008C
2359	OG0002359	snap_masked-NC_016453.1-processed-gene-1.91-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-1.91&CDS=1-942	YLR007W
2360	OG0002360	snap_masked-NC_016453.1-processed-gene-1.67-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-1.67&CDS=1-2364	YLR006C
2361	OG0002361	snap_masked-NC_016453.1-processed-gene-1.68-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-1.68&CDS=1-2070	YJR005W
2362	OG0002362	snap_masked-NC_016453.1-processed-gene-1.92-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-1.92&CDS=1-909	YLR003C
2363	OG0002363	maker-NC_016453.1-augustus-gene-1.45-mRNA-1_1&gene=maker-NC_016453.1-augustus-gene-1.45&CDS=1-4908	YNR055C
2364	OG0002364	genemark-NC_016453.1-processed-gene-1.138-mRNA-1_1&gene=genemark-NC_016453.1-processed-gene-1.138&CDS=1-2808	YMR288W
2365	OG0002365	snap_masked-NC_016453.1-processed-gene-1.73-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-1.73&CDS=1-1962	YHR188C
2366	OG0002366	snap_masked-NC_016453.1-processed-gene-1.95-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-1.95&CDS=1-900	YHR187W
2367	OG0002367	snap_masked-NC_016453.1-processed-gene-2.87-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-2.87&CDS=1-4485	YHR186C
2368	OG0002368	genemark-NC_016453.1-processed-gene-2.1-mRNA-1_1&gene=genemark-NC_016453.1-processed-gene-2.1&CDS=1-1437	YGR260W
2369	OG0002369	snap_masked-NC_016453.1-processed-gene-2.89-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-2.89&CDS=1-2694	YOL063C
2370	OG0002370	genemark-NC_016453.1-processed-gene-2.32-mRNA-1_1&gene=genemark-NC_016453.1-processed-gene-2.32&CDS=1-7170	YHR165C
2371	OG0002371	augustus_masked-NC_016453.1-processed-gene-2.75-mRNA-1_1&gene=augustus_masked-NC_016453.1-processed-gene-2.75&CDS=1-1860	YHR166C
2372	OG0002372	snap_masked-NC_016453.1-processed-gene-2.93-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-2.93&CDS=1-783	YHR167W
2373	OG0002373	maker-NC_016453.1-snap-gene-2.136-mRNA-1_1&gene=maker-NC_016453.1-snap-gene-2.136&CDS=1-2967	YHR169W
2374	OG0002374	snap_masked-NC_016453.1-processed-gene-2.96-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-2.96&CDS=1-1989	YHR170W
2375	OG0002375	maker-NC_016453.1-augustus-gene-2.47-mRNA-1_1&gene=maker-NC_016453.1-augustus-gene-2.47&CDS=1-3096	YGR252W
2376	OG0002376	snap_masked-NC_016453.1-processed-gene-2.125-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-2.125&CDS=1-783	YGR253C
2377	OG0002377	snap_masked-NC_016453.1-processed-gene-2.99-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-2.99&CDS=1-2559	YHR172W
2378	OG0002378	snap_masked-NC_016453.1-processed-gene-2.101-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-2.101&CDS=1-474	YHR175W
2379	OG0002379	snap_masked-NC_016453.1-processed-gene-2.102-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-2.102&CDS=1-1257	YHR176W
2380	OG0002380	maker-NC_016453.1-snap-gene-2.138-mRNA-1_1&gene=maker-NC_016453.1-snap-gene-2.138&CDS=1-1977	YHR178W
2381	OG0002381	snap_masked-NC_016453.1-processed-gene-2.104-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-2.104&CDS=1-342	YHR181W
2382	OG0002382	snap_masked-NC_016453.1-processed-gene-2.105-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-2.105&CDS=1-2049	YHR182W
2383	OG0002383	snap_masked-NC_016453.1-processed-gene-2.106-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-2.106&CDS=1-1476	YHR183W
2384	OG0002384	snap_masked-NC_016453.1-processed-gene-2.107-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-2.107&CDS=1-1479	YHR184W
2385	OG0002385	snap_masked-NC_016453.1-processed-gene-2.126-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-2.126&CDS=1-1071	YGR257C
2386	OG0002386	snap_masked-NC_016453.1-processed-gene-2.127-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-2.127&CDS=1-717	YHR185C
2387	OG0002387	maker-NC_016453.1-snap-gene-2.140-mRNA-1_1&gene=maker-NC_016453.1-snap-gene-2.140&CDS=1-2646	YGR258C
2388	OG0002388	snap_masked-NC_016453.1-processed-gene-2.109-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-2.109&CDS=1-462	YDL208W
2389	OG0002389	snap_masked-NC_016453.1-processed-gene-2.110-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-2.110&CDS=1-1365	YDR240C
2390	OG0002390	snap_masked-NC_016453.1-processed-gene-2.111-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-2.111&CDS=1-1935	YDR239C
2391	OG0002391	snap_masked-NC_016453.1-processed-gene-2.112-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-2.112&CDS=1-2913	YDR238C
2392	OG0002392	snap_masked-NC_016453.1-processed-gene-2.129-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-2.129&CDS=1-888	YDR237W
2393	OG0002393	maker-NC_016453.1-snap-gene-2.139-mRNA-1_1&gene=maker-NC_016453.1-snap-gene-2.139&CDS=1-2121	YDL207W
2394	OG0002394	augustus_masked-NC_016453.1-processed-gene-2.81-mRNA-1_1&gene=augustus_masked-NC_016453.1-processed-gene-2.81&CDS=1-2487	YDL205C
2395	OG0002395	augustus_masked-NC_016453.1-processed-gene-2.82-mRNA-1_1&gene=augustus_masked-NC_016453.1-processed-gene-2.82&CDS=1-2157	YDR234W
2396	OG0002396	snap_masked-NC_016453.1-processed-gene-2.117-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-2.117&CDS=1-846	YDR233C
2397	OG0002397	snap_masked-NC_016453.1-processed-gene-2.132-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-2.132&CDS=1-1695	YDR232W
2398	OG0002398	genemark-NC_016453.1-processed-gene-2.27-mRNA-1_1&gene=genemark-NC_016453.1-processed-gene-2.27&CDS=1-1032	YBR057C
2399	OG0002399	snap_masked-NC_016453.1-processed-gene-2.134-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-2.134&CDS=1-1461	YBR056W
2400	OG0002400	genemark-NC_016453.1-processed-gene-2.28-mRNA-1_1&gene=genemark-NC_016453.1-processed-gene-2.28&CDS=1-2667	YBR055C
2401	OG0002401	genemark-NC_016453.1-processed-gene-2.29-mRNA-1_1&gene=genemark-NC_016453.1-processed-gene-2.29&CDS=1-2310	YDR034C
2402	OG0002402	snap_masked-NC_016453.1-processed-gene-2.120-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-2.120&CDS=1-1026	YBR053C
2403	OG0002403	snap_masked-NC_016453.1-processed-gene-2.135-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-2.135&CDS=1-333	YDR031W
2404	OG0002404	snap_masked-NC_016453.1-processed-gene-2.121-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-2.121&CDS=1-510	YDR030C
2405	OG0002405	maker-NC_016453.1-snap-gene-3.135-mRNA-1_1&gene=maker-NC_016453.1-snap-gene-3.135&CDS=1-3171	YDR028C
2406	OG0002406	snap_masked-NC_016453.1-processed-gene-3.88-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-3.88&CDS=1-789	YJL210W
2407	OG0002407	snap_masked-NC_016453.1-processed-gene-3.89-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-3.89&CDS=1-2826	YDR027C
2408	OG0002408	snap_masked-NC_016453.1-processed-gene-3.90-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-3.90&CDS=1-1860	YDR026C
2409	OG0002409	snap_masked-NC_016453.1-processed-gene-3.92-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-3.92&CDS=1-465	YBR047W
2410	OG0002410	augustus_masked-NC_016453.1-processed-gene-3.52-mRNA-1_1&gene=augustus_masked-NC_016453.1-processed-gene-3.52&CDS=1-1788	YBR045C
2411	OG0002411	snap_masked-NC_016453.1-processed-gene-3.112-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-3.112&CDS=1-1377	YDR023W
2412	OG0002412	snap_masked-NC_016453.1-processed-gene-3.113-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-3.113&CDS=1-768	YJR144W
2413	OG0002413	snap_masked-NC_016453.1-processed-gene-3.95-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-3.95&CDS=1-2271	YJR143C
2414	OG0002414	augustus_masked-NC_016453.1-processed-gene-3.55-mRNA-1_1&gene=augustus_masked-NC_016453.1-processed-gene-3.55&CDS=1-1140	YHR201C
2415	OG0002415	augustus_masked-NC_016453.1-processed-gene-3.71-mRNA-1_1&gene=augustus_masked-NC_016453.1-processed-gene-3.71&CDS=1-996	YJR141W
2416	OG0002416	genemark-NC_016453.1-processed-gene-3.10-mRNA-1_1&gene=genemark-NC_016453.1-processed-gene-3.10&CDS=1-5925	YJR140C
2417	OG0002417	snap_masked-NC_016453.1-processed-gene-3.114-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-3.114&CDS=1-4725	YJR138W
2418	OG0002418	maker-NC_016453.1-snap-gene-3.137-mRNA-1_1&gene=maker-NC_016453.1-snap-gene-3.137&CDS=1-744	YHR200W
2419	OG0002419	snap_masked-NC_016453.1-processed-gene-3.100-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-3.100&CDS=1-4269	YJR137C
2420	OG0002420	snap_masked-NC_016453.1-processed-gene-3.101-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-3.101&CDS=1-930	YHR198C
2421	OG0002421	snap_masked-NC_016453.1-processed-gene-3.102-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-3.102&CDS=1-1263	YJR136C
2422	OG0002422	snap_masked-NC_016453.1-processed-gene-3.116-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-3.116&CDS=1-261	YJR135W-A
2423	OG0002423	augustus_masked-NC_016453.1-processed-gene-3.62-mRNA-1_1&gene=augustus_masked-NC_016453.1-processed-gene-3.62&CDS=1-693	YJR135C
2424	OG0002424	snap_masked-NC_016453.1-processed-gene-3.117-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-3.117&CDS=1-2220	YHR197W
2425	OG0002425	snap_masked-NC_016453.1-processed-gene-3.103-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-3.103&CDS=1-1989	YJR134C
2426	OG0002426	snap_masked-NC_016453.1-processed-gene-3.118-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-3.118&CDS=1-627	YJR133W
2427	OG0002427	augustus_masked-NC_016453.1-processed-gene-3.77-mRNA-1_1&gene=augustus_masked-NC_016453.1-processed-gene-3.77&CDS=1-1620	YHR196W
2428	OG0002428	snap_masked-NC_016453.1-processed-gene-3.120-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-3.120&CDS=1-3138	YJR132W
2429	OG0002429	snap_masked-NC_016453.1-processed-gene-3.105-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-3.105&CDS=1-177	YML081C-A
2430	OG0002430	snap_masked-NC_016453.1-processed-gene-3.126-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-3.126&CDS=1-2043	YJR130C
2431	OG0002431	snap_masked-NC_016453.1-processed-gene-3.106-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-3.106&CDS=1-1677	YJR131W
2432	OG0002432	genemark-NC_016453.1-processed-gene-3.38-mRNA-1_1&gene=genemark-NC_016453.1-processed-gene-3.38&CDS=1-399	YHR191C
2433	OG0002433	snap_masked-NC_016453.1-processed-gene-3.107-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-3.107&CDS=1-942	YHR192W
2434	OG0002434	snap_masked-NC_016453.1-processed-gene-3.127-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-3.127&CDS=1-513	YHR193C
2435	OG0002435	snap_masked-NC_016453.1-processed-gene-3.130-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-3.130&CDS=1-2751	YJL157C
2436	OG0002436	snap_masked-NC_016453.1-processed-gene-3.131-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-3.131&CDS=1-2094	YJL156C
2437	OG0002437	snap_masked-NC_016453.1-processed-gene-3.132-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-3.132&CDS=1-1272	YJL155C
2438	OG0002438	snap_masked-NC_016453.1-processed-gene-3.133-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-3.133&CDS=1-2655	YJL154C
2439	OG0002439	snap_masked-NC_016453.1-processed-gene-3.109-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-3.109&CDS=1-252	YKR066C
2440	OG0002440	snap_masked-NC_016453.1-processed-gene-3.110-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-3.110&CDS=1-597	YKR065C
2441	OG0002441	snap_masked-NC_016453.1-processed-gene-3.111-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-3.111&CDS=1-1725	YJL149W
2442	OG0002442	snap_masked-NC_016453.1-processed-gene-3.134-mRNA-1_1&gene=snap_masked-NC_016453.1-processed-gene-3.134&CDS=1-2430	YKR064W
