	OrthologID	Lachancea_quebecensis	Saccharomyces_cerevisiae
2359	OG0002359	maker-LAQU0S07-snap-gene-3.206-mRNA-1_1&gene=maker-LAQU0S07-snap-gene-3.206&CDS=1-1962	YGL192W
2360	OG0002360	genemark-LAQU0S07-processed-gene-3.104-mRNA-1_1&gene=genemark-LAQU0S07-processed-gene-3.104&CDS=1-1347	YGL194C
2361	OG0002361	augustus_masked-LAQU0S07-processed-gene-3.195-mRNA-1_1&gene=augustus_masked-LAQU0S07-processed-gene-3.195&CDS=1-8019	YGL195W
2362	OG0002362	genemark-LAQU0S07-processed-gene-3.106-mRNA-1_1&gene=genemark-LAQU0S07-processed-gene-3.106&CDS=1-606	YGL200C
2363	OG0002363	genemark-LAQU0S07-processed-gene-3.107-mRNA-1_1&gene=genemark-LAQU0S07-processed-gene-3.107&CDS=1-2607	YHL023C
2364	OG0002364	maker-LAQU0S07-snap-gene-3.207-mRNA-1_1&gene=maker-LAQU0S07-snap-gene-3.207&CDS=1-2133	YHL024W
2365	OG0002365	genemark-LAQU0S07-processed-gene-3.135-mRNA-1_1&gene=genemark-LAQU0S07-processed-gene-3.135&CDS=1-2721	YLL026W
2366	OG0002366	genemark-LAQU0S07-processed-gene-3.136-mRNA-1_1&gene=genemark-LAQU0S07-processed-gene-3.136&CDS=1-447	YLL027W
2367	OG0002367	maker-LAQU0S07-augustus-gene-3.73-mRNA-1_1&gene=maker-LAQU0S07-augustus-gene-3.73&CDS=1-3810	YLL029W
2368	OG0002368	genemark-LAQU0S07-processed-gene-3.110-mRNA-1_1&gene=genemark-LAQU0S07-processed-gene-3.110&CDS=1-3048	YLL031C
2369	OG0002369	snap_masked-LAQU0S07-processed-gene-3.65-mRNA-1_1&gene=snap_masked-LAQU0S07-processed-gene-3.65&CDS=1-906	YHL025W
2370	OG0002370	snap_masked-LAQU0S07-processed-gene-3.35-mRNA-1_1&gene=snap_masked-LAQU0S07-processed-gene-3.35&CDS=1-2109	YLL032C
2371	OG0002371	genemark-LAQU0S07-processed-gene-3.140-mRNA-1_1&gene=genemark-LAQU0S07-processed-gene-3.140&CDS=1-612	YLL033W
2372	OG0002372	genemark-LAQU0S07-processed-gene-3.112-mRNA-1_1&gene=genemark-LAQU0S07-processed-gene-3.112&CDS=1-2457	YLL034C
2373	OG0002373	augustus_masked-LAQU0S07-processed-gene-3.202-mRNA-1_1&gene=augustus_masked-LAQU0S07-processed-gene-3.202&CDS=1-3111	YLL035W
2374	OG0002374	genemark-LAQU0S07-processed-gene-3.142-mRNA-1_1&gene=genemark-LAQU0S07-processed-gene-3.142&CDS=1-558	YHL028W
2375	OG0002375	snap_masked-LAQU0S07-processed-gene-3.39-mRNA-1_1&gene=snap_masked-LAQU0S07-processed-gene-3.39&CDS=1-1701	YHL029C
2376	OG0002376	maker-LAQU0S07-augustus-gene-3.70-mRNA-1_1&gene=maker-LAQU0S07-augustus-gene-3.70&CDS=1-1599	YLL036C
2377	OG0002377	genemark-LAQU0S07-processed-gene-3.115-mRNA-1_1&gene=genemark-LAQU0S07-processed-gene-3.115&CDS=1-765	YLL038C
2378	OG0002378	genemark-LAQU0S08-processed-gene-0.17-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-0.17&CDS=1-666	YER004W
2379	OG0002379	maker-LAQU0S08-augustus-gene-0.34-mRNA-1_1&gene=maker-LAQU0S08-augustus-gene-0.34&CDS=1-7842	YDL240W
2380	OG0002380	genemark-LAQU0S08-processed-gene-0.19-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-0.19&CDS=1-1533	YNL241C
2381	OG0002381	genemark-LAQU0S08-processed-gene-0.20-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-0.20&CDS=1-1389	YNL240C
2382	OG0002382	genemark-LAQU0S08-processed-gene-0.5-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-0.5&CDS=1-2406	YNL238W
2383	OG0002383	genemark-LAQU0S08-processed-gene-0.6-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-0.6&CDS=1-1260	YNL237W
2384	OG0002384	genemark-LAQU0S08-processed-gene-0.7-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-0.7&CDS=1-3558	YGR253C
2385	OG0002385	genemark-LAQU0S08-processed-gene-0.21-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-0.21&CDS=1-1284	YGR252W
2386	OG0002386	genemark-LAQU0S08-processed-gene-0.22-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-0.22&CDS=1-1893	YHR171W
2387	OG0002387	genemark-LAQU0S08-processed-gene-0.23-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-0.23&CDS=1-1536	YHR170W
2388	OG0002388	snap_masked-LAQU0S08-processed-gene-0.87-mRNA-1_1&gene=snap_masked-LAQU0S08-processed-gene-0.87&CDS=1-573	YGR251W
2389	OG0002389	maker-LAQU0S08-snap-gene-0.1-mRNA-1_1&gene=maker-LAQU0S08-snap-gene-0.1&CDS=1-2892	YHR169W
2390	OG0002390	maker-LAQU0S08-snap-gene-0.0-mRNA-1_1&gene=maker-LAQU0S08-snap-gene-0.0&CDS=1-9072	YHR165C
2391	OG0002391	snap_masked-LAQU0S08-processed-gene-0.72-mRNA-1_1&gene=snap_masked-LAQU0S08-processed-gene-0.72&CDS=1-5499	YHR164C
2392	OG0002392	genemark-LAQU0S08-processed-gene-0.10-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-0.10&CDS=1-2499	YGR250C
2393	OG0002393	genemark-LAQU0S08-processed-gene-0.27-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-0.27&CDS=1-1164	YGR249W
2394	OG0002394	genemark-LAQU0S08-processed-gene-0.28-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-0.28&CDS=1-768	YHR163W
2395	OG0002395	genemark-LAQU0S08-processed-gene-0.29-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-0.29&CDS=1-1254	YGR244C
2396	OG0002396	maker-LAQU0S08-augustus-gene-0.38-mRNA-1_1&gene=maker-LAQU0S08-augustus-gene-0.38&CDS=1-3918	YGR246C
2397	OG0002397	genemark-LAQU0S08-processed-gene-0.12-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-0.12&CDS=1-645	YGR247W
2398	OG0002398	genemark-LAQU0S08-processed-gene-0.13-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-0.13&CDS=1-1866	YDL170W
2399	OG0002399	genemark-LAQU0S08-processed-gene-0.32-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-0.32&CDS=1-525	YLR193C
2400	OG0002400	genemark-LAQU0S08-processed-gene-1.3-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-1.3&CDS=1-1347	YLR195C
2401	OG0002401	genemark-LAQU0S08-processed-gene-1.0-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-1.0&CDS=1-1701	YLR196W
2402	OG0002402	augustus_masked-LAQU0S08-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-LAQU0S08-processed-gene-1.59&CDS=1-483	YDL169C
2403	OG0002403	genemark-LAQU0S08-processed-gene-1.1-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-1.1&CDS=1-1521	YLR197W
2404	OG0002404	snap_masked-LAQU0S08-processed-gene-1.107-mRNA-1_1&gene=snap_masked-LAQU0S08-processed-gene-1.107&CDS=1-810	YLR199C
2405	OG0002405	genemark-LAQU0S08-processed-gene-1.2-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-1.2&CDS=1-339	YLR200W
2406	OG0002406	genemark-LAQU0S08-processed-gene-1.6-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-1.6&CDS=1-771	YLR201C
2407	OG0002407	genemark-LAQU0S08-processed-gene-1.7-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-1.7&CDS=1-1143	YDL168W
2408	OG0002408	maker-LAQU0S08-snap-gene-1.159-mRNA-1_1&gene=maker-LAQU0S08-snap-gene-1.159&CDS=1-1434	YDL167C
2409	OG0002409	genemark-LAQU0S08-processed-gene-1.29-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-1.29&CDS=1-687	YDL166C
2410	OG0002410	genemark-LAQU0S08-processed-gene-1.8-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-1.8&CDS=1-570	YDL165W
2411	OG0002411	genemark-LAQU0S08-processed-gene-1.30-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-1.30&CDS=1-1197	YLR203C
2412	OG0002412	maker-LAQU0S08-augustus-gene-1.53-mRNA-1_1&gene=maker-LAQU0S08-augustus-gene-1.53&CDS=1-3060	YDL164C
2413	OG0002413	genemark-LAQU0S08-processed-gene-1.9-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-1.9&CDS=1-1503	YLR206W
2414	OG0002414	snap_masked-LAQU0S08-processed-gene-1.136-mRNA-1_1&gene=snap_masked-LAQU0S08-processed-gene-1.136&CDS=1-258	YDL160C-A
2415	OG0002415	snap_masked-LAQU0S08-processed-gene-1.112-mRNA-1_1&gene=snap_masked-LAQU0S08-processed-gene-1.112&CDS=1-2121	YLR207W
2416	OG0002416	genemark-LAQU0S08-processed-gene-1.11-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-1.11&CDS=1-882	YLR208W
2417	OG0002417	genemark-LAQU0S08-processed-gene-1.34-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-1.34&CDS=1-915	YLR209C
2418	OG0002418	genemark-LAQU0S08-processed-gene-1.35-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-1.35&CDS=1-1476	YDL160C
2419	OG0002419	genemark-LAQU0S08-processed-gene-1.12-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-1.12&CDS=1-1383	YDL159W
2420	OG0002420	genemark-LAQU0S08-processed-gene-1.36-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-1.36&CDS=1-324	YDL157C
2421	OG0002421	genemark-LAQU0S08-processed-gene-1.13-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-1.13&CDS=1-1533	YDL156W
2422	OG0002422	genemark-LAQU0S08-processed-gene-1.37-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-1.37&CDS=1-738	YDR391C
2423	OG0002423	genemark-LAQU0S08-processed-gene-1.14-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-1.14&CDS=1-1326	YDL155W
2424	OG0002424	genemark-LAQU0S08-processed-gene-1.39-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-1.39&CDS=1-1791	YDL153C
2425	OG0002425	genemark-LAQU0S08-processed-gene-1.15-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-1.15&CDS=1-1257	YDL150W
2426	OG0002426	augustus_masked-LAQU0S08-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-LAQU0S08-processed-gene-1.71&CDS=1-2763	YDL149W
2427	OG0002427	genemark-LAQU0S08-processed-gene-1.40-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-1.40&CDS=1-2445	YDL148C
2428	OG0002428	genemark-LAQU0S08-processed-gene-1.17-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-1.17&CDS=1-1323	YDL147W
2429	OG0002429	snap_masked-LAQU0S08-processed-gene-1.145-mRNA-1_1&gene=snap_masked-LAQU0S08-processed-gene-1.145&CDS=1-579	YLR211C
2430	OG0002430	genemark-LAQU0S08-processed-gene-1.18-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-1.18&CDS=1-1380	YDL146W
2431	OG0002431	genemark-LAQU0S08-processed-gene-1.42-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-1.42&CDS=1-1404	YLR212C
2432	OG0002432	maker-LAQU0S08-augustus-gene-1.54-mRNA-1_1&gene=maker-LAQU0S08-augustus-gene-1.54&CDS=1-4956	YDL145C
2433	OG0002433	genemark-LAQU0S08-processed-gene-1.19-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-1.19&CDS=1-2085	YLR214W
2434	OG0002434	genemark-LAQU0S08-processed-gene-1.45-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-1.45&CDS=1-1092	YLR215C
2435	OG0002435	genemark-LAQU0S08-processed-gene-1.20-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-1.20&CDS=1-1584	YDL143W
2436	OG0002436	genemark-LAQU0S08-processed-gene-1.46-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-1.46&CDS=1-579	YDL142C
2437	OG0002437	genemark-LAQU0S08-processed-gene-1.21-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-1.21&CDS=1-2046	YDL141W
2438	OG0002438	genemark-LAQU0S08-processed-gene-1.47-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-1.47&CDS=1-5184	YDL140C
2439	OG0002439	genemark-LAQU0S08-processed-gene-1.48-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-1.48&CDS=1-1110	YLR216C
2440	OG0002440	genemark-LAQU0S08-processed-gene-1.49-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-1.49&CDS=1-882	YLR218C
2441	OG0002441	augustus_masked-LAQU0S08-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-LAQU0S08-processed-gene-1.77&CDS=1-3888	YDL195W
2442	OG0002442	genemark-LAQU0S08-processed-gene-1.50-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-1.50&CDS=1-2841	YDL190C
2443	OG0002443	genemark-LAQU0S08-processed-gene-1.27-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-1.27&CDS=1-981	YDL189W
2444	OG0002444	genemark-LAQU0S08-processed-gene-1.51-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-1.51&CDS=1-600	YDL135C
2445	OG0002445	genemark-LAQU0S08-processed-gene-2.8-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-2.8&CDS=1-1068	YDL134C
2446	OG0002446	snap_masked-LAQU0S08-processed-gene-2.53-mRNA-1_1&gene=snap_masked-LAQU0S08-processed-gene-2.53&CDS=1-720	YDL186W
2447	OG0002447	genemark-LAQU0S08-processed-gene-2.9-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-2.9&CDS=1-894	YDL183C
2448	OG0002448	genemark-LAQU0S08-processed-gene-2.7-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-2.7&CDS=1-3714	YDL132W
2449	OG0002449	genemark-LAQU0S08-processed-gene-2.11-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-2.11&CDS=1-453	YMR194C-B
2450	OG0002450	augustus_masked-LAQU0S08-processed-gene-2.119-mRNA-1_1&gene=augustus_masked-LAQU0S08-processed-gene-2.119&CDS=1-4041	YMR193W
2451	OG0002451	genemark-LAQU0S08-processed-gene-2.34-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-2.34&CDS=1-2247	YPL248C
2452	OG0002452	genemark-LAQU0S08-processed-gene-2.12-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-2.12&CDS=1-4197	YMR190C
2453	OG0002453	genemark-LAQU0S08-processed-gene-2.35-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-2.35&CDS=1-1752	YAL067C
2454	OG0002454	augustus_masked-LAQU0S08-processed-gene-2.122-mRNA-1_1&gene=augustus_masked-LAQU0S08-processed-gene-2.122&CDS=1-4344	YMR189W
2455	OG0002455	genemark-LAQU0S08-processed-gene-2.13-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-2.13&CDS=1-687	YMR188C
2456	OG0002456	genemark-LAQU0S08-processed-gene-2.37-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-2.37&CDS=1-795	YPL246C
2457	OG0002457	genemark-LAQU0S08-processed-gene-2.14-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-2.14&CDS=1-1311	YPL245W
2458	OG0002458	genemark-LAQU0S08-processed-gene-2.38-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-2.38&CDS=1-990	YPL244C
2459	OG0002459	maker-LAQU0S08-augustus-gene-2.48-mRNA-1_1&gene=maker-LAQU0S08-augustus-gene-2.48&CDS=1-3579	YPL243W
2460	OG0002460	augustus_masked-LAQU0S08-processed-gene-2.125-mRNA-1_1&gene=augustus_masked-LAQU0S08-processed-gene-2.125&CDS=1-5289	YPL242C
2461	OG0002461	genemark-LAQU0S08-processed-gene-2.41-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-2.41&CDS=1-2856	YMR185W
2462	OG0002462	genemark-LAQU0S08-processed-gene-2.17-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-2.17&CDS=1-588	YPL239W
2463	OG0002463	genemark-LAQU0S08-processed-gene-2.18-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-2.18&CDS=1-849	YPL237W
2464	OG0002464	genemark-LAQU0S08-processed-gene-2.43-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-2.43&CDS=1-1038	YPL236C
2465	OG0002465	genemark-LAQU0S08-processed-gene-2.19-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-2.19&CDS=1-1410	YPL235W
2466	OG0002466	genemark-LAQU0S08-processed-gene-2.44-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-2.44&CDS=1-492	YPL234C
2467	OG0002467	genemark-LAQU0S08-processed-gene-2.20-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-2.20&CDS=1-645	YPL233W
2468	OG0002468	augustus_masked-LAQU0S08-processed-gene-2.111-mRNA-1_1&gene=augustus_masked-LAQU0S08-processed-gene-2.111&CDS=1-423	YPL229W
2469	OG0002469	genemark-LAQU0S08-processed-gene-2.24-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-2.24&CDS=1-1437	YPL228W
2470	OG0002470	genemark-LAQU0S08-processed-gene-2.45-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-2.45&CDS=1-996	YPL227C
2471	OG0002471	augustus_masked-LAQU0S08-processed-gene-2.131-mRNA-1_1&gene=augustus_masked-LAQU0S08-processed-gene-2.131&CDS=1-1986	YMR179W
2472	OG0002472	genemark-LAQU0S08-processed-gene-2.25-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-2.25&CDS=1-3528	YPL226W
2473	OG0002473	genemark-LAQU0S08-processed-gene-2.47-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-2.47&CDS=1-822	YMR178W
2474	OG0002474	genemark-LAQU0S08-processed-gene-2.27-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-2.27&CDS=1-444	YPL225W
2475	OG0002475	augustus_masked-LAQU0S08-processed-gene-3.164-mRNA-1_1&gene=augustus_masked-LAQU0S08-processed-gene-3.164&CDS=1-1401	YMR177W
2476	OG0002476	augustus_masked-LAQU0S08-processed-gene-3.165-mRNA-1_1&gene=augustus_masked-LAQU0S08-processed-gene-3.165&CDS=1-4404	YMR176W
2477	OG0002477	genemark-LAQU0S08-processed-gene-3.88-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-3.88&CDS=1-1971	YMR172W
2478	OG0002478	genemark-LAQU0S08-processed-gene-3.83-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-3.83&CDS=1-1992	YPL222W
2479	OG0002479	augustus_masked-LAQU0S08-processed-gene-3.200-mRNA-1_1&gene=augustus_masked-LAQU0S08-processed-gene-3.200&CDS=1-1233	YGL138C
2480	OG0002480	augustus_masked-LAQU0S08-processed-gene-3.171-mRNA-1_1&gene=augustus_masked-LAQU0S08-processed-gene-3.171&CDS=1-2619	YGL137W
2481	OG0002481	genemark-LAQU0S08-processed-gene-3.124-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-3.124&CDS=1-930	YGL136C
2482	OG0002482	augustus_masked-LAQU0S08-processed-gene-3.173-mRNA-1_1&gene=augustus_masked-LAQU0S08-processed-gene-3.173&CDS=1-1908	YPL218W
2483	OG0002483	genemark-LAQU0S08-processed-gene-3.125-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-3.125&CDS=1-3504	YPL217C
2484	OG0002484	augustus_masked-LAQU0S08-processed-gene-3.174-mRNA-1_1&gene=augustus_masked-LAQU0S08-processed-gene-3.174&CDS=1-3324	YGL133W
2485	OG0002485	augustus_masked-LAQU0S08-processed-gene-3.175-mRNA-1_1&gene=augustus_masked-LAQU0S08-processed-gene-3.175&CDS=1-1008	YPL215W
2486	OG0002486	genemark-LAQU0S08-processed-gene-3.126-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-3.126&CDS=1-1614	YPL214C
2487	OG0002487	augustus_masked-LAQU0S08-processed-gene-3.176-mRNA-1_1&gene=augustus_masked-LAQU0S08-processed-gene-3.176&CDS=1-696	YPL213W
2488	OG0002488	maker-LAQU0S08-augustus-gene-3.2-mRNA-1_1&gene=maker-LAQU0S08-augustus-gene-3.2&CDS=1-3729	YGL131C
2489	OG0002489	genemark-LAQU0S08-processed-gene-3.96-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-3.96&CDS=1-1407	YGL130W
2490	OG0002490	maker-LAQU0S08-augustus-gene-3.3-mRNA-1_1&gene=maker-LAQU0S08-augustus-gene-3.3&CDS=1-2979	YPL212C
2491	OG0002491	genemark-LAQU0S08-processed-gene-3.97-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-3.97&CDS=1-543	YPL211W
2492	OG0002492	genemark-LAQU0S08-processed-gene-3.130-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-3.130&CDS=1-1809	YPL210C
2493	OG0002493	genemark-LAQU0S08-processed-gene-3.98-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-3.98&CDS=1-1665	YGL064C
2494	OG0002494	genemark-LAQU0S08-processed-gene-3.131-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-3.131&CDS=1-1146	YPL209C
2495	OG0002495	maker-LAQU0S08-augustus-gene-3.0-mRNA-1_1&gene=maker-LAQU0S08-augustus-gene-3.0&CDS=1-4191	YPL207W
2496	OG0002496	genemark-LAQU0S08-processed-gene-3.101-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-3.101&CDS=1-1527	YGL065C
2497	OG0002497	genemark-LAQU0S08-processed-gene-3.133-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-3.133&CDS=1-1740	YGL066W
2498	OG0002498	genemark-LAQU0S08-processed-gene-3.134-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-3.134&CDS=1-963	YPL206C
2499	OG0002499	snap_masked-LAQU0S08-processed-gene-3.57-mRNA-1_1&gene=snap_masked-LAQU0S08-processed-gene-3.57&CDS=1-1095	YGL067W
2500	OG0002500	genemark-LAQU0S08-processed-gene-3.136-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-3.136&CDS=1-510	YGL068W
2501	OG0002501	genemark-LAQU0S08-processed-gene-3.104-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-3.104&CDS=1-366	YGL070C
2502	OG0002502	augustus_masked-LAQU0S08-processed-gene-3.212-mRNA-1_1&gene=augustus_masked-LAQU0S08-processed-gene-3.212&CDS=1-1107	YPL201C
2503	OG0002503	genemark-LAQU0S08-processed-gene-3.139-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-3.139&CDS=1-1707	YGL073W
2504	OG0002504	genemark-LAQU0S08-processed-gene-3.105-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-3.105&CDS=1-1158	YGL075C
2505	OG0002505	genemark-LAQU0S08-processed-gene-3.140-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-3.140&CDS=1-813	YPL199C
2506	OG0002506	genemark-LAQU0S08-processed-gene-3.107-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-3.107&CDS=1-1596	YGL077C
2507	OG0002507	genemark-LAQU0S08-processed-gene-3.108-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-3.108&CDS=1-1659	YGL078C
2508	OG0002508	maker-LAQU0S08-snap-gene-3.160-mRNA-1_1&gene=maker-LAQU0S08-snap-gene-3.160&CDS=1-2472	YPL196W
2509	OG0002509	genemark-LAQU0S08-processed-gene-3.141-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-3.141&CDS=1-576	YGL079W
2510	OG0002510	genemark-LAQU0S08-processed-gene-3.111-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-3.111&CDS=1-2832	YPL195W
2511	OG0002511	augustus_masked-LAQU0S08-processed-gene-3.189-mRNA-1_1&gene=augustus_masked-LAQU0S08-processed-gene-3.189&CDS=1-1632	YPL194W
2512	OG0002512	genemark-LAQU0S08-processed-gene-3.142-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-3.142&CDS=1-375	YGL080W
2513	OG0002513	augustus_masked-LAQU0S08-processed-gene-3.190-mRNA-1_1&gene=augustus_masked-LAQU0S08-processed-gene-3.190&CDS=1-993	YPL193W
2514	OG0002514	augustus_masked-LAQU0S08-processed-gene-3.217-mRNA-1_1&gene=augustus_masked-LAQU0S08-processed-gene-3.217&CDS=1-1188	YGL081W
2515	OG0002515	genemark-LAQU0S08-processed-gene-3.145-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-3.145&CDS=1-1131	YGL082W
2516	OG0002516	genemark-LAQU0S08-processed-gene-3.146-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-3.146&CDS=1-2466	YPL190C
2517	OG0002517	genemark-LAQU0S08-processed-gene-3.147-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-3.147&CDS=1-2340	YGL083W
2518	OG0002518	genemark-LAQU0S08-processed-gene-3.114-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-3.114&CDS=1-1791	YGL084C
2519	OG0002519	genemark-LAQU0S08-processed-gene-3.148-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-3.148&CDS=1-798	YGL085W
2520	OG0002520	genemark-LAQU0S08-processed-gene-3.149-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-3.149&CDS=1-1932	YGL086W
2521	OG0002521	augustus_masked-LAQU0S08-processed-gene-3.192-mRNA-1_1&gene=augustus_masked-LAQU0S08-processed-gene-3.192&CDS=1-408	YGL087C
2522	OG0002522	genemark-LAQU0S08-processed-gene-3.116-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-3.116&CDS=1-1257	YPL188W
2523	OG0002523	snap_masked-LAQU0S08-processed-gene-3.74-mRNA-1_1&gene=snap_masked-LAQU0S08-processed-gene-3.74&CDS=1-1119	YPL186C
2524	OG0002524	genemark-LAQU0S08-processed-gene-3.152-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-3.152&CDS=1-1707	YPL184C
2525	OG0002525	augustus_masked-LAQU0S08-processed-gene-3.225-mRNA-1_1&gene=augustus_masked-LAQU0S08-processed-gene-3.225&CDS=1-1221	YGL090W
2526	OG0002526	genemark-LAQU0S08-processed-gene-3.118-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-3.118&CDS=1-969	YGL091C
2527	OG0002527	augustus_masked-LAQU0S08-processed-gene-3.226-mRNA-1_1&gene=augustus_masked-LAQU0S08-processed-gene-3.226&CDS=1-3933	YGL092W
2528	OG0002528	augustus_masked-LAQU0S08-processed-gene-3.227-mRNA-1_1&gene=augustus_masked-LAQU0S08-processed-gene-3.227&CDS=1-2709	YGL093W
2529	OG0002529	genemark-LAQU0S08-processed-gene-3.155-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-3.155&CDS=1-2994	YPL183C
2530	OG0002530	genemark-LAQU0S08-processed-gene-3.119-mRNA-1_1&gene=genemark-LAQU0S08-processed-gene-3.119&CDS=1-3384	YGL094C
