	OrthologID	Saccharomyces_cerevisiae	Spathaspora_girioi
2102	OG0002102	YKL078W	genemark-LQMS01002367.1-processed-gene-0.67-mRNA-1_1&gene=genemark-LQMS01002367.1-processed-gene-0.67&CDS=1-2568
2103	OG0002103	YKL080W	genemark-LQMS01002266.1-processed-gene-0.22-mRNA-1_1&gene=genemark-LQMS01002266.1-processed-gene-0.22&CDS=1-1128
2104	OG0002104	YKL082C	genemark-LQMS01002266.1-processed-gene-0.11-mRNA-1_1&gene=genemark-LQMS01002266.1-processed-gene-0.11&CDS=1-1266
2105	OG0002105	YKL084W	genemark-LQMS01002306.1-processed-gene-0.34-mRNA-1_1&gene=genemark-LQMS01002306.1-processed-gene-0.34&CDS=1-366
2106	OG0002106	YKL086W	genemark-LQMS01002361.1-processed-gene-0.39-mRNA-1_1&gene=genemark-LQMS01002361.1-processed-gene-0.39&CDS=1-390
2107	OG0002107	YKL087C	genemark-LQMS01002261.1-processed-gene-0.58-mRNA-1_1&gene=genemark-LQMS01002261.1-processed-gene-0.58&CDS=1-783
2108	OG0002108	YKL088W	genemark-LQMS01002368.1-processed-gene-0.52-mRNA-1_1&gene=genemark-LQMS01002368.1-processed-gene-0.52&CDS=1-2034
2109	OG0002109	YKL089W	genemark-LQMS01002248.1-processed-gene-0.25-mRNA-1_1&gene=genemark-LQMS01002248.1-processed-gene-0.25&CDS=1-1497
2110	OG0002110	YKL092C	genemark-LQMS01002366.1-processed-gene-0.160-mRNA-1_1&gene=genemark-LQMS01002366.1-processed-gene-0.160&CDS=1-3438
2111	OG0002111	YKL094W	genemark-LQMS01002380.1-processed-gene-0.7-mRNA-1_1&gene=genemark-LQMS01002380.1-processed-gene-0.7&CDS=1-912
2112	OG0002112	YKL095W	augustus_masked-LQMS01002293.1-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-LQMS01002293.1-processed-gene-0.48&CDS=1-753
2113	OG0002113	YKL099C	genemark-LQMS01002379.1-processed-gene-1.177-mRNA-1_1&gene=genemark-LQMS01002379.1-processed-gene-1.177&CDS=1-738
2114	OG0002114	YKL100C	snap_masked-LQMS01002240.1-processed-gene-0.11-mRNA-1_1&gene=snap_masked-LQMS01002240.1-processed-gene-0.11&CDS=1-1278
2115	OG0002115	YKL103C	genemark-LQMS01002304.1-processed-gene-0.12-mRNA-1_1&gene=genemark-LQMS01002304.1-processed-gene-0.12&CDS=1-1551
2116	OG0002116	YKL104C	genemark-LQMS01002304.1-processed-gene-0.28-mRNA-1_1&gene=genemark-LQMS01002304.1-processed-gene-0.28&CDS=1-2091
2117	OG0002117	YKL106W	genemark-LQMS01002361.1-processed-gene-0.19-mRNA-1_1&gene=genemark-LQMS01002361.1-processed-gene-0.19&CDS=1-1308
2118	OG0002118	YKL108W	snap_masked-LQMS01002379.1-processed-gene-1.127-mRNA-1_1&gene=snap_masked-LQMS01002379.1-processed-gene-1.127&CDS=1-984
2119	OG0002119	YKL110C	genemark-LQMS01002379.1-processed-gene-1.208-mRNA-1_1&gene=genemark-LQMS01002379.1-processed-gene-1.208&CDS=1-849
2120	OG0002120	YKL113C	genemark-LQMS01002372.1-processed-gene-0.104-mRNA-1_1&gene=genemark-LQMS01002372.1-processed-gene-0.104&CDS=1-1143
2121	OG0002121	YKL114C	maker-LQMS01002362.1-snap-gene-0.175-mRNA-1_1&gene=maker-LQMS01002362.1-snap-gene-0.175&CDS=1-1149
2122	OG0002122	YKL116C	genemark-LQMS01002332.1-processed-gene-0.50-mRNA-1_1&gene=genemark-LQMS01002332.1-processed-gene-0.50&CDS=1-1512
2123	OG0002123	YKL117W	genemark-LQMS01002236.1-processed-gene-0.23-mRNA-1_1&gene=genemark-LQMS01002236.1-processed-gene-0.23&CDS=1-705
2124	OG0002124	YKL119C	genemark-LQMS01002375.1-processed-gene-0.135-mRNA-1_1&gene=genemark-LQMS01002375.1-processed-gene-0.135&CDS=1-654
2125	OG0002125	YKL120W	genemark-LQMS01002362.1-processed-gene-0.70-mRNA-1_1&gene=genemark-LQMS01002362.1-processed-gene-0.70&CDS=1-1041
2126	OG0002126	YKL124W	genemark-LQMS01002347.1-processed-gene-0.119-mRNA-1_1&gene=genemark-LQMS01002347.1-processed-gene-0.119&CDS=1-1869
2127	OG0002127	YKL125W	augustus_masked-LQMS01002318.1-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-LQMS01002318.1-processed-gene-0.31&CDS=1-2040
2128	OG0002128	YKL134C	genemark-LQMS01002367.1-processed-gene-0.122-mRNA-1_1&gene=genemark-LQMS01002367.1-processed-gene-0.122&CDS=1-2325
2129	OG0002129	YKL135C	genemark-LQMS01002316.1-processed-gene-0.50-mRNA-1_1&gene=genemark-LQMS01002316.1-processed-gene-0.50&CDS=1-2202
2130	OG0002130	YKL138C	genemark-LQMS01002340.1-processed-gene-0.85-mRNA-1_1&gene=genemark-LQMS01002340.1-processed-gene-0.85&CDS=1-351
2131	OG0002131	YKL139W	genemark-LQMS01002304.1-processed-gene-0.27-mRNA-1_1&gene=genemark-LQMS01002304.1-processed-gene-0.27&CDS=1-1650
2132	OG0002132	YKL142W	genemark-LQMS01002351.1-processed-gene-0.40-mRNA-1_1&gene=genemark-LQMS01002351.1-processed-gene-0.40&CDS=1-648
2133	OG0002133	YKL143W	genemark-LQMS01002274.1-processed-gene-0.25-mRNA-1_1&gene=genemark-LQMS01002274.1-processed-gene-0.25&CDS=1-1287
2134	OG0002134	YKL144C	genemark-LQMS01002303.1-processed-gene-0.3-mRNA-1_1&gene=genemark-LQMS01002303.1-processed-gene-0.3&CDS=1-588
2135	OG0002135	YKL145W	genemark-LQMS01002303.1-processed-gene-0.20-mRNA-1_1&gene=genemark-LQMS01002303.1-processed-gene-0.20&CDS=1-1347
2136	OG0002136	YKL150W	snap_masked-LQMS01002343.1-processed-gene-0.137-mRNA-1_1&gene=snap_masked-LQMS01002343.1-processed-gene-0.137&CDS=1-2376
2137	OG0002137	YKL151C	maker-LQMS01002343.1-augustus-gene-0.0-mRNA-1_1&gene=maker-LQMS01002343.1-augustus-gene-0.0&CDS=1-2280
2138	OG0002138	YKL152C	augustus_masked-LQMS01002369.1-processed-gene-0.187-mRNA-1_1&gene=augustus_masked-LQMS01002369.1-processed-gene-0.187&CDS=1-4038
2139	OG0002139	YKL154W	genemark-LQMS01002305.1-processed-gene-0.29-mRNA-1_1&gene=genemark-LQMS01002305.1-processed-gene-0.29&CDS=1-855
2140	OG0002140	YKL155C	genemark-LQMS01002349.1-processed-gene-0.89-mRNA-1_1&gene=genemark-LQMS01002349.1-processed-gene-0.89&CDS=1-2241
2141	OG0002141	YKL157W	genemark-LQMS01002365.1-processed-gene-0.131-mRNA-1_1&gene=genemark-LQMS01002365.1-processed-gene-0.131&CDS=1-2619
2142	OG0002142	YKL160W	genemark-LQMS01002176.1-processed-gene-0.9-mRNA-1_1&gene=genemark-LQMS01002176.1-processed-gene-0.9&CDS=1-363
2143	OG0002143	YKL162C	snap_masked-LQMS01002185.1-processed-gene-0.3-mRNA-1_1&gene=snap_masked-LQMS01002185.1-processed-gene-0.3&CDS=1-1788
2144	OG0002144	YKL165C	genemark-LQMS01002380.1-processed-gene-2.95-mRNA-1_1&gene=genemark-LQMS01002380.1-processed-gene-2.95&CDS=1-2880
2145	OG0002145	YKL170W	genemark-LQMS01002269.1-processed-gene-0.41-mRNA-1_1&gene=genemark-LQMS01002269.1-processed-gene-0.41&CDS=1-378
2146	OG0002146	YKL171W	snap_masked-LQMS01002340.1-processed-gene-0.114-mRNA-1_1&gene=snap_masked-LQMS01002340.1-processed-gene-0.114&CDS=1-2742
2147	OG0002147	YKL172W	genemark-LQMS01002357.1-processed-gene-0.80-mRNA-1_1&gene=genemark-LQMS01002357.1-processed-gene-0.80&CDS=1-1206
2148	OG0002148	YKL173W	snap_masked-LQMS01002357.1-processed-gene-0.168-mRNA-1_1&gene=snap_masked-LQMS01002357.1-processed-gene-0.168&CDS=1-2844
2149	OG0002149	YKL174C	genemark-LQMS01002357.1-processed-gene-0.111-mRNA-1_1&gene=genemark-LQMS01002357.1-processed-gene-0.111&CDS=1-2019
2150	OG0002150	YKL175W	genemark-LQMS01002361.1-processed-gene-0.58-mRNA-1_1&gene=genemark-LQMS01002361.1-processed-gene-0.58&CDS=1-1515
2151	OG0002151	YKL178C	genemark-LQMS01002310.1-processed-gene-0.57-mRNA-1_1&gene=genemark-LQMS01002310.1-processed-gene-0.57&CDS=1-1254
2152	OG0002152	YKL179C	genemark-LQMS01002340.1-processed-gene-0.72-mRNA-1_1&gene=genemark-LQMS01002340.1-processed-gene-0.72&CDS=1-2061
2153	OG0002153	YKL181W	maker-LQMS01002366.1-augustus-gene-0.182-mRNA-1_1&gene=maker-LQMS01002366.1-augustus-gene-0.182&CDS=1-1092
2154	OG0002154	YKL182W	genemark-LQMS01002205.1-processed-gene-0.16-mRNA-1_1&gene=genemark-LQMS01002205.1-processed-gene-0.16&CDS=1-5370
2155	OG0002155	YKL183W	genemark-LQMS01002358.1-processed-gene-0.92-mRNA-1_1&gene=genemark-LQMS01002358.1-processed-gene-0.92&CDS=1-720
2156	OG0002156	YKL184W	genemark-LQMS01002358.1-processed-gene-0.94-mRNA-1_1&gene=genemark-LQMS01002358.1-processed-gene-0.94&CDS=1-1317
2157	OG0002157	YKL185W	genemark-LQMS01002377.1-processed-gene-0.69-mRNA-1_1&gene=genemark-LQMS01002377.1-processed-gene-0.69&CDS=1-1623
2158	OG0002158	YKL186C	snap_masked-LQMS01002268.1-processed-gene-0.30-mRNA-1_1&gene=snap_masked-LQMS01002268.1-processed-gene-0.30&CDS=1-558
2159	OG0002159	YKL188C	augustus_masked-LQMS01002380.1-processed-gene-2.26-mRNA-1_1&gene=augustus_masked-LQMS01002380.1-processed-gene-2.26&CDS=1-2034
2160	OG0002160	YKL189W	genemark-LQMS01002360.1-processed-gene-0.102-mRNA-1_1&gene=genemark-LQMS01002360.1-processed-gene-0.102&CDS=1-1083
2161	OG0002161	YKL191W	augustus_masked-LQMS01002323.1-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-LQMS01002323.1-processed-gene-0.33&CDS=1-2451
2162	OG0002162	YKL192C	snap_masked-LQMS01002340.1-processed-gene-0.107-mRNA-1_1&gene=snap_masked-LQMS01002340.1-processed-gene-0.107&CDS=1-336
2163	OG0002163	YKL193C	genemark-LQMS01002263.1-processed-gene-0.14-mRNA-1_1&gene=genemark-LQMS01002263.1-processed-gene-0.14&CDS=1-1095
2164	OG0002164	YKL194C	genemark-LQMS01002370.1-processed-gene-0.75-mRNA-1_1&gene=genemark-LQMS01002370.1-processed-gene-0.75&CDS=1-1896
2165	OG0002165	YKL196C	genemark-LQMS01002370.1-processed-gene-0.70-mRNA-1_1&gene=genemark-LQMS01002370.1-processed-gene-0.70&CDS=1-597
2166	OG0002166	YKL197C	genemark-LQMS01002153.1-processed-gene-0.8-mRNA-1_1&gene=genemark-LQMS01002153.1-processed-gene-0.8&CDS=1-3048
2167	OG0002167	YKL203C	genemark-LQMS01002213.1-processed-gene-0.12-mRNA-1_1&gene=genemark-LQMS01002213.1-processed-gene-0.12&CDS=1-7455
2168	OG0002168	YKL205W	genemark-LQMS01002373.1-processed-gene-0.172-mRNA-1_1&gene=genemark-LQMS01002373.1-processed-gene-0.172&CDS=1-3012
2169	OG0002169	YKL206C	genemark-LQMS01002300.1-processed-gene-0.29-mRNA-1_1&gene=genemark-LQMS01002300.1-processed-gene-0.29&CDS=1-795
2170	OG0002170	YKL207W	snap_masked-LQMS01002153.1-processed-gene-0.2-mRNA-1_1&gene=snap_masked-LQMS01002153.1-processed-gene-0.2&CDS=1-891
2171	OG0002171	YKL209C	genemark-LQMS01002362.1-processed-gene-0.59-mRNA-1_1&gene=genemark-LQMS01002362.1-processed-gene-0.59&CDS=1-3729
2172	OG0002172	YKL211C	genemark-LQMS01002380.1-processed-gene-2.94-mRNA-1_1&gene=genemark-LQMS01002380.1-processed-gene-2.94&CDS=1-1530
2173	OG0002173	YKL212W	genemark-LQMS01002380.1-processed-gene-2.65-mRNA-1_1&gene=genemark-LQMS01002380.1-processed-gene-2.65&CDS=1-1827
2174	OG0002174	YKL213C	genemark-LQMS01002380.1-processed-gene-2.63-mRNA-1_1&gene=genemark-LQMS01002380.1-processed-gene-2.63&CDS=1-2298
2175	OG0002175	YKL215C	genemark-LQMS01002369.1-processed-gene-0.108-mRNA-1_1&gene=genemark-LQMS01002369.1-processed-gene-0.108&CDS=1-7422
2176	OG0002176	YKL216W	genemark-LQMS01002280.1-processed-gene-0.30-mRNA-1_1&gene=genemark-LQMS01002280.1-processed-gene-0.30&CDS=1-1317
2177	OG0002177	YKL221W	augustus_masked-LQMS01002140.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LQMS01002140.1-processed-gene-0.1&CDS=1-3528
2178	OG0002178	YKR001C	augustus_masked-LQMS01002366.1-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-LQMS01002366.1-processed-gene-0.46&CDS=1-3660
2179	OG0002179	YKR008W	genemark-LQMS01002252.1-processed-gene-0.44-mRNA-1_1&gene=genemark-LQMS01002252.1-processed-gene-0.44&CDS=1-1791
2180	OG0002180	YKR009C	genemark-LQMS01002316.1-processed-gene-0.39-mRNA-1_1&gene=genemark-LQMS01002316.1-processed-gene-0.39&CDS=1-2694
2181	OG0002181	YKR014C	genemark-LQMS01002352.1-processed-gene-0.142-mRNA-1_1&gene=genemark-LQMS01002352.1-processed-gene-0.142&CDS=1-657
2182	OG0002182	YKR017C	maker-LQMS01002352.1-augustus-gene-0.166-mRNA-1_1&gene=maker-LQMS01002352.1-augustus-gene-0.166&CDS=1-3543
2183	OG0002183	YKR020W	augustus_masked-LQMS01002053.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMS01002053.1-processed-gene-0.2&CDS=1-612
2184	OG0002184	YKR023W	genemark-LQMS01002379.1-processed-gene-1.176-mRNA-1_1&gene=genemark-LQMS01002379.1-processed-gene-1.176&CDS=1-1041
2185	OG0002185	YKR024C	genemark-LQMS01002373.1-processed-gene-0.100-mRNA-1_1&gene=genemark-LQMS01002373.1-processed-gene-0.100&CDS=1-2160
2186	OG0002186	YKR026C	snap_masked-LQMS01002373.1-processed-gene-0.221-mRNA-1_1&gene=snap_masked-LQMS01002373.1-processed-gene-0.221&CDS=1-933
2187	OG0002187	YKR030W	genemark-LQMS01002352.1-processed-gene-0.119-mRNA-1_1&gene=genemark-LQMS01002352.1-processed-gene-0.119&CDS=1-978
2188	OG0002188	YKR031C	genemark-LQMS01002380.1-processed-gene-0.3-mRNA-1_1&gene=genemark-LQMS01002380.1-processed-gene-0.3&CDS=1-5448
2189	OG0002189	YKR034W	genemark-LQMS01002354.1-processed-gene-0.7-mRNA-1_1&gene=genemark-LQMS01002354.1-processed-gene-0.7&CDS=1-2034
2190	OG0002190	YKR035W-A	genemark-LQMS01002322.1-processed-gene-0.57-mRNA-1_1&gene=genemark-LQMS01002322.1-processed-gene-0.57&CDS=1-600
2191	OG0002191	YKR038C	genemark-LQMS01002353.1-processed-gene-0.175-mRNA-1_1&gene=genemark-LQMS01002353.1-processed-gene-0.175&CDS=1-1116
2192	OG0002192	YKR043C	genemark-LQMS01002371.1-processed-gene-0.15-mRNA-1_1&gene=genemark-LQMS01002371.1-processed-gene-0.15&CDS=1-732
2193	OG0002193	YKR050W	augustus_masked-LQMS01002326.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-LQMS01002326.1-processed-gene-0.8&CDS=1-2805
2194	OG0002194	YKR051W	genemark-LQMS01002249.1-processed-gene-0.16-mRNA-1_1&gene=genemark-LQMS01002249.1-processed-gene-0.16&CDS=1-1638
2195	OG0002195	YKR054C	augustus_masked-LQMS01002259.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-LQMS01002259.1-processed-gene-0.4&CDS=1-12657
2196	OG0002196	YKR060W	genemark-LQMS01002357.1-processed-gene-0.112-mRNA-1_1&gene=genemark-LQMS01002357.1-processed-gene-0.112&CDS=1-852
2197	OG0002197	YKR062W	snap_masked-LQMS01002380.1-processed-gene-2.134-mRNA-1_1&gene=snap_masked-LQMS01002380.1-processed-gene-2.134&CDS=1-867
2198	OG0002198	YKR063C	genemark-LQMS01002356.1-processed-gene-0.136-mRNA-1_1&gene=genemark-LQMS01002356.1-processed-gene-0.136&CDS=1-1578
2199	OG0002199	YKR065C	genemark-LQMS01002316.1-processed-gene-0.47-mRNA-1_1&gene=genemark-LQMS01002316.1-processed-gene-0.47&CDS=1-540
2200	OG0002200	YKR066C	genemark-LQMS01002316.1-processed-gene-0.33-mRNA-1_1&gene=genemark-LQMS01002316.1-processed-gene-0.33&CDS=1-1101
2201	OG0002201	YKR068C	genemark-LQMS01002271.1-processed-gene-0.42-mRNA-1_1&gene=genemark-LQMS01002271.1-processed-gene-0.42&CDS=1-573
2202	OG0002202	YKR070W	genemark-LQMS01002256.1-processed-gene-0.20-mRNA-1_1&gene=genemark-LQMS01002256.1-processed-gene-0.20&CDS=1-1131
2203	OG0002203	YKR071C	genemark-LQMS01002355.1-processed-gene-0.73-mRNA-1_1&gene=genemark-LQMS01002355.1-processed-gene-0.73&CDS=1-1026
2204	OG0002204	YKR072C	genemark-LQMS01002376.1-processed-gene-0.75-mRNA-1_1&gene=genemark-LQMS01002376.1-processed-gene-0.75&CDS=1-1527
2205	OG0002205	YKR074W	snap_masked-LQMS01002361.1-processed-gene-0.67-mRNA-1_1&gene=snap_masked-LQMS01002361.1-processed-gene-0.67&CDS=1-441
2206	OG0002206	YKR079C	snap_masked-LQMS01002319.1-processed-gene-0.37-mRNA-1_1&gene=snap_masked-LQMS01002319.1-processed-gene-0.37&CDS=1-3147
2207	OG0002207	YKR080W	genemark-LQMS01002351.1-processed-gene-0.46-mRNA-1_1&gene=genemark-LQMS01002351.1-processed-gene-0.46&CDS=1-960
2208	OG0002208	YKR081C	genemark-LQMS01002361.1-processed-gene-0.44-mRNA-1_1&gene=genemark-LQMS01002361.1-processed-gene-0.44&CDS=1-4404
2209	OG0002209	YKR083C	genemark-LQMS01002361.1-processed-gene-0.18-mRNA-1_1&gene=genemark-LQMS01002361.1-processed-gene-0.18&CDS=1-396
2210	OG0002210	YKR084C	maker-LQMS01002363.1-snap-gene-0.195-mRNA-1_1&gene=maker-LQMS01002363.1-snap-gene-0.195&CDS=1-2214
2211	OG0002211	YKR086W	augustus_masked-LQMS01002191.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-LQMS01002191.1-processed-gene-0.3&CDS=1-3237
2212	OG0002212	YKR087C	genemark-LQMS01002351.1-processed-gene-0.50-mRNA-1_1&gene=genemark-LQMS01002351.1-processed-gene-0.50&CDS=1-948
2213	OG0002213	YKR088C	genemark-LQMS01002343.1-processed-gene-0.72-mRNA-1_1&gene=genemark-LQMS01002343.1-processed-gene-0.72&CDS=1-702
2214	OG0002214	YKR090W	genemark-LQMS01002343.1-processed-gene-0.99-mRNA-1_1&gene=genemark-LQMS01002343.1-processed-gene-0.99&CDS=1-2922
2215	OG0002215	YKR092C	genemark-LQMS01002354.1-processed-gene-0.1-mRNA-1_1&gene=genemark-LQMS01002354.1-processed-gene-0.1&CDS=1-1062
2216	OG0002216	YKR095W-A	genemark-LQMS01002185.1-processed-gene-0.9-mRNA-1_1&gene=genemark-LQMS01002185.1-processed-gene-0.9&CDS=1-300
2217	OG0002217	YKR097W	genemark-LQMS01002302.1-processed-gene-0.8-mRNA-1_1&gene=genemark-LQMS01002302.1-processed-gene-0.8&CDS=1-1659
2218	OG0002218	YKR099W	genemark-LQMS01002351.1-processed-gene-0.45-mRNA-1_1&gene=genemark-LQMS01002351.1-processed-gene-0.45&CDS=1-2187
2219	OG0002219	YLL001W	genemark-LQMS01002350.1-processed-gene-0.46-mRNA-1_1&gene=genemark-LQMS01002350.1-processed-gene-0.46&CDS=1-2610
2220	OG0002220	YLL002W	genemark-LQMS01002202.1-processed-gene-0.19-mRNA-1_1&gene=genemark-LQMS01002202.1-processed-gene-0.19&CDS=1-1302
2221	OG0002221	YLL004W	augustus_masked-LQMS01002319.1-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-LQMS01002319.1-processed-gene-0.81&CDS=1-2178
2222	OG0002222	YLL005C	genemark-LQMS01002353.1-processed-gene-0.123-mRNA-1_1&gene=genemark-LQMS01002353.1-processed-gene-0.123&CDS=1-1950
2223	OG0002223	YLL008W	augustus_masked-LQMS01002307.1-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-LQMS01002307.1-processed-gene-0.12&CDS=1-4599
2224	OG0002224	YLL009C	genemark-LQMS01001632.1-processed-gene-0.0-mRNA-1_1&gene=genemark-LQMS01001632.1-processed-gene-0.0&CDS=1-174
2225	OG0002225	YLL011W	augustus_masked-LQMS01002319.1-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-LQMS01002319.1-processed-gene-0.90&CDS=1-2628
2226	OG0002226	YLL013C	genemark-LQMS01002338.1-processed-gene-0.73-mRNA-1_1&gene=genemark-LQMS01002338.1-processed-gene-0.73&CDS=1-2499
2227	OG0002227	YLL014W	genemark-LQMS01002276.1-processed-gene-0.15-mRNA-1_1&gene=genemark-LQMS01002276.1-processed-gene-0.15&CDS=1-318
2228	OG0002228	YLL018C	genemark-LQMS01002354.1-processed-gene-0.23-mRNA-1_1&gene=genemark-LQMS01002354.1-processed-gene-0.23&CDS=1-1701
2229	OG0002229	YLL018C-A	genemark-LQMS01002375.1-processed-gene-0.115-mRNA-1_1&gene=genemark-LQMS01002375.1-processed-gene-0.115&CDS=1-330
2230	OG0002230	YLL019C	genemark-LQMS01002375.1-processed-gene-0.116-mRNA-1_1&gene=genemark-LQMS01002375.1-processed-gene-0.116&CDS=1-2142
2231	OG0002231	YLL021W	genemark-LQMS01002315.1-processed-gene-0.7-mRNA-1_1&gene=genemark-LQMS01002315.1-processed-gene-0.7&CDS=1-3267
2232	OG0002232	YLL026W	genemark-LQMS01002289.1-processed-gene-0.40-mRNA-1_1&gene=genemark-LQMS01002289.1-processed-gene-0.40&CDS=1-2715
2233	OG0002233	YLL027W	genemark-LQMS01002260.1-processed-gene-0.25-mRNA-1_1&gene=genemark-LQMS01002260.1-processed-gene-0.25&CDS=1-831
2234	OG0002234	YLL028W	maker-LQMS01002089.1-snap-gene-0.6-mRNA-1_1&gene=maker-LQMS01002089.1-snap-gene-0.6&CDS=1-1845
2235	OG0002235	YLL029W	augustus_masked-LQMS01002318.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMS01002318.1-processed-gene-0.0&CDS=1-2106
2236	OG0002236	YLL031C	augustus_masked-LQMS01002340.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-LQMS01002340.1-processed-gene-0.6&CDS=1-7305
2237	OG0002237	YLL032C	genemark-LQMS01002298.1-processed-gene-0.23-mRNA-1_1&gene=genemark-LQMS01002298.1-processed-gene-0.23&CDS=1-2394
2238	OG0002238	YLL034C	genemark-LQMS01002379.1-processed-gene-1.219-mRNA-1_1&gene=genemark-LQMS01002379.1-processed-gene-1.219&CDS=1-2454
2239	OG0002239	YLL036C	augustus_masked-LQMS01002348.1-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-LQMS01002348.1-processed-gene-0.118&CDS=1-2628
2240	OG0002240	YLL040C	genemark-LQMS01002216.1-processed-gene-0.4-mRNA-1_1&gene=genemark-LQMS01002216.1-processed-gene-0.4&CDS=1-9357
2241	OG0002241	YLL041C	genemark-LQMS01002372.1-processed-gene-0.94-mRNA-1_1&gene=genemark-LQMS01002372.1-processed-gene-0.94&CDS=1-789
2242	OG0002242	YLL048C	snap_masked-LQMS01002161.1-processed-gene-0.3-mRNA-1_1&gene=snap_masked-LQMS01002161.1-processed-gene-0.3&CDS=1-4893
2243	OG0002243	YLL050C	genemark-LQMS01002366.1-processed-gene-0.124-mRNA-1_1&gene=genemark-LQMS01002366.1-processed-gene-0.124&CDS=1-447
2244	OG0002244	YLL057C	genemark-LQMS01002380.1-processed-gene-0.20-mRNA-1_1&gene=genemark-LQMS01002380.1-processed-gene-0.20&CDS=1-1158
2245	OG0002245	YLR001C	genemark-LQMS01002339.1-processed-gene-0.54-mRNA-1_1&gene=genemark-LQMS01002339.1-processed-gene-0.54&CDS=1-3024
2246	OG0002246	YLR003C	genemark-LQMS01002220.1-processed-gene-0.20-mRNA-1_1&gene=genemark-LQMS01002220.1-processed-gene-0.20&CDS=1-783
2247	OG0002247	YLR004C	genemark-LQMS01002374.1-processed-gene-0.49-mRNA-1_1&gene=genemark-LQMS01002374.1-processed-gene-0.49&CDS=1-1482
2248	OG0002248	YLR005W	genemark-LQMS01002376.1-processed-gene-0.141-mRNA-1_1&gene=genemark-LQMS01002376.1-processed-gene-0.141&CDS=1-1398
2249	OG0002249	YLR006C	maker-LQMS01002352.1-augustus-gene-0.168-mRNA-1_1&gene=maker-LQMS01002352.1-augustus-gene-0.168&CDS=1-2136
2250	OG0002250	YLR008C	genemark-LQMS01002323.1-processed-gene-0.84-mRNA-1_1&gene=genemark-LQMS01002323.1-processed-gene-0.84&CDS=1-483
2251	OG0002251	YLR009W	genemark-LQMS01002323.1-processed-gene-0.104-mRNA-1_1&gene=genemark-LQMS01002323.1-processed-gene-0.104&CDS=1-612
2252	OG0002252	YLR015W	genemark-LQMS01002194.1-processed-gene-0.10-mRNA-1_1&gene=genemark-LQMS01002194.1-processed-gene-0.10&CDS=1-1425
2253	OG0002253	YLR017W	augustus_masked-LQMS01002319.1-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-LQMS01002319.1-processed-gene-0.94&CDS=1-1083
2254	OG0002254	YLR022C	genemark-LQMS01002261.1-processed-gene-0.73-mRNA-1_1&gene=genemark-LQMS01002261.1-processed-gene-0.73&CDS=1-765
2255	OG0002255	YLR023C	genemark-LQMS01002123.1-processed-gene-0.2-mRNA-1_1&gene=genemark-LQMS01002123.1-processed-gene-0.2&CDS=1-1743
2256	OG0002256	YLR025W	genemark-LQMS01002370.1-processed-gene-0.47-mRNA-1_1&gene=genemark-LQMS01002370.1-processed-gene-0.47&CDS=1-672
2257	OG0002257	YLR026C	genemark-LQMS01002370.1-processed-gene-0.46-mRNA-1_1&gene=genemark-LQMS01002370.1-processed-gene-0.46&CDS=1-1020
2258	OG0002258	YLR027C	genemark-LQMS01002270.1-processed-gene-0.26-mRNA-1_1&gene=genemark-LQMS01002270.1-processed-gene-0.26&CDS=1-1245
2259	OG0002259	YLR032W	genemark-LQMS01002318.1-processed-gene-0.89-mRNA-1_1&gene=genemark-LQMS01002318.1-processed-gene-0.89&CDS=1-3381
2260	OG0002260	YLR033W	snap_masked-LQMS01002295.1-processed-gene-0.48-mRNA-1_1&gene=snap_masked-LQMS01002295.1-processed-gene-0.48&CDS=1-1773
2261	OG0002261	YLR034C	augustus_masked-LQMS01002295.1-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-LQMS01002295.1-processed-gene-0.61&CDS=1-1518
2262	OG0002262	YLR038C	genemark-LQMS01002215.1-processed-gene-0.1-mRNA-1_1&gene=genemark-LQMS01002215.1-processed-gene-0.1&CDS=1-696
2263	OG0002263	YLR045C	genemark-LQMS01002312.1-processed-gene-0.19-mRNA-1_1&gene=genemark-LQMS01002312.1-processed-gene-0.19&CDS=1-2424
2264	OG0002264	YLR047C	genemark-LQMS01002292.1-processed-gene-0.12-mRNA-1_1&gene=genemark-LQMS01002292.1-processed-gene-0.12&CDS=1-2232
2265	OG0002265	YLR050C	genemark-LQMS01002333.1-processed-gene-0.36-mRNA-1_1&gene=genemark-LQMS01002333.1-processed-gene-0.36&CDS=1-474
