	OrthologID	Metschnikowia_kamakouana	Saccharomyces_cerevisiae
1407	OG0001407	snap_masked-kam_s162-processed-gene-3.132-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-3.132&CDS=1-4131	YOR291W
1408	OG0001408	snap_masked-kam_s162-processed-gene-3.111-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-3.111&CDS=1-1743	YMR227C
1409	OG0001409	maker-kam_s162-augustus-gene-4.6-mRNA-1_1&gene=maker-kam_s162-augustus-gene-4.6&CDS=1-2394	YKL033W-A
1410	OG0001410	snap_masked-kam_s162-processed-gene-4.16-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-4.16&CDS=1-5001	YMR229C
1411	OG0001411	snap_masked-kam_s162-processed-gene-4.18-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-4.18&CDS=1-3348	YML104C
1412	OG0001412	snap_masked-kam_s162-processed-gene-4.19-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-4.19&CDS=1-738	YMR269W
1413	OG0001413	snap_masked-kam_s162-processed-gene-4.21-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-4.21&CDS=1-3258	YPL160W
1414	OG0001414	snap_masked-kam_s162-processed-gene-4.23-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-4.23&CDS=1-789	YML105C
1415	OG0001415	snap_masked-kam_s162-processed-gene-4.59-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-4.59&CDS=1-1131	YMR272C
1416	OG0001416	snap_masked-kam_s162-processed-gene-4.61-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-4.61&CDS=1-807	YMR274C
1417	OG0001417	snap_masked-kam_s162-processed-gene-4.25-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-4.25&CDS=1-2034	YDR234W
1418	OG0001418	snap_masked-kam_s162-processed-gene-4.26-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-4.26&CDS=1-771	YCR015C
1419	OG0001419	augustus_masked-kam_s162-processed-gene-4.198-mRNA-1_1&gene=augustus_masked-kam_s162-processed-gene-4.198&CDS=1-1596	YOR205C
1420	OG0001420	snap_masked-kam_s162-processed-gene-4.29-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-4.29&CDS=1-1587	YOR046C
1421	OG0001421	snap_masked-kam_s162-processed-gene-4.68-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-4.68&CDS=1-1029	YDR347W
1422	OG0001422	genemark-kam_s162-processed-gene-4.156-mRNA-1_1&gene=genemark-kam_s162-processed-gene-4.156&CDS=1-165	YDR276C
1423	OG0001423	genemark-kam_s162-processed-gene-4.159-mRNA-1_1&gene=genemark-kam_s162-processed-gene-4.159&CDS=1-147	YOR045W
1424	OG0001424	snap_masked-kam_s162-processed-gene-4.32-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-4.32&CDS=1-1239	YMR235C
1425	OG0001425	snap_masked-kam_s162-processed-gene-4.77-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-4.77&CDS=1-519	YLR221C
1426	OG0001426	snap_masked-kam_s162-processed-gene-4.33-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-4.33&CDS=1-4389	YLR425W
1427	OG0001427	snap_masked-kam_s162-processed-gene-4.35-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-4.35&CDS=1-522	YKL190W
1428	OG0001428	genemark-kam_s162-processed-gene-4.164-mRNA-1_1&gene=genemark-kam_s162-processed-gene-4.164&CDS=1-5838	YLR430W
1429	OG0001429	snap_masked-kam_s162-processed-gene-4.81-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-4.81&CDS=1-1044	YML067C
1430	OG0001430	snap_masked-kam_s162-processed-gene-4.82-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-4.82&CDS=1-1737	YHR150W
1431	OG0001431	snap_masked-kam_s162-processed-gene-4.39-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-4.39&CDS=1-669	YHR189W
1432	OG0001432	snap_masked-kam_s162-processed-gene-4.43-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-4.43&CDS=1-1569	YNR012W
1433	OG0001433	snap_masked-kam_s162-processed-gene-4.44-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-4.44&CDS=1-1521	YDR111C
1434	OG0001434	snap_masked-kam_s162-processed-gene-4.87-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-4.87&CDS=1-1794	YLR088W
1435	OG0001435	snap_masked-kam_s162-processed-gene-4.46-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-4.46&CDS=1-849	YDR116C
1436	OG0001436	snap_masked-kam_s162-processed-gene-4.90-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-4.90&CDS=1-1743	YDR117C
1437	OG0001437	snap_masked-kam_s162-processed-gene-4.48-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-4.48&CDS=1-1506	YDR434W
1438	OG0001438	snap_masked-kam_s162-processed-gene-4.91-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-4.91&CDS=1-3201	YER176W
1439	OG0001439	snap_masked-kam_s162-processed-gene-4.92-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-4.92&CDS=1-1527	YBR127C
1440	OG0001440	snap_masked-kam_s162-processed-gene-4.94-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-4.94&CDS=1-1119	YPR084W
1441	OG0001441	snap_masked-kam_s162-processed-gene-4.52-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-4.52&CDS=1-1515	YPR083W
1442	OG0001442	snap_masked-kam_s162-processed-gene-4.96-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-4.96&CDS=1-1416	YBR126C
1443	OG0001443	augustus_masked-kam_s162-processed-gene-4.220-mRNA-1_1&gene=augustus_masked-kam_s162-processed-gene-4.220&CDS=1-7722	YNL262W
1444	OG0001444	snap_masked-kam_s162-processed-gene-4.55-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-4.55&CDS=1-1440	YNL261W
1445	OG0001445	snap_masked-kam_s162-processed-gene-4.97-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-4.97&CDS=1-1086	YHR156C
1446	OG0001446	snap_masked-kam_s162-processed-gene-4.56-mRNA-1_1&gene=snap_masked-kam_s162-processed-gene-4.56&CDS=1-429	YNL260C
1447	OG0001447	maker-kam_s167-augustus-gene-0.35-mRNA-1_1&gene=maker-kam_s167-augustus-gene-0.35&CDS=1-2883	YDR402C
1448	OG0001448	snap_masked-kam_s167-processed-gene-0.39-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-0.39&CDS=1-1689	YLL035W
1449	OG0001449	snap_masked-kam_s167-processed-gene-0.56-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-0.56&CDS=1-2577	YCR030C
1450	OG0001450	snap_masked-kam_s167-processed-gene-0.41-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-0.41&CDS=1-1521	YNL142W
1451	OG0001451	snap_masked-kam_s167-processed-gene-0.43-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-0.43&CDS=1-690	YPL213W
1452	OG0001452	maker-kam_s167-augustus-gene-0.33-mRNA-1_1&gene=maker-kam_s167-augustus-gene-0.33&CDS=1-6072	YGL130W
1453	OG0001453	snap_masked-kam_s167-processed-gene-0.57-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-0.57&CDS=1-390	YNL153C
1454	OG0001454	snap_masked-kam_s167-processed-gene-0.58-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-0.58&CDS=1-1251	YGR111W
1455	OG0001455	snap_masked-kam_s167-processed-gene-0.60-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-0.60&CDS=1-1677	YDR536W
1456	OG0001456	snap_masked-kam_s167-processed-gene-0.61-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-0.61&CDS=1-1842	YLR023C
1457	OG0001457	snap_masked-kam_s167-processed-gene-0.63-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-0.63&CDS=1-2793	YPR097W
1458	OG0001458	genemark-kam_s167-processed-gene-0.12-mRNA-1_1&gene=genemark-kam_s167-processed-gene-0.12&CDS=1-1629	YNR053C
1459	OG0001459	snap_masked-kam_s167-processed-gene-0.64-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-0.64&CDS=1-1533	YNR052C
1460	OG0001460	snap_masked-kam_s167-processed-gene-0.67-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-0.67&CDS=1-1803	YPR190C
1461	OG0001461	snap_masked-kam_s167-processed-gene-0.50-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-0.50&CDS=1-4170	YPR189W
1462	OG0001462	snap_masked-kam_s167-processed-gene-0.51-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-0.51&CDS=1-2241	YPR185W
1463	OG0001463	snap_masked-kam_s167-processed-gene-0.52-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-0.52&CDS=1-1473	YEL052W
1464	OG0001464	snap_masked-kam_s167-processed-gene-0.53-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-0.53&CDS=1-1713	YGR002C
1465	OG0001465	augustus_masked-kam_s167-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-kam_s167-processed-gene-1.82&CDS=1-2541	YAR002W
1466	OG0001466	snap_masked-kam_s167-processed-gene-1.4-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-1.4&CDS=1-1050	YGL001C
1467	OG0001467	snap_masked-kam_s167-processed-gene-1.7-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-1.7&CDS=1-834	YGR280C
1468	OG0001468	snap_masked-kam_s167-processed-gene-1.8-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-1.8&CDS=1-3660	YAL001C
1469	OG0001469	snap_masked-kam_s167-processed-gene-1.9-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-1.9&CDS=1-714	YGR001C
1470	OG0001470	genemark-kam_s167-processed-gene-1.51-mRNA-1_1&gene=genemark-kam_s167-processed-gene-1.51&CDS=1-630	YAL003W
1471	OG0001471	snap_masked-kam_s167-processed-gene-1.11-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-1.11&CDS=1-1932	YER005W
1472	OG0001472	snap_masked-kam_s167-processed-gene-1.13-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-1.13&CDS=1-1527	YER006W
1473	OG0001473	snap_masked-kam_s167-processed-gene-1.14-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-1.14&CDS=1-1461	YER007W
1474	OG0001474	snap_masked-kam_s167-processed-gene-1.29-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-1.29&CDS=1-543	YER007C-A
1475	OG0001475	snap_masked-kam_s167-processed-gene-1.30-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-1.30&CDS=1-3102	YIR002C
1476	OG0001476	snap_masked-kam_s167-processed-gene-1.32-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-1.32&CDS=1-2844	YOR005C
1477	OG0001477	snap_masked-kam_s167-processed-gene-1.33-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-1.33&CDS=1-1650	YOR067C
1478	OG0001478	snap_masked-kam_s167-processed-gene-1.18-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-1.18&CDS=1-1122	YGL243W
1479	OG0001479	snap_masked-kam_s167-processed-gene-1.34-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-1.34&CDS=1-510	YGL242C
1480	OG0001480	snap_masked-kam_s167-processed-gene-1.19-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-1.19&CDS=1-696	YJL121C
1481	OG0001481	snap_masked-kam_s167-processed-gene-1.36-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-1.36&CDS=1-459	YJL122W
1482	OG0001482	augustus_masked-kam_s167-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-kam_s167-processed-gene-1.115&CDS=1-642	YOL032W
1483	OG0001483	snap_masked-kam_s167-processed-gene-1.38-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-1.38&CDS=1-1080	YAL020C
1484	OG0001484	snap_masked-kam_s167-processed-gene-1.22-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-1.22&CDS=1-3090	YAL019W
1485	OG0001485	snap_masked-kam_s167-processed-gene-1.25-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-1.25&CDS=1-1152	YPL146C
1486	OG0001486	snap_masked-kam_s167-processed-gene-1.42-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-1.42&CDS=1-2790	YOR217W
1487	OG0001487	snap_masked-kam_s167-processed-gene-1.43-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-1.43&CDS=1-2475	YOR216C
1488	OG0001488	snap_masked-kam_s167-processed-gene-2.109-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-2.109&CDS=1-1431	YJL091C
1489	OG0001489	augustus_masked-kam_s167-processed-gene-2.0-mRNA-1_1&gene=augustus_masked-kam_s167-processed-gene-2.0&CDS=1-1176	YAL009W
1490	OG0001490	snap_masked-kam_s167-processed-gene-2.105-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-2.105&CDS=1-624	YPR107C
1491	OG0001491	snap_masked-kam_s167-processed-gene-2.110-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-2.110&CDS=1-2583	YPR105C
1492	OG0001492	snap_masked-kam_s167-processed-gene-2.129-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-2.129&CDS=1-1530	YNL239W
1493	OG0001493	snap_masked-kam_s167-processed-gene-2.130-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-2.130&CDS=1-1278	YOL041C
1494	OG0001494	snap_masked-kam_s167-processed-gene-2.111-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-2.111&CDS=1-1779	YAL013W
1495	OG0001495	snap_masked-kam_s167-processed-gene-2.112-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-2.112&CDS=1-1482	YLR330W
1496	OG0001496	snap_masked-kam_s167-processed-gene-2.131-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-2.131&CDS=1-372	YGR020C
1497	OG0001497	snap_masked-kam_s167-processed-gene-2.113-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-2.113&CDS=1-822	YGR021W
1498	OG0001498	genemark-kam_s167-processed-gene-2.77-mRNA-1_1&gene=genemark-kam_s167-processed-gene-2.77&CDS=1-1227	YPR011C
1499	OG0001499	genemark-kam_s167-processed-gene-2.62-mRNA-1_1&gene=genemark-kam_s167-processed-gene-2.62&CDS=1-2196	YPL128C
1500	OG0001500	snap_masked-kam_s167-processed-gene-2.115-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-2.115&CDS=1-1179	YOR212W
1501	OG0001501	snap_masked-kam_s167-processed-gene-2.135-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-2.135&CDS=1-720	YPL129W
1502	OG0001502	maker-kam_s167-augustus-gene-2.161-mRNA-1_1&gene=maker-kam_s167-augustus-gene-2.161&CDS=1-1149	YOR236W
1503	OG0001503	genemark-kam_s167-processed-gene-2.82-mRNA-1_1&gene=genemark-kam_s167-processed-gene-2.82&CDS=1-705	YPL127C
1504	OG0001504	snap_masked-kam_s167-processed-gene-2.116-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-2.116&CDS=1-255	YER058W
1505	OG0001505	snap_masked-kam_s167-processed-gene-2.142-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-2.142&CDS=1-927	YER016W
1506	OG0001506	snap_masked-kam_s167-processed-gene-2.145-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-2.145&CDS=1-606	YER050C
1507	OG0001507	snap_masked-kam_s167-processed-gene-2.146-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-2.146&CDS=1-2130	YPL043W
1508	OG0001508	snap_masked-kam_s167-processed-gene-2.118-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-2.118&CDS=1-1371	YDR254W
1509	OG0001509	snap_masked-kam_s167-processed-gene-2.147-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-2.147&CDS=1-2790	YPL045W
1510	OG0001510	snap_masked-kam_s167-processed-gene-2.119-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-2.119&CDS=1-282	YPL046C
1511	OG0001511	snap_masked-kam_s167-processed-gene-2.120-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-2.120&CDS=1-1728	YDR255C
1512	OG0001512	snap_masked-kam_s167-processed-gene-2.121-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-2.121&CDS=1-1737	YPL030W
1513	OG0001513	augustus_masked-kam_s167-processed-gene-2.18-mRNA-1_1&gene=augustus_masked-kam_s167-processed-gene-2.18&CDS=1-984	YPL031C
1514	OG0001514	snap_masked-kam_s167-processed-gene-2.149-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-2.149&CDS=1-1653	YER065C
1515	OG0001515	snap_masked-kam_s167-processed-gene-2.123-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-2.123&CDS=1-933	YMR010W
1516	OG0001516	snap_masked-kam_s167-processed-gene-2.124-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-2.124&CDS=1-648	YPL067C
1517	OG0001517	snap_masked-kam_s167-processed-gene-2.154-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-2.154&CDS=1-1491	YBR004C
1518	OG0001518	snap_masked-kam_s167-processed-gene-2.157-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-2.157&CDS=1-804	YLL023C
1519	OG0001519	genemark-kam_s167-processed-gene-2.72-mRNA-1_1&gene=genemark-kam_s167-processed-gene-2.72&CDS=1-807	YLR421C
1520	OG0001520	snap_masked-kam_s167-processed-gene-3.3-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-3.3&CDS=1-2472	YGL180W
1521	OG0001521	snap_masked-kam_s167-processed-gene-3.2-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-3.2&CDS=1-9330	YLL040C
1522	OG0001522	snap_masked-kam_s167-processed-gene-3.26-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-3.26&CDS=1-1026	YBL013W
1523	OG0001523	augustus_masked-kam_s167-processed-gene-3.46-mRNA-1_1&gene=augustus_masked-kam_s167-processed-gene-3.46&CDS=1-2334	YGL026C
1524	OG0001524	augustus_masked-kam_s167-processed-gene-3.65-mRNA-1_1&gene=augustus_masked-kam_s167-processed-gene-3.65&CDS=1-2571	YBL014C
1525	OG0001525	snap_masked-kam_s167-processed-gene-3.10-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-3.10&CDS=1-3507	YIL030C
1526	OG0001526	augustus_masked-kam_s167-processed-gene-3.67-mRNA-1_1&gene=augustus_masked-kam_s167-processed-gene-3.67&CDS=1-450	YML098W
1527	OG0001527	snap_masked-kam_s167-processed-gene-3.29-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-3.29&CDS=1-630	YGL047W
1528	OG0001528	snap_masked-kam_s167-processed-gene-3.12-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-3.12&CDS=1-1257	YML080W
1529	OG0001529	maker-kam_s167-augustus-gene-3.0-mRNA-1_1&gene=maker-kam_s167-augustus-gene-3.0&CDS=1-5664	YDR141C
1530	OG0001530	snap_masked-kam_s167-processed-gene-3.30-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-3.30&CDS=1-972	YNR054C
1531	OG0001531	snap_masked-kam_s167-processed-gene-3.31-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-3.31&CDS=1-357	YFL014W
1532	OG0001532	snap_masked-kam_s167-processed-gene-3.16-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-3.16&CDS=1-2457	YLL034C
1533	OG0001533	augustus_masked-kam_s167-processed-gene-3.55-mRNA-1_1&gene=augustus_masked-kam_s167-processed-gene-3.55&CDS=1-960	YGR031W
1534	OG0001534	snap_masked-kam_s167-processed-gene-3.32-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-3.32&CDS=1-900	YLR351C
1535	OG0001535	snap_masked-kam_s167-processed-gene-3.19-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-3.19&CDS=1-1845	YPL222W
1536	OG0001536	genemark-kam_s167-processed-gene-3.118-mRNA-1_1&gene=genemark-kam_s167-processed-gene-3.118&CDS=1-759	YER120W
1537	OG0001537	snap_masked-kam_s167-processed-gene-3.38-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-3.38&CDS=1-1275	YBL091C
1538	OG0001538	snap_masked-kam_s167-processed-gene-3.21-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-3.21&CDS=1-1782	YNL048W
1539	OG0001539	snap_masked-kam_s167-processed-gene-3.22-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-3.22&CDS=1-2703	YGL137W
1540	OG0001540	genemark-kam_s167-processed-gene-4.106-mRNA-1_1&gene=genemark-kam_s167-processed-gene-4.106&CDS=1-1227	YPL048W
1541	OG0001541	snap_masked-kam_s167-processed-gene-4.3-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-4.3&CDS=1-1107	YPL050C
1542	OG0001542	snap_masked-kam_s167-processed-gene-4.4-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-4.4&CDS=1-1908	YPL093W
1543	OG0001543	snap_masked-kam_s167-processed-gene-4.6-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-4.6&CDS=1-312	YGL080W
1544	OG0001544	snap_masked-kam_s167-processed-gene-4.7-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-4.7&CDS=1-699	YIR030C
1545	OG0001545	snap_masked-kam_s167-processed-gene-4.9-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-4.9&CDS=1-879	YPL196W
1546	OG0001546	snap_masked-kam_s167-processed-gene-4.33-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-4.33&CDS=1-4293	YOR336W
1547	OG0001547	augustus_masked-kam_s167-processed-gene-4.65-mRNA-1_1&gene=augustus_masked-kam_s167-processed-gene-4.65&CDS=1-3354	YGR047C
1548	OG0001548	snap_masked-kam_s167-processed-gene-4.13-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-4.13&CDS=1-1410	YMR283C
1549	OG0001549	snap_masked-kam_s167-processed-gene-4.14-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-4.14&CDS=1-762	YHR049W
1550	OG0001550	snap_masked-kam_s167-processed-gene-4.15-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-4.15&CDS=1-1611	YBR236C
1551	OG0001551	snap_masked-kam_s167-processed-gene-4.35-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-4.35&CDS=1-1275	YOL065C
1552	OG0001552	augustus_masked-kam_s167-processed-gene-4.70-mRNA-1_1&gene=augustus_masked-kam_s167-processed-gene-4.70&CDS=1-3255	YOL066C
1553	OG0001553	snap_masked-kam_s167-processed-gene-4.36-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-4.36&CDS=1-1554	YNL294C
1554	OG0001554	snap_masked-kam_s167-processed-gene-4.39-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-4.39&CDS=1-2277	YDL040C
1555	OG0001555	snap_masked-kam_s167-processed-gene-4.40-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-4.40&CDS=1-1734	YOR027W
1556	OG0001556	snap_masked-kam_s167-processed-gene-4.43-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-4.43&CDS=1-915	YER053C
1557	OG0001557	snap_masked-kam_s167-processed-gene-4.44-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-4.44&CDS=1-1434	YLR004C
1558	OG0001558	snap_masked-kam_s167-processed-gene-4.45-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-4.45&CDS=1-318	YBL001C
1559	OG0001559	snap_masked-kam_s167-processed-gene-4.46-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-4.46&CDS=1-1098	YCR002C
1560	OG0001560	snap_masked-kam_s167-processed-gene-4.24-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-4.24&CDS=1-588	YCR003W
1561	OG0001561	augustus_masked-kam_s167-processed-gene-4.78-mRNA-1_1&gene=augustus_masked-kam_s167-processed-gene-4.78&CDS=1-2322	YBR035C
1562	OG0001562	snap_masked-kam_s167-processed-gene-4.48-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-4.48&CDS=1-912	YLR308W
1563	OG0001563	snap_masked-kam_s167-processed-gene-4.29-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-4.29&CDS=1-918	YLR226W
1564	OG0001564	snap_masked-kam_s167-processed-gene-4.50-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-4.50&CDS=1-1485	YPL011C
1565	OG0001565	snap_masked-kam_s167-processed-gene-4.51-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-4.51&CDS=1-573	YPL010W
1566	OG0001566	snap_masked-kam_s167-processed-gene-4.30-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-4.30&CDS=1-1587	YPL020C
1567	OG0001567	snap_masked-kam_s167-processed-gene-4.53-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-4.53&CDS=1-2580	YMR302C
1568	OG0001568	snap_masked-kam_s167-processed-gene-4.54-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-4.54&CDS=1-1077	YGR028W
1569	OG0001569	snap_masked-kam_s167-processed-gene-4.31-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-4.31&CDS=1-2913	YLR336C
1570	OG0001570	snap_masked-kam_s167-processed-gene-5.2-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-5.2&CDS=1-3693	YFL008W
1571	OG0001571	snap_masked-kam_s167-processed-gene-5.4-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-5.4&CDS=1-951	YEL037C
1572	OG0001572	snap_masked-kam_s167-processed-gene-5.20-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-5.20&CDS=1-690	YEL038W
1573	OG0001573	snap_masked-kam_s167-processed-gene-5.7-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-5.7&CDS=1-1194	YGR012W
1574	OG0001574	snap_masked-kam_s167-processed-gene-5.23-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-5.23&CDS=1-1335	YPL112C
1575	OG0001575	snap_masked-kam_s167-processed-gene-5.24-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-5.24&CDS=1-1296	YDR531W
1576	OG0001576	snap_masked-kam_s167-processed-gene-5.26-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-5.26&CDS=1-2490	YJL087C
1577	OG0001577	snap_masked-kam_s167-processed-gene-5.8-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-5.8&CDS=1-1812	YJL085W
1578	OG0001578	snap_masked-kam_s167-processed-gene-5.9-mRNA-1_1&gene=snap_masked-kam_s167-processed-gene-5.9&CDS=1-591	YGL096W
