	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034990_Candida_corydali
1907	OG0001907	YJL200C	snap_masked-flattened_line_47-processed-gene-0.83-mRNA-1_1&gene=snap_masked-flattened_line_47-processed-gene-0.83&CDS=1-2364
1908	OG0001908	YJL201W	snap_masked-flattened_line_21-processed-gene-1.20-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-1.20&CDS=1-1725
1909	OG0001909	YJL203W	genemark-flattened_line_23-processed-gene-1.17-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-1.17&CDS=1-1104
1910	OG0001910	YJL204C	genemark-flattened_line_15-processed-gene-3.171-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-3.171&CDS=1-2331
1911	OG0001911	YJL207C	maker-flattened_line_3-augustus-gene-4.53-mRNA-1_1&gene=maker-flattened_line_3-augustus-gene-4.53&CDS=1-7056
1912	OG0001912	YJL208C	genemark-flattened_line_15-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-0.8&CDS=1-984
1913	OG0001913	YJL212C	snap_masked-flattened_line_47-processed-gene-0.115-mRNA-1_1&gene=snap_masked-flattened_line_47-processed-gene-0.115&CDS=1-2454
1914	OG0001914	YJL218W	genemark-flattened_line_13-processed-gene-3.94-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-3.94&CDS=1-771
1915	OG0001915	YJR001W	genemark-flattened_line_9-processed-gene-2.93-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-2.93&CDS=1-1803
1916	OG0001916	YJR003C	genemark-flattened_line_1-processed-gene-6.22-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-6.22&CDS=1-1290
1917	OG0001917	YJR005W	augustus_masked-flattened_line_5-processed-gene-2.30-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-2.30&CDS=1-3054
1918	OG0001918	YJR006W	snap_masked-flattened_line_35-processed-gene-0.88-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-0.88&CDS=1-1263
1919	OG0001919	YJR007W	snap_masked-flattened_line_5-processed-gene-3.92-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-3.92&CDS=1-906
1920	OG0001920	YJR010W	snap_masked-flattened_line_5-processed-gene-0.70-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-0.70&CDS=1-1212
1921	OG0001921	YJR014W	snap_masked-flattened_line_27-processed-gene-1.286-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-1.286&CDS=1-606
1922	OG0001922	YJR016C	genemark-flattened_line_35-processed-gene-0.103-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-0.103&CDS=1-1752
1923	OG0001923	YJR024C	snap_masked-flattened_line_43-processed-gene-0.152-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-0.152&CDS=1-816
1924	OG0001924	YJR025C	snap_masked-flattened_line_51-processed-gene-0.101-mRNA-1_1&gene=snap_masked-flattened_line_51-processed-gene-0.101&CDS=1-510
1925	OG0001925	YJR032W	snap_masked-flattened_line_11-processed-gene-1.51-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-1.51&CDS=1-1107
1926	OG0001926	YJR033C	snap_masked-flattened_line_49-processed-gene-0.145-mRNA-1_1&gene=snap_masked-flattened_line_49-processed-gene-0.145&CDS=1-3738
1927	OG0001927	YJR034W	snap_masked-flattened_line_49-processed-gene-0.106-mRNA-1_1&gene=snap_masked-flattened_line_49-processed-gene-0.106&CDS=1-366
1928	OG0001928	YJR035W	snap_masked-flattened_line_47-processed-gene-0.124-mRNA-1_1&gene=snap_masked-flattened_line_47-processed-gene-0.124&CDS=1-3087
1929	OG0001929	YJR036C	snap_masked-flattened_line_25-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-0.44&CDS=1-2694
1930	OG0001930	YJR040W	maker-flattened_line_25-snap-gene-0.32-mRNA-1_1&gene=maker-flattened_line_25-snap-gene-0.32&CDS=1-3741
1931	OG0001931	YJR041C	snap_masked-flattened_line_25-processed-gene-0.65-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-0.65&CDS=1-3258
1932	OG0001932	YJR042W	snap_masked-flattened_line_25-processed-gene-0.67-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-0.67&CDS=1-2268
1933	OG0001933	YJR044C	snap_masked-flattened_line_47-processed-gene-0.85-mRNA-1_1&gene=snap_masked-flattened_line_47-processed-gene-0.85&CDS=1-435
1934	OG0001934	YJR045C	snap_masked-flattened_line_39-processed-gene-1.154-mRNA-1_1&gene=snap_masked-flattened_line_39-processed-gene-1.154&CDS=1-1914
1935	OG0001935	YJR050W	snap_masked-flattened_line_9-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-0.64&CDS=1-645
1936	OG0001936	YJR052W	snap_masked-flattened_line_7-processed-gene-3.7-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-3.7&CDS=1-1914
1937	OG0001937	YJR055W	snap_masked-flattened_line_23-processed-gene-1.88-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-1.88&CDS=1-447
1938	OG0001938	YJR057W	snap_masked-flattened_line_21-processed-gene-0.110-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-0.110&CDS=1-648
1939	OG0001939	YJR058C	genemark-flattened_line_21-processed-gene-0.48-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-0.48&CDS=1-312
1940	OG0001940	YJR060W	genemark-flattened_line_1-processed-gene-7.24-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-7.24&CDS=1-705
1941	OG0001941	YJR062C	snap_masked-flattened_line_7-processed-gene-2.95-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-2.95&CDS=1-1011
1942	OG0001942	YJR063W	genemark-flattened_line_39-processed-gene-1.61-mRNA-1_1&gene=genemark-flattened_line_39-processed-gene-1.61&CDS=1-369
1943	OG0001943	YJR068W	augustus_masked-flattened_line_11-processed-gene-3.32-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-3.32&CDS=1-2151
1944	OG0001944	YJR069C	augustus_masked-flattened_line_15-processed-gene-3.28-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-3.28&CDS=1-573
1945	OG0001945	YJR070C	snap_masked-flattened_line_39-processed-gene-1.147-mRNA-1_1&gene=snap_masked-flattened_line_39-processed-gene-1.147&CDS=1-951
1946	OG0001946	YJR072C	augustus_masked-flattened_line_11-processed-gene-5.251-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-5.251&CDS=1-1863
1947	OG0001947	YJR073C	snap_masked-flattened_line_13-processed-gene-3.62-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-3.62&CDS=1-744
1948	OG0001948	YJR074W	snap_masked-flattened_line_23-processed-gene-2.100-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-2.100&CDS=1-519
1949	OG0001949	YJR075W	snap_masked-flattened_line_23-processed-gene-2.81-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-2.81&CDS=1-1224
1950	OG0001950	YJR076C	genemark-flattened_line_15-processed-gene-0.5-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-0.5&CDS=1-1119
1951	OG0001951	YJR077C	snap_masked-flattened_line_7-processed-gene-6.91-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-6.91&CDS=1-912
1952	OG0001952	YJR078W	snap_masked-flattened_line_35-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-0.51&CDS=1-1164
1953	OG0001953	YJR080C	snap_masked-flattened_line_11-processed-gene-0.30-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-0.30&CDS=1-1050
1954	OG0001954	YJR082C	snap_masked-flattened_line_5-processed-gene-5.49-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-5.49&CDS=1-486
1955	OG0001955	YJR084W	snap_masked-flattened_line_43-processed-gene-0.167-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-0.167&CDS=1-1365
1956	OG0001956	YJR085C	snap_masked-flattened_line_3-processed-gene-3.73-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-3.73&CDS=1-330
1957	OG0001957	YJR088C	snap_masked-flattened_line_43-processed-gene-0.168-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-0.168&CDS=1-1008
1958	OG0001958	YJR089W	snap_masked-flattened_line_3-processed-gene-7.66-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-7.66&CDS=1-3111
1959	OG0001959	YJR090C	snap_masked-flattened_line_43-processed-gene-0.119-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-0.119&CDS=1-2376
1960	OG0001960	YJR092W	snap_masked-flattened_line_43-processed-gene-0.117-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-0.117&CDS=1-4341
1961	OG0001961	YJR093C	snap_masked-flattened_line_43-processed-gene-0.118-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-0.118&CDS=1-849
1962	OG0001962	YJR095W	snap_masked-flattened_line_15-processed-gene-3.98-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-3.98&CDS=1-936
1963	OG0001963	YJR096W	snap_masked-flattened_line_13-processed-gene-3.69-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-3.69&CDS=1-855
1964	OG0001964	YJR097W	snap_masked-flattened_line_17-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-0.63&CDS=1-555
1965	OG0001965	YJR098C	snap_masked-flattened_line_57-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_57-processed-gene-0.28&CDS=1-2076
1966	OG0001966	YJR099W	genemark-flattened_line_5-processed-gene-6.65-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-6.65&CDS=1-705
1967	OG0001967	YJR100C	augustus_masked-flattened_line_35-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-0.6&CDS=1-2034
1968	OG0001968	YJR101W	snap_masked-flattened_line_43-processed-gene-0.169-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-0.169&CDS=1-771
1969	OG0001969	YJR102C	snap_masked-flattened_line_43-processed-gene-0.121-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-0.121&CDS=1-612
1970	OG0001970	YJR104C	snap_masked-flattened_line_1-processed-gene-4.39-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-4.39&CDS=1-462
1971	OG0001971	YJR105W	snap_masked-flattened_line_37-processed-gene-1.70-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-1.70&CDS=1-1035
1972	OG0001972	YJR107W	genemark-flattened_line_27-processed-gene-1.113-mRNA-1_1&gene=genemark-flattened_line_27-processed-gene-1.113&CDS=1-1263
1973	OG0001973	YJR109C	snap_masked-flattened_line_3-processed-gene-3.99-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-3.99&CDS=1-3444
1974	OG0001974	YJR110W	augustus_masked-flattened_line_21-processed-gene-2.107-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-2.107&CDS=1-7452
1975	OG0001975	YJR112W	snap_masked-flattened_line_3-processed-gene-3.97-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-3.97&CDS=1-576
1976	OG0001976	YJR113C	snap_masked-flattened_line_43-processed-gene-0.133-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-0.133&CDS=1-765
1977	OG0001977	YJR117W	snap_masked-flattened_line_27-processed-gene-0.74-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-0.74&CDS=1-1320
1978	OG0001978	YJR119C	snap_masked-flattened_line_27-processed-gene-0.76-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-0.76&CDS=1-2223
1979	OG0001979	YJR121W	maker-flattened_line_27-snap-gene-0.53-mRNA-1_1&gene=maker-flattened_line_27-snap-gene-0.53&CDS=1-1515
1980	OG0001980	YJR123W	snap_masked-flattened_line_15-processed-gene-3.116-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-3.116&CDS=1-669
1981	OG0001981	YJR124C	snap_masked-flattened_line_15-processed-gene-3.117-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-3.117&CDS=1-1200
1982	OG0001982	YJR125C	snap_masked-flattened_line_7-processed-gene-1.27-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-1.27&CDS=1-1383
1983	OG0001983	YJR126C	genemark-flattened_line_9-processed-gene-2.122-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-2.122&CDS=1-2343
1984	OG0001984	YJR130C	snap_masked-flattened_line_13-processed-gene-1.28-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-1.28&CDS=1-1725
1985	OG0001985	YJR131W	snap_masked-flattened_line_13-processed-gene-1.27-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-1.27&CDS=1-1905
1986	OG0001986	YJR132W	snap_masked-flattened_line_27-processed-gene-1.222-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-1.222&CDS=1-3069
1987	OG0001987	YJR135W-A	snap_masked-flattened_line_45-processed-gene-0.240-mRNA-1_1&gene=snap_masked-flattened_line_45-processed-gene-0.240&CDS=1-243
1988	OG0001988	YJR138W	snap_masked-flattened_line_13-processed-gene-0.47-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-0.47&CDS=1-4206
1989	OG0001989	YJR139C	snap_masked-flattened_line_13-processed-gene-0.74-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-0.74&CDS=1-1077
1990	OG0001990	YJR144W	snap_masked-flattened_line_13-processed-gene-0.76-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-0.76&CDS=1-777
1991	OG0001991	YJR148W	snap_masked-flattened_line_17-processed-gene-2.64-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-2.64&CDS=1-1179
1992	OG0001992	YJR149W	genemark-flattened_line_11-processed-gene-5.59-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-5.59&CDS=1-1080
1993	OG0001993	YJR152W	snap_masked-flattened_line_25-processed-gene-1.205-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-1.205&CDS=1-1527
1994	OG0001994	YKL001C	snap_masked-flattened_line_15-processed-gene-2.86-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-2.86&CDS=1-600
1995	OG0001995	YKL002W	snap_masked-flattened_line_15-processed-gene-2.90-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-2.90&CDS=1-693
1996	OG0001996	YKL003C	snap_masked-flattened_line_15-processed-gene-2.89-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-2.89&CDS=1-360
1997	OG0001997	YKL004W	snap_masked-flattened_line_15-processed-gene-3.121-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-3.121&CDS=1-1443
1998	OG0001998	YKL005C	snap_masked-flattened_line_43-processed-gene-0.112-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-0.112&CDS=1-1656
1999	OG0001999	YKL006C-A	snap_masked-flattened_line_3-processed-gene-4.33-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-4.33&CDS=1-294
2000	OG0002000	YKL007W	snap_masked-flattened_line_3-processed-gene-4.9-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-4.9&CDS=1-780
2001	OG0002001	YKL009W	snap_masked-flattened_line_55-processed-gene-0.57-mRNA-1_1&gene=snap_masked-flattened_line_55-processed-gene-0.57&CDS=1-693
2002	OG0002002	YKL010C	genemark-flattened_line_3-processed-gene-4.113-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-4.113&CDS=1-3699
2003	OG0002003	YKL011C	snap_masked-flattened_line_3-processed-gene-4.21-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-4.21&CDS=1-972
2004	OG0002004	YKL013C	maker-flattened_line_3-augustus-gene-4.54-mRNA-1_1&gene=maker-flattened_line_3-augustus-gene-4.54&CDS=1-1743
2005	OG0002005	YKL014C	snap_masked-flattened_line_7-processed-gene-2.104-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-2.104&CDS=1-4641
2006	OG0002006	YKL015W	snap_masked-flattened_line_5-processed-gene-3.69-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-3.69&CDS=1-2718
2007	OG0002007	YKL016C	snap_masked-flattened_line_7-processed-gene-2.101-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-2.101&CDS=1-525
2008	OG0002008	YKL017C	snap_masked-flattened_line_5-processed-gene-3.66-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-3.66&CDS=1-1989
2009	OG0002009	YKL018W	genemark-flattened_line_7-processed-gene-2.51-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-2.51&CDS=1-1050
2010	OG0002010	YKL021C	snap_masked-flattened_line_1-processed-gene-6.115-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-6.115&CDS=1-1278
2011	OG0002011	YKL022C	genemark-flattened_line_1-processed-gene-6.24-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-6.24&CDS=1-2085
2012	OG0002012	YKL025C	genemark-flattened_line_43-processed-gene-0.178-mRNA-1_1&gene=genemark-flattened_line_43-processed-gene-0.178&CDS=1-2013
2013	OG0002013	YKL027W	maker-flattened_line_7-snap-gene-5.2-mRNA-1_1&gene=maker-flattened_line_7-snap-gene-5.2&CDS=1-1965
2014	OG0002014	YKL028W	snap_masked-flattened_line_5-processed-gene-5.52-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-5.52&CDS=1-1098
2015	OG0002015	YKL029C	snap_masked-flattened_line_23-processed-gene-2.64-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-2.64&CDS=1-1872
2016	OG0002016	YKL034W	snap_masked-flattened_line_37-processed-gene-1.98-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-1.98&CDS=1-2235
2017	OG0002017	YKL035W	snap_masked-flattened_line_3-processed-gene-1.12-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-1.12&CDS=1-1476
2018	OG0002018	YKL040C	augustus_masked-flattened_line_7-processed-gene-4.131-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-4.131&CDS=1-699
2019	OG0002019	YKL043W	snap_masked-flattened_line_57-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_57-processed-gene-0.25&CDS=1-1521
2020	OG0002020	YKL045W	snap_masked-flattened_line_1-processed-gene-4.25-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-4.25&CDS=1-1482
2021	OG0002021	YKL046C	snap_masked-flattened_line_17-processed-gene-3.62-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-3.62&CDS=1-3093
2022	OG0002022	YKL047W	snap_masked-flattened_line_49-processed-gene-0.92-mRNA-1_1&gene=snap_masked-flattened_line_49-processed-gene-0.92&CDS=1-1050
2023	OG0002023	YKL051W	snap_masked-flattened_line_23-processed-gene-1.105-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-1.105&CDS=1-1047
2024	OG0002024	YKL053C-A	augustus_masked-flattened_line_27-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-1.23&CDS=1-258
2025	OG0002025	YKL054C	snap_masked-flattened_line_27-processed-gene-1.208-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-1.208&CDS=1-1851
2026	OG0002026	YKL055C	snap_masked-flattened_line_3-processed-gene-4.47-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-4.47&CDS=1-2094
2027	OG0002027	YKL057C	snap_masked-flattened_line_1-processed-gene-5.71-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-5.71&CDS=1-2856
2028	OG0002028	YKL058W	snap_masked-flattened_line_1-processed-gene-5.72-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-5.72&CDS=1-360
2029	OG0002029	YKL059C	snap_masked-flattened_line_1-processed-gene-5.94-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-5.94&CDS=1-1290
2030	OG0002030	YKL060C	snap_masked-flattened_line_27-processed-gene-1.206-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-1.206&CDS=1-1077
2031	OG0002031	YKL064W	augustus_masked-flattened_line_27-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-1.10&CDS=1-3597
2032	OG0002032	YKL067W	snap_masked-flattened_line_43-processed-gene-0.107-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-0.107&CDS=1-453
2033	OG0002033	YKL069W	snap_masked-flattened_line_37-processed-gene-0.57-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-0.57&CDS=1-501
2034	OG0002034	YKL070W	snap_masked-flattened_line_9-processed-gene-2.20-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-2.20&CDS=1-654
2035	OG0002035	YKL073W	genemark-flattened_line_17-processed-gene-1.83-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-1.83&CDS=1-2388
2036	OG0002036	YKL074C	snap_masked-flattened_line_17-processed-gene-1.112-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-1.112&CDS=1-1620
2037	OG0002037	YKL077W	augustus_masked-flattened_line_7-processed-gene-6.124-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-6.124&CDS=1-3708
2038	OG0002038	YKL078W	snap_masked-flattened_line_63-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_63-processed-gene-0.28&CDS=1-2358
2039	OG0002039	YKL080W	genemark-flattened_line_39-processed-gene-0.90-mRNA-1_1&gene=genemark-flattened_line_39-processed-gene-0.90&CDS=1-1140
2040	OG0002040	YKL082C	maker-flattened_line_39-snap-gene-0.115-mRNA-1_1&gene=maker-flattened_line_39-snap-gene-0.115&CDS=1-1461
2041	OG0002041	YKL084W	maker-flattened_line_9-augustus-gene-3.104-mRNA-1_1&gene=maker-flattened_line_9-augustus-gene-3.104&CDS=1-894
2042	OG0002042	YKL085W	snap_masked-flattened_line_23-processed-gene-1.97-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-1.97&CDS=1-996
2043	OG0002043	YKL086W	snap_masked-flattened_line_17-processed-gene-3.51-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-3.51&CDS=1-381
2044	OG0002044	YKL087C	snap_masked-flattened_line_1-processed-gene-4.44-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-4.44&CDS=1-753
2045	OG0002045	YKL088W	genemark-flattened_line_3-processed-gene-4.149-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-4.149&CDS=1-1974
2046	OG0002046	YKL090W	augustus_masked-flattened_line_15-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-1.119&CDS=1-2523
2047	OG0002047	YKL092C	snap_masked-flattened_line_15-processed-gene-2.110-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-2.110&CDS=1-3561
