	OrthologID	Saccharomyces_cerevisiae	yHAB164_Kazachstania_aerobia
2284	OG0002284	YJR010C-A	snap_masked-scf7180000020178-processed-gene-0.30-mRNA-1_1&gene=snap_masked-scf7180000020178-processed-gene-0.30&CDS=1-255
2285	OG0002285	YJR010W	genemark-scf7180000020145-processed-gene-0.14-mRNA-1_1&gene=genemark-scf7180000020145-processed-gene-0.14&CDS=1-1509
2286	OG0002286	YJR011C	augustus_masked-scf7180000019981-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-scf7180000019981-processed-gene-0.31&CDS=1-831
2287	OG0002287	YJR014W	genemark-scf7180000019981-processed-gene-0.4-mRNA-1_1&gene=genemark-scf7180000019981-processed-gene-0.4&CDS=1-603
2288	OG0002288	YJR016C	genemark-scf7180000020232-processed-gene-0.44-mRNA-1_1&gene=genemark-scf7180000020232-processed-gene-0.44&CDS=1-1749
2289	OG0002289	YJR019C	genemark-scf7180000019981-processed-gene-0.11-mRNA-1_1&gene=genemark-scf7180000019981-processed-gene-0.11&CDS=1-1050
2290	OG0002290	YJR021C	snap_masked-scf7180000019981-processed-gene-0.24-mRNA-1_1&gene=snap_masked-scf7180000019981-processed-gene-0.24&CDS=1-936
2291	OG0002291	YJR022W	snap_masked-scf7180000019981-processed-gene-0.16-mRNA-1_1&gene=snap_masked-scf7180000019981-processed-gene-0.16&CDS=1-360
2292	OG0002292	YJR024C	genemark-scf7180000019981-processed-gene-0.13-mRNA-1_1&gene=genemark-scf7180000019981-processed-gene-0.13&CDS=1-681
2293	OG0002293	YJR030C	augustus_masked-scf7180000020223-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-scf7180000020223-processed-gene-1.114&CDS=1-2538
2294	OG0002294	YJR032W	genemark-scf7180000020211-processed-gene-1.15-mRNA-1_1&gene=genemark-scf7180000020211-processed-gene-1.15&CDS=1-1197
2295	OG0002295	YJR033C	genemark-scf7180000020211-processed-gene-1.31-mRNA-1_1&gene=genemark-scf7180000020211-processed-gene-1.31&CDS=1-4125
2296	OG0002296	YJR034W	genemark-scf7180000020211-processed-gene-1.16-mRNA-1_1&gene=genemark-scf7180000020211-processed-gene-1.16&CDS=1-324
2297	OG0002297	YJR035W	genemark-scf7180000020211-processed-gene-1.17-mRNA-1_1&gene=genemark-scf7180000020211-processed-gene-1.17&CDS=1-3240
2298	OG0002298	YJR036C	genemark-scf7180000020211-processed-gene-1.32-mRNA-1_1&gene=genemark-scf7180000020211-processed-gene-1.32&CDS=1-2604
2299	OG0002299	YJR039W	augustus_masked-scf7180000020211-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-scf7180000020211-processed-gene-1.114&CDS=1-3240
2300	OG0002300	YJR040W	genemark-scf7180000020211-processed-gene-1.19-mRNA-1_1&gene=genemark-scf7180000020211-processed-gene-1.19&CDS=1-2475
2301	OG0002301	YJR042W	maker-scf7180000020214-augustus-gene-0.134-mRNA-1_1&gene=maker-scf7180000020214-augustus-gene-0.134&CDS=1-3255
2302	OG0002302	YJR043C	snap_masked-scf7180000020211-processed-gene-1.86-mRNA-1_1&gene=snap_masked-scf7180000020211-processed-gene-1.86&CDS=1-1098
2303	OG0002303	YJR044C	genemark-scf7180000020211-processed-gene-1.36-mRNA-1_1&gene=genemark-scf7180000020211-processed-gene-1.36&CDS=1-441
2304	OG0002304	YJR045C	genemark-scf7180000020211-processed-gene-1.37-mRNA-1_1&gene=genemark-scf7180000020211-processed-gene-1.37&CDS=1-1971
2305	OG0002305	YJR046W	snap_masked-scf7180000020211-processed-gene-1.70-mRNA-1_1&gene=snap_masked-scf7180000020211-processed-gene-1.70&CDS=1-1707
2306	OG0002306	YJR048W	genemark-scf7180000020211-processed-gene-1.22-mRNA-1_1&gene=genemark-scf7180000020211-processed-gene-1.22&CDS=1-324
2307	OG0002307	YJR052W	genemark-scf7180000020202-processed-gene-0.23-mRNA-1_1&gene=genemark-scf7180000020202-processed-gene-0.23&CDS=1-1707
2308	OG0002308	YJR054W	genemark-scf7180000020214-processed-gene-0.113-mRNA-1_1&gene=genemark-scf7180000020214-processed-gene-0.113&CDS=1-1092
2309	OG0002309	YJR055W	genemark-scf7180000020202-processed-gene-0.26-mRNA-1_1&gene=genemark-scf7180000020202-processed-gene-0.26&CDS=1-468
2310	OG0002310	YJR058C	genemark-scf7180000020109-processed-gene-0.73-mRNA-1_1&gene=genemark-scf7180000020109-processed-gene-0.73&CDS=1-438
2311	OG0002311	YJR059W	genemark-scf7180000020202-processed-gene-0.27-mRNA-1_1&gene=genemark-scf7180000020202-processed-gene-0.27&CDS=1-2811
2312	OG0002312	YJR060W	genemark-scf7180000020202-processed-gene-0.28-mRNA-1_1&gene=genemark-scf7180000020202-processed-gene-0.28&CDS=1-1065
2313	OG0002313	YJR062C	genemark-scf7180000020088-processed-gene-0.2-mRNA-1_1&gene=genemark-scf7180000020088-processed-gene-0.2&CDS=1-1251
2314	OG0002314	YJR063W	genemark-scf7180000020088-processed-gene-0.7-mRNA-1_1&gene=genemark-scf7180000020088-processed-gene-0.7&CDS=1-375
2315	OG0002315	YJR064W	genemark-scf7180000020088-processed-gene-0.6-mRNA-1_1&gene=genemark-scf7180000020088-processed-gene-0.6&CDS=1-1677
2316	OG0002316	YJR065C	genemark-scf7180000020088-processed-gene-0.1-mRNA-1_1&gene=genemark-scf7180000020088-processed-gene-0.1&CDS=1-1365
2317	OG0002317	YJR067C	genemark-scf7180000020088-processed-gene-0.0-mRNA-1_1&gene=genemark-scf7180000020088-processed-gene-0.0&CDS=1-423
2318	OG0002318	YJR068W	genemark-scf7180000020109-processed-gene-0.64-mRNA-1_1&gene=genemark-scf7180000020109-processed-gene-0.64&CDS=1-984
2319	OG0002319	YJR069C	genemark-scf7180000020109-processed-gene-0.75-mRNA-1_1&gene=genemark-scf7180000020109-processed-gene-0.75&CDS=1-564
2320	OG0002320	YJR070C	genemark-scf7180000020109-processed-gene-0.76-mRNA-1_1&gene=genemark-scf7180000020109-processed-gene-0.76&CDS=1-963
2321	OG0002321	YJR072C	genemark-scf7180000019971-processed-gene-0.18-mRNA-1_1&gene=genemark-scf7180000019971-processed-gene-0.18&CDS=1-2730
2322	OG0002322	YJR073C	genemark-scf7180000020088-processed-gene-0.9-mRNA-1_1&gene=genemark-scf7180000020088-processed-gene-0.9&CDS=1-663
2323	OG0002323	YJR074W	genemark-scf7180000020088-processed-gene-0.3-mRNA-1_1&gene=genemark-scf7180000020088-processed-gene-0.3&CDS=1-618
2324	OG0002324	YJR075W	genemark-scf7180000020088-processed-gene-0.4-mRNA-1_1&gene=genemark-scf7180000020088-processed-gene-0.4&CDS=1-1251
2325	OG0002325	YJR076C	genemark-scf7180000019971-processed-gene-0.20-mRNA-1_1&gene=genemark-scf7180000019971-processed-gene-0.20&CDS=1-1278
2326	OG0002326	YJR077C	genemark-scf7180000020088-processed-gene-0.10-mRNA-1_1&gene=genemark-scf7180000020088-processed-gene-0.10&CDS=1-927
2327	OG0002327	YJR080C	snap_masked-scf7180000020150-processed-gene-0.21-mRNA-1_1&gene=snap_masked-scf7180000020150-processed-gene-0.21&CDS=1-1059
2328	OG0002328	YJR082C	genemark-scf7180000020150-processed-gene-0.66-mRNA-1_1&gene=genemark-scf7180000020150-processed-gene-0.66&CDS=1-408
2329	OG0002329	YJR084W	snap_masked-scf7180000020150-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000020150-processed-gene-0.3&CDS=1-996
2330	OG0002330	YJR086W	genemark-scf7180000020150-processed-gene-0.47-mRNA-1_1&gene=genemark-scf7180000020150-processed-gene-0.47&CDS=1-318
2331	OG0002331	YJR088C	genemark-scf7180000020192-processed-gene-0.82-mRNA-1_1&gene=genemark-scf7180000020192-processed-gene-0.82&CDS=1-876
2332	OG0002332	YJR089W	augustus_masked-scf7180000020150-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-scf7180000020150-processed-gene-0.97&CDS=1-2931
2333	OG0002333	YJR090C	augustus_masked-scf7180000020150-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-scf7180000020150-processed-gene-0.118&CDS=1-3156
2334	OG0002334	YJR091C	genemark-scf7180000020150-processed-gene-0.70-mRNA-1_1&gene=genemark-scf7180000020150-processed-gene-0.70&CDS=1-3306
2335	OG0002335	YJR093C	genemark-scf7180000020150-processed-gene-0.71-mRNA-1_1&gene=genemark-scf7180000020150-processed-gene-0.71&CDS=1-1062
2336	OG0002336	YJR094C	augustus_masked-scf7180000020150-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-scf7180000020150-processed-gene-0.121&CDS=1-912
2337	OG0002337	YJR095W	genemark-scf7180000020150-processed-gene-0.50-mRNA-1_1&gene=genemark-scf7180000020150-processed-gene-0.50&CDS=1-1044
2338	OG0002338	YJR096W	genemark-scf7180000020150-processed-gene-0.51-mRNA-1_1&gene=genemark-scf7180000020150-processed-gene-0.51&CDS=1-849
2339	OG0002339	YJR097W	genemark-scf7180000020150-processed-gene-0.52-mRNA-1_1&gene=genemark-scf7180000020150-processed-gene-0.52&CDS=1-525
2340	OG0002340	YJR098C	genemark-scf7180000020150-processed-gene-0.73-mRNA-1_1&gene=genemark-scf7180000020150-processed-gene-0.73&CDS=1-2037
2341	OG0002341	YJR099W	augustus_masked-scf7180000020150-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-scf7180000020150-processed-gene-0.102&CDS=1-750
2342	OG0002342	YJR100C	genemark-scf7180000020150-processed-gene-0.74-mRNA-1_1&gene=genemark-scf7180000020150-processed-gene-0.74&CDS=1-798
2343	OG0002343	YJR101W	genemark-scf7180000020150-processed-gene-0.54-mRNA-1_1&gene=genemark-scf7180000020150-processed-gene-0.54&CDS=1-777
2344	OG0002344	YJR102C	genemark-scf7180000020150-processed-gene-0.75-mRNA-1_1&gene=genemark-scf7180000020150-processed-gene-0.75&CDS=1-600
2345	OG0002345	YJR104C	genemark-scf7180000020150-processed-gene-0.76-mRNA-1_1&gene=genemark-scf7180000020150-processed-gene-0.76&CDS=1-462
2346	OG0002346	YJR105W	genemark-scf7180000020150-processed-gene-0.58-mRNA-1_1&gene=genemark-scf7180000020150-processed-gene-0.58&CDS=1-1017
2347	OG0002347	YJR106W	genemark-scf7180000020150-processed-gene-0.59-mRNA-1_1&gene=genemark-scf7180000020150-processed-gene-0.59&CDS=1-2298
2348	OG0002348	YJR107W	genemark-scf7180000020150-processed-gene-0.60-mRNA-1_1&gene=genemark-scf7180000020150-processed-gene-0.60&CDS=1-1068
2349	OG0002349	YJR109C	genemark-scf7180000020150-processed-gene-0.78-mRNA-1_1&gene=genemark-scf7180000020150-processed-gene-0.78&CDS=1-3345
2350	OG0002350	YJR110W	genemark-scf7180000020150-processed-gene-0.56-mRNA-1_1&gene=genemark-scf7180000020150-processed-gene-0.56&CDS=1-2214
2351	OG0002351	YJR111C	genemark-scf7180000020150-processed-gene-0.79-mRNA-1_1&gene=genemark-scf7180000020150-processed-gene-0.79&CDS=1-882
2352	OG0002352	YJR112W	augustus_masked-scf7180000020150-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-scf7180000020150-processed-gene-0.106&CDS=1-636
2353	OG0002353	YJR113C	augustus_masked-scf7180000020150-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-scf7180000020150-processed-gene-0.130&CDS=1-756
2354	OG0002354	YJR115W	augustus_masked-scf7180000020150-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-scf7180000020150-processed-gene-0.126&CDS=1-543
2355	OG0002355	YJR116W	genemark-scf7180000020150-processed-gene-0.82-mRNA-1_1&gene=genemark-scf7180000020150-processed-gene-0.82&CDS=1-882
2356	OG0002356	YJR117W	genemark-scf7180000020150-processed-gene-0.61-mRNA-1_1&gene=genemark-scf7180000020150-processed-gene-0.61&CDS=1-1191
2357	OG0002357	YJR118C	genemark-scf7180000020112-processed-gene-0.45-mRNA-1_1&gene=genemark-scf7180000020112-processed-gene-0.45&CDS=1-417
2358	OG0002358	YJR119C	genemark-scf7180000020112-processed-gene-0.46-mRNA-1_1&gene=genemark-scf7180000020112-processed-gene-0.46&CDS=1-2070
2359	OG0002359	YJR121W	genemark-scf7180000020112-processed-gene-0.19-mRNA-1_1&gene=genemark-scf7180000020112-processed-gene-0.19&CDS=1-1650
2360	OG0002360	YJR122W	genemark-scf7180000020112-processed-gene-0.20-mRNA-1_1&gene=genemark-scf7180000020112-processed-gene-0.20&CDS=1-1425
2361	OG0002361	YJR123W	genemark-scf7180000020112-processed-gene-0.21-mRNA-1_1&gene=genemark-scf7180000020112-processed-gene-0.21&CDS=1-681
2362	OG0002362	YJR124C	genemark-scf7180000020112-processed-gene-0.47-mRNA-1_1&gene=genemark-scf7180000020112-processed-gene-0.47&CDS=1-1449
2363	OG0002363	YJR126C	snap_masked-scf7180000020235-processed-gene-0.214-mRNA-1_1&gene=snap_masked-scf7180000020235-processed-gene-0.214&CDS=1-2253
2364	OG0002364	YJR129C	augustus_masked-scf7180000020235-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-scf7180000020235-processed-gene-0.61&CDS=1-918
2365	OG0002365	YJR131W	genemark-scf7180000020235-processed-gene-0.94-mRNA-1_1&gene=genemark-scf7180000020235-processed-gene-0.94&CDS=1-1629
2366	OG0002366	YJR133W	genemark-scf7180000020062-processed-gene-0.30-mRNA-1_1&gene=genemark-scf7180000020062-processed-gene-0.30&CDS=1-630
2367	OG0002367	YJR134C	snap_masked-scf7180000020062-processed-gene-0.19-mRNA-1_1&gene=snap_masked-scf7180000020062-processed-gene-0.19&CDS=1-2253
2368	OG0002368	YJR135C	snap_masked-scf7180000020062-processed-gene-0.20-mRNA-1_1&gene=snap_masked-scf7180000020062-processed-gene-0.20&CDS=1-705
2369	OG0002369	YJR136C	snap_masked-scf7180000020062-processed-gene-0.21-mRNA-1_1&gene=snap_masked-scf7180000020062-processed-gene-0.21&CDS=1-1377
2370	OG0002370	YJR137C	genemark-scf7180000020062-processed-gene-0.37-mRNA-1_1&gene=genemark-scf7180000020062-processed-gene-0.37&CDS=1-4311
2371	OG0002371	YJR138W	augustus_masked-scf7180000020062-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000020062-processed-gene-0.3&CDS=1-4776
2372	OG0002372	YJR139C	genemark-scf7180000020169-processed-gene-0.76-mRNA-1_1&gene=genemark-scf7180000020169-processed-gene-0.76&CDS=1-1050
2373	OG0002373	YJR140C	augustus_masked-scf7180000020062-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000020062-processed-gene-0.9&CDS=1-4539
2374	OG0002374	YJR141W	snap_masked-scf7180000020062-processed-gene-0.17-mRNA-1_1&gene=snap_masked-scf7180000020062-processed-gene-0.17&CDS=1-1068
2375	OG0002375	YJR142W	genemark-scf7180000020062-processed-gene-0.33-mRNA-1_1&gene=genemark-scf7180000020062-processed-gene-0.33&CDS=1-1044
2376	OG0002376	YJR143C	genemark-scf7180000020062-processed-gene-0.39-mRNA-1_1&gene=genemark-scf7180000020062-processed-gene-0.39&CDS=1-2250
2377	OG0002377	YJR144W	genemark-scf7180000020169-processed-gene-0.113-mRNA-1_1&gene=genemark-scf7180000020169-processed-gene-0.113&CDS=1-819
2378	OG0002378	YJR152W	genemark-scf7180000020106-processed-gene-0.80-mRNA-1_1&gene=genemark-scf7180000020106-processed-gene-0.80&CDS=1-1632
2379	OG0002379	YKL001C	genemark-scf7180000020114-processed-gene-0.51-mRNA-1_1&gene=genemark-scf7180000020114-processed-gene-0.51&CDS=1-594
2380	OG0002380	YKL002W	genemark-scf7180000020114-processed-gene-0.76-mRNA-1_1&gene=genemark-scf7180000020114-processed-gene-0.76&CDS=1-711
2381	OG0002381	YKL003C	genemark-scf7180000020180-processed-gene-0.3-mRNA-1_1&gene=genemark-scf7180000020180-processed-gene-0.3&CDS=1-387
2382	OG0002382	YKL004W	genemark-scf7180000020114-processed-gene-0.58-mRNA-1_1&gene=genemark-scf7180000020114-processed-gene-0.58&CDS=1-1272
2383	OG0002383	YKL005C	augustus_masked-scf7180000020114-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-scf7180000020114-processed-gene-0.132&CDS=1-1776
2384	OG0002384	YKL006C-A	genemark-scf7180000020114-processed-gene-0.81-mRNA-1_1&gene=genemark-scf7180000020114-processed-gene-0.81&CDS=1-291
2385	OG0002385	YKL007W	genemark-scf7180000020114-processed-gene-0.56-mRNA-1_1&gene=genemark-scf7180000020114-processed-gene-0.56&CDS=1-744
2386	OG0002386	YKL009W	augustus_masked-scf7180000020136-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-scf7180000020136-processed-gene-0.33&CDS=1-720
2387	OG0002387	YKL010C	genemark-scf7180000020114-processed-gene-0.78-mRNA-1_1&gene=genemark-scf7180000020114-processed-gene-0.78&CDS=1-4518
2388	OG0002388	YKL011C	augustus_masked-scf7180000020144-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-scf7180000020144-processed-gene-0.70&CDS=1-720
2389	OG0002389	YKL013C	genemark-scf7180000020144-processed-gene-0.7-mRNA-1_1&gene=genemark-scf7180000020144-processed-gene-0.7&CDS=1-513
2390	OG0002390	YKL014C	snap_masked-scf7180000020204-processed-gene-0.98-mRNA-1_1&gene=snap_masked-scf7180000020204-processed-gene-0.98&CDS=1-5946
2391	OG0002391	YKL015W	maker-scf7180000020144-snap-gene-0.32-mRNA-1_1&gene=maker-scf7180000020144-snap-gene-0.32&CDS=1-2736
2392	OG0002392	YKL016C	genemark-scf7180000020144-processed-gene-0.8-mRNA-1_1&gene=genemark-scf7180000020144-processed-gene-0.8&CDS=1-522
2393	OG0002393	YKL017C	genemark-scf7180000020144-processed-gene-0.9-mRNA-1_1&gene=genemark-scf7180000020144-processed-gene-0.9&CDS=1-2067
2394	OG0002394	YKL018W	genemark-scf7180000020144-processed-gene-0.25-mRNA-1_1&gene=genemark-scf7180000020144-processed-gene-0.25&CDS=1-993
2395	OG0002395	YKL019W	genemark-scf7180000020144-processed-gene-0.26-mRNA-1_1&gene=genemark-scf7180000020144-processed-gene-0.26&CDS=1-963
2396	OG0002396	YKL021C	genemark-scf7180000020144-processed-gene-0.11-mRNA-1_1&gene=genemark-scf7180000020144-processed-gene-0.11&CDS=1-1146
2397	OG0002397	YKL022C	genemark-scf7180000020144-processed-gene-0.30-mRNA-1_1&gene=genemark-scf7180000020144-processed-gene-0.30&CDS=1-2397
2398	OG0002398	YKL024C	genemark-scf7180000020144-processed-gene-0.28-mRNA-1_1&gene=genemark-scf7180000020144-processed-gene-0.28&CDS=1-633
2399	OG0002399	YKL025C	genemark-scf7180000020144-processed-gene-0.27-mRNA-1_1&gene=genemark-scf7180000020144-processed-gene-0.27&CDS=1-2352
2400	OG0002400	YKL027W	genemark-scf7180000020173-processed-gene-0.3-mRNA-1_1&gene=genemark-scf7180000020173-processed-gene-0.3&CDS=1-1320
2401	OG0002401	YKL028W	genemark-scf7180000020173-processed-gene-0.2-mRNA-1_1&gene=genemark-scf7180000020173-processed-gene-0.2&CDS=1-1500
2402	OG0002402	YKL029C	genemark-scf7180000020173-processed-gene-0.7-mRNA-1_1&gene=genemark-scf7180000020173-processed-gene-0.7&CDS=1-1977
2403	OG0002403	YKL033W	snap_masked-scf7180000020166-processed-gene-0.10-mRNA-1_1&gene=snap_masked-scf7180000020166-processed-gene-0.10&CDS=1-3162
2404	OG0002404	YKL034W	maker-scf7180000020085-augustus-gene-0.22-mRNA-1_1&gene=maker-scf7180000020085-augustus-gene-0.22&CDS=1-2877
2405	OG0002405	YKL035W	maker-scf7180000020219-snap-gene-0.43-mRNA-1_1&gene=maker-scf7180000020219-snap-gene-0.43&CDS=1-1611
2406	OG0002406	YKL038W	genemark-scf7180000020085-processed-gene-0.17-mRNA-1_1&gene=genemark-scf7180000020085-processed-gene-0.17&CDS=1-3633
2407	OG0002407	YKL039W	genemark-scf7180000020085-processed-gene-0.16-mRNA-1_1&gene=genemark-scf7180000020085-processed-gene-0.16&CDS=1-1614
2408	OG0002408	YKL040C	genemark-scf7180000020219-processed-gene-0.22-mRNA-1_1&gene=genemark-scf7180000020219-processed-gene-0.22&CDS=1-792
2409	OG0002409	YKL041W	genemark-scf7180000020085-processed-gene-0.15-mRNA-1_1&gene=genemark-scf7180000020085-processed-gene-0.15&CDS=1-681
2410	OG0002410	YKL043W	genemark-scf7180000020204-processed-gene-0.31-mRNA-1_1&gene=genemark-scf7180000020204-processed-gene-0.31&CDS=1-804
2411	OG0002411	YKL045W	genemark-scf7180000020065-processed-gene-0.9-mRNA-1_1&gene=genemark-scf7180000020065-processed-gene-0.9&CDS=1-1524
2412	OG0002412	YKL046C	genemark-scf7180000020065-processed-gene-0.1-mRNA-1_1&gene=genemark-scf7180000020065-processed-gene-0.1&CDS=1-1359
2413	OG0002413	YKL047W	augustus_masked-scf7180000020065-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-scf7180000020065-processed-gene-0.53&CDS=1-1209
2414	OG0002414	YKL048C	snap_masked-scf7180000020092-processed-gene-0.79-mRNA-1_1&gene=snap_masked-scf7180000020092-processed-gene-0.79&CDS=1-1854
2415	OG0002415	YKL049C	genemark-scf7180000020092-processed-gene-0.43-mRNA-1_1&gene=genemark-scf7180000020092-processed-gene-0.43&CDS=1-879
2416	OG0002416	YKL051W	genemark-scf7180000020092-processed-gene-0.54-mRNA-1_1&gene=genemark-scf7180000020092-processed-gene-0.54&CDS=1-1008
2417	OG0002417	YKL052C	genemark-scf7180000020065-processed-gene-0.16-mRNA-1_1&gene=genemark-scf7180000020065-processed-gene-0.16&CDS=1-591
2418	OG0002418	YKL053C-A	augustus_masked-scf7180000020065-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-scf7180000020065-processed-gene-0.60&CDS=1-267
2419	OG0002419	YKL054C	maker-scf7180000020204-snap-gene-0.1-mRNA-1_1&gene=maker-scf7180000020204-snap-gene-0.1&CDS=1-1908
2420	OG0002420	YKL055C	augustus_masked-scf7180000020065-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-scf7180000020065-processed-gene-0.59&CDS=1-588
2421	OG0002421	YKL056C	augustus_masked-scf7180000020065-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-scf7180000020065-processed-gene-0.58&CDS=1-501
2422	OG0002422	YKL057C	snap_masked-scf7180000020204-processed-gene-0.87-mRNA-1_1&gene=snap_masked-scf7180000020204-processed-gene-0.87&CDS=1-3183
2423	OG0002423	YKL058W	genemark-scf7180000020065-processed-gene-0.3-mRNA-1_1&gene=genemark-scf7180000020065-processed-gene-0.3&CDS=1-360
2424	OG0002424	YKL059C	genemark-scf7180000020065-processed-gene-0.14-mRNA-1_1&gene=genemark-scf7180000020065-processed-gene-0.14&CDS=1-1170
2425	OG0002425	YKL060C	maker-scf7180000020065-snap-gene-0.21-mRNA-1_1&gene=maker-scf7180000020065-snap-gene-0.21&CDS=1-966
2426	OG0002426	YKL061W	genemark-scf7180000020065-processed-gene-0.2-mRNA-1_1&gene=genemark-scf7180000020065-processed-gene-0.2&CDS=1-300
2427	OG0002427	YKL062W	genemark-scf7180000020092-processed-gene-0.41-mRNA-1_1&gene=genemark-scf7180000020092-processed-gene-0.41&CDS=1-2322
2428	OG0002428	YKL063C	augustus_masked-scf7180000020092-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-scf7180000020092-processed-gene-0.18&CDS=1-636
