	OrthologID	Metschnikowia_kipukae	Saccharomyces_cerevisiae
1880	OG0001880	genemark-kipT_s36-processed-gene-0.98-mRNA-1_1&gene=genemark-kipT_s36-processed-gene-0.98&CDS=1-1080	YKL114C
1881	OG0001881	genemark-kipT_s36-processed-gene-0.99-mRNA-1_1&gene=genemark-kipT_s36-processed-gene-0.99&CDS=1-4041	YKL113C
1882	OG0001882	augustus_masked-kipT_s36-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-kipT_s36-processed-gene-0.26&CDS=1-750	YOL038W
1883	OG0001883	snap_masked-kipT_s36-processed-gene-0.54-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-0.54&CDS=1-387	YIR015W
1884	OG0001884	snap_masked-kipT_s36-processed-gene-0.78-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-0.78&CDS=1-471	YOL026C
1885	OG0001885	maker-kipT_s36-augustus-gene-0.45-mRNA-1_1&gene=maker-kipT_s36-augustus-gene-0.45&CDS=1-3027	YBR198C
1886	OG0001886	snap_masked-kipT_s36-processed-gene-0.57-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-0.57&CDS=1-705	YGR057C
1887	OG0001887	snap_masked-kipT_s36-processed-gene-0.82-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-0.82&CDS=1-522	YMR035W
1888	OG0001888	genemark-kipT_s36-processed-gene-0.129-mRNA-1_1&gene=genemark-kipT_s36-processed-gene-0.129&CDS=1-792	YNL155W
1889	OG0001889	genemark-kipT_s36-processed-gene-0.106-mRNA-1_1&gene=genemark-kipT_s36-processed-gene-0.106&CDS=1-945	YHR062C
1890	OG0001890	genemark-kipT_s36-processed-gene-0.130-mRNA-1_1&gene=genemark-kipT_s36-processed-gene-0.130&CDS=1-963	YNL230C
1891	OG0001891	snap_masked-kipT_s36-processed-gene-0.61-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-0.61&CDS=1-993	YER142C
1892	OG0001892	snap_masked-kipT_s36-processed-gene-0.63-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-0.63&CDS=1-1215	YDR083W
1893	OG0001893	snap_masked-kipT_s36-processed-gene-0.67-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-0.67&CDS=1-975	YPR023C
1894	OG0001894	snap_masked-kipT_s36-processed-gene-0.68-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-0.68&CDS=1-549	YDL217C
1895	OG0001895	snap_masked-kipT_s36-processed-gene-0.69-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-0.69&CDS=1-1065	YNL141W
1896	OG0001896	snap_masked-kipT_s36-processed-gene-0.92-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-0.92&CDS=1-396	YBL078C
1897	OG0001897	genemark-kipT_s36-processed-gene-1.92-mRNA-1_1&gene=genemark-kipT_s36-processed-gene-1.92&CDS=1-1497	YBL080C
1898	OG0001898	snap_masked-kipT_s36-processed-gene-1.47-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-1.47&CDS=1-1083	YKL178C
1899	OG0001899	snap_masked-kipT_s36-processed-gene-1.48-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-1.48&CDS=1-3318	YER110C
1900	OG0001900	snap_masked-kipT_s36-processed-gene-1.46-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-1.46&CDS=1-702	YDR020C
1901	OG0001901	snap_masked-kipT_s36-processed-gene-1.51-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-1.51&CDS=1-1191	YDR415C
1902	OG0001902	snap_masked-kipT_s36-processed-gene-1.75-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-1.75&CDS=1-405	YCR028C-A
1903	OG0001903	snap_masked-kipT_s36-processed-gene-1.53-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-1.53&CDS=1-708	YPR037C
1904	OG0001904	snap_masked-kipT_s36-processed-gene-1.77-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-1.77&CDS=1-675	YHL031C
1905	OG0001905	genemark-kipT_s36-processed-gene-1.125-mRNA-1_1&gene=genemark-kipT_s36-processed-gene-1.125&CDS=1-894	YPL131W
1906	OG0001906	genemark-kipT_s36-processed-gene-1.126-mRNA-1_1&gene=genemark-kipT_s36-processed-gene-1.126&CDS=1-1878	YAL016W
1907	OG0001907	snap_masked-kipT_s36-processed-gene-1.82-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-1.82&CDS=1-2151	YMR284W
1908	OG0001908	snap_masked-kipT_s36-processed-gene-1.61-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-1.61&CDS=1-438	YJR058C
1909	OG0001909	snap_masked-kipT_s36-processed-gene-1.83-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-1.83&CDS=1-621	YJR057W
1910	OG0001910	genemark-kipT_s36-processed-gene-1.110-mRNA-1_1&gene=genemark-kipT_s36-processed-gene-1.110&CDS=1-627	YOL139C
1911	OG0001911	genemark-kipT_s36-processed-gene-1.132-mRNA-1_1&gene=genemark-kipT_s36-processed-gene-1.132&CDS=1-909	YNL320W
1912	OG0001912	snap_masked-kipT_s36-processed-gene-1.66-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-1.66&CDS=1-3489	YOL138C
1913	OG0001913	snap_masked-kipT_s36-processed-gene-1.85-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-1.85&CDS=1-696	YDR489W
1914	OG0001914	genemark-kipT_s36-processed-gene-1.134-mRNA-1_1&gene=genemark-kipT_s36-processed-gene-1.134&CDS=1-1539	YDL003W
1915	OG0001915	snap_masked-kipT_s36-processed-gene-1.68-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-1.68&CDS=1-471	YDL004W
1916	OG0001916	snap_masked-kipT_s36-processed-gene-1.69-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-1.69&CDS=1-471	YGR076C
1917	OG0001917	snap_masked-kipT_s36-processed-gene-1.88-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-1.88&CDS=1-342	YGR074W
1918	OG0001918	snap_masked-kipT_s36-processed-gene-1.71-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-1.71&CDS=1-2976	YNL321W
1919	OG0001919	maker-kipT_s36-augustus-gene-1.140-mRNA-1_1&gene=maker-kipT_s36-augustus-gene-1.140&CDS=1-5733	YDL140C
1920	OG0001920	snap_masked-kipT_s36-processed-gene-1.74-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-1.74&CDS=1-972	YOL094C
1921	OG0001921	snap_masked-kipT_s36-processed-gene-1.91-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-1.91&CDS=1-1917	YDR484W
1922	OG0001922	snap_masked-kipT_s36-processed-gene-2.3-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-2.3&CDS=1-1323	YDR289C
1923	OG0001923	snap_masked-kipT_s36-processed-gene-2.1-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-2.1&CDS=1-1008	YCR086W
1924	OG0001924	maker-kipT_s36-augustus-gene-2.264-mRNA-1_1&gene=maker-kipT_s36-augustus-gene-2.264&CDS=1-936	YJL003W
1925	OG0001925	genemark-kipT_s36-processed-gene-2.176-mRNA-1_1&gene=genemark-kipT_s36-processed-gene-2.176&CDS=1-3009	YNR043W
1926	OG0001926	snap_masked-kipT_s36-processed-gene-2.7-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-2.7&CDS=1-903	YDL142C
1927	OG0001927	snap_masked-kipT_s36-processed-gene-2.52-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-2.52&CDS=1-471	YER046W
1928	OG0001928	snap_masked-kipT_s36-processed-gene-2.9-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-2.9&CDS=1-1665	YJL008C
1929	OG0001929	snap_masked-kipT_s36-processed-gene-2.53-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-2.53&CDS=1-762	YDR007W
1930	OG0001930	snap_masked-kipT_s36-processed-gene-2.54-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-2.54&CDS=1-2379	YJL029C
1931	OG0001931	snap_masked-kipT_s36-processed-gene-2.55-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-2.55&CDS=1-2148	YGL045W
1932	OG0001932	maker-kipT_s36-augustus-gene-2.265-mRNA-1_1&gene=maker-kipT_s36-augustus-gene-2.265&CDS=1-2517	YGR255C
1933	OG0001933	genemark-kipT_s36-processed-gene-2.195-mRNA-1_1&gene=genemark-kipT_s36-processed-gene-2.195&CDS=1-762	YNL246W
1934	OG0001934	genemark-kipT_s36-processed-gene-2.196-mRNA-1_1&gene=genemark-kipT_s36-processed-gene-2.196&CDS=1-663	YMR090W
1935	OG0001935	snap_masked-kipT_s36-processed-gene-2.60-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-2.60&CDS=1-1230	YNL248C
1936	OG0001936	snap_masked-kipT_s36-processed-gene-2.22-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-2.22&CDS=1-471	YJR097W
1937	OG0001937	snap_masked-kipT_s36-processed-gene-2.61-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-2.61&CDS=1-2214	YJR098C
1938	OG0001938	snap_masked-kipT_s36-processed-gene-2.24-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-2.24&CDS=1-1326	YMR091C
1939	OG0001939	snap_masked-kipT_s36-processed-gene-2.64-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-2.64&CDS=1-1359	YKL140W
1940	OG0001940	snap_masked-kipT_s36-processed-gene-2.27-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-2.27&CDS=1-978	YJL208C
1941	OG0001941	snap_masked-kipT_s36-processed-gene-2.28-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-2.28&CDS=1-6183	YKL182W
1942	OG0001942	snap_masked-kipT_s36-processed-gene-2.66-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-2.66&CDS=1-3360	YLR410W
1943	OG0001943	snap_masked-kipT_s36-processed-gene-2.67-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-2.67&CDS=1-1206	YKL181W
1944	OG0001944	maker-kipT_s36-snap-gene-2.168-mRNA-1_1&gene=maker-kipT_s36-snap-gene-2.168&CDS=1-615	YLR412W
1945	OG0001945	snap_masked-kipT_s36-processed-gene-2.69-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-2.69&CDS=1-2778	YBR229C
1946	OG0001946	snap_masked-kipT_s36-processed-gene-2.30-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-2.30&CDS=1-2037	YDL074C
1947	OG0001947	snap_masked-kipT_s36-processed-gene-2.31-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-2.31&CDS=1-1830	YLR399C
1948	OG0001948	genemark-kipT_s36-processed-gene-2.206-mRNA-1_1&gene=genemark-kipT_s36-processed-gene-2.206&CDS=1-1005	YLR405W
1949	OG0001949	snap_masked-kipT_s36-processed-gene-2.70-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-2.70&CDS=1-4278	YLR086W
1950	OG0001950	snap_masked-kipT_s36-processed-gene-2.33-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-2.33&CDS=1-303	YDR115W
1951	OG0001951	snap_masked-kipT_s36-processed-gene-2.72-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-2.72&CDS=1-9030	YLR087C
1952	OG0001952	snap_masked-kipT_s36-processed-gene-2.35-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-2.35&CDS=1-420	YLL050C
1953	OG0001953	maker-kipT_s36-snap-gene-2.169-mRNA-1_1&gene=maker-kipT_s36-snap-gene-2.169&CDS=1-1923	YIR029W
1954	OG0001954	snap_masked-kipT_s36-processed-gene-2.41-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-2.41&CDS=1-939	YNL025C
1955	OG0001955	snap_masked-kipT_s36-processed-gene-2.45-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-2.45&CDS=1-498	YBR282W
1956	OG0001956	snap_masked-kipT_s36-processed-gene-2.46-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-2.46&CDS=1-744	YJL065C
1957	OG0001957	snap_masked-kipT_s36-processed-gene-2.77-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-2.77&CDS=1-3336	YKL033W
1958	OG0001958	snap_masked-kipT_s36-processed-gene-2.78-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-2.78&CDS=1-1641	YOR037W
1959	OG0001959	snap_masked-kipT_s36-processed-gene-2.79-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-2.79&CDS=1-789	YMR149W
1960	OG0001960	snap_masked-kipT_s36-processed-gene-2.49-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-2.49&CDS=1-501	YJR118C
1961	OG0001961	snap_masked-kipT_s36-processed-gene-2.81-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-2.81&CDS=1-1710	YER022W
1962	OG0001962	snap_masked-kipT_s36-processed-gene-2.82-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-2.82&CDS=1-1440	YER021W
1963	OG0001963	genemark-kipT_s36-processed-gene-2.256-mRNA-1_1&gene=genemark-kipT_s36-processed-gene-2.256&CDS=1-618	YFL038C
1964	OG0001964	snap_masked-kipT_s36-processed-gene-2.84-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-2.84&CDS=1-882	YJR116W
1965	OG0001965	augustus_masked-kipT_s36-processed-gene-2.132-mRNA-1_1&gene=augustus_masked-kipT_s36-processed-gene-2.132&CDS=1-4131	YJR105W
1966	OG0001966	augustus_masked-kipT_s38-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-kipT_s38-processed-gene-0.5&CDS=1-1848	YAR018C
1967	OG0001967	genemark-kipT_s38-processed-gene-0.118-mRNA-1_1&gene=genemark-kipT_s38-processed-gene-0.118&CDS=1-915	YAR015W
1968	OG0001968	snap_masked-kipT_s38-processed-gene-0.54-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-0.54&CDS=1-597	YKL001C
1969	OG0001969	snap_masked-kipT_s38-processed-gene-0.75-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-0.75&CDS=1-6381	YJL207C
1970	OG0001970	snap_masked-kipT_s38-processed-gene-0.77-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-0.77&CDS=1-2124	YDR026C
1971	OG0001971	snap_masked-kipT_s38-processed-gene-0.55-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-0.55&CDS=1-2907	YDR166C
1972	OG0001972	snap_masked-kipT_s38-processed-gene-0.57-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-0.57&CDS=1-252	YLR038C
1973	OG0001973	snap_masked-kipT_s38-processed-gene-0.78-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-0.78&CDS=1-696	YMR132C
1974	OG0001974	snap_masked-kipT_s38-processed-gene-0.58-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-0.58&CDS=1-8403	YCR093W
1975	OG0001975	snap_masked-kipT_s38-processed-gene-0.59-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-0.59&CDS=1-660	YDR177W
1976	OG0001976	snap_masked-kipT_s38-processed-gene-0.60-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-0.60&CDS=1-1182	YNR051C
1977	OG0001977	snap_masked-kipT_s38-processed-gene-0.61-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-0.61&CDS=1-522	YBL090W
1978	OG0001978	snap_masked-kipT_s38-processed-gene-0.79-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-0.79&CDS=1-2592	YIL143C
1979	OG0001979	snap_masked-kipT_s38-processed-gene-0.80-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-0.80&CDS=1-1044	YKR092C
1980	OG0001980	snap_masked-kipT_s38-processed-gene-0.81-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-0.81&CDS=1-1122	YOR084W
1981	OG0001981	snap_masked-kipT_s38-processed-gene-0.63-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-0.63&CDS=1-927	YIL145C
1982	OG0001982	snap_masked-kipT_s38-processed-gene-0.83-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-0.83&CDS=1-1797	YGR119C
1983	OG0001983	snap_masked-kipT_s38-processed-gene-0.65-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-0.65&CDS=1-1209	YPR065W
1984	OG0001984	snap_masked-kipT_s38-processed-gene-0.86-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-0.86&CDS=1-1038	YKR071C
1985	OG0001985	snap_masked-kipT_s38-processed-gene-0.66-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-0.66&CDS=1-1917	YIL144W
1986	OG0001986	snap_masked-kipT_s38-processed-gene-0.88-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-0.88&CDS=1-552	YKR085C
1987	OG0001987	snap_masked-kipT_s38-processed-gene-0.67-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-0.67&CDS=1-642	YNL151C
1988	OG0001988	snap_masked-kipT_s38-processed-gene-0.91-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-0.91&CDS=1-1533	YPR137W
1989	OG0001989	snap_masked-kipT_s38-processed-gene-0.92-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-0.92&CDS=1-393	YNL149C
1990	OG0001990	snap_masked-kipT_s38-processed-gene-0.68-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-0.68&CDS=1-402	YNL147W
1991	OG0001991	snap_masked-kipT_s38-processed-gene-0.69-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-0.69&CDS=1-648	YHR128W
1992	OG0001992	snap_masked-kipT_s38-processed-gene-0.95-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-0.95&CDS=1-468	YPR187W
1993	OG0001993	snap_masked-kipT_s38-processed-gene-0.96-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-0.96&CDS=1-1119	YPR191W
1994	OG0001994	snap_masked-kipT_s38-processed-gene-0.97-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-0.97&CDS=1-1278	YLR459W
1995	OG0001995	maker-kipT_s38-snap-gene-0.1-mRNA-1_1&gene=maker-kipT_s38-snap-gene-0.1&CDS=1-258	YPR182W
1996	OG0001996	snap_masked-kipT_s38-processed-gene-1.99-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-1.99&CDS=1-669	YJR123W
1997	OG0001997	snap_masked-kipT_s38-processed-gene-1.101-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-1.101&CDS=1-2118	YPR162C
1998	OG0001998	snap_masked-kipT_s38-processed-gene-1.102-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-1.102&CDS=1-1887	YLR452C
1999	OG0001999	snap_masked-kipT_s38-processed-gene-1.120-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-1.120&CDS=1-1593	YER025W
2000	OG0002000	snap_masked-kipT_s38-processed-gene-1.122-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-1.122&CDS=1-2280	YKL213C
2001	OG0002001	snap_masked-kipT_s38-processed-gene-1.123-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-1.123&CDS=1-1311	YJR122W
2002	OG0002002	snap_masked-kipT_s38-processed-gene-1.127-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-1.127&CDS=1-1311	YJR124C
2003	OG0002003	snap_masked-kipT_s38-processed-gene-1.104-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-1.104&CDS=1-2580	YLR451W
2004	OG0002004	maker-kipT_s38-snap-gene-1.0-mRNA-1_1&gene=maker-kipT_s38-snap-gene-1.0&CDS=1-231	YDR320C-A
2005	OG0002005	snap_masked-kipT_s38-processed-gene-1.128-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-1.128&CDS=1-177	YHR072W-A
2006	OG0002006	snap_masked-kipT_s38-processed-gene-1.106-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-1.106&CDS=1-2430	YDR320C
2007	OG0002007	snap_masked-kipT_s38-processed-gene-1.107-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-1.107&CDS=1-534	YMR295C
2008	OG0002008	snap_masked-kipT_s38-processed-gene-1.109-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-1.109&CDS=1-594	YGL200C
2009	OG0002009	snap_masked-kipT_s38-processed-gene-1.131-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-1.131&CDS=1-846	YKL154W
2010	OG0002010	snap_masked-kipT_s38-processed-gene-1.132-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-1.132&CDS=1-1131	YGL148W
2011	OG0002011	snap_masked-kipT_s38-processed-gene-1.135-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-1.135&CDS=1-2442	YKR024C
2012	OG0002012	snap_masked-kipT_s38-processed-gene-1.136-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-1.136&CDS=1-891	YKR025W
2013	OG0002013	snap_masked-kipT_s38-processed-gene-1.118-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-1.118&CDS=1-3618	YGL094C
2014	OG0002014	snap_masked-kipT_s38-processed-gene-1.139-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-1.139&CDS=1-231	YPL183W-A
2015	OG0002015	snap_masked-kipT_s38-processed-gene-1.141-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-1.141&CDS=1-750	YMR193W
2016	OG0002016	genemark-kipT_s38-processed-gene-2.99-mRNA-1_1&gene=genemark-kipT_s38-processed-gene-2.99&CDS=1-2154	YHR205W
2017	OG0002017	snap_masked-kipT_s38-processed-gene-2.2-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-2.2&CDS=1-3090	YLL031C
2018	OG0002018	snap_masked-kipT_s38-processed-gene-2.4-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-2.4&CDS=1-2754	YGL167C
2019	OG0002019	snap_masked-kipT_s38-processed-gene-2.31-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-2.31&CDS=1-819	YLR290C
2020	OG0002020	snap_masked-kipT_s38-processed-gene-2.6-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-2.6&CDS=1-909	YJR142W
2021	OG0002021	snap_masked-kipT_s38-processed-gene-2.37-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-2.37&CDS=1-462	YDR469W
2022	OG0002022	snap_masked-kipT_s38-processed-gene-2.9-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-2.9&CDS=1-678	YDR468C
2023	OG0002023	snap_masked-kipT_s38-processed-gene-2.10-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-2.10&CDS=1-957	YDR392W
2024	OG0002024	snap_masked-kipT_s38-processed-gene-2.38-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-2.38&CDS=1-3018	YOR144C
2025	OG0002025	snap_masked-kipT_s38-processed-gene-2.11-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-2.11&CDS=1-609	YOR148C
2026	OG0002026	snap_masked-kipT_s38-processed-gene-2.12-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-2.12&CDS=1-807	YOR145C
2027	OG0002027	snap_masked-kipT_s38-processed-gene-2.40-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-2.40&CDS=1-681	YHR013C
2028	OG0002028	snap_masked-kipT_s38-processed-gene-2.41-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-2.41&CDS=1-741	YDR472W
2029	OG0002029	snap_masked-kipT_s38-processed-gene-2.14-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-2.14&CDS=1-1224	YOR023C
2030	OG0002030	augustus_masked-kipT_s38-processed-gene-2.88-mRNA-1_1&gene=augustus_masked-kipT_s38-processed-gene-2.88&CDS=1-1455	YHR109W
2031	OG0002031	snap_masked-kipT_s38-processed-gene-2.16-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-2.16&CDS=1-813	YLR192C
2032	OG0002032	snap_masked-kipT_s38-processed-gene-2.21-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-2.21&CDS=1-528	YOL129W
2033	OG0002033	snap_masked-kipT_s38-processed-gene-2.45-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-2.45&CDS=1-1116	YNL307C
2034	OG0002034	genemark-kipT_s38-processed-gene-2.121-mRNA-1_1&gene=genemark-kipT_s38-processed-gene-2.121&CDS=1-1014	YOL127W
2035	OG0002035	snap_masked-kipT_s38-processed-gene-2.24-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-2.24&CDS=1-2487	YKR090W
2036	OG0002036	snap_masked-kipT_s38-processed-gene-2.46-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-2.46&CDS=1-888	YKR088C
2037	OG0002037	snap_masked-kipT_s38-processed-gene-2.27-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-2.27&CDS=1-864	YJL068C
2038	OG0002038	snap_masked-kipT_s38-processed-gene-2.47-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-2.47&CDS=1-1116	YLR287C
2039	OG0002039	snap_masked-kipT_s38-processed-gene-2.48-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-2.48&CDS=1-1866	YOR181W
2040	OG0002040	snap_masked-kipT_s38-processed-gene-2.49-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-2.49&CDS=1-735	YJL063C
2041	OG0002041	snap_masked-kipT_s38-processed-gene-3.44-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-3.44&CDS=1-192	YLR262C-A
2042	OG0002042	snap_masked-kipT_s38-processed-gene-3.43-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-3.43&CDS=1-996	YBR265W
2043	OG0002043	snap_masked-kipT_s38-processed-gene-3.66-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-3.66&CDS=1-879	YLR439W
2044	OG0002044	snap_masked-kipT_s38-processed-gene-3.46-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-3.46&CDS=1-261	YLR438C-A
2045	OG0002045	augustus_masked-kipT_s38-processed-gene-3.26-mRNA-1_1&gene=augustus_masked-kipT_s38-processed-gene-3.26&CDS=1-6102	YML059C
2046	OG0002046	snap_masked-kipT_s38-processed-gene-3.48-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-3.48&CDS=1-2076	YLR352W
2047	OG0002047	augustus_masked-kipT_s38-processed-gene-3.8-mRNA-1_1&gene=augustus_masked-kipT_s38-processed-gene-3.8&CDS=1-1542	YPR017C
2048	OG0002048	snap_masked-kipT_s38-processed-gene-3.52-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-3.52&CDS=1-1350	YGL181W
2049	OG0002049	snap_masked-kipT_s38-processed-gene-3.54-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-3.54&CDS=1-735	YPR016C
2050	OG0002050	snap_masked-kipT_s38-processed-gene-3.55-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-3.55&CDS=1-5883	YLR305C
2051	OG0002051	snap_masked-kipT_s38-processed-gene-3.57-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-3.57&CDS=1-1326	YDR148C
