	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034625_Pichia_kudriavzevii
1428	OG0001428	YGL245W	genemark-scf7180000023346-processed-gene-0.17-mRNA-1_1&gene=genemark-scf7180000023346-processed-gene-0.17&CDS=1-2133
1429	OG0001429	YGL246C	genemark-scf7180000023346-processed-gene-0.4-mRNA-1_1&gene=genemark-scf7180000023346-processed-gene-0.4&CDS=1-1194
1430	OG0001430	YGL247W	genemark-scf7180000023346-processed-gene-0.1-mRNA-1_1&gene=genemark-scf7180000023346-processed-gene-0.1&CDS=1-1527
1431	OG0001431	YGL248W	genemark-scf7180000023370-processed-gene-2.176-mRNA-1_1&gene=genemark-scf7180000023370-processed-gene-2.176&CDS=1-1191
1432	OG0001432	YGL252C	genemark-scf7180000023378-processed-gene-0.92-mRNA-1_1&gene=genemark-scf7180000023378-processed-gene-0.92&CDS=1-1893
1433	OG0001433	YGL255W	genemark-scf7180000023383-processed-gene-0.104-mRNA-1_1&gene=genemark-scf7180000023383-processed-gene-0.104&CDS=1-1107
1434	OG0001434	YGR001C	snap_masked-scf7180000023331-processed-gene-0.74-mRNA-1_1&gene=snap_masked-scf7180000023331-processed-gene-0.74&CDS=1-708
1435	OG0001435	YGR002C	maker-scf7180000023321-snap-gene-0.48-mRNA-1_1&gene=maker-scf7180000023321-snap-gene-0.48&CDS=1-1731
1436	OG0001436	YGR003W	genemark-scf7180000023321-processed-gene-0.74-mRNA-1_1&gene=genemark-scf7180000023321-processed-gene-0.74&CDS=1-2487
1437	OG0001437	YGR007W	genemark-scf7180000023395-processed-gene-0.73-mRNA-1_1&gene=genemark-scf7180000023395-processed-gene-0.73&CDS=1-1197
1438	OG0001438	YGR012W	genemark-scf7180000023346-processed-gene-1.164-mRNA-1_1&gene=genemark-scf7180000023346-processed-gene-1.164&CDS=1-1155
1439	OG0001439	YGR017W	genemark-scf7180000023329-processed-gene-0.3-mRNA-1_1&gene=genemark-scf7180000023329-processed-gene-0.3&CDS=1-972
1440	OG0001440	YGR019W	genemark-scf7180000023329-processed-gene-0.4-mRNA-1_1&gene=genemark-scf7180000023329-processed-gene-0.4&CDS=1-1413
1441	OG0001441	YGR020C	genemark-scf7180000023329-processed-gene-0.12-mRNA-1_1&gene=genemark-scf7180000023329-processed-gene-0.12&CDS=1-366
1442	OG0001442	YGR021W	augustus_masked-scf7180000023329-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-scf7180000023329-processed-gene-0.49&CDS=1-840
1443	OG0001443	YGR024C	genemark-scf7180000023417-processed-gene-0.146-mRNA-1_1&gene=genemark-scf7180000023417-processed-gene-0.146&CDS=1-807
1444	OG0001444	YGR026W	genemark-scf7180000023373-processed-gene-0.53-mRNA-1_1&gene=genemark-scf7180000023373-processed-gene-0.53&CDS=1-726
1445	OG0001445	YGR028W	genemark-scf7180000023199-processed-gene-1.60-mRNA-1_1&gene=genemark-scf7180000023199-processed-gene-1.60&CDS=1-1071
1446	OG0001446	YGR033C	genemark-scf7180000023382-processed-gene-0.1-mRNA-1_1&gene=genemark-scf7180000023382-processed-gene-0.1&CDS=1-732
1447	OG0001447	YGR036C	snap_masked-scf7180000023366-processed-gene-0.45-mRNA-1_1&gene=snap_masked-scf7180000023366-processed-gene-0.45&CDS=1-699
1448	OG0001448	YGR037C	genemark-scf7180000023399-processed-gene-0.63-mRNA-1_1&gene=genemark-scf7180000023399-processed-gene-0.63&CDS=1-237
1449	OG0001449	YGR046W	genemark-scf7180000023378-processed-gene-1.53-mRNA-1_1&gene=genemark-scf7180000023378-processed-gene-1.53&CDS=1-1389
1450	OG0001450	YGR047C	augustus_masked-scf7180000023392-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-scf7180000023392-processed-gene-1.13&CDS=1-5124
1451	OG0001451	YGR048W	augustus_masked-scf7180000023392-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-scf7180000023392-processed-gene-1.34&CDS=1-1092
1452	OG0001452	YGR052W	genemark-scf7180000023396-processed-gene-0.87-mRNA-1_1&gene=genemark-scf7180000023396-processed-gene-0.87&CDS=1-1452
1453	OG0001453	YGR053C	genemark-scf7180000023396-processed-gene-0.90-mRNA-1_1&gene=genemark-scf7180000023396-processed-gene-0.90&CDS=1-1020
1454	OG0001454	YGR054W	genemark-scf7180000023201-processed-gene-0.7-mRNA-1_1&gene=genemark-scf7180000023201-processed-gene-0.7&CDS=1-1917
1455	OG0001455	YGR057C	genemark-scf7180000023365-processed-gene-2.107-mRNA-1_1&gene=genemark-scf7180000023365-processed-gene-2.107&CDS=1-885
1456	OG0001456	YGR060W	genemark-scf7180000023358-processed-gene-1.10-mRNA-1_1&gene=genemark-scf7180000023358-processed-gene-1.10&CDS=1-921
1457	OG0001457	YGR061C	snap_masked-scf7180000023347-processed-gene-2.160-mRNA-1_1&gene=snap_masked-scf7180000023347-processed-gene-2.160&CDS=1-4080
1458	OG0001458	YGR062C	snap_masked-scf7180000023366-processed-gene-2.47-mRNA-1_1&gene=snap_masked-scf7180000023366-processed-gene-2.47&CDS=1-942
1459	OG0001459	YGR063C	genemark-scf7180000022707-processed-gene-0.0-mRNA-1_1&gene=genemark-scf7180000022707-processed-gene-0.0&CDS=1-249
1460	OG0001460	YGR074W	genemark-scf7180000023398-processed-gene-0.59-mRNA-1_1&gene=genemark-scf7180000023398-processed-gene-0.59&CDS=1-366
1461	OG0001461	YGR076C	genemark-scf7180000023398-processed-gene-0.17-mRNA-1_1&gene=genemark-scf7180000023398-processed-gene-0.17&CDS=1-495
1462	OG0001462	YGR078C	genemark-scf7180000023346-processed-gene-1.145-mRNA-1_1&gene=genemark-scf7180000023346-processed-gene-1.145&CDS=1-609
1463	OG0001463	YGR080W	genemark-scf7180000023368-processed-gene-0.24-mRNA-1_1&gene=genemark-scf7180000023368-processed-gene-0.24&CDS=1-948
1464	OG0001464	YGR081C	genemark-scf7180000023419-processed-gene-1.76-mRNA-1_1&gene=genemark-scf7180000023419-processed-gene-1.76&CDS=1-513
1465	OG0001465	YGR082W	genemark-scf7180000023419-processed-gene-1.107-mRNA-1_1&gene=genemark-scf7180000023419-processed-gene-1.107&CDS=1-486
1466	OG0001466	YGR083C	genemark-scf7180000023343-processed-gene-0.66-mRNA-1_1&gene=genemark-scf7180000023343-processed-gene-0.66&CDS=1-1446
1467	OG0001467	YGR086C	genemark-scf7180000023377-processed-gene-0.160-mRNA-1_1&gene=genemark-scf7180000023377-processed-gene-0.160&CDS=1-927
1468	OG0001468	YGR089W	genemark-scf7180000023365-processed-gene-0.8-mRNA-1_1&gene=genemark-scf7180000023365-processed-gene-0.8&CDS=1-2622
1469	OG0001469	YGR090W	genemark-scf7180000023370-processed-gene-2.101-mRNA-1_1&gene=genemark-scf7180000023370-processed-gene-2.101&CDS=1-3714
1470	OG0001470	YGR091W	genemark-scf7180000023236-processed-gene-0.80-mRNA-1_1&gene=genemark-scf7180000023236-processed-gene-0.80&CDS=1-1344
1471	OG0001471	YGR094W	genemark-scf7180000023236-processed-gene-0.57-mRNA-1_1&gene=genemark-scf7180000023236-processed-gene-0.57&CDS=1-3159
1472	OG0001472	YGR095C	genemark-scf7180000023236-processed-gene-0.81-mRNA-1_1&gene=genemark-scf7180000023236-processed-gene-0.81&CDS=1-663
1473	OG0001473	YGR098C	snap_masked-scf7180000023365-processed-gene-0.71-mRNA-1_1&gene=snap_masked-scf7180000023365-processed-gene-0.71&CDS=1-4863
1474	OG0001474	YGR099W	maker-scf7180000023366-snap-gene-0.29-mRNA-1_1&gene=maker-scf7180000023366-snap-gene-0.29&CDS=1-2394
1475	OG0001475	YGR100W	maker-scf7180000023395-augustus-gene-1.0-mRNA-1_1&gene=maker-scf7180000023395-augustus-gene-1.0&CDS=1-10890
1476	OG0001476	YGR102C	genemark-scf7180000023403-processed-gene-0.143-mRNA-1_1&gene=genemark-scf7180000023403-processed-gene-0.143&CDS=1-525
1477	OG0001477	YGR103W	genemark-scf7180000023403-processed-gene-0.105-mRNA-1_1&gene=genemark-scf7180000023403-processed-gene-0.105&CDS=1-1776
1478	OG0001478	YGR104C	genemark-scf7180000023199-processed-gene-1.85-mRNA-1_1&gene=genemark-scf7180000023199-processed-gene-1.85&CDS=1-765
1479	OG0001479	YGR105W	snap_masked-scf7180000023395-processed-gene-3.119-mRNA-1_1&gene=snap_masked-scf7180000023395-processed-gene-3.119&CDS=1-222
1480	OG0001480	YGR106C	genemark-scf7180000023365-processed-gene-0.13-mRNA-1_1&gene=genemark-scf7180000023365-processed-gene-0.13&CDS=1-924
1481	OG0001481	YGR110W	snap_masked-scf7180000023399-processed-gene-0.182-mRNA-1_1&gene=snap_masked-scf7180000023399-processed-gene-0.182&CDS=1-1374
1482	OG0001482	YGR112W	maker-scf7180000023395-snap-gene-2.43-mRNA-1_1&gene=maker-scf7180000023395-snap-gene-2.43&CDS=1-3783
1483	OG0001483	YGR119C	genemark-scf7180000023414-processed-gene-0.9-mRNA-1_1&gene=genemark-scf7180000023414-processed-gene-0.9&CDS=1-1377
1484	OG0001484	YGR123C	maker-scf7180000023378-augustus-gene-1.280-mRNA-1_1&gene=maker-scf7180000023378-augustus-gene-1.280&CDS=1-3096
1485	OG0001485	YGR125W	snap_masked-scf7180000023138-processed-gene-0.166-mRNA-1_1&gene=snap_masked-scf7180000023138-processed-gene-0.166&CDS=1-3018
1486	OG0001486	YGR127W	genemark-scf7180000023330-processed-gene-0.113-mRNA-1_1&gene=genemark-scf7180000023330-processed-gene-0.113&CDS=1-825
1487	OG0001487	YGR128C	genemark-scf7180000023138-processed-gene-0.13-mRNA-1_1&gene=genemark-scf7180000023138-processed-gene-0.13&CDS=1-2415
1488	OG0001488	YGR132C	maker-scf7180000023412-snap-gene-0.64-mRNA-1_1&gene=maker-scf7180000023412-snap-gene-0.64&CDS=1-3114
1489	OG0001489	YGR134W	maker-scf7180000023406-snap-gene-0.144-mRNA-1_1&gene=maker-scf7180000023406-snap-gene-0.144&CDS=1-3576
1490	OG0001490	YGR135W	genemark-scf7180000023412-processed-gene-0.12-mRNA-1_1&gene=genemark-scf7180000023412-processed-gene-0.12&CDS=1-750
1491	OG0001491	YGR144W	augustus_masked-scf7180000023317-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000023317-processed-gene-0.10&CDS=1-972
1492	OG0001492	YGR145W	genemark-scf7180000023343-processed-gene-0.74-mRNA-1_1&gene=genemark-scf7180000023343-processed-gene-0.74&CDS=1-2052
1493	OG0001493	YGR147C	maker-scf7180000023364-augustus-gene-0.58-mRNA-1_1&gene=maker-scf7180000023364-augustus-gene-0.58&CDS=1-1344
1494	OG0001494	YGR149W	genemark-scf7180000023338-processed-gene-0.156-mRNA-1_1&gene=genemark-scf7180000023338-processed-gene-0.156&CDS=1-1245
1495	OG0001495	YGR150C	genemark-scf7180000023344-processed-gene-1.205-mRNA-1_1&gene=genemark-scf7180000023344-processed-gene-1.205&CDS=1-2289
1496	OG0001496	YGR152C	maker-scf7180000023337-augustus-gene-0.1-mRNA-1_1&gene=maker-scf7180000023337-augustus-gene-0.1&CDS=1-729
1497	OG0001497	YGR156W	genemark-scf7180000023406-processed-gene-0.98-mRNA-1_1&gene=genemark-scf7180000023406-processed-gene-0.98&CDS=1-1128
1498	OG0001498	YGR159C	genemark-scf7180000023365-processed-gene-0.25-mRNA-1_1&gene=genemark-scf7180000023365-processed-gene-0.25&CDS=1-1179
1499	OG0001499	YGR163W	genemark-scf7180000023331-processed-gene-0.13-mRNA-1_1&gene=genemark-scf7180000023331-processed-gene-0.13&CDS=1-1056
1500	OG0001500	YGR166W	genemark-scf7180000023344-processed-gene-1.199-mRNA-1_1&gene=genemark-scf7180000023344-processed-gene-1.199&CDS=1-1611
1501	OG0001501	YGR170W	genemark-scf7180000023395-processed-gene-2.64-mRNA-1_1&gene=genemark-scf7180000023395-processed-gene-2.64&CDS=1-2697
1502	OG0001502	YGR171C	augustus_masked-scf7180000023330-processed-gene-2.132-mRNA-1_1&gene=augustus_masked-scf7180000023330-processed-gene-2.132&CDS=1-1902
1503	OG0001503	YGR172C	genemark-scf7180000023322-processed-gene-0.39-mRNA-1_1&gene=genemark-scf7180000023322-processed-gene-0.39&CDS=1-768
1504	OG0001504	YGR173W	genemark-scf7180000023346-processed-gene-1.161-mRNA-1_1&gene=genemark-scf7180000023346-processed-gene-1.161&CDS=1-1113
1505	OG0001505	YGR174C	genemark-scf7180000023391-processed-gene-0.73-mRNA-1_1&gene=genemark-scf7180000023391-processed-gene-0.73&CDS=1-357
1506	OG0001506	YGR175C	genemark-scf7180000023358-processed-gene-0.79-mRNA-1_1&gene=genemark-scf7180000023358-processed-gene-0.79&CDS=1-1488
1507	OG0001507	YGR178C	genemark-scf7180000023329-processed-gene-0.22-mRNA-1_1&gene=genemark-scf7180000023329-processed-gene-0.22&CDS=1-2292
1508	OG0001508	YGR181W	genemark-scf7180000023380-processed-gene-0.43-mRNA-1_1&gene=genemark-scf7180000023380-processed-gene-0.43&CDS=1-297
1509	OG0001509	YGR183C	snap_masked-scf7180000023366-processed-gene-0.62-mRNA-1_1&gene=snap_masked-scf7180000023366-processed-gene-0.62&CDS=1-204
1510	OG0001510	YGR184C	snap_masked-scf7180000023366-processed-gene-0.63-mRNA-1_1&gene=snap_masked-scf7180000023366-processed-gene-0.63&CDS=1-6318
1511	OG0001511	YGR185C	maker-scf7180000023392-augustus-gene-1.120-mRNA-1_1&gene=maker-scf7180000023392-augustus-gene-1.120&CDS=1-3981
1512	OG0001512	YGR187C	snap_masked-scf7180000023366-processed-gene-0.49-mRNA-1_1&gene=snap_masked-scf7180000023366-processed-gene-0.49&CDS=1-1176
1513	OG0001513	YGR188C	snap_masked-scf7180000023366-processed-gene-0.55-mRNA-1_1&gene=snap_masked-scf7180000023366-processed-gene-0.55&CDS=1-2640
1514	OG0001514	YGR193C	genemark-scf7180000023347-processed-gene-1.40-mRNA-1_1&gene=genemark-scf7180000023347-processed-gene-1.40&CDS=1-1146
1515	OG0001515	YGR194C	genemark-scf7180000023370-processed-gene-2.107-mRNA-1_1&gene=genemark-scf7180000023370-processed-gene-2.107&CDS=1-1779
1516	OG0001516	YGR195W	genemark-scf7180000023336-processed-gene-0.29-mRNA-1_1&gene=genemark-scf7180000023336-processed-gene-0.29&CDS=1-747
1517	OG0001517	YGR200C	augustus_masked-scf7180000023378-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-scf7180000023378-processed-gene-0.67&CDS=1-4536
1518	OG0001518	YGR202C	genemark-scf7180000023380-processed-gene-0.44-mRNA-1_1&gene=genemark-scf7180000023380-processed-gene-0.44&CDS=1-1335
1519	OG0001519	YGR203W	genemark-scf7180000023380-processed-gene-0.45-mRNA-1_1&gene=genemark-scf7180000023380-processed-gene-0.45&CDS=1-486
1520	OG0001520	YGR205W	genemark-scf7180000023325-processed-gene-0.89-mRNA-1_1&gene=genemark-scf7180000023325-processed-gene-0.89&CDS=1-927
1521	OG0001521	YGR207C	genemark-scf7180000023325-processed-gene-0.90-mRNA-1_1&gene=genemark-scf7180000023325-processed-gene-0.90&CDS=1-768
1522	OG0001522	YGR210C	genemark-scf7180000023370-processed-gene-2.144-mRNA-1_1&gene=genemark-scf7180000023370-processed-gene-2.144&CDS=1-1248
1523	OG0001523	YGR211W	genemark-scf7180000023343-processed-gene-1.124-mRNA-1_1&gene=genemark-scf7180000023343-processed-gene-1.124&CDS=1-1551
1524	OG0001524	YGR215W	genemark-scf7180000023330-processed-gene-0.117-mRNA-1_1&gene=genemark-scf7180000023330-processed-gene-0.117&CDS=1-363
1525	OG0001525	YGR216C	genemark-scf7180000023330-processed-gene-0.92-mRNA-1_1&gene=genemark-scf7180000023330-processed-gene-0.92&CDS=1-1941
1526	OG0001526	YGR217W	genemark-scf7180000023343-processed-gene-1.164-mRNA-1_1&gene=genemark-scf7180000023343-processed-gene-1.164&CDS=1-6675
1527	OG0001527	YGR218W	genemark-scf7180000023372-processed-gene-0.115-mRNA-1_1&gene=genemark-scf7180000023372-processed-gene-0.115&CDS=1-3225
1528	OG0001528	YGR223C	genemark-scf7180000023332-processed-gene-0.42-mRNA-1_1&gene=genemark-scf7180000023332-processed-gene-0.42&CDS=1-1131
1529	OG0001529	YGR225W	genemark-scf7180000023330-processed-gene-0.115-mRNA-1_1&gene=genemark-scf7180000023330-processed-gene-0.115&CDS=1-1719
1530	OG0001530	YGR227W	genemark-scf7180000023330-processed-gene-0.114-mRNA-1_1&gene=genemark-scf7180000023330-processed-gene-0.114&CDS=1-1389
1531	OG0001531	YGR231C	genemark-scf7180000023343-processed-gene-1.163-mRNA-1_1&gene=genemark-scf7180000023343-processed-gene-1.163&CDS=1-939
1532	OG0001532	YGR232W	genemark-scf7180000023343-processed-gene-1.123-mRNA-1_1&gene=genemark-scf7180000023343-processed-gene-1.123&CDS=1-771
1533	OG0001533	YGR233C	snap_masked-scf7180000023366-processed-gene-1.87-mRNA-1_1&gene=snap_masked-scf7180000023366-processed-gene-1.87&CDS=1-3486
1534	OG0001534	YGR234W	genemark-scf7180000023399-processed-gene-0.78-mRNA-1_1&gene=genemark-scf7180000023399-processed-gene-0.78&CDS=1-1167
1535	OG0001535	YGR235C	genemark-scf7180000023346-processed-gene-1.103-mRNA-1_1&gene=genemark-scf7180000023346-processed-gene-1.103&CDS=1-717
1536	OG0001536	YGR240C	genemark-scf7180000023395-processed-gene-3.44-mRNA-1_1&gene=genemark-scf7180000023395-processed-gene-3.44&CDS=1-3081
1537	OG0001537	YGR244C	genemark-scf7180000023154-processed-gene-0.6-mRNA-1_1&gene=genemark-scf7180000023154-processed-gene-0.6&CDS=1-1245
1538	OG0001538	YGR245C	genemark-scf7180000023399-processed-gene-0.124-mRNA-1_1&gene=genemark-scf7180000023399-processed-gene-0.124&CDS=1-2286
1539	OG0001539	YGR246C	genemark-scf7180000023322-processed-gene-0.37-mRNA-1_1&gene=genemark-scf7180000023322-processed-gene-0.37&CDS=1-1668
1540	OG0001540	YGR252W	genemark-scf7180000023347-processed-gene-2.75-mRNA-1_1&gene=genemark-scf7180000023347-processed-gene-2.75&CDS=1-1674
1541	OG0001541	YGR253C	genemark-scf7180000023347-processed-gene-2.102-mRNA-1_1&gene=genemark-scf7180000023347-processed-gene-2.102&CDS=1-774
1542	OG0001542	YGR255C	genemark-scf7180000023392-processed-gene-0.96-mRNA-1_1&gene=genemark-scf7180000023392-processed-gene-0.96&CDS=1-1410
1543	OG0001543	YGR258C	genemark-scf7180000023380-processed-gene-0.52-mRNA-1_1&gene=genemark-scf7180000023380-processed-gene-0.52&CDS=1-3387
1544	OG0001544	YGR260W	genemark-scf7180000023370-processed-gene-1.61-mRNA-1_1&gene=genemark-scf7180000023370-processed-gene-1.61&CDS=1-1443
1545	OG0001545	YGR261C	genemark-scf7180000023380-processed-gene-0.51-mRNA-1_1&gene=genemark-scf7180000023380-processed-gene-0.51&CDS=1-2199
1546	OG0001546	YGR264C	genemark-scf7180000023344-processed-gene-0.54-mRNA-1_1&gene=genemark-scf7180000023344-processed-gene-0.54&CDS=1-2310
1547	OG0001547	YGR266W	genemark-scf7180000023322-processed-gene-0.59-mRNA-1_1&gene=genemark-scf7180000023322-processed-gene-0.59&CDS=1-2070
1548	OG0001548	YGR268C	genemark-scf7180000023322-processed-gene-0.55-mRNA-1_1&gene=genemark-scf7180000023322-processed-gene-0.55&CDS=1-912
1549	OG0001549	YGR270W	genemark-scf7180000023395-processed-gene-3.25-mRNA-1_1&gene=genemark-scf7180000023395-processed-gene-3.25&CDS=1-4176
1550	OG0001550	YGR271C-A	genemark-scf7180000023365-processed-gene-1.110-mRNA-1_1&gene=genemark-scf7180000023365-processed-gene-1.110&CDS=1-726
1551	OG0001551	YGR271W	genemark-scf7180000023325-processed-gene-0.61-mRNA-1_1&gene=genemark-scf7180000023325-processed-gene-0.61&CDS=1-5955
1552	OG0001552	YGR274C	genemark-scf7180000023419-processed-gene-1.83-mRNA-1_1&gene=genemark-scf7180000023419-processed-gene-1.83&CDS=1-4254
1553	OG0001553	YGR276C	genemark-scf7180000023346-processed-gene-1.114-mRNA-1_1&gene=genemark-scf7180000023346-processed-gene-1.114&CDS=1-2196
1554	OG0001554	YGR277C	genemark-scf7180000023365-processed-gene-1.131-mRNA-1_1&gene=genemark-scf7180000023365-processed-gene-1.131&CDS=1-909
1555	OG0001555	YGR278W	genemark-scf7180000023365-processed-gene-1.148-mRNA-1_1&gene=genemark-scf7180000023365-processed-gene-1.148&CDS=1-2220
1556	OG0001556	YGR279C	snap_masked-scf7180000023199-processed-gene-1.149-mRNA-1_1&gene=snap_masked-scf7180000023199-processed-gene-1.149&CDS=1-1188
1557	OG0001557	YGR280C	genemark-scf7180000023378-processed-gene-0.123-mRNA-1_1&gene=genemark-scf7180000023378-processed-gene-0.123&CDS=1-846
1558	OG0001558	YGR282C	genemark-scf7180000023396-processed-gene-0.85-mRNA-1_1&gene=genemark-scf7180000023396-processed-gene-0.85&CDS=1-927
1559	OG0001559	YGR284C	genemark-scf7180000023396-processed-gene-0.83-mRNA-1_1&gene=genemark-scf7180000023396-processed-gene-0.83&CDS=1-990
1560	OG0001560	YGR285C	genemark-scf7180000023373-processed-gene-0.49-mRNA-1_1&gene=genemark-scf7180000023373-processed-gene-0.49&CDS=1-1257
1561	OG0001561	YGR286C	genemark-scf7180000023378-processed-gene-1.78-mRNA-1_1&gene=genemark-scf7180000023378-processed-gene-1.78&CDS=1-1182
1562	OG0001562	YHL002W	genemark-scf7180000023392-processed-gene-1.76-mRNA-1_1&gene=genemark-scf7180000023392-processed-gene-1.76&CDS=1-1404
1563	OG0001563	YHL004W	genemark-scf7180000023370-processed-gene-1.75-mRNA-1_1&gene=genemark-scf7180000023370-processed-gene-1.75&CDS=1-1275
1564	OG0001564	YHL008C	snap_masked-scf7180000023355-processed-gene-0.15-mRNA-1_1&gene=snap_masked-scf7180000023355-processed-gene-0.15&CDS=1-1974
1565	OG0001565	YHL010C	genemark-scf7180000023395-processed-gene-4.81-mRNA-1_1&gene=genemark-scf7180000023395-processed-gene-4.81&CDS=1-1830
1566	OG0001566	YHL013C	genemark-scf7180000023370-processed-gene-1.74-mRNA-1_1&gene=genemark-scf7180000023370-processed-gene-1.74&CDS=1-915
1567	OG0001567	YHL014C	genemark-scf7180000023370-processed-gene-1.95-mRNA-1_1&gene=genemark-scf7180000023370-processed-gene-1.95&CDS=1-1218
1568	OG0001568	YHL015W	genemark-scf7180000023151-processed-gene-0.21-mRNA-1_1&gene=genemark-scf7180000023151-processed-gene-0.21&CDS=1-345
1569	OG0001569	YHL016C	genemark-scf7180000023233-processed-gene-0.147-mRNA-1_1&gene=genemark-scf7180000023233-processed-gene-0.147&CDS=1-2157
1570	OG0001570	YHL018W	genemark-scf7180000023330-processed-gene-2.57-mRNA-1_1&gene=genemark-scf7180000023330-processed-gene-2.57&CDS=1-315
1571	OG0001571	YHL019C	genemark-scf7180000023330-processed-gene-2.54-mRNA-1_1&gene=genemark-scf7180000023330-processed-gene-2.54&CDS=1-1695
1572	OG0001572	YHL020C	maker-scf7180000023330-augustus-gene-1.114-mRNA-1_1&gene=maker-scf7180000023330-augustus-gene-1.114&CDS=1-1560
1573	OG0001573	YHL022C	snap_masked-scf7180000023319-processed-gene-0.105-mRNA-1_1&gene=snap_masked-scf7180000023319-processed-gene-0.105&CDS=1-900
1574	OG0001574	YHL023C	maker-scf7180000023365-snap-gene-0.117-mRNA-1_1&gene=maker-scf7180000023365-snap-gene-0.117&CDS=1-2685
