	OrthologID	Hyphopichia_burtonii	Saccharomyces_cerevisiae
1665	OG0001665	genemark-scaffold_2-processed-gene-18.138-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-18.138&CDS=1-534	YMR009W
1666	OG0001666	genemark-scaffold_2-processed-gene-18.174-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-18.174&CDS=1-387	YEL003W
1667	OG0001667	genemark-scaffold_2-processed-gene-18.175-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-18.175&CDS=1-1353	YEL002C
1668	OG0001668	genemark-scaffold_2-processed-gene-18.140-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-18.140&CDS=1-303	YIL008W
1669	OG0001669	augustus_masked-scaffold_2-processed-gene-18.253-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-18.253&CDS=1-1245	YLR411W
1670	OG0001670	augustus_masked-scaffold_2-processed-gene-18.225-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-18.225&CDS=1-1473	YCR028C
1671	OG0001671	augustus_masked-scaffold_2-processed-gene-18.226-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-18.226&CDS=1-2466	YPR167C
1672	OG0001672	genemark-scaffold_2-processed-gene-18.178-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-18.178&CDS=1-3051	YOL090W
1673	OG0001673	genemark-scaffold_2-processed-gene-18.145-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-18.145&CDS=1-930	YAR015W
1674	OG0001674	augustus_masked-scaffold_2-processed-gene-18.256-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-18.256&CDS=1-1950	YAR018C
1675	OG0001675	maker-scaffold_3-snap-gene-0.36-mRNA-1_1&gene=maker-scaffold_3-snap-gene-0.36&CDS=1-3045	YBR008C
1676	OG0001676	genemark-scaffold_3-processed-gene-0.74-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-0.74&CDS=1-636	YKL070W
1677	OG0001677	genemark-scaffold_3-processed-gene-0.91-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-0.91&CDS=1-3717	YLR001C
1678	OG0001678	genemark-scaffold_3-processed-gene-0.76-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-0.76&CDS=1-906	YMR099C
1679	OG0001679	genemark-scaffold_3-processed-gene-0.77-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-0.77&CDS=1-1587	YKL004W
1680	OG0001680	genemark-scaffold_3-processed-gene-0.92-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-0.92&CDS=1-357	YKL003C
1681	OG0001681	genemark-scaffold_3-processed-gene-0.78-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-0.78&CDS=1-600	YKL001C
1682	OG0001682	snap_masked-scaffold_3-processed-gene-0.29-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-0.29&CDS=1-6492	YJL207C
1683	OG0001683	genemark-scaffold_3-processed-gene-0.81-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-0.81&CDS=1-1059	YPR085C
1684	OG0001684	genemark-scaffold_3-processed-gene-0.82-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-0.82&CDS=1-858	YOR065W
1685	OG0001685	genemark-scaffold_3-processed-gene-0.84-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-0.84&CDS=1-1638	YPR161C
1686	OG0001686	genemark-scaffold_3-processed-gene-0.98-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-0.98&CDS=1-276	YKL086W
1687	OG0001687	genemark-scaffold_3-processed-gene-1.1-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.1&CDS=1-3504	YKR082W
1688	OG0001688	genemark-scaffold_3-processed-gene-1.4-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.4&CDS=1-378	YKR083C
1689	OG0001689	genemark-scaffold_3-processed-gene-1.5-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.5&CDS=1-1176	YOR074C
1690	OG0001690	genemark-scaffold_3-processed-gene-1.6-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.6&CDS=1-678	YBL095W
1691	OG0001691	genemark-scaffold_3-processed-gene-1.3-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.3&CDS=1-5466	YIL031W
1692	OG0001692	genemark-scaffold_3-processed-gene-1.8-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.8&CDS=1-1422	YBL098W
1693	OG0001693	genemark-scaffold_3-processed-gene-1.9-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.9&CDS=1-1281	YIL022W
1694	OG0001694	genemark-scaffold_3-processed-gene-1.10-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.10&CDS=1-1446	YER122C
1695	OG0001695	genemark-scaffold_3-processed-gene-1.15-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.15&CDS=1-2001	YIR027C
1696	OG0001696	genemark-scaffold_3-processed-gene-1.36-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.36&CDS=1-2187	YHR072W
1697	OG0001697	augustus_masked-scaffold_3-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.63&CDS=1-5271	YGR090W
1698	OG0001698	genemark-scaffold_3-processed-gene-1.37-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.37&CDS=1-1509	YGR165W
1699	OG0001699	genemark-scaffold_3-processed-gene-1.18-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.18&CDS=1-1962	YDL017W
1700	OG0001700	genemark-scaffold_3-processed-gene-1.19-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.19&CDS=1-3048	YGR125W
1701	OG0001701	genemark-scaffold_3-processed-gene-1.20-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.20&CDS=1-582	YDL046W
1702	OG0001702	genemark-scaffold_3-processed-gene-1.22-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.22&CDS=1-2475	YAR014C
1703	OG0001703	genemark-scaffold_3-processed-gene-1.23-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.23&CDS=1-2793	YBR017C
1704	OG0001704	genemark-scaffold_3-processed-gene-1.26-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.26&CDS=1-3303	YPR122W
1705	OG0001705	genemark-scaffold_3-processed-gene-1.31-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.31&CDS=1-558	YER042W
1706	OG0001706	genemark-scaffold_3-processed-gene-1.32-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.32&CDS=1-1083	YBR087W
1707	OG0001707	augustus_masked-scaffold_3-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.77&CDS=1-675	YKL041W
1708	OG0001708	augustus_masked-scaffold_3-processed-gene-2.102-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.102&CDS=1-3009	YBL038W
1709	OG0001709	maker-scaffold_3-augustus-gene-2.51-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-2.51&CDS=1-3219	YPR047W
1710	OG0001710	genemark-scaffold_3-processed-gene-2.53-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.53&CDS=1-1785	YKR008W
1711	OG0001711	genemark-scaffold_3-processed-gene-2.62-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.62&CDS=1-1569	YMR023C
1712	OG0001712	maker-scaffold_3-snap-gene-2.0-mRNA-1_1&gene=maker-scaffold_3-snap-gene-2.0&CDS=1-1803	YOR311C
1713	OG0001713	genemark-scaffold_3-processed-gene-2.64-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.64&CDS=1-2943	YHR120W
1714	OG0001714	genemark-scaffold_3-processed-gene-2.85-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.85&CDS=1-1422	YGL247W
1715	OG0001715	genemark-scaffold_3-processed-gene-2.87-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.87&CDS=1-927	YOR352W
1716	OG0001716	genemark-scaffold_3-processed-gene-2.88-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.88&CDS=1-612	YJR073C
1717	OG0001717	genemark-scaffold_3-processed-gene-2.69-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.69&CDS=1-885	YOL142W
1718	OG0001718	genemark-scaffold_3-processed-gene-2.70-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.70&CDS=1-2031	YOL141W
1719	OG0001719	genemark-scaffold_3-processed-gene-2.89-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.89&CDS=1-2166	YIL046W
1720	OG0001720	augustus_masked-scaffold_3-processed-gene-2.111-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.111&CDS=1-1530	YGR211W
1721	OG0001721	augustus_masked-scaffold_3-processed-gene-2.128-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.128&CDS=1-7272	YGR217W
1722	OG0001722	genemark-scaffold_3-processed-gene-2.73-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.73&CDS=1-306	YGR215W
1723	OG0001723	genemark-scaffold_3-processed-gene-2.75-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.75&CDS=1-3303	YPR026W
1724	OG0001724	genemark-scaffold_3-processed-gene-2.92-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.92&CDS=1-3891	YDL195W
1725	OG0001725	genemark-scaffold_3-processed-gene-2.77-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.77&CDS=1-2967	YGR134W
1726	OG0001726	maker-scaffold_3-snap-gene-2.2-mRNA-1_1&gene=maker-scaffold_3-snap-gene-2.2&CDS=1-1434	YIL073C
1727	OG0001727	augustus_masked-scaffold_3-processed-gene-2.119-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.119&CDS=1-276	YER058W
1728	OG0001728	maker-scaffold_3-augustus-gene-2.52-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-2.52&CDS=1-2130	YER016W
1729	OG0001729	genemark-scaffold_3-processed-gene-2.81-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.81&CDS=1-1821	YJR016C
1730	OG0001730	genemark-scaffold_3-processed-gene-2.83-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.83&CDS=1-1374	YOL030W
1731	OG0001731	augustus_masked-scaffold_3-processed-gene-3.54-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.54&CDS=1-2247	YER055C
1732	OG0001732	genemark-scaffold_3-processed-gene-3.4-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.4&CDS=1-1020	YBR002C
1733	OG0001733	genemark-scaffold_3-processed-gene-3.0-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.0&CDS=1-1275	YIR012W
1734	OG0001734	augustus_masked-scaffold_3-processed-gene-3.53-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.53&CDS=1-1452	YIR008C
1735	OG0001735	genemark-scaffold_3-processed-gene-3.5-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.5&CDS=1-2844	YIR007W
1736	OG0001736	genemark-scaffold_3-processed-gene-3.30-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.30&CDS=1-717	YBR256C
1737	OG0001737	augustus_masked-scaffold_3-processed-gene-3.57-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.57&CDS=1-2109	YPR166C
1738	OG0001738	augustus_masked-scaffold_3-processed-gene-3.58-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.58&CDS=1-3099	YBL045C
1739	OG0001739	genemark-scaffold_3-processed-gene-3.32-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.32&CDS=1-2616	YHR005C
1740	OG0001740	genemark-scaffold_3-processed-gene-3.13-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.13&CDS=1-1572	YHR045W
1741	OG0001741	genemark-scaffold_3-processed-gene-3.33-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.33&CDS=1-732	YHR071W
1742	OG0001742	genemark-scaffold_3-processed-gene-3.34-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.34&CDS=1-2265	YKL025C
1743	OG0001743	genemark-scaffold_3-processed-gene-3.14-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.14&CDS=1-765	YIR035C
1744	OG0001744	genemark-scaffold_3-processed-gene-3.17-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.17&CDS=1-2613	YKL157W
1745	OG0001745	genemark-scaffold_3-processed-gene-3.37-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.37&CDS=1-1635	YBL099W
1746	OG0001746	genemark-scaffold_3-processed-gene-3.38-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.38&CDS=1-3489	YIL048W
1747	OG0001747	genemark-scaffold_3-processed-gene-3.19-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.19&CDS=1-1956	YBR204C
1748	OG0001748	genemark-scaffold_3-processed-gene-3.20-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.20&CDS=1-3078	YIL047C
1749	OG0001749	genemark-scaffold_3-processed-gene-3.42-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.42&CDS=1-648	YER050C
1750	OG0001750	genemark-scaffold_3-processed-gene-3.21-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.21&CDS=1-942	YDL047W
1751	OG0001751	genemark-scaffold_3-processed-gene-3.44-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.44&CDS=1-2187	YPL043W
1752	OG0001752	genemark-scaffold_3-processed-gene-3.22-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.22&CDS=1-1434	YDR254W
1753	OG0001753	genemark-scaffold_3-processed-gene-3.45-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.45&CDS=1-2832	YPL045W
1754	OG0001754	genemark-scaffold_3-processed-gene-3.23-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.23&CDS=1-300	YPL046C
1755	OG0001755	augustus_masked-scaffold_3-processed-gene-3.68-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.68&CDS=1-4395	YPL030W
1756	OG0001756	genemark-scaffold_3-processed-gene-3.46-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.46&CDS=1-3012	YER065C
1757	OG0001757	genemark-scaffold_3-processed-gene-3.26-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.26&CDS=1-1152	YMR010W
1758	OG0001758	genemark-scaffold_3-processed-gene-3.27-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.27&CDS=1-627	YPL067C
1759	OG0001759	genemark-scaffold_3-processed-gene-4.4-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.4&CDS=1-1308	YLR314C
1760	OG0001760	maker-scaffold_3-augustus-gene-4.137-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-4.137&CDS=1-765	YLR421C
1761	OG0001761	genemark-scaffold_3-processed-gene-4.1-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.1&CDS=1-3837	YER129W
1762	OG0001762	genemark-scaffold_3-processed-gene-4.27-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.27&CDS=1-2682	YGL180W
1763	OG0001763	genemark-scaffold_3-processed-gene-4.6-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.6&CDS=1-9429	YLL040C
1764	OG0001764	genemark-scaffold_3-processed-gene-4.28-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.28&CDS=1-1101	YBL013W
1765	OG0001765	maker-scaffold_3-snap-gene-4.129-mRNA-1_1&gene=maker-scaffold_3-snap-gene-4.129&CDS=1-2328	YGL026C
1766	OG0001766	genemark-scaffold_3-processed-gene-4.29-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.29&CDS=1-2610	YBL014C
1767	OG0001767	genemark-scaffold_3-processed-gene-4.12-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.12&CDS=1-2517	YGL027C
1768	OG0001768	maker-scaffold_3-augustus-gene-4.141-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-4.141&CDS=1-1845	YGL033W
1769	OG0001769	genemark-scaffold_3-processed-gene-4.30-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.30&CDS=1-669	YMR134W
1770	OG0001770	genemark-scaffold_3-processed-gene-4.18-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.18&CDS=1-624	YOR289W
1771	OG0001771	genemark-scaffold_3-processed-gene-4.33-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.33&CDS=1-3312	YHR119W
1772	OG0001772	augustus_masked-scaffold_3-processed-gene-4.59-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-4.59&CDS=1-3981	YNL123W
1773	OG0001773	genemark-scaffold_3-processed-gene-4.36-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.36&CDS=1-2886	YCR017C
1774	OG0001774	maker-scaffold_3-augustus-gene-4.143-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-4.143&CDS=1-1110	YBR039W
1775	OG0001775	genemark-scaffold_3-processed-gene-4.37-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.37&CDS=1-2028	YER113C
1776	OG0001776	genemark-scaffold_3-processed-gene-4.38-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.38&CDS=1-2292	YBL084C
1777	OG0001777	genemark-scaffold_3-processed-gene-4.39-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.39&CDS=1-3234	YER114C
1778	OG0001778	genemark-scaffold_3-processed-gene-4.40-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.40&CDS=1-462	YHR116W
1779	OG0001779	genemark-scaffold_3-processed-gene-4.24-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.24&CDS=1-1356	YNL119W
1780	OG0001780	genemark-scaffold_3-processed-gene-4.41-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.41&CDS=1-1050	YIR026C
1781	OG0001781	genemark-scaffold_3-processed-gene-4.43-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.43&CDS=1-699	YOR258W
1782	OG0001782	genemark-scaffold_3-processed-gene-4.44-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.44&CDS=1-402	YMR123W
1783	OG0001783	genemark-scaffold_3-processed-gene-4.26-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.26&CDS=1-2004	YER068W
1784	OG0001784	genemark-scaffold_3-processed-gene-5.89-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.89&CDS=1-2946	YPL040C
1785	OG0001785	genemark-scaffold_3-processed-gene-5.90-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.90&CDS=1-1401	YNR001C
1786	OG0001786	genemark-scaffold_3-processed-gene-5.91-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.91&CDS=1-2325	YBR163W
1787	OG0001787	snap_masked-scaffold_3-processed-gene-5.26-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-5.26&CDS=1-1098	YPL011C
1788	OG0001788	snap_masked-scaffold_3-processed-gene-5.27-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-5.27&CDS=1-585	YPL010W
1789	OG0001789	genemark-scaffold_3-processed-gene-5.92-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.92&CDS=1-1197	YPL020C
1790	OG0001790	augustus_masked-scaffold_3-processed-gene-5.72-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-5.72&CDS=1-2589	YMR302C
1791	OG0001791	genemark-scaffold_3-processed-gene-5.115-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.115&CDS=1-1086	YGR028W
1792	OG0001792	genemark-scaffold_3-processed-gene-5.93-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.93&CDS=1-2892	YLR336C
1793	OG0001793	augustus_masked-scaffold_3-processed-gene-5.74-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-5.74&CDS=1-5403	YFL008W
1794	OG0001794	augustus_masked-scaffold_3-processed-gene-5.75-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-5.75&CDS=1-5376	YGR024C
1795	OG0001795	genemark-scaffold_3-processed-gene-5.95-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.95&CDS=1-3501	YPR010C
1796	OG0001796	genemark-scaffold_3-processed-gene-5.119-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.119&CDS=1-684	YFR007W
1797	OG0001797	maker-scaffold_3-augustus-gene-5.135-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-5.135&CDS=1-3162	YFR048W
1798	OG0001798	genemark-scaffold_3-processed-gene-5.97-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.97&CDS=1-2175	YGL245W
1799	OG0001799	augustus_masked-scaffold_3-processed-gene-5.59-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-5.59&CDS=1-870	YJR116W
1800	OG0001800	genemark-scaffold_3-processed-gene-5.99-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.99&CDS=1-624	YFL038C
1801	OG0001801	genemark-scaffold_3-processed-gene-5.100-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.100&CDS=1-1476	YER021W
1802	OG0001802	genemark-scaffold_3-processed-gene-5.101-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.101&CDS=1-1812	YER022W
1803	OG0001803	genemark-scaffold_3-processed-gene-5.121-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.121&CDS=1-498	YJR118C
1804	OG0001804	genemark-scaffold_3-processed-gene-5.103-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.103&CDS=1-834	YMR149W
1805	OG0001805	augustus_masked-scaffold_3-processed-gene-5.64-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-5.64&CDS=1-3717	YKL033W
1806	OG0001806	genemark-scaffold_3-processed-gene-5.124-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.124&CDS=1-783	YBR278W
1807	OG0001807	genemark-scaffold_3-processed-gene-5.125-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.125&CDS=1-510	YBR282W
1808	OG0001808	genemark-scaffold_3-processed-gene-5.107-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.107&CDS=1-1224	YDR517W
1809	OG0001809	genemark-scaffold_3-processed-gene-5.108-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.108&CDS=1-522	YDR512C
1810	OG0001810	genemark-scaffold_3-processed-gene-5.127-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.127&CDS=1-657	YIL118W
1811	OG0001811	genemark-scaffold_3-processed-gene-5.110-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.110&CDS=1-1710	YOR149C
1812	OG0001812	genemark-scaffold_3-processed-gene-5.128-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.128&CDS=1-1254	YDR394W
1813	OG0001813	genemark-scaffold_3-processed-gene-5.129-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.129&CDS=1-1686	YDR393W
1814	OG0001814	genemark-scaffold_3-processed-gene-6.41-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.41&CDS=1-990	YJL145W
1815	OG0001815	genemark-scaffold_3-processed-gene-6.45-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.45&CDS=1-2805	YOR005C
1816	OG0001816	genemark-scaffold_3-processed-gene-6.43-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.43&CDS=1-1281	YJL026W
1817	OG0001817	maker-scaffold_3-augustus-gene-6.1-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-6.1&CDS=1-5076	YKL215C
1818	OG0001818	genemark-scaffold_3-processed-gene-6.47-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.47&CDS=1-3711	YML002W
1819	OG0001819	genemark-scaffold_3-processed-gene-6.48-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.48&CDS=1-1107	YOR007C
1820	OG0001820	snap_masked-scaffold_3-processed-gene-6.89-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-6.89&CDS=1-798	YHL022C
1821	OG0001821	maker-scaffold_3-augustus-gene-6.3-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-6.3&CDS=1-2355	YBR011C
1822	OG0001822	maker-scaffold_3-snap-gene-6.124-mRNA-1_1&gene=maker-scaffold_3-snap-gene-6.124&CDS=1-1281	YDR005C
1823	OG0001823	genemark-scaffold_3-processed-gene-6.70-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.70&CDS=1-1593	YJR010W
1824	OG0001824	genemark-scaffold_3-processed-gene-6.56-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.56&CDS=1-1557	YHR183W
1825	OG0001825	genemark-scaffold_3-processed-gene-6.71-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.71&CDS=1-1650	YMR015C
1826	OG0001826	genemark-scaffold_3-processed-gene-6.57-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.57&CDS=1-2139	YLR002C
1827	OG0001827	genemark-scaffold_3-processed-gene-6.58-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.58&CDS=1-1737	YKL124W
1828	OG0001828	genemark-scaffold_3-processed-gene-6.73-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.73&CDS=1-1257	YGR193C
1829	OG0001829	genemark-scaffold_3-processed-gene-6.60-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.60&CDS=1-1896	YAL016W
1830	OG0001830	maker-scaffold_3-snap-gene-6.127-mRNA-1_1&gene=maker-scaffold_3-snap-gene-6.127&CDS=1-714	YPR067W
1831	OG0001831	genemark-scaffold_3-processed-gene-6.80-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.80&CDS=1-843	YJR096W
1832	OG0001832	genemark-scaffold_3-processed-gene-6.63-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.63&CDS=1-1194	YHL014C
