	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034876_Tetrapisispora_iriomotensis
2370	OG0002370	YJL149W	augustus_masked-flattened_line_27-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-0.8&CDS=1-1791
2371	OG0002371	YJL153C	augustus_masked-flattened_line_53-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_53-processed-gene-0.26&CDS=1-1623
2372	OG0002372	YJL154C	augustus_masked-flattened_line_27-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-0.29&CDS=1-2823
2373	OG0002373	YJL155C	augustus_masked-flattened_line_53-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_53-processed-gene-0.28&CDS=1-1359
2374	OG0002374	YJL157C	snap_masked-flattened_line_53-processed-gene-0.91-mRNA-1_1&gene=snap_masked-flattened_line_53-processed-gene-0.91&CDS=1-2478
2375	OG0002375	YJL162C	snap_masked-flattened_line_61-processed-gene-0.42-mRNA-1_1&gene=snap_masked-flattened_line_61-processed-gene-0.42&CDS=1-1446
2376	OG0002376	YJL163C	snap_masked-flattened_line_61-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_61-processed-gene-0.44&CDS=1-1722
2377	OG0002377	YJL165C	augustus_masked-flattened_line_61-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_61-processed-gene-0.2&CDS=1-2415
2378	OG0002378	YJL167W	augustus_masked-flattened_line_71-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_71-processed-gene-0.71&CDS=1-1056
2379	OG0002379	YJL168C	augustus_masked-flattened_line_61-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_61-processed-gene-0.3&CDS=1-2148
2380	OG0002380	YJL170C	snap_masked-flattened_line_61-processed-gene-0.47-mRNA-1_1&gene=snap_masked-flattened_line_61-processed-gene-0.47&CDS=1-546
2381	OG0002381	YJL171C	augustus_masked-flattened_line_71-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_71-processed-gene-0.61&CDS=1-1176
2382	OG0002382	YJL173C	augustus_masked-flattened_line_71-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_71-processed-gene-0.62&CDS=1-348
2383	OG0002383	YJL174W	augustus_masked-flattened_line_61-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_61-processed-gene-0.20&CDS=1-816
2384	OG0002384	YJL178C	augustus_masked-flattened_line_71-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_71-processed-gene-0.64&CDS=1-849
2385	OG0002385	YJL179W	augustus_masked-flattened_line_71-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_71-processed-gene-0.73&CDS=1-339
2386	OG0002386	YJL180C	augustus_masked-flattened_line_61-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_61-processed-gene-0.5&CDS=1-3705
2387	OG0002387	YJL183W	augustus_masked-flattened_line_71-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-flattened_line_71-processed-gene-0.74&CDS=1-1281
2388	OG0002388	YJL184W	augustus_masked-flattened_line_61-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_61-processed-gene-0.22&CDS=1-387
2389	OG0002389	YJL186W	augustus_masked-flattened_line_71-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-flattened_line_71-processed-gene-0.78&CDS=1-2184
2390	OG0002390	YJL187C	augustus_masked-flattened_line_61-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_61-processed-gene-0.6&CDS=1-2655
2391	OG0002391	YJL192C	augustus_masked-flattened_line_71-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_71-processed-gene-0.66&CDS=1-723
2392	OG0002392	YJL193W	augustus_masked-flattened_line_71-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-flattened_line_71-processed-gene-0.80&CDS=1-1167
2393	OG0002393	YJL194W	augustus_masked-flattened_line_71-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_71-processed-gene-0.81&CDS=1-1809
2394	OG0002394	YJL197W	augustus_masked-flattened_line_61-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_61-processed-gene-0.26&CDS=1-3783
2395	OG0002395	YJL200C	augustus_masked-flattened_line_21-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-0.112&CDS=1-2442
2396	OG0002396	YJL201W	augustus_masked-flattened_line_21-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-0.94&CDS=1-1956
2397	OG0002397	YJL203W	snap_masked-flattened_line_33-processed-gene-0.70-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-0.70&CDS=1-1191
2398	OG0002398	YJL204C	snap_masked-flattened_line_210-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_210-processed-gene-0.1&CDS=1-507
2399	OG0002399	YJL207C	augustus_masked-flattened_line_3-processed-gene-4.22-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-4.22&CDS=1-6012
2400	OG0002400	YJL208C	augustus_masked-flattened_line_3-processed-gene-4.23-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-4.23&CDS=1-990
2401	OG0002401	YJL209W	snap_masked-flattened_line_3-processed-gene-4.145-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-4.145&CDS=1-1932
2402	OG0002402	YJL210W	snap_masked-flattened_line_3-processed-gene-4.146-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-4.146&CDS=1-711
2403	OG0002403	YJR001W	augustus_masked-flattened_line_67-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_67-processed-gene-0.16&CDS=1-1962
2404	OG0002404	YJR002W	augustus_masked-flattened_line_67-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_67-processed-gene-0.17&CDS=1-1788
2405	OG0002405	YJR003C	augustus_masked-flattened_line_67-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_67-processed-gene-0.28&CDS=1-2418
2406	OG0002406	YJR004C	augustus_masked-flattened_line_87-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_87-processed-gene-0.20&CDS=1-1242
2407	OG0002407	YJR005W	augustus_masked-flattened_line_27-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-0.40&CDS=1-2118
2408	OG0002408	YJR006W	augustus_masked-flattened_line_81-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_81-processed-gene-0.52&CDS=1-1398
2409	OG0002409	YJR007W	augustus_masked-flattened_line_81-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-flattened_line_81-processed-gene-0.48&CDS=1-909
2410	OG0002410	YJR008W	augustus_masked-flattened_line_15-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-1.16&CDS=1-1008
2411	OG0002411	YJR010C-A	snap_masked-flattened_line_81-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_81-processed-gene-0.16&CDS=1-264
2412	OG0002412	YJR010W	augustus_masked-flattened_line_15-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-1.17&CDS=1-1542
2413	OG0002413	YJR011C	augustus_masked-flattened_line_81-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_81-processed-gene-0.58&CDS=1-1143
2414	OG0002414	YJR013W	augustus_masked-flattened_line_81-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_81-processed-gene-0.49&CDS=1-1221
2415	OG0002415	YJR014W	augustus_masked-flattened_line_15-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-1.19&CDS=1-609
2416	OG0002416	YJR016C	augustus_masked-flattened_line_15-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-1.43&CDS=1-1806
2417	OG0002417	YJR017C	augustus_masked-flattened_line_81-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-flattened_line_81-processed-gene-0.60&CDS=1-492
2418	OG0002418	YJR019C	augustus_masked-flattened_line_15-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-1.44&CDS=1-984
2419	OG0002419	YJR021C	snap_masked-flattened_line_15-processed-gene-1.136-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-1.136&CDS=1-831
2420	OG0002420	YJR022W	augustus_masked-flattened_line_81-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_81-processed-gene-0.51&CDS=1-354
2421	OG0002421	YJR024C	maker-flattened_line_15-augustus-gene-1.1-mRNA-1_1&gene=maker-flattened_line_15-augustus-gene-1.1&CDS=1-1278
2422	OG0002422	YJR030C	snap_masked-flattened_line_61-processed-gene-0.67-mRNA-1_1&gene=snap_masked-flattened_line_61-processed-gene-0.67&CDS=1-2652
2423	OG0002423	YJR032W	augustus_masked-flattened_line_7-processed-gene-4.21-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-4.21&CDS=1-1182
2424	OG0002424	YJR033C	augustus_masked-flattened_line_7-processed-gene-4.54-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-4.54&CDS=1-4260
2425	OG0002425	YJR035W	maker-flattened_line_7-augustus-gene-4.4-mRNA-1_1&gene=maker-flattened_line_7-augustus-gene-4.4&CDS=1-5319
2426	OG0002426	YJR036C	genemark-flattened_line_7-processed-gene-4.138-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-4.138&CDS=1-2772
2427	OG0002427	YJR039W	augustus_masked-flattened_line_35-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-0.16&CDS=1-3393
2428	OG0002428	YJR040W	augustus_masked-flattened_line_7-processed-gene-4.23-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-4.23&CDS=1-2466
2429	OG0002429	YJR041C	augustus_masked-flattened_line_35-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-0.36&CDS=1-3519
2430	OG0002430	YJR042W	augustus_masked-flattened_line_35-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-0.18&CDS=1-2211
2431	OG0002431	YJR043C	snap_masked-flattened_line_7-processed-gene-4.230-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-4.230&CDS=1-1119
2432	OG0002432	YJR044C	genemark-flattened_line_35-processed-gene-0.79-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-0.79&CDS=1-420
2433	OG0002433	YJR045C	augustus_masked-flattened_line_35-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-0.38&CDS=1-1977
2434	OG0002434	YJR046W	augustus_masked-flattened_line_9-processed-gene-2.129-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-2.129&CDS=1-1848
2435	OG0002435	YJR048W	augustus_masked-flattened_line_5-processed-gene-5.147-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-5.147&CDS=1-324
2436	OG0002436	YJR049C	augustus_masked-flattened_line_5-processed-gene-5.182-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-5.182&CDS=1-1641
2437	OG0002437	YJR052W	augustus_masked-flattened_line_35-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-0.24&CDS=1-1743
2438	OG0002438	YJR053W	augustus_masked-flattened_line_35-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-0.25&CDS=1-1881
2439	OG0002439	YJR054W	augustus_masked-flattened_line_5-processed-gene-5.153-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-5.153&CDS=1-1674
2440	OG0002440	YJR056C	augustus_masked-flattened_line_35-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-0.46&CDS=1-489
2441	OG0002441	YJR057W	augustus_masked-flattened_line_5-processed-gene-5.156-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-5.156&CDS=1-669
2442	OG0002442	YJR058C	snap_masked-flattened_line_35-processed-gene-0.131-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-0.131&CDS=1-441
2443	OG0002443	YJR059W	augustus_masked-flattened_line_5-processed-gene-5.157-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-5.157&CDS=1-2325
2444	OG0002444	YJR060W	augustus_masked-flattened_line_5-processed-gene-5.158-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-5.158&CDS=1-834
2445	OG0002445	YJR061W	augustus_masked-flattened_line_5-processed-gene-5.159-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-5.159&CDS=1-2946
2446	OG0002446	YJR062C	augustus_masked-flattened_line_35-processed-gene-1.174-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-1.174&CDS=1-1248
2447	OG0002447	YJR063W	snap_masked-flattened_line_35-processed-gene-1.3-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-1.3&CDS=1-375
2448	OG0002448	YJR064W	augustus_masked-flattened_line_5-processed-gene-5.161-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-5.161&CDS=1-1677
2449	OG0002449	YJR065C	augustus_masked-flattened_line_35-processed-gene-1.175-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-1.175&CDS=1-1374
2450	OG0002450	YJR067C	augustus_masked-flattened_line_35-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-0.14&CDS=1-459
2451	OG0002451	YJR068W	augustus_masked-flattened_line_35-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-0.31&CDS=1-1056
2452	OG0002452	YJR069C	augustus_masked-flattened_line_35-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-0.11&CDS=1-567
2453	OG0002453	YJR070C	augustus_masked-flattened_line_5-processed-gene-5.188-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-5.188&CDS=1-966
2454	OG0002454	YJR072C	augustus_masked-flattened_line_35-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-0.10&CDS=1-1158
2455	OG0002455	YJR073C	augustus_masked-flattened_line_5-processed-gene-5.189-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-5.189&CDS=1-747
2456	OG0002456	YJR074W	augustus_masked-flattened_line_5-processed-gene-5.163-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-5.163&CDS=1-579
2457	OG0002457	YJR075W	augustus_masked-flattened_line_5-processed-gene-5.164-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-5.164&CDS=1-1212
2458	OG0002458	YJR076C	augustus_masked-flattened_line_35-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-0.7&CDS=1-1215
2459	OG0002459	YJR077C	augustus_masked-flattened_line_5-processed-gene-5.192-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-5.192&CDS=1-939
2460	OG0002460	YJR078W	augustus_masked-flattened_line_31-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-0.8&CDS=1-1302
2461	OG0002461	YJR080C	snap_masked-flattened_line_31-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_31-processed-gene-0.72&CDS=1-1194
2462	OG0002462	YJR082C	augustus_masked-flattened_line_31-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-0.28&CDS=1-429
2463	OG0002463	YJR083C	augustus_masked-flattened_line_41-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-flattened_line_41-processed-gene-1.117&CDS=1-903
2464	OG0002464	YJR084W	augustus_masked-flattened_line_41-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_41-processed-gene-0.38&CDS=1-1296
2465	OG0002465	YJR086W	snap_masked-flattened_line_41-processed-gene-0.119-mRNA-1_1&gene=snap_masked-flattened_line_41-processed-gene-0.119&CDS=1-282
2466	OG0002466	YJR088C	augustus_masked-flattened_line_31-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-0.30&CDS=1-909
2467	OG0002467	YJR089W	augustus_masked-flattened_line_31-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-0.14&CDS=1-2472
2468	OG0002468	YJR090C	augustus_masked-flattened_line_41-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_41-processed-gene-0.11&CDS=1-3252
2469	OG0002469	YJR091C	augustus_masked-flattened_line_31-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-0.31&CDS=1-3453
2470	OG0002470	YJR092W	snap_masked-flattened_line_31-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_31-processed-gene-0.59&CDS=1-4161
2471	OG0002471	YJR093C	augustus_masked-flattened_line_41-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_41-processed-gene-0.9&CDS=1-954
2472	OG0002472	YJR094C	augustus_masked-flattened_line_31-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-0.32&CDS=1-714
2473	OG0002473	YJR095W	augustus_masked-flattened_line_31-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-0.16&CDS=1-1128
2474	OG0002474	YJR096W	augustus_masked-flattened_line_31-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-0.17&CDS=1-855
2475	OG0002475	YJR097W	augustus_masked-flattened_line_3-processed-gene-4.47-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-4.47&CDS=1-498
2476	OG0002476	YJR098C	augustus_masked-flattened_line_3-processed-gene-4.25-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-4.25&CDS=1-1980
2477	OG0002477	YJR099W	augustus_masked-flattened_line_41-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_41-processed-gene-0.34&CDS=1-723
2478	OG0002478	YJR100C	snap_masked-flattened_line_3-processed-gene-1.125-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-1.125&CDS=1-963
2479	OG0002479	YJR101W	augustus_masked-flattened_line_41-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_41-processed-gene-0.33&CDS=1-798
2480	OG0002480	YJR102C	augustus_masked-flattened_line_41-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_41-processed-gene-0.8&CDS=1-594
2481	OG0002481	YJR104C	augustus_masked-flattened_line_3-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-1.21&CDS=1-465
2482	OG0002482	YJR105W	augustus_masked-flattened_line_3-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-1.12&CDS=1-1020
2483	OG0002483	YJR106W	augustus_masked-flattened_line_3-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-1.13&CDS=1-2043
2484	OG0002484	YJR107W	augustus_masked-flattened_line_41-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_41-processed-gene-0.4&CDS=1-1194
2485	OG0002485	YJR109C	augustus_masked-flattened_line_3-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-1.17&CDS=1-3339
2486	OG0002486	YJR110W	snap_masked-flattened_line_3-processed-gene-1.120-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-1.120&CDS=1-2142
2487	OG0002487	YJR111C	augustus_masked-flattened_line_3-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-1.42&CDS=1-855
2488	OG0002488	YJR112W	augustus_masked-flattened_line_41-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_41-processed-gene-0.5&CDS=1-606
2489	OG0002489	YJR112W-A	snap_masked-flattened_line_3-processed-gene-1.121-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-1.121&CDS=1-306
2490	OG0002490	YJR113C	augustus_masked-flattened_line_3-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-1.44&CDS=1-789
2491	OG0002491	YJR116W	augustus_masked-flattened_line_41-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_41-processed-gene-0.28&CDS=1-858
2492	OG0002492	YJR117W	augustus_masked-flattened_line_41-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_41-processed-gene-0.26&CDS=1-1374
2493	OG0002493	YJR119C	augustus_masked-flattened_line_41-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_41-processed-gene-0.3&CDS=1-2706
2494	OG0002494	YJR121W	augustus_masked-flattened_line_3-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-0.32&CDS=1-1512
2495	OG0002495	YJR122W	augustus_masked-flattened_line_23-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-0.32&CDS=1-1545
2496	OG0002496	YJR124C	augustus_masked-flattened_line_23-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-0.8&CDS=1-1323
2497	OG0002497	YJR125C	augustus_masked-flattened_line_65-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_65-processed-gene-0.44&CDS=1-1230
2498	OG0002498	YJR126C	augustus_masked-flattened_line_37-processed-gene-1.182-mRNA-1_1&gene=augustus_masked-flattened_line_37-processed-gene-1.182&CDS=1-2400
2499	OG0002499	YJR129C	augustus_masked-flattened_line_57-processed-gene-0.154-mRNA-1_1&gene=augustus_masked-flattened_line_57-processed-gene-0.154&CDS=1-1014
2500	OG0002500	YJR131W	augustus_masked-flattened_line_57-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-flattened_line_57-processed-gene-0.127&CDS=1-1701
