	OrthologID	Naumovozyma_castellii	Saccharomyces_cerevisiae
2250	OG0002250	maker-HE576754-snap-gene-7.1-mRNA-1_1&gene=maker-HE576754-snap-gene-7.1&CDS=1-459	YLR104W
2251	OG0002251	augustus_masked-HE576754-processed-gene-7.46-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-7.46&CDS=1-1890	YGR224W
2252	OG0002252	augustus_masked-HE576754-processed-gene-7.47-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-7.47&CDS=1-1689	YOL070C
2253	OG0002253	augustus_masked-HE576754-processed-gene-7.45-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-7.45&CDS=1-1371	YOL069W
2254	OG0002254	augustus_masked-HE576754-processed-gene-7.48-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-7.48&CDS=1-1575	YOL068C
2255	OG0002255	augustus_masked-HE576754-processed-gene-7.50-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-7.50&CDS=1-2931	YDL031W
2256	OG0002256	augustus_masked-HE576754-processed-gene-7.51-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-7.51&CDS=1-1554	YDL030W
2257	OG0002257	augustus_masked-HE576754-processed-gene-7.52-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-7.52&CDS=1-1176	YDL029W
2258	OG0002258	genemark-HE576754-processed-gene-7.104-mRNA-1_1&gene=genemark-HE576754-processed-gene-7.104&CDS=1-1473	YOL062C
2259	OG0002259	augustus_masked-HE576754-processed-gene-7.53-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-7.53&CDS=1-1413	YOL061W
2260	OG0002260	augustus_masked-HE576754-processed-gene-7.54-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-7.54&CDS=1-3432	YEL025C
2261	OG0002261	maker-HE576754-augustus-gene-7.119-mRNA-1_1&gene=maker-HE576754-augustus-gene-7.119&CDS=1-3375	YOL058W
2262	OG0002262	augustus_masked-HE576754-processed-gene-7.57-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-7.57&CDS=1-930	YOL056W
2263	OG0002263	augustus_masked-HE576754-processed-gene-7.58-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-7.58&CDS=1-2949	YAR019C
2264	OG0002264	augustus_masked-HE576754-processed-gene-7.72-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-7.72&CDS=1-1734	YFL039C
2265	OG0002265	augustus_masked-HE576754-processed-gene-7.59-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-7.59&CDS=1-3978	YFL036W
2266	OG0002266	augustus_masked-HE576754-processed-gene-7.73-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-7.73&CDS=1-1191	YFL034C-B
2267	OG0002267	augustus_masked-HE576754-processed-gene-7.60-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-7.60&CDS=1-3195	YFL034W
2268	OG0002268	augustus_masked-HE576754-processed-gene-7.74-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-7.74&CDS=1-1782	YLR060W
2269	OG0002269	augustus_masked-HE576754-processed-gene-7.75-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-7.75&CDS=1-4794	YFL033C
2270	OG0002270	augustus_masked-HE576754-processed-gene-7.61-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-7.61&CDS=1-987	YFL031W
2271	OG0002271	augustus_masked-HE576754-processed-gene-7.62-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-7.62&CDS=1-1137	YFL030W
2272	OG0002272	augustus_masked-HE576754-processed-gene-7.63-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-7.63&CDS=1-1407	YLR058C
2273	OG0002273	genemark-HE576754-processed-gene-7.114-mRNA-1_1&gene=genemark-HE576754-processed-gene-7.114&CDS=1-1125	YFL029C
2274	OG0002274	genemark-HE576754-processed-gene-7.115-mRNA-1_1&gene=genemark-HE576754-processed-gene-7.115&CDS=1-882	YFL028C
2275	OG0002275	snap_masked-HE576754-processed-gene-7.42-mRNA-1_1&gene=snap_masked-HE576754-processed-gene-7.42&CDS=1-1269	YFL027C
2276	OG0002276	augustus_masked-HE576754-processed-gene-7.64-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-7.64&CDS=1-1431	YFL026W
2277	OG0002277	genemark-HE576754-processed-gene-7.117-mRNA-1_1&gene=genemark-HE576754-processed-gene-7.117&CDS=1-3114	YFL025C
2278	OG0002278	genemark-HE576754-processed-gene-7.118-mRNA-1_1&gene=genemark-HE576754-processed-gene-7.118&CDS=1-2343	YFL024C
2279	OG0002279	augustus_masked-HE576754-processed-gene-7.65-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-7.65&CDS=1-2577	YFL023W
2280	OG0002280	augustus_masked-HE576754-processed-gene-8.3-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-8.3&CDS=1-1497	YFL022C
2281	OG0002281	snap_masked-HE576754-processed-gene-8.44-mRNA-1_1&gene=snap_masked-HE576754-processed-gene-8.44&CDS=1-684	YLR052W
2282	OG0002282	augustus_masked-HE576754-processed-gene-8.2-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-8.2&CDS=1-228	YFL017W-A
2283	OG0002283	augustus_masked-HE576754-processed-gene-8.5-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-8.5&CDS=1-495	YFL017C
2284	OG0002284	augustus_masked-HE576754-processed-gene-8.6-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-8.6&CDS=1-1518	YFL016C
2285	OG0002285	augustus_masked-HE576754-processed-gene-8.7-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-8.7&CDS=1-315	YFL014W
2286	OG0002286	snap_masked-HE576754-processed-gene-8.66-mRNA-1_1&gene=snap_masked-HE576754-processed-gene-8.66&CDS=1-1860	YFL013C
2287	OG0002287	augustus_masked-HE576754-processed-gene-8.27-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-8.27&CDS=1-2190	YFL009W
2288	OG0002288	augustus_masked-HE576754-processed-gene-8.8-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-8.8&CDS=1-3669	YFL008W
2289	OG0002289	augustus_masked-HE576754-processed-gene-8.9-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-8.9&CDS=1-6372	YFL007W
2290	OG0002290	augustus_masked-HE576754-processed-gene-8.10-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-8.10&CDS=1-630	YFL005W
2291	OG0002291	augustus_masked-HE576754-processed-gene-8.11-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-8.11&CDS=1-2508	YFL004W
2292	OG0002292	augustus_masked-HE576754-processed-gene-8.28-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-8.28&CDS=1-2643	YFL003C
2293	OG0002293	augustus_masked-HE576754-processed-gene-8.12-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-8.12&CDS=1-3060	YPL009C
2294	OG0002294	augustus_masked-HE576754-processed-gene-8.29-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-8.29&CDS=1-1149	YGL185C
2295	OG0002295	augustus_masked-HE576754-processed-gene-8.30-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-8.30&CDS=1-720	YGL183C
2296	OG0002296	augustus_masked-HE576754-processed-gene-8.14-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-8.14&CDS=1-1188	YGL181W
2297	OG0002297	augustus_masked-HE576754-processed-gene-8.15-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-8.15&CDS=1-2715	YGL180W
2298	OG0002298	augustus_masked-HE576754-processed-gene-8.17-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-8.17&CDS=1-2493	YGL178W
2299	OG0002299	snap_masked-HE576754-processed-gene-8.73-mRNA-1_1&gene=snap_masked-HE576754-processed-gene-8.73&CDS=1-1635	YGL176C
2300	OG0002300	snap_masked-HE576754-processed-gene-8.74-mRNA-1_1&gene=snap_masked-HE576754-processed-gene-8.74&CDS=1-1239	YGL175C
2301	OG0002301	snap_masked-HE576754-processed-gene-8.58-mRNA-1_1&gene=snap_masked-HE576754-processed-gene-8.58&CDS=1-750	YGL174W
2302	OG0002302	augustus_masked-HE576754-processed-gene-8.34-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-8.34&CDS=1-4464	YGL173C
2303	OG0002303	augustus_masked-HE576754-processed-gene-8.19-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-8.19&CDS=1-1548	YGL172W
2304	OG0002304	snap_masked-HE576754-processed-gene-8.76-mRNA-1_1&gene=snap_masked-HE576754-processed-gene-8.76&CDS=1-3186	YPR019W
2305	OG0002305	genemark-HE576754-processed-gene-8.124-mRNA-1_1&gene=genemark-HE576754-processed-gene-8.124&CDS=1-1995	YPR018W
2306	OG0002306	genemark-HE576754-processed-gene-8.108-mRNA-1_1&gene=genemark-HE576754-processed-gene-8.108&CDS=1-3603	YPR010C
2307	OG0002307	augustus_masked-HE576754-processed-gene-8.21-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-8.21&CDS=1-2829	YGL167C
2308	OG0002308	augustus_masked-HE576754-processed-gene-8.37-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-8.37&CDS=1-1206	YGL169W
2309	OG0002309	snap_masked-HE576754-processed-gene-8.63-mRNA-1_1&gene=snap_masked-HE576754-processed-gene-8.63&CDS=1-900	YGL161C
2310	OG0002310	augustus_masked-HE576754-processed-gene-8.38-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-8.38&CDS=1-927	YGL162W
2311	OG0002311	augustus_masked-HE576754-processed-gene-8.23-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-8.23&CDS=1-633	YOL149W
2312	OG0002312	augustus_masked-HE576754-processed-gene-8.39-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-8.39&CDS=1-2475	YOL148C
2313	OG0002313	snap_masked-HE576754-processed-gene-8.65-mRNA-1_1&gene=snap_masked-HE576754-processed-gene-8.65&CDS=1-1785	YNL330C
2314	OG0002314	augustus_masked-HE576754-processed-gene-9.52-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-9.52&CDS=1-1590	YOL144W
2315	OG0002315	augustus_masked-HE576754-processed-gene-9.49-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-9.49&CDS=1-3261	YOL145C
2316	OG0002316	augustus_masked-HE576754-processed-gene-9.51-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-9.51&CDS=1-3234	YNL323W
2317	OG0002317	augustus_masked-HE576754-processed-gene-9.53-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-9.53&CDS=1-1287	YOL140W
2318	OG0002318	augustus_masked-HE576754-processed-gene-9.54-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-9.54&CDS=1-1107	YGR286C
2319	OG0002319	maker-HE576754-augustus-gene-9.3-mRNA-1_1&gene=maker-HE576754-augustus-gene-9.3&CDS=1-4623	YOL138C
2320	OG0002320	maker-HE576754-augustus-gene-9.0-mRNA-1_1&gene=maker-HE576754-augustus-gene-9.0&CDS=1-2835	YOL137W
2321	OG0002321	snap_masked-HE576754-processed-gene-9.131-mRNA-1_1&gene=snap_masked-HE576754-processed-gene-9.131&CDS=1-1461	YOL136C
2322	OG0002322	augustus_masked-HE576754-processed-gene-9.80-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-9.80&CDS=1-648	YOL135C
2323	OG0002323	augustus_masked-HE576754-processed-gene-9.56-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-9.56&CDS=1-327	YOL133W
2324	OG0002324	augustus_masked-HE576754-processed-gene-9.81-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-9.81&CDS=1-2745	YNL313C
2325	OG0002325	maker-HE576754-augustus-gene-9.1-mRNA-1_1&gene=maker-HE576754-augustus-gene-9.1&CDS=1-837	YNL312W
2326	OG0002326	augustus_masked-HE576754-processed-gene-9.58-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-9.58&CDS=1-1503	YOL132W
2327	OG0002327	augustus_masked-HE576754-processed-gene-9.60-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-9.60&CDS=1-549	YOL129W
2328	OG0002328	augustus_masked-HE576754-processed-gene-9.82-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-9.82&CDS=1-1134	YNL307C
2329	OG0002329	augustus_masked-HE576754-processed-gene-9.83-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-9.83&CDS=1-1128	YOL126C
2330	OG0002330	augustus_masked-HE576754-processed-gene-9.62-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-9.62&CDS=1-1380	YOL125W
2331	OG0002331	augustus_masked-HE576754-processed-gene-9.84-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-9.84&CDS=1-1320	YOL124C
2332	OG0002332	augustus_masked-HE576754-processed-gene-9.85-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-9.85&CDS=1-1662	YOL122C
2333	OG0002333	snap_masked-HE576754-processed-gene-9.112-mRNA-1_1&gene=snap_masked-HE576754-processed-gene-9.112&CDS=1-1935	YOL117W
2334	OG0002334	genemark-HE576754-processed-gene-9.22-mRNA-1_1&gene=genemark-HE576754-processed-gene-9.22&CDS=1-1044	YOL116W
2335	OG0002335	augustus_masked-HE576754-processed-gene-9.65-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-9.65&CDS=1-1758	YOL115W
2336	OG0002336	snap_masked-HE576754-processed-gene-9.143-mRNA-1_1&gene=snap_masked-HE576754-processed-gene-9.143&CDS=1-519	YOL114C
2337	OG0002337	augustus_masked-HE576754-processed-gene-9.88-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-9.88&CDS=1-639	YOL111C
2338	OG0002338	augustus_masked-HE576754-processed-gene-9.68-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-9.68&CDS=1-768	YOL110W
2339	OG0002339	genemark-HE576754-processed-gene-9.46-mRNA-1_1&gene=genemark-HE576754-processed-gene-9.46&CDS=1-444	YOL108C
2340	OG0002340	augustus_masked-HE576754-processed-gene-9.71-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-9.71&CDS=1-984	YOL107W
2341	OG0002341	augustus_masked-HE576754-processed-gene-9.72-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-9.72&CDS=1-1821	YDR497C
2342	OG0002342	augustus_masked-HE576754-processed-gene-9.89-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-9.89&CDS=1-687	YOL102C
2343	OG0002343	snap_masked-HE576754-processed-gene-9.122-mRNA-1_1&gene=snap_masked-HE576754-processed-gene-9.122&CDS=1-2724	YOL089C
2344	OG0002344	snap_masked-HE576754-processed-gene-9.147-mRNA-1_1&gene=snap_masked-HE576754-processed-gene-9.147&CDS=1-858	YCL005W
2345	OG0002345	augustus_masked-HE576754-processed-gene-9.74-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-9.74&CDS=1-2133	YCL009C
2346	OG0002346	augustus_masked-HE576754-processed-gene-9.75-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-9.75&CDS=1-789	YCL010C
2347	OG0002347	augustus_masked-HE576754-processed-gene-10.105-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-10.105&CDS=1-4542	YCL014W
2348	OG0002348	augustus_masked-HE576754-processed-gene-10.102-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-10.102&CDS=1-2193	YCL017C
2349	OG0002349	augustus_masked-HE576754-processed-gene-10.106-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-10.106&CDS=1-1095	YCL018W
2350	OG0002350	augustus_masked-HE576754-processed-gene-10.103-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-10.103&CDS=1-2688	YLR176C
2351	OG0002351	augustus_masked-HE576754-processed-gene-10.107-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-10.107&CDS=1-1425	YLR175W
2352	OG0002352	augustus_masked-HE576754-processed-gene-10.108-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-10.108&CDS=1-2190	YOL095C
2353	OG0002353	augustus_masked-HE576754-processed-gene-10.109-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-10.109&CDS=1-3348	YOL100W
2354	OG0002354	augustus_masked-HE576754-processed-gene-10.128-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-10.128&CDS=1-3096	YOL098C
2355	OG0002355	augustus_masked-HE576754-processed-gene-10.129-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-10.129&CDS=1-1305	YOL097C
2356	OG0002356	augustus_masked-HE576754-processed-gene-10.130-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-10.130&CDS=1-1026	YFR007W
2357	OG0002357	augustus_masked-HE576754-processed-gene-10.110-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-10.110&CDS=1-828	YOL088C
2358	OG0002358	genemark-HE576754-processed-gene-10.9-mRNA-1_1&gene=genemark-HE576754-processed-gene-10.9&CDS=1-1500	YCL004W
2359	OG0002359	genemark-HE576754-processed-gene-10.29-mRNA-1_1&gene=genemark-HE576754-processed-gene-10.29&CDS=1-813	YCL002C
2360	OG0002360	augustus_masked-HE576754-processed-gene-10.112-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-10.112&CDS=1-513	YCL001W
2361	OG0002361	augustus_masked-HE576754-processed-gene-10.131-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-10.131&CDS=1-777	YCR004C
2362	OG0002362	augustus_masked-HE576754-processed-gene-10.132-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-10.132&CDS=1-1428	YNR001C
2363	OG0002363	augustus_masked-HE576754-processed-gene-10.114-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-10.114&CDS=1-1143	YIR026C
2364	OG0002364	snap_masked-HE576754-processed-gene-10.88-mRNA-1_1&gene=snap_masked-HE576754-processed-gene-10.88&CDS=1-5112	YKL014C
2365	OG0002365	snap_masked-HE576754-processed-gene-10.62-mRNA-1_1&gene=snap_masked-HE576754-processed-gene-10.62&CDS=1-720	YIR024C
2366	OG0002366	augustus_masked-HE576754-processed-gene-10.135-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-10.135&CDS=1-3057	YIR023W
2367	OG0002367	augustus_masked-HE576754-processed-gene-10.116-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-10.116&CDS=1-1812	YKL012W
2368	OG0002368	genemark-HE576754-processed-gene-10.16-mRNA-1_1&gene=genemark-HE576754-processed-gene-10.16&CDS=1-1638	YHR005C
2369	OG0002369	augustus_masked-HE576754-processed-gene-10.137-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-10.137&CDS=1-1224	YMR068W
2370	OG0002370	augustus_masked-HE576754-processed-gene-10.120-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-10.120&CDS=1-1299	YMR067C
2371	OG0002371	snap_masked-HE576754-processed-gene-10.92-mRNA-1_1&gene=snap_masked-HE576754-processed-gene-10.92&CDS=1-2718	YMR066W
2372	OG0002372	genemark-HE576754-processed-gene-10.39-mRNA-1_1&gene=genemark-HE576754-processed-gene-10.39&CDS=1-1332	YKL082C
2373	OG0002373	augustus_masked-HE576754-processed-gene-10.139-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-10.139&CDS=1-2877	YMR065W
2374	OG0002374	augustus_masked-HE576754-processed-gene-10.123-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-10.123&CDS=1-798	YDR262W
2375	OG0002375	snap_masked-HE576754-processed-gene-10.98-mRNA-1_1&gene=snap_masked-HE576754-processed-gene-10.98&CDS=1-2271	YDR264C
2376	OG0002376	augustus_masked-HE576754-processed-gene-10.125-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-10.125&CDS=1-990	YDR265W
2377	OG0002377	augustus_masked-HE576754-processed-gene-10.142-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-10.142&CDS=1-2022	YDR266C
2378	OG0002378	augustus_masked-HE576754-processed-gene-10.143-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-10.143&CDS=1-1047	YDR267C
2379	OG0002379	augustus_masked-HE576754-processed-gene-10.126-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-10.126&CDS=1-1137	YDR268W
2380	OG0002380	snap_masked-HE576754-processed-gene-10.75-mRNA-1_1&gene=snap_masked-HE576754-processed-gene-10.75&CDS=1-2826	YDR270W
2381	OG0002381	augustus_masked-HE576754-processed-gene-11.0-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-11.0&CDS=1-1215	YKL162C
2382	OG0002382	augustus_masked-HE576754-processed-gene-11.1-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-11.1&CDS=1-2199	YKR067W
2383	OG0002383	augustus_masked-HE576754-processed-gene-11.4-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-11.4&CDS=1-594	YKR068C
2384	OG0002384	augustus_masked-HE576754-processed-gene-11.2-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-11.2&CDS=1-2754	YKR069W
2385	OG0002385	augustus_masked-HE576754-processed-gene-11.33-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-11.33&CDS=1-1011	YKR071C
2386	OG0002386	augustus_masked-HE576754-processed-gene-11.35-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-11.35&CDS=1-1398	YOR056C
2387	OG0002387	augustus_masked-HE576754-processed-gene-11.6-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-11.6&CDS=1-1161	YOR057W
2388	OG0002388	augustus_masked-HE576754-processed-gene-11.7-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-11.7&CDS=1-1020	YOR061W
2389	OG0002389	augustus_masked-HE576754-processed-gene-11.37-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-11.37&CDS=1-1032	YKR075C
2390	OG0002390	augustus_masked-HE576754-processed-gene-11.8-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-11.8&CDS=1-1161	YOR063W
2391	OG0002391	augustus_masked-HE576754-processed-gene-11.9-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-11.9&CDS=1-2121	YGL026C
2392	OG0002392	augustus_masked-HE576754-processed-gene-11.10-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-11.10&CDS=1-2340	YBL014C
2393	OG0002393	augustus_masked-HE576754-processed-gene-11.38-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-11.38&CDS=1-369	YGL029W
2394	OG0002394	augustus_masked-HE576754-processed-gene-11.11-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-11.11&CDS=1-2559	YGR150C
2395	OG0002395	augustus_masked-HE576754-processed-gene-11.39-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-11.39&CDS=1-1275	YGR149W
2396	OG0002396	snap_masked-HE576754-processed-gene-11.118-mRNA-1_1&gene=snap_masked-HE576754-processed-gene-11.118&CDS=1-4224	YMR259C
2397	OG0002397	augustus_masked-HE576754-processed-gene-11.13-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-11.13&CDS=1-1506	YGR155W
2398	OG0002398	augustus_masked-HE576754-processed-gene-11.15-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-11.15&CDS=1-1386	YGR156W
2399	OG0002399	augustus_masked-HE576754-processed-gene-11.16-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-11.16&CDS=1-2454	YGR157W
2400	OG0002400	augustus_masked-HE576754-processed-gene-11.43-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-11.43&CDS=1-507	YGR161C
2401	OG0002401	genemark-HE576754-processed-gene-11.184-mRNA-1_1&gene=genemark-HE576754-processed-gene-11.184&CDS=1-600	YGL047W
2402	OG0002402	augustus_masked-HE576754-processed-gene-11.18-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-11.18&CDS=1-1008	YGR163W
2403	OG0002403	augustus_masked-HE576754-processed-gene-11.46-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-11.46&CDS=1-5028	YLR310C
2404	OG0002404	snap_masked-HE576754-processed-gene-11.124-mRNA-1_1&gene=snap_masked-HE576754-processed-gene-11.124&CDS=1-1248	YLR312C
2405	OG0002405	augustus_masked-HE576754-processed-gene-11.19-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-11.19&CDS=1-735	YLR312W-A
2406	OG0002406	augustus_masked-HE576754-processed-gene-11.49-mRNA-1_1&gene=augustus_masked-HE576754-processed-gene-11.49&CDS=1-1533	YLR314C
