	OrthologID	Komagataella_pastoris	Saccharomyces_cerevisiae
1873	OG0001873	snap_masked-chromosome_2-processed-gene-17.44-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-17.44&CDS=1-447	YNL131W
1874	OG0001874	snap_masked-chromosome_2-processed-gene-17.14-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-17.14&CDS=1-849	YOR100C
1875	OG0001875	snap_masked-chromosome_2-processed-gene-17.45-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-17.45&CDS=1-2508	YNL126W
1876	OG0001876	snap_masked-chromosome_2-processed-gene-17.46-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-17.46&CDS=1-2763	YNL127W
1877	OG0001877	snap_masked-chromosome_2-processed-gene-17.15-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-17.15&CDS=1-576	YHR121W
1878	OG0001878	snap_masked-chromosome_2-processed-gene-17.47-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-17.47&CDS=1-1137	YNL128W
1879	OG0001879	snap_masked-chromosome_2-processed-gene-17.17-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-17.17&CDS=1-4326	YNL102W
1880	OG0001880	snap_masked-chromosome_2-processed-gene-17.50-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-17.50&CDS=1-405	YOR103C
1881	OG0001881	snap_masked-chromosome_2-processed-gene-17.20-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-17.20&CDS=1-609	YNL099C
1882	OG0001882	snap_masked-chromosome_2-processed-gene-17.51-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-17.51&CDS=1-450	YDR231C
1883	OG0001883	snap_masked-chromosome_2-processed-gene-17.52-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-17.52&CDS=1-1278	YFR005C
1884	OG0001884	snap_masked-chromosome_2-processed-gene-17.53-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-17.53&CDS=1-2193	YLR274W
1885	OG0001885	augustus_masked-chromosome_2-processed-gene-17.155-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-17.155&CDS=1-453	YGR042W
1886	OG0001886	maker-chromosome_2-snap-gene-17.126-mRNA-1_1&gene=maker-chromosome_2-snap-gene-17.126&CDS=1-1125	YPR004C
1887	OG0001887	snap_masked-chromosome_2-processed-gene-17.27-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-17.27&CDS=1-1029	YFR007W
1888	OG0001888	maker-chromosome_2-augustus-gene-17.128-mRNA-1_1&gene=maker-chromosome_2-augustus-gene-17.128&CDS=1-1356	YKL004W
1889	OG0001889	snap_masked-chromosome_2-processed-gene-17.57-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-17.57&CDS=1-1443	YLR359W
1890	OG0001890	snap_masked-chromosome_2-processed-gene-17.30-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-17.30&CDS=1-1089	YBR234C
1891	OG0001891	snap_masked-chromosome_2-processed-gene-17.31-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-17.31&CDS=1-948	YGR026W
1892	OG0001892	augustus_masked-chromosome_2-processed-gene-17.186-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-17.186&CDS=1-1476	YFL016C
1893	OG0001893	snap_masked-chromosome_2-processed-gene-17.34-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-17.34&CDS=1-1641	YCR088W
1894	OG0001894	snap_masked-chromosome_2-processed-gene-17.62-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-17.62&CDS=1-1311	YMR220W
1895	OG0001895	snap_masked-chromosome_2-processed-gene-17.35-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-17.35&CDS=1-1293	YBR166C
1896	OG0001896	maker-chromosome_2-augustus-gene-17.129-mRNA-1_1&gene=maker-chromosome_2-augustus-gene-17.129&CDS=1-2595	YPL109C
1897	OG0001897	genemark-chromosome_2-processed-gene-17.97-mRNA-1_1&gene=genemark-chromosome_2-processed-gene-17.97&CDS=1-3786	YPL110C
1898	OG0001898	snap_masked-chromosome_2-processed-gene-17.40-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-17.40&CDS=1-537	YOR286W
1899	OG0001899	maker-chromosome_2-augustus-gene-18.0-mRNA-1_1&gene=maker-chromosome_2-augustus-gene-18.0&CDS=1-1692	YOR224C
1900	OG0001900	augustus_masked-chromosome_2-processed-gene-18.15-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-18.15&CDS=1-7254	YDR109C
1901	OG0001901	snap_masked-chromosome_2-processed-gene-18.126-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-18.126&CDS=1-1389	YGR255C
1902	OG0001902	snap_masked-chromosome_2-processed-gene-18.105-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-18.105&CDS=1-2325	YNL256W
1903	OG0001903	augustus_masked-chromosome_2-processed-gene-18.33-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-18.33&CDS=1-1041	YNL254C
1904	OG0001904	snap_masked-chromosome_2-processed-gene-18.108-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-18.108&CDS=1-7164	YBR136W
1905	OG0001905	snap_masked-chromosome_2-processed-gene-18.129-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-18.129&CDS=1-2412	YPR091C
1906	OG0001906	maker-chromosome_2-snap-gene-18.150-mRNA-1_1&gene=maker-chromosome_2-snap-gene-18.150&CDS=1-6960	YCR042C
1907	OG0001907	snap_masked-chromosome_2-processed-gene-18.130-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-18.130&CDS=1-1188	YER178W
1908	OG0001908	snap_masked-chromosome_2-processed-gene-18.110-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-18.110&CDS=1-828	YAL039C
1909	OG0001909	snap_masked-chromosome_2-processed-gene-18.132-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-18.132&CDS=1-1026	YOR042W
1910	OG0001910	snap_masked-chromosome_2-processed-gene-18.111-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-18.111&CDS=1-276	YHR005C-A
1911	OG0001911	snap_masked-chromosome_2-processed-gene-18.133-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-18.133&CDS=1-822	YKL087C
1912	OG0001912	augustus_masked-chromosome_2-processed-gene-18.42-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-18.42&CDS=1-2379	YNL218W
1913	OG0001913	snap_masked-chromosome_2-processed-gene-18.114-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-18.114&CDS=1-873	YDR175C
1914	OG0001914	snap_masked-chromosome_2-processed-gene-18.115-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-18.115&CDS=1-2166	YDR176W
1915	OG0001915	augustus_masked-chromosome_2-processed-gene-18.27-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-18.27&CDS=1-2586	YML060W
1916	OG0001916	maker-chromosome_2-augustus-gene-18.8-mRNA-1_1&gene=maker-chromosome_2-augustus-gene-18.8&CDS=1-2337	YKL027W
1917	OG0001917	augustus_masked-chromosome_2-processed-gene-18.28-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-18.28&CDS=1-1026	YGR084C
1918	OG0001918	snap_masked-chromosome_2-processed-gene-18.121-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-18.121&CDS=1-1410	YGR083C
1919	OG0001919	snap_masked-chromosome_2-processed-gene-18.145-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-18.145&CDS=1-1941	YOR014W
1920	OG0001920	snap_masked-chromosome_2-processed-gene-18.146-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-18.146&CDS=1-591	YLR251W
1921	OG0001921	snap_masked-chromosome_2-processed-gene-18.122-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-18.122&CDS=1-2154	YKL188C
1922	OG0001922	augustus_masked-chromosome_2-processed-gene-18.49-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-18.49&CDS=1-2259	YJL171C
1923	OG0001923	snap_masked-chromosome_2-processed-gene-19.55-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-19.55&CDS=1-4938	YJL039C
1924	OG0001924	snap_masked-chromosome_2-processed-gene-19.58-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-19.58&CDS=1-1266	YIL160C
1925	OG0001925	snap_masked-chromosome_2-processed-gene-19.62-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-19.62&CDS=1-222	YLR395C
1926	OG0001926	snap_masked-chromosome_2-processed-gene-19.59-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-19.59&CDS=1-189	YDL067C
1927	OG0001927	snap_masked-chromosome_2-processed-gene-19.60-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-19.60&CDS=1-1989	YLR396C
1928	OG0001928	snap_masked-chromosome_2-processed-gene-19.61-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-19.61&CDS=1-3906	YLR384C
1929	OG0001929	snap_masked-chromosome_2-processed-gene-19.65-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-19.65&CDS=1-2445	YKL064W
1930	OG0001930	snap_masked-chromosome_2-processed-gene-19.89-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-19.89&CDS=1-1836	YMR032W
1931	OG0001931	snap_masked-chromosome_2-processed-gene-19.91-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-19.91&CDS=1-354	YHL015W
1932	OG0001932	snap_masked-chromosome_2-processed-gene-19.92-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-19.92&CDS=1-510	YDL200C
1933	OG0001933	augustus_masked-chromosome_2-processed-gene-19.119-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-19.119&CDS=1-1113	YPL083C
1934	OG0001934	snap_masked-chromosome_2-processed-gene-19.68-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-19.68&CDS=1-1014	YMR097C
1935	OG0001935	genemark-chromosome_2-processed-gene-19.39-mRNA-1_1&gene=genemark-chromosome_2-processed-gene-19.39&CDS=1-663	YOR039W
1936	OG0001936	snap_masked-chromosome_2-processed-gene-19.70-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-19.70&CDS=1-2325	YOR038C
1937	OG0001937	snap_masked-chromosome_2-processed-gene-19.97-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-19.97&CDS=1-1062	YDR268W
1938	OG0001938	snap_masked-chromosome_2-processed-gene-19.71-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-19.71&CDS=1-402	YHR105W
1939	OG0001939	snap_masked-chromosome_2-processed-gene-19.72-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-19.72&CDS=1-957	YDR353W
1940	OG0001940	snap_masked-chromosome_2-processed-gene-19.73-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-19.73&CDS=1-3231	YGR218W
1941	OG0001941	snap_masked-chromosome_2-processed-gene-19.98-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-19.98&CDS=1-549	YHR148W
1942	OG0001942	snap_masked-chromosome_2-processed-gene-19.75-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-19.75&CDS=1-645	YHR147C
1943	OG0001943	snap_masked-chromosome_2-processed-gene-19.76-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-19.76&CDS=1-786	YGR220C
1944	OG0001944	snap_masked-chromosome_2-processed-gene-19.79-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-19.79&CDS=1-1020	YDR435C
1945	OG0001945	snap_masked-chromosome_2-processed-gene-19.102-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-19.102&CDS=1-843	YML015C
1946	OG0001946	snap_masked-chromosome_2-processed-gene-19.105-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-19.105&CDS=1-1248	YML071C
1947	OG0001947	snap_masked-chromosome_2-processed-gene-19.81-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-19.81&CDS=1-1029	YLR447C
1948	OG0001948	augustus_masked-chromosome_2-processed-gene-19.155-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-19.155&CDS=1-441	YML077W
1949	OG0001949	augustus_masked-chromosome_2-processed-gene-19.156-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-19.156&CDS=1-1263	YLR203C
1950	OG0001950	snap_masked-chromosome_2-processed-gene-19.109-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-19.109&CDS=1-558	YDR454C
1951	OG0001951	snap_masked-chromosome_2-processed-gene-19.86-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-19.86&CDS=1-660	YBL057C
1952	OG0001952	snap_masked-chromosome_2-processed-gene-19.110-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-19.110&CDS=1-1095	YBL055C
1953	OG0001953	snap_masked-chromosome_2-processed-gene-20.134-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-20.134&CDS=1-1080	YBL054W
1954	OG0001954	snap_masked-chromosome_2-processed-gene-20.138-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-20.138&CDS=1-1320	YML005W
1955	OG0001955	snap_masked-chromosome_2-processed-gene-20.139-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-20.139&CDS=1-1695	YBL051C
1956	OG0001956	augustus_masked-chromosome_2-processed-gene-20.71-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-20.71&CDS=1-258	YER019C-A
1957	OG0001957	snap_masked-chromosome_2-processed-gene-20.140-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-20.140&CDS=1-1692	YER087W
1958	OG0001958	snap_masked-chromosome_2-processed-gene-20.141-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-20.141&CDS=1-1140	YLR191W
1959	OG0001959	snap_masked-chromosome_2-processed-gene-20.176-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-20.176&CDS=1-1044	YIL083C
1960	OG0001960	snap_masked-chromosome_2-processed-gene-20.144-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-20.144&CDS=1-1782	YDL122W
1961	OG0001961	snap_masked-chromosome_2-processed-gene-20.177-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-20.177&CDS=1-450	YDL121C
1962	OG0001962	snap_masked-chromosome_2-processed-gene-20.178-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-20.178&CDS=1-1554	YNL027W
1963	OG0001963	snap_masked-chromosome_2-processed-gene-20.147-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-20.147&CDS=1-435	YIL087C
1964	OG0001964	snap_masked-chromosome_2-processed-gene-20.180-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-20.180&CDS=1-603	YNL032W
1965	OG0001965	snap_masked-chromosome_2-processed-gene-20.181-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-20.181&CDS=1-2091	YIL091C
1966	OG0001966	snap_masked-chromosome_2-processed-gene-20.148-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-20.148&CDS=1-1377	YIL090W
1967	OG0001967	snap_masked-chromosome_2-processed-gene-20.149-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-20.149&CDS=1-849	YNL025C
1968	OG0001968	snap_masked-chromosome_2-processed-gene-20.182-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-20.182&CDS=1-555	YNL038W
1969	OG0001969	snap_masked-chromosome_2-processed-gene-20.183-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-20.183&CDS=1-2022	YNL039W
1970	OG0001970	snap_masked-chromosome_2-processed-gene-20.152-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-20.152&CDS=1-1104	YNL035C
1971	OG0001971	snap_masked-chromosome_2-processed-gene-20.153-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-20.153&CDS=1-939	YDL209C
1972	OG0001972	snap_masked-chromosome_2-processed-gene-20.154-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-20.154&CDS=1-1728	YDR244W
1973	OG0001973	snap_masked-chromosome_2-processed-gene-20.155-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-20.155&CDS=1-1050	YDR245W
1974	OG0001974	genemark-chromosome_2-processed-gene-20.29-mRNA-1_1&gene=genemark-chromosome_2-processed-gene-20.29&CDS=1-1686	YPL016W
1975	OG0001975	snap_masked-chromosome_2-processed-gene-20.185-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-20.185&CDS=1-2880	YPL022W
1976	OG0001976	snap_masked-chromosome_2-processed-gene-20.157-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-20.157&CDS=1-1788	YPL023C
1977	OG0001977	snap_masked-chromosome_2-processed-gene-20.186-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-20.186&CDS=1-579	YPL024W
1978	OG0001978	snap_masked-chromosome_2-processed-gene-20.158-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-20.158&CDS=1-453	YDR246W
1979	OG0001979	snap_masked-chromosome_2-processed-gene-20.161-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-20.161&CDS=1-726	YKR043C
1980	OG0001980	snap_masked-chromosome_2-processed-gene-20.164-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-20.164&CDS=1-1263	YOL061W
1981	OG0001981	maker-chromosome_2-snap-gene-20.132-mRNA-1_1&gene=maker-chromosome_2-snap-gene-20.132&CDS=1-3213	YOL060C
1982	OG0001982	snap_masked-chromosome_2-processed-gene-20.165-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-20.165&CDS=1-696	YIL093C
1983	OG0001983	maker-chromosome_2-snap-gene-20.130-mRNA-1_1&gene=maker-chromosome_2-snap-gene-20.130&CDS=1-2757	YNL023C
1984	OG0001984	snap_masked-chromosome_2-processed-gene-20.168-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-20.168&CDS=1-1110	YIL094C
1985	OG0001985	snap_masked-chromosome_2-processed-gene-20.194-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-20.194&CDS=1-1308	YNL022C
1986	OG0001986	snap_masked-chromosome_2-processed-gene-20.169-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-20.169&CDS=1-2283	YJR119C
1987	OG0001987	maker-chromosome_2-snap-gene-20.131-mRNA-1_1&gene=maker-chromosome_2-snap-gene-20.131&CDS=1-1509	YJR121W
1988	OG0001988	snap_masked-chromosome_2-processed-gene-20.171-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-20.171&CDS=1-1323	YJR117W
1989	OG0001989	maker-chromosome_2-augustus-gene-20.3-mRNA-1_1&gene=maker-chromosome_2-augustus-gene-20.3&CDS=1-2649	YDL144C
1990	OG0001990	snap_masked-chromosome_2-processed-gene-20.195-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-20.195&CDS=1-1044	YJR105W
1991	OG0001991	augustus_masked-chromosome_2-processed-gene-21.58-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-21.58&CDS=1-1959	YBL091C
1992	OG0001992	snap_masked-chromosome_2-processed-gene-21.131-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-21.131&CDS=1-360	YLR104W
1993	OG0001993	snap_masked-chromosome_2-processed-gene-21.132-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-21.132&CDS=1-1131	YLR105C
1994	OG0001994	snap_masked-chromosome_2-processed-gene-21.130-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-21.130&CDS=1-2790	YLR176C
1995	OG0001995	snap_masked-chromosome_2-processed-gene-21.133-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-21.133&CDS=1-2208	YPL165C
1996	OG0001996	snap_masked-chromosome_2-processed-gene-21.134-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-21.134&CDS=1-1038	YNL007C
1997	OG0001997	snap_masked-chromosome_2-processed-gene-21.135-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-21.135&CDS=1-909	YNL006W
1998	OG0001998	snap_masked-chromosome_2-processed-gene-21.160-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-21.160&CDS=1-1446	YLR175W
1999	OG0001999	snap_masked-chromosome_2-processed-gene-21.161-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-21.161&CDS=1-1809	YGL125W
2000	OG0002000	snap_masked-chromosome_2-processed-gene-21.162-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-21.162&CDS=1-423	YCR063W
2001	OG0002001	snap_masked-chromosome_2-processed-gene-21.163-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-21.163&CDS=1-2802	YKR050W
2002	OG0002002	maker-chromosome_2-snap-gene-21.123-mRNA-1_1&gene=maker-chromosome_2-snap-gene-21.123&CDS=1-2208	YJL127C
2003	OG0002003	augustus_masked-chromosome_2-processed-gene-21.69-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-21.69&CDS=1-639	YHR189W
2004	OG0002004	snap_masked-chromosome_2-processed-gene-21.140-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-21.140&CDS=1-1503	YGR155W
2005	OG0002005	snap_masked-chromosome_2-processed-gene-21.141-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-21.141&CDS=1-357	YGL041W-A
2006	OG0002006	snap_masked-chromosome_2-processed-gene-21.167-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-21.167&CDS=1-855	YGL043W
2007	OG0002007	augustus_masked-chromosome_2-processed-gene-21.72-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-21.72&CDS=1-1839	YGL044C
2008	OG0002008	snap_masked-chromosome_2-processed-gene-21.144-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-21.144&CDS=1-1323	YGR009C
2009	OG0002009	maker-chromosome_2-snap-gene-21.124-mRNA-1_1&gene=maker-chromosome_2-snap-gene-21.124&CDS=1-3030	YDR256C
2010	OG0002010	snap_masked-chromosome_2-processed-gene-21.170-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-21.170&CDS=1-1026	YER127W
2011	OG0002011	snap_masked-chromosome_2-processed-gene-21.145-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-21.145&CDS=1-783	YER126C
2012	OG0002012	snap_masked-chromosome_2-processed-gene-21.146-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-21.146&CDS=1-1128	YKR066C
2013	OG0002013	snap_masked-chromosome_2-processed-gene-21.172-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-21.172&CDS=1-576	YKR065C
2014	OG0002014	snap_masked-chromosome_2-processed-gene-21.147-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-21.147&CDS=1-1239	YJL183W
2015	OG0002015	snap_masked-chromosome_2-processed-gene-21.173-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-21.173&CDS=1-1056	YOL107W
2016	OG0002016	maker-chromosome_2-snap-gene-21.119-mRNA-1_1&gene=maker-chromosome_2-snap-gene-21.119&CDS=1-339	YOL108C
2017	OG0002017	maker-chromosome_2-augustus-gene-21.117-mRNA-1_1&gene=maker-chromosome_2-augustus-gene-21.117&CDS=1-1668	YJR122W
2018	OG0002018	augustus_masked-chromosome_2-processed-gene-21.79-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-21.79&CDS=1-975	YJL180C
2019	OG0002019	augustus_masked-chromosome_2-processed-gene-21.81-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-21.81&CDS=1-708	YIR038C
2020	OG0002020	augustus_masked-chromosome_2-processed-gene-21.103-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-21.103&CDS=1-1485	YNL275W
2021	OG0002021	snap_masked-chromosome_2-processed-gene-21.151-mRNA-1_1&gene=snap_masked-chromosome_2-processed-gene-21.151&CDS=1-1128	YCR044C
2022	OG0002022	augustus_masked-chromosome_2-processed-gene-21.83-mRNA-1_1&gene=augustus_masked-chromosome_2-processed-gene-21.83&CDS=1-6924	YJL153C
