	OrthologID	Saccharomyces_cerevisiae	Spathaspora_arborariae
1579	OG0001579	YGR150C	genemark-KI547138.1-processed-gene-6.20-mRNA-1_1&gene=genemark-KI547138.1-processed-gene-6.20&CDS=1-2241
1580	OG0001580	YGR152C	genemark-KI547137.1-processed-gene-2.27-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-2.27&CDS=1-720
1581	OG0001581	YGR155W	genemark-KI547134.1-processed-gene-8.111-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-8.111&CDS=1-1497
1582	OG0001582	YGR157W	genemark-KI547137.1-processed-gene-4.12-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-4.12&CDS=1-2595
1583	OG0001583	YGR158C	augustus_masked-KI547137.1-processed-gene-4.132-mRNA-1_1&gene=augustus_masked-KI547137.1-processed-gene-4.132&CDS=1-813
1584	OG0001584	YGR159C	genemark-KI547134.1-processed-gene-12.135-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-12.135&CDS=1-1230
1585	OG0001585	YGR161C	genemark-KI547152.1-processed-gene-1.54-mRNA-1_1&gene=genemark-KI547152.1-processed-gene-1.54&CDS=1-873
1586	OG0001586	YGR163W	genemark-KI547137.1-processed-gene-4.23-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-4.23&CDS=1-1077
1587	OG0001587	YGR165W	augustus_masked-KI547136.1-processed-gene-5.107-mRNA-1_1&gene=augustus_masked-KI547136.1-processed-gene-5.107&CDS=1-2064
1588	OG0001588	YGR170W	augustus_masked-KI547146.1-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-KI547146.1-processed-gene-1.90&CDS=1-4788
1589	OG0001589	YGR171C	genemark-KI547146.1-processed-gene-2.50-mRNA-1_1&gene=genemark-KI547146.1-processed-gene-2.50&CDS=1-1725
1590	OG0001590	YGR172C	genemark-KI547146.1-processed-gene-2.49-mRNA-1_1&gene=genemark-KI547146.1-processed-gene-2.49&CDS=1-804
1591	OG0001591	YGR173W	genemark-KI547146.1-processed-gene-1.129-mRNA-1_1&gene=genemark-KI547146.1-processed-gene-1.129&CDS=1-1101
1592	OG0001592	YGR174C	genemark-KI547135.1-processed-gene-12.169-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-12.169&CDS=1-426
1593	OG0001593	YGR181W	genemark-KI547139.1-processed-gene-4.63-mRNA-1_1&gene=genemark-KI547139.1-processed-gene-4.63&CDS=1-300
1594	OG0001594	YGR185C	genemark-KI547139.1-processed-gene-4.94-mRNA-1_1&gene=genemark-KI547139.1-processed-gene-4.94&CDS=1-1242
1595	OG0001595	YGR186W	augustus_masked-KI547139.1-processed-gene-4.114-mRNA-1_1&gene=augustus_masked-KI547139.1-processed-gene-4.114&CDS=1-1635
1596	OG0001596	YGR187C	genemark-KI547139.1-processed-gene-4.85-mRNA-1_1&gene=genemark-KI547139.1-processed-gene-4.85&CDS=1-1092
1597	OG0001597	YGR188C	genemark-KI547139.1-processed-gene-3.115-mRNA-1_1&gene=genemark-KI547139.1-processed-gene-3.115&CDS=1-2406
1598	OG0001598	YGR189C	genemark-KI547139.1-processed-gene-4.71-mRNA-1_1&gene=genemark-KI547139.1-processed-gene-4.71&CDS=1-1344
1599	OG0001599	YGR193C	genemark-KI547135.1-processed-gene-2.8-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-2.8&CDS=1-1275
1600	OG0001600	YGR194C	genemark-KI547144.1-processed-gene-3.45-mRNA-1_1&gene=genemark-KI547144.1-processed-gene-3.45&CDS=1-2097
1601	OG0001601	YGR195W	augustus_masked-KI547139.1-processed-gene-4.130-mRNA-1_1&gene=augustus_masked-KI547139.1-processed-gene-4.130&CDS=1-1695
1602	OG0001602	YGR200C	augustus_masked-KI547134.1-processed-gene-4.53-mRNA-1_1&gene=augustus_masked-KI547134.1-processed-gene-4.53&CDS=1-3081
1603	OG0001603	YGR202C	maker-KI547145.1-snap-gene-3.205-mRNA-1_1&gene=maker-KI547145.1-snap-gene-3.205&CDS=1-2577
1604	OG0001604	YGR203W	genemark-KI547145.1-processed-gene-2.83-mRNA-1_1&gene=genemark-KI547145.1-processed-gene-2.83&CDS=1-444
1605	OG0001605	YGR207C	genemark-KI547142.1-processed-gene-2.48-mRNA-1_1&gene=genemark-KI547142.1-processed-gene-2.48&CDS=1-765
1606	OG0001606	YGR208W	genemark-KI547136.1-processed-gene-7.122-mRNA-1_1&gene=genemark-KI547136.1-processed-gene-7.122&CDS=1-921
1607	OG0001607	YGR210C	augustus_masked-KI547135.1-processed-gene-10.103-mRNA-1_1&gene=augustus_masked-KI547135.1-processed-gene-10.103&CDS=1-2838
1608	OG0001608	YGR211W	genemark-KI547134.1-processed-gene-11.92-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-11.92&CDS=1-1473
1609	OG0001609	YGR215W	genemark-KI547134.1-processed-gene-11.91-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-11.91&CDS=1-309
1610	OG0001610	YGR216C	snap_masked-KI547141.1-processed-gene-1.79-mRNA-1_1&gene=snap_masked-KI547141.1-processed-gene-1.79&CDS=1-1911
1611	OG0001611	YGR217W	genemark-KI547134.1-processed-gene-11.75-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-11.75&CDS=1-6300
1612	OG0001612	YGR218W	genemark-KI547152.1-processed-gene-0.44-mRNA-1_1&gene=genemark-KI547152.1-processed-gene-0.44&CDS=1-3237
1613	OG0001613	YGR222W	genemark-KI547144.1-processed-gene-2.72-mRNA-1_1&gene=genemark-KI547144.1-processed-gene-2.72&CDS=1-867
1614	OG0001614	YGR223C	augustus_masked-KI547144.1-processed-gene-2.123-mRNA-1_1&gene=augustus_masked-KI547144.1-processed-gene-2.123&CDS=1-1155
1615	OG0001615	YGR225W	genemark-KI547141.1-processed-gene-0.48-mRNA-1_1&gene=genemark-KI547141.1-processed-gene-0.48&CDS=1-1431
1616	OG0001616	YGR227W	genemark-KI547141.1-processed-gene-0.27-mRNA-1_1&gene=genemark-KI547141.1-processed-gene-0.27&CDS=1-1314
1617	OG0001617	YGR229C	genemark-KI547141.1-processed-gene-0.49-mRNA-1_1&gene=genemark-KI547141.1-processed-gene-0.49&CDS=1-1374
1618	OG0001618	YGR231C	augustus_masked-KI547141.1-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-KI547141.1-processed-gene-0.64&CDS=1-2586
1619	OG0001619	YGR232W	genemark-KI547141.1-processed-gene-0.42-mRNA-1_1&gene=genemark-KI547141.1-processed-gene-0.42&CDS=1-699
1620	OG0001620	YGR233C	genemark-KI547152.1-processed-gene-0.59-mRNA-1_1&gene=genemark-KI547152.1-processed-gene-0.59&CDS=1-3645
1621	OG0001621	YGR234W	genemark-KI547142.1-processed-gene-4.110-mRNA-1_1&gene=genemark-KI547142.1-processed-gene-4.110&CDS=1-1179
1622	OG0001622	YGR235C	genemark-KI547139.1-processed-gene-5.64-mRNA-1_1&gene=genemark-KI547139.1-processed-gene-5.64&CDS=1-747
1623	OG0001623	YGR237C	genemark-KI547146.1-processed-gene-1.102-mRNA-1_1&gene=genemark-KI547146.1-processed-gene-1.102&CDS=1-2034
1624	OG0001624	YGR240C	augustus_masked-KI547146.1-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-KI547146.1-processed-gene-1.65&CDS=1-4191
1625	OG0001625	YGR244C	genemark-KI547148.1-processed-gene-3.110-mRNA-1_1&gene=genemark-KI547148.1-processed-gene-3.110&CDS=1-1245
1626	OG0001626	YGR245C	genemark-KI547148.1-processed-gene-3.114-mRNA-1_1&gene=genemark-KI547148.1-processed-gene-3.114&CDS=1-2157
1627	OG0001627	YGR246C	genemark-KI547148.1-processed-gene-3.115-mRNA-1_1&gene=genemark-KI547148.1-processed-gene-3.115&CDS=1-1620
1628	OG0001628	YGR247W	genemark-KI547148.1-processed-gene-3.106-mRNA-1_1&gene=genemark-KI547148.1-processed-gene-3.106&CDS=1-798
1629	OG0001629	YGR252W	genemark-KI547148.1-processed-gene-3.108-mRNA-1_1&gene=genemark-KI547148.1-processed-gene-3.108&CDS=1-1443
1630	OG0001630	YGR253C	genemark-KI547148.1-processed-gene-3.109-mRNA-1_1&gene=genemark-KI547148.1-processed-gene-3.109&CDS=1-765
1631	OG0001631	YGR254W	genemark-KI547135.1-processed-gene-12.164-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-12.164&CDS=1-1320
1632	OG0001632	YGR255C	maker-KI547134.1-augustus-gene-7.141-mRNA-1_1&gene=maker-KI547134.1-augustus-gene-7.141&CDS=1-2493
1633	OG0001633	YGR257C	genemark-KI547139.1-processed-gene-5.89-mRNA-1_1&gene=genemark-KI547139.1-processed-gene-5.89&CDS=1-1167
1634	OG0001634	YGR258C	augustus_masked-KI547139.1-processed-gene-3.50-mRNA-1_1&gene=augustus_masked-KI547139.1-processed-gene-3.50&CDS=1-7257
1635	OG0001635	YGR260W	genemark-KI547157.1-processed-gene-0.73-mRNA-1_1&gene=genemark-KI547157.1-processed-gene-0.73&CDS=1-1503
1636	OG0001636	YGR262C	genemark-KI547146.1-processed-gene-2.56-mRNA-1_1&gene=genemark-KI547146.1-processed-gene-2.56&CDS=1-798
1637	OG0001637	YGR264C	genemark-KI547146.1-processed-gene-1.118-mRNA-1_1&gene=genemark-KI547146.1-processed-gene-1.118&CDS=1-2490
1638	OG0001638	YGR266W	genemark-KI547146.1-processed-gene-1.123-mRNA-1_1&gene=genemark-KI547146.1-processed-gene-1.123&CDS=1-2118
1639	OG0001639	YGR267C	genemark-KI547146.1-processed-gene-1.117-mRNA-1_1&gene=genemark-KI547146.1-processed-gene-1.117&CDS=1-837
1640	OG0001640	YGR268C	genemark-KI547146.1-processed-gene-1.110-mRNA-1_1&gene=genemark-KI547146.1-processed-gene-1.110&CDS=1-792
1641	OG0001641	YGR270W	genemark-KI547146.1-processed-gene-2.51-mRNA-1_1&gene=genemark-KI547146.1-processed-gene-2.51&CDS=1-3813
1642	OG0001642	YGR271C-A	genemark-KI547146.1-processed-gene-1.111-mRNA-1_1&gene=genemark-KI547146.1-processed-gene-1.111&CDS=1-708
1643	OG0001643	YGR271W	genemark-KI547146.1-processed-gene-1.130-mRNA-1_1&gene=genemark-KI547146.1-processed-gene-1.130&CDS=1-5781
1644	OG0001644	YGR274C	genemark-KI547134.1-processed-gene-2.107-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-2.107&CDS=1-3219
1645	OG0001645	YGR276C	genemark-KI547134.1-processed-gene-2.89-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-2.89&CDS=1-1848
1646	OG0001646	YGR277C	genemark-KI547150.1-processed-gene-1.102-mRNA-1_1&gene=genemark-KI547150.1-processed-gene-1.102&CDS=1-897
1647	OG0001647	YGR278W	genemark-KI547150.1-processed-gene-1.117-mRNA-1_1&gene=genemark-KI547150.1-processed-gene-1.117&CDS=1-1683
1648	OG0001648	YGR280C	augustus_masked-KI547139.1-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-KI547139.1-processed-gene-0.104&CDS=1-4416
1649	OG0001649	YGR282C	genemark-KI547139.1-processed-gene-4.98-mRNA-1_1&gene=genemark-KI547139.1-processed-gene-4.98&CDS=1-924
1650	OG0001650	YGR285C	genemark-KI547139.1-processed-gene-4.91-mRNA-1_1&gene=genemark-KI547139.1-processed-gene-4.91&CDS=1-1284
1651	OG0001651	YGR286C	genemark-KI547139.1-processed-gene-1.81-mRNA-1_1&gene=genemark-KI547139.1-processed-gene-1.81&CDS=1-1053
1652	OG0001652	YHL002W	genemark-KI547137.1-processed-gene-0.104-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-0.104&CDS=1-1347
1653	OG0001653	YHL004W	genemark-KI547138.1-processed-gene-6.31-mRNA-1_1&gene=genemark-KI547138.1-processed-gene-6.31&CDS=1-1320
1654	OG0001654	YHL007C	maker-KI547143.1-snap-gene-4.135-mRNA-1_1&gene=maker-KI547143.1-snap-gene-4.135&CDS=1-3336
1655	OG0001655	YHL008C	genemark-KI547138.1-processed-gene-3.114-mRNA-1_1&gene=genemark-KI547138.1-processed-gene-3.114&CDS=1-1395
1656	OG0001656	YHL010C	genemark-KI547136.1-processed-gene-5.75-mRNA-1_1&gene=genemark-KI547136.1-processed-gene-5.75&CDS=1-1698
1657	OG0001657	YHL011C	maker-KI547136.1-augustus-gene-5.136-mRNA-1_1&gene=maker-KI547136.1-augustus-gene-5.136&CDS=1-1617
1658	OG0001658	YHL013C	genemark-KI547143.1-processed-gene-1.72-mRNA-1_1&gene=genemark-KI547143.1-processed-gene-1.72&CDS=1-876
1659	OG0001659	YHL015W	genemark-KI547142.1-processed-gene-4.169-mRNA-1_1&gene=genemark-KI547142.1-processed-gene-4.169&CDS=1-357
1660	OG0001660	YHL016C	genemark-KI547134.1-processed-gene-5.49-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-5.49&CDS=1-2166
1661	OG0001661	YHL018W	genemark-KI547140.1-processed-gene-3.24-mRNA-1_1&gene=genemark-KI547140.1-processed-gene-3.24&CDS=1-336
1662	OG0001662	YHL020C	genemark-KI547136.1-processed-gene-5.72-mRNA-1_1&gene=genemark-KI547136.1-processed-gene-5.72&CDS=1-1125
1663	OG0001663	YHL021C	genemark-KI547149.1-processed-gene-1.69-mRNA-1_1&gene=genemark-KI547149.1-processed-gene-1.69&CDS=1-1212
1664	OG0001664	YHL022C	maker-KI547153.1-augustus-gene-0.280-mRNA-1_1&gene=maker-KI547153.1-augustus-gene-0.280&CDS=1-1017
1665	OG0001665	YHL027W	genemark-KI547135.1-processed-gene-1.82-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-1.82&CDS=1-2436
1666	OG0001666	YHL029C	genemark-KI547140.1-processed-gene-1.78-mRNA-1_1&gene=genemark-KI547140.1-processed-gene-1.78&CDS=1-1926
1667	OG0001667	YHL031C	genemark-KI547151.1-processed-gene-0.52-mRNA-1_1&gene=genemark-KI547151.1-processed-gene-0.52&CDS=1-687
1668	OG0001668	YHL032C	genemark-KI547137.1-processed-gene-7.143-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-7.143&CDS=1-1884
1669	OG0001669	YHL040C	genemark-KI547153.1-processed-gene-0.213-mRNA-1_1&gene=genemark-KI547153.1-processed-gene-0.213&CDS=1-2115
1670	OG0001670	YHR001W-A	genemark-KI547134.1-processed-gene-0.83-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-0.83&CDS=1-234
1671	OG0001671	YHR002W	genemark-KI547156.1-processed-gene-0.171-mRNA-1_1&gene=genemark-KI547156.1-processed-gene-0.171&CDS=1-1239
1672	OG0001672	YHR005C	genemark-KI547146.1-processed-gene-0.100-mRNA-1_1&gene=genemark-KI547146.1-processed-gene-0.100&CDS=1-2808
1673	OG0001673	YHR007C	snap_masked-KI547143.1-processed-gene-2.132-mRNA-1_1&gene=snap_masked-KI547143.1-processed-gene-2.132&CDS=1-2619
1674	OG0001674	YHR009C	genemark-KI547135.1-processed-gene-12.175-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-12.175&CDS=1-1512
1675	OG0001675	YHR011W	genemark-KI547138.1-processed-gene-0.17-mRNA-1_1&gene=genemark-KI547138.1-processed-gene-0.17&CDS=1-1359
1676	OG0001676	YHR012W	genemark-KI547134.1-processed-gene-12.176-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-12.176&CDS=1-918
1677	OG0001677	YHR013C	genemark-KI547142.1-processed-gene-1.106-mRNA-1_1&gene=genemark-KI547142.1-processed-gene-1.106&CDS=1-630
1678	OG0001678	YHR018C	genemark-KI547149.1-processed-gene-2.113-mRNA-1_1&gene=genemark-KI547149.1-processed-gene-2.113&CDS=1-1392
1679	OG0001679	YHR019C	genemark-KI547149.1-processed-gene-2.112-mRNA-1_1&gene=genemark-KI547149.1-processed-gene-2.112&CDS=1-1647
1680	OG0001680	YHR020W	genemark-KI547149.1-processed-gene-2.157-mRNA-1_1&gene=genemark-KI547149.1-processed-gene-2.157&CDS=1-2070
1681	OG0001681	YHR023W	genemark-KI547143.1-processed-gene-2.55-mRNA-1_1&gene=genemark-KI547143.1-processed-gene-2.55&CDS=1-5556
1682	OG0001682	YHR024C	maker-KI547143.1-augustus-gene-2.92-mRNA-1_1&gene=maker-KI547143.1-augustus-gene-2.92&CDS=1-2592
1683	OG0001683	YHR026W	genemark-KI547135.1-processed-gene-4.81-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-4.81&CDS=1-591
1684	OG0001684	YHR027C	genemark-KI547135.1-processed-gene-4.60-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-4.60&CDS=1-2886
1685	OG0001685	YHR028C	genemark-KI547137.1-processed-gene-0.92-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-0.92&CDS=1-2460
1686	OG0001686	YHR029C	genemark-KI547138.1-processed-gene-5.132-mRNA-1_1&gene=genemark-KI547138.1-processed-gene-5.132&CDS=1-849
1687	OG0001687	YHR030C	genemark-KI547152.1-processed-gene-1.64-mRNA-1_1&gene=genemark-KI547152.1-processed-gene-1.64&CDS=1-1680
1688	OG0001688	YHR037W	genemark-KI547146.1-processed-gene-1.127-mRNA-1_1&gene=genemark-KI547146.1-processed-gene-1.127&CDS=1-1794
1689	OG0001689	YHR039C	genemark-KI547155.1-processed-gene-0.233-mRNA-1_1&gene=genemark-KI547155.1-processed-gene-0.233&CDS=1-1848
1690	OG0001690	YHR039C-A	genemark-KI547155.1-processed-gene-0.197-mRNA-1_1&gene=genemark-KI547155.1-processed-gene-0.197&CDS=1-336
1691	OG0001691	YHR040W	genemark-KI547153.1-processed-gene-0.227-mRNA-1_1&gene=genemark-KI547153.1-processed-gene-0.227&CDS=1-948
1692	OG0001692	YHR042W	genemark-KI547139.1-processed-gene-3.128-mRNA-1_1&gene=genemark-KI547139.1-processed-gene-3.128&CDS=1-2031
1693	OG0001693	YHR045W	augustus_masked-KI547146.1-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-KI547146.1-processed-gene-0.129&CDS=1-1335
1694	OG0001694	YHR048W	genemark-KI547138.1-processed-gene-3.116-mRNA-1_1&gene=genemark-KI547138.1-processed-gene-3.116&CDS=1-1983
1695	OG0001695	YHR049W	genemark-KI547140.1-processed-gene-0.81-mRNA-1_1&gene=genemark-KI547140.1-processed-gene-0.81&CDS=1-777
1696	OG0001696	YHR051W	genemark-KI547140.1-processed-gene-5.74-mRNA-1_1&gene=genemark-KI547140.1-processed-gene-5.74&CDS=1-444
1697	OG0001697	YHR052W	genemark-KI547138.1-processed-gene-1.59-mRNA-1_1&gene=genemark-KI547138.1-processed-gene-1.59&CDS=1-1044
1698	OG0001698	YHR058C	genemark-KI547140.1-processed-gene-3.37-mRNA-1_1&gene=genemark-KI547140.1-processed-gene-3.37&CDS=1-888
1699	OG0001699	YHR062C	augustus_masked-KI547134.1-processed-gene-6.16-mRNA-1_1&gene=augustus_masked-KI547134.1-processed-gene-6.16&CDS=1-906
1700	OG0001700	YHR063C	genemark-KI547146.1-processed-gene-0.105-mRNA-1_1&gene=genemark-KI547146.1-processed-gene-0.105&CDS=1-1071
1701	OG0001701	YHR064C	genemark-KI547144.1-processed-gene-4.17-mRNA-1_1&gene=genemark-KI547144.1-processed-gene-4.17&CDS=1-1638
1702	OG0001702	YHR065C	genemark-KI547142.1-processed-gene-2.64-mRNA-1_1&gene=genemark-KI547142.1-processed-gene-2.64&CDS=1-1410
1703	OG0001703	YHR067W	genemark-KI547139.1-processed-gene-3.124-mRNA-1_1&gene=genemark-KI547139.1-processed-gene-3.124&CDS=1-882
1704	OG0001704	YHR068W	genemark-KI547141.1-processed-gene-2.50-mRNA-1_1&gene=genemark-KI547141.1-processed-gene-2.50&CDS=1-1131
1705	OG0001705	YHR069C	genemark-KI547139.1-processed-gene-2.95-mRNA-1_1&gene=genemark-KI547139.1-processed-gene-2.95&CDS=1-1044
1706	OG0001706	YHR070W	genemark-KI547139.1-processed-gene-2.72-mRNA-1_1&gene=genemark-KI547139.1-processed-gene-2.72&CDS=1-1413
1707	OG0001707	YHR071W	genemark-KI547146.1-processed-gene-0.102-mRNA-1_1&gene=genemark-KI547146.1-processed-gene-0.102&CDS=1-891
1708	OG0001708	YHR072W	genemark-KI547136.1-processed-gene-5.80-mRNA-1_1&gene=genemark-KI547136.1-processed-gene-5.80&CDS=1-2178
1709	OG0001709	YHR072W-A	genemark-KI547142.1-processed-gene-4.179-mRNA-1_1&gene=genemark-KI547142.1-processed-gene-4.179&CDS=1-159
1710	OG0001710	YHR073W	genemark-KI547139.1-processed-gene-2.78-mRNA-1_1&gene=genemark-KI547139.1-processed-gene-2.78&CDS=1-2523
1711	OG0001711	YHR074W	augustus_masked-KI547140.1-processed-gene-5.145-mRNA-1_1&gene=augustus_masked-KI547140.1-processed-gene-5.145&CDS=1-2139
1712	OG0001712	YHR075C	genemark-KI547140.1-processed-gene-5.20-mRNA-1_1&gene=genemark-KI547140.1-processed-gene-5.20&CDS=1-1062
1713	OG0001713	YHR076W	genemark-KI547145.1-processed-gene-3.94-mRNA-1_1&gene=genemark-KI547145.1-processed-gene-3.94&CDS=1-1122
1714	OG0001714	YHR077C	genemark-KI547140.1-processed-gene-5.36-mRNA-1_1&gene=genemark-KI547140.1-processed-gene-5.36&CDS=1-3069
1715	OG0001715	YHR078W	genemark-KI547139.1-processed-gene-5.61-mRNA-1_1&gene=genemark-KI547139.1-processed-gene-5.61&CDS=1-1809
1716	OG0001716	YHR079C	genemark-KI547134.1-processed-gene-2.73-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-2.73&CDS=1-3381
1717	OG0001717	YHR081W	genemark-KI547134.1-processed-gene-2.94-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-2.94&CDS=1-591
1718	OG0001718	YHR084W	genemark-KI547134.1-processed-gene-1.91-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-1.91&CDS=1-1512
1719	OG0001719	YHR085W	augustus_masked-KI547137.1-processed-gene-5.102-mRNA-1_1&gene=augustus_masked-KI547137.1-processed-gene-5.102&CDS=1-1647
1720	OG0001720	YHR087W	snap_masked-KI547155.1-processed-gene-0.48-mRNA-1_1&gene=snap_masked-KI547155.1-processed-gene-0.48&CDS=1-342
1721	OG0001721	YHR088W	genemark-KI547139.1-processed-gene-3.106-mRNA-1_1&gene=genemark-KI547139.1-processed-gene-3.106&CDS=1-894
1722	OG0001722	YHR089C	genemark-KI547135.1-processed-gene-6.90-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-6.90&CDS=1-603
1723	OG0001723	YHR090C	genemark-KI547140.1-processed-gene-5.77-mRNA-1_1&gene=genemark-KI547140.1-processed-gene-5.77&CDS=1-906
1724	OG0001724	YHR098C	genemark-KI547140.1-processed-gene-5.78-mRNA-1_1&gene=genemark-KI547140.1-processed-gene-5.78&CDS=1-3105
1725	OG0001725	YHR099W	augustus_masked-KI547138.1-processed-gene-2.110-mRNA-1_1&gene=augustus_masked-KI547138.1-processed-gene-2.110&CDS=1-13170
1726	OG0001726	YHR100C	genemark-KI547138.1-processed-gene-2.89-mRNA-1_1&gene=genemark-KI547138.1-processed-gene-2.89&CDS=1-606
1727	OG0001727	YHR102W	genemark-KI547136.1-processed-gene-6.88-mRNA-1_1&gene=genemark-KI547136.1-processed-gene-6.88&CDS=1-2508
1728	OG0001728	YHR104W	genemark-KI547146.1-processed-gene-3.12-mRNA-1_1&gene=genemark-KI547146.1-processed-gene-3.12&CDS=1-954
1729	OG0001729	YHR107C	maker-KI547134.1-augustus-gene-7.143-mRNA-1_1&gene=maker-KI547134.1-augustus-gene-7.143&CDS=1-1188
1730	OG0001730	YHR108W	genemark-KI547134.1-processed-gene-6.149-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-6.149&CDS=1-1695
1731	OG0001731	YHR109W	genemark-KI547142.1-processed-gene-1.108-mRNA-1_1&gene=genemark-KI547142.1-processed-gene-1.108&CDS=1-1800
1732	OG0001732	YHR110W	genemark-KI547135.1-processed-gene-12.216-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-12.216&CDS=1-648
1733	OG0001733	YHR111W	genemark-KI547135.1-processed-gene-12.215-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-12.215&CDS=1-1299
1734	OG0001734	YHR112C	genemark-KI547142.1-processed-gene-3.59-mRNA-1_1&gene=genemark-KI547142.1-processed-gene-3.59&CDS=1-1173
1735	OG0001735	YHR113W	genemark-KI547135.1-processed-gene-12.176-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-12.176&CDS=1-1485
1736	OG0001736	YHR114W	genemark-KI547147.1-processed-gene-2.43-mRNA-1_1&gene=genemark-KI547147.1-processed-gene-2.43&CDS=1-1818
1737	OG0001737	YHR116W	genemark-KI547137.1-processed-gene-1.45-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-1.45&CDS=1-450
1738	OG0001738	YHR118C	genemark-KI547134.1-processed-gene-11.68-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-11.68&CDS=1-1107
1739	OG0001739	YHR119W	augustus_masked-KI547134.1-processed-gene-11.128-mRNA-1_1&gene=augustus_masked-KI547134.1-processed-gene-11.128&CDS=1-3141
1740	OG0001740	YHR120W	genemark-KI547137.1-processed-gene-6.93-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-6.93&CDS=1-3708
1741	OG0001741	YHR121W	genemark-KI547151.1-processed-gene-0.54-mRNA-1_1&gene=genemark-KI547151.1-processed-gene-0.54&CDS=1-663
1742	OG0001742	YHR122W	genemark-KI547151.1-processed-gene-0.57-mRNA-1_1&gene=genemark-KI547151.1-processed-gene-0.57&CDS=1-600
1743	OG0001743	YHR128W	genemark-KI547143.1-processed-gene-4.41-mRNA-1_1&gene=genemark-KI547143.1-processed-gene-4.41&CDS=1-654
1744	OG0001744	YHR132C	augustus_masked-KI547141.1-processed-gene-3.25-mRNA-1_1&gene=augustus_masked-KI547141.1-processed-gene-3.25&CDS=1-1917
1745	OG0001745	YHR140W	genemark-KI547143.1-processed-gene-0.83-mRNA-1_1&gene=genemark-KI547143.1-processed-gene-0.83&CDS=1-705
1746	OG0001746	YHR142W	genemark-KI547134.1-processed-gene-0.106-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-0.106&CDS=1-936
1747	OG0001747	YHR144C	genemark-KI547135.1-processed-gene-1.57-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-1.57&CDS=1-1062
1748	OG0001748	YHR147C	augustus_masked-KI547152.1-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-KI547152.1-processed-gene-0.100&CDS=1-1461
