	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035671_Phaffomyces_antillensis
1955	OG0001955	YIR012W	snap_masked-flattened_line_10-processed-gene-2.1-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.1&CDS=1-1329
1956	OG0001956	YIR017C	snap_masked-flattened_line_174-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_174-processed-gene-0.19&CDS=1-600
1957	OG0001957	YIR022W	snap_masked-flattened_line_48-processed-gene-0.220-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.220&CDS=1-450
1958	OG0001958	YIR023W	augustus_masked-flattened_line_48-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.17&CDS=1-2439
1959	OG0001959	YIR024C	augustus_masked-flattened_line_48-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.51&CDS=1-657
1960	OG0001960	YIR026C	snap_masked-flattened_line_34-processed-gene-0.81-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.81&CDS=1-984
1961	OG0001961	YIR027C	snap_masked-flattened_line_0-processed-gene-4.18-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.18&CDS=1-1608
1962	OG0001962	YIR029W	snap_masked-flattened_line_54-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.59&CDS=1-1032
1963	OG0001963	YIR030C	genemark-flattened_line_90-processed-gene-0.75-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.75&CDS=1-693
1964	OG0001964	YIR032C	snap_masked-flattened_line_24-processed-gene-1.112-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.112&CDS=1-1344
1965	OG0001965	YIR034C	snap_masked-flattened_line_14-processed-gene-2.20-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-2.20&CDS=1-1122
1966	OG0001966	YIR035C	maker-flattened_line_66-snap-gene-0.54-mRNA-1_1&gene=maker-flattened_line_66-snap-gene-0.54&CDS=1-753
1967	OG0001967	YIR037W	snap_masked-flattened_line_26-processed-gene-1.111-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.111&CDS=1-483
1968	OG0001968	YIR038C	genemark-flattened_line_0-processed-gene-1.39-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.39&CDS=1-747
1969	OG0001969	YIR042C	snap_masked-flattened_line_92-processed-gene-0.83-mRNA-1_1&gene=snap_masked-flattened_line_92-processed-gene-0.83&CDS=1-696
1970	OG0001970	YJL001W	genemark-flattened_line_42-processed-gene-0.201-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.201&CDS=1-582
1971	OG0001971	YJL002C	snap_masked-flattened_line_42-processed-gene-0.66-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.66&CDS=1-1407
1972	OG0001972	YJL003W	snap_masked-flattened_line_42-processed-gene-0.106-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.106&CDS=1-354
1973	OG0001973	YJL004C	snap_masked-flattened_line_42-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.61&CDS=1-612
1974	OG0001974	YJL005W	genemark-flattened_line_6-processed-gene-2.59-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.59&CDS=1-4884
1975	OG0001975	YJL006C	snap_masked-flattened_line_8-processed-gene-1.33-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.33&CDS=1-1035
1976	OG0001976	YJL008C	snap_masked-flattened_line_8-processed-gene-1.15-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.15&CDS=1-1659
1977	OG0001977	YJL010C	snap_masked-flattened_line_8-processed-gene-1.16-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.16&CDS=1-1956
1978	OG0001978	YJL011C	snap_masked-flattened_line_22-processed-gene-0.118-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.118&CDS=1-450
1979	OG0001979	YJL014W	snap_masked-flattened_line_22-processed-gene-0.95-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.95&CDS=1-1587
1980	OG0001980	YJL019W	augustus_masked-flattened_line_22-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.3&CDS=1-1035
1981	OG0001981	YJL020C	snap_masked-flattened_line_0-processed-gene-4.75-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.75&CDS=1-3309
1982	OG0001982	YJL023C	snap_masked-flattened_line_0-processed-gene-4.73-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.73&CDS=1-621
1983	OG0001983	YJL024C	maker-flattened_line_24-snap-gene-1.178-mRNA-1_1&gene=maker-flattened_line_24-snap-gene-1.178&CDS=1-528
1984	OG0001984	YJL025W	augustus_masked-flattened_line_0-processed-gene-1.97-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.97&CDS=1-1551
1985	OG0001985	YJL026W	snap_masked-flattened_line_8-processed-gene-2.202-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.202&CDS=1-1242
1986	OG0001986	YJL030W	snap_masked-flattened_line_8-processed-gene-1.32-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.32&CDS=1-636
1987	OG0001987	YJL031C	genemark-flattened_line_8-processed-gene-1.56-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.56&CDS=1-972
1988	OG0001988	YJL033W	snap_masked-flattened_line_8-processed-gene-1.34-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.34&CDS=1-2271
1989	OG0001989	YJL035C	genemark-flattened_line_8-processed-gene-1.75-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.75&CDS=1-738
1990	OG0001990	YJL036W	snap_masked-flattened_line_8-processed-gene-1.10-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.10&CDS=1-1404
1991	OG0001991	YJL039C	snap_masked-flattened_line_2-processed-gene-3.51-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.51&CDS=1-4968
1992	OG0001992	YJL041W	snap_masked-flattened_line_2-processed-gene-2.23-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.23&CDS=1-2097
1993	OG0001993	YJL042W	snap_masked-flattened_line_2-processed-gene-2.22-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.22&CDS=1-3837
1994	OG0001994	YJL044C	maker-flattened_line_2-snap-gene-2.124-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-2.124&CDS=1-1074
1995	OG0001995	YJL046W	genemark-flattened_line_6-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.11&CDS=1-1317
1996	OG0001996	YJL049W	snap_masked-flattened_line_34-processed-gene-1.31-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.31&CDS=1-1284
1997	OG0001997	YJL050W	snap_masked-flattened_line_30-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.64&CDS=1-3201
1998	OG0001998	YJL053W	snap_masked-flattened_line_108-processed-gene-0.27-mRNA-1_1&gene=snap_masked-flattened_line_108-processed-gene-0.27&CDS=1-870
1999	OG0001999	YJL054W	snap_masked-flattened_line_14-processed-gene-2.44-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-2.44&CDS=1-1563
2000	OG0002000	YJL055W	snap_masked-flattened_line_126-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_126-processed-gene-0.12&CDS=1-681
2001	OG0002001	YJL057C	genemark-flattened_line_4-processed-gene-1.49-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.49&CDS=1-1536
2002	OG0002002	YJL059W	augustus_masked-flattened_line_32-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.33&CDS=1-1140
2003	OG0002003	YJL060W	snap_masked-flattened_line_12-processed-gene-0.123-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.123&CDS=1-1275
2004	OG0002004	YJL061W	augustus_masked-flattened_line_12-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.9&CDS=1-1986
2005	OG0002005	YJL062W	augustus_masked-flattened_line_48-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.7&CDS=1-2379
2006	OG0002006	YJL062W-A	snap_masked-flattened_line_122-processed-gene-0.56-mRNA-1_1&gene=snap_masked-flattened_line_122-processed-gene-0.56&CDS=1-270
2007	OG0002007	YJL063C	snap_masked-flattened_line_130-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_130-processed-gene-0.5&CDS=1-654
2008	OG0002008	YJL065C	snap_masked-flattened_line_102-processed-gene-0.90-mRNA-1_1&gene=snap_masked-flattened_line_102-processed-gene-0.90&CDS=1-873
2009	OG0002009	YJL066C	snap_masked-flattened_line_98-processed-gene-0.35-mRNA-1_1&gene=snap_masked-flattened_line_98-processed-gene-0.35&CDS=1-762
2010	OG0002010	YJL068C	snap_masked-flattened_line_4-processed-gene-3.165-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.165&CDS=1-879
2011	OG0002011	YJL069C	snap_masked-flattened_line_122-processed-gene-0.42-mRNA-1_1&gene=snap_masked-flattened_line_122-processed-gene-0.42&CDS=1-1599
2012	OG0002012	YJL071W	genemark-flattened_line_6-processed-gene-0.31-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.31&CDS=1-1566
2013	OG0002013	YJL072C	snap_masked-flattened_line_6-processed-gene-0.50-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.50&CDS=1-441
2014	OG0002014	YJL074C	snap_masked-flattened_line_18-processed-gene-0.36-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.36&CDS=1-3645
2015	OG0002015	YJL080C	snap_masked-flattened_line_82-processed-gene-0.131-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.131&CDS=1-3528
2016	OG0002016	YJL081C	maker-flattened_line_8-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-0.0&CDS=1-1443
2017	OG0002017	YJL087C	snap_masked-flattened_line_84-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_84-processed-gene-0.13&CDS=1-2487
2018	OG0002018	YJL088W	snap_masked-flattened_line_84-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_84-processed-gene-0.33&CDS=1-951
2019	OG0002019	YJL090C	augustus_masked-flattened_line_42-processed-gene-0.245-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.245&CDS=1-2004
2020	OG0002020	YJL091C	snap_masked-flattened_line_34-processed-gene-1.30-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.30&CDS=1-1488
2021	OG0002021	YJL092W	snap_masked-flattened_line_34-processed-gene-1.55-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.55&CDS=1-2499
2022	OG0002022	YJL093C	genemark-flattened_line_34-processed-gene-1.72-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.72&CDS=1-1902
2023	OG0002023	YJL094C	snap_masked-flattened_line_48-processed-gene-0.186-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.186&CDS=1-2172
2024	OG0002024	YJL095W	genemark-flattened_line_34-processed-gene-1.96-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.96&CDS=1-3918
2025	OG0002025	YJL096W	genemark-flattened_line_34-processed-gene-1.97-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.97&CDS=1-480
2026	OG0002026	YJL097W	snap_masked-flattened_line_34-processed-gene-1.18-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.18&CDS=1-702
2027	OG0002027	YJL100W	snap_masked-flattened_line_139-processed-gene-0.55-mRNA-1_1&gene=snap_masked-flattened_line_139-processed-gene-0.55&CDS=1-1836
2028	OG0002028	YJL101C	augustus_masked-flattened_line_0-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.94&CDS=1-1971
2029	OG0002029	YJL102W	augustus_masked-flattened_line_86-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.24&CDS=1-2310
2030	OG0002030	YJL104W	genemark-flattened_line_40-processed-gene-0.57-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.57&CDS=1-399
2031	OG0002031	YJL106W	genemark-flattened_line_40-processed-gene-0.58-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.58&CDS=1-2133
2032	OG0002032	YJL108C	snap_masked-flattened_line_40-processed-gene-0.96-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.96&CDS=1-3030
2033	OG0002033	YJL109C	genemark-flattened_line_40-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.16&CDS=1-6033
2034	OG0002034	YJL111W	snap_masked-flattened_line_2-processed-gene-1.59-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.59&CDS=1-3615
2035	OG0002035	YJL115W	snap_masked-flattened_line_32-processed-gene-1.175-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.175&CDS=1-762
2036	OG0002036	YJL117W	snap_masked-flattened_line_102-processed-gene-0.76-mRNA-1_1&gene=snap_masked-flattened_line_102-processed-gene-0.76&CDS=1-939
2037	OG0002037	YJL121C	snap_masked-flattened_line_2-processed-gene-3.92-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.92&CDS=1-708
2038	OG0002038	YJL122W	snap_masked-flattened_line_2-processed-gene-3.71-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.71&CDS=1-489
2039	OG0002039	YJL124C	maker-flattened_line_48-snap-gene-0.80-mRNA-1_1&gene=maker-flattened_line_48-snap-gene-0.80&CDS=1-516
2040	OG0002040	YJL125C	snap_masked-flattened_line_48-processed-gene-0.210-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.210&CDS=1-1083
2041	OG0002041	YJL126W	snap_masked-flattened_line_157-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_157-processed-gene-0.23&CDS=1-909
2042	OG0002042	YJL127C	maker-flattened_line_157-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_157-snap-gene-0.0&CDS=1-2310
2043	OG0002043	YJL127C-B	snap_masked-flattened_line_78-processed-gene-0.77-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.77&CDS=1-207
2044	OG0002044	YJL128C	snap_masked-flattened_line_100-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_100-processed-gene-0.61&CDS=1-1809
2045	OG0002045	YJL130C	snap_masked-flattened_line_157-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_157-processed-gene-0.24&CDS=1-6666
2046	OG0002046	YJL131C	augustus_masked-flattened_line_78-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.21&CDS=1-1251
2047	OG0002047	YJL132W	snap_masked-flattened_line_78-processed-gene-0.76-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.76&CDS=1-2193
2048	OG0002048	YJL140W	snap_masked-flattened_line_18-processed-gene-1.250-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.250&CDS=1-618
2049	OG0002049	YJL141C	maker-flattened_line_18-augustus-gene-1.297-mRNA-1_1&gene=maker-flattened_line_18-augustus-gene-1.297&CDS=1-2670
2050	OG0002050	YJL145W	snap_masked-flattened_line_151-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_151-processed-gene-0.18&CDS=1-852
2051	OG0002051	YJL148W	snap_masked-flattened_line_64-processed-gene-0.74-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.74&CDS=1-825
2052	OG0002052	YJL149W	genemark-flattened_line_48-processed-gene-0.163-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.163&CDS=1-1623
2053	OG0002053	YJL153C	snap_masked-flattened_line_139-processed-gene-0.56-mRNA-1_1&gene=snap_masked-flattened_line_139-processed-gene-0.56&CDS=1-1584
2054	OG0002054	YJL154C	snap_masked-flattened_line_68-processed-gene-0.56-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.56&CDS=1-2424
2055	OG0002055	YJL155C	snap_masked-flattened_line_68-processed-gene-0.60-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.60&CDS=1-1347
2056	OG0002056	YJL156C	genemark-flattened_line_68-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.14&CDS=1-2076
2057	OG0002057	YJL157C	augustus_masked-flattened_line_108-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-flattened_line_108-processed-gene-0.67&CDS=1-2472
2058	OG0002058	YJL163C	snap_masked-flattened_line_64-processed-gene-0.79-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.79&CDS=1-1737
2059	OG0002059	YJL166W	snap_masked-flattened_line_30-processed-gene-1.211-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.211&CDS=1-285
2060	OG0002060	YJL167W	snap_masked-flattened_line_30-processed-gene-1.179-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.179&CDS=1-1056
2061	OG0002061	YJL168C	snap_masked-flattened_line_0-processed-gene-4.49-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.49&CDS=1-2343
2062	OG0002062	YJL171C	snap_masked-flattened_line_0-processed-gene-4.46-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.46&CDS=1-1239
2063	OG0002063	YJL176C	genemark-flattened_line_8-processed-gene-2.292-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.292&CDS=1-1851
2064	OG0002064	YJL178C	genemark-flattened_line_8-processed-gene-2.290-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.290&CDS=1-783
2065	OG0002065	YJL179W	snap_masked-flattened_line_8-processed-gene-2.154-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.154&CDS=1-369
2066	OG0002066	YJL180C	snap_masked-flattened_line_8-processed-gene-2.190-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.190&CDS=1-909
2067	OG0002067	YJL183W	snap_masked-flattened_line_8-processed-gene-2.142-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.142&CDS=1-1227
2068	OG0002068	YJL184W	snap_masked-flattened_line_8-processed-gene-2.141-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.141&CDS=1-315
2069	OG0002069	YJL187C	snap_masked-flattened_line_0-processed-gene-4.8-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.8&CDS=1-2535
2070	OG0002070	YJL189W	genemark-flattened_line_0-processed-gene-3.21-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.21&CDS=1-153
2071	OG0002071	YJL192C	genemark-flattened_line_0-processed-gene-3.37-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.37&CDS=1-702
2072	OG0002072	YJL194W	snap_masked-flattened_line_16-processed-gene-2.165-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-2.165&CDS=1-1929
2073	OG0002073	YJL197W	snap_masked-flattened_line_2-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.68&CDS=1-3753
2074	OG0002074	YJL200C	genemark-flattened_line_20-processed-gene-1.160-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.160&CDS=1-2379
2075	OG0002075	YJL201W	snap_masked-flattened_line_2-processed-gene-1.74-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.74&CDS=1-1551
2076	OG0002076	YJL203W	snap_masked-flattened_line_137-processed-gene-0.38-mRNA-1_1&gene=snap_masked-flattened_line_137-processed-gene-0.38&CDS=1-1224
2077	OG0002077	YJL204C	snap_masked-flattened_line_26-processed-gene-1.105-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.105&CDS=1-2301
2078	OG0002078	YJL207C	snap_masked-flattened_line_14-processed-gene-1.96-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.96&CDS=1-5646
2079	OG0002079	YJL208C	snap_masked-flattened_line_14-processed-gene-1.95-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.95&CDS=1-972
2080	OG0002080	YJL209W	snap_masked-flattened_line_14-processed-gene-1.71-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.71&CDS=1-2061
2081	OG0002081	YJL212C	snap_masked-flattened_line_116-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_116-processed-gene-0.25&CDS=1-2352
2082	OG0002082	YJR001W	maker-flattened_line_24-augustus-gene-1.193-mRNA-1_1&gene=maker-flattened_line_24-augustus-gene-1.193&CDS=1-3393
2083	OG0002083	YJR003C	augustus_masked-flattened_line_60-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.2&CDS=1-1587
2084	OG0002084	YJR004C	snap_masked-flattened_line_161-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_161-processed-gene-0.22&CDS=1-2406
2085	OG0002085	YJR005W	snap_masked-flattened_line_0-processed-gene-4.26-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.26&CDS=1-2052
2086	OG0002086	YJR006W	maker-flattened_line_8-snap-gene-0.7-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-0.7&CDS=1-1353
2087	OG0002087	YJR007W	snap_masked-flattened_line_26-processed-gene-1.96-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.96&CDS=1-909
2088	OG0002088	YJR008W	snap_masked-flattened_line_0-processed-gene-2.124-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.124&CDS=1-957
2089	OG0002089	YJR010W	snap_masked-flattened_line_24-processed-gene-1.124-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.124&CDS=1-1527
2090	OG0002090	YJR013W	snap_masked-flattened_line_180-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_180-processed-gene-0.18&CDS=1-753
2091	OG0002091	YJR014W	snap_masked-flattened_line_221-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_221-processed-gene-0.1&CDS=1-474
2092	OG0002092	YJR016C	snap_masked-flattened_line_36-processed-gene-1.83-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.83&CDS=1-1764
2093	OG0002093	YJR019C	snap_masked-flattened_line_26-processed-gene-1.100-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.100&CDS=1-1017
2094	OG0002094	YJR022W	snap_masked-flattened_line_24-processed-gene-1.104-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.104&CDS=1-294
