	OrthologID	Lachancea_dasiensis	Saccharomyces_cerevisiae
1929	OG0001929	genemark-LADA0E-processed-gene-2.38-mRNA-1_1&gene=genemark-LADA0E-processed-gene-2.38&CDS=1-645	YDL213C
1930	OG0001930	genemark-LADA0E-processed-gene-2.39-mRNA-1_1&gene=genemark-LADA0E-processed-gene-2.39&CDS=1-1497	YNL182C
1931	OG0001931	genemark-LADA0E-processed-gene-2.20-mRNA-1_1&gene=genemark-LADA0E-processed-gene-2.20&CDS=1-1164	YNL181W
1932	OG0001932	genemark-LADA0E-processed-gene-2.40-mRNA-1_1&gene=genemark-LADA0E-processed-gene-2.40&CDS=1-774	YNL180C
1933	OG0001933	genemark-LADA0E-processed-gene-2.22-mRNA-1_1&gene=genemark-LADA0E-processed-gene-2.22&CDS=1-741	YNL178W
1934	OG0001934	genemark-LADA0E-processed-gene-2.23-mRNA-1_1&gene=genemark-LADA0E-processed-gene-2.23&CDS=1-597	YDL212W
1935	OG0001935	genemark-LADA0E-processed-gene-2.42-mRNA-1_1&gene=genemark-LADA0E-processed-gene-2.42&CDS=1-912	YNL177C
1936	OG0001936	genemark-LADA0E-processed-gene-2.44-mRNA-1_1&gene=genemark-LADA0E-processed-gene-2.44&CDS=1-1185	YNL175C
1937	OG0001937	genemark-LADA0E-processed-gene-2.25-mRNA-1_1&gene=genemark-LADA0E-processed-gene-2.25&CDS=1-447	YNL185C
1938	OG0001938	genemark-LADA0E-processed-gene-2.46-mRNA-1_1&gene=genemark-LADA0E-processed-gene-2.46&CDS=1-2319	YNL186W
1939	OG0001939	genemark-LADA0E-processed-gene-3.0-mRNA-1_1&gene=genemark-LADA0E-processed-gene-3.0&CDS=1-1254	YOL058W
1940	OG0001940	genemark-LADA0E-processed-gene-3.1-mRNA-1_1&gene=genemark-LADA0E-processed-gene-3.1&CDS=1-2073	YOL057W
1941	OG0001941	snap_masked-LADA0E-processed-gene-3.48-mRNA-1_1&gene=snap_masked-LADA0E-processed-gene-3.48&CDS=1-1473	YDL020C
1942	OG0001942	genemark-LADA0E-processed-gene-3.15-mRNA-1_1&gene=genemark-LADA0E-processed-gene-3.15&CDS=1-621	YLR011W
1943	OG0001943	genemark-LADA0E-processed-gene-3.5-mRNA-1_1&gene=genemark-LADA0E-processed-gene-3.5&CDS=1-1857	YML088W
1944	OG0001944	genemark-LADA0E-processed-gene-3.16-mRNA-1_1&gene=genemark-LADA0E-processed-gene-3.16&CDS=1-924	YML125C
1945	OG0001945	genemark-LADA0E-processed-gene-3.17-mRNA-1_1&gene=genemark-LADA0E-processed-gene-3.17&CDS=1-1584	YML086C
1946	OG0001946	augustus_masked-LADA0E-processed-gene-3.105-mRNA-1_1&gene=augustus_masked-LADA0E-processed-gene-3.105&CDS=1-1341	YML085C
1947	OG0001947	augustus_masked-LADA0E-processed-gene-3.106-mRNA-1_1&gene=augustus_masked-LADA0E-processed-gene-3.106&CDS=1-1704	YML123C
1948	OG0001948	genemark-LADA0E-processed-gene-3.20-mRNA-1_1&gene=genemark-LADA0E-processed-gene-3.20&CDS=1-1323	YHR190W
1949	OG0001949	genemark-LADA0E-processed-gene-3.21-mRNA-1_1&gene=genemark-LADA0E-processed-gene-3.21&CDS=1-579	YHR189W
1950	OG0001950	genemark-LADA0E-processed-gene-3.6-mRNA-1_1&gene=genemark-LADA0E-processed-gene-3.6&CDS=1-897	YML121W
1951	OG0001951	genemark-LADA0E-processed-gene-3.22-mRNA-1_1&gene=genemark-LADA0E-processed-gene-3.22&CDS=1-1548	YML120C
1952	OG0001952	genemark-LADA0E-processed-gene-3.8-mRNA-1_1&gene=genemark-LADA0E-processed-gene-3.8&CDS=1-897	YDR313C
1953	OG0001953	genemark-LADA0E-processed-gene-3.9-mRNA-1_1&gene=genemark-LADA0E-processed-gene-3.9&CDS=1-1491	YHR065C
1954	OG0001954	maker-LADA0E-snap-gene-3.40-mRNA-1_1&gene=maker-LADA0E-snap-gene-3.40&CDS=1-1242	YPR165W
1955	OG0001955	snap_masked-LADA0E-processed-gene-3.76-mRNA-1_1&gene=snap_masked-LADA0E-processed-gene-3.76&CDS=1-3489	YPR164W
1956	OG0001956	genemark-LADA0E-processed-gene-3.10-mRNA-1_1&gene=genemark-LADA0E-processed-gene-3.10&CDS=1-1233	YPR163C
1957	OG0001957	augustus_masked-LADA0E-processed-gene-3.113-mRNA-1_1&gene=augustus_masked-LADA0E-processed-gene-3.113&CDS=1-3543	YKR096W
1958	OG0001958	genemark-LADA0E-processed-gene-3.11-mRNA-1_1&gene=genemark-LADA0E-processed-gene-3.11&CDS=1-1734	YGL095C
1959	OG0001959	genemark-LADA0E-processed-gene-3.28-mRNA-1_1&gene=genemark-LADA0E-processed-gene-3.28&CDS=1-1551	YPL181W
1960	OG0001960	genemark-LADA0E-processed-gene-3.29-mRNA-1_1&gene=genemark-LADA0E-processed-gene-3.29&CDS=1-1887	YKL179C
1961	OG0001961	augustus_masked-LADA0E-processed-gene-3.116-mRNA-1_1&gene=augustus_masked-LADA0E-processed-gene-3.116&CDS=1-2178	YJL176C
1962	OG0001962	genemark-LADA0E-processed-gene-3.31-mRNA-1_1&gene=genemark-LADA0E-processed-gene-3.31&CDS=1-348	YJL173C
1963	OG0001963	augustus_masked-LADA0E-processed-gene-3.118-mRNA-1_1&gene=augustus_masked-LADA0E-processed-gene-3.118&CDS=1-1401	YKL178C
1964	OG0001964	genemark-LADA0E-processed-gene-3.33-mRNA-1_1&gene=genemark-LADA0E-processed-gene-3.33&CDS=1-1197	YJL171C
1965	OG0001965	genemark-LADA0E-processed-gene-3.34-mRNA-1_1&gene=genemark-LADA0E-processed-gene-3.34&CDS=1-2052	YJL168C
1966	OG0001966	snap_masked-LADA0E-processed-gene-3.86-mRNA-1_1&gene=snap_masked-LADA0E-processed-gene-3.86&CDS=1-2085	YKL176C
1967	OG0001967	genemark-LADA0E-processed-gene-4.0-mRNA-1_1&gene=genemark-LADA0E-processed-gene-4.0&CDS=1-1395	YKL175W
1968	OG0001968	genemark-LADA0E-processed-gene-4.5-mRNA-1_1&gene=genemark-LADA0E-processed-gene-4.5&CDS=1-1647	YKL174C
1969	OG0001969	genemark-LADA0E-processed-gene-4.1-mRNA-1_1&gene=genemark-LADA0E-processed-gene-4.1&CDS=1-2814	YKL173W
1970	OG0001970	genemark-LADA0E-processed-gene-4.2-mRNA-1_1&gene=genemark-LADA0E-processed-gene-4.2&CDS=1-1197	YKL172W
1971	OG0001971	maker-LADA0E-augustus-gene-4.44-mRNA-1_1&gene=maker-LADA0E-augustus-gene-4.44&CDS=1-1341	YJL167W
1972	OG0001972	snap_masked-LADA0E-processed-gene-4.54-mRNA-1_1&gene=snap_masked-LADA0E-processed-gene-4.54&CDS=1-2565	YKL171W
1973	OG0001973	genemark-LADA0E-processed-gene-4.6-mRNA-1_1&gene=genemark-LADA0E-processed-gene-4.6&CDS=1-414	YKL170W
1974	OG0001974	genemark-LADA0E-processed-gene-4.19-mRNA-1_1&gene=genemark-LADA0E-processed-gene-4.19&CDS=1-2151	YKL168C
1975	OG0001975	augustus_masked-LADA0E-processed-gene-4.120-mRNA-1_1&gene=augustus_masked-LADA0E-processed-gene-4.120&CDS=1-393	YKL167C
1976	OG0001976	genemark-LADA0E-processed-gene-4.22-mRNA-1_1&gene=genemark-LADA0E-processed-gene-4.22&CDS=1-1131	YKL166C
1977	OG0001977	augustus_masked-LADA0E-processed-gene-4.122-mRNA-1_1&gene=augustus_masked-LADA0E-processed-gene-4.122&CDS=1-1743	YJL163C
1978	OG0001978	augustus_masked-LADA0E-processed-gene-4.123-mRNA-1_1&gene=augustus_masked-LADA0E-processed-gene-4.123&CDS=1-2766	YKL165C
1979	OG0001979	genemark-LADA0E-processed-gene-4.25-mRNA-1_1&gene=genemark-LADA0E-processed-gene-4.25&CDS=1-1752	YJL162C
1980	OG0001980	augustus_masked-LADA0E-processed-gene-4.126-mRNA-1_1&gene=augustus_masked-LADA0E-processed-gene-4.126&CDS=1-753	YJL158C
1981	OG0001981	augustus_masked-LADA0E-processed-gene-4.127-mRNA-1_1&gene=augustus_masked-LADA0E-processed-gene-4.127&CDS=1-3267	YJL157C
1982	OG0001982	genemark-LADA0E-processed-gene-4.29-mRNA-1_1&gene=genemark-LADA0E-processed-gene-4.29&CDS=1-2046	YJL156C
1983	OG0001983	maker-LADA0E-augustus-gene-4.47-mRNA-1_1&gene=maker-LADA0E-augustus-gene-4.47&CDS=1-3966	YJL154C
1984	OG0001984	genemark-LADA0E-processed-gene-4.9-mRNA-1_1&gene=genemark-LADA0E-processed-gene-4.9&CDS=1-1032	YKR066C
1985	OG0001985	genemark-LADA0E-processed-gene-4.10-mRNA-1_1&gene=genemark-LADA0E-processed-gene-4.10&CDS=1-585	YKR065C
1986	OG0001986	genemark-LADA0E-processed-gene-4.33-mRNA-1_1&gene=genemark-LADA0E-processed-gene-4.33&CDS=1-2169	YKR064W
1987	OG0001987	genemark-LADA0E-processed-gene-4.12-mRNA-1_1&gene=genemark-LADA0E-processed-gene-4.12&CDS=1-1230	YKR063C
1988	OG0001988	snap_masked-LADA0E-processed-gene-4.63-mRNA-1_1&gene=snap_masked-LADA0E-processed-gene-4.63&CDS=1-501	YJL148W
1989	OG0001989	genemark-LADA0E-processed-gene-4.34-mRNA-1_1&gene=genemark-LADA0E-processed-gene-4.34&CDS=1-864	YKR062W
1990	OG0001990	augustus_masked-LADA0E-processed-gene-4.133-mRNA-1_1&gene=augustus_masked-LADA0E-processed-gene-4.133&CDS=1-1089	YJL147C
1991	OG0001991	augustus_masked-LADA0E-processed-gene-4.113-mRNA-1_1&gene=augustus_masked-LADA0E-processed-gene-4.113&CDS=1-1134	YJL146W
1992	OG0001992	genemark-LADA0E-processed-gene-4.15-mRNA-1_1&gene=genemark-LADA0E-processed-gene-4.15&CDS=1-855	YJL145W
1993	OG0001993	genemark-LADA0E-processed-gene-4.36-mRNA-1_1&gene=genemark-LADA0E-processed-gene-4.36&CDS=1-1146	YGR286C
1994	OG0001994	genemark-LADA0E-processed-gene-4.17-mRNA-1_1&gene=genemark-LADA0E-processed-gene-4.17&CDS=1-474	YJL143W
1995	OG0001995	genemark-LADA0E-processed-gene-4.37-mRNA-1_1&gene=genemark-LADA0E-processed-gene-4.37&CDS=1-2025	YJL141C
1996	OG0001996	genemark-LADA0E-processed-gene-4.18-mRNA-1_1&gene=genemark-LADA0E-processed-gene-4.18&CDS=1-591	YJL140W
1997	OG0001997	genemark-LADA0E-processed-gene-4.38-mRNA-1_1&gene=genemark-LADA0E-processed-gene-4.38&CDS=1-1263	YKR061W
1998	OG0001998	genemark-LADA0E-processed-gene-4.39-mRNA-1_1&gene=genemark-LADA0E-processed-gene-4.39&CDS=1-810	YKR060W
1999	OG0001999	genemark-LADA0E-processed-gene-4.42-mRNA-1_1&gene=genemark-LADA0E-processed-gene-4.42&CDS=1-1908	YKR056W
2000	OG0002000	genemark-LADA0E-processed-gene-4.43-mRNA-1_1&gene=genemark-LADA0E-processed-gene-4.43&CDS=1-792	YKR055W
2001	OG0002001	snap_masked-LADA0E-processed-gene-5.88-mRNA-1_1&gene=snap_masked-LADA0E-processed-gene-5.88&CDS=1-12276	YKR054C
2002	OG0002002	genemark-LADA0E-processed-gene-5.4-mRNA-1_1&gene=genemark-LADA0E-processed-gene-5.4&CDS=1-927	YKR051W
2003	OG0002003	genemark-LADA0E-processed-gene-5.3-mRNA-1_1&gene=genemark-LADA0E-processed-gene-5.3&CDS=1-2199	YJL132W
2004	OG0002004	genemark-LADA0E-processed-gene-5.25-mRNA-1_1&gene=genemark-LADA0E-processed-gene-5.25&CDS=1-3393	YKR050W
2005	OG0002005	genemark-LADA0E-processed-gene-5.26-mRNA-1_1&gene=genemark-LADA0E-processed-gene-5.26&CDS=1-1845	YJL128C
2006	OG0002006	genemark-LADA0E-processed-gene-5.27-mRNA-1_1&gene=genemark-LADA0E-processed-gene-5.27&CDS=1-1656	YJL127C
2007	OG0002007	genemark-LADA0E-processed-gene-5.7-mRNA-1_1&gene=genemark-LADA0E-processed-gene-5.7&CDS=1-906	YJL126W
2008	OG0002008	genemark-LADA0E-processed-gene-5.28-mRNA-1_1&gene=genemark-LADA0E-processed-gene-5.28&CDS=1-1188	YJL125C
2009	OG0002009	genemark-LADA0E-processed-gene-5.29-mRNA-1_1&gene=genemark-LADA0E-processed-gene-5.29&CDS=1-483	YJL124C
2010	OG0002010	genemark-LADA0E-processed-gene-5.8-mRNA-1_1&gene=genemark-LADA0E-processed-gene-5.8&CDS=1-387	YKR049C
2011	OG0002011	genemark-LADA0E-processed-gene-5.30-mRNA-1_1&gene=genemark-LADA0E-processed-gene-5.30&CDS=1-1332	YJL123C
2012	OG0002012	genemark-LADA0E-processed-gene-5.9-mRNA-1_1&gene=genemark-LADA0E-processed-gene-5.9&CDS=1-474	YJL122W
2013	OG0002013	genemark-LADA0E-processed-gene-5.31-mRNA-1_1&gene=genemark-LADA0E-processed-gene-5.31&CDS=1-708	YJL121C
2014	OG0002014	genemark-LADA0E-processed-gene-5.10-mRNA-1_1&gene=genemark-LADA0E-processed-gene-5.10&CDS=1-1326	YKR048C
2015	OG0002015	genemark-LADA0E-processed-gene-5.11-mRNA-1_1&gene=genemark-LADA0E-processed-gene-5.11&CDS=1-951	YKR046C
2016	OG0002016	snap_masked-LADA0E-processed-gene-5.101-mRNA-1_1&gene=snap_masked-LADA0E-processed-gene-5.101&CDS=1-555	YKR045C
2017	OG0002017	genemark-LADA0E-processed-gene-5.13-mRNA-1_1&gene=genemark-LADA0E-processed-gene-5.13&CDS=1-909	YJL117W
2018	OG0002018	genemark-LADA0E-processed-gene-5.32-mRNA-1_1&gene=genemark-LADA0E-processed-gene-5.32&CDS=1-1275	YKR044W
2019	OG0002019	genemark-LADA0E-processed-gene-5.14-mRNA-1_1&gene=genemark-LADA0E-processed-gene-5.14&CDS=1-813	YKR043C
2020	OG0002020	snap_masked-LADA0E-processed-gene-5.104-mRNA-1_1&gene=snap_masked-LADA0E-processed-gene-5.104&CDS=1-918	YLR224W
2021	OG0002021	genemark-LADA0E-processed-gene-5.16-mRNA-1_1&gene=genemark-LADA0E-processed-gene-5.16&CDS=1-1215	YPR201W
2022	OG0002022	genemark-LADA0E-processed-gene-5.18-mRNA-1_1&gene=genemark-LADA0E-processed-gene-5.18&CDS=1-903	YJL115W
2023	OG0002023	augustus_masked-LADA0E-processed-gene-5.61-mRNA-1_1&gene=augustus_masked-LADA0E-processed-gene-5.61&CDS=1-2478	YDL028C
2024	OG0002024	augustus_masked-LADA0E-processed-gene-5.77-mRNA-1_1&gene=augustus_masked-LADA0E-processed-gene-5.77&CDS=1-1173	YDL029W
2025	OG0002025	snap_masked-LADA0E-processed-gene-5.126-mRNA-1_1&gene=snap_masked-LADA0E-processed-gene-5.126&CDS=1-1047	YDL027C
2026	OG0002026	snap_masked-LADA0E-processed-gene-5.127-mRNA-1_1&gene=snap_masked-LADA0E-processed-gene-5.127&CDS=1-1398	YOL062C
2027	OG0002027	genemark-LADA0E-processed-gene-5.20-mRNA-1_1&gene=genemark-LADA0E-processed-gene-5.20&CDS=1-1410	YOL061W
2028	OG0002028	genemark-LADA0E-processed-gene-5.37-mRNA-1_1&gene=genemark-LADA0E-processed-gene-5.37&CDS=1-2121	YOL060C
2029	OG0002029	genemark-LADA0E-processed-gene-5.38-mRNA-1_1&gene=genemark-LADA0E-processed-gene-5.38&CDS=1-963	YIL164C
2030	OG0002030	genemark-LADA0E-processed-gene-5.21-mRNA-1_1&gene=genemark-LADA0E-processed-gene-5.21&CDS=1-1152	YDL022W
2031	OG0002031	genemark-LADA0E-processed-gene-5.22-mRNA-1_1&gene=genemark-LADA0E-processed-gene-5.22&CDS=1-3123	YDL215C
2032	OG0002032	augustus_masked-LADA0E-processed-gene-5.65-mRNA-1_1&gene=augustus_masked-LADA0E-processed-gene-5.65&CDS=1-1242	YDL216C
2033	OG0002033	genemark-LADA0E-processed-gene-5.39-mRNA-1_1&gene=genemark-LADA0E-processed-gene-5.39&CDS=1-1269	YNL187W
2034	OG0002034	genemark-LADA0E-processed-gene-5.24-mRNA-1_1&gene=genemark-LADA0E-processed-gene-5.24&CDS=1-588	YDL217C
2035	OG0002035	genemark-LADA0E-processed-gene-5.41-mRNA-1_1&gene=genemark-LADA0E-processed-gene-5.41&CDS=1-1734	YNL189W
2036	OG0002036	genemark-LADA0E-processed-gene-6.3-mRNA-1_1&gene=genemark-LADA0E-processed-gene-6.3&CDS=1-1128	YDL218W
2037	OG0002037	augustus_masked-LADA0E-processed-gene-6.116-mRNA-1_1&gene=augustus_masked-LADA0E-processed-gene-6.116&CDS=1-1548	YNL193W
2038	OG0002038	augustus_masked-LADA0E-processed-gene-6.111-mRNA-1_1&gene=augustus_masked-LADA0E-processed-gene-6.111&CDS=1-2682	YDL220C
2039	OG0002039	genemark-LADA0E-processed-gene-6.6-mRNA-1_1&gene=genemark-LADA0E-processed-gene-6.6&CDS=1-1875	YNL197C
2040	OG0002040	genemark-LADA0E-processed-gene-6.28-mRNA-1_1&gene=genemark-LADA0E-processed-gene-6.28&CDS=1-1641	YDL225W
2041	OG0002041	genemark-LADA0E-processed-gene-6.30-mRNA-1_1&gene=genemark-LADA0E-processed-gene-6.30&CDS=1-654	YDR302W
2042	OG0002042	genemark-LADA0E-processed-gene-6.31-mRNA-1_1&gene=genemark-LADA0E-processed-gene-6.31&CDS=1-3939	YDR301W
2043	OG0002043	genemark-LADA0E-processed-gene-6.11-mRNA-1_1&gene=genemark-LADA0E-processed-gene-6.11&CDS=1-1251	YDR300C
2044	OG0002044	genemark-LADA0E-processed-gene-6.32-mRNA-1_1&gene=genemark-LADA0E-processed-gene-6.32&CDS=1-990	YHR034C
2045	OG0002045	genemark-LADA0E-processed-gene-6.33-mRNA-1_1&gene=genemark-LADA0E-processed-gene-6.33&CDS=1-1596	YDR299W
2046	OG0002046	genemark-LADA0E-processed-gene-6.13-mRNA-1_1&gene=genemark-LADA0E-processed-gene-6.13&CDS=1-621	YDR298C
2047	OG0002047	genemark-LADA0E-processed-gene-6.34-mRNA-1_1&gene=genemark-LADA0E-processed-gene-6.34&CDS=1-999	YDR297W
2048	OG0002048	genemark-LADA0E-processed-gene-6.35-mRNA-1_1&gene=genemark-LADA0E-processed-gene-6.35&CDS=1-642	YDR296W
2049	OG0002049	augustus_masked-LADA0E-processed-gene-6.125-mRNA-1_1&gene=augustus_masked-LADA0E-processed-gene-6.125&CDS=1-1836	YDR295C
2050	OG0002050	augustus_masked-LADA0E-processed-gene-6.143-mRNA-1_1&gene=augustus_masked-LADA0E-processed-gene-6.143&CDS=1-759	YLR126C
2051	OG0002051	augustus_masked-LADA0E-processed-gene-6.144-mRNA-1_1&gene=augustus_masked-LADA0E-processed-gene-6.144&CDS=1-1245	YHR036W
2052	OG0002052	augustus_masked-LADA0E-processed-gene-6.145-mRNA-1_1&gene=augustus_masked-LADA0E-processed-gene-6.145&CDS=1-1698	YDR294C
2053	OG0002053	genemark-LADA0E-processed-gene-6.16-mRNA-1_1&gene=genemark-LADA0E-processed-gene-6.16&CDS=1-1719	YHR037W
2054	OG0002054	genemark-LADA0E-processed-gene-6.17-mRNA-1_1&gene=genemark-LADA0E-processed-gene-6.17&CDS=1-3678	YDR293C
2055	OG0002055	genemark-LADA0E-processed-gene-6.18-mRNA-1_1&gene=genemark-LADA0E-processed-gene-6.18&CDS=1-708	YHR038W
2056	OG0002056	genemark-LADA0E-processed-gene-6.39-mRNA-1_1&gene=genemark-LADA0E-processed-gene-6.39&CDS=1-1926	YHR039C
2057	OG0002057	genemark-LADA0E-processed-gene-6.40-mRNA-1_1&gene=genemark-LADA0E-processed-gene-6.40&CDS=1-369	YHR039C-A
2058	OG0002058	snap_masked-LADA0E-processed-gene-6.76-mRNA-1_1&gene=snap_masked-LADA0E-processed-gene-6.76&CDS=1-1245	YHR040W
2059	OG0002059	genemark-LADA0E-processed-gene-6.20-mRNA-1_1&gene=genemark-LADA0E-processed-gene-6.20&CDS=1-1755	YDR292C
2060	OG0002060	genemark-LADA0E-processed-gene-6.42-mRNA-1_1&gene=genemark-LADA0E-processed-gene-6.42&CDS=1-3216	YDR291W
2061	OG0002061	augustus_masked-LADA0E-processed-gene-6.131-mRNA-1_1&gene=augustus_masked-LADA0E-processed-gene-6.131&CDS=1-1065	YDR289C
2062	OG0002062	genemark-LADA0E-processed-gene-6.43-mRNA-1_1&gene=genemark-LADA0E-processed-gene-6.43&CDS=1-5562	YDR283C
2063	OG0002063	genemark-LADA0E-processed-gene-6.44-mRNA-1_1&gene=genemark-LADA0E-processed-gene-6.44&CDS=1-870	YDR284C
2064	OG0002064	augustus_masked-LADA0E-processed-gene-6.132-mRNA-1_1&gene=augustus_masked-LADA0E-processed-gene-6.132&CDS=1-2442	YDR285W
2065	OG0002065	genemark-LADA0E-processed-gene-6.45-mRNA-1_1&gene=genemark-LADA0E-processed-gene-6.45&CDS=1-324	YDR286C
2066	OG0002066	genemark-LADA0E-processed-gene-6.23-mRNA-1_1&gene=genemark-LADA0E-processed-gene-6.23&CDS=1-888	YDR287W
2067	OG0002067	snap_masked-LADA0E-processed-gene-6.81-mRNA-1_1&gene=snap_masked-LADA0E-processed-gene-6.81&CDS=1-852	YDR288W
2068	OG0002068	augustus_masked-LADA0E-processed-gene-6.134-mRNA-1_1&gene=augustus_masked-LADA0E-processed-gene-6.134&CDS=1-3267	YHR042W
2069	OG0002069	genemark-LADA0E-processed-gene-6.47-mRNA-1_1&gene=genemark-LADA0E-processed-gene-6.47&CDS=1-915	YDR280W
2070	OG0002070	augustus_masked-LADA0E-processed-gene-6.154-mRNA-1_1&gene=augustus_masked-LADA0E-processed-gene-6.154&CDS=1-1023	YDR279W
2071	OG0002071	genemark-LADA0E-processed-gene-6.27-mRNA-1_1&gene=genemark-LADA0E-processed-gene-6.27&CDS=1-1686	YHR045W
2072	OG0002072	genemark-LADA0E-processed-gene-7.5-mRNA-1_1&gene=genemark-LADA0E-processed-gene-7.5&CDS=1-888	YHR046C
2073	OG0002073	genemark-LADA0E-processed-gene-7.6-mRNA-1_1&gene=genemark-LADA0E-processed-gene-7.6&CDS=1-2583	YKL157W
2074	OG0002074	genemark-LADA0E-processed-gene-7.4-mRNA-1_1&gene=genemark-LADA0E-processed-gene-7.4&CDS=1-438	YHR051W
2075	OG0002075	genemark-LADA0E-processed-gene-7.7-mRNA-1_1&gene=genemark-LADA0E-processed-gene-7.7&CDS=1-459	YKL160W
2076	OG0002076	genemark-LADA0E-processed-gene-7.8-mRNA-1_1&gene=genemark-LADA0E-processed-gene-7.8&CDS=1-1224	YHR052W
2077	OG0002077	genemark-LADA0E-processed-gene-7.28-mRNA-1_1&gene=genemark-LADA0E-processed-gene-7.28&CDS=1-1833	YHR032W
2078	OG0002078	genemark-LADA0E-processed-gene-7.11-mRNA-1_1&gene=genemark-LADA0E-processed-gene-7.11&CDS=1-1530	YHR030C
2079	OG0002079	genemark-LADA0E-processed-gene-7.13-mRNA-1_1&gene=genemark-LADA0E-processed-gene-7.13&CDS=1-2934	YHR027C
2080	OG0002080	genemark-LADA0E-processed-gene-7.29-mRNA-1_1&gene=genemark-LADA0E-processed-gene-7.29&CDS=1-612	YHR026W
2081	OG0002081	genemark-LADA0E-processed-gene-7.30-mRNA-1_1&gene=genemark-LADA0E-processed-gene-7.30&CDS=1-1068	YHR025W
2082	OG0002082	genemark-LADA0E-processed-gene-7.14-mRNA-1_1&gene=genemark-LADA0E-processed-gene-7.14&CDS=1-1473	YHR024C
2083	OG0002083	augustus_masked-LADA0E-processed-gene-7.58-mRNA-1_1&gene=augustus_masked-LADA0E-processed-gene-7.58&CDS=1-1011	YHR022C
2084	OG0002084	genemark-LADA0E-processed-gene-7.32-mRNA-1_1&gene=genemark-LADA0E-processed-gene-7.32&CDS=1-2022	YKL155C
2085	OG0002085	augustus_masked-LADA0E-processed-gene-7.59-mRNA-1_1&gene=augustus_masked-LADA0E-processed-gene-7.59&CDS=1-741	YKL154W
2086	OG0002086	genemark-LADA0E-processed-gene-7.18-mRNA-1_1&gene=genemark-LADA0E-processed-gene-7.18&CDS=1-4962	YJL039C
2087	OG0002087	snap_masked-LADA0E-processed-gene-7.127-mRNA-1_1&gene=snap_masked-LADA0E-processed-gene-7.127&CDS=1-2577	YJL041W
2088	OG0002088	snap_masked-LADA0E-processed-gene-7.128-mRNA-1_1&gene=snap_masked-LADA0E-processed-gene-7.128&CDS=1-3999	YJL042W
2089	OG0002089	augustus_masked-LADA0E-processed-gene-7.61-mRNA-1_1&gene=augustus_masked-LADA0E-processed-gene-7.61&CDS=1-1161	YJL044C
2090	OG0002090	genemark-LADA0E-processed-gene-7.34-mRNA-1_1&gene=genemark-LADA0E-processed-gene-7.34&CDS=1-744	YKL152C
2091	OG0002091	genemark-LADA0E-processed-gene-7.35-mRNA-1_1&gene=genemark-LADA0E-processed-gene-7.35&CDS=1-969	YKL151C
2092	OG0002092	genemark-LADA0E-processed-gene-7.20-mRNA-1_1&gene=genemark-LADA0E-processed-gene-7.20&CDS=1-876	YKL150W
2093	OG0002093	augustus_masked-LADA0E-processed-gene-7.78-mRNA-1_1&gene=augustus_masked-LADA0E-processed-gene-7.78&CDS=1-1089	YKL149C
2094	OG0002094	genemark-LADA0E-processed-gene-7.37-mRNA-1_1&gene=genemark-LADA0E-processed-gene-7.37&CDS=1-1911	YKL148C
2095	OG0002095	genemark-LADA0E-processed-gene-7.22-mRNA-1_1&gene=genemark-LADA0E-processed-gene-7.22&CDS=1-1335	YKL145W
2096	OG0002096	genemark-LADA0E-processed-gene-7.38-mRNA-1_1&gene=genemark-LADA0E-processed-gene-7.38&CDS=1-633	YKL144C
2097	OG0002097	genemark-LADA0E-processed-gene-7.23-mRNA-1_1&gene=genemark-LADA0E-processed-gene-7.23&CDS=1-1467	YKL143W
2098	OG0002098	genemark-LADA0E-processed-gene-7.24-mRNA-1_1&gene=genemark-LADA0E-processed-gene-7.24&CDS=1-666	YKL142W
2099	OG0002099	genemark-LADA0E-processed-gene-7.39-mRNA-1_1&gene=genemark-LADA0E-processed-gene-7.39&CDS=1-2001	YJL010C
2100	OG0002100	genemark-LADA0E-processed-gene-7.40-mRNA-1_1&gene=genemark-LADA0E-processed-gene-7.40&CDS=1-1713	YJL008C
2101	OG0002101	genemark-LADA0E-processed-gene-7.25-mRNA-1_1&gene=genemark-LADA0E-processed-gene-7.25&CDS=1-2415	YJL029C
2102	OG0002102	genemark-LADA0E-processed-gene-7.41-mRNA-1_1&gene=genemark-LADA0E-processed-gene-7.41&CDS=1-627	YJL030W
2103	OG0002103	snap_masked-LADA0E-processed-gene-7.120-mRNA-1_1&gene=snap_masked-LADA0E-processed-gene-7.120&CDS=1-1002	YJL031C
2104	OG0002104	genemark-LADA0E-processed-gene-7.42-mRNA-1_1&gene=genemark-LADA0E-processed-gene-7.42&CDS=1-780	YJL006C
2105	OG0002105	genemark-LADA0E-processed-gene-7.43-mRNA-1_1&gene=genemark-LADA0E-processed-gene-7.43&CDS=1-2325	YJL033W
2106	OG0002106	genemark-LADA0E-processed-gene-7.27-mRNA-1_1&gene=genemark-LADA0E-processed-gene-7.27&CDS=1-648	YLR016C
2107	OG0002107	genemark-LADA0E-processed-gene-8.93-mRNA-1_1&gene=genemark-LADA0E-processed-gene-8.93&CDS=1-753	YJL035C
2108	OG0002108	genemark-LADA0E-processed-gene-8.96-mRNA-1_1&gene=genemark-LADA0E-processed-gene-8.96&CDS=1-1269	YJL036W
2109	OG0002109	genemark-LADA0E-processed-gene-8.97-mRNA-1_1&gene=genemark-LADA0E-processed-gene-8.97&CDS=1-1365	YLR015W
