	OrthologID	Metschnikowia_ipomoeae	Saccharomyces_cerevisiae
1434	OG0001434	snap_masked-ipo_s169-processed-gene-0.175-mRNA-1_1&gene=snap_masked-ipo_s169-processed-gene-0.175&CDS=1-708	YJR099W
1435	OG0001435	snap_masked-ipo_s169-processed-gene-0.214-mRNA-1_1&gene=snap_masked-ipo_s169-processed-gene-0.214&CDS=1-1533	YPR045C
1436	OG0001436	snap_masked-ipo_s169-processed-gene-0.215-mRNA-1_1&gene=snap_masked-ipo_s169-processed-gene-0.215&CDS=1-1635	YBR007C
1437	OG0001437	snap_masked-ipo_s169-processed-gene-0.177-mRNA-1_1&gene=snap_masked-ipo_s169-processed-gene-0.177&CDS=1-1857	YNL045W
1438	OG0001438	snap_masked-ipo_s169-processed-gene-0.178-mRNA-1_1&gene=snap_masked-ipo_s169-processed-gene-0.178&CDS=1-684	YNL044W
1439	OG0001439	genemark-ipo_s169-processed-gene-0.64-mRNA-1_1&gene=genemark-ipo_s169-processed-gene-0.64&CDS=1-186	YJL189W
1440	OG0001440	augustus_masked-ipo_s169-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-ipo_s169-processed-gene-0.104&CDS=1-396	YCR031C
1441	OG0001441	maker-ipo_s169-augustus-gene-0.7-mRNA-1_1&gene=maker-ipo_s169-augustus-gene-0.7&CDS=1-8277	YCR032W
1442	OG0001442	snap_masked-ipo_s169-processed-gene-0.219-mRNA-1_1&gene=snap_masked-ipo_s169-processed-gene-0.219&CDS=1-1056	YCR035C
1443	OG0001443	snap_masked-ipo_s169-processed-gene-0.182-mRNA-1_1&gene=snap_masked-ipo_s169-processed-gene-0.182&CDS=1-6363	YDL171C
1444	OG0001444	snap_masked-ipo_s169-processed-gene-0.184-mRNA-1_1&gene=snap_masked-ipo_s169-processed-gene-0.184&CDS=1-699	YDR262W
1445	OG0001445	maker-ipo_s169-augustus-gene-0.8-mRNA-1_1&gene=maker-ipo_s169-augustus-gene-0.8&CDS=1-1746	YHR108W
1446	OG0001446	snap_masked-ipo_s169-processed-gene-0.185-mRNA-1_1&gene=snap_masked-ipo_s169-processed-gene-0.185&CDS=1-324	YDR357C
1447	OG0001447	augustus_masked-ipo_s169-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-ipo_s169-processed-gene-0.143&CDS=1-3138	YDR204W
1448	OG0001448	snap_masked-ipo_s169-processed-gene-0.186-mRNA-1_1&gene=snap_masked-ipo_s169-processed-gene-0.186&CDS=1-495	YDR201W
1449	OG0001449	snap_masked-ipo_s169-processed-gene-0.224-mRNA-1_1&gene=snap_masked-ipo_s169-processed-gene-0.224&CDS=1-897	YLR239C
1450	OG0001450	snap_masked-ipo_s169-processed-gene-0.189-mRNA-1_1&gene=snap_masked-ipo_s169-processed-gene-0.189&CDS=1-1074	YLR246W
1451	OG0001451	snap_masked-ipo_s169-processed-gene-0.190-mRNA-1_1&gene=snap_masked-ipo_s169-processed-gene-0.190&CDS=1-4488	YDR180W
1452	OG0001452	snap_masked-ipo_s169-processed-gene-0.227-mRNA-1_1&gene=snap_masked-ipo_s169-processed-gene-0.227&CDS=1-801	YDR181C
1453	OG0001453	snap_masked-ipo_s169-processed-gene-0.191-mRNA-1_1&gene=snap_masked-ipo_s169-processed-gene-0.191&CDS=1-1314	YDR182W
1454	OG0001454	snap_masked-ipo_s169-processed-gene-0.228-mRNA-1_1&gene=snap_masked-ipo_s169-processed-gene-0.228&CDS=1-2481	YLR166C
1455	OG0001455	genemark-ipo_s169-processed-gene-0.75-mRNA-1_1&gene=genemark-ipo_s169-processed-gene-0.75&CDS=1-450	YLR167W
1456	OG0001456	snap_masked-ipo_s169-processed-gene-0.229-mRNA-1_1&gene=snap_masked-ipo_s169-processed-gene-0.229&CDS=1-654	YDR183W
1457	OG0001457	snap_masked-ipo_s169-processed-gene-0.193-mRNA-1_1&gene=snap_masked-ipo_s169-processed-gene-0.193&CDS=1-1413	YLR163C
1458	OG0001458	snap_masked-ipo_s169-processed-gene-0.233-mRNA-1_1&gene=snap_masked-ipo_s169-processed-gene-0.233&CDS=1-1887	YDR176W
1459	OG0001459	snap_masked-ipo_s169-processed-gene-0.234-mRNA-1_1&gene=snap_masked-ipo_s169-processed-gene-0.234&CDS=1-918	YDR175C
1460	OG0001460	snap_masked-ipo_s169-processed-gene-0.238-mRNA-1_1&gene=snap_masked-ipo_s169-processed-gene-0.238&CDS=1-2349	YBR080C
1461	OG0001461	maker-ipo_s169-augustus-gene-0.6-mRNA-1_1&gene=maker-ipo_s169-augustus-gene-0.6&CDS=1-1368	YDR305C
1462	OG0001462	snap_masked-ipo_s169-processed-gene-0.240-mRNA-1_1&gene=snap_masked-ipo_s169-processed-gene-0.240&CDS=1-471	YHR059W
1463	OG0001463	snap_masked-ipo_s169-processed-gene-0.241-mRNA-1_1&gene=snap_masked-ipo_s169-processed-gene-0.241&CDS=1-972	YOR142W
1464	OG0001464	snap_masked-ipo_s169-processed-gene-0.242-mRNA-1_1&gene=snap_masked-ipo_s169-processed-gene-0.242&CDS=1-2451	YOR141C
1465	OG0001465	snap_masked-ipo_s169-processed-gene-0.197-mRNA-1_1&gene=snap_masked-ipo_s169-processed-gene-0.197&CDS=1-1128	YDR346C
1466	OG0001466	snap_masked-ipo_s17-processed-gene-0.65-mRNA-1_1&gene=snap_masked-ipo_s17-processed-gene-0.65&CDS=1-525	YOL129W
1467	OG0001467	snap_masked-ipo_s17-processed-gene-0.83-mRNA-1_1&gene=snap_masked-ipo_s17-processed-gene-0.83&CDS=1-1116	YNL307C
1468	OG0001468	snap_masked-ipo_s17-processed-gene-0.66-mRNA-1_1&gene=snap_masked-ipo_s17-processed-gene-0.66&CDS=1-654	YNL306W
1469	OG0001469	maker-ipo_s17-snap-gene-0.60-mRNA-1_1&gene=maker-ipo_s17-snap-gene-0.60&CDS=1-420	YOL127W
1470	OG0001470	snap_masked-ipo_s17-processed-gene-0.68-mRNA-1_1&gene=snap_masked-ipo_s17-processed-gene-0.68&CDS=1-2430	YKR090W
1471	OG0001471	snap_masked-ipo_s17-processed-gene-0.85-mRNA-1_1&gene=snap_masked-ipo_s17-processed-gene-0.85&CDS=1-891	YKR088C
1472	OG0001472	augustus_masked-ipo_s17-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-ipo_s17-processed-gene-0.9&CDS=1-864	YJL068C
1473	OG0001473	maker-ipo_s17-snap-gene-0.62-mRNA-1_1&gene=maker-ipo_s17-snap-gene-0.62&CDS=1-1017	YLR287C
1474	OG0001474	maker-ipo_s17-snap-gene-0.61-mRNA-1_1&gene=maker-ipo_s17-snap-gene-0.61&CDS=1-1296	YOR181W
1475	OG0001475	snap_masked-ipo_s17-processed-gene-0.89-mRNA-1_1&gene=snap_masked-ipo_s17-processed-gene-0.89&CDS=1-735	YJL063C
1476	OG0001476	snap_masked-ipo_s17-processed-gene-0.90-mRNA-1_1&gene=snap_masked-ipo_s17-processed-gene-0.90&CDS=1-192	YLR262C-A
1477	OG0001477	augustus_masked-ipo_s17-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-ipo_s17-processed-gene-0.15&CDS=1-1047	YBR265W
1478	OG0001478	snap_masked-ipo_s17-processed-gene-0.92-mRNA-1_1&gene=snap_masked-ipo_s17-processed-gene-0.92&CDS=1-864	YLR439W
1479	OG0001479	snap_masked-ipo_s17-processed-gene-0.80-mRNA-1_1&gene=snap_masked-ipo_s17-processed-gene-0.80&CDS=1-261	YLR438C-A
1480	OG0001480	augustus_masked-ipo_s17-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-ipo_s17-processed-gene-0.18&CDS=1-3042	YML061C
1481	OG0001481	snap_masked-ipo_s170-processed-gene-0.22-mRNA-1_1&gene=snap_masked-ipo_s170-processed-gene-0.22&CDS=1-1596	YPR040W
1482	OG0001482	snap_masked-ipo_s170-processed-gene-0.23-mRNA-1_1&gene=snap_masked-ipo_s170-processed-gene-0.23&CDS=1-774	YJR101W
1483	OG0001483	snap_masked-ipo_s170-processed-gene-0.25-mRNA-1_1&gene=snap_masked-ipo_s170-processed-gene-0.25&CDS=1-927	YJR088C
1484	OG0001484	snap_masked-ipo_s170-processed-gene-0.34-mRNA-1_1&gene=snap_masked-ipo_s170-processed-gene-0.34&CDS=1-621	YJR102C
1485	OG0001485	maker-ipo_s172-augustus-gene-0.0-mRNA-1_1&gene=maker-ipo_s172-augustus-gene-0.0&CDS=1-4596	YBR097W
1486	OG0001486	snap_masked-ipo_s176-processed-gene-0.1-mRNA-1_1&gene=snap_masked-ipo_s176-processed-gene-0.1&CDS=1-1824	YFR051C
1487	OG0001487	snap_masked-ipo_s176-processed-gene-0.2-mRNA-1_1&gene=snap_masked-ipo_s176-processed-gene-0.2&CDS=1-1086	YGL248W
1488	OG0001488	snap_masked-ipo_s176-processed-gene-0.3-mRNA-1_1&gene=snap_masked-ipo_s176-processed-gene-0.3&CDS=1-831	YFR050C
1489	OG0001489	snap_masked-ipo_s179-processed-gene-0.0-mRNA-1_1&gene=snap_masked-ipo_s179-processed-gene-0.0&CDS=1-1263	YDR473C
1490	OG0001490	maker-ipo_s18-augustus-gene-0.6-mRNA-1_1&gene=maker-ipo_s18-augustus-gene-0.6&CDS=1-468	YOR357C
1491	OG0001491	snap_masked-ipo_s180-processed-gene-0.51-mRNA-1_1&gene=snap_masked-ipo_s180-processed-gene-0.51&CDS=1-2094	YPL072W
1492	OG0001492	snap_masked-ipo_s180-processed-gene-0.42-mRNA-1_1&gene=snap_masked-ipo_s180-processed-gene-0.42&CDS=1-540	YLR065C
1493	OG0001493	snap_masked-ipo_s180-processed-gene-0.43-mRNA-1_1&gene=snap_masked-ipo_s180-processed-gene-0.43&CDS=1-192	YAL044W-A
1494	OG0001494	augustus_masked-ipo_s180-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-ipo_s180-processed-gene-0.10&CDS=1-4641	YOR326W
1495	OG0001495	snap_masked-ipo_s180-processed-gene-0.54-mRNA-1_1&gene=snap_masked-ipo_s180-processed-gene-0.54&CDS=1-1326	YGL164C
1496	OG0001496	snap_masked-ipo_s180-processed-gene-0.46-mRNA-1_1&gene=snap_masked-ipo_s180-processed-gene-0.46&CDS=1-2523	YGL163C
1497	OG0001497	snap_masked-ipo_s180-processed-gene-0.55-mRNA-1_1&gene=snap_masked-ipo_s180-processed-gene-0.55&CDS=1-1335	YCR028C
1498	OG0001498	snap_masked-ipo_s180-processed-gene-0.56-mRNA-1_1&gene=snap_masked-ipo_s180-processed-gene-0.56&CDS=1-2139	YLR144C
1499	OG0001499	snap_masked-ipo_s180-processed-gene-0.59-mRNA-1_1&gene=snap_masked-ipo_s180-processed-gene-0.59&CDS=1-1635	YNL189W
1500	OG0001500	snap_masked-ipo_s181-processed-gene-0.36-mRNA-1_1&gene=snap_masked-ipo_s181-processed-gene-0.36&CDS=1-897	YLL027W
1501	OG0001501	snap_masked-ipo_s181-processed-gene-0.37-mRNA-1_1&gene=snap_masked-ipo_s181-processed-gene-0.37&CDS=1-2100	YLL029W
1502	OG0001502	snap_masked-ipo_s181-processed-gene-0.38-mRNA-1_1&gene=snap_masked-ipo_s181-processed-gene-0.38&CDS=1-1851	YAR007C
1503	OG0001503	snap_masked-ipo_s181-processed-gene-0.39-mRNA-1_1&gene=snap_masked-ipo_s181-processed-gene-0.39&CDS=1-1203	YGL184C
1504	OG0001504	snap_masked-ipo_s181-processed-gene-0.43-mRNA-1_1&gene=snap_masked-ipo_s181-processed-gene-0.43&CDS=1-933	YNL025C
1505	OG0001505	snap_masked-ipo_s183-processed-gene-0.29-mRNA-1_1&gene=snap_masked-ipo_s183-processed-gene-0.29&CDS=1-1035	YMR315W
1506	OG0001506	snap_masked-ipo_s183-processed-gene-0.25-mRNA-1_1&gene=snap_masked-ipo_s183-processed-gene-0.25&CDS=1-2493	YPL190C
1507	OG0001507	snap_masked-ipo_s183-processed-gene-0.30-mRNA-1_1&gene=snap_masked-ipo_s183-processed-gene-0.30&CDS=1-1647	YDR168W
1508	OG0001508	snap_masked-ipo_s183-processed-gene-0.32-mRNA-1_1&gene=snap_masked-ipo_s183-processed-gene-0.32&CDS=1-2607	YML097C
1509	OG0001509	snap_masked-ipo_s183-processed-gene-0.33-mRNA-1_1&gene=snap_masked-ipo_s183-processed-gene-0.33&CDS=1-4623	YCR042C
1510	OG0001510	snap_masked-ipo_s183-processed-gene-0.27-mRNA-1_1&gene=snap_masked-ipo_s183-processed-gene-0.27&CDS=1-3240	YBL076C
1511	OG0001511	snap_masked-ipo_s183-processed-gene-0.36-mRNA-1_1&gene=snap_masked-ipo_s183-processed-gene-0.36&CDS=1-3039	YPL183C
1512	OG0001512	snap_masked-ipo_s184-processed-gene-0.24-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-0.24&CDS=1-1125	YFL039C
1513	OG0001513	maker-ipo_s184-augustus-gene-0.43-mRNA-1_1&gene=maker-ipo_s184-augustus-gene-0.43&CDS=1-333	YOR327C
1514	OG0001514	snap_masked-ipo_s184-processed-gene-0.25-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-0.25&CDS=1-507	YAL044C
1515	OG0001515	snap_masked-ipo_s184-processed-gene-0.26-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-0.26&CDS=1-1944	YDL206W
1516	OG0001516	snap_masked-ipo_s184-processed-gene-0.4-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-0.4&CDS=1-1731	YGL084C
1517	OG0001517	augustus_masked-ipo_s184-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-ipo_s184-processed-gene-0.110&CDS=1-411	YGL087C
1518	OG0001518	snap_masked-ipo_s184-processed-gene-0.6-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-0.6&CDS=1-2010	YGL086W
1519	OG0001519	snap_masked-ipo_s184-processed-gene-0.29-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-0.29&CDS=1-2604	YBR055C
1520	OG0001520	augustus_masked-ipo_s184-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-ipo_s184-processed-gene-0.90&CDS=1-1491	YMR131C
1521	OG0001521	snap_masked-ipo_s184-processed-gene-0.8-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-0.8&CDS=1-1872	YPL263C
1522	OG0001522	snap_masked-ipo_s184-processed-gene-0.30-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-0.30&CDS=1-966	YPL266W
1523	OG0001523	snap_masked-ipo_s184-processed-gene-0.12-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-0.12&CDS=1-1596	YEL058W
1524	OG0001524	snap_masked-ipo_s184-processed-gene-0.33-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-0.33&CDS=1-696	YGL085W
1525	OG0001525	snap_masked-ipo_s184-processed-gene-0.16-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-0.16&CDS=1-1368	YBR130C
1526	OG0001526	snap_masked-ipo_s184-processed-gene-0.17-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-0.17&CDS=1-1143	YFL030W
1527	OG0001527	snap_masked-ipo_s184-processed-gene-0.19-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-0.19&CDS=1-4245	YNL088W
1528	OG0001528	snap_masked-ipo_s184-processed-gene-0.38-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-0.38&CDS=1-1071	YOR042W
1529	OG0001529	snap_masked-ipo_s184-processed-gene-1.5-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-1.5&CDS=1-1146	YDR502C
1530	OG0001530	snap_masked-ipo_s184-processed-gene-1.4-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-1.4&CDS=1-3141	YCL061C
1531	OG0001531	snap_masked-ipo_s184-processed-gene-1.22-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-1.22&CDS=1-1122	YCL059C
1532	OG0001532	snap_masked-ipo_s184-processed-gene-1.8-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-1.8&CDS=1-1248	YIR012W
1533	OG0001533	snap_masked-ipo_s184-processed-gene-1.9-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-1.9&CDS=1-1413	YIR008C
1534	OG0001534	snap_masked-ipo_s184-processed-gene-1.23-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-1.23&CDS=1-2742	YIR007W
1535	OG0001535	snap_masked-ipo_s184-processed-gene-1.24-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-1.24&CDS=1-3300	YER013W
1536	OG0001536	snap_masked-ipo_s184-processed-gene-1.25-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-1.25&CDS=1-585	YER012W
1537	OG0001537	snap_masked-ipo_s184-processed-gene-1.26-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-1.26&CDS=1-699	YBR256C
1538	OG0001538	snap_masked-ipo_s184-processed-gene-1.29-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-1.29&CDS=1-1245	YIL160C
1539	OG0001539	augustus_masked-ipo_s184-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-ipo_s184-processed-gene-1.75&CDS=1-5295	YNL313C
1540	OG0001540	snap_masked-ipo_s184-processed-gene-1.34-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-1.34&CDS=1-2205	YBR060C
1541	OG0001541	snap_masked-ipo_s184-processed-gene-1.11-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-1.11&CDS=1-333	YDR045C
1542	OG0001542	snap_masked-ipo_s184-processed-gene-1.36-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-1.36&CDS=1-693	YBR070C
1543	OG0001543	snap_masked-ipo_s184-processed-gene-1.37-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-1.37&CDS=1-1014	YBR065C
1544	OG0001544	snap_masked-ipo_s184-processed-gene-1.38-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-1.38&CDS=1-4080	YMR259C
1545	OG0001545	snap_masked-ipo_s184-processed-gene-1.13-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-1.13&CDS=1-2670	YBR073W
1546	OG0001546	snap_masked-ipo_s184-processed-gene-1.40-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-1.40&CDS=1-1815	YDR049W
1547	OG0001547	maker-ipo_s184-augustus-gene-1.140-mRNA-1_1&gene=maker-ipo_s184-augustus-gene-1.140&CDS=1-1110	YDR047W
1548	OG0001548	snap_masked-ipo_s184-processed-gene-1.14-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-1.14&CDS=1-2955	YBR074W
1549	OG0001549	snap_masked-ipo_s184-processed-gene-1.15-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-1.15&CDS=1-294	YHR087W
1550	OG0001550	snap_masked-ipo_s184-processed-gene-1.16-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-1.16&CDS=1-2058	YDR333C
1551	OG0001551	snap_masked-ipo_s184-processed-gene-1.17-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-1.17&CDS=1-1842	YHR039C
1552	OG0001552	snap_masked-ipo_s184-processed-gene-1.41-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-1.41&CDS=1-333	YHR039C-A
1553	OG0001553	snap_masked-ipo_s184-processed-gene-1.42-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-1.42&CDS=1-4572	YDR334W
1554	OG0001554	augustus_masked-ipo_s184-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-ipo_s184-processed-gene-1.64&CDS=1-1314	YHR086W
1555	OG0001555	augustus_masked-ipo_s184-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-ipo_s184-processed-gene-1.88&CDS=1-801	YLR271W
1556	OG0001556	snap_masked-ipo_s184-processed-gene-1.20-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-1.20&CDS=1-927	YOR174W
1557	OG0001557	snap_masked-ipo_s184-processed-gene-1.45-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-1.45&CDS=1-1149	YOR176W
1558	OG0001558	snap_masked-ipo_s184-processed-gene-1.46-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-1.46&CDS=1-1779	YOR175C
1559	OG0001559	snap_masked-ipo_s184-processed-gene-1.47-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-1.47&CDS=1-3459	YLR272C
1560	OG0001560	snap_masked-ipo_s184-processed-gene-1.48-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-1.48&CDS=1-1617	YMR005W
1561	OG0001561	snap_masked-ipo_s184-processed-gene-1.21-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-1.21&CDS=1-1101	YOL010W
1562	OG0001562	snap_masked-ipo_s184-processed-gene-2.9-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-2.9&CDS=1-7389	YKL203C
1563	OG0001563	snap_masked-ipo_s184-processed-gene-2.10-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-2.10&CDS=1-1260	YJR065C
1564	OG0001564	snap_masked-ipo_s184-processed-gene-2.11-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-2.11&CDS=1-1647	YJR064W
1565	OG0001565	snap_masked-ipo_s184-processed-gene-2.7-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-2.7&CDS=1-951	YJR070C
1566	OG0001566	snap_masked-ipo_s184-processed-gene-2.12-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-2.12&CDS=1-369	YJR063W
1567	OG0001567	snap_masked-ipo_s184-processed-gene-2.8-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-2.8&CDS=1-915	YOR004W
1568	OG0001568	snap_masked-ipo_s184-processed-gene-2.14-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-2.14&CDS=1-3792	YMR076C
1569	OG0001569	snap_masked-ipo_s184-processed-gene-2.59-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-2.59&CDS=1-1470	YDL207W
1570	OG0001570	snap_masked-ipo_s184-processed-gene-2.15-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-2.15&CDS=1-858	YDR237W
1571	OG0001571	snap_masked-ipo_s184-processed-gene-2.16-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-2.16&CDS=1-663	YGR042W
1572	OG0001572	snap_masked-ipo_s184-processed-gene-2.17-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-2.17&CDS=1-1107	YOL001W
1573	OG0001573	snap_masked-ipo_s184-processed-gene-2.18-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-2.18&CDS=1-861	YMR178W
1574	OG0001574	augustus_masked-ipo_s184-processed-gene-2.244-mRNA-1_1&gene=augustus_masked-ipo_s184-processed-gene-2.244&CDS=1-2889	YOR335C
1575	OG0001575	augustus_masked-ipo_s184-processed-gene-2.207-mRNA-1_1&gene=augustus_masked-ipo_s184-processed-gene-2.207&CDS=1-2901	YGL073W
1576	OG0001576	snap_masked-ipo_s184-processed-gene-2.63-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-2.63&CDS=1-1020	YHR052W
1577	OG0001577	snap_masked-ipo_s184-processed-gene-2.65-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-2.65&CDS=1-1335	YMR065W
1578	OG0001578	snap_masked-ipo_s184-processed-gene-2.66-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-2.66&CDS=1-966	YMR063W
1579	OG0001579	snap_masked-ipo_s184-processed-gene-2.22-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-2.22&CDS=1-1083	YOL064C
1580	OG0001580	maker-ipo_s184-snap-gene-2.2-mRNA-1_1&gene=maker-ipo_s184-snap-gene-2.2&CDS=1-1503	YPL097W
1581	OG0001581	snap_masked-ipo_s184-processed-gene-2.23-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-2.23&CDS=1-2496	YKL078W
1582	OG0001582	snap_masked-ipo_s184-processed-gene-2.68-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-2.68&CDS=1-1113	YPL096W
1583	OG0001583	snap_masked-ipo_s184-processed-gene-2.24-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-2.24&CDS=1-1662	YOR002W
1584	OG0001584	snap_masked-ipo_s184-processed-gene-2.26-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-2.26&CDS=1-1389	YPL120W
1585	OG0001585	snap_masked-ipo_s184-processed-gene-2.29-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-2.29&CDS=1-1158	YDR459C
1586	OG0001586	snap_masked-ipo_s184-processed-gene-2.31-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-2.31&CDS=1-588	YHR026W
1587	OG0001587	snap_masked-ipo_s184-processed-gene-2.74-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-2.74&CDS=1-2835	YHR027C
1588	OG0001588	snap_masked-ipo_s184-processed-gene-2.32-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-2.32&CDS=1-1734	YJL201W
1589	OG0001589	snap_masked-ipo_s184-processed-gene-2.76-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-2.76&CDS=1-936	YLR146C
1590	OG0001590	snap_masked-ipo_s184-processed-gene-2.77-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-2.77&CDS=1-669	YLR145W
1591	OG0001591	snap_masked-ipo_s184-processed-gene-2.35-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-2.35&CDS=1-1143	YDR161W
1592	OG0001592	snap_masked-ipo_s184-processed-gene-2.79-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-2.79&CDS=1-3876	YLL021W
1593	OG0001593	snap_masked-ipo_s184-processed-gene-2.80-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-2.80&CDS=1-855	YDL052C
1594	OG0001594	maker-ipo_s184-augustus-gene-2.286-mRNA-1_1&gene=maker-ipo_s184-augustus-gene-2.286&CDS=1-645	YDR381W
1595	OG0001595	snap_masked-ipo_s184-processed-gene-2.38-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-2.38&CDS=1-1359	YOR301W
1596	OG0001596	snap_masked-ipo_s184-processed-gene-2.39-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-2.39&CDS=1-1683	YOR128C
1597	OG0001597	snap_masked-ipo_s184-processed-gene-2.86-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-2.86&CDS=1-1779	YBR083W
1598	OG0001598	snap_masked-ipo_s184-processed-gene-2.87-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-2.87&CDS=1-2169	YPR031W
1599	OG0001599	snap_masked-ipo_s184-processed-gene-2.88-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-2.88&CDS=1-1329	YDR364C
1600	OG0001600	snap_masked-ipo_s184-processed-gene-2.43-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-2.43&CDS=1-900	YDR361C
1601	OG0001601	snap_masked-ipo_s184-processed-gene-2.44-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-2.44&CDS=1-2775	YBR079C
1602	OG0001602	snap_masked-ipo_s184-processed-gene-2.45-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-2.45&CDS=1-990	YCR036W
1603	OG0001603	snap_masked-ipo_s184-processed-gene-2.46-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-2.46&CDS=1-741	YBR153W
1604	OG0001604	snap_masked-ipo_s184-processed-gene-2.90-mRNA-1_1&gene=snap_masked-ipo_s184-processed-gene-2.90&CDS=1-639	YBR154C
