	OrthologID	Brettanomyces_anomalus	Saccharomyces_cerevisiae
1468	OG0001468	augustus_masked-LCTY01000003.1-processed-gene-8.101-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-8.101&CDS=1-2103	YNL094W
1469	OG0001469	augustus_masked-LCTY01000003.1-processed-gene-8.123-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-8.123&CDS=1-1068	YOR091W
1470	OG0001470	augustus_masked-LCTY01000003.1-processed-gene-8.102-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-8.102&CDS=1-1713	YOR090C
1471	OG0001471	augustus_masked-LCTY01000003.1-processed-gene-8.124-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-8.124&CDS=1-648	YOR089C
1472	OG0001472	augustus_masked-LCTY01000003.1-processed-gene-8.103-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-8.103&CDS=1-3552	YPR122W
1473	OG0001473	augustus_masked-LCTY01000003.1-processed-gene-8.125-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-8.125&CDS=1-1248	YNL092W
1474	OG0001474	augustus_masked-LCTY01000003.1-processed-gene-8.126-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-8.126&CDS=1-1953	YOR087W
1475	OG0001475	augustus_masked-LCTY01000003.1-processed-gene-8.105-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-8.105&CDS=1-1491	YNL206C
1476	OG0001476	augustus_masked-LCTY01000003.1-processed-gene-8.128-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-8.128&CDS=1-2622	YPR194C
1477	OG0001477	snap_masked-LCTY01000003.1-processed-gene-8.87-mRNA-1_1&gene=snap_masked-LCTY01000003.1-processed-gene-8.87&CDS=1-1539	YMR023C
1478	OG0001478	snap_masked-LCTY01000003.1-processed-gene-8.88-mRNA-1_1&gene=snap_masked-LCTY01000003.1-processed-gene-8.88&CDS=1-579	YNL090W
1479	OG0001479	augustus_masked-LCTY01000003.1-processed-gene-8.108-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-8.108&CDS=1-657	YEL024W
1480	OG0001480	augustus_masked-LCTY01000003.1-processed-gene-8.109-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-8.109&CDS=1-2841	YJR040W
1481	OG0001481	augustus_masked-LCTY01000003.1-processed-gene-8.110-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-8.110&CDS=1-1515	YDR256C
1482	OG0001482	augustus_masked-LCTY01000003.1-processed-gene-8.112-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-8.112&CDS=1-1038	YBR187W
1483	OG0001483	augustus_masked-LCTY01000003.1-processed-gene-9.46-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-9.46&CDS=1-651	YFL046W
1484	OG0001484	augustus_masked-LCTY01000003.1-processed-gene-9.50-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-9.50&CDS=1-756	YFL045C
1485	OG0001485	maker-LCTY01000003.1-snap-gene-9.137-mRNA-1_1&gene=maker-LCTY01000003.1-snap-gene-9.137&CDS=1-1269	YJL145W
1486	OG0001486	genemark-LCTY01000003.1-processed-gene-9.93-mRNA-1_1&gene=genemark-LCTY01000003.1-processed-gene-9.93&CDS=1-5328	YFL033C
1487	OG0001487	augustus_masked-LCTY01000003.1-processed-gene-9.74-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-9.74&CDS=1-1413	YGL065C
1488	OG0001488	augustus_masked-LCTY01000003.1-processed-gene-9.51-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-9.51&CDS=1-1329	YCR095C
1489	OG0001489	augustus_masked-LCTY01000003.1-processed-gene-9.52-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-9.52&CDS=1-1341	YNR050C
1490	OG0001490	augustus_masked-LCTY01000003.1-processed-gene-9.55-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-9.55&CDS=1-1095	YDR158W
1491	OG0001491	augustus_masked-LCTY01000003.1-processed-gene-9.75-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-9.75&CDS=1-2001	YBR102C
1492	OG0001492	augustus_masked-LCTY01000003.1-processed-gene-9.57-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-9.57&CDS=1-1473	YOR250C
1493	OG0001493	augustus_masked-LCTY01000003.1-processed-gene-9.77-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-9.77&CDS=1-633	YJL004C
1494	OG0001494	augustus_masked-LCTY01000003.1-processed-gene-9.58-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-9.58&CDS=1-3798	YMR076C
1495	OG0001495	augustus_masked-LCTY01000003.1-processed-gene-9.78-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-9.78&CDS=1-1782	YMR075W
1496	OG0001496	augustus_masked-LCTY01000003.1-processed-gene-9.59-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-9.59&CDS=1-1302	YMR062C
1497	OG0001497	maker-LCTY01000003.1-snap-gene-9.139-mRNA-1_1&gene=maker-LCTY01000003.1-snap-gene-9.139&CDS=1-2643	YBR289W
1498	OG0001498	augustus_masked-LCTY01000003.1-processed-gene-9.79-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-9.79&CDS=1-885	YBR291C
1499	OG0001499	augustus_masked-LCTY01000003.1-processed-gene-9.80-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-9.80&CDS=1-2037	YLR214W
1500	OG0001500	augustus_masked-LCTY01000003.1-processed-gene-9.81-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-9.81&CDS=1-1707	YKL028W
1501	OG0001501	augustus_masked-LCTY01000003.1-processed-gene-9.63-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-9.63&CDS=1-1497	YHR009C
1502	OG0001502	augustus_masked-LCTY01000003.1-processed-gene-9.64-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-9.64&CDS=1-1239	YDR346C
1503	OG0001503	augustus_masked-LCTY01000003.1-processed-gene-9.82-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-9.82&CDS=1-1572	YLR212C
1504	OG0001504	augustus_masked-LCTY01000003.1-processed-gene-9.66-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-9.66&CDS=1-2847	YBR229C
1505	OG0001505	augustus_masked-LCTY01000003.1-processed-gene-9.83-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-9.83&CDS=1-468	YHR175W
1506	OG0001506	augustus_masked-LCTY01000003.1-processed-gene-9.85-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-9.85&CDS=1-1596	YDR470C
1507	OG0001507	augustus_masked-LCTY01000003.1-processed-gene-9.69-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-9.69&CDS=1-762	YHR192W
1508	OG0001508	augustus_masked-LCTY01000003.1-processed-gene-9.86-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-9.86&CDS=1-591	YHR193C
1509	OG0001509	augustus_masked-LCTY01000003.1-processed-gene-9.71-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-9.71&CDS=1-1434	YBL082C
1510	OG0001510	maker-LCTY01000003.1-snap-gene-9.140-mRNA-1_1&gene=maker-LCTY01000003.1-snap-gene-9.140&CDS=1-1746	YER109C
1511	OG0001511	augustus_masked-LCTY01000003.1-processed-gene-9.87-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-9.87&CDS=1-1113	YER107C
1512	OG0001512	augustus_masked-LCTY01000003.1-processed-gene-9.88-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-9.88&CDS=1-3258	YBL076C
1513	OG0001513	augustus_masked-LCTY01000003.1-processed-gene-9.73-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-9.73&CDS=1-1371	YPL138C
1514	OG0001514	augustus_masked-LCTY01000003.1-processed-gene-10.1-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-10.1&CDS=1-1227	YJL026W
1515	OG0001515	augustus_masked-LCTY01000003.1-processed-gene-10.2-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-10.2&CDS=1-3324	YER110C
1516	OG0001516	augustus_masked-LCTY01000003.1-processed-gene-10.5-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-10.5&CDS=1-915	YGR231C
1517	OG0001517	augustus_masked-LCTY01000003.1-processed-gene-10.3-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-10.3&CDS=1-786	YGR232W
1518	OG0001518	augustus_masked-LCTY01000003.1-processed-gene-10.4-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-10.4&CDS=1-1512	YGR211W
1519	OG0001519	augustus_masked-LCTY01000003.1-processed-gene-10.20-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-10.20&CDS=1-7509	YGR217W
1520	OG0001520	augustus_masked-LCTY01000003.1-processed-gene-10.21-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-10.21&CDS=1-369	YKL137W
1521	OG0001521	maker-LCTY01000003.1-augustus-gene-10.79-mRNA-1_1&gene=maker-LCTY01000003.1-augustus-gene-10.79&CDS=1-603	YMR117C
1522	OG0001522	augustus_masked-LCTY01000003.1-processed-gene-10.22-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-10.22&CDS=1-330	YKL138C
1523	OG0001523	augustus_masked-LCTY01000003.1-processed-gene-10.7-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-10.7&CDS=1-4041	YDR293C
1524	OG0001524	maker-LCTY01000003.1-augustus-gene-10.80-mRNA-1_1&gene=maker-LCTY01000003.1-augustus-gene-10.80&CDS=1-7326	YDR150W
1525	OG0001525	augustus_masked-LCTY01000003.1-processed-gene-10.9-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-10.9&CDS=1-531	YNL260C
1526	OG0001526	augustus_masked-LCTY01000003.1-processed-gene-10.25-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-10.25&CDS=1-1473	YNL261W
1527	OG0001527	maker-LCTY01000003.1-augustus-gene-10.82-mRNA-1_1&gene=maker-LCTY01000003.1-augustus-gene-10.82&CDS=1-3339	YLR222C
1528	OG0001528	maker-LCTY01000003.1-snap-gene-10.87-mRNA-1_1&gene=maker-LCTY01000003.1-snap-gene-10.87&CDS=1-2658	YDR223W
1529	OG0001529	maker-LCTY01000003.1-snap-gene-10.88-mRNA-1_1&gene=maker-LCTY01000003.1-snap-gene-10.88&CDS=1-2592	YOR356W
1530	OG0001530	snap_masked-LCTY01000003.1-processed-gene-10.71-mRNA-1_1&gene=snap_masked-LCTY01000003.1-processed-gene-10.71&CDS=1-2280	YAL041W
1531	OG0001531	augustus_masked-LCTY01000003.1-processed-gene-10.32-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-10.32&CDS=1-1236	YAL042W
1532	OG0001532	augustus_masked-LCTY01000003.1-processed-gene-10.33-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-10.33&CDS=1-2118	YNL251C
1533	OG0001533	augustus_masked-LCTY01000003.1-processed-gene-10.16-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-10.16&CDS=1-1038	YLR377C
1534	OG0001534	augustus_masked-LCTY01000003.1-processed-gene-10.17-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-10.17&CDS=1-1440	YLR378C
1535	OG0001535	augustus_masked-LCTY01000003.1-processed-gene-10.18-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-10.18&CDS=1-669	YNL107W
1536	OG0001536	augustus_masked-LCTY01000003.1-processed-gene-10.19-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-10.19&CDS=1-1824	YKL047W
1537	OG0001537	augustus_masked-LCTY01000003.1-processed-gene-10.38-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-10.38&CDS=1-837	YAL039C
1538	OG0001538	augustus_masked-LCTY01000003.1-processed-gene-11.81-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-11.81&CDS=1-963	YHL013C
1539	OG0001539	snap_masked-LCTY01000003.1-processed-gene-11.63-mRNA-1_1&gene=snap_masked-LCTY01000003.1-processed-gene-11.63&CDS=1-1620	YNL073W
1540	OG0001540	maker-LCTY01000003.1-augustus-gene-11.41-mRNA-1_1&gene=maker-LCTY01000003.1-augustus-gene-11.41&CDS=1-1176	YHL004W
1541	OG0001541	snap_masked-LCTY01000003.1-processed-gene-11.65-mRNA-1_1&gene=snap_masked-LCTY01000003.1-processed-gene-11.65&CDS=1-951	YFR052W
1542	OG0001542	augustus_masked-LCTY01000003.1-processed-gene-11.86-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-11.86&CDS=1-3042	YMR080C
1543	OG0001543	augustus_masked-LCTY01000003.1-processed-gene-11.87-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-11.87&CDS=1-936	YBR149W
1544	OG0001544	augustus_masked-LCTY01000003.1-processed-gene-11.102-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-11.102&CDS=1-1545	YDR004W
1545	OG0001545	genemark-LCTY01000003.1-processed-gene-11.22-mRNA-1_1&gene=genemark-LCTY01000003.1-processed-gene-11.22&CDS=1-1467	YDR005C
1546	OG0001546	augustus_masked-LCTY01000003.1-processed-gene-11.88-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-11.88&CDS=1-2682	YOL084W
1547	OG0001547	snap_masked-LCTY01000003.1-processed-gene-11.52-mRNA-1_1&gene=snap_masked-LCTY01000003.1-processed-gene-11.52&CDS=1-855	YBR011C
1548	OG0001548	augustus_masked-LCTY01000003.1-processed-gene-11.104-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-11.104&CDS=1-735	YDR007W
1549	OG0001549	augustus_masked-LCTY01000003.1-processed-gene-11.91-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-11.91&CDS=1-6573	YFL007W
1550	OG0001550	augustus_masked-LCTY01000003.1-processed-gene-11.105-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-11.105&CDS=1-1125	YGL211W
1551	OG0001551	augustus_masked-LCTY01000003.1-processed-gene-11.93-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-11.93&CDS=1-1359	YMR238W
1552	OG0001552	augustus_masked-LCTY01000003.1-processed-gene-11.108-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-11.108&CDS=1-783	YMR130W
1553	OG0001553	augustus_masked-LCTY01000003.1-processed-gene-11.109-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-11.109&CDS=1-915	YOR064C
1554	OG0001554	augustus_masked-LCTY01000003.1-processed-gene-11.110-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-11.110&CDS=1-918	YOR065W
1555	OG0001555	augustus_masked-LCTY01000003.1-processed-gene-11.94-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-11.94&CDS=1-912	YOR074C
1556	OG0001556	augustus_masked-LCTY01000003.1-processed-gene-11.95-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-11.95&CDS=1-336	YKR083C
1557	OG0001557	augustus_masked-LCTY01000003.1-processed-gene-11.112-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-11.112&CDS=1-2130	YOR112W
1558	OG0001558	augustus_masked-LCTY01000003.1-processed-gene-11.113-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-11.113&CDS=1-1872	YDL185W
1559	OG0001559	augustus_masked-LCTY01000003.1-processed-gene-11.97-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-11.97&CDS=1-1446	YGL059W
1560	OG0001560	augustus_masked-LCTY01000003.1-processed-gene-11.98-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-11.98&CDS=1-1500	YBR215W
1561	OG0001561	augustus_masked-LCTY01000003.1-processed-gene-12.197-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-12.197&CDS=1-879	YIL124W
1562	OG0001562	augustus_masked-LCTY01000003.1-processed-gene-12.163-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-12.163&CDS=1-1062	YGL198W
1563	OG0001563	maker-LCTY01000003.1-snap-gene-12.73-mRNA-1_1&gene=maker-LCTY01000003.1-snap-gene-12.73&CDS=1-1245	YBR279W
1564	OG0001564	augustus_masked-LCTY01000003.1-processed-gene-12.164-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-12.164&CDS=1-1872	YJL090C
1565	OG0001565	augustus_masked-LCTY01000003.1-processed-gene-12.201-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-12.201&CDS=1-1101	YPR191W
1566	OG0001566	augustus_masked-LCTY01000003.1-processed-gene-12.166-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-12.166&CDS=1-2112	YPR190C
1567	OG0001567	maker-LCTY01000003.1-snap-gene-12.74-mRNA-1_1&gene=maker-LCTY01000003.1-snap-gene-12.74&CDS=1-2592	YPR185W
1568	OG0001568	augustus_masked-LCTY01000003.1-processed-gene-12.203-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-12.203&CDS=1-4440	YPR189W
1569	OG0001569	augustus_masked-LCTY01000003.1-processed-gene-12.204-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-12.204&CDS=1-432	YPR187W
1570	OG0001570	augustus_masked-LCTY01000003.1-processed-gene-12.168-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-12.168&CDS=1-1512	YPR186C
1571	OG0001571	snap_masked-LCTY01000003.1-processed-gene-12.90-mRNA-1_1&gene=snap_masked-LCTY01000003.1-processed-gene-12.90&CDS=1-690	YGR129W
1572	OG0001572	snap_masked-LCTY01000003.1-processed-gene-12.91-mRNA-1_1&gene=snap_masked-LCTY01000003.1-processed-gene-12.91&CDS=1-4581	YGR116W
1573	OG0001573	augustus_masked-LCTY01000003.1-processed-gene-12.171-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-12.171&CDS=1-2358	YER047C
1574	OG0001574	augustus_masked-LCTY01000003.1-processed-gene-12.205-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-12.205&CDS=1-1464	YER048C
1575	OG0001575	augustus_masked-LCTY01000003.1-processed-gene-12.206-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-12.206&CDS=1-906	YBR146W
1576	OG0001576	augustus_masked-LCTY01000003.1-processed-gene-12.207-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-12.207&CDS=1-483	YOL086W-A
1577	OG0001577	augustus_masked-LCTY01000003.1-processed-gene-12.208-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-12.208&CDS=1-2964	YOL078W
1578	OG0001578	augustus_masked-LCTY01000003.1-processed-gene-12.173-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-12.173&CDS=1-210	YOL077W-A
1579	OG0001579	augustus_masked-LCTY01000003.1-processed-gene-12.209-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-12.209&CDS=1-882	YOL077C
1580	OG0001580	augustus_masked-LCTY01000003.1-processed-gene-12.177-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-12.177&CDS=1-9174	YOR341W
1581	OG0001581	augustus_masked-LCTY01000003.1-processed-gene-12.211-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-12.211&CDS=1-972	YGL091C
1582	OG0001582	augustus_masked-LCTY01000003.1-processed-gene-12.178-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-12.178&CDS=1-3297	YBR245C
1583	OG0001583	augustus_masked-LCTY01000003.1-processed-gene-12.179-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-12.179&CDS=1-483	YIR037W
1584	OG0001584	augustus_masked-LCTY01000003.1-processed-gene-12.212-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-12.212&CDS=1-1098	YBL033C
1585	OG0001585	snap_masked-LCTY01000003.1-processed-gene-12.103-mRNA-1_1&gene=snap_masked-LCTY01000003.1-processed-gene-12.103&CDS=1-954	YGL106W
1586	OG0001586	augustus_masked-LCTY01000003.1-processed-gene-12.213-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-12.213&CDS=1-1038	YBR246W
1587	OG0001587	maker-LCTY01000003.1-snap-gene-12.75-mRNA-1_1&gene=maker-LCTY01000003.1-snap-gene-12.75&CDS=1-1752	YBR239C
1588	OG0001588	maker-LCTY01000003.1-snap-gene-12.71-mRNA-1_1&gene=maker-LCTY01000003.1-snap-gene-12.71&CDS=1-2241	YNL001W
1589	OG0001589	augustus_masked-LCTY01000003.1-processed-gene-12.185-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-12.185&CDS=1-441	YGL103W
1590	OG0001590	augustus_masked-LCTY01000003.1-processed-gene-12.216-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-12.216&CDS=1-1350	YBR243C
1591	OG0001591	augustus_masked-LCTY01000003.1-processed-gene-12.187-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-12.187&CDS=1-1986	YGL110C
1592	OG0001592	augustus_masked-LCTY01000003.1-processed-gene-12.217-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-12.217&CDS=1-1218	YGL111W
1593	OG0001593	augustus_masked-LCTY01000003.1-processed-gene-12.218-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-12.218&CDS=1-969	YGL100W
1594	OG0001594	augustus_masked-LCTY01000003.1-processed-gene-12.189-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-12.189&CDS=1-2721	YBR073W
1595	OG0001595	augustus_masked-LCTY01000003.1-processed-gene-12.221-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-12.221&CDS=1-1884	YDR049W
1596	OG0001596	augustus_masked-LCTY01000003.1-processed-gene-12.191-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-12.191&CDS=1-1086	YCR016W
1597	OG0001597	maker-LCTY01000003.1-snap-gene-12.72-mRNA-1_1&gene=maker-LCTY01000003.1-snap-gene-12.72&CDS=1-2493	YOR322C
1598	OG0001598	augustus_masked-LCTY01000003.1-processed-gene-12.194-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-12.194&CDS=1-843	YIL043C
1599	OG0001599	augustus_masked-LCTY01000003.1-processed-gene-12.224-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-12.224&CDS=1-1698	YER052C
1600	OG0001600	augustus_masked-LCTY01000003.1-processed-gene-12.225-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-12.225&CDS=1-816	YPL065W
1601	OG0001601	genemark-LCTY01000003.1-processed-gene-12.67-mRNA-1_1&gene=genemark-LCTY01000003.1-processed-gene-12.67&CDS=1-2823	YNL049C
1602	OG0001602	augustus_masked-LCTY01000003.1-processed-gene-12.195-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-12.195&CDS=1-324	YER048W-A
1603	OG0001603	augustus_masked-LCTY01000003.1-processed-gene-12.228-mRNA-1_1&gene=augustus_masked-LCTY01000003.1-processed-gene-12.228&CDS=1-1458	YHR137W
1604	OG0001604	augustus_masked-LCTY01000004.1-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-LCTY01000004.1-processed-gene-0.60&CDS=1-621	YOL008W
1605	OG0001605	augustus_masked-LCTY01000004.1-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-LCTY01000004.1-processed-gene-0.44&CDS=1-1869	YOR175C
1606	OG0001606	augustus_masked-LCTY01000004.1-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-LCTY01000004.1-processed-gene-0.61&CDS=1-858	YOR174W
1607	OG0001607	maker-LCTY01000004.1-augustus-gene-0.5-mRNA-1_1&gene=maker-LCTY01000004.1-augustus-gene-0.5&CDS=1-1908	YMR004W
1608	OG0001608	augustus_masked-LCTY01000004.1-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-LCTY01000004.1-processed-gene-0.62&CDS=1-1101	YOL010W
1609	OG0001609	augustus_masked-LCTY01000004.1-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-LCTY01000004.1-processed-gene-0.46&CDS=1-1014	YMR005W
1610	OG0001610	augustus_masked-LCTY01000004.1-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-LCTY01000004.1-processed-gene-0.63&CDS=1-795	YKL095W
1611	OG0001611	augustus_masked-LCTY01000004.1-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-LCTY01000004.1-processed-gene-0.47&CDS=1-3429	YLR272C
1612	OG0001612	augustus_masked-LCTY01000004.1-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-LCTY01000004.1-processed-gene-0.64&CDS=1-1107	YOR176W
1613	OG0001613	maker-LCTY01000004.1-snap-gene-0.1-mRNA-1_1&gene=maker-LCTY01000004.1-snap-gene-0.1&CDS=1-1260	YOL009C
1614	OG0001614	snap_masked-LCTY01000004.1-processed-gene-0.98-mRNA-1_1&gene=snap_masked-LCTY01000004.1-processed-gene-0.98&CDS=1-510	YJR025C
1615	OG0001615	augustus_masked-LCTY01000004.1-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-LCTY01000004.1-processed-gene-0.50&CDS=1-1131	YKR080W
1616	OG0001616	augustus_masked-LCTY01000004.1-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-LCTY01000004.1-processed-gene-0.51&CDS=1-957	YIL145C
