	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034901_Ogataea_methylivora
2215	OG0002215	YJR124C	augustus_masked-flattened_line_44-processed-gene-0.242-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.242&CDS=1-1296
2216	OG0002216	YJR125C	genemark-flattened_line_100-processed-gene-0.51-mRNA-1_1&gene=genemark-flattened_line_100-processed-gene-0.51&CDS=1-1326
2217	OG0002217	YJR126C	augustus_masked-flattened_line_100-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.81&CDS=1-3009
2218	OG0002218	YJR131W	genemark-flattened_line_66-processed-gene-0.130-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.130&CDS=1-2244
2219	OG0002219	YJR132W	genemark-flattened_line_28-processed-gene-0.62-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.62&CDS=1-3105
2220	OG0002220	YJR133W	genemark-flattened_line_28-processed-gene-0.64-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.64&CDS=1-618
2221	OG0002221	YJR136C	snap_masked-flattened_line_104-processed-gene-0.36-mRNA-1_1&gene=snap_masked-flattened_line_104-processed-gene-0.36&CDS=1-1587
2222	OG0002222	YJR137C	maker-flattened_line_54-augustus-gene-0.77-mRNA-1_1&gene=maker-flattened_line_54-augustus-gene-0.77&CDS=1-4920
2223	OG0002223	YJR138W	genemark-flattened_line_54-processed-gene-0.133-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.133&CDS=1-4788
2224	OG0002224	YJR139C	genemark-flattened_line_54-processed-gene-0.95-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.95&CDS=1-1083
2225	OG0002225	YJR140C	genemark-flattened_line_4-processed-gene-3.127-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.127&CDS=1-6939
2226	OG0002226	YJR141W	augustus_masked-flattened_line_54-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.4&CDS=1-1113
2227	OG0002227	YJR142W	genemark-flattened_line_4-processed-gene-3.126-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.126&CDS=1-966
2228	OG0002228	YJR143C	genemark-flattened_line_4-processed-gene-3.90-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.90&CDS=1-2259
2229	OG0002229	YJR144W	genemark-flattened_line_4-processed-gene-3.89-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.89&CDS=1-894
2230	OG0002230	YJR152W	genemark-flattened_line_149-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_149-processed-gene-0.9&CDS=1-1590
2231	OG0002231	YKL001C	genemark-flattened_line_4-processed-gene-3.158-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.158&CDS=1-606
2232	OG0002232	YKL003C	genemark-flattened_line_104-processed-gene-0.63-mRNA-1_1&gene=genemark-flattened_line_104-processed-gene-0.63&CDS=1-375
2233	OG0002233	YKL004W	genemark-flattened_line_70-processed-gene-0.60-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.60&CDS=1-1179
2234	OG0002234	YKL006C-A	augustus_masked-flattened_line_104-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_104-processed-gene-0.5&CDS=1-285
2235	OG0002235	YKL007W	augustus_masked-flattened_line_104-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_104-processed-gene-0.18&CDS=1-1482
2236	OG0002236	YKL009W	genemark-flattened_line_16-processed-gene-1.138-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.138&CDS=1-711
2237	OG0002237	YKL010C	genemark-flattened_line_16-processed-gene-1.96-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.96&CDS=1-5151
2238	OG0002238	YKL011C	augustus_masked-flattened_line_14-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.112&CDS=1-990
2239	OG0002239	YKL012W	genemark-flattened_line_14-processed-gene-0.35-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.35&CDS=1-1707
2240	OG0002240	YKL013C	augustus_masked-flattened_line_14-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.114&CDS=1-507
2241	OG0002241	YKL014C	genemark-flattened_line_106-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_106-processed-gene-0.22&CDS=1-6168
2242	OG0002242	YKL015W	genemark-flattened_line_42-processed-gene-0.241-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.241&CDS=1-2832
2243	OG0002243	YKL016C	genemark-flattened_line_4-processed-gene-2.17-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.17&CDS=1-525
2244	OG0002244	YKL017C	genemark-flattened_line_4-processed-gene-2.18-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.18&CDS=1-2226
2245	OG0002245	YKL018W	augustus_masked-flattened_line_4-processed-gene-2.137-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.137&CDS=1-1014
2246	OG0002246	YKL019W	augustus_masked-flattened_line_56-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.16&CDS=1-960
2247	OG0002247	YKL021C	genemark-flattened_line_22-processed-gene-1.93-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.93&CDS=1-1236
2248	OG0002248	YKL022C	genemark-flattened_line_22-processed-gene-1.94-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.94&CDS=1-1995
2249	OG0002249	YKL024C	genemark-flattened_line_12-processed-gene-2.106-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.106&CDS=1-867
2250	OG0002250	YKL025C	genemark-flattened_line_12-processed-gene-2.141-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.141&CDS=1-2058
2251	OG0002251	YKL027W	genemark-flattened_line_2-processed-gene-4.130-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.130&CDS=1-1320
2252	OG0002252	YKL028W	genemark-flattened_line_18-processed-gene-1.269-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.269&CDS=1-1443
2253	OG0002253	YKL029C	genemark-flattened_line_18-processed-gene-1.224-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.224&CDS=1-1899
2254	OG0002254	YKL033W	genemark-flattened_line_18-processed-gene-1.270-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.270&CDS=1-3273
2255	OG0002255	YKL033W-A	genemark-flattened_line_38-processed-gene-1.112-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-1.112&CDS=1-774
2256	OG0002256	YKL040C	genemark-flattened_line_2-processed-gene-2.55-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.55&CDS=1-804
2257	OG0002257	YKL041W	genemark-flattened_line_20-processed-gene-0.51-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.51&CDS=1-672
2258	OG0002258	YKL043W	genemark-flattened_line_70-processed-gene-0.111-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.111&CDS=1-1509
2259	OG0002259	YKL045W	genemark-flattened_line_24-processed-gene-1.134-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.134&CDS=1-1617
2260	OG0002260	YKL046C	genemark-flattened_line_42-processed-gene-0.216-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.216&CDS=1-1344
2261	OG0002261	YKL047W	snap_masked-flattened_line_84-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_84-processed-gene-0.14&CDS=1-1755
2262	OG0002262	YKL051W	augustus_masked-flattened_line_96-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.3&CDS=1-819
2263	OG0002263	YKL052C	snap_masked-flattened_line_12-processed-gene-2.45-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.45&CDS=1-1335
2264	OG0002264	YKL053C-A	augustus_masked-flattened_line_12-processed-gene-2.153-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.153&CDS=1-267
2265	OG0002265	YKL056C	genemark-flattened_line_30-processed-gene-0.68-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.68&CDS=1-504
2266	OG0002266	YKL064W	genemark-flattened_line_28-processed-gene-0.59-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.59&CDS=1-2760
2267	OG0002267	YKL067W	genemark-flattened_line_32-processed-gene-0.98-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.98&CDS=1-453
2268	OG0002268	YKL069W	genemark-flattened_line_8-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.12&CDS=1-525
2269	OG0002269	YKL073W	genemark-flattened_line_10-processed-gene-2.93-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.93&CDS=1-2541
2270	OG0002270	YKL074C	augustus_masked-flattened_line_10-processed-gene-2.51-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.51&CDS=1-1653
2271	OG0002271	YKL077W	augustus_masked-flattened_line_38-processed-gene-1.188-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-1.188&CDS=1-2172
2272	OG0002272	YKL078W	genemark-flattened_line_40-processed-gene-0.133-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.133&CDS=1-2253
2273	OG0002273	YKL079W	genemark-flattened_line_38-processed-gene-0.45-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.45&CDS=1-1968
2274	OG0002274	YKL080W	genemark-flattened_line_38-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.43&CDS=1-1161
2275	OG0002275	YKL082C	genemark-flattened_line_8-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.24&CDS=1-1302
2276	OG0002276	YKL085W	genemark-flattened_line_34-processed-gene-1.117-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.117&CDS=1-1002
2277	OG0002277	YKL086W	genemark-flattened_line_34-processed-gene-1.116-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.116&CDS=1-387
2278	OG0002278	YKL087C	genemark-flattened_line_72-processed-gene-0.125-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.125&CDS=1-981
2279	OG0002279	YKL088W	genemark-flattened_line_14-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.12&CDS=1-2133
2280	OG0002280	YKL089W	genemark-flattened_line_16-processed-gene-1.137-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.137&CDS=1-1593
2281	OG0002281	YKL090W	snap_masked-flattened_line_2-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.8&CDS=1-1404
2282	OG0002282	YKL092C	genemark-flattened_line_40-processed-gene-1.155-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-1.155&CDS=1-2862
2283	OG0002283	YKL094W	genemark-flattened_line_18-processed-gene-0.36-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.36&CDS=1-954
2284	OG0002284	YKL095W	genemark-flattened_line_132-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_132-processed-gene-0.4&CDS=1-876
2285	OG0002285	YKL098W	augustus_masked-flattened_line_74-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.54&CDS=1-285
2286	OG0002286	YKL099C	genemark-flattened_line_74-processed-gene-0.160-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.160&CDS=1-765
2287	OG0002287	YKL100C	genemark-flattened_line_8-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.8&CDS=1-1500
2288	OG0002288	YKL104C	genemark-flattened_line_8-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.25&CDS=1-2073
2289	OG0002289	YKL108W	augustus_masked-flattened_line_32-processed-gene-1.166-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.166&CDS=1-1353
2290	OG0002290	YKL110C	genemark-flattened_line_74-processed-gene-0.198-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.198&CDS=1-876
2291	OG0002291	YKL113C	snap_masked-flattened_line_2-processed-gene-2.42-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.42&CDS=1-1128
2292	OG0002292	YKL114C	genemark-flattened_line_20-processed-gene-1.281-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.281&CDS=1-1107
2293	OG0002293	YKL116C	genemark-flattened_line_60-processed-gene-0.244-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.244&CDS=1-1476
2294	OG0002294	YKL119C	genemark-flattened_line_149-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_149-processed-gene-0.13&CDS=1-669
2295	OG0002295	YKL120W	genemark-flattened_line_34-processed-gene-1.98-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.98&CDS=1-960
2296	OG0002296	YKL122C	genemark-flattened_line_70-processed-gene-0.119-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.119&CDS=1-480
2297	OG0002297	YKL125W	genemark-flattened_line_6-processed-gene-2.96-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.96&CDS=1-1941
2298	OG0002298	YKL134C	maker-flattened_line_10-snap-gene-2.246-mRNA-1_1&gene=maker-flattened_line_10-snap-gene-2.246&CDS=1-3216
2299	OG0002299	YKL135C	genemark-flattened_line_32-processed-gene-0.137-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.137&CDS=1-2148
2300	OG0002300	YKL137W	genemark-flattened_line_20-processed-gene-1.230-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.230&CDS=1-351
2301	OG0002301	YKL138C	genemark-flattened_line_20-processed-gene-1.229-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.229&CDS=1-330
2302	OG0002302	YKL139W	genemark-flattened_line_6-processed-gene-1.65-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.65&CDS=1-1755
2303	OG0002303	YKL140W	genemark-flattened_line_68-processed-gene-0.139-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.139&CDS=1-1476
2304	OG0002304	YKL142W	genemark-flattened_line_6-processed-gene-2.117-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.117&CDS=1-663
2305	OG0002305	YKL143W	maker-flattened_line_4-snap-gene-0.11-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-0.11&CDS=1-1260
2306	OG0002306	YKL144C	genemark-flattened_line_6-processed-gene-2.163-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.163&CDS=1-621
2307	OG0002307	YKL145W	genemark-flattened_line_6-processed-gene-2.120-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.120&CDS=1-1335
2308	OG0002308	YKL148C	snap_masked-flattened_line_6-processed-gene-2.71-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.71&CDS=1-1917
2309	OG0002309	YKL149C	genemark-flattened_line_6-processed-gene-2.119-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.119&CDS=1-1374
2310	OG0002310	YKL150W	snap_masked-flattened_line_6-processed-gene-2.25-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.25&CDS=1-924
2311	OG0002311	YKL151C	genemark-flattened_line_6-processed-gene-2.162-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.162&CDS=1-981
2312	OG0002312	YKL152C	genemark-flattened_line_44-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.20&CDS=1-744
2313	OG0002313	YKL154W	genemark-flattened_line_76-processed-gene-0.123-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.123&CDS=1-789
2314	OG0002314	YKL155C	maker-flattened_line_12-snap-gene-1.0-mRNA-1_1&gene=maker-flattened_line_12-snap-gene-1.0&CDS=1-2913
2315	OG0002315	YKL160W	genemark-flattened_line_30-processed-gene-0.94-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.94&CDS=1-333
2316	OG0002316	YKL165C	augustus_masked-flattened_line_14-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.134&CDS=1-2901
2317	OG0002317	YKL167C	genemark-flattened_line_88-processed-gene-0.48-mRNA-1_1&gene=genemark-flattened_line_88-processed-gene-0.48&CDS=1-459
2318	OG0002318	YKL170W	genemark-flattened_line_88-processed-gene-0.49-mRNA-1_1&gene=genemark-flattened_line_88-processed-gene-0.49&CDS=1-396
2319	OG0002319	YKL171W	snap_masked-flattened_line_56-processed-gene-0.156-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.156&CDS=1-1872
2320	OG0002320	YKL172W	genemark-flattened_line_10-processed-gene-0.92-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.92&CDS=1-1038
2321	OG0002321	YKL173W	genemark-flattened_line_10-processed-gene-0.67-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.67&CDS=1-2973
2322	OG0002322	YKL174C	genemark-flattened_line_10-processed-gene-0.91-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.91&CDS=1-1935
2323	OG0002323	YKL175W	genemark-flattened_line_94-processed-gene-0.110-mRNA-1_1&gene=genemark-flattened_line_94-processed-gene-0.110&CDS=1-1734
2324	OG0002324	YKL178C	genemark-flattened_line_26-processed-gene-1.208-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.208&CDS=1-1104
2325	OG0002325	YKL179C	genemark-flattened_line_90-processed-gene-0.75-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.75&CDS=1-2397
2326	OG0002326	YKL181W	genemark-flattened_line_6-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.13&CDS=1-1350
2327	OG0002327	YKL182W	genemark-flattened_line_6-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.12&CDS=1-6204
2328	OG0002328	YKL184W	genemark-flattened_line_92-processed-gene-0.114-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.114&CDS=1-1311
2329	OG0002329	YKL185W	augustus_masked-flattened_line_92-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_92-processed-gene-0.3&CDS=1-1902
2330	OG0002330	YKL186C	genemark-flattened_line_92-processed-gene-0.136-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.136&CDS=1-528
2331	OG0002331	YKL189W	genemark-flattened_line_4-processed-gene-2.11-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.11&CDS=1-1212
2332	OG0002332	YKL191W	augustus_masked-flattened_line_114-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-flattened_line_114-processed-gene-0.60&CDS=1-2352
2333	OG0002333	YKL192C	genemark-flattened_line_44-processed-gene-0.56-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.56&CDS=1-438
2334	OG0002334	YKL193C	genemark-flattened_line_6-processed-gene-1.55-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.55&CDS=1-1143
2335	OG0002335	YKL194C	genemark-flattened_line_26-processed-gene-1.160-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.160&CDS=1-1362
2336	OG0002336	YKL195W	genemark-flattened_line_28-processed-gene-1.32-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.32&CDS=1-723
2337	OG0002337	YKL196C	genemark-flattened_line_28-processed-gene-1.31-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.31&CDS=1-606
2338	OG0002338	YKL206C	genemark-flattened_line_58-processed-gene-0.103-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.103&CDS=1-885
2339	OG0002339	YKL207W	genemark-flattened_line_28-processed-gene-0.60-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.60&CDS=1-783
2340	OG0002340	YKL209C	genemark-flattened_line_94-processed-gene-0.93-mRNA-1_1&gene=genemark-flattened_line_94-processed-gene-0.93&CDS=1-4113
2341	OG0002341	YKL210W	genemark-flattened_line_94-processed-gene-0.111-mRNA-1_1&gene=genemark-flattened_line_94-processed-gene-0.111&CDS=1-3066
2342	OG0002342	YKL211C	genemark-flattened_line_88-processed-gene-0.51-mRNA-1_1&gene=genemark-flattened_line_88-processed-gene-0.51&CDS=1-1479
2343	OG0002343	YKL212W	genemark-flattened_line_94-processed-gene-0.90-mRNA-1_1&gene=genemark-flattened_line_94-processed-gene-0.90&CDS=1-1842
2344	OG0002344	YKL213C	genemark-flattened_line_120-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_120-processed-gene-0.41&CDS=1-2202
2345	OG0002345	YKL215C	genemark-flattened_line_26-processed-gene-0.82-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.82&CDS=1-3978
2346	OG0002346	YKL216W	genemark-flattened_line_68-processed-gene-0.85-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.85&CDS=1-1359
2347	OG0002347	YKL217W	genemark-flattened_line_24-processed-gene-1.89-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.89&CDS=1-1602
2348	OG0002348	YKL221W	genemark-flattened_line_88-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_88-processed-gene-0.7&CDS=1-1494
2349	OG0002349	YKR001C	genemark-flattened_line_62-processed-gene-0.68-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.68&CDS=1-2073
2350	OG0002350	YKR002W	genemark-flattened_line_74-processed-gene-0.201-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.201&CDS=1-1773
2351	OG0002351	YKR004C	augustus_masked-flattened_line_74-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.21&CDS=1-1134
2352	OG0002352	YKR008W	genemark-flattened_line_12-processed-gene-2.77-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.77&CDS=1-1764
2353	OG0002353	YKR009C	augustus_masked-flattened_line_28-processed-gene-1.185-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.185&CDS=1-2712
2354	OG0002354	YKR010C	snap_masked-flattened_line_82-processed-gene-0.88-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.88&CDS=1-870
