	OrthologID	Saccharomyces_cerevisiae	yHAB155_Kazachstania_spencerorum
1983	OG0001983	YHR077C	genemark-scf7180000055598-processed-gene-0.218-mRNA-1_1&gene=genemark-scf7180000055598-processed-gene-0.218&CDS=1-3159
1984	OG0001984	YHR078W	genemark-scf7180000055598-processed-gene-0.185-mRNA-1_1&gene=genemark-scf7180000055598-processed-gene-0.185&CDS=1-1656
1985	OG0001985	YHR079C	maker-scf7180000055598-snap-gene-0.83-mRNA-1_1&gene=maker-scf7180000055598-snap-gene-0.83&CDS=1-3486
1986	OG0001986	YHR079C-A	maker-scf7180000055598-snap-gene-0.82-mRNA-1_1&gene=maker-scf7180000055598-snap-gene-0.82&CDS=1-267
1987	OG0001987	YHR081W	snap_masked-scf7180000055598-processed-gene-0.37-mRNA-1_1&gene=snap_masked-scf7180000055598-processed-gene-0.37&CDS=1-558
1988	OG0001988	YHR082C	genemark-scf7180000055598-processed-gene-0.221-mRNA-1_1&gene=genemark-scf7180000055598-processed-gene-0.221&CDS=1-2712
1989	OG0001989	YHR084W	snap_masked-scf7180000055564-processed-gene-0.11-mRNA-1_1&gene=snap_masked-scf7180000055564-processed-gene-0.11&CDS=1-2724
1990	OG0001990	YHR085W	genemark-scf7180000055655-processed-gene-0.10-mRNA-1_1&gene=genemark-scf7180000055655-processed-gene-0.10&CDS=1-1017
1991	OG0001991	YHR086W	genemark-scf7180000055564-processed-gene-0.31-mRNA-1_1&gene=genemark-scf7180000055564-processed-gene-0.31&CDS=1-1146
1992	OG0001992	YHR089C	genemark-scf7180000055564-processed-gene-0.24-mRNA-1_1&gene=genemark-scf7180000055564-processed-gene-0.24&CDS=1-648
1993	OG0001993	YHR090C	genemark-scf7180000055564-processed-gene-0.23-mRNA-1_1&gene=genemark-scf7180000055564-processed-gene-0.23&CDS=1-819
1994	OG0001994	YHR096C	maker-scf7180000055530-snap-gene-0.50-mRNA-1_1&gene=maker-scf7180000055530-snap-gene-0.50&CDS=1-2103
1995	OG0001995	YHR098C	genemark-scf7180000055530-processed-gene-0.0-mRNA-1_1&gene=genemark-scf7180000055530-processed-gene-0.0&CDS=1-2817
1996	OG0001996	YHR099W	augustus_masked-scf7180000055628-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-scf7180000055628-processed-gene-0.36&CDS=1-11193
1997	OG0001997	YHR100C	genemark-scf7180000055518-processed-gene-0.7-mRNA-1_1&gene=genemark-scf7180000055518-processed-gene-0.7&CDS=1-567
1998	OG0001998	YHR101C	snap_masked-scf7180000055518-processed-gene-0.42-mRNA-1_1&gene=snap_masked-scf7180000055518-processed-gene-0.42&CDS=1-1065
1999	OG0001999	YHR102W	augustus_masked-scf7180000055518-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-scf7180000055518-processed-gene-0.27&CDS=1-5436
2000	OG0002000	YHR104W	genemark-scf7180000055564-processed-gene-0.34-mRNA-1_1&gene=genemark-scf7180000055564-processed-gene-0.34&CDS=1-981
2001	OG0002001	YHR107C	genemark-scf7180000055518-processed-gene-0.5-mRNA-1_1&gene=genemark-scf7180000055518-processed-gene-0.5&CDS=1-1209
2002	OG0002002	YHR108W	genemark-scf7180000055628-processed-gene-0.6-mRNA-1_1&gene=genemark-scf7180000055628-processed-gene-0.6&CDS=1-1713
2003	OG0002003	YHR109W	snap_masked-scf7180000055518-processed-gene-0.49-mRNA-1_1&gene=snap_masked-scf7180000055518-processed-gene-0.49&CDS=1-1632
2004	OG0002004	YHR110W	augustus_masked-scf7180000055518-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-scf7180000055518-processed-gene-0.25&CDS=1-636
2005	OG0002005	YHR111W	genemark-scf7180000055543-processed-gene-0.17-mRNA-1_1&gene=genemark-scf7180000055543-processed-gene-0.17&CDS=1-1326
2006	OG0002006	YHR112C	genemark-scf7180000055543-processed-gene-0.12-mRNA-1_1&gene=genemark-scf7180000055543-processed-gene-0.12&CDS=1-1134
2007	OG0002007	YHR113W	augustus_masked-scf7180000055518-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-scf7180000055518-processed-gene-0.24&CDS=1-1473
2008	OG0002008	YHR114W	maker-scf7180000055668-snap-gene-1.314-mRNA-1_1&gene=maker-scf7180000055668-snap-gene-1.314&CDS=1-1911
2009	OG0002009	YHR115C	genemark-scf7180000055668-processed-gene-1.93-mRNA-1_1&gene=genemark-scf7180000055668-processed-gene-1.93&CDS=1-1446
2010	OG0002010	YHR116W	genemark-scf7180000055668-processed-gene-1.46-mRNA-1_1&gene=genemark-scf7180000055668-processed-gene-1.46&CDS=1-375
2011	OG0002011	YHR118C	genemark-scf7180000055668-processed-gene-1.94-mRNA-1_1&gene=genemark-scf7180000055668-processed-gene-1.94&CDS=1-1482
2012	OG0002012	YHR120W	genemark-scf7180000055668-processed-gene-1.48-mRNA-1_1&gene=genemark-scf7180000055668-processed-gene-1.48&CDS=1-6165
2013	OG0002013	YHR121W	genemark-scf7180000055662-processed-gene-4.5-mRNA-1_1&gene=genemark-scf7180000055662-processed-gene-4.5&CDS=1-570
2014	OG0002014	YHR127W	snap_masked-scf7180000055668-processed-gene-1.262-mRNA-1_1&gene=snap_masked-scf7180000055668-processed-gene-1.262&CDS=1-837
2015	OG0002015	YHR128W	genemark-scf7180000055668-processed-gene-1.56-mRNA-1_1&gene=genemark-scf7180000055668-processed-gene-1.56&CDS=1-648
2016	OG0002016	YHR129C	genemark-scf7180000055668-processed-gene-1.97-mRNA-1_1&gene=genemark-scf7180000055668-processed-gene-1.97&CDS=1-1131
2017	OG0002017	YHR131C	genemark-scf7180000055638-processed-gene-1.29-mRNA-1_1&gene=genemark-scf7180000055638-processed-gene-1.29&CDS=1-2103
2018	OG0002018	YHR132W-A	genemark-scf7180000055638-processed-gene-1.79-mRNA-1_1&gene=genemark-scf7180000055638-processed-gene-1.79&CDS=1-423
2019	OG0002019	YHR134W	augustus_masked-scf7180000055638-processed-gene-1.173-mRNA-1_1&gene=augustus_masked-scf7180000055638-processed-gene-1.173&CDS=1-795
2020	OG0002020	YHR135C	augustus_masked-scf7180000055570-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000055570-processed-gene-0.4&CDS=1-1611
2021	OG0002021	YHR140W	genemark-scf7180000055638-processed-gene-1.77-mRNA-1_1&gene=genemark-scf7180000055638-processed-gene-1.77&CDS=1-732
2022	OG0002022	YHR142W	genemark-scf7180000055638-processed-gene-1.76-mRNA-1_1&gene=genemark-scf7180000055638-processed-gene-1.76&CDS=1-948
2023	OG0002023	YHR143W	snap_masked-scf7180000055637-processed-gene-0.101-mRNA-1_1&gene=snap_masked-scf7180000055637-processed-gene-0.101&CDS=1-723
2024	OG0002024	YHR144C	genemark-scf7180000055637-processed-gene-0.38-mRNA-1_1&gene=genemark-scf7180000055637-processed-gene-0.38&CDS=1-957
2025	OG0002025	YHR146W	genemark-scf7180000055637-processed-gene-0.18-mRNA-1_1&gene=genemark-scf7180000055637-processed-gene-0.18&CDS=1-1299
2026	OG0002026	YHR147C	genemark-scf7180000055531-processed-gene-0.37-mRNA-1_1&gene=genemark-scf7180000055531-processed-gene-0.37&CDS=1-642
2027	OG0002027	YHR148W	genemark-scf7180000055531-processed-gene-0.32-mRNA-1_1&gene=genemark-scf7180000055531-processed-gene-0.32&CDS=1-549
2028	OG0002028	YHR151C	genemark-scf7180000055541-processed-gene-0.8-mRNA-1_1&gene=genemark-scf7180000055541-processed-gene-0.8&CDS=1-1590
2029	OG0002029	YHR153C	snap_masked-scf7180000055541-processed-gene-0.38-mRNA-1_1&gene=snap_masked-scf7180000055541-processed-gene-0.38&CDS=1-582
2030	OG0002030	YHR156C	genemark-scf7180000055662-processed-gene-4.38-mRNA-1_1&gene=genemark-scf7180000055662-processed-gene-4.38&CDS=1-1089
2031	OG0002031	YHR158C	genemark-scf7180000055581-processed-gene-0.34-mRNA-1_1&gene=genemark-scf7180000055581-processed-gene-0.34&CDS=1-3705
2032	OG0002032	YHR159W	genemark-scf7180000055541-processed-gene-0.21-mRNA-1_1&gene=genemark-scf7180000055541-processed-gene-0.21&CDS=1-1518
2033	OG0002033	YHR164C	genemark-scf7180000055541-processed-gene-0.3-mRNA-1_1&gene=genemark-scf7180000055541-processed-gene-0.3&CDS=1-4653
2034	OG0002034	YHR165C	maker-scf7180000055541-snap-gene-0.26-mRNA-1_1&gene=maker-scf7180000055541-snap-gene-0.26&CDS=1-7167
2035	OG0002035	YHR168W	genemark-scf7180000055541-processed-gene-0.17-mRNA-1_1&gene=genemark-scf7180000055541-processed-gene-0.17&CDS=1-1614
2036	OG0002036	YHR171W	genemark-scf7180000055541-processed-gene-0.15-mRNA-1_1&gene=genemark-scf7180000055541-processed-gene-0.15&CDS=1-1932
2037	OG0002037	YHR172W	genemark-scf7180000055541-processed-gene-0.14-mRNA-1_1&gene=genemark-scf7180000055541-processed-gene-0.14&CDS=1-2409
2038	OG0002038	YHR174W	genemark-scf7180000055541-processed-gene-0.13-mRNA-1_1&gene=genemark-scf7180000055541-processed-gene-0.13&CDS=1-1311
2039	OG0002039	YHR175W	genemark-scf7180000055440-processed-gene-0.1-mRNA-1_1&gene=genemark-scf7180000055440-processed-gene-0.1&CDS=1-423
2040	OG0002040	YHR178W	genemark-scf7180000055440-processed-gene-0.2-mRNA-1_1&gene=genemark-scf7180000055440-processed-gene-0.2&CDS=1-3426
2041	OG0002041	YHR181W	genemark-scf7180000055577-processed-gene-0.184-mRNA-1_1&gene=genemark-scf7180000055577-processed-gene-0.184&CDS=1-690
2042	OG0002042	YHR184W	snap_masked-scf7180000055638-processed-gene-1.292-mRNA-1_1&gene=snap_masked-scf7180000055638-processed-gene-1.292&CDS=1-1656
2043	OG0002043	YHR185C	snap_masked-scf7180000055638-processed-gene-1.243-mRNA-1_1&gene=snap_masked-scf7180000055638-processed-gene-1.243&CDS=1-933
2044	OG0002044	YHR186C	genemark-scf7180000055638-processed-gene-1.48-mRNA-1_1&gene=genemark-scf7180000055638-processed-gene-1.48&CDS=1-4647
2045	OG0002045	YHR187W	genemark-scf7180000055638-processed-gene-1.99-mRNA-1_1&gene=genemark-scf7180000055638-processed-gene-1.99&CDS=1-903
2046	OG0002046	YHR188C	genemark-scf7180000055638-processed-gene-1.47-mRNA-1_1&gene=genemark-scf7180000055638-processed-gene-1.47&CDS=1-1989
2047	OG0002047	YHR189W	genemark-scf7180000055650-processed-gene-0.24-mRNA-1_1&gene=genemark-scf7180000055650-processed-gene-0.24&CDS=1-594
2048	OG0002048	YHR192W	genemark-scf7180000055600-processed-gene-0.136-mRNA-1_1&gene=genemark-scf7180000055600-processed-gene-0.136&CDS=1-789
2049	OG0002049	YHR193C	genemark-scf7180000055600-processed-gene-0.108-mRNA-1_1&gene=genemark-scf7180000055600-processed-gene-0.108&CDS=1-528
2050	OG0002050	YHR194W	genemark-scf7180000055600-processed-gene-0.135-mRNA-1_1&gene=genemark-scf7180000055600-processed-gene-0.135&CDS=1-1563
2051	OG0002051	YHR197W	genemark-scf7180000055600-processed-gene-0.133-mRNA-1_1&gene=genemark-scf7180000055600-processed-gene-0.133&CDS=1-2292
2052	OG0002052	YHR199C	genemark-scf7180000055600-processed-gene-0.107-mRNA-1_1&gene=genemark-scf7180000055600-processed-gene-0.107&CDS=1-975
2053	OG0002053	YHR200W	genemark-scf7180000055600-processed-gene-0.132-mRNA-1_1&gene=genemark-scf7180000055600-processed-gene-0.132&CDS=1-831
2054	OG0002054	YHR202W	augustus_masked-scf7180000055600-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-scf7180000055600-processed-gene-0.85&CDS=1-2394
2055	OG0002055	YHR204W	genemark-scf7180000055600-processed-gene-0.128-mRNA-1_1&gene=genemark-scf7180000055600-processed-gene-0.128&CDS=1-2211
2056	OG0002056	YHR205W	genemark-scf7180000055600-processed-gene-0.127-mRNA-1_1&gene=genemark-scf7180000055600-processed-gene-0.127&CDS=1-2472
2057	OG0002057	YHR206W	genemark-scf7180000055600-processed-gene-0.126-mRNA-1_1&gene=genemark-scf7180000055600-processed-gene-0.126&CDS=1-1869
2058	OG0002058	YHR207C	genemark-scf7180000055600-processed-gene-0.102-mRNA-1_1&gene=genemark-scf7180000055600-processed-gene-0.102&CDS=1-1446
2059	OG0002059	YHR208W	genemark-scf7180000055600-processed-gene-0.124-mRNA-1_1&gene=genemark-scf7180000055600-processed-gene-0.124&CDS=1-1191
2060	OG0002060	YHR209W	genemark-scf7180000055611-processed-gene-0.107-mRNA-1_1&gene=genemark-scf7180000055611-processed-gene-0.107&CDS=1-864
2061	OG0002061	YIL001W	snap_masked-scf7180000055457-processed-gene-0.18-mRNA-1_1&gene=snap_masked-scf7180000055457-processed-gene-0.18&CDS=1-1575
2062	OG0002062	YIL002C	snap_masked-scf7180000055457-processed-gene-0.17-mRNA-1_1&gene=snap_masked-scf7180000055457-processed-gene-0.17&CDS=1-2757
2063	OG0002063	YIL003W	genemark-scf7180000055631-processed-gene-0.27-mRNA-1_1&gene=genemark-scf7180000055631-processed-gene-0.27&CDS=1-846
2064	OG0002064	YIL004C	snap_masked-scf7180000055457-processed-gene-0.16-mRNA-1_1&gene=snap_masked-scf7180000055457-processed-gene-0.16&CDS=1-426
2065	OG0002065	YIL007C	genemark-scf7180000055457-processed-gene-0.5-mRNA-1_1&gene=genemark-scf7180000055457-processed-gene-0.5&CDS=1-672
2066	OG0002066	YIL008W	genemark-scf7180000055631-processed-gene-0.12-mRNA-1_1&gene=genemark-scf7180000055631-processed-gene-0.12&CDS=1-297
2067	OG0002067	YIL010W	genemark-scf7180000055653-processed-gene-0.81-mRNA-1_1&gene=genemark-scf7180000055653-processed-gene-0.81&CDS=1-855
2068	OG0002068	YIL014W	genemark-scf7180000055653-processed-gene-0.79-mRNA-1_1&gene=genemark-scf7180000055653-processed-gene-0.79&CDS=1-1974
2069	OG0002069	YIL015W	genemark-scf7180000055615-processed-gene-0.18-mRNA-1_1&gene=genemark-scf7180000055615-processed-gene-0.18&CDS=1-1839
2070	OG0002070	YIL016W	genemark-scf7180000055615-processed-gene-0.17-mRNA-1_1&gene=genemark-scf7180000055615-processed-gene-0.17&CDS=1-441
2071	OG0002071	YIL019W	genemark-scf7180000055572-processed-gene-0.14-mRNA-1_1&gene=genemark-scf7180000055572-processed-gene-0.14&CDS=1-1056
2072	OG0002072	YIL020C	genemark-scf7180000055615-processed-gene-0.43-mRNA-1_1&gene=genemark-scf7180000055615-processed-gene-0.43&CDS=1-702
2073	OG0002073	YIL022W	augustus_masked-scf7180000055615-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-scf7180000055615-processed-gene-0.73&CDS=1-2181
2074	OG0002074	YIL023C	snap_masked-scf7180000055615-processed-gene-0.161-mRNA-1_1&gene=snap_masked-scf7180000055615-processed-gene-0.161&CDS=1-1002
2075	OG0002075	YIL027C	genemark-scf7180000055615-processed-gene-0.10-mRNA-1_1&gene=genemark-scf7180000055615-processed-gene-0.10&CDS=1-423
2076	OG0002076	YIL030C	augustus_masked-scf7180000055615-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-scf7180000055615-processed-gene-0.72&CDS=1-3621
2077	OG0002077	YIL031W	maker-scf7180000055615-augustus-gene-0.120-mRNA-1_1&gene=maker-scf7180000055615-augustus-gene-0.120&CDS=1-2949
2078	OG0002078	YIL033C	genemark-scf7180000055615-processed-gene-0.9-mRNA-1_1&gene=genemark-scf7180000055615-processed-gene-0.9&CDS=1-1494
2079	OG0002079	YIL035C	genemark-scf7180000055615-processed-gene-0.38-mRNA-1_1&gene=genemark-scf7180000055615-processed-gene-0.38&CDS=1-1902
2080	OG0002080	YIL036W	genemark-scf7180000055615-processed-gene-0.8-mRNA-1_1&gene=genemark-scf7180000055615-processed-gene-0.8&CDS=1-1326
2081	OG0002081	YIL038C	genemark-scf7180000055528-processed-gene-0.22-mRNA-1_1&gene=genemark-scf7180000055528-processed-gene-0.22&CDS=1-2607
2082	OG0002082	YIL039W	genemark-scf7180000055528-processed-gene-0.44-mRNA-1_1&gene=genemark-scf7180000055528-processed-gene-0.44&CDS=1-1428
2083	OG0002083	YIL041W	genemark-scf7180000055528-processed-gene-0.45-mRNA-1_1&gene=genemark-scf7180000055528-processed-gene-0.45&CDS=1-1038
2084	OG0002084	YIL042C	genemark-scf7180000055528-processed-gene-0.23-mRNA-1_1&gene=genemark-scf7180000055528-processed-gene-0.23&CDS=1-1317
2085	OG0002085	YIL044C	genemark-scf7180000055528-processed-gene-0.25-mRNA-1_1&gene=genemark-scf7180000055528-processed-gene-0.25&CDS=1-900
2086	OG0002086	YIL048W	maker-scf7180000055674-snap-gene-0.10-mRNA-1_1&gene=maker-scf7180000055674-snap-gene-0.10&CDS=1-3360
2087	OG0002087	YIL049W	genemark-scf7180000055674-processed-gene-0.3-mRNA-1_1&gene=genemark-scf7180000055674-processed-gene-0.3&CDS=1-405
2088	OG0002088	YIL051C	genemark-scf7180000055674-processed-gene-0.8-mRNA-1_1&gene=genemark-scf7180000055674-processed-gene-0.8&CDS=1-429
2089	OG0002089	YIL055C	genemark-scf7180000055674-processed-gene-0.6-mRNA-1_1&gene=genemark-scf7180000055674-processed-gene-0.6&CDS=1-1386
2090	OG0002090	YIL056W	genemark-scf7180000055556-processed-gene-0.65-mRNA-1_1&gene=genemark-scf7180000055556-processed-gene-0.65&CDS=1-1428
2091	OG0002091	YIL057C	genemark-scf7180000055556-processed-gene-0.83-mRNA-1_1&gene=genemark-scf7180000055556-processed-gene-0.83&CDS=1-492
2092	OG0002092	YIL061C	genemark-scf7180000055625-processed-gene-0.6-mRNA-1_1&gene=genemark-scf7180000055625-processed-gene-0.6&CDS=1-918
2093	OG0002093	YIL062C	genemark-scf7180000055625-processed-gene-0.8-mRNA-1_1&gene=genemark-scf7180000055625-processed-gene-0.8&CDS=1-459
2094	OG0002094	YIL063C	genemark-scf7180000055556-processed-gene-0.82-mRNA-1_1&gene=genemark-scf7180000055556-processed-gene-0.82&CDS=1-840
2095	OG0002095	YIL064W	genemark-scf7180000055556-processed-gene-0.64-mRNA-1_1&gene=genemark-scf7180000055556-processed-gene-0.64&CDS=1-687
2096	OG0002096	YIL065C	genemark-scf7180000055556-processed-gene-0.81-mRNA-1_1&gene=genemark-scf7180000055556-processed-gene-0.81&CDS=1-462
2097	OG0002097	YIL068C	genemark-scf7180000055625-processed-gene-0.10-mRNA-1_1&gene=genemark-scf7180000055625-processed-gene-0.10&CDS=1-2403
2098	OG0002098	YIL070C	genemark-scf7180000055556-processed-gene-0.77-mRNA-1_1&gene=genemark-scf7180000055556-processed-gene-0.77&CDS=1-804
2099	OG0002099	YIL071C	snap_masked-scf7180000055556-processed-gene-0.31-mRNA-1_1&gene=snap_masked-scf7180000055556-processed-gene-0.31&CDS=1-921
2100	OG0002100	YIL072W	genemark-scf7180000055556-processed-gene-0.63-mRNA-1_1&gene=genemark-scf7180000055556-processed-gene-0.63&CDS=1-1815
2101	OG0002101	YIL073C	maker-scf7180000055556-snap-gene-0.46-mRNA-1_1&gene=maker-scf7180000055556-snap-gene-0.46&CDS=1-3000
2102	OG0002102	YIL075C	genemark-scf7180000055556-processed-gene-0.74-mRNA-1_1&gene=genemark-scf7180000055556-processed-gene-0.74&CDS=1-2811
2103	OG0002103	YIL076W	maker-scf7180000055556-snap-gene-0.44-mRNA-1_1&gene=maker-scf7180000055556-snap-gene-0.44&CDS=1-864
2104	OG0002104	YIL077C	snap_masked-scf7180000055556-processed-gene-0.27-mRNA-1_1&gene=snap_masked-scf7180000055556-processed-gene-0.27&CDS=1-918
2105	OG0002105	YIL078W	genemark-scf7180000055556-processed-gene-0.61-mRNA-1_1&gene=genemark-scf7180000055556-processed-gene-0.61&CDS=1-2196
2106	OG0002106	YIL083C	genemark-scf7180000055526-processed-gene-0.14-mRNA-1_1&gene=genemark-scf7180000055526-processed-gene-0.14&CDS=1-1071
2107	OG0002107	YIL088C	maker-scf7180000055597-augustus-gene-0.12-mRNA-1_1&gene=maker-scf7180000055597-augustus-gene-0.12&CDS=1-2382
2108	OG0002108	YIL090W	genemark-scf7180000055597-processed-gene-0.191-mRNA-1_1&gene=genemark-scf7180000055597-processed-gene-0.191&CDS=1-1272
2109	OG0002109	YIL091C	augustus_masked-scf7180000055597-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-scf7180000055597-processed-gene-0.150&CDS=1-2985
2110	OG0002110	YIL094C	genemark-scf7180000055597-processed-gene-0.231-mRNA-1_1&gene=genemark-scf7180000055597-processed-gene-0.231&CDS=1-1113
2111	OG0002111	YIL095W	maker-scf7180000055597-snap-gene-0.3-mRNA-1_1&gene=maker-scf7180000055597-snap-gene-0.3&CDS=1-2622
2112	OG0002112	YIL096C	genemark-scf7180000055597-processed-gene-0.230-mRNA-1_1&gene=genemark-scf7180000055597-processed-gene-0.230&CDS=1-978
2113	OG0002113	YIL098C	snap_masked-scf7180000055597-processed-gene-0.72-mRNA-1_1&gene=snap_masked-scf7180000055597-processed-gene-0.72&CDS=1-462
2114	OG0002114	YIL099W	augustus_masked-scf7180000055526-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-scf7180000055526-processed-gene-0.49&CDS=1-1398
2115	OG0002115	YIL101C	genemark-scf7180000055526-processed-gene-0.29-mRNA-1_1&gene=genemark-scf7180000055526-processed-gene-0.29&CDS=1-2292
2116	OG0002116	YIL102C-A	snap_masked-scf7180000055650-processed-gene-1.219-mRNA-1_1&gene=snap_masked-scf7180000055650-processed-gene-1.219&CDS=1-216
2117	OG0002117	YIL103W	genemark-scf7180000055526-processed-gene-0.8-mRNA-1_1&gene=genemark-scf7180000055526-processed-gene-0.8&CDS=1-1281
2118	OG0002118	YIL104C	genemark-scf7180000055597-processed-gene-0.228-mRNA-1_1&gene=genemark-scf7180000055597-processed-gene-0.228&CDS=1-1500
2119	OG0002119	YIL105C	genemark-scf7180000055526-processed-gene-0.26-mRNA-1_1&gene=genemark-scf7180000055526-processed-gene-0.26&CDS=1-1863
2120	OG0002120	YIL106W	genemark-scf7180000055597-processed-gene-0.187-mRNA-1_1&gene=genemark-scf7180000055597-processed-gene-0.187&CDS=1-885
2121	OG0002121	YIL107C	genemark-scf7180000055597-processed-gene-0.226-mRNA-1_1&gene=genemark-scf7180000055597-processed-gene-0.226&CDS=1-2556
2122	OG0002122	YIL108W	genemark-scf7180000055597-processed-gene-0.186-mRNA-1_1&gene=genemark-scf7180000055597-processed-gene-0.186&CDS=1-2088
2123	OG0002123	YIL109C	augustus_masked-scf7180000055526-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-scf7180000055526-processed-gene-0.62&CDS=1-4965
2124	OG0002124	YIL110W	maker-scf7180000055597-augustus-gene-0.8-mRNA-1_1&gene=maker-scf7180000055597-augustus-gene-0.8&CDS=1-1452
2125	OG0002125	YIL112W	snap_masked-scf7180000055597-processed-gene-0.28-mRNA-1_1&gene=snap_masked-scf7180000055597-processed-gene-0.28&CDS=1-3375
2126	OG0002126	YIL113W	genemark-scf7180000055662-processed-gene-3.1-mRNA-1_1&gene=genemark-scf7180000055662-processed-gene-3.1&CDS=1-1290
2127	OG0002127	YIL116W	genemark-scf7180000055597-processed-gene-0.183-mRNA-1_1&gene=genemark-scf7180000055597-processed-gene-0.183&CDS=1-1152
2128	OG0002128	YIL118W	genemark-scf7180000055597-processed-gene-0.182-mRNA-1_1&gene=genemark-scf7180000055597-processed-gene-0.182&CDS=1-690
