"locus"	"pdbid"	"sstart2"	"send2"	"qstart2"	"qend2"	"strain_type"	"p_value"
"YOL159C-A"	"32_64_2pbi.1.A_5a8142d9ad01f03dbb8e29c4"	32	64	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOR027W"	"4_504_3lca.1.A_5cd75784a03a1b6abee761e9"	4	504	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGR125W"	"864_1016_1o7f.1.A_5cda15663b85d147847e137e"	864	1016	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGR125W"	"645_783_5ezb.1.A_5cda15663b85d147847e1386"	645	783	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YBR126C"	"16_481_5huv.1.A_5cd651729ffd12ef3e08348a"	16	481	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YLL001W"	"4_756_5a3f.1.A_5cd8ca9b08cc8fa009350459"	4	756	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YLL001W"	"4_756_5wp9.1.A_5cd8ca9b08cc8fa009350462"	4	756	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGR201C"	"1_223_1nhy.1.A_5cd6d2aa9ffd1288c9959e6b"	1	223	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGR250C"	"191_420_5kw1.1.A_5cd8baf63b85d1b8fced3fe9"	191	420	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YBR184W"	"368_413_4pw1.1.A_5cd6ab5b1a200bf7130c2202"	368	413	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGL082W"	"2_267_5jkn.1.A_5cd4b487d60c596c6b4033f5"	2	267	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGL082W"	"317_341_5vey.1.C_5cd4b487d60c596c6b4033f1"	317	341	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YLR447C"	"3_345_6o7x.1.T_5cd4767c1a200b2759433977"	3	345	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOR252W"	"38_178_2kkm.1.A_5cd7d0dc732c1ef30c9d246f"	38	178	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YLR278C"	"39_71_2erg.1.C_5b240e497f4bf92815df016c"	39	71	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YNR034W-A"	"1_98_2grg.1.A_5cda5910d60c59483256edb3"	1	98	NA	NA	"dN_dS_max_gap_ratio_0.3"	"0.9192"
"YBR152W"	"124_216_5zwo.1.x_5cd599bc1a200bd5acc881c8"	124	216	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YGL242C"	"4_165_1s70.1.B_5cd7c0a03b85d1256fd74431"	4	165	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YLL039C"	"1_302_5b83.1.A_5cd4b681a03a1bb1a2e06382"	1	302	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YJL105W"	"336_480_6a5n.1.A_5cd70e0e9ffd12dc6480198f"	336	480	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YGL060W"	"170_307_3jap.1.g_5cd7bce7d60c59d4f4d3afb0"	170	307	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YNL138W-A"	"1_84_5gm6.1.J_5cdafb3f3b85d1201100997c"	1	84	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGL260W"	"21_62_2ln8.1.A_5cdb47b9a03a1b564de99b07"	21	62	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YJR117W"	"11_446_4il3.2.A_5cd5c7771a200be6ee34da7e"	11	446	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGL200C"	"18_121_5gu5.1.A_5cd744c1a03a1bd42d2f55b4"	18	121	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDR159W"	"79_547_5ubp.1.A_5cdb19e3732c1ee329312975"	79	547	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YJR072C"	"2_264_5hcn.1.A_5cd4c349732c1ecc389448d8"	2	264	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOR142W-B"	"636_837_3s3n.1.A_5903a376d823cc9f88ce8333"	636	837	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YBL090W"	"86_177_5mrc.59.A_5cd7d5d88fd6f98d9eceae8c"	86	177	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YER008C"	"75_249_5m4y.1.B_5cdb2f3ea03a1ba9bcdbfb37"	75	249	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YNL306W"	"70_217_5mrc.50.A_5cd6fa099ffd120feb90b1f9"	70	217	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YIR004W"	"3_98_4j7z.4.A_5cd579c8732c1ee8850ef8d6"	3	98	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YHR180W"	"41_75_3ihl.1.A_5cd8304a9ffd121107f3315c"	41	75	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YER176W"	"471_1119_5mzn.1.A_5cda6ee9a03a1bc27287ceba"	471	1119	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YPL151C"	"93_451_6bk8.1.H_5cd5c0a41a200bcbeb2a5da1"	93	451	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YBR269C"	"110_138_2k5k.1.A_5cd8e4a61a200b4a8788cc49"	110	138	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YPL067C"	"15_198_5kci.1.A_5cd762103b85d1ee7b4f40f4"	15	198	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YMR281W"	"53_189_5bmo.1.A_5cd55340d60c5910f7679cf9"	53	189	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YML053C"	"163_201_6ab5.1.A_5cc30ea68fd6f947d557ed31"	163	201	NA	NA	"dN_dS_max_gap_ratio_0.3"	"0.0676"
"YIL082W-A"	"576_1034_4ol8.2.C_5cdb770da03a1bc4c02fbd5f"	576	1034	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YIL082W-A"	"37_195_6r24.1.D_5cdb770da03a1bc4c02fbd67"	37	195	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YJR093C"	"81_103_3c66.1.B_5cd4c8cd732c1ee49d6007b4"	81	103	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YLL066C"	"346_726_6qw6.1.X_5cdb42f38fd6f9f133bc1d09"	346	726	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YNL258C"	"37_355_3etu.1.A_5cd88cb78fd6f99e30336bed"	37	355	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YPR027C"	"248_272_5yqg.1.E_5a7d6997c730d453b50a2d85"	248	272	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YJL080C"	"631_955_3n89.1.A_5cdade7ea03a1b2faf5d364a"	631	955	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YJL080C"	"779_1044_3n89.1.A_5cdade7ea03a1b2faf5d366a"	779	1044	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YLR312C"	"47_91_3m9a.1.A_5cd4f5a9d60c5916ff4092e3"	47	91	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YAL008W"	"103_129_2kjf.1.A_5b3fa9fb3b85d16b903d85f8"	103	129	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDR286C"	"19_111_1wjk.1.A_5cd9cc9fa03a1b20abf224da"	19	111	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOR145C"	"90_274_6eml.1.3_5cd5e3a83b85d1642ab624c9"	90	274	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YIR036C"	"2_258_3kzv.1.A_5cd6119fd60c59c181634dc1"	2	258	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YIL152W"	"143_168_3l28.1.A_5cd69bdbd60c59f33967c05c"	143	168	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGL118C"	"10_39_3fgr.1.B_5a503f71a52be7acd0b4cf0c"	10	39	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YJL052W"	"1_332_3pym.1.A_5cd4b486d60c596c6b403389"	1	332	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YIR007W"	"72_149_5ccu.1.A_5a56ab89f4763d48a3cb9a61"	72	149	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGR171C"	"12_563_5nfh.2.A_5cd731253b85d16865214fc1"	12	563	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YCL008C"	"218_385_2p22.1.A_5cd4c274a03a1b0df1e0ce8e"	218	385	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YCL008C"	"5_160_3r42.1.A_5cd4c274a03a1b0df1e0ce8a"	5	160	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YBR091C"	"15_84_3dxr.1.B_5cd9f4541a200bd8879c5673"	15	84	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDL166C"	"8_176_4cvn.1.A_5cd765a908cc8f99122d03d6"	8	176	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YMR186W"	"2_218_2xjx.1.A_5cd837cca03a1b1b8c1aa996"	2	218	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YJL186W"	"152_275_1ga8.1.A_5cd749ded60c59f754252f86"	152	275	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YJR017C"	"5_170_1yw5.1.A_5cd8014f08cc8fa435a5e215"	5	170	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGL210W"	"7_184_3rwm.1.A_5cd6e0dc1a200b56f5348b15"	7	184	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDR285W"	"356_579_4l6y.1.A_5cd947cda03a1bd9f42f307d"	356	579	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDR285W"	"550_740_6f1t.1.h_5cd947cda03a1bd9f42f308d"	550	740	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDR285W"	"197_382_3na7.1.A_5cd947cda03a1bd9f42f3075"	197	382	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YNL045W"	"40_671_2xpy.1.A_5cd7f2459ffd120cc128cd20"	40	671	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YJR027W"	"636_837_3oyi.1.A_5903a394d823cc9f88ce88e7"	636	837	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOR190W"	"42_444_1h4p.1.A_5cd5a9059ffd127e292d2150"	42	444	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDL185W"	"284_737_1lwt.1.C_5cda3dd78fd6f9a2f3c6e9f7"	284	737	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YMR311C"	"89_210_2o8a.1.B_5b63d4a7732c1e97bd6e1431"	89	210	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YPR023C"	"1_115_2k3y.1.A_5cd50283a03a1b1a087eb338"	1	115	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YCL039W"	"626_744_4g56.1.B_5a56a633c730d420324200a2"	626	744	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YHR182W"	"500_646_5my3.1.A_5cd8bb381a200bcbeae5c168"	500	646	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YLR449W"	"280_392_4bf8.1.A_5cd4dd79d60c594103a306fc"	280	392	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOR036W"	"20_251_3c98.1.B_5cd5a3b93b85d1185a17fb3d"	20	251	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YFL039C"	"6_370_3b63.1.C_5cd49b3c08cc8f43a53a0b07"	6	370	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YHR154W"	"821_1068_3t7k.1.A_5cda3a1308cc8f5553a1bef1"	821	1068	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YHR154W"	"287_472_6hm4.1.A_5cda3a1308cc8f5553a1beed"	287	472	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDR057W"	"90_249_6f9a.1.A_5cd6e136a03a1bfdb1f5081a"	90	249	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDR057W"	"266_399_2yma.1.A_5cd6e136a03a1bfdb1f50816"	266	399	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YKR026C"	"1_304_3ecs.1.C_5cd54c108fd6f9294bf75609"	1	304	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YKR044W"	"54_332_2e6v.1.A_5cd5a1ae8fd6f9ca6cb2b9e1"	54	332	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YJL181W"	"450_551_1ddw.1.A_5cd77ef808cc8fd53eb21dbd"	450	551	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YLR048W"	"10_206_4toi.1.A_5cd647fd08cc8f4449ef9763"	10	206	NA	NA	"dN_dS_max_gap_ratio_0.3"	"0.9463"
"YKL095W"	"128_225_6exn.1.F_5cd5d3a708cc8fdff2668ff6"	128	225	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YPL245W"	"44_198_2qby.1.D_5cd5cb5dd60c599d55969ccd"	44	198	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDR356W"	"320_468_3na7.1.A_5cd9b0201a200bcd25e55e03"	320	468	NA	NA	"dN_dS_max_gap_ratio_0.3"	"0.7308"
"YDR356W"	"362_497_5gox.1.B_5cd9b0201a200bcd25e55dff"	362	497	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YDR356W"	"620_741_4xa6.1.A_5cd9b0201a200bcd25e55e0b"	620	741	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YDR356W"	"291_397_5j1g.1.A_5cd9b0201a200bcd25e55e0f"	291	397	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YGR161W-A"	"209_344_1aii.1.A_5cd592db08cc8f1029324387"	209	344	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDR273W"	"82_125_1mn3.1.A_5cdd594aa03a1bb7c7b1396b"	82	125	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YBR006W"	"11_490_4v6h.1.A_5cd65982732c1e01369abbaa"	11	490	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YLR177W"	"3_40_6g41.1.A_5cd7a208d60c59d68df793f2"	3	40	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YFR057W"	"41_142_4pjw.1.A_5771bb0cf8196a759e12b8b9"	41	142	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YKL105C"	"334_379_6dkm.1.A_5cda77f89ffd12f68e3857c0"	334	379	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YFL038C"	"3_196_2bcg.1.B_5cd7341608cc8fc8fc52b689"	3	196	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDL103C"	"8_474_2yqc.1.A_5cd615c308cc8f412fca0560"	8	474	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGL043W"	"228_307_4c3j.1.I_5cd53088a03a1ba3e7f276aa"	228	307	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YLR157C-B"	"636_837_3oyi.1.A_5903a376d823cc9f88ce8323"	636	837	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YBR289W"	"454_547_6ax5.1.A_5cd97345d60c593439dbab1e"	454	547	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YBR289W"	"542_604_5l7a.1.A_5cd97345d60c593439dbab22"	542	604	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YIL063C"	"97_325_3wyf.1.B_5cd4c9f3732c1e2a08e97a6e"	97	325	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YLL007C"	"434_651_3a98.1.B_5cd7e86a8fd6f9fcb55f22e2"	434	651	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YNL062C"	"1_451_5eqj.1.A_5cd6175ba03a1b59cc97b7e0"	1	451	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDR296W"	"1_215_5mrc.39.A_5cdd25f53b85d18165ed694a"	1	215	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YLR060W"	"1_595_3l4g.1.B_5cd75d31d60c59b2a3c2b5a2"	1	595	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YJL085W"	"1_623_5yfp.1.G_5cd7990308cc8fe42bf4e12d"	1	623	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOL152W"	"326_618_5o0x.1.A_5cd791b4d60c598d6f6cbd35"	326	618	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YNL165W"	"305_329_3j9m.65.A_5cd5128508cc8feb9e047447"	305	329	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YHR161C"	"2_273_3zyk.1.A_5cd7b4638fd6f949d1fd2fa9"	2	273	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOR303W"	"5_376_5dot.1.A_5cd5239f1a200b9c77ca137b"	5	376	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YLR012C"	"2_35_2jtx.1.A_5a810e197f4bf9a3c502e590"	2	35	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YPR109W"	"43_148_1aa7.1.A_59c9c4e67aaa0d4bb0d47222"	43	148	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YEL029C"	"2_312_1lhr.1.B_5cd51e3708cc8f4fd947dfe9"	2	312	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YER022W"	"99_684_5oqm.1.8_5cd81c5108cc8ff8b58bff55"	99	684	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YKL108W"	"4_53_2kmu.1.A_5cd5c653d60c599f5856d6a9"	4	53	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOL131W"	"24_62_3rmp.1.B_5a80d15c573f2076387c8480"	24	62	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGL179C"	"47_346_5uy6.1.A_5cd70e888fd6f995acadd00a"	47	346	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YJL222W"	"885_1355_3wsy.1.A_5cdb915b732c1ee5148ce100"	885	1355	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGR129W"	"92_211_5gmk.1.V_5cd70414a03a1b8629d1056f"	92	211	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YGR198W"	"12_817_4n5c.4.A_5cd8ef71a03a1b6cc19c654f"	12	817	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YER014C-A"	"28_54_4ntq.1.B_597895a11405501fc64d4ff6"	28	54	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YLR059C"	"51_236_6a4e.1.B_5cd5f6db9ffd12224e540f8c"	51	236	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YLR318W"	"186_422_4o26.1.A_5cd956a41a200b3811cacbab"	186	422	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YKR038C"	"16_384_3en9.1.A_5cd4c7869ffd12c0bd7d97fc"	16	384	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YLR227W-B"	"636_775_3s3n.1.A_5903a370d823cc9f88ce81db"	636	775	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDR460W"	"10_221_6nmi.1.H_5cd4e80a8fd6f9d3cb7f756e"	10	221	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDR339C"	"7_189_5wlc.54.A_5cd791b5d60c598d6f6cbdd1"	7	189	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGL005C"	"109_261_4jeh.1.B_5cd5cc8aa03a1be763e005df"	109	261	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGL005C"	"9_75_4u6u.1.A_5cd5cc8aa03a1be763e005db"	9	75	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YMR144W"	"107_208_5cj1.2.B_5cd48450732c1eaa22aba18e"	107	208	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YOR035C"	"2_788_3opb.1.A_5cd8c2ab732c1e3b10548e49"	2	788	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOL128C"	"20_372_4e7w.1.A_5cd49e5f9ffd12df41bfe55d"	20	372	NA	NA	"dN_dS_max_gap_ratio_0.3"	"0.0102"
"YMR247W-A"	"3_43_1ysy.1.A_5cc8232f9ffd1261db13234f"	3	43	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDL201W"	"60_286_2vdv.1.A_5cd5afd6a03a1b1e0c28901e"	60	286	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YBR208C"	"10_1740_5i8i.1.A_5cc7b42e3b85d18008ab99b7"	10	1740	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YBR208C"	"633_1831_3va7.1.A_5cc7b42d3b85d18008ab99b3"	633	1831	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YJR155W"	"4_262_4xk2.1.A_5cd5a55408cc8f9a8c746ea3"	4	262	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YPL105C"	"148_222_3fma.5.A_5cd91d7c8fd6f9fbd59e7ec8"	148	222	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDR098C-B"	"636_837_3s3n.1.A_5903a39bd823cc9f88ce8a1f"	636	837	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOL103W-B"	"636_837_3oyi.1.A_5903a3c4d823cca571738d9c"	636	837	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOR110W"	"3_260_2yn0.1.A_5cd588321a200b4ffea73335"	3	260	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YER174C"	"147_244_5y4u.1.A_5cd6718cd60c5930874ec9f4"	147	244	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YJR135W-A"	"28_86_3cjh.1.B_5cdae59c8fd6f95cb616baa6"	28	86	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YPR025C"	"112_276_6f40.1.S_5cd4e3f79ffd122a2279caf0"	112	276	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YBR210W"	"90_116_5oom.1.r_5cd8c6b0d60c595be589c7f2"	90	116	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOL009C"	"1_267_5gyd.2.A_5cd5ed3e732c1ef0df0e8f4e"	1	267	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGR194C"	"21_599_4bc4.1.A_5cd765a808cc8f99122d03ba"	21	599	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YFL068W"	"8_37_5wbh.1.A_5cd8454d1a200b12bcc06977"	8	37	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YFL068W"	"4_33_6csu.1.C_5cd8454d1a200b12bcc06973"	4	33	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YFL068W"	"4_33_6csu.1.C_5cd8454d1a200b12bcc06973"	4	33	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
