# print values over probCutOff 0.05
G/L	POS	branch	branchLength	distance2root	distance2NearestOTU	numOfNodes2NearestOTU	probability	expectation
loss	57	N18	0.08709	0.3028	0.08119	2	0.0537	0.05377
gain	57	N20	0.09521	0.4427	0.03546	2	0.2854	0.2859
gain	57	Brucella_melitensis	0.3466	0.6941	0	1	0.3107	0.3181
loss	57	Mesorhizobium_loti	0.03647	0.384	0	1	0.7078	0.7079
loss	57	Caulobacter_vibrioides	0.1842	0.487	0	1	0.6892	0.6907
gain	57	N22	1.46	1.676	4.898e-06	2	0.4698	0.595
loss	57	N22	1.46	1.676	4.898e-06	2	0.2653	0.3185
gain	57	N23	0.8467	2.523	2.697e-11	2	0.1773	0.198
loss	57	N23	0.8467	2.523	2.697e-11	2	0.1773	0.198
gain	57	N25	1.647	1.787	0.4354	2	0.3174	0.4053
loss	57	N25	1.647	1.787	0.4354	2	0.2815	0.3545
gain	57	Fusobacterium_nucleatum	1.445	3.232	0	1	0.2309	0.2767
loss	57	Fusobacterium_nucleatum	1.445	3.232	0	1	0.2895	0.3589
gain	57	Aquifex_aeolicus	2.838	4.754	0	1	0.4526	0.6704
loss	57	Aquifex_aeolicus	2.838	4.754	0	1	0.4804	0.7372
loss	57	Thermotoga_maritima	0.3067	2.222	0	1	0.08818	0.09009
loss	57	Deinococcus_radiodurans	0.3914	0.5844	0	1	0.05781	0.05994
loss	57	N31	0.3418	0.3418	0.174	2	0.06478	0.06659
gain	57	N36	0.675	1.162	0.09281	2	0.09042	0.09661
loss	57	N36	0.675	1.162	0.09281	2	0.09122	0.0977
loss	58	N2	0.1189	0.1189	0.1629	3	0.2119	0.2127
gain	58	N9	0.08611	0.4039	0.162	2	0.7595	0.7609
gain	58	N10	0.09368	0.4976	0.06827	3	0.2008	0.2015
gain	58	Yersinia_pestis	0.2301	0.7426	0	1	0.07081	0.07233
gain	58	N15	0.8811	1.379	1.882e-11	2	0.4403	0.5253
loss	58	N15	0.8811	1.379	1.882e-11	2	0.4052	0.4749
gain	58	Vibrio_cholerae	0.2741	0.6781	0	1	0.2865	0.295
loss	58	Vibrio_cholerae	0.2741	0.6781	0	1	0.05135	0.05232
gain	58	Xylella_fastidiosa_9a5c	0.5102	0.726	0	1	0.1391	0.1474
loss	58	Xylella_fastidiosa_9a5c	0.5102	0.726	0	1	0.1521	0.1624
gain	58	N17	1.124	1.34	0.001039	2	0.3761	0.4582
loss	58	N17	1.124	1.34	0.001039	2	0.3846	0.4733
gain	58	N18	0.08709	0.3028	0.08119	2	0.0861	0.08636
gain	58	N20	0.09521	0.4427	0.03546	2	0.3014	0.3023
loss	58	Agrobacterium_tumefaciens_Cereon	0.1172	0.5599	0	1	0.3661	0.3679
gain	58	Sinorhizobium_meliloti	0.03546	0.4781	0	1	0.6405	0.6407
gain	58	Brucella_melitensis	0.3466	0.6941	0	1	0.07316	0.07528
loss	58	Brucella_melitensis	0.3466	0.6941	0	1	0.1354	0.1408
loss	58	Mesorhizobium_loti	0.03647	0.384	0	1	0.06654	0.06657
gain	58	Caulobacter_vibrioides	0.1842	0.487	0	1	0.9108	0.9193
gain	58	N22	1.46	1.676	4.898e-06	2	0.9981	1.427
loss	58	N22	1.46	1.676	4.898e-06	2	0.3434	0.4425
gain	58	N23	0.8467	2.523	2.697e-11	2	0.1594	0.1769
loss	58	N23	0.8467	2.523	2.697e-11	2	1	1.177
gain	58	N25	1.647	1.787	0.4354	2	0.612	0.8785
loss	58	N25	1.647	1.787	0.4354	2	0.527	0.737
gain	58	Fusobacterium_nucleatum	1.445	3.232	0	1	0.9429	1.332
loss	58	Fusobacterium_nucleatum	1.445	3.232	0	1	0.4008	0.5272
loss	58	N26	0.1288	1.916	0.3067	2	0.08312	0.08359
gain	58	Aquifex_aeolicus	2.838	4.754	0	1	0.7394	1.34
loss	58	Aquifex_aeolicus	2.838	4.754	0	1	0.7878	1.497
gain	58	Thermotoga_maritima	0.3067	2.222	0	1	0.05613	0.05741
loss	58	Thermotoga_maritima	0.3067	2.222	0	1	0.2078	0.2141
gain	58	Deinococcus_radiodurans	0.3914	0.5844	0	1	0.9329	0.9716
loss	58	Deinococcus_radiodurans	0.3914	0.5844	0	1	0.05124	0.05288
loss	58	N28	0.2036	0.3966	8.132e-08	2	0.1087	0.1103
gain	58	Corynebacterium_glutamicum	0.3582	0.5576	0	1	0.07991	0.08243
loss	58	Corynebacterium_glutamicum	0.3582	0.5576	0	1	0.0989	0.1027
gain	58	N31	0.3418	0.3418	0.174	2	0.7281	0.7507
loss	58	N31	0.3418	0.3418	0.174	2	0.0574	0.05925
gain	58	Clostridium_acetobutylicum	0.174	0.5158	0	1	0.09327	0.09451
gain	58	N32	0.1448	0.4867	0.1437	3	0.08243	0.0832
gain	58	Listeria_innocua	0.243	0.7296	0	1	0.0583	0.05943
loss	58	Listeria_innocua	0.243	0.7296	0	1	0.05339	0.0543
gain	58	N36	0.675	1.162	0.09281	2	0.3065	0.343
loss	58	N36	0.675	1.162	0.09281	2	0.3041	0.3398
gain	59	N17	1.124	1.34	0.001039	2	0.06468	0.06543
loss	59	N17	1.124	1.34	0.001039	2	0.06468	0.06543
loss	59	N22	1.46	1.676	4.898e-06	2	1	1.034
gain	59	N25	1.647	1.787	0.4354	2	0.05083	0.0517
loss	59	N25	1.647	1.787	0.4354	2	0.9206	0.9597
gain	59	Fusobacterium_nucleatum	1.445	3.232	0	1	0.0767	0.078
loss	59	Fusobacterium_nucleatum	1.445	3.232	0	1	0.1655	0.1698
gain	59	Aquifex_aeolicus	2.838	4.754	0	1	0.2307	0.2448
loss	59	Aquifex_aeolicus	2.838	4.754	0	1	0.2851	0.3066
loss	59	Thermotoga_maritima	0.3067	2.222	0	1	0.06584	0.06594
gain	60	N4	0.09654	0.2155	0.1023	3	0.06033	0.06063
gain	60	N8	0.102	0.3178	7.569e-08	2	0.8405	0.8417
gain	60	N15	0.8811	1.379	1.882e-11	2	0.2942	0.3509
loss	60	N15	0.8811	1.379	1.882e-11	2	0.2912	0.3461
gain	60	Vibrio_cholerae	0.2741	0.6781	0	1	0.05313	0.0545
gain	60	Xylella_fastidiosa_9a5c	0.5102	0.726	0	1	0.08039	0.0845
loss	60	Xylella_fastidiosa_9a5c	0.5102	0.726	0	1	0.2221	0.247
gain	60	N17	1.124	1.34	0.001039	2	0.2419	0.2888
loss	60	N17	1.124	1.34	0.001039	2	0.3369	0.4512
loss	60	Ralstonia_solanacearum	0.1671	0.3829	0	1	0.1711	0.1737
loss	60	N20	0.09521	0.4427	0.03546	2	0.1854	0.1862
loss	60	Brucella_melitensis	0.3466	0.6941	0	1	0.2278	0.2405
gain	60	Mesorhizobium_loti	0.03647	0.384	0	1	0.8014	0.8015
loss	60	Caulobacter_vibrioides	0.1842	0.487	0	1	0.1705	0.1735
gain	60	N22	1.46	1.676	4.898e-06	2	0.3214	0.4148
loss	60	N22	1.46	1.676	4.898e-06	2	0.3953	0.5772
gain	60	N23	0.8467	2.523	2.697e-11	2	0.194	0.2226
loss	60	N23	0.8467	2.523	2.697e-11	2	0.194	0.2226
gain	60	N25	1.647	1.787	0.4354	2	0.4103	0.5789
loss	60	N25	1.647	1.787	0.4354	2	0.4098	0.6034
gain	60	Fusobacterium_nucleatum	1.445	3.232	0	1	0.3237	0.4248
loss	60	Fusobacterium_nucleatum	1.445	3.232	0	1	0.3914	0.5383
loss	60	N26	0.1288	1.916	0.3067	2	0.05071	0.05104
gain	60	Aquifex_aeolicus	2.838	4.754	0	1	0.5529	0.9758
loss	60	Aquifex_aeolicus	2.838	4.754	0	1	0.581	1.07
loss	60	Thermotoga_maritima	0.3067	2.222	0	1	0.131	0.1354
gain	60	N27	0.05299	0.193	0.2036	2	0.06816	0.06821
gain	60	Deinococcus_radiodurans	0.3914	0.5844	0	1	0.0529	0.05467
loss	60	Deinococcus_radiodurans	0.3914	0.5844	0	1	0.2388	0.2523
gain	60	N28	0.2036	0.3966	8.132e-08	2	0.8133	0.8185
loss	60	N29	0.08048	0.1994	0.08246	2	0.07813	0.0784
gain	60	Corynebacterium_glutamicum	0.3582	0.5576	0	1	0.05382	0.05552
loss	60	Corynebacterium_glutamicum	0.3582	0.5576	0	1	0.0962	0.1012
gain	60	N31	0.3418	0.3418	0.174	2	0.05746	0.05953
loss	60	N31	0.3418	0.3418	0.174	2	0.1311	0.1374
gain	60	N36	0.675	1.162	0.09281	2	0.1467	0.1619
loss	60	N36	0.675	1.162	0.09281	2	0.1492	0.1652
loss	61	N15	0.8811	1.379	1.882e-11	2	0.9995	1.016
loss	61	N17	1.124	1.34	0.001039	2	1	1.027
loss	61	N22	1.46	1.676	4.898e-06	2	1	1.044
gain	61	N25	1.647	1.787	0.4354	2	0.1459	0.1529
loss	61	N25	1.647	1.787	0.4354	2	0.2526	0.2692
loss	61	Fusobacterium_nucleatum	1.445	3.232	0	1	0.8992	0.9353
gain	61	Aquifex_aeolicus	2.838	4.754	0	1	0.4266	0.4834
loss	61	Aquifex_aeolicus	2.838	4.754	0	1	0.3655	0.4062
gain	61	Thermotoga_maritima	0.3067	2.222	0	1	0.08259	0.08289
loss	61	N36	0.675	1.162	0.09281	2	0.9996	1.009
loss	62	N15	0.8811	1.379	1.882e-11	2	0.9992	1.032
gain	62	N17	1.124	1.34	0.001039	2	0.05005	0.05192
loss	62	N17	1.124	1.34	0.001039	2	1	1.052
gain	62	N22	1.46	1.676	4.898e-06	2	0.07967	0.08454
loss	62	N22	1.46	1.676	4.898e-06	2	1	1.085
gain	62	N23	0.8467	2.523	2.697e-11	2	0.06861	0.07079
loss	62	N23	0.8467	2.523	2.697e-11	2	0.06861	0.07079
gain	62	N25	1.647	1.787	0.4354	2	0.1245	0.1362
loss	62	N25	1.647	1.787	0.4354	2	0.8947	0.9883
gain	62	Fusobacterium_nucleatum	1.445	3.232	0	1	0.1424	0.1535
loss	62	Fusobacterium_nucleatum	1.445	3.232	0	1	0.2771	0.3008
gain	62	Aquifex_aeolicus	2.838	4.754	0	1	0.9422	1.193
loss	62	Aquifex_aeolicus	2.838	4.754	0	1	0.2559	0.3119
loss	62	Thermotoga_maritima	0.3067	2.222	0	1	0.1285	0.129
loss	62	Staphylococcus_aureus_N315	0.1437	0.6304	0	1	0.9902	0.9911
loss	62	N36	0.675	1.162	0.09281	2	0.9904	1.009
gain	63	N2	0.1189	0.1189	0.1629	3	0.1061	0.1069
gain	63	N4	0.09654	0.2155	0.1023	3	0.1699	0.1706
gain	63	Yersinia_pestis	0.2301	0.7426	0	1	0.05862	0.05966
loss	63	Yersinia_pestis	0.2301	0.7426	0	1	0.05368	0.05454
gain	63	N15	0.8811	1.379	1.882e-11	2	0.1883	0.212
loss	63	N15	0.8811	1.379	1.882e-11	2	0.9955	1.203
gain	63	Vibrio_cholerae	0.2741	0.6781	0	1	0.08336	0.0855
loss	63	Vibrio_cholerae	0.2741	0.6781	0	1	0.07492	0.07661
gain	63	Xylella_fastidiosa_9a5c	0.5102	0.726	0	1	0.2272	0.2446
loss	63	Xylella_fastidiosa_9a5c	0.5102	0.726	0	1	0.2242	0.241
gain	63	N17	1.124	1.34	0.001039	2	0.2654	0.3163
loss	63	N17	1.124	1.34	0.001039	2	0.9988	1.313
loss	63	Brucella_melitensis	0.3466	0.6941	0	1	0.9991	1.037
gain	63	N22	1.46	1.676	4.898e-06	2	0.7155	1.002
loss	63	N22	1.46	1.676	4.898e-06	2	0.7142	0.9982
gain	63	N23	0.8467	2.523	2.697e-11	2	0.1758	0.1961
loss	63	N23	0.8467	2.523	2.697e-11	2	1	1.196
gain	63	N25	1.647	1.787	0.4354	2	0.6397	0.9127
loss	63	N25	1.647	1.787	0.4354	2	0.8095	1.215
gain	63	Fusobacterium_nucleatum	1.445	3.232	0	1	0.4306	0.5755
loss	63	Fusobacterium_nucleatum	1.445	3.232	0	1	0.7884	1.102
gain	63	N26	0.1288	1.916	0.3067	2	0.1314	0.1322
gain	63	Aquifex_aeolicus	2.838	4.754	0	1	0.7132	1.321
loss	63	Aquifex_aeolicus	2.838	4.754	0	1	0.9297	1.93
gain	63	Thermotoga_maritima	0.3067	2.222	0	1	0.4394	0.4551
loss	63	Thermotoga_maritima	0.3067	2.222	0	1	0.06227	0.06375
gain	63	Deinococcus_radiodurans	0.3914	0.5844	0	1	0.0596	0.06164
loss	63	Deinococcus_radiodurans	0.3914	0.5844	0	1	0.8471	0.8839
gain	63	N28	0.2036	0.3966	8.132e-08	2	0.2096	0.2133
loss	63	Synechocystis_sp__PCC6803	0.2034	0.6	0	1	1	1.013
loss	63	N29	0.08048	0.1994	0.08246	2	0.5736	0.5746
gain	63	Corynebacterium_glutamicum	0.3582	0.5576	0	1	0.07581	0.07821
loss	63	Corynebacterium_glutamicum	0.3582	0.5576	0	1	0.33	0.3434
loss	63	N30	0.08246	0.2819	2.435e-11	2	0.2696	0.2703
gain	63	N31	0.3418	0.3418	0.174	2	0.2018	0.211
loss	63	N31	0.3418	0.3418	0.174	2	0.1726	0.1796
gain	63	Clostridium_acetobutylicum	0.174	0.5158	0	1	0.2272	0.2302
loss	63	N32	0.1448	0.4867	0.1437	3	0.2551	0.2567
loss	63	Listeria_innocua	0.243	0.7296	0	1	0.5974	0.6079
gain	63	N35	0.1284	0.6151	0.01528	2	0.427	0.4295
loss	63	Staphylococcus_aureus_N315	0.1437	0.6304	0	1	0.5842	0.5879
gain	63	N36	0.675	1.162	0.09281	2	0.1702	0.1868
loss	63	N36	0.675	1.162	0.09281	2	0.6764	0.7582
loss	64	N15	0.8811	1.379	1.882e-11	2	0.9994	1.022
loss	64	N17	1.124	1.34	0.001039	2	1	1.036
gain	64	N22	1.46	1.676	4.898e-06	2	0.1665	0.1787
loss	64	N22	1.46	1.676	4.898e-06	2	0.1665	0.1787
loss	64	N23	0.8467	2.523	2.697e-11	2	1	1.021
gain	64	N25	1.647	1.787	0.4354	2	0.1729	0.1857
loss	64	N25	1.647	1.787	0.4354	2	0.2925	0.3222
gain	64	Fusobacterium_nucleatum	1.445	3.232	0	1	0.06709	0.07107
loss	64	Fusobacterium_nucleatum	1.445	3.232	0	1	0.8889	0.9343
gain	64	Aquifex_aeolicus	2.838	4.754	0	1	0.4645	0.5577
loss	64	Aquifex_aeolicus	2.838	4.754	0	1	0.398	0.4635
gain	64	Thermotoga_maritima	0.3067	2.222	0	1	0.1012	0.1017
loss	64	Staphylococcus_aureus_N315	0.1437	0.6304	0	1	0.9927	0.9933
loss	64	N36	0.675	1.162	0.09281	2	0.9927	1.006
gain	65	N2	0.1189	0.1189	0.1629	3	0.05236	0.05256
loss	65	Salmonella_typhimurium	0.04607	0.6092	0	1	0.9784	0.9787
loss	65	Yersinia_pestis	0.2301	0.7426	0	1	0.9579	0.9657
gain	65	N15	0.8811	1.379	1.882e-11	2	0.11	0.1169
loss	65	N15	0.8811	1.379	1.882e-11	2	0.9683	1.075
loss	65	Xylella_fastidiosa_9a5c	0.5102	0.726	0	1	0.9998	1.039
gain	65	N17	1.124	1.34	0.001039	2	0.1595	0.174
loss	65	N17	1.124	1.34	0.001039	2	0.9999	1.174
gain	65	Brucella_melitensis	0.3466	0.6941	0	1	0.05944	0.06051
loss	65	Brucella_melitensis	0.3466	0.6941	0	1	0.05937	0.06043
gain	65	N22	1.46	1.676	4.898e-06	2	0.2409	0.2746
loss	65	N22	1.46	1.676	4.898e-06	2	0.9999	1.274
gain	65	N23	0.8467	2.523	2.697e-11	2	0.1992	0.2135
loss	65	N23	0.8467	2.523	2.697e-11	2	0.1992	0.2135
gain	65	N25	1.647	1.787	0.4354	2	0.5155	0.6263
loss	65	N25	1.647	1.787	0.4354	2	0.7839	1.016
gain	65	Fusobacterium_nucleatum	1.445	3.232	0	1	0.2992	0.3477
loss	65	Fusobacterium_nucleatum	1.445	3.232	0	1	0.7711	0.9537
gain	65	N26	0.1288	1.916	0.3067	2	0.1107	0.111
gain	65	Aquifex_aeolicus	2.838	4.754	0	1	0.9242	1.542
loss	65	Aquifex_aeolicus	2.838	4.754	0	1	0.798	1.23
gain	65	Thermotoga_maritima	0.3067	2.222	0	1	0.3416	0.3474
gain	65	Deinococcus_radiodurans	0.3914	0.5844	0	1	0.08022	0.08228
loss	65	Deinococcus_radiodurans	0.3914	0.5844	0	1	0.07409	0.07571
loss	65	Corynebacterium_glutamicum	0.3582	0.5576	0	1	0.986	1.005
gain	65	N31	0.3418	0.3418	0.174	2	0.0946	0.09676
loss	65	N31	0.3418	0.3418	0.174	2	0.06308	0.06435
loss	65	Listeria_innocua	0.243	0.7296	0	1	0.9883	0.9973
gain	65	N36	0.675	1.162	0.09281	2	0.06734	0.07003
loss	65	N36	0.675	1.162	0.09281	2	0.9887	1.055
gain	66	N4	0.09654	0.2155	0.1023	3	0.9711	0.9714
gain	66	N15	0.8811	1.379	1.882e-11	2	0.08407	0.08821
loss	66	N15	0.8811	1.379	1.882e-11	2	0.08381	0.08788
loss	66	Haemophilus_influenzae	0.06651	1.445	0	1	1	1
gain	66	N17	1.124	1.34	0.001039	2	0.127	0.1359
loss	66	N17	1.124	1.34	0.001039	2	0.1268	0.1357
gain	66	N22	1.46	1.676	4.898e-06	2	0.1911	0.2108
loss	66	N22	1.46	1.676	4.898e-06	2	0.1903	0.2098
gain	66	N23	0.8467	2.523	2.697e-11	2	0.07822	0.08181
loss	66	N23	0.8467	2.523	2.697e-11	2	0.07822	0.08181
gain	66	N25	1.647	1.787	0.4354	2	0.2996	0.3276
loss	66	N25	1.647	1.787	0.4354	2	0.1577	0.1765
gain	66	Fusobacterium_nucleatum	1.445	3.232	0	1	0.8588	0.9202
loss	66	Fusobacterium_nucleatum	1.445	3.232	0	1	0.08784	0.09543
gain	66	Aquifex_aeolicus	2.838	4.754	0	1	0.9235	1.135
loss	66	Aquifex_aeolicus	2.838	4.754	0	1	0.2273	0.2755
loss	66	Thermotoga_maritima	0.3067	2.222	0	1	0.1487	0.1493
gain	66	Bacillus_halodurans	0.1233	0.7384	0	1	0.9901	0.9907
gain	67	N15	0.8811	1.379	1.882e-11	2	0.09363	0.09816
loss	67	N15	0.8811	1.379	1.882e-11	2	0.9979	1.095
loss	67	Xylella_fastidiosa_9a5c	0.5102	0.726	0	1	0.9999	1.034
gain	67	N17	1.124	1.34	0.001039	2	0.1427	0.1532
loss	67	N17	1.124	1.34	0.001039	2	0.9999	1.153
loss	67	Brucella_melitensis	0.3466	0.6941	0	1	0.9998	1.016
gain	67	N22	1.46	1.676	4.898e-06	2	0.5602	0.657
loss	67	N22	1.46	1.676	4.898e-06	2	0.5601	0.6568
gain	67	N23	0.8467	2.523	2.697e-11	2	0.08685	0.09071
loss	67	N23	0.8467	2.523	2.697e-11	2	1	1.091
gain	67	N25	1.647	1.787	0.4354	2	0.3246	0.3795
loss	67	N25	1.647	1.787	0.4354	2	0.9444	1.215
gain	67	Fusobacterium_nucleatum	1.445	3.232	0	1	0.3393	0.3881
loss	67	Fusobacterium_nucleatum	1.445	3.232	0	1	0.4634	0.5495
loss	67	N26	0.1288	1.916	0.3067	2	0.06165	0.0618
gain	67	Aquifex_aeolicus	2.838	4.754	0	1	0.6455	0.9287
loss	67	Aquifex_aeolicus	2.838	4.754	0	1	0.7009	1.054
loss	67	Thermotoga_maritima	0.3067	2.222	0	1	0.1538	0.1559
gain	67	Deinococcus_radiodurans	0.3914	0.5844	0	1	0.06922	0.0706
loss	67	Deinococcus_radiodurans	0.3914	0.5844	0	1	0.06456	0.06568
loss	67	Corynebacterium_glutamicum	0.3582	0.5576	0	1	0.9873	1.004
gain	67	N31	0.3418	0.3418	0.174	2	0.08232	0.08378
loss	67	N31	0.3418	0.3418	0.174	2	0.05882	0.05981
gain	67	Listeria_innocua	0.243	0.7296	0	1	0.05671	0.05732
loss	67	N35	0.1284	0.6151	0.01528	2	0.9509	0.9529
gain	67	N36	0.675	1.162	0.09281	2	0.06073	0.06276
loss	67	N36	0.675	1.162	0.09281	2	0.9715	1.028
gain	68	N2	0.1189	0.1189	0.1629	3	0.2376	0.24
loss	68	N2	0.1189	0.1189	0.1629	3	0.05629	0.05675
gain	68	N4	0.09654	0.2155	0.1023	3	0.2057	0.2071
gain	68	N8	0.102	0.3178	7.569e-08	2	0.0604	0.06079
loss	68	N9	0.08611	0.4039	0.162	2	0.2637	0.2651
loss	68	N10	0.09368	0.4976	0.06827	3	0.5463	0.5498
loss	68	N11	0.01484	0.5125	0.05343	2	0.07624	0.07625
loss	68	N12	0.05066	0.5631	0.002765	2	0.1449	0.1451
gain	68	Yersinia_pestis	0.2301	0.7426	0	1	0.08491	0.08652
loss	68	Yersinia_pestis	0.2301	0.7426	0	1	0.2207	0.2278
gain	68	N15	0.8811	1.379	1.882e-11	2	0.5213	0.6432
loss	68	N15	0.8811	1.379	1.882e-11	2	0.6525	0.8588
gain	68	Vibrio_cholerae	0.2741	0.6781	0	1	0.3792	0.3968
loss	68	Vibrio_cholerae	0.2741	0.6781	0	1	0.1419	0.1459
gain	68	Xylella_fastidiosa_9a5c	0.5102	0.726	0	1	0.1715	0.182
loss	68	Xylella_fastidiosa_9a5c	0.5102	0.726	0	1	0.9748	1.145
gain	68	N17	1.124	1.34	0.001039	2	0.5283	0.676
loss	68	N17	1.124	1.34	0.001039	2	0.9885	1.639
gain	68	Ralstonia_solanacearum	0.1671	0.3829	0	1	0.1003	0.1018
loss	68	Ralstonia_solanacearum	0.1671	0.3829	0	1	0.06402	0.06471
loss	68	N18	0.08709	0.3028	0.08119	2	0.1009	0.1014
loss	68	N20	0.09521	0.4427	0.03546	2	0.3245	0.3266
gain	68	Agrobacterium_tumefaciens_Cereon	0.1172	0.5599	0	1	0.4037	0.4078
loss	68	Sinorhizobium_meliloti	0.03546	0.4781	0	1	0.6169	0.6175
gain	68	Brucella_melitensis	0.3466	0.6941	0	1	0.09064	0.09335
loss	68	Brucella_melitensis	0.3466	0.6941	0	1	0.9351	1.014
gain	68	Mesorhizobium_loti	0.03647	0.384	0	1	0.08221	0.08229
loss	68	Caulobacter_vibrioides	0.1842	0.487	0	1	0.8946	0.9166
gain	68	N22	1.46	1.676	4.898e-06	2	0.6756	0.9826
loss	68	N22	1.46	1.676	4.898e-06	2	0.9925	1.945
gain	68	N23	0.8467	2.523	2.697e-11	2	0.539	0.6625
loss	68	N23	0.8467	2.523	2.697e-11	2	0.539	0.6625
gain	68	N25	1.647	1.787	0.4354	2	0.841	1.472
loss	68	N25	1.647	1.787	0.4354	2	0.9472	1.876
gain	68	Fusobacterium_nucleatum	1.445	3.232	0	1	0.7361	1.127
loss	68	Fusobacterium_nucleatum	1.445	3.232	0	1	0.8679	1.507
gain	68	N26	0.1288	1.916	0.3067	2	0.1741	0.1761
loss	68	N26	0.1288	1.916	0.3067	2	0.09819	0.09924
gain	68	Aquifex_aeolicus	2.838	4.754	0	1	0.9979	3.13
loss	68	Aquifex_aeolicus	2.838	4.754	0	1	0.9647	2.587
gain	68	Thermotoga_maritima	0.3067	2.222	0	1	0.638	0.6786
loss	68	Thermotoga_maritima	0.3067	2.222	0	1	0.1312	0.1355
gain	68	N27	0.05299	0.193	0.2036	2	0.06212	0.06224
gain	68	Deinococcus_radiodurans	0.3914	0.5844	0	1	0.4463	0.4826
loss	68	Deinococcus_radiodurans	0.3914	0.5844	0	1	0.2806	0.297
gain	68	N28	0.2036	0.3966	8.132e-08	2	0.2643	0.2713
loss	68	N28	0.2036	0.3966	8.132e-08	2	0.0844	0.08573
loss	68	Synechocystis_sp__PCC6803	0.2034	0.6	0	1	1	1.03
loss	68	N29	0.08048	0.1994	0.08246	2	0.4813	0.4835
gain	68	Corynebacterium_glutamicum	0.3582	0.5576	0	1	0.1579	0.1647
loss	68	Corynebacterium_glutamicum	0.3582	0.5576	0	1	0.4403	0.4744
loss	68	N30	0.08246	0.2819	2.435e-11	2	0.3194	0.321
gain	68	N31	0.3418	0.3418	0.174	2	0.2981	0.3168
loss	68	N31	0.3418	0.3418	0.174	2	0.3883	0.4148
gain	68	Clostridium_acetobutylicum	0.174	0.5158	0	1	0.537	0.5487
loss	68	N32	0.1448	0.4867	0.1437	3	0.429	0.4353
gain	68	Listeria_innocua	0.243	0.7296	0	1	0.09538	0.09741
loss	68	Listeria_innocua	0.243	0.7296	0	1	0.1958	0.2023
gain	68	N35	0.1284	0.6151	0.01528	2	0.06513	0.06574
loss	68	N35	0.1284	0.6151	0.01528	2	0.09606	0.09707
gain	68	Bacillus_halodurans	0.1233	0.7384	0	1	0.9291	0.9394
loss	68	Bacillus_subtilis	0.01528	0.6304	0	1	0.07405	0.07406
loss	68	Staphylococcus_aureus_N315	0.1437	0.6304	0	1	0.1407	0.1426
gain	68	N36	0.675	1.162	0.09281	2	0.419	0.4826
loss	68	N36	0.675	1.162	0.09281	2	0.4884	0.5773
gain	69	N17	1.124	1.34	0.001039	2	0.06653	0.06746
loss	69	N17	1.124	1.34	0.001039	2	0.06653	0.06746
gain	69	N22	1.46	1.676	4.898e-06	2	0.1108	0.1133
loss	69	N22	1.46	1.676	4.898e-06	2	0.1108	0.1133
loss	69	N23	0.8467	2.523	2.697e-11	2	1	1.012
gain	69	N25	1.647	1.787	0.4354	2	0.1362	0.1398
loss	69	N25	1.647	1.787	0.4354	2	0.1663	0.1718
gain	69	Fusobacterium_nucleatum	1.445	3.232	0	1	0.1369	0.1406
loss	69	Fusobacterium_nucleatum	1.445	3.232	0	1	0.1054	0.1075
gain	69	Aquifex_aeolicus	2.838	4.754	0	1	0.1226	0.1288
loss	69	Aquifex_aeolicus	2.838	4.754	0	1	0.9782	1.099
loss	69	Deinococcus_radiodurans	0.3914	0.5844	0	1	0.9931	0.9956
loss	69	Streptococcus_pyogenes_M1	0.09281	1.254	0	1	0.9965	0.9967
gain	70	N2	0.1189	0.1189	0.1629	3	0.153	0.1545
gain	70	N8	0.102	0.3178	7.569e-08	2	0.06745	0.06786
loss	70	N9	0.08611	0.4039	0.162	2	0.2108	0.2118
loss	70	N10	0.09368	0.4976	0.06827	3	0.61	0.6125
loss	70	N11	0.01484	0.5125	0.05343	2	0.07897	0.07898
loss	70	N12	0.05066	0.5631	0.002765	2	0.1215	0.1217
gain	70	Yersinia_pestis	0.2301	0.7426	0	1	0.06008	0.06112
loss	70	Yersinia_pestis	0.2301	0.7426	0	1	0.1754	0.1801
gain	70	N15	0.8811	1.379	1.882e-11	2	0.3954	0.4752
loss	70	N15	0.8811	1.379	1.882e-11	2	0.5334	0.6719
gain	70	Vibrio_cholerae	0.2741	0.6781	0	1	0.2926	0.3041
loss	70	Vibrio_cholerae	0.2741	0.6781	0	1	0.09976	0.1023
gain	70	Xylella_fastidiosa_9a5c	0.5102	0.726	0	1	0.1234	0.1305
loss	70	Xylella_fastidiosa_9a5c	0.5102	0.726	0	1	0.9628	1.079
gain	70	N17	1.124	1.34	0.001039	2	0.3903	0.4882
loss	70	N17	1.124	1.34	0.001039	2	0.9802	1.436
loss	70	Ralstonia_solanacearum	0.1671	0.3829	0	1	0.9504	0.9637
gain	70	N19	0.04472	0.3475	0.03648	3	0.05363	0.0537
loss	70	Agrobacterium_tumefaciens_Cereon	0.1172	0.5599	0	1	0.9547	0.9613
gain	70	Brucella_melitensis	0.3466	0.6941	0	1	0.05947	0.06101
loss	70	Brucella_melitensis	0.3466	0.6941	0	1	0.9832	1.041
loss	70	Caulobacter_vibrioides	0.1842	0.487	0	1	0.9351	0.9508
gain	70	N22	1.46	1.676	4.898e-06	2	0.5125	0.7159
loss	70	N22	1.46	1.676	4.898e-06	2	0.9862	1.664
gain	70	N23	0.8467	2.523	2.697e-11	2	0.4088	0.4895
loss	70	N23	0.8467	2.523	2.697e-11	2	0.4088	0.4895
gain	70	N25	1.647	1.787	0.4354	2	0.7288	1.144
loss	70	N25	1.647	1.787	0.4354	2	0.8994	1.592
